model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IIASA POP,SSP1_v5_120427,BLR,Population,million,9.595421,9.400313796,9.172075378,8.903805392,8.617207924,8.320987422,8.029641903,7.729872291,7.410279852,7.079813413,6.741217523,6.404792642,6.074988209,5.754330344,5.444543985,5.15353073,4.883605964,4.631119742,4.402098064
IIASA POP,SSP1_v5_120427,BLZ,Population,million,0.311627,0.34471645,0.3776617,0.409019206,0.439200038,0.46717155,0.491973653,0.513028252,0.529529765,0.542188484,0.551373811,0.557984471,0.561564729,0.561694449,0.558050412,0.551177445,0.540522153,0.527289365,0.511919457
IIASA POP,SSP1_v5_120427,BOL,Population,million,9.929849,10.68246213,11.44008497,12.20711996,13.02313368,13.81155312,14.51150303,15.09679244,15.55069876,15.86084324,16.11889773,16.30366216,16.39803464,16.39083017,16.28423876,16.08963997,15.81840456,15.48241487,15.08916107
IIASA POP,SSP1_v5_120427,BRA,Population,million,194.94647,202.7981394,209.0944211,213.9368456,217.6119225,219.9413535,220.7461542,219.9752131,217.7426803,214.2848316,209.8348417,204.610829,198.5922538,191.8934884,184.7652148,177.3818093,169.708512,161.9392015,154.385502
IIASA POP,SSP1_v5_120427,BRB,Population,million,0.273331,0.276072258,0.277583021,0.277528885,0.276048832,0.2728539,0.267826512,0.261082887,0.253017776,0.244242686,0.235106463,0.22588977,0.216739795,0.207769771,0.198864514,0.19024389,0.181690186,0.172405164,0.162834413
IIASA POP,SSP1_v5_120427,BRN,Population,million,0.39892,0.424349804,0.447479728,0.468567612,0.488539806,0.506213885,0.519740614,0.528647094,0.533539626,0.535671344,0.535639282,0.533647684,0.52903732,0.523003041,0.514913225,0.504855306,0.494262293,0.481376233,0.466373763
IIASA POP,SSP1_v5_120427,BTN,Population,million,0.72594,0.797221581,0.850304416,0.893403227,0.928794778,0.959113819,0.985914491,1.007316685,1.020999572,1.02613196,1.023229582,1.01299768,0.99600384,0.973948098,0.948161068,0.920062171,0.890649466,0.860132417,0.828364275
IIASA POP,SSP1_v5_120427,BWA,Population,million,2.006945,2.131967048,2.235626491,2.323909375,2.401516171,2.474289564,2.549337624,2.62501768,2.694104058,2.7508246,2.798097401,2.837099772,2.865264616,2.884330513,2.890532969,2.881776773,2.858872467,2.822279112,2.772164884
IIASA POP,SSP1_v5_120427,CAF,Population,million,4.401051,4.779526042,5.145960651,5.495189288,5.83879048,6.16431119,6.464714928,6.735112648,6.973625071,7.16481731,7.304462992,7.392865537,7.430002711,7.414111934,7.36052661,7.26964537,7.143882452,6.986894096,6.804133674
IIASA POP,SSP1_v5_120427,CAN,Population,million,34.016593,35.62591198,37.17244494,38.61908273,39.92997725,41.09426693,42.16988917,43.21109847,44.23716274,45.11302722,45.85269349,46.49270168,46.95760978,47.27893127,47.37682786,47.27840931,47.00271774,46.59065792,46.01694351
IIASA POP,SSP1_v5_120427,CHE,Population,million,7.664318,7.813009546,7.941160797,8.049855334,8.125119118,8.149122967,8.135239737,8.098333594,8.047001906,7.982391579,7.899475667,7.794311537,7.668444234,7.522762034,7.382153721,7.249220935,7.116815801,6.991437792,6.868680985
IIASA POP,SSP1_v5_120427,CHL,Population,million,17.113688,17.80772516,18.37163688,18.80661473,19.13804844,19.34935362,19.43056771,19.38123709,19.2069597,18.92177618,18.55965157,18.13773554,17.66051493,17.145877,16.58528482,15.96296214,15.2338683,14.43170662,13.59279257
IIASA POP,SSP1_v5_120427,CHN,Population,million,1341.335152,1359.74691,1366.953962,1361.713006,1346.564228,1321.985483,1287.600943,1243.122292,1189.610796,1131.740538,1068.951982,1004.368041,940.1306894,877.0661272,814.5387196,754.1548187,697.0339072,642.9363596,591.3234441
IIASA POP,SSP1_v5_120427,CIV,Population,million,19.7378,21.66980108,23.55398421,25.36872702,27.18413474,28.92401063,30.51633708,31.90879586,33.11777684,34.18758037,35.07737863,35.76319057,36.19855806,36.36310572,36.27235453,35.96259345,35.4918787,34.87312604,34.12041197
IIASA POP,SSP1_v5_120427,CMR,Population,million,19.598889,21.49210158,23.27996994,24.97852061,26.72667388,28.44668914,30.05410429,31.5255718,32.8354094,34.00551447,35.02490012,35.8465626,36.45729273,36.84194112,36.97326605,36.85859125,36.56046986,36.10376032,35.49558283
IIASA POP,SSP1_v5_120427,COD,Population,million,65.965795,73.86730703,81.61448913,89.28065897,97.18860309,104.9481784,112.2352332,118.9369964,125.0236255,130.5650077,135.3794824,139.2984928,142.2052805,144.0060971,144.6309872,144.2886976,143.1816128,141.3243336,138.7866064
IIASA POP,SSP1_v5_120427,COG,Population,million,4.042899,4.441424308,4.827193409,5.252795952,5.705731211,6.164182411,6.605009794,7.017664265,7.402687485,7.760372564,8.089336209,8.382180454,8.631699526,8.831111101,8.9787417,9.073711763,9.114371799,9.101974291,9.040526173
IIASA POP,SSP1_v5_120427,COL,Population,million,46.294841,48.60284203,50.66454823,52.48737765,54.14874564,55.50254959,56.4519449,57.00218098,57.19116391,57.13884157,56.86921189,56.38302032,55.68606185,54.78646399,53.71748852,52.49131835,51.1498131,49.7201933,48.2420148
IIASA POP,SSP1_v5_120427,COM,Population,million,0.73475,0.819800874,0.899973192,0.980408008,1.06964648,1.165103445,1.259071169,1.3451584,1.423183672,1.506797842,1.588150056,1.66542466,1.735172297,1.795396253,1.845982918,1.887453419,1.919564145,1.942258305,1.955342584
IIASA POP,SSP1_v5_120427,CPV,Population,million,0.495999,0.515089908,0.530916571,0.543948327,0.557222184,0.568660107,0.576401862,0.57968979,0.578759351,0.573755579,0.565301631,0.553434685,0.537787193,0.518517554,0.496378359,0.472426825,0.448021704,0.424007056,0.400866678
IIASA POP,SSP1_v5_120427,CRI,Population,million,4.658887,4.957209993,5.207860749,5.410875852,5.574861892,5.695702777,5.772367965,5.804408489,5.79459801,5.745428592,5.663074524,5.552985559,5.413676446,5.250581299,5.057747113,4.82584014,4.56582109,4.287164068,4.013291351
IIASA POP,SSP1_v5_120427,CUB,Population,million,11.257979,11.26616449,11.22965954,11.16001801,11.04735461,10.87250894,10.63714472,10.34133241,9.986352487,9.584528445,9.150324667,8.723093629,8.298867827,7.903163622,7.497017565,7.122166729,6.722933497,6.282887331,5.857403588
IIASA POP,SSP1_v5_120427,CYP,Population,million,1.103647,1.16203474,1.21084706,1.248649558,1.280591864,1.300700662,1.309370338,1.306744256,1.292703081,1.271777245,1.245088016,1.212880816,1.175994872,1.133698424,1.085384824,1.032386653,0.974791732,0.919117166,0.865143574
IIASA POP,SSP1_v5_120427,CZE,Population,million,10.49296,10.63864118,10.74908665,10.82036767,10.84520908,10.82320853,10.79241308,10.78659264,10.79732503,10.78676156,10.73831784,10.64654668,10.53313841,10.41940234,10.33306383,10.22896225,10.10449007,9.955561046,9.77094841
IIASA POP,SSP1_v5_120427,DEU,Population,million,82.30246316,81.41655473,80.9029428,80.29163391,79.52391859,78.60082235,77.55941391,76.38679874,75.10957305,73.69653864,72.24347927,70.89524512,69.56322433,68.21892341,66.8228471,65.28427726,63.68188511,62.05362449,60.53209298
IIASA POP,SSP1_v5_120427,DJI,Population,million,0.888716,0.963193309,1.033670273,1.108229571,1.179534755,1.246369225,1.308217747,1.362619661,1.408212574,1.433296248,1.448272161,1.453014134,1.449578032,1.438483593,1.42011201,1.395251618,1.364771709,1.329739945,1.291239713
IIASA POP,SSP1_v5_120427,DNK,Population,million,5.550142,5.650805554,5.753009852,5.86069961,5.96288345,6.042990631,6.097405483,6.134746973,6.164787696,6.200727341,6.243534809,6.290541743,6.340188193,6.390945717,6.433746265,6.46265742,6.475453779,6.472694934,6.4583981
IIASA POP,SSP1_v5_120427,DOM,Population,million,9.92732,10.51722974,11.02036875,11.44659527,11.8265022,12.13849258,12.36134286,12.48283415,12.50561665,12.50598646,12.45641055,12.37093087,12.2484151,12.0722847,11.84542198,11.57818886,11.27395155,10.93812845,10.56580663
IIASA POP,SSP1_v5_120427,DZA,Population,million,35.468208,38.39401578,40.85690592,42.80986535,44.34194942,45.59973708,46.72871527,47.70870167,48.37581608,48.61728027,48.44215848,47.97071034,47.31981139,46.56304328,45.73315749,44.84982185,43.91598411,42.94605347,41.80172265
IIASA POP,SSP1_v5_120427,ECU,Population,million,14.464739,15.43557234,16.25759146,16.94499271,17.54381336,18.03807309,18.40579284,18.63163673,18.71843045,18.73830282,18.67811236,18.53277821,18.29553288,17.97872357,17.5905668,17.13549728,16.62285581,16.03506326,15.35196017
IIASA POP,SSP1_v5_120427,EGY,Population,million,81.121077,87.26692137,92.50713012,96.89531133,100.7570862,104.0209208,106.5055013,108.2241236,109.2671647,109.6516167,109.4250957,108.5747546,107.066933,104.9435615,102.3387423,99.3676163,96.13094908,92.64736745,88.82278809
IIASA POP,SSP1_v5_120427,ERI,Population,million,5.253676,5.9868603,6.611806148,7.194389964,7.791011781,8.40654242,9.007726101,9.55065419,10.01140297,10.39191122,10.70611154,10.95460649,11.12906978,11.21943386,11.2514437,11.22615589,11.1469961,11.01364187,10.83131996
IIASA POP,SSP1_v5_120427,ESH,Population,million,0.5305,0.658956108,0.78375407,0.855667373,0.9158167,0.96733918,1.01699802,1.06789422,1.114290581,1.14749875,1.165919814,1.172570713,1.176209618,1.179135976,1.180736151,1.178344279,1.169701137,1.15429206,1.132893768
IIASA POP,SSP1_v5_120427,ESP,Population,million,46.076989,47.38402787,48.36468633,49.07572005,49.46234889,49.86508111,50.28638316,50.61246458,50.72186159,50.19640983,49.24095346,48.01566852,46.54388132,44.93018852,43.34811685,41.88325089,40.5588732,39.30829464,38.07785316
IIASA POP,SSP1_v5_120427,EST,Population,million,1.34114,1.334335555,1.325143419,1.310533768,1.290128829,1.268726255,1.251849021,1.239380713,1.227299417,1.211945254,1.192804154,1.171973015,1.152449693,1.13589406,1.121756347,1.109566102,1.098690672,1.085004955,1.072476772
IIASA POP,SSP1_v5_120427,ETH,Population,million,82.949541,90.7087474,97.62022032,103.807711,109.5432048,114.5848635,118.645794,121.6502302,123.7824951,125.2656776,126.0141381,126.0016797,125.0197165,123.0602236,120.2660981,116.7950296,112.8296651,108.5341511,104.0294818
IIASA POP,SSP1_v5_120427,FIN,Population,million,5.364545185,5.455374309,5.543279526,5.623471586,5.687636347,5.731413641,5.762863934,5.795217077,5.836067016,5.881456151,5.931127519,5.983950686,6.039293279,6.086065764,6.11655655,6.128710381,6.129349627,6.126127622,6.114553326
IIASA POP,SSP1_v5_120427,FJI,Population,million,0.860623,0.883534941,0.893760079,0.894175632,0.894463926,0.893484646,0.889769256,0.882514011,0.871699984,0.857511465,0.8403525,0.820643581,0.798594948,0.774521861,0.748650566,0.721193316,0.692314074,0.662768638,0.632431963
IIASA POP,SSP1_v5_120427,FRA,Population,million,62.78741757,64.49293295,66.08809358,67.59591698,69.05576933,70.45186562,71.76378577,72.97886577,74.10918657,75.09141556,76.00326993,76.89350527,77.53296055,77.9357531,78.13495954,78.19682894,78.06996577,77.7930868,77.38553376
IIASA POP,SSP1_v5_120427,FSM,Population,million,0.111064,0.114170569,0.117686731,0.121379061,0.124395716,0.126449785,0.127433979,0.127393002,0.126333835,0.129095063,0.131277689,0.132706066,0.13311261,0.132408924,0.13073372,0.128369168,0.125543697,0.122431626,0.119106274
IIASA POP,SSP1_v5_120427,GAB,Population,million,1.505463,1.636507601,1.765093954,1.887643894,2.00749448,2.12025169,2.22299306,2.31449982,2.394206237,2.461430897,2.514858145,2.55296699,2.575018539,2.581112512,2.571621129,2.548166968,2.512948572,2.467637388,2.415447508
IIASA POP,SSP1_v5_120427,GBR,Population,million,62.03557,64.21769545,66.4120159,68.58913657,70.72015051,72.42506695,73.81444298,75.02476748,76.06575687,76.89580077,77.58026159,78.17099956,78.64841254,78.94604463,79.06629448,78.91199473,78.50777302,77.92877794,77.26045068
IIASA POP,SSP1_v5_120427,GEO,Population,million,4.352244,4.245198109,4.110419,3.951601776,3.791711382,3.641304627,3.502524697,3.367996278,3.234576826,3.108482284,2.98079579,2.857288711,2.736351678,2.616184853,2.497015885,2.383293921,2.280191038,2.184993888,2.093092821
IIASA POP,SSP1_v5_120427,GHA,Population,million,24.391823,26.93589302,29.30682841,31.55198423,33.82627398,36.09652372,38.26576224,40.22430624,41.93328347,43.41754306,44.68981255,45.72775194,46.48761248,46.94187191,47.08555738,46.93157358,46.55925724,45.99182561,45.23797868
IIASA POP,SSP1_v5_120427,GIN,Population,million,9.98159,11.1122571,12.19137048,13.24054968,14.32338646,15.41160797,16.48769897,17.4831817,18.38542156,19.22723034,19.99498045,20.67886086,21.25823241,21.70800654,22.01458808,22.1828477,22.21852138,22.12404599,21.90992379
IIASA POP,SSP1_v5_120427,GLP,Population,million,0.460666,0.46988645,0.47574736,0.479282667,0.480931124,0.480027692,0.476408077,0.469861581,0.460439779,0.450306688,0.439813332,0.429750321,0.420358946,0.411488384,0.400821405,0.388936997,0.375604438,0.360698766,0.345674706
IIASA POP,SSP1_v5_120427,GMB,Population,million,1.728394,1.943330037,2.15229979,2.357920331,2.572259359,2.788092786,2.995011295,3.186491995,3.360015572,3.51736825,3.659651497,3.782404732,3.880162169,3.948678658,3.988333782,4.000571409,3.991472682,3.966462576,3.927055122
IIASA POP,SSP1_v5_120427,GNB,Population,million,1.515224,1.653360063,1.789104034,1.924636762,2.070870272,2.224533674,2.379229639,2.530684555,2.676259576,2.817037101,2.954656885,3.086369618,3.21085366,3.324045809,3.424132461,3.510806863,3.584225275,3.644259593,3.69013255
IIASA POP,SSP1_v5_120427,GNQ,Population,million,0.700401,0.790444262,0.873627817,0.948489713,1.02278714,1.09469675,1.162925346,1.226168853,1.285364425,1.335882505,1.378636054,1.411879206,1.435634092,1.448956703,1.451787719,1.446765574,1.433833471,1.412842154,1.384510106
IIASA POP,SSP1_v5_120427,GRC,Population,million,11.359346,11.4936871,11.57668498,11.62548291,11.66281902,11.70009766,11.73516695,11.75378012,11.73698438,11.6594405,11.54122893,11.39765941,11.25128856,11.09685028,10.92952013,10.72204253,10.48615173,10.23661132,9.965604166
IIASA POP,SSP1_v5_120427,GRD,Population,million,0.104487,0.105413138,0.105423685,0.104142908,0.101732506,0.098464173,0.094522805,0.089734668,0.083959327,0.079825508,0.076429103,0.073326392,0.070120822,0.066659234,0.062955762,0.059255443,0.055649054,0.052103798,0.048871892
IIASA POP,SSP1_v5_120427,GTM,Population,million,14.388929,16.35893832,18.37296695,20.43744228,22.66549228,24.89339962,26.91893085,28.66927361,30.07686116,31.10722835,32.10104217,32.98278273,33.67535716,34.13038697,34.35685435,34.38220282,34.22746276,33.90383414,33.41252014
IIASA POP,SSP1_v5_120427,GUF,Population,million,0.231150992,0.262488528,0.29388846,0.325305696,0.357361398,0.388426506,0.417048343,0.442578058,0.46433829,0.478806532,0.490773875,0.500367555,0.507389002,0.511350436,0.512085817,0.510078089,0.505745446,0.496977403,0.484065285
IIASA POP,SSP1_v5_120427,GUM,Population,million,0.179896,0.190623149,0.199823113,0.20733649,0.213265046,0.217622175,0.220630601,0.222149896,0.222195,0.221026691,0.219012577,0.216357571,0.213055825,0.20894876,0.203883248,0.197884591,0.190828056,0.182728118,0.17348643
IIASA POP,SSP1_v5_120427,GUY,Population,million,0.754493,0.765923523,0.776277997,0.785629569,0.792579978,0.792821701,0.785651038,0.772777404,0.755188755,0.750650716,0.743673482,0.733725873,0.720426986,0.703984814,0.684802108,0.663102392,0.639012459,0.613936907,0.588819771
IIASA POP,SSP1_v5_120427,HKG,Population,million,7.053189,7.402708616,7.704976646,7.968272197,8.195612085,8.373333423,8.506290148,8.610465782,8.692054658,8.708052819,8.666931718,8.534653309,8.337109172,8.114828428,7.868082037,7.608265579,7.337734607,7.070958072,6.802423929
IIASA POP,SSP1_v5_120427,HND,Population,million,7.600524,8.365706481,9.111538096,9.824445181,10.52826601,11.17977294,11.73841613,12.1944922,12.54084531,12.79650972,13.00796552,13.15687204,13.22859731,13.21774534,13.13054323,12.97688925,12.76635475,12.50985628,12.20309995
IIASA POP,SSP1_v5_120427,HRV,Population,million,4.40333,4.339934021,4.258745004,4.163201405,4.060727248,3.949570228,3.829989004,3.700760445,3.563249855,3.418800122,3.271477632,3.12334851,2.975239433,2.828210017,2.683612959,2.542529092,2.401766185,2.25101491,2.098148826
IIASA POP,SSP1_v5_120427,HTI,Population,million,9.993247,10.63491264,11.27827551,11.90829035,12.53447821,13.10260048,13.56050787,13.89776359,14.10273737,14.25560322,14.39971449,14.49473276,14.51506918,14.45129715,14.31347702,14.11425402,13.86757073,13.58362191,13.26469766
IIASA POP,SSP1_v5_120427,HUN,Population,million,9.983645,9.847474816,9.722511626,9.606174977,9.49229219,9.369285796,9.240990682,9.118343007,8.99915009,8.870939175,8.727281868,8.5660526,8.393360198,8.222842918,8.064039205,7.913878627,7.779849517,7.646906038,7.480931139
IIASA POP,SSP1_v5_120427,IDN,Population,million,239.870937,251.3778261,260.6432238,267.9217222,273.9303049,278.4779588,281.3071632,282.1601192,280.9686392,278.0029261,273.4474462,267.6136162,260.76807,253.158236,244.9722118,236.3717798,227.4498789,218.3488006,209.1619668
IIASA POP,SSP1_v5_120427,IND,Population,million,1224.614327,1294.356947,1351.922529,1397.925739,1435.255211,1463.465165,1481.975637,1489.147789,1485.110363,1471.366899,1449.103263,1418.652902,1380.655502,1335.793615,1285.435561,1230.981326,1173.791762,1115.187516,1056.624536
IIASA POP,SSP1_v5_120427,IRL,Population,million,4.4699,4.729111385,4.965732444,5.173579395,5.361770768,5.543556113,5.725437713,5.902877369,6.064729793,6.198268466,6.306066484,6.395525807,6.469315441,6.531223608,6.570149557,6.593154635,6.601806718,6.600884764,6.58420346
IIASA POP,SSP1_v5_120427,IRN,Population,million,73.97363,78.3094133,81.85533738,84.32272759,86.02324167,87.20306283,87.93628532,88.04743765,87.32544179,85.76558698,83.51781089,80.68958182,77.34590914,73.58862756,69.64608877,65.8172567,62.24416558,58.89467082,55.5773229
IIASA POP,SSP1_v5_120427,IRQ,Population,million,31.671591,35.72462251,39.61942273,43.45130087,46.96163265,50.35245408,53.56689362,56.41727264,58.84050442,60.83185273,62.39316208,63.51195896,64.15820693,64.36487925,64.17395588,63.58357583,62.60775591,61.2935778,59.73205476
IIASA POP,SSP1_v5_120427,ISL,Population,million,0.320135946,0.340360298,0.359752575,0.377613319,0.393399259,0.407127425,0.41940239,0.430516654,0.440083175,0.448362818,0.455191347,0.460235047,0.464221356,0.467147337,0.468723009,0.469204804,0.46854323,0.467531029,0.465881569
IIASA POP,SSP1_v5_120427,ISR,Population,million,7.4184,8.088904731,8.729707495,9.364938679,10.01134037,10.68879148,11.40805522,12.15541197,12.90994765,13.6608185,14.41852924,15.18159349,15.94141464,16.68484158,17.40474149,18.10053176,18.77664161,19.43725434,20.08103826
IIASA POP,SSP1_v5_120427,ITA,Population,million,60.550848,61.16915912,61.18265591,61.08082965,60.96622293,60.83567292,60.63492588,60.31949837,59.83864934,59.08202722,58.13633059,57.06411199,55.83160345,54.49315471,53.2379525,52.10463402,51.04476394,50.00305338,49.12312893
IIASA POP,SSP1_v5_120427,JAM,Population,million,2.741052,2.767037027,2.776440729,2.767359247,2.740223041,2.690351621,2.615769194,2.517078625,2.396374099,2.310678227,2.241995459,2.181696361,2.123116923,2.063118569,2.002347551,1.938336923,1.871432398,1.803381751,1.736509031
IIASA POP,SSP1_v5_120427,JOR,Population,million,6.187227,6.907431348,7.552726104,8.143796974,8.704432231,9.236234994,9.736345145,10.17458158,10.52141916,10.77184747,10.93056998,11.02301153,11.06494797,11.05101971,10.97705873,10.84626209,10.66807108,10.45164503,10.18769448
IIASA POP,SSP1_v5_120427,JPN,Population,million,126.53592,126.1202418,124.8133917,122.7323515,120.1142852,117.1336292,113.9596945,110.7361088,107.5205207,104.240336,100.5907486,96.36704298,91.79086312,87.21385622,82.81708708,78.90093756,75.31071237,71.9732146,68.83361459
IIASA POP,SSP1_v5_120427,KAZ,Population,million,16.026367,16.8241516,17.45382489,17.89062058,18.21308047,18.52889557,18.8657421,19.13298799,19.24621441,19.1977175,19.03877103,18.83472363,18.61041804,18.34283069,18.01071863,17.62260706,17.19803502,16.74227381,16.25990393
IIASA POP,SSP1_v5_120427,KEN,Population,million,40.512682,45.62069114,50.66152187,55.63203924,60.90604169,66.3962437,71.90610874,77.22141985,82.25005516,87.00819946,91.4750248,95.55692741,99.14187996,102.1251225,104.4951837,106.2344634,107.3132723,107.7083772,107.4241995
IIASA POP,SSP1_v5_120427,KGZ,Population,million,5.334223,5.592502182,5.899332877,6.137137867,6.340677625,6.524596065,6.677839311,6.776952567,6.813360576,6.793070097,6.734254569,6.654811771,6.548679562,6.411485814,6.245792185,6.064697284,5.87967893,5.691411575,5.502513398
IIASA POP,SSP1_v5_120427,KHM,Population,million,14.138255,15.27391073,16.32251472,17.18996469,17.89169738,18.47312461,19.02023197,19.52755784,19.89611106,20.07751593,20.09646268,19.99468093,19.78900629,19.4774569,19.0669314,18.58400736,18.05101322,17.49363427,16.90842575
IIASA POP,SSP1_v5_120427,KOR,Population,million,48.183584,48.88062409,49.31462095,49.53124067,49.49665231,49.11686024,48.33744462,47.19756859,45.76434269,44.12148555,42.36478881,40.55222891,38.74254108,36.81156394,34.76086208,32.77255384,30.85816587,29.14923098,27.55820691
IIASA POP,SSP1_v5_120427,KWT,Population,million,2.736732,3.060642747,3.322421115,3.566075182,3.80428428,4.029632984,4.226088256,4.381083122,4.492995449,4.556888422,4.577715405,4.557069124,4.497437454,4.405005189,4.29045941,4.160780118,4.01234153,3.831819733,3.621589983
IIASA POP,SSP1_v5_120427,LAO,Population,million,6.200894,6.733809734,7.232804164,7.672978511,8.054900541,8.375050003,8.646369798,8.87228602,9.034946932,9.129663965,9.155895186,9.120120867,9.029245151,8.888217506,8.701882398,8.479869492,8.235773096,7.983708344,7.728380668
