# GDP MER by country 1969-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Source: http://www.ers.usda.gov/datafiles/International_Macroeconomic_Data/Historical_Data_Files/HistoricalRealGDPValues.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Unit: billion 2005 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,iso,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Italy,ita,748.4085822,790.965823,805.3464357,835.0676312,894.5734007,943.7762003,924.0497401,989.8918431,1015.238032,1048.133163,1110.59309,1148.686614,1158.384144,1163.175055,1176.774938,1214.735961,1248.725314,1284.438507,1325.437279,1381.031118,1427.825749,1457.133036,1479.481585,1490.917152,1477.674589,1509.472542,1552.14478,1569.146677,1598.525038,1620.925579,1644.66046,1705.400856,1736.408704,1744.292871,1743.997671,1770.712594,1782.326186,1818.614881,1845.57096,1821.149782,1726.132494,1748.500908,1757.971682,1717.71413,1685.077562
Netherlands,nld,244.1789808,258.0844745,269.2615413,276.0106601,291.9758565,304.4021249,304.7765995,319.3682458,325.5041982,333.0908824,339.8257083,350.8741388,348.1241801,343.8048584,350.9213054,361.6652966,370.9971468,381.3366482,388.7003628,402.0771106,419.8489326,437.4120779,448.0817459,455.7256017,461.4570644,475.1210999,489.9271402,506.6155585,528.2907781,549.0183769,574.7370648,597.3870618,608.8914366,609.3559566,611.4012741,625.0753147,637.8674819,659.5184035,685.3757328,698.270809,670.9327328,682.7858549,690.1599422,685.3978386,664.4577227
Portugal,prt,55.65085431,62.93731979,67.11110404,72.49052626,80.60995167,81.53121087,77.98653464,83.36778567,88.03854697,90.51768262,95.62191803,100.0103331,101.6286038,103.7987559,103.6190667,101.6710494,104.5254027,108.8537532,115.80014,124.4725376,132.4893643,137.7233875,143.7394294,145.3054367,142.3364441,143.7097605,149.864534,155.3491297,162.1575893,170.3458778,177.2912762,184.251971,187.8758735,189.2105419,187.4483038,190.3689378,191.8099523,194.5715527,199.2138774,199.1970028,194.2043186,196.9015772,193.6552467,187.1484304,183.7190617
Spain,esp,367.1040278,382.913486,400.716947,433.3743598,467.1275713,493.3744688,496.0495616,512.4380049,526.9839384,534.6937312,534.9158778,546.7307152,546.0064686,552.8122302,562.5976466,572.6382567,585.9316865,604.9939293,638.5536844,671.0836794,703.4770919,730.0783287,748.6661271,755.6228483,747.8286608,765.6508784,786.7636556,805.7798302,836.9529862,874.3493905,915.8454651,962.0939698,997.1911666,1024.157365,1055.869184,1090.36269,1129.771953,1175.173323,1217.177229,1227.643314,1181.943633,1180.244591,1188.601482,1167.563236,1146.168427
Sweden,swe,164.5112874,174.4510738,176.021115,180.0695277,187.2723409,193.265073,198.2899274,200.4710977,197.263573,200.814331,208.4453494,211.9888814,211.5648244,214.1036799,217.9575269,227.3297348,232.3309041,239.0685794,247.4359771,254.1167814,261.2319463,263.8442658,260.941971,257.8107205,252.4799669,262.6110348,272.9540641,277.3546757,284.8665996,296.8451053,310.6776058,324.5095711,328.6058893,336.7665441,344.6324062,359.2271121,370.5815088,386.5060594,399.3158185,396.8663508,375.7013712,396.500503,412.2336341,416.9743209,423.1115011
United Kingdom,gbr,967.716406,991.4740017,1011.543725,1047.620151,1122.293369,1107.030412,1100.093223,1129.181102,1156.218449,1193.694867,1225.778652,1200.194558,1184.321061,1209.102263,1252.920751,1286.380555,1332.688255,1386.163575,1449.401187,1522.335632,1557.066407,1569.201541,1547.351391,1549.620592,1584.054989,1651.856458,1702.277085,1751.394012,1809.318639,1874.576348,1939.672232,2015.621369,2065.231501,2108.540898,2167.754756,2231.727248,2280.218739,2343.78718,2406.716901,2405.14657,2287.901014,2316.523398,2331.689978,2334.163079,2359.843408
Bulgaria,bgr,15.77295968,16.09485682,16.42332329,16.75849315,17.10050321,17.44949308,17.80560518,18.16898488,18.53978049,18.91814335,19.30422791,19.66196224,20.62543016,21.10694436,21.83097718,22.572454,23.17817241,24.15341768,25.6157897,28.41935895,27.48439558,24.97853956,22.86901317,21.20588983,20.89199712,21.27181591,21.88023015,19.90443341,19.57689991,20.52860387,20.9318147,22.13036413,23.04909075,24.12091956,25.44886526,27.16622956,28.89354179,30.77469206,32.75912337,34.7957981,32.87672862,32.94248208,33.49220637,33.84888044,33.68296476
Croatia,hrv,16.01267612,16.70269887,17.56156091,18.00788128,18.47704738,18.95971324,19.45662328,19.96843958,21.50503746,23.20041489,24.55353504,25.55714938,26.17012549,26.50805483,27.45360698,28.86356568,30.28227771,30.4885295,31.37887498,30.79806802,31.46000769,42.06359515,33.19294214,29.30495635,26.95306305,28.53533577,30.46200111,32.26544005,34.37677511,35.05632349,34.69073048,35.9917674,37.30762568,39.12759079,41.22916015,42.93128015,44.76865557,46.97809603,49.3551545,50.42582013,47.40478257,46.84006159,46.82157385,46.31984234,46.12443627
Cyprus,cyp,2.06133482,2.182923668,2.311684495,2.448040342,2.592439205,2.745355507,3.009247171,3.619109904,4.211268741,4.538796174,4.988389662,5.275383959,5.408165263,5.733829395,6.053902133,6.584096442,6.905567625,7.161346484,7.667313405,8.330289016,8.99233253,9.65812483,9.729546664,10.64412405,10.71863292,11.35103226,12.04344523,12.26610885,12.55418053,13.18732056,13.82648667,14.52372911,15.10255911,15.4202339,15.71420612,16.37418731,17.02066004,17.72578661,18.51372154,19.17461958,18.97841435,19.17594161,19.26749298,19.08515508,17.52234251
Czech Republic,cze,55.73708597,57.46091337,59.23805502,61.07015981,62.95892764,64.90611097,66.91351646,68.98300666,71.11650172,73.31598115,75.58348572,77.9211193,80.33105083,82.81551632,85.37682094,88.01734118,90.73952699,93.54590411,96.4390764,99.42172825,102.4966271,101.0695997,89.33369963,88.87346825,88.92925387,90.90267023,96.30690231,100.1856047,99.45339342,98.69854621,100.020618,103.6692672,106.2157637,108.2305049,112.129286,117.1578755,124.5579827,133.0377014,141.194266,144.6728141,138.6704054,141.88542,144.247275,142.2133884,140.7912546
Estonia,est,6.259666472,6.453264404,6.652849901,6.858608145,7.070730047,7.289412419,7.514858164,7.747276458,7.986882946,8.233899945,8.488556644,8.384936524,8.504855309,8.989637826,9.32224445,9.583288083,9.631195861,9.737375508,10.0787035,10.36683713,10.68480858,9.93008186,9.135690843,7.201787856,6.78836964,6.676875802,7.009133149,7.357943823,8.152720011,8.589542814,8.577851165,9.39770338,10.19771522,11.00766693,11.84025399,12.69547639,13.89318141,15.36054229,16.42341938,15.59181647,13.42472817,13.66387552,14.70719888,15.07459576,15.36574934
Hungary,hun,43.15587461,45.18420071,47.98562116,50.91274405,54.42572339,57.63684107,61.21032521,63.41389692,68.23335309,71.23562062,73.15898238,73.30530034,75.40677635,77.54914963,78.10980351,80.18599934,79.98307465,81.21077391,84.50080882,84.44566094,85.06753974,82.09301731,72.33048215,70.11414572,69.71021216,71.76467986,72.83363305,73.57746356,76.75020792,80.71346152,84.13014817,89.36467274,93.02862432,97.12188379,101.2981248,106.0591367,110.195443,111.028897,111.8869971,112.8129064,105.262686,106.496782,108.2564936,106.7595497,107.2407611
Latvia,lva,6.342510254,6.851271086,7.381469081,7.760555491,8.209707892,8.609186712,9.20108465,9.718210861,10.02932346,10.35873696,10.67403258,11.10979864,11.57991903,11.85207663,12.47069305,13.188239,13.1387227,13.75733912,14.07901436,14.79655897,15.63781803,14.39561936,12.58245918,8.54115316,8.115549219,8.293272588,8.214921014,8.526340787,9.232559731,9.668592977,10.12292868,10.82281899,11.69335231,12.45020715,13.3461165,14.50426545,16.0418499,18.00428654,19.80068428,18.96043182,15.55608745,15.50265173,16.35053474,16.92434438,17.51697896
Lithuania,ltu,13.18726159,13.59511504,14.01558252,14.44905414,14.89593211,15.35663104,15.83157839,16.32121484,16.82599468,17.34638626,17.88287244,18.43595097,19.00613502,19.59395363,20.19995219,20.82469298,21.46875565,22.13273778,22.81725545,23.52294376,24.25045748,24.77005123,23.3641866,18.39720105,15.41191255,13.90677715,14.36432127,15.10877664,16.23727209,17.47598386,17.28842576,17.85042446,19.05277799,20.36046965,22.4467425,24.09675386,25.97683871,28.01467709,30.77126583,31.67207867,27.00307185,27.36226477,28.96958285,29.82425629,30.86065107
Malta and Gozo,mlt,0.770754406,0.863223806,0.884516069,0.935972369,1.027351661,1.130460688,1.351579864,1.581579328,1.774281582,1.972312009,2.179222726,2.33285171,2.410110218,2.465168004,2.450071515,2.473160264,2.537098339,2.635669539,2.744009054,2.974896548,3.218216444,3.420687015,3.634701961,3.805203495,3.975705029,4.20037632,4.466784966,4.635510441,4.879198243,5.129286582,5.371387505,5.641769929,5.550571828,5.696003247,5.678539569,5.72978716,5.959813557,6.176492743,6.404815241,6.569667492,6.430231738,6.632803951,6.769680396,6.742945087,6.810374538
Poland,pol,97.71035279,100.7323225,103.8477551,107.0595414,110.3706612,113.7841868,117.3032854,120.931222,124.6713629,128.5271783,132.5022456,136.6002532,140.8250033,145.1804158,149.6705317,154.2995173,159.0716673,163.9914096,169.0633088,174.292071,179.6825474,179.9427382,167.3467465,171.697762,178.2222769,187.4898353,200.6141238,213.1306327,228.2339771,239.6037982,250.4440714,261.095485,264.242438,268.0566408,278.422548,293.3034411,303.9123772,322.8385048,344.743819,362.4174311,368.3974515,382.4585602,398.9738245,409.7062204,413.3742305
Romania,rom,53.8516349,55.51714938,57.23417462,59.00430373,60.82917911,62.71049393,64.64999374,71.71862336,79.62222691,85.83722156,90.20726144,82.88676053,83.52144954,86.86275771,92.1613843,97.59890451,97.50203575,99.84284506,100.642364,100.1400128,94.33219215,89.04958655,77.56218635,70.70537056,71.77396567,74.62355262,79.96652815,83.17230784,78.09648953,74.35640103,73.46412124,75.00686906,79.28226241,83.32565805,87.65859079,95.02190514,98.98650154,106.8064352,113.2148213,123.8862264,113.3558971,114.4303879,117.2911476,118.4450616,121.1016837
Slovakia,svk,21.06566985,21.71718542,22.38885095,23.08128963,23.79514395,24.53107624,25.28976932,26.07192713,26.8782754,27.70956226,28.56655903,29.45006086,30.36088749,31.29988401,32.26792166,45.85895243,47.46327141,49.44090873,50.65710167,51.64063038,52.26459151,50.86861304,43.45512153,40.53429095,39.03452219,41.45682777,43.87918214,47.40226015,50.12075651,52.30471799,52.31975126,53.0366323,54.88478829,57.40375507,60.14702915,63.17275168,67.3834467,73.1132853,80.84821839,85.83693203,80.51504224,80.91761745,83.62764941,85.34254044,86.12084765
Slovenia,svn,11.32938189,11.67977514,12.0410053,12.41340752,12.79732734,13.19312097,13.60115564,14.02180994,14.45547417,14.90255069,15.36345432,15.8386127,16.3284667,16.83347082,17.35409363,17.89081818,18.44414245,19.01457985,19.60265964,20.20892746,20.83394583,24.92694108,22.7084166,21.46769711,22.07811347,23.25432222,24.10137373,24.96247612,26.18736116,27.12143989,28.57674115,29.8309045,30.68083543,31.89999573,32.80443434,34.21060761,35.74750941,37.8242864,40.39497266,41.80577514,38.54492468,39.00049075,38.93242426,38.78209852,37.81049201
Iceland,isl,3.946539915,4.240816033,4.794702131,5.090886919,5.437373176,5.747645575,5.784784277,6.129520833,6.670284155,7.071616115,7.415337843,7.841565582,8.176008912,8.35216644,8.172497833,8.509949931,8.790169084,9.341360325,10.13966735,10.13056943,10.15675086,10.27552089,10.25255248,9.906642212,10.03676095,10.39897339,10.4110969,10.90927439,11.44526773,12.16824184,12.66642922,13.21394119,13.73213937,13.75122159,14.0825844,15.16759051,16.30184441,17.05155139,18.06636833,18.31334791,17.05036277,16.45817664,16.96027431,17.46563239,17.80420862
Norway,nor,91.02406994,92.84330921,98.05685808,103.2194087,107.84157,111.9594955,117.5858185,124.3970717,129.5466932,134.5394893,140.402128,146.7261448,148.9968818,149.1831569,154.9519398,164.0849281,172.8700273,179.849838,183.0512324,182.7347083,184.5574752,188.1148992,193.9552711,200.7885516,206.3837489,216.8089314,225.8854146,237.4050233,250.2072487,256.9198575,262.1245474,270.6527402,276.0391562,280.1855737,283.0254313,293.9617929,302.0140025,308.902591,317.3388433,319.7228298,315.1571736,316.5664478,321.4197942,332.0587894,334.6598356
Switzerland,che,209.6026356,222.9698474,232.0568555,239.4838554,246.7878916,250.378428,232.14293,228.8843953,234.4546452,235.4137611,241.2791235,252.3827342,256.8488163,253.4369334,254.7816073,262.7526917,271.9836531,276.6289889,280.1009857,289.2842508,302.4484261,313.9345604,310.9641199,311.274525,310.6977571,314.3976117,315.4987456,317.4814257,324.07128,332.6221748,336.9832987,349.0543916,353.0757748,354.6403982,353.9389391,362.9031427,372.4861262,386.008817,400.0770203,407.6670975,399.8710575,410.0738656,418.6601226,425.1074885,431.8731526
Albania,alb,4.428557423,4.561414145,4.69825657,4.839204267,4.984380395,5.133911807,5.287929161,5.446567036,5.609964047,5.778262968,5.951610857,4.941109509,5.225007641,5.379072048,5.438507475,5.370439298,5.4660677,5.774203229,5.728711594,5.647361617,6.202867109,5.608902873,3.949284732,3.664936231,4.01677011,4.350162029,4.928733579,5.377248354,4.828769004,5.442022668,5.991666957,6.429058645,6.87909275,7.07858644,7.482065867,7.923507753,8.35930068,8.777265713,9.295124391,10.01084897,10.34120698,10.70314923,11.15001573,11.46081361,11.67097886
Bosnia Herzegovina,bih,0.801226206,0.826006398,0.851552987,0.877889678,0.905040905,0.933031861,0.961888516,0.991637645,1.022306851,1.053924589,1.086520194,1.120123912,1.154766919,1.19048136,1.227300371,1.265258115,1.304389809,1.344731762,1.386321404,1.429197324,1.473399303,1.518968353,1.565946756,1.614378099,1.664307319,2.06080392,2.489451159,4.704008758,6.321697384,7.307881932,8.009438598,8.449957721,8.82175586,9.289308921,9.660881278,10.25019504,10.76270479,11.42999248,12.21157537,12.87344276,12.47436603,12.57416096,12.72198825,12.80205587,13.00138223
Macedonia,mkd,3.86153396,3.940340775,4.020755893,4.102812136,4.186542996,4.271982649,4.359165968,4.448128539,4.538906672,4.631537421,4.726058593,4.822508768,4.920927314,5.021354402,5.123831023,5.228399003,5.335101023,5.443980636,5.555082282,5.668451308,5.784133988,5.94324143,5.576504169,5.210406933,4.821212676,4.736453928,4.683663504,4.739156123,4.807407251,4.969838212,5.18549003,5.421379961,5.176044198,5.220221227,5.367247982,5.58650498,5.815685916,6.045642159,6.402335047,6.722451799,6.661949733,6.708583381,6.913128088,7.065905749,7.177789097
Serbia,srb,16.26385763,16.68087962,17.10859449,17.5472764,17.99720656,18.45867339,18.93197271,19.41740791,19.91529016,20.42593863,20.94968065,21.48685194,22.03779687,22.60286858,23.18242931,23.77685058,24.38651341,25.01180863,25.65313706,26.3109098,38.46167693,35.38474278,31.92319186,23.2526953,16.15865267,16.56261898,17.57293874,18.94362796,20.85693439,21.00293293,18.65060444,19.63908648,20.73887532,21.54769146,22.06483605,23.89621744,25.23440562,26.55453726,28.38682724,29.95319866,29.01767205,29.52884525,30.00296496,30.05392834,30.65500691
Russia,rus,491.1529961,506.343295,522.0033969,538.1478318,554.7915792,571.9500816,589.6392594,607.8755252,626.6757992,646.0575249,666.0386855,686.6378201,707.8740413,729.7670529,752.3371679,775.6053278,799.5931214,824.3228056,849.8173253,876.1003354,869.1119503,843.0386297,800.4909805,684.1710456,624.8634025,546.3195976,523.6826899,504.830113,511.8977346,484.7671547,515.7922526,567.3714778,596.261944,624.5466424,670.1126556,718.1995993,763.993349,826.285027,896.8091168,943.8732425,870.118119,905.2211083,944.4652052,980.0715434,1003.59326
Ukraine,ukr,77.59129511,79.99102588,82.46497514,85.01543829,87.64478174,90.35544509,93.14994339,96.03086948,99.00089637,102.0627798,105.2193606,108.4735676,111.8284202,115.2870311,118.8526094,122.5284633,126.3180034,130.2247458,137.3355424,140.8602086,146.3158699,137.0317839,125.5065285,113.3336521,97.21068562,74.91634271,65.7765489,59.19889401,57.42292719,56.33189157,56.21922779,59.53616223,65.01348915,68.39419059,74.82324451,83.87685709,86.14153223,92.42986409,99.73182406,101.8261924,86.75591589,90.39966436,94.97967633,97.35416823,97.4515224
Armenia,arm,2.276020627,2.346413018,2.418982492,2.493796384,2.570924107,2.650437224,2.732409509,2.81691702,2.904038165,2.993853778,3.086447194,3.181904324,3.280313736,3.381766738,3.486357462,3.59418295,3.705343248,3.819941492,3.938084013,4.059880425,4.185443738,4.06075192,3.585644007,2.086844714,1.903202404,2.005975387,2.144387657,2.270164586,2.345558561,2.516784336,2.599838219,2.753228674,3.017538627,3.415440339,3.893601987,4.302430195,4.900467992,5.547329767,6.31004334,6.745524267,5.783029855,5.838003973,6.106552156,6.327225305,6.587002756
Azerbaijan,aze,8.847432598,9.121064534,9.403159313,9.693978673,9.993792447,10.30287881,10.62152455,10.95002531,11.28868588,11.6378205,11.99775309,12.36881762,12.75135837,13.14573028,13.55229926,13.97144253,14.403549,14.84901959,15.30826762,15.34492941,13.53044247,11.9473807,11.86374904,9.182541753,7.061374608,5.67028381,5.001190321,5.066205795,5.360045731,5.896050304,6.332358027,7.035249768,7.731739495,8.551303881,9.509049916,10.47897301,13.24542188,17.81509243,22.27759493,24.68357519,26.97914768,28.32822678,28.35863092,29.22246618,30.16032387
Belarus,blr,14.73278848,15.18844173,15.65818735,16.14246118,16.64171256,17.1564047,17.68701516,18.23403624,18.79797551,19.3793562,19.97871773,20.59661621,21.23362496,21.89033501,22.56735568,23.26531514,23.98486097,24.72666079,25.49140288,26.47183982,28.69416888,29.43788143,29.08462685,26.29250267,24.29427247,21.45184259,19.22085096,19.75903479,22.01156475,23.86053619,24.67179442,26.1027585,27.33619372,28.71537776,30.73785715,34.25726277,36.93504034,40.81395661,44.83270311,49.89702285,49.9968169,53.79657498,57.56385849,58.39217543,59.9506964
Georgia,geo,6.206336664,6.9543316,7.12616868,7.328329068,7.803407199,8.490754112,9.117452065,9.673394538,10.34052513,11.10873592,11.92748821,12.47332182,13.13034449,13.39315337,13.96931169,14.72741549,15.45519364,14.19168887,14.37363247,15.17216797,14.08049981,11.99824369,9.466614241,5.216104474,3.687785787,3.304256241,3.390166813,3.769865574,4.166419227,4.295782563,4.419039591,4.500276614,4.716535235,4.974710798,5.524819343,5.848426257,6.409854157,7.011308503,7.876784425,8.059056926,7.752812763,8.247442217,8.943645705,9.334721772,9.871114529
Kazakhstan,kaz,26.92752103,27.76033096,28.61889789,29.50401845,30.41651386,31.35723079,32.32704205,33.32684747,34.35757471,35.42018012,36.51564961,37.64499959,38.80927793,40.00956488,41.2469741,42.52265371,43.83778733,45.19359519,46.59133525,48.03230438,49.51783956,50.24256646,44.71588415,42.34594229,38.4501156,33.60540104,30.84975815,31.00400694,31.53107506,30.93198463,31.76714822,34.88032874,39.58917312,43.46891209,47.51152091,52.07262692,57.12367173,63.23590461,68.86390012,71.13640882,71.99004573,77.02934893,82.8065501,86.97333637,91.59106085
Kyrgyzstan,kgz,1.400697241,1.444017775,1.488678118,1.534719709,1.582185267,1.631118832,1.681565807,1.733572996,1.787188656,1.842462532,1.899445909,1.958191659,2.018754288,2.081189987,2.145556688,2.211914111,2.280323826,2.413919999,2.4935786,2.822731726,2.90147891,3.066944352,2.826156532,2.433639881,2.057415593,1.644180404,1.555002987,1.665167211,1.830271345,1.869106687,1.937437291,2.04289677,2.151723771,2.151350381,2.302114391,2.463880739,2.459555441,2.535872956,2.752509406,2.983764679,3.069919989,3.028215924,3.200309609,3.078388615,3.297575887
Moldova,mda,3.164593538,3.262467565,3.363368623,3.467390333,3.57462921,3.685184752,3.799159538,3.916659318,4.037793111,4.16267331,4.291415784,4.620797662,4.587935234,5.126141884,5.349496545,5.529092755,5.236555286,5.650692873,5.718626033,5.815411744,6.108059726,5.961466292,5.007631686,3.550410865,3.507805935,2.423893901,2.389959386,2.265681498,2.301932402,2.152306796,2.079128365,2.122790061,2.252280254,2.427958114,2.58820335,2.77999085,2.988528793,3.131519574,3.227592826,3.478210452,3.269977888,3.496906334,3.721234687,3.812863752,3.902696722
Tajikistan,tjk,2.793365825,2.850373291,2.908544174,2.967902218,3.028471652,3.090277195,3.153344077,3.217698038,3.283365345,3.350372801,3.418747756,3.488518118,3.559712365,3.632359557,3.706489343,3.782131983,3.464288204,3.585538292,3.542511832,4.034920977,3.772651113,3.750015207,3.483764127,2.47347253,2.067823035,1.627376729,1.425582014,1.187509818,1.207697485,1.271705452,1.318758553,1.428215494,1.573893496,1.717117804,1.89226382,2.092843784,2.312288626,2.467211964,2.639916802,2.845830312,3.070650907,3.187335641,3.423198479,3.626145749,3.868464335
Turkmenistan,tkm,2.498238062,2.575503157,2.655157893,2.737276179,2.821934205,2.90921052,2.999186104,3.091944437,3.187571584,3.286156272,3.387789971,3.492566981,3.600584516,3.7119428,3.826745155,3.945098098,4.067111441,4.192898393,5.642194189,6.264168352,5.997607996,6.042034722,5.75805909,5.452881958,4.907593763,4.058580042,3.766362279,3.514016006,3.116932197,3.325766654,3.873050728,4.593164717,5.531389528,6.405349073,7.500663765,8.790777932,9.933579063,11.06600708,12.37179591,13.67083448,14.50475539,15.67964057,17.98454774,19.50848427,21.06808707
Uzbekistan,uzb,5.686253851,5.802299848,5.920714131,6.041545032,6.164841869,6.290654968,6.419035682,6.55003641,6.683710623,6.82011288,6.959298857,7.101325365,7.246250372,7.394133033,7.545033707,7.699013987,7.856136721,8.016466042,9.797140707,10.69246047,11.02299586,11.19936379,11.14426292,9.896105474,9.668495048,9.165733305,9.083241706,9.237656815,9.718014969,10.13588961,10.57173287,10.97345871,11.43434398,11.89171774,12.39116989,13.34528997,14.27946026,15.32186086,16.77743765,18.28740703,19.768687,21.4490254,23.22929451,24.92067664,26.74537415
China,chn,99.09866301,118.3238036,126.6064699,131.4175157,141.7994995,145.060888,157.6811852,155.1582863,166.950316,186.483503,200.6562492,216.3074367,227.5554234,248.2629669,275.3236303,317.1728221,359.9911531,391.6703746,437.104138,486.4969056,506.4432787,525.6881233,574.0514307,655.5667338,747.3460766,845.2484126,937.3804896,1031.118539,1127.012563,1214.919542,1307.253428,1417.062716,1534.678921,1674.334703,1841.768173,2027.786759,2256.926662,2543.556348,2904.74135,3183.59652,3476.471969,3834.548999,4189.319214,4503.518155,4832.27498
Hong Kong,hkg,18.88554243,20.68148774,22.21348624,24.65759792,28.94761362,29.57492705,29.73222133,34.62698066,38.65848514,41.93110065,46.81169604,51.63575992,56.44677806,58.09526183,61.56120269,67.66971225,68.12420076,75.68451412,85.83459201,93.08305021,95.15148237,98.8609436,104.4906126,110.8573034,117.5565984,124.6256467,127.4836563,132.8289283,139.5451206,131.1355921,134.4873517,145.1811261,145.9031143,148.5891687,153.0557795,166.0144175,177.7717298,190.250906,202.4066723,207.0748086,201.5655331,215.6147945,226.4572113,232.8885961,240.1246278
Japan,jpn,1494.496266,1558.561591,1631.798275,1769.090394,1911.194349,1887.777634,1946.139714,2023.498457,2112.336878,2223.698043,2345.646573,2411.737305,2512.471809,2597.30814,2676.804938,2796.294808,2973.394137,3057.573204,3183.160793,3410.651545,3593.808735,3794.070072,3920.197891,3952.305482,3959.066404,3993.256039,4068.395385,4175.690662,4240.980367,4154.088281,4148.230568,4266.875747,4274.743417,4285.954232,4346.537921,4465.818314,4552.191372,4645.031916,4754.786635,4699.379647,4403.902285,4629.433965,4596.332886,4690.052113,4760.402895
South Korea,kor,74.69762986,80.9308855,87.6018191,91.51590702,102.5292242,109.8930028,116.4290245,128.7383639,141.6052847,154.7678163,165.2657487,162.8061547,172.8399243,185.5005506,205.4880334,222.137295,237.2482554,262.4412771,291.5830816,322.6110751,344.3695265,375.8971982,411.2059212,435.3671184,462.0715995,501.5164115,547.5001756,585.8176347,613.0637562,571.0415513,625.2123968,678.2691345,705.2200144,755.643369,776.8223594,812.7039425,844.8638866,888.6167253,933.9879311,955.4544858,958.5071593,1017.568868,1054.548068,1081.439044,1099.149797
Taiwan,twn,28.06184943,31.05039085,34.92560449,39.47380769,44.11429694,44.89511255,47.36507966,53.75528024,59.63466112,67.69379582,73.1091924,78.42737937,83.47600125,86.78562055,94.01713502,102.8180969,107.0209429,118.7721347,131.4321239,138.7299834,152.9562813,163.4619654,176.3806264,189.7786578,202.5203474,217.7857941,231.6862136,244.4929866,257.8979726,266.9237566,282.8052949,299.1559258,294.1762338,309.6120973,320.8200354,341.0260317,356.9243102,376.5853296,399.0904146,403.0105558,394.6605308,437.257724,454.8608561,466.2323775,479.4297989
Macau,mac,1.142419459,1.212759511,1.287430478,1.366699022,1.450848218,1.540178576,1.635009104,1.735678454,1.84254613,1.955993768,2.076426506,2.204274422,2.339994079,2.68223946,2.925955034,3.203367642,3.25777802,3.484583606,3.976323926,4.301311368,4.545703746,4.991351942,5.173297053,5.862049557,6.166057319,6.429696839,6.679943679,6.651937264,6.633362245,6.330164439,6.180859761,6.536067923,6.724856685,7.404947395,8.453835385,10.7634584,11.5079961,13.40604178,16.7933655,19.07603032,19.32889609,24.42478167,27.82524124,31.90641701,35.73915501
Mongolia,mng,0.642583523,0.669357836,0.697247746,0.726299735,0.756562224,0.78808565,0.820922553,0.855127659,0.890757978,0.927872894,0.966534264,1.006806525,1.199713289,1.299795004,1.375625538,1.457247171,1.540497841,1.684919429,1.743194869,1.83223678,1.908791219,1.848006523,1.687349249,1.531160345,1.482641065,1.514286299,1.610843658,1.646847525,1.711020457,1.768167455,1.822456721,1.843343207,1.897771796,1.987592927,2.126816548,2.352799441,2.52346364,2.739377115,3.02010893,3.288909737,3.247186663,3.446563924,3.966995076,4.550143353,5.027908405
Burma Myanmar,mmr,5.993039074,6.295209111,6.612614612,6.946023753,7.296243438,7.664121258,8.05054754,8.4564575,8.882833508,9.330707467,9.801163305,10.29533961,10.81443236,11.35969786,11.93245573,12.53409216,13.16606319,13.82989831,14.5272041,16.2671141,16.83310934,17.02876256,18.32146666,19.60718262,20.41075766,21.22131628,22.62647014,23.75020772,25.36938081,26.30923849,29.14551104,31.82417327,28.6772769,29.76701342,29.60924825,33.63610601,37.73971095,40.41923043,45.24291133,46.87120474,49.26163618,51.8725029,54.72549055,58.00901999,62.06965139
Cambodia Kampuchea Khmer,khm,0.726315911,0.762936882,0.801404288,0.841811226,0.88425549,0.9288398,0.975672059,1.024865608,1.076539505,1.130818807,1.187834882,1.247725716,1.310636256,1.376718757,1.446133148,1.519047424,1.595638051,1.676090389,1.760599149,1.971464504,2.040059309,2.06377116,2.220438177,2.376258279,2.428159074,2.649108547,2.819788035,2.972404534,3.139447513,3.296703467,3.68933287,4.012768767,4.335340466,4.625282871,5.01870475,5.537665357,6.271410754,6.946909873,7.656368032,8.168699831,8.01559672,8.552641586,9.093149146,9.708137308,10.36655369
Indonesia,idn,35.0685255,37.92734536,40.58125978,43.78015783,48.06017781,52.02844711,55.24558917,58.55377597,63.61075242,69.46647682,74.39347156,80.88430116,87.4749085,88.44069596,95.91385316,102.7929405,106.3676049,112.7119181,118.6856533,126.2289321,137.69647,150.0913186,163.4911655,175.2960478,188.0121553,202.1883971,219.1648589,235.9151607,247.0028725,214.5794873,216.2770897,226.9179164,235.1857509,245.7678681,257.5164818,270.4718114,285.8686121,301.5941066,320.7303198,340.018087,355.5760752,377.2834998,401.6560139,426.3578587,451.8209888
Malaysia,mys,13.68396632,14.50316224,15.33759223,16.77655205,18.74179132,20.29916403,20.46189635,22.82807653,24.59873044,26.23504651,28.68778762,30.82337357,32.96311747,34.92143217,37.1041095,39.98410277,39.53538176,39.99103054,42.14600531,46.3343591,50.53154823,55.0842635,60.34231252,65.70379693,72.2051527,78.85672227,86.60761426,95.27071504,102.2471446,94.72235252,100.536041,109.4423963,110.0089525,115.9395223,122.6506807,130.9706133,137.9541486,146.0228925,155.485457,162.8061624,160.0160647,171.4661658,180.176647,187.9963135,196.8659319
