1970 4   -5.86
1971 4   -2.51
1972 4   -10.05
1973 4   -4.19
1974 4   -2.51
1975 4   -3.35
1976 4   -3.35
1977 4   -0.84
1978 4   -5.02
1979 4   -4.19
1980 4   -10.88
1981 4   -1.67
1982 4   -1.67
1983 4   -2.51
1984 4   -3.35
1985 4   -2.51
1986 4   -3.35
1987 4   -0.84
1988 4   -3.35
1989 4   -3.35
1990 4   -3.35
1991 4   -2.51
1992 4   -1.67
1993 4   -1.67
1994 4   -1.67
1995 4   -1.67
1996 4   -1.67
1997 4   -1.67
1998 4   -1.67
1999 4   -3.35
2000 4   -3.35
2001 4   -3.35
2002 4   -3.35
2003 4   -2.51
2004 4   -5.86
2005 4   -5.86
2006 4   -5.86
2007 4   -5.86
2008 4   -5.86
2009 4   -5.86
1991 8   -17.58
1992 8   -8.37
1993 8   -15.91
1994 8   -28.47
1995 8   -27.63
1996 8   -16.75
1997 8   -14.23
1998 8   -13.40
1999 8   -40.19
2000 8   -39.35
2001 8   -40.19
2002 8   -47.72
2003 8   -58.61
2004 8   -41.03
2005 8   -98.80
2006 8   -112.19
2007 8   -73.68
2008 8   -58.61
2009 8   -64.47
1970 12  -44.37
1971 12  -56.93
1972 12  -70.33
1973 12  -113.87
1974 12  -109.68
1975 12  -146.52
1976 12  -155.73
1977 12  -125.59
1978 12  -217.69
1979 12  -216.85
1980 12  -143.17
1981 12  -219.36
1993 12  -452.95
1994 12  -380.95
1995 12  -389.32
1996 12  -349.97
1997 12  -231.92
1998 12  -308.95
1999 12  -315.64
2000 12  -299.74
2001 12  -323.18
2002 12  -397.69
2003 12  -411.93
2004 12  -407.74
2005 12  -463.00
2006 12  -519.93
2007 12  -684.03
2008 12  -782.83
2009 12  -774.46
1999 20  0.00
2000 20  0.00
2001 20  0.00
2002 20  0.00
2003 20  0.00
2004 20  0.00
2005 20  0.00
2006 20  0.00
2007 20  0.00
2008 20  0.00
2009 20  0.00
1982 24  -5.02
1983 24  -5.02
1984 24  -4.19
1985 24  -5.86
1986 24  -4.19
1987 24  -5.02
1988 24  -5.86
1989 24  -5.86
1990 24  -5.86
1991 24  -5.86
1992 24  -5.86
1993 24  -5.86
1994 24  -5.86
1995 24  -5.02
1996 24  -5.86
1997 24  -19.26
1998 24  -95.45
1999 24  -50.24
2000 24  -143.17
2001 24  -172.47
2002 24  -202.61
2003 24  -202.61
2004 24  -137.31
2005 24  -107.17
2006 24  -108.84
2007 24  -96.28
2008 24  -90.42
2009 24  -164.10
1976 28  0.00
1977 28  0.00
1978 28  -0.84
1979 28  -0.84
1980 28  -0.84
1981 28  -0.84
1982 28  -1.67
1983 28  -1.67
1984 28  -3.35
1985 28  -3.35
1986 28  -3.35
1987 28  -4.19
1988 28  -4.19
1989 28  -4.19
1990 28  -4.19
1991 28  -4.19
1992 28  -4.19
1993 28  -4.19
1994 28  -4.19
1995 28  -5.02
1996 28  -5.02
1997 28  -5.02
1998 28  -5.02
1999 28  -5.02
2000 28  -5.02
2001 28  -5.02
2002 28  -5.02
2003 28  -5.86
2004 28  -5.86
2005 28  -5.86
2006 28  -5.86
2007 28  -5.86
2008 28  -5.86
2009 28  -5.86
1992 31  -149.03
1993 31  -148.19
1994 31  -163.26
1995 31  -206.80
1996 31  -251.18
1997 31  -331.55
1998 31  -364.20
1999 31  -422.81
2000 31  -463.00
2001 31  -341.60
2002 31  -271.27
2003 31  -343.27
2004 31  -339.92
2005 31  -346.62
2006 31  -382.62
2007 31  -345.78
2008 31  -493.98
2009 31  -433.70
1970 32  -1210.66
1971 32  -1249.18
1972 32  -1160.43
1973 32  -1188.90
1974 32  -1064.98
1975 32  -1040.70
1976 32  -1011.40
1977 32  -1039.03
1978 32  -1004.70
1979 32  -1138.66
1980 32  -1010.56
1981 32  -956.14
1982 32  -839.76
1983 32  -1053.26
1984 32  -1100.15
1985 32  -1131.12
1986 32  -1080.05
1987 32  -1122.75
1988 32  -1072.52
1989 32  -872.41
1990 32  -712.50
1991 32  -879.11
1992 32  -864.88
1993 32  -1348.81
1994 32  -1163.78
1995 32  -1117.73
1996 32  -1321.18
1997 32  -1402.39
1998 32  -1559.80
1999 32  -1427.51
2000 32  -1974.24
2001 32  -926.00
2002 32  -777.81
2003 32  -1110.19
2004 32  -1279.32
2005 32  -1349.65
2006 32  -1284.34
2007 32  -1330.39
2008 32  -1146.20
2009 32  -1490.31
1976 36  -2186.06
1977 36  -2157.59
1978 36  -1770.78
1979 36  -1862.04
1980 36  -2151.73
1981 36  -993.82
1982 36  -1322.02
1983 36  -1913.95
1984 36  -2037.03
1985 36  -2274.81
1986 36  -1901.39
1987 36  -1940.75
1988 36  -2247.18
1989 36  -2366.07
1990 36  -2479.93
1991 36  -2380.30
1992 36  -2356.86
1993 36  -2496.68
1994 36  -2480.77
1995 36  -2653.25
1996 36  -2870.09
1997 36  -2711.85
1998 36  -2775.48
1999 36  -2783.86
2000 36  -2918.65
2001 36  -3003.22
2002 36  -2125.78
2003 36  -2304.95
2004 36  -2039.54
2005 36  -2346.81
2006 36  -1988.47
2007 36  -2348.49
2008 36  -2389.51
2009 36  -2340.11
1970 40  -818.83
1971 40  -825.53
1972 40  -890.83
1973 40  -951.12
1974 40  -905.90
1975 40  -956.14
1976 40  -787.02
1977 40  -779.48
1978 40  -854.83
1979 40  -1013.07
1980 40  -956.98
1981 40  -941.91
1982 40  -898.37
1983 40  -1085.08
1984 40  -1206.48
1985 40  -1078.38
1986 40  -1080.05
1987 40  -445.42
1988 40  -1090.10
1989 40  -1023.96
1990 40  -471.37
