# File: A23.india_state_in_EJ_td_elec.csv
# Title: State t n d. Check and update this title if required
# Units: NA
# Description: Update later
# Output electricity multiplied by T&D coefficient
# can be multiple lines
# Column types: cccin
# ----------
state,sector,fuel,year,value
BR,elect_td,electricity,1982,0.10492074
BR,elect_td,electricity,1983,0.109074847
BR,elect_td,electricity,1984,0.114349987
BR,elect_td,electricity,1985,0.127489102
BR,elect_td,electricity,1986,0.13003277
BR,elect_td,electricity,1987,0.138351798
BR,elect_td,electricity,1988,0.14674724
BR,elect_td,electricity,1989,0.164130823
BR,elect_td,electricity,1990,0.166753783
BR,elect_td,electricity,1991,0.166723274
BR,elect_td,electricity,1992,0.174434255
BR,elect_td,electricity,1993,0.177819026
BR,elect_td,electricity,1994,0.187513385
BR,elect_td,electricity,1995,0.193780777
BR,elect_td,electricity,1996,0.20717945
BR,elect_td,electricity,1997,0.214623409
BR,elect_td,electricity,1998,0.219230529
BR,elect_td,electricity,1999,0.227317398
BR,elect_td,electricity,2000,0.240989529
BR,elect_td,electricity,2001,0.242386411
BR,elect_td,electricity,2002,0.250627774
BR,elect_td,electricity,2003,0.259826146
BR,elect_td,electricity,2004,0.273051852
BR,elect_td,electricity,2005,0.279969104
BR,elect_td,electricity,2006,0.295177749
BR,elect_td,electricity,2007,0.310258268
BR,elect_td,electricity,2008,0.306028903
BR,elect_td,electricity,2009,0.293942349
BR,elect_td,electricity,2010,0.290412734
CG,elect_td,electricity,1971,0.501103484
CG,elect_td,electricity,1972,0.538664338
CG,elect_td,electricity,1973,0.549481412
CG,elect_td,electricity,1974,0.520056598
CG,elect_td,electricity,1975,0.588775003
CG,elect_td,electricity,1976,0.619495825
CG,elect_td,electricity,1977,0.626120303
CG,elect_td,electricity,1978,0.64331517
CG,elect_td,electricity,1979,0.665710913
CG,elect_td,electricity,1980,0.660935885
CG,elect_td,electricity,1981,0.65857083
CG,elect_td,electricity,1982,0.64465558
CG,elect_td,electricity,1983,0.643015675
CG,elect_td,electricity,1984,0.68562561
CG,elect_td,electricity,1985,0.708650219
CG,elect_td,electricity,1986,0.70597653
CG,elect_td,electricity,1987,0.724686506
CG,elect_td,electricity,1988,0.753815787
CG,elect_td,electricity,1989,0.819012831
CG,elect_td,electricity,1990,0.845590296
CG,elect_td,electricity,1991,0.828317976
CG,elect_td,electricity,1992,0.849239557
CG,elect_td,electricity,1993,0.83954411
CG,elect_td,electricity,1994,0.846248664
CG,elect_td,electricity,1995,0.845248579
CG,elect_td,electricity,1996,0.865035672
CG,elect_td,electricity,1997,0.896556097
CG,elect_td,electricity,1998,0.927627893
CG,elect_td,electricity,1999,0.927572534
CG,elect_td,electricity,2000,0.966717118
CG,elect_td,electricity,2001,0.968556986
CG,elect_td,electricity,2002,0.939990109
CG,elect_td,electricity,2003,0.982614865
CG,elect_td,electricity,2004,1.026021949
CG,elect_td,electricity,2005,1.022953153
CG,elect_td,electricity,2006,1.057350663
CG,elect_td,electricity,2007,1.059709939
CG,elect_td,electricity,2008,1.074162653
CG,elect_td,electricity,2009,1.036182793
CG,elect_td,electricity,2010,1.028819313
DL,elect_td,electricity,1971,0.046606978
DL,elect_td,electricity,1972,0.051545499
DL,elect_td,electricity,1973,0.055214564
DL,elect_td,electricity,1974,0.059432259
DL,elect_td,electricity,1975,0.063148845
DL,elect_td,electricity,1976,0.066691003
DL,elect_td,electricity,1977,0.070665632
DL,elect_td,electricity,1978,0.07514556
DL,elect_td,electricity,1979,0.079424214
DL,elect_td,electricity,1980,0.082598442
DL,elect_td,electricity,1981,0.092073023
DL,elect_td,electricity,1982,0.092452432
DL,elect_td,electricity,1983,0.094507962
DL,elect_td,electricity,1984,0.098451999
DL,elect_td,electricity,1985,0.102825144
DL,elect_td,electricity,1986,0.103779168
DL,elect_td,electricity,1987,0.105806312
DL,elect_td,electricity,1988,0.110420064
DL,elect_td,electricity,1989,0.121267676
DL,elect_td,electricity,1990,0.123650891
DL,elect_td,electricity,1991,0.12468133
DL,elect_td,electricity,1992,0.126438553
DL,elect_td,electricity,1993,0.131234448
DL,elect_td,electricity,1994,0.137061451
DL,elect_td,electricity,1995,0.140953373
DL,elect_td,electricity,1996,0.147521873
DL,elect_td,electricity,1997,0.150198946
DL,elect_td,electricity,1998,0.155548552
DL,elect_td,electricity,1999,0.16001167
DL,elect_td,electricity,2000,0.170138421
DL,elect_td,electricity,2001,0.173323684
DL,elect_td,electricity,2002,0.184179244
DL,elect_td,electricity,2003,0.187282731
DL,elect_td,electricity,2004,0.189362274
DL,elect_td,electricity,2005,0.193769734
DL,elect_td,electricity,2006,0.199123712
DL,elect_td,electricity,2007,0.204680659
DL,elect_td,electricity,2008,0.207689291
DL,elect_td,electricity,2009,0.201845268
DL,elect_td,electricity,2010,0.209414132
GA,elect_td,electricity,1971,0.06675841
GA,elect_td,electricity,1972,0.07204347
GA,elect_td,electricity,1973,0.075592615
GA,elect_td,electricity,1974,0.074102798
GA,elect_td,electricity,1975,0.073052136
GA,elect_td,electricity,1976,0.076841865
GA,elect_td,electricity,1977,0.078463617
GA,elect_td,electricity,1978,0.081033557
GA,elect_td,electricity,1979,0.082438745
GA,elect_td,electricity,1980,0.083252052
GA,elect_td,electricity,1981,0.08637747
GA,elect_td,electricity,1982,0.085544446
GA,elect_td,electricity,1983,0.089097231
GA,elect_td,electricity,1984,0.087850046
GA,elect_td,electricity,1985,0.089864507
GA,elect_td,electricity,1986,0.09294449
GA,elect_td,electricity,1987,0.096269129
GA,elect_td,electricity,1988,0.100739707
GA,elect_td,electricity,1989,0.109452385
GA,elect_td,electricity,1990,0.108580313
GA,elect_td,electricity,1991,0.107232195
GA,elect_td,electricity,1992,0.107317873
GA,elect_td,electricity,1993,0.107936962
GA,elect_td,electricity,1994,0.11012987
GA,elect_td,electricity,1995,0.110453121
GA,elect_td,electricity,1996,0.111975177
GA,elect_td,electricity,1997,0.111029494
GA,elect_td,electricity,1998,0.112785118
GA,elect_td,electricity,1999,0.116581103
GA,elect_td,electricity,2000,0.117481265
GA,elect_td,electricity,2001,0.118305504
GA,elect_td,electricity,2002,0.123523125
GA,elect_td,electricity,2003,0.128417116
GA,elect_td,electricity,2004,0.130881464
GA,elect_td,electricity,2005,0.132957675
GA,elect_td,electricity,2006,0.127212606
GA,elect_td,electricity,2007,0.136624842
GA,elect_td,electricity,2008,0.124025587
GA,elect_td,electricity,2009,0.118967058
GA,elect_td,electricity,2010,0.121068687
GJ,elect_td,electricity,1971,0.022279507
GJ,elect_td,electricity,1972,0.022691396
GJ,elect_td,electricity,1973,0.023865399
GJ,elect_td,electricity,1974,0.021625899
GJ,elect_td,electricity,1975,0.022727557
GJ,elect_td,electricity,1976,0.023588323
GJ,elect_td,electricity,1977,0.024387342
GJ,elect_td,electricity,1978,0.025297867
GJ,elect_td,electricity,1979,0.025589547
GJ,elect_td,electricity,1980,0.027316208
GJ,elect_td,electricity,1981,0.02686344
GJ,elect_td,electricity,1982,0.027709922
GJ,elect_td,electricity,1983,0.029065588
GJ,elect_td,electricity,1984,0.02994922
GJ,elect_td,electricity,1985,0.031256159
GJ,elect_td,electricity,1986,0.032287052
GJ,elect_td,electricity,1987,0.033450736
GJ,elect_td,electricity,1988,0.034876339
GJ,elect_td,electricity,1989,0.038305343
GJ,elect_td,electricity,1990,0.039079398
GJ,elect_td,electricity,1991,0.040318348
GJ,elect_td,electricity,1992,0.039821882
GJ,elect_td,electricity,1993,0.041156996
GJ,elect_td,electricity,1994,0.039422385
GJ,elect_td,electricity,1995,0.039605518
GJ,elect_td,electricity,1996,0.038900648
GJ,elect_td,electricity,1997,0.038434998
GJ,elect_td,electricity,1998,0.03900774
GJ,elect_td,electricity,1999,0.039600863
GJ,elect_td,electricity,2000,0.04033161
GJ,elect_td,electricity,2001,0.040963493
GJ,elect_td,electricity,2002,0.043582348
GJ,elect_td,electricity,2003,0.044435708
GJ,elect_td,electricity,2004,0.046648897
GJ,elect_td,electricity,2005,0.047673153
GJ,elect_td,electricity,2006,0.045946045
GJ,elect_td,electricity,2007,0.048712198
GJ,elect_td,electricity,2008,0.04762743
GJ,elect_td,electricity,2009,0.04914983
GJ,elect_td,electricity,2010,0.047395019
HR,elect_td,electricity,1971,0.018729608
HR,elect_td,electricity,1972,0.020089924
HR,elect_td,electricity,1973,0.021205855
HR,elect_td,electricity,1974,0.02065353
HR,elect_td,electricity,1975,0.020217223
HR,elect_td,electricity,1976,0.02106834
HR,elect_td,electricity,1977,0.021371076
HR,elect_td,electricity,1978,0.02221953
HR,elect_td,electricity,1979,0.022932464
HR,elect_td,electricity,1980,0.022751658
HR,elect_td,electricity,1981,0.019836188
HR,elect_td,electricity,1982,0.019491818
HR,elect_td,electricity,1983,0.021351274
HR,elect_td,electricity,1984,0.023599214
HR,elect_td,electricity,1985,0.024022364
HR,elect_td,electricity,1986,0.025627907
HR,elect_td,electricity,1987,0.026093586
HR,elect_td,electricity,1988,0.028121502
HR,elect_td,electricity,1989,0.032046364
HR,elect_td,electricity,1990,0.0329137
HR,elect_td,electricity,1991,0.03396873
HR,elect_td,electricity,1992,0.034047415
HR,elect_td,electricity,1993,0.036456362
HR,elect_td,electricity,1994,0.036862633
HR,elect_td,electricity,1995,0.038172822
HR,elect_td,electricity,1996,0.038270509
HR,elect_td,electricity,1997,0.039912138
HR,elect_td,electricity,1998,0.040909575
HR,elect_td,electricity,1999,0.041693428
HR,elect_td,electricity,2000,0.044613773
HR,elect_td,electricity,2001,0.044627404
HR,elect_td,electricity,2002,0.048063816
HR,elect_td,electricity,2003,0.049958521
HR,elect_td,electricity,2004,0.047206138
HR,elect_td,electricity,2005,0.048255618
HR,elect_td,electricity,2006,0.045936181
HR,elect_td,electricity,2007,0.047083105
HR,elect_td,electricity,2008,0.046602388
HR,elect_td,electricity,2009,0.044414919
HR,elect_td,electricity,2010,0.045894752
HP,elect_td,electricity,1971,0.217704253
HP,elect_td,electricity,1972,0.243721475
HP,elect_td,electricity,1973,0.271616928
HP,elect_td,electricity,1974,0.273401439
HP,elect_td,electricity,1975,0.282334946
HP,elect_td,electricity,1976,0.294771662
HP,elect_td,electricity,1977,0.31384164
HP,elect_td,electricity,1978,0.336026322
HP,elect_td,electricity,1979,0.340877952
HP,elect_td,electricity,1980,0.358431938
HP,elect_td,electricity,1981,0.360656079
HP,elect_td,electricity,1982,0.360860196
HP,elect_td,electricity,1983,0.376656688
HP,elect_td,electricity,1984,0.395640998
HP,elect_td,electricity,1985,0.428063422
HP,elect_td,electricity,1986,0.446375533
HP,elect_td,electricity,1987,0.461832069
HP,elect_td,electricity,1988,0.489386925
HP,elect_td,electricity,1989,0.556918887
HP,elect_td,electricity,1990,0.575546731
HP,elect_td,electricity,1991,0.573773004
HP,elect_td,electricity,1992,0.577412671
HP,elect_td,electricity,1993,0.601064164
HP,elect_td,electricity,1994,0.621534474
HP,elect_td,electricity,1995,0.654410277
HP,elect_td,electricity,1996,0.67061728
HP,elect_td,electricity,1997,0.676994311
HP,elect_td,electricity,1998,0.722441431
HP,elect_td,electricity,1999,0.7247423
HP,elect_td,electricity,2000,0.758306094
HP,elect_td,electricity,2001,0.769783732
HP,elect_td,electricity,2002,0.835097368
HP,elect_td,electricity,2003,0.883900712
HP,elect_td,electricity,2004,0.894834777
HP,elect_td,electricity,2005,0.909498484
HP,elect_td,electricity,2006,0.921910762
HP,elect_td,electricity,2007,0.931448006
HP,elect_td,electricity,2008,0.910888075
HP,elect_td,electricity,2009,0.905120365
HP,elect_td,electricity,2010,0.924076202
JK,elect_td,electricity,1971,0.13391047
JK,elect_td,electricity,1972,0.144231669
JK,elect_td,electricity,1973,0.156036703
JK,elect_td,electricity,1974,0.156144556
JK,elect_td,electricity,1975,0.164514098
JK,elect_td,electricity,1976,0.175617992
JK,elect_td,electricity,1977,0.186531037
JK,elect_td,electricity,1978,0.193881461
JK,elect_td,electricity,1979,0.191065763
JK,elect_td,electricity,1980,0.201509176
JK,elect_td,electricity,1981,0.202004641
JK,elect_td,electricity,1982,0.203566036
JK,elect_td,electricity,1983,0.209932268
JK,elect_td,electricity,1984,0.230271534
JK,elect_td,electricity,1985,0.243736123
JK,elect_td,electricity,1986,0.258718196
JK,elect_td,electricity,1987,0.267670089
JK,elect_td,electricity,1988,0.278268642
JK,elect_td,electricity,1989,0.307695535
JK,elect_td,electricity,1990,0.321140585
JK,elect_td,electricity,1991,0.325399136
JK,elect_td,electricity,1992,0.334071569
JK,elect_td,electricity,1993,0.357619319
JK,elect_td,electricity,1994,0.357892824
JK,elect_td,electricity,1995,0.384856412
JK,elect_td,electricity,1996,0.404283483
JK,elect_td,electricity,1997,0.404829147
JK,elect_td,electricity,1998,0.436834342
JK,elect_td,electricity,1999,0.447278151
JK,elect_td,electricity,2000,0.474860669
JK,elect_td,electricity,2001,0.46294262
JK,elect_td,electricity,2002,0.496299941
JK,elect_td,electricity,2003,0.494802957
JK,elect_td,electricity,2004,0.521640709
JK,elect_td,electricity,2005,0.527635481
JK,elect_td,electricity,2006,0.537845419
JK,elect_td,electricity,2007,0.546938514
JK,elect_td,electricity,2008,0.537819818
JK,elect_td,electricity,2009,0.518170496
JK,elect_td,electricity,2010,0.557436477
JH,elect_td,electricity,1971,0.016687543
JH,elect_td,electricity,1972,0.01815822
JH,elect_td,electricity,1973,0.019054169
JH,elect_td,electricity,1974,0.020104649
JH,elect_td,electricity,1975,0.020814259
JH,elect_td,electricity,1976,0.021931044
JH,elect_td,electricity,1977,0.022569031
JH,elect_td,electricity,1978,0.02327139
JH,elect_td,electricity,1979,0.024032639
JH,elect_td,electricity,1980,0.024718306
JH,elect_td,electricity,1981,0.025395946
JH,elect_td,electricity,1982,0.024905415
JH,elect_td,electricity,1983,0.02521348
JH,elect_td,electricity,1984,0.024990944
JH,elect_td,electricity,1985,0.02519097
JH,elect_td,electricity,1986,0.026338542
JH,elect_td,electricity,1987,0.02706874
JH,elect_td,electricity,1988,0.028750612
JH,elect_td,electricity,1989,0.031620453
JH,elect_td,electricity,1990,0.032995601
JH,elect_td,electricity,1991,0.034099896
JH,elect_td,electricity,1992,0.034769514
JH,elect_td,electricity,1993,0.034786153
JH,elect_td,electricity,1994,0.035646892
JH,elect_td,electricity,1995,0.036786069
JH,elect_td,electricity,1996,0.03745801
JH,elect_td,electricity,1997,0.037065044
JH,elect_td,electricity,1998,0.036614304
JH,elect_td,electricity,1999,0.037321839
JH,elect_td,electricity,2000,0.038758788
JH,elect_td,electricity,2001,0.038579261
JH,elect_td,electricity,2002,0.039644014
JH,elect_td,electricity,2003,0.041162989
JH,elect_td,electricity,2004,0.042814589
JH,elect_td,electricity,2005,0.041612043
JH,elect_td,electricity,2006,0.041724985
JH,elect_td,electricity,2007,0.04167074
JH,elect_td,electricity,2008,0.040884794
JH,elect_td,electricity,2009,0.039536899
JH,elect_td,electricity,2010,0.039327386
KA,elect_td,electricity,1971,0.065478751
KA,elect_td,electricity,1972,0.070992053
KA,elect_td,electricity,1973,0.074922728
KA,elect_td,electricity,1974,0.076952616
KA,elect_td,electricity,1975,0.079565428
KA,elect_td,electricity,1976,0.083590904
KA,elect_td,electricity,1977,0.087960794
KA,elect_td,electricity,1978,0.094543461
KA,elect_td,electricity,1979,0.095584977
KA,elect_td,electricity,1980,0.097849642
KA,elect_td,electricity,1981,0.101639971
KA,elect_td,electricity,1982,0.102064931
KA,elect_td,electricity,1983,0.107491648
KA,elect_td,electricity,1984,0.097936015
KA,elect_td,electricity,1985,0.098394251
KA,elect_td,electricity,1986,0.099669058
KA,elect_td,electricity,1987,0.101023468
KA,elect_td,electricity,1988,0.10808696
KA,elect_td,electricity,1989,0.114746668
KA,elect_td,electricity,1990,0.117662123
KA,elect_td,electricity,1991,0.123521315
KA,elect_td,electricity,1992,0.12195857
KA,elect_td,electricity,1993,0.129642564
KA,elect_td,electricity,1994,0.132564794
KA,elect_td,electricity,1995,0.138522515
KA,elect_td,electricity,1996,0.141257469
KA,elect_td,electricity,1997,0.144828672
KA,elect_td,electricity,1998,0.149318016
KA,elect_td,electricity,1999,0.153515801
KA,elect_td,electricity,2000,0.158985723
KA,elect_td,electricity,2001,0.157835596
KA,elect_td,electricity,2002,0.165566628
KA,elect_td,electricity,2003,0.163588192
KA,elect_td,electricity,2004,0.163323668
KA,elect_td,electricity,2005,0.16916315
KA,elect_td,electricity,2006,0.171418381
KA,elect_td,electricity,2007,0.178385913
KA,elect_td,electricity,2008,0.179113965
KA,elect_td,electricity,2009,0.170138483
KA,elect_td,electricity,2010,0.178635916
KL,elect_td,electricity,1971,0.044405731
KL,elect_td,electricity,1972,0.04768415
KL,elect_td,electricity,1973,0.047074803
KL,elect_td,electricity,1974,0.050774588
KL,elect_td,electricity,1975,0.049333054
KL,elect_td,electricity,1976,0.052238424
KL,elect_td,electricity,1977,0.052992254
KL,elect_td,electricity,1978,0.051006423
KL,elect_td,electricity,1979,0.054634509
KL,elect_td,electricity,1980,0.053827269
KL,elect_td,electricity,1981,0.063678928
KL,elect_td,electricity,1982,0.062196605
KL,elect_td,electricity,1983,0.060969235
KL,elect_td,electricity,1984,0.061225971
KL,elect_td,electricity,1985,0.062648763
KL,elect_td,electricity,1986,0.059528522
KL,elect_td,electricity,1987,0.060009236
KL,elect_td,electricity,1988,0.064158612
KL,elect_td,electricity,1989,0.070988173
KL,elect_td,electricity,1990,0.071758888
KL,elect_td,electricity,1991,0.072273916
KL,elect_td,electricity,1992,0.076513224
KL,elect_td,electricity,1993,0.075442616
KL,elect_td,electricity,1994,0.079485544
KL,elect_td,electricity,1995,0.079100675
KL,elect_td,electricity,1996,0.08767965
KL,elect_td,electricity,1997,0.089494007
KL,elect_td,electricity,1998,0.088047728
KL,elect_td,electricity,1999,0.091228915
KL,elect_td,electricity,2000,0.091834681
KL,elect_td,electricity,2001,0.083590524
KL,elect_td,electricity,2002,0.083195436
KL,elect_td,electricity,2003,0.0840735
KL,elect_td,electricity,2004,0.086976039
KL,elect_td,electricity,2005,0.086415945
KL,elect_td,electricity,2006,0.090018829
KL,elect_td,electricity,2007,0.093559589
KL,elect_td,electricity,2008,0.094128053
KL,elect_td,electricity,2009,0.088915328
KL,elect_td,electricity,2010,0.089593414
MP,elect_td,electricity,1971,0.296467988
MP,elect_td,electricity,1972,0.318833697
MP,elect_td,electricity,1973,0.339305235
MP,elect_td,electricity,1974,0.338408033
MP,elect_td,electricity,1975,0.33615576
MP,elect_td,electricity,1976,0.348217078
MP,elect_td,electricity,1977,0.364665075
MP,elect_td,electricity,1978,0.383409898
MP,elect_td,electricity,1979,0.382264258
MP,elect_td,electricity,1980,0.380800116
MP,elect_td,electricity,1981,0.366444821
MP,elect_td,electricity,1982,0.357415833
MP,elect_td,electricity,1983,0.375450204
MP,elect_td,electricity,1984,0.376037923
MP,elect_td,electricity,1985,0.378978328
MP,elect_td,electricity,1986,0.38426116
MP,elect_td,electricity,1987,0.391324994
MP,elect_td,electricity,1988,0.411664184
MP,elect_td,electricity,1989,0.436135243
MP,elect_td,electricity,1990,0.445135783
MP,elect_td,electricity,1991,0.465650566
MP,elect_td,electricity,1992,0.450675992
MP,elect_td,electricity,1993,0.471701882
MP,elect_td,electricity,1994,0.48273108
MP,elect_td,electricity,1995,0.503921439
MP,elect_td,electricity,1996,0.502008934
MP,elect_td,electricity,1997,0.501578913
MP,elect_td,electricity,1998,0.519105371
MP,elect_td,electricity,1999,0.525594694
MP,elect_td,electricity,2000,0.535072178
MP,elect_td,electricity,2001,0.534013315
MP,elect_td,electricity,2002,0.554307807
MP,elect_td,electricity,2003,0.544088309
MP,elect_td,electricity,2004,0.558702064
MP,elect_td,electricity,2005,0.576787874
MP,elect_td,electricity,2006,0.566626667
MP,elect_td,electricity,2007,0.579228646
MP,elect_td,electricity,2008,0.572965773
MP,elect_td,electricity,2009,0.538114808
MP,elect_td,electricity,2010,0.571553982
MH,elect_td,electricity,1971,0.16087283
MH,elect_td,electricity,1972,0.173409951
MH,elect_td,electricity,1973,0.186842741
MH,elect_td,electricity,1974,0.189878452
MH,elect_td,electricity,1975,0.205166506
MH,elect_td,electricity,1976,0.221899877
MH,elect_td,electricity,1977,0.233936452
MH,elect_td,electricity,1978,0.234526503
MH,elect_td,electricity,1979,0.239870439
MH,elect_td,electricity,1980,0.236874807
MH,elect_td,electricity,1981,0.232315706
MH,elect_td,electricity,1982,0.226929975
MH,elect_td,electricity,1983,0.237695937
MH,elect_td,electricity,1984,0.226253292
MH,elect_td,electricity,1985,0.243308966
MH,elect_td,electricity,1986,0.241652032
MH,elect_td,electricity,1987,0.251185512
MH,elect_td,electricity,1988,0.267720421
MH,elect_td,electricity,1989,0.289806051
MH,elect_td,electricity,1990,0.294503465
MH,elect_td,electricity,1991,0.310251327
MH,elect_td,electricity,1992,0.311899127
MH,elect_td,electricity,1993,0.332497483
MH,elect_td,electricity,1994,0.337922587
MH,elect_td,electricity,1995,0.353114177
MH,elect_td,electricity,1996,0.359894875
MH,elect_td,electricity,1997,0.358163029
MH,elect_td,electricity,1998,0.369386437
MH,elect_td,electricity,1999,0.391743571
MH,elect_td,electricity,2000,0.399289373
MH,elect_td,electricity,2001,0.390617965
MH,elect_td,electricity,2002,0.410975657
MH,elect_td,electricity,2003,0.395879057
MH,elect_td,electricity,2004,0.408935774
MH,elect_td,electricity,2005,0.419188206
MH,elect_td,electricity,2006,0.415487923
MH,elect_td,electricity,2007,0.428921068
MH,elect_td,electricity,2008,0.419335022
MH,elect_td,electricity,2009,0.385291844
MH,elect_td,electricity,2010,0.415267228
MN,elect_td,electricity,1971,0.057149823
MN,elect_td,electricity,1972,0.061047425
MN,elect_td,electricity,1973,0.064471265
MN,elect_td,electricity,1974,0.065898216
MN,elect_td,electricity,1975,0.069416289
MN,elect_td,electricity,1976,0.071717923
MN,elect_td,electricity,1977,0.074599814
MN,elect_td,electricity,1978,0.080908693
MN,elect_td,electricity,1979,0.080488822
MN,elect_td,electricity,1980,0.0860174
MN,elect_td,electricity,1981,0.085799035
MN,elect_td,electricity,1982,0.084693557
MN,elect_td,electricity,1983,0.08768038
MN,elect_td,electricity,1984,0.088646182
