# File: A10.EB_SecFuel_mtoe.csv
# Title: Database of fuel consumption across sectors
# Units: Energy units in mtoe
# Source:  GHG platform
# Column types: cccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
State,GHG_Platform_sectors,GHG_Platform_fuels,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
SK,Freight_sector,Diesel and products,0.033184349,0.035141269,0.036580091,0.041196565,0.043831661,0.045916538,0.049000806,0.052842409,0.059745995,0.062471962,0.065315446,0.052223242,0.056045683,0.060020887,0.064653516,0.070727973,0.07775028,0.083972409,0.096364624,0.097862371,0.102606124,0.107696898,0.114484629,0.122378409,0.136716269,0.146742059,0.150522952,0.155897366,0.163883269,0.167023317,0.166429005,0.17077914,0.173442312,0.188085167,0.199391688,0.208175253,0.246502796,0.28168957,0.307501065,0.33162278,0.356461301,0.378181715,0.386107398,0.402476495,0.440270935
TN,Freight_sector,Diesel and products,0.033184349,0.035141269,0.036580091,0.041196565,0.043831661,0.045916538,0.049000806,0.052842409,0.059745995,0.062471962,0.065315446,0.052223242,0.056045683,0.060020887,0.064653516,0.070727973,0.07775028,0.083972409,0.096364624,0.097862371,0.102606124,0.107696898,0.114484629,0.122378409,0.136716269,0.146742059,0.150522952,0.155897366,0.163883269,0.167023317,0.166429005,0.17077914,0.173442312,0.188085167,0.199391688,0.208175253,0.246502796,0.28168957,0.307501065,0.33162278,0.356461301,0.378181715,0.386107398,0.402476495,0.440270935
TR,Freight_sector,Diesel and products,0.033184349,0.035141269,0.036580091,0.041196565,0.043831661,0.045916538,0.049000806,0.052842409,0.059745995,0.062471962,0.065315446,0.052223242,0.056045683,0.060020887,0.064653516,0.070727973,0.07775028,0.083972409,0.096364624,0.097862371,0.102606124,0.107696898,0.114484629,0.122378409,0.136716269,0.146742059,0.150522952,0.155897366,0.163883269,0.167023317,0.166429005,0.17077914,0.173442312,0.188085167,0.199391688,0.208175253,0.246502796,0.28168957,0.307501065,0.33162278,0.356461301,0.378181715,0.386107398,0.402476495,0.440270935
TS,Freight_sector,Diesel and products,0.033184349,0.035141269,0.036580091,0.041196565,0.043831661,0.045916538,0.049000806,0.052842409,0.059745995,0.062471962,0.065315446,0.052223242,0.056045683,0.060020887,0.064653516,0.070727973,0.07775028,0.083972409,0.096364624,0.097862371,0.102606124,0.107696898,0.114484629,0.122378409,0.136716269,0.146742059,0.150522952,0.155897366,0.163883269,0.167023317,0.166429005,0.17077914,0.173442312,0.188085167,0.199391688,0.208175253,0.246502796,0.28168957,0.307501065,0.33162278,0.356461301,0.378181715,0.386107398,0.402476495,0.440270935
UK,Freight_sector,Diesel and products,0.033184349,0.035141269,0.036580091,0.041196565,0.043831661,0.045916538,0.049000806,0.052842409,0.059745995,0.062471962,0.065315446,0.052223242,0.056045683,0.060020887,0.064653516,0.070727973,0.07775028,0.083972409,0.096364624,0.097862371,0.102606124,0.107696898,0.114484629,0.122378409,0.136716269,0.146742059,0.150522952,0.155897366,0.163883269,0.167023317,0.166429005,0.17077914,0.173442312,0.188085167,0.199391688,0.208175253,0.246502796,0.28168957,0.307501065,0.33162278,0.356461301,0.378181715,0.386107398,0.402476495,0.440270935
UP,Freight_sector,Diesel and products,0.033184349,0.035141269,0.036580091,0.041196565,0.043831661,0.045916538,0.049000806,0.052842409,0.059745995,0.062471962,0.065315446,0.052223242,0.056045683,0.060020887,0.064653516,0.070727973,0.07775028,0.083972409,0.096364624,0.097862371,0.102606124,0.107696898,0.114484629,0.122378409,0.136716269,0.146742059,0.150522952,0.155897366,0.163883269,0.167023317,0.166429005,0.17077914,0.173442312,0.188085167,0.199391688,0.208175253,0.246502796,0.28168957,0.307501065,0.33162278,0.356461301,0.378181715,0.386107398,0.402476495,0.440270935
UT,Freight_sector,Diesel and products,0.033184349,0.035141269,0.036580091,0.041196565,0.043831661,0.045916538,0.049000806,0.052842409,0.059745995,0.062471962,0.065315446,0.052223242,0.056045683,0.060020887,0.064653516,0.070727973,0.07775028,0.083972409,0.096364624,0.097862371,0.102606124,0.107696898,0.114484629,0.122378409,0.136716269,0.146742059,0.150522952,0.155897366,0.163883269,0.167023317,0.166429005,0.17077914,0.173442312,0.188085167,0.199391688,0.208175253,0.246502796,0.28168957,0.307501065,0.33162278,0.356461301,0.378181715,0.386107398,0.402476495,0.440270935
WB,Freight_sector,Diesel and products,0.033184349,0.035141269,0.036580091,0.041196565,0.043831661,0.045916538,0.049000806,0.052842409,0.059745995,0.062471962,0.065315446,0.052223242,0.056045683,0.060020887,0.064653516,0.070727973,0.07775028,0.083972409,0.096364624,0.097862371,0.102606124,0.107696898,0.114484629,0.122378409,0.136716269,0.146742059,0.150522952,0.155897366,0.163883269,0.167023317,0.166429005,0.17077914,0.173442312,0.188085167,0.199391688,0.208175253,0.246502796,0.28168957,0.307501065,0.33162278,0.356461301,0.378181715,0.386107398,0.402476495,0.440270935
AP,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
AR,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
AS,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
BR,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
CG,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
DL,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
GA,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
GJ,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
HP,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
HR,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
JH,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
JK,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
KA,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
KL,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
MH,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
ML,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
MN,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
MP,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
MZ,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
NL,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
OD,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
PB,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
RJ,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
SK,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
TN,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
TR,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
TS,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
UK,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
UP,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
UT,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
WB,Freight_sector,Electricity,0.002264726,0.002539323,0.002123258,0.002123258,0.002572597,0.003006677,0.003185581,0.003031645,0.003191129,0.003142597,0.003474048,0.003651565,0.003758355,0.003994113,0.004274258,0.004478129,0.005014839,0.00559871,0.005644468,0.00570271,0.006268548,0.007028548,0.007794081,0.008162984,0.008630355,0.009144871,0.009630274,0.010133694,0.011216823,0.011390177,0.01124179,0.012200097,0.012772855,0.013168113,0.013790806,0.014977952,0.015405097,0.016375968,0.017183065,0.018476935,0.019701613,0.019554516,0.021551613,0.022435,0.023013387
AP,Freight_sector,Naphtha,0.033184349,0.035141269,0.036580091,0.041196565,0.043831661,0.045916538,0.049000806,0.052842409,0.059745995,0.062471962,0.065315446,0.052223242,0.056045683,0.060020887,0.064653516,0.070727973,0.07775028,0.083972409,0.096364624,0.097862371,0.102606124,0.107696898,0.114484629,0.122378409,0.136716269,0.146742059,0.150522952,0.155897366,0.163883269,0.167023317,0.166429005,0.17077914,0.173442312,0.188085167,0.199391688,0.208175253,0.246502796,0.28168957,0.307501065,0.33162278,0.356461301,0.378181715,0.386107398,0.402476495,0.440270935
AR,Freight_sector,Naphtha,0.033184349,0.035141269,0.036580091,0.041196565,0.043831661,0.045916538,0.049000806,0.052842409,0.059745995,0.062471962,0.065315446,0.052223242,0.056045683,0.060020887,0.064653516,0.070727973,0.07775028,0.083972409,0.096364624,0.097862371,0.102606124,0.107696898,0.114484629,0.122378409,0.136716269,0.146742059,0.150522952,0.155897366,0.163883269,0.167023317,0.166429005,0.17077914,0.173442312,0.188085167,0.199391688,0.208175253,0.246502796,0.28168957,0.307501065,0.33162278,0.356461301,0.378181715,0.386107398,0.402476495,0.440270935
AS,Freight_sector,Naphtha,0.033184349,0.035141269,0.036580091,0.041196565,0.043831661,0.045916538,0.049000806,0.052842409,0.059745995,0.062471962,0.065315446,0.052223242,0.056045683,0.060020887,0.064653516,0.070727973,0.07775028,0.083972409,0.096364624,0.097862371,0.102606124,0.107696898,0.114484629,0.122378409,0.136716269,0.146742059,0.150522952,0.155897366,0.163883269,0.167023317,0.166429005,0.17077914,0.173442312,0.188085167,0.199391688,0.208175253,0.246502796,0.28168957,0.307501065,0.33162278,0.356461301,0.378181715,0.386107398,0.402476495,0.440270935
BR,Freight_sector,Naphtha,0.033184349,0.035141269,0.036580091,0.041196565,0.043831661,0.045916538,0.049000806,0.052842409,0.059745995,0.062471962,0.065315446,0.052223242,0.056045683,0.060020887,0.064653516,0.070727973,0.07775028,0.083972409,0.096364624,0.097862371,0.102606124,0.107696898,0.114484629,0.122378409,0.136716269,0.146742059,0.150522952,0.155897366,0.163883269,0.167023317,0.166429005,0.17077914,0.173442312,0.188085167,0.199391688,0.208175253,0.246502796,0.28168957,0.307501065,0.33162278,0.356461301,0.378181715,0.386107398,0.402476495,0.440270935
CG,Freight_sector,Naphtha,0.033184349,0.035141269,0.036580091,0.041196565,0.043831661,0.045916538,0.049000806,0.052842409,0.059745995,0.062471962,0.065315446,0.052223242,0.056045683,0.060020887,0.064653516,0.070727973,0.07775028,0.083972409,0.096364624,0.097862371,0.102606124,0.107696898,0.114484629,0.122378409,0.136716269,0.146742059,0.150522952,0.155897366,0.163883269,0.167023317,0.166429005,0.17077914,0.173442312,0.188085167,0.199391688,0.208175253,0.246502796,0.28168957,0.307501065,0.33162278,0.356461301,0.378181715,0.386107398,0.402476495,0.440270935
DL,Freight_sector,Naphtha,0.033184349,0.035141269,0.036580091,0.041196565,0.043831661,0.045916538,0.049000806,0.052842409,0.059745995,0.062471962,0.065315446,0.052223242,0.056045683,0.060020887,0.064653516,0.070727973,0.07775028,0.083972409,0.096364624,0.097862371,0.102606124,0.107696898,0.114484629,0.122378409,0.136716269,0.146742059,0.150522952,0.155897366,0.163883269,0.167023317,0.166429005,0.17077914,0.173442312,0.188085167,0.199391688,0.208175253,0.246502796,0.28168957,0.307501065,0.33162278,0.356461301,0.378181715,0.386107398,0.402476495,0.440270935
GA,Freight_sector,Naphtha,0.033184349,0.035141269,0.036580091,0.041196565,0.043831661,0.045916538,0.049000806,0.052842409,0.059745995,0.062471962,0.065315446,0.052223242,0.056045683,0.060020887,0.064653516,0.070727973,0.07775028,0.083972409,0.096364624,0.097862371,0.102606124,0.107696898,0.114484629,0.122378409,0.136716269,0.146742059,0.150522952,0.155897366,0.163883269,0.167023317,0.166429005,0.17077914,0.173442312,0.188085167,0.199391688,0.208175253,0.246502796,0.28168957,0.307501065,0.33162278,0.356461301,0.378181715,0.386107398,0.402476495,0.440270935
GJ,Freight_sector,Naphtha,0.033184349,0.035141269,0.036580091,0.041196565,0.043831661,0.045916538,0.049000806,0.052842409,0.059745995,0.062471962,0.065315446,0.052223242,0.056045683,0.060020887,0.064653516,0.070727973,0.07775028,0.083972409,0.096364624,0.097862371,0.102606124,0.107696898,0.114484629,0.122378409,0.136716269,0.146742059,0.150522952,0.155897366,0.163883269,0.167023317,0.166429005,0.17077914,0.173442312,0.188085167,0.199391688,0.208175253,0.246502796,0.28168957,0.307501065,0.33162278,0.356461301,0.378181715,0.386107398,0.402476495,0.440270935
HP,Freight_sector,Naphtha,0.033184349,0.035141269,0.036580091,0.041196565,0.043831661,0.045916538,0.049000806,0.052842409,0.059745995,0.062471962,0.065315446,0.052223242,0.056045683,0.060020887,0.064653516,0.070727973,0.07775028,0.083972409,0.096364624,0.097862371,0.102606124,0.107696898,0.114484629,0.122378409,0.136716269,0.146742059,0.150522952,0.155897366,0.163883269,0.167023317,0.166429005,0.17077914,0.173442312,0.188085167,0.199391688,0.208175253,0.246502796,0.28168957,0.307501065,0.33162278,0.356461301,0.378181715,0.386107398,0.402476495,0.440270935
