bld_comm hot water,refined liquids,fuel water heater,1990,CO,0.0972,23,20,0.0389,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20000,,,,,,,,,,,,
,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,input-driver,,,,,,,
bld_res heating,gas,gas furnace,ALL,NMVOC,,,,,,,,
bld_res heating,refined liquids,fuel furnace,ALL,NMVOC,,,,,,,,
bld_res heating,biomass,wood furnace,ALL,NMVOC,,,,,,,,
bld_res hot water,gas,gas water heater,ALL,NMVOC,,,,,,,,
bld_res hot water,refined liquids,fuel water heater,ALL,NMVOC,,,,,,,,
bld_comm heating,gas,gas furnace,ALL,NMVOC,,,,,,,,
bld_comm heating,refined liquids,fuel boiler,ALL,NMVOC,,,,,,,,
bld_comm heating,biomass,biomass boiler,ALL,NMVOC,,,,,,,,
bld_comm hot water,gas,gas water heater,ALL,NMVOC,,,,,,,,
bld_comm hot water,refined liquids,fuel water heater,ALL,NMVOC,,,,,,,,
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20020,,,,,,,,,,,,
,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,gdp-mid-control,gdp-control-range,final-emiss-coef,,,,
bld_res heating,gas,gas furnace,1990,NMVOC,0.0106,23,20,0.0042,,,,
bld_res heating,refined liquids,fuel furnace,1990,NMVOC,0.0106,23,20,0.0042,,,,
bld_res heating,biomass,wood furnace,1990,NMVOC,4.2281,23,20,1.6913,,,,
bld_res hot water,gas,gas water heater,1990,NMVOC,0.0106,23,20,0.0042,,,,
bld_res hot water,refined liquids,fuel water heater,1990,NMVOC,0.0106,23,20,0.0042,,,,
bld_comm heating,gas,gas furnace,1990,NMVOC,0.0203,23,20,0.0081,,,,
bld_comm heating,refined liquids,fuel boiler,1990,NMVOC,0.0125,23,20,0.0050,,,,
bld_comm heating,biomass,biomass boiler,1990,NMVOC,0.1711,23,20,0.0684,,,,
bld_comm hot water,gas,gas water heater,1990,NMVOC,0.0203,23,20,0.0081,,,,
bld_comm hot water,refined liquids,fuel water heater,1990,NMVOC,0.0125,23,20,0.0050,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20000,,,,,,,,,,,,
,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,input-driver,,,,,,,
bld_res heating,refined liquids,fuel furnace,ALL,SO2_1,,,,,,,,
bld_res heating,biomass,wood furnace,ALL,SO2_1,,,,,,,,
bld_res hot water,refined liquids,fuel water heater,ALL,SO2_1,,,,,,,,
bld_comm heating,refined liquids,fuel boiler,ALL,SO2_1,,,,,,,,
bld_comm heating,biomass,biomass boiler,ALL,SO2_1,,,,,,,,
bld_comm hot water,refined liquids,fuel water heater,ALL,SO2_1,,,,,,,,
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20020,,,,,,,,,,,,
,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,gdp-mid-control,gdp-control-range,final-emiss-coef,,,,
bld_res heating,refined liquids,fuel furnace,1990,SO2_1,0.3993,23,20,0.1597,,,,
bld_res heating,biomass,wood furnace,1990,SO2_1,0.0254,23,20,0.0102,,,,
bld_res hot water,refined liquids,fuel water heater,1990,SO2_1,0.3993,23,20,0.1597,,,,
bld_comm heating,refined liquids,fuel boiler,1990,SO2_1,1.1682,23,20,0.4673,,,,
bld_comm heating,biomass,biomass boiler,1990,SO2_1,0.2150,23,20,0.0860,,,,
bld_comm hot water,refined liquids,fuel water heater,1990,SO2_1,1.1682,23,20,0.4673,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20000,,,,,,,,,,,,
,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,input-driver,,,,,,,
bld_res heating,refined liquids,fuel furnace,ALL,BC,,,,,,,,
bld_res heating,biomass,wood furnace,ALL,BC,,,,,,,,
bld_res hot water,refined liquids,fuel water heater,ALL,BC,,,,,,,,
bld_comm heating,refined liquids,fuel boiler,ALL,BC,,,,,,,,
bld_comm heating,biomass,biomass boiler,ALL,BC,,,,,,,,
bld_comm hot water,refined liquids,fuel water heater,ALL,BC,,,,,,,,
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20020,,,,,,,,,,,,
,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,gdp-mid-control,gdp-control-range,final-emiss-coef,,,,
bld_res heating,refined liquids,fuel furnace,1990,BC,0.0015,25,15,0.0007,,,,
bld_res heating,biomass,wood furnace,1990,BC,0.1035,25,15,0.0517,,,,
bld_res hot water,refined liquids,fuel water heater,1990,BC,0.0015,25,15,0.0007,,,,
bld_comm heating,refined liquids,fuel boiler,1990,BC,0.0024,25,15,0.0012,,,,
bld_comm heating,biomass,biomass boiler,1990,BC,0.0497,25,15,0.0249,,,,
bld_comm hot water,refined liquids,fuel water heater,1990,BC,0.0024,25,15,0.0012,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20000,,,,,,,,,,,,
,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,input-driver,,,,,,,
bld_res heating,refined liquids,fuel furnace,ALL,OC,,,,,,,,
bld_res heating,biomass,wood furnace,ALL,OC,,,,,,,,
bld_res hot water,refined liquids,fuel water heater,ALL,OC,,,,,,,,
bld_comm heating,refined liquids,fuel boiler,ALL,OC,,,,,,,,
bld_comm heating,biomass,biomass boiler,ALL,OC,,,,,,,,
bld_comm hot water,refined liquids,fuel water heater,ALL,OC,,,,,,,,
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20020,,,,,,,,,,,,
,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,gdp-mid-control,gdp-control-range,final-emiss-coef,,,,
bld_res heating,refined liquids,fuel furnace,1990,OC,0.0008,25,15,0.0004,,,,
bld_res heating,biomass,wood furnace,1990,OC,0.5684,25,15,0.2842,,,,
bld_res hot water,refined liquids,fuel water heater,1990,OC,0.0008,25,15,0.0004,,,,
bld_comm heating,refined liquids,fuel boiler,1990,OC,0.0012,25,15,0.0006,,,,
bld_comm heating,biomass,biomass boiler,1990,OC,0.2735,25,15,0.1367,,,,
bld_comm hot water,refined liquids,fuel water heater,1990,OC,0.0012,25,15,0.0006,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20000,,,,,,,,,,,,
,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,input-driver,,,,,,,
bld_res heating,gas,gas furnace,ALL,NH3,,,,,,,,
bld_res heating,refined liquids,fuel furnace,ALL,NH3,,,,,,,,
bld_res heating,biomass,wood furnace,ALL,NH3,,,,,,,,
bld_res hot water,gas,gas water heater,ALL,NH3,,,,,,,,
bld_res hot water,refined liquids,fuel water heater,ALL,NH3,,,,,,,,
bld_comm heating,gas,gas furnace,ALL,NH3,,,,,,,,
bld_comm heating,refined liquids,fuel boiler,ALL,NH3,,,,,,,,
bld_comm heating,biomass,biomass boiler,ALL,NH3,,,,,,,,
bld_comm hot water,gas,gas water heater,ALL,NH3,,,,,,,,
bld_comm hot water,refined liquids,fuel water heater,ALL,NH3,,,,,,,,
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20020,,,,,,,,,,,,
,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,gdp-mid-control,gdp-control-range,final-emiss-coef,,,,
bld_res heating,gas,gas furnace,1990,NH3,0.0013,25,15,0.0007,,,,
bld_res heating,refined liquids,fuel furnace,1990,NH3,0.0013,25,15,0.0007,,,,
bld_res heating,biomass,wood furnace,1990,NH3,0.0013,25,15,0.0007,,,,
bld_res hot water,gas,gas water heater,1990,NH3,0.0013,25,15,0.0007,,,,
bld_res hot water,refined liquids,fuel water heater,1990,NH3,0.0013,25,15,0.0007,,,,
bld_comm heating,gas,gas furnace,1990,NH3,0.0023,25,15,0.0012,,,,
bld_comm heating,refined liquids,fuel boiler,1990,NH3,0.0038,25,15,0.0019,,,,
bld_comm heating,biomass,biomass boiler,1990,NH3,0.0000,25,15,0.0000,,,,
bld_comm hot water,gas,gas water heater,1990,NH3,0.0023,25,15,0.0012,,,,
bld_comm hot water,refined liquids,fuel water heater,1990,NH3,0.0038,25,15,0.0019,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20001,,,,,,,,,,,,
,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,output-driver,,,,,,,
bld_res cooling,electricity,air conditioning,ALL,HFC134a,,,,,,,,
bld_comm cooling,electricity,air conditioning,ALL,HFC134a,,,,,,,,
bld_comm cooling,electricity,air conditioning,ALL,HFC125,,,,,,,,
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20005,,,,,,,,,,,,
,,,,emissions-unit,,,,,,,,
supplysector,subsector,technology,generic-ghg,1975,1990,2005,2020,2035,2050,2065,2080,2095
bld_res cooling,electricity,air conditioning,HFC134a,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg
bld_comm cooling,electricity,air conditioning,HFC134a,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg
bld_comm cooling,electricity,air conditioning,HFC125,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20010,,,,,,,,,,,,
,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,input-emissions,,,,,,,
bld_res cooling,electricity,air conditioning,1990,HFC134a,0,,,,,,,
bld_comm cooling,electricity,air conditioning,1990,HFC134a,0,,,,,,,
bld_comm cooling,electricity,air conditioning,1990,HFC125,0,,,,,,,
bld_res cooling,electricity,air conditioning,2005,HFC134a,6.898306448,,,,,,,
bld_comm cooling,electricity,air conditioning,2005,HFC134a,3.139884331,,,,,,,
bld_comm cooling,electricity,air conditioning,2005,HFC125,0.705386678,,,,,,,
bld_res cooling,electricity,air conditioning,2020,HFC134a,42.29667185,,,,,,,
bld_comm cooling,electricity,air conditioning,2020,HFC134a,10.70481829,,,,,,,
bld_comm cooling,electricity,air conditioning,2020,HFC125,2.404877193,,,,,,,
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20070,,,,,,,,,,,,
,,,,,reduction,,,,,,,
supplysector,subsector,technology,period,generic-ghg,0,15,30,45,60,,,
bld_res cooling,electricity,air conditioning,2020,HFC134a,0.038,0.077,0.077,0.077,0.077,,,
bld_comm cooling,electricity,air conditioning,2020,HFC134a,0.038,0.077,0.077,0.077,0.077,,,
bld_comm cooling,electricity,air conditioning,2020,HFC125,0.038,0.077,0.077,0.077,0.077,,,
