INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20000,,,,,,,,,,,,
,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,input-driver,,,,,,,
bld_res heating,gas,gas furnace,ALL,CH4,,,,,,,,
bld_res heating,refined liquids,fuel furnace,ALL,CH4,,,,,,,,
bld_res heating,biomass,wood furnace,ALL,CH4,,,,,,,,
bld_res hot water,gas,gas water heater,ALL,CH4,,,,,,,,
bld_res hot water,refined liquids,fuel water heater,ALL,CH4,,,,,,,,
bld_comm heating,gas,gas furnace,ALL,CH4,,,,,,,,
bld_comm heating,refined liquids,fuel boiler,ALL,CH4,,,,,,,,
bld_comm heating,biomass,biomass boiler,ALL,CH4,,,,,,,,
bld_comm hot water,gas,gas water heater,ALL,CH4,,,,,,,,
bld_comm hot water,refined liquids,fuel water heater,ALL,CH4,,,,,,,,
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20015,,,,,,,,,,,,
,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,,,,,,,
bld_res heating,gas,gas furnace,1990,CH4,0.0061,,,,,,,
bld_res heating,refined liquids,fuel furnace,1990,CH4,0.0139,,,,,,,
bld_res heating,biomass,wood furnace,1990,CH4,0.2915,,,,,,,
bld_res hot water,gas,gas water heater,1990,CH4,0.0061,,,,,,,
bld_res hot water,refined liquids,fuel water heater,1990,CH4,0.0139,,,,,,,
bld_comm heating,gas,gas furnace,1990,CH4,0.0099,,,,,,,
bld_comm heating,refined liquids,fuel boiler,1990,CH4,0.0196,,,,,,,
bld_comm heating,biomass,biomass boiler,1990,CH4,0.2924,,,,,,,
bld_comm hot water,gas,gas water heater,1990,CH4,0.0099,,,,,,,
bld_comm hot water,refined liquids,fuel water heater,1990,CH4,0.0196,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20000,,,,,,,,,,,,
,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,input-driver,,,,,,,
bld_res heating,gas,gas furnace,ALL,N2O,,,,,,,,
bld_res heating,refined liquids,fuel furnace,ALL,N2O,,,,,,,,
bld_res heating,biomass,wood furnace,ALL,N2O,,,,,,,,
bld_res hot water,gas,gas water heater,ALL,N2O,,,,,,,,
bld_res hot water,refined liquids,fuel water heater,ALL,N2O,,,,,,,,
bld_comm heating,gas,gas furnace,ALL,N2O,,,,,,,,
bld_comm heating,refined liquids,fuel boiler,ALL,N2O,,,,,,,,
bld_comm heating,biomass,biomass boiler,ALL,N2O,,,,,,,,
bld_comm hot water,gas,gas water heater,ALL,N2O,,,,,,,,
bld_comm hot water,refined liquids,fuel water heater,ALL,N2O,,,,,,,,
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20015,,,,,,,,,,,,
,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,,,,,,,
bld_res heating,gas,gas furnace,1990,N2O,0.0002,,,,,,,
bld_res heating,refined liquids,fuel furnace,1990,N2O,0.0013,,,,,,,
bld_res heating,biomass,wood furnace,1990,N2O,0.0060,,,,,,,
bld_res hot water,gas,gas water heater,1990,N2O,0.0002,,,,,,,
bld_res hot water,refined liquids,fuel water heater,1990,N2O,0.0013,,,,,,,
bld_comm heating,gas,gas furnace,1990,N2O,0.0003,,,,,,,
bld_comm heating,refined liquids,fuel boiler,1990,N2O,0.0023,,,,,,,
bld_comm heating,biomass,biomass boiler,1990,N2O,0.0060,,,,,,,
bld_comm hot water,gas,gas water heater,1990,N2O,0.0003,,,,,,,
bld_comm hot water,refined liquids,fuel water heater,1990,N2O,0.0023,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20000,,,,,,,,,,,,
,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,input-driver,,,,,,,
bld_res heating,gas,gas furnace,ALL,NOx,,,,,,,,
bld_res heating,refined liquids,fuel furnace,ALL,NOx,,,,,,,,
bld_res heating,biomass,wood furnace,ALL,NOx,,,,,,,,
bld_res hot water,gas,gas water heater,ALL,NOx,,,,,,,,
bld_res hot water,refined liquids,fuel water heater,ALL,NOx,,,,,,,,
bld_comm heating,gas,gas furnace,ALL,NOx,,,,,,,,
bld_comm heating,refined liquids,fuel boiler,ALL,NOx,,,,,,,,
bld_comm heating,biomass,biomass boiler,ALL,NOx,,,,,,,,
bld_comm hot water,gas,gas water heater,ALL,NOx,,,,,,,,
bld_comm hot water,refined liquids,fuel water heater,ALL,NOx,,,,,,,,
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20020,,,,,,,,,,,,
,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,gdp-mid-control,gdp-control-range,final-emiss-coef,,,,
bld_res heating,gas,gas furnace,1990,NOx,0.1205,23,20,0.0482,,,,
bld_res heating,refined liquids,fuel furnace,1990,NOx,0.1205,23,20,0.0482,,,,
bld_res heating,biomass,wood furnace,1990,NOx,0.1460,23,20,0.0584,,,,
bld_res hot water,gas,gas water heater,1990,NOx,0.1205,23,20,0.0482,,,,
bld_res hot water,refined liquids,fuel water heater,1990,NOx,0.1205,23,20,0.0482,,,,
bld_comm heating,gas,gas furnace,1990,NOx,0.2952,23,20,0.1181,,,,
bld_comm heating,refined liquids,fuel boiler,1990,NOx,0.3230,23,20,0.1292,,,,
bld_comm heating,biomass,biomass boiler,1990,NOx,0.9613,23,20,0.3845,,,,
bld_comm hot water,gas,gas water heater,1990,NOx,0.2952,23,20,0.1181,,,,
bld_comm hot water,refined liquids,fuel water heater,1990,NOx,0.3230,23,20,0.1292,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20000,,,,,,,,,,,,
,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,input-driver,,,,,,,
bld_res heating,gas,gas furnace,ALL,CO,,,,,,,,
bld_res heating,refined liquids,fuel furnace,ALL,CO,,,,,,,,
bld_res heating,biomass,wood furnace,ALL,CO,,,,,,,,
bld_res hot water,gas,gas water heater,ALL,CO,,,,,,,,
bld_res hot water,refined liquids,fuel water heater,ALL,CO,,,,,,,,
bld_comm heating,gas,gas furnace,ALL,CO,,,,,,,,
bld_comm heating,refined liquids,fuel boiler,ALL,CO,,,,,,,,
bld_comm heating,biomass,biomass boiler,ALL,CO,,,,,,,,
bld_comm hot water,gas,gas water heater,ALL,CO,,,,,,,,
bld_comm hot water,refined liquids,fuel water heater,ALL,CO,,,,,,,,
,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
20020,,,,,,,,,,,,
,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,gdp-mid-control,gdp-control-range,final-emiss-coef,,,,
bld_res heating,gas,gas furnace,1990,CO,0.1825,23,20,0.0730,,,,
bld_res heating,refined liquids,fuel furnace,1990,CO,0.1825,23,20,0.0730,,,,
bld_res heating,biomass,wood furnace,1990,CO,14.6844,23,20,5.8738,,,,
bld_res hot water,gas,gas water heater,1990,CO,0.1825,23,20,0.0730,,,,
bld_res hot water,refined liquids,fuel water heater,1990,CO,0.1825,23,20,0.0730,,,,
bld_comm heating,gas,gas furnace,1990,CO,0.1386,23,20,0.0555,,,,
bld_comm heating,refined liquids,fuel boiler,1990,CO,0.0972,23,20,0.0389,,,,
bld_comm heating,biomass,biomass boiler,1990,CO,1.9297,23,20,0.7719,,,,
bld_comm hot water,gas,gas water heater,1990,CO,0.1386,23,20,0.0555,,,,
