INPUT DRIVEN EMISSIONS,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,
20000,,,,,,,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,input-driver,,,,,,,,,
boilers general,biomass,biomass conv,ALL,CH4,,,,,,,,,,
boilers general,coal,coal conv,ALL,CH4,,,,,,,,,,
boilers general,gas,gas conv,ALL,CH4,,,,,,,,,,
boilers general,refined liquids,refined liquids conv,ALL,CH4,,,,,,,,,,
boilers general,biomass,biomass cogen,ALL,CH4,,,,,,,,,,
boilers general,coal,coal cogen,ALL,CH4,,,,,,,,,,
boilers general,gas,gas cogen,ALL,CH4,,,,,,,,,,
boilers general,refined liquids,refined liquids cogen,ALL,CH4,,,,,,,,,,
boilers pulp paper and wood,biomass,biomass conv,ALL,CH4,,,,,,,,,,
boilers pulp paper and wood,coal,coal conv,ALL,CH4,,,,,,,,,,
boilers pulp paper and wood,gas,gas conv,ALL,CH4
boilers pulp paper and wood,refined liquids,refined liquids conv,ALL,CH4
boilers pulp paper and wood,biomass,biomass cogen,ALL,CH4
boilers pulp paper and wood,coal,coal cogen,ALL,CH4
boilers pulp paper and wood,gas,gas cogen,ALL,CH4
boilers pulp paper and wood,refined liquids,refined liquids cogen,ALL,CH4
process heat general,biomass,biomass conv,ALL,CH4
process heat general,coal,coal conv,ALL,CH4
process heat general,gas,gas conv,ALL,CH4
process heat general,refined liquids,refined liquids conv,ALL,CH4
process heat general,biomass,biomass cogen,ALL,CH4
process heat general,coal,coal cogen,ALL,CH4
process heat general,gas,gas cogen,ALL,CH4
process heat general,refined liquids,refined liquids cogen,ALL,CH4
process heat primary metals,biomass,biomass conv,ALL,CH4
process heat primary metals,coal,coal conv,ALL,CH4
process heat primary metals,gas,gas conv,ALL,CH4,
process heat primary metals,refined liquids,refined liquids conv,ALL,CH4,
process heat primary metals,biomass,biomass cogen,ALL,CH4,
process heat primary metals,coal,coal cogen,ALL,CH4,
process heat primary metals,gas,gas cogen,ALL,CH4,
process heat primary metals,refined liquids,refined liquids cogen,ALL,CH4,
process heat cement,biomass,biomass,ALL,CH4,
process heat cement,gas,gas,ALL,CH4,
process heat cement,coal,coal,ALL,CH4,
process heat cement,refined liquids,refined liquids,ALL,CH4,

INPUT_TABLE,,,,,
Variable ID,,,,,
20015,,,,,

supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef
boilers general,biomass,biomass conv,1990,CH4,0.0455
boilers general,coal,coal conv,1990,CH4,0.0079
boilers general,gas,gas conv,1990,CH4,0.0098
boilers general,refined liquids,refined liquids conv,1990,CH4,0.0648
boilers general,biomass,biomass cogen,1990,CH4,0.0455
boilers general,coal,coal cogen,1990,CH4,0.0079
boilers general,gas,gas cogen,1990,CH4,0.0098
boilers general,refined liquids,refined liquids cogen,1990,CH4,0.0648
boilers pulp paper and wood,biomass,biomass conv,1990,CH4,0.0455
boilers pulp paper and wood,coal,coal conv,1990,CH4,0.0079
boilers pulp paper and wood,gas,gas conv,1990,CH4,0.0098
boilers pulp paper and wood,refined liquids,refined liquids conv,1990,CH4,0.0648
boilers pulp paper and wood,biomass,biomass cogen,1990,CH4,0.0455
boilers pulp paper and wood,coal,coal cogen,1990,CH4,0.0079
boilers pulp paper and wood,gas,gas cogen,1990,CH4,0.0098
boilers pulp paper and wood,refined liquids,refined liquids cogen,1990,CH4,0.0648
process heat general,biomass,biomass conv,1990,CH4,0.0455
process heat general,coal,coal conv,1990,CH4,0.0079
process heat general,gas,gas conv,1990,CH4,0.0098
process heat general,refined liquids,refined liquids conv,1990,CH4,0.0648
process heat general,biomass,biomass cogen,1990,CH4,0.0455
process heat general,coal,coal cogen,1990,CH4,0.0079
process heat general,gas,gas cogen,1990,CH4,0.0098
process heat general,refined liquids,refined liquids cogen,1990,CH4,0.0648
process heat primary metals,biomass,biomass conv,1990,CH4,0.0455
process heat primary metals,coal,coal conv,1990,CH4,0.0079
process heat primary metals,gas,gas conv,1990,CH4,0.0098
process heat primary metals,refined liquids,refined liquids conv,1990,CH4,0.0648
process heat primary metals,biomass,biomass cogen,1990,CH4,0.0455
process heat primary metals,coal,coal cogen,1990,CH4,0.0079
process heat primary metals,gas,gas cogen,1990,CH4,0.0098
process heat primary metals,refined liquids,refined liquids cogen,1990,CH4,0.0648
process heat cement,biomass,biomass,1990,CH4,0.0455
process heat cement,gas,gas,1990,CH4,0.0098
process heat cement,coal,coal,1990,CH4,0.0079
process heat cement,refined liquids,refined liquids,1990,CH4,0.0648


INPUT_TABLE,,,,,
Variable ID,,,,,
20000,,,,,

supplysector,subsector,technology,period,generic-ghg,input-driver
boilers general,biomass,biomass conv,ALL,N2O,
boilers general,coal,coal conv,ALL,N2O,
boilers general,gas,gas conv,ALL,N2O,
boilers general,refined liquids,refined liquids conv,ALL,N2O,
boilers general,biomass,biomass cogen,ALL,N2O,
boilers general,coal,coal cogen,ALL,N2O
boilers general,gas,gas cogen,ALL,N2O
boilers general,refined liquids,refined liquids cogen,ALL,N2O
boilers pulp paper and wood,biomass,biomass conv,ALL,N2O
boilers pulp paper and wood,coal,coal conv,ALL,N2O
boilers pulp paper and wood,gas,gas conv,ALL,N2O
boilers pulp paper and wood,refined liquids,refined liquids conv,ALL,N2O
boilers pulp paper and wood,biomass,biomass cogen,ALL,N2O
boilers pulp paper and wood,coal,coal cogen,ALL,N2O
boilers pulp paper and wood,gas,gas cogen,ALL,N2O
boilers pulp paper and wood,refined liquids,refined liquids cogen,ALL,N2O
process heat general,biomass,biomass conv,ALL,N2O
process heat general,coal,coal conv,ALL,N2O
process heat general,gas,gas conv,ALL,N2O
process heat general,refined liquids,refined liquids conv,ALL,N2O
process heat general,biomass,biomass cogen,ALL,N2O
process heat general,coal,coal cogen,ALL,N2O
process heat general,gas,gas cogen,ALL,N2O
process heat general,refined liquids,refined liquids cogen,ALL,N2O
process heat primary metals,biomass,biomass conv,ALL,N2O
process heat primary metals,coal,coal conv,ALL,N2O
process heat primary metals,gas,gas conv,ALL,N2O
process heat primary metals,refined liquids,refined liquids conv,ALL,N2O
process heat primary metals,biomass,biomass cogen,ALL,N2O
process heat primary metals,coal,coal cogen,ALL,N2O
process heat primary metals,gas,gas cogen,ALL,N2O
process heat primary metals,refined liquids,refined liquids cogen,ALL,N2O
process heat cement,biomass,biomass,ALL,N2O
process heat cement,gas,gas,ALL,N2O
process heat cement,coal,coal,ALL,N2O
process heat cement,refined liquids,refined liquids,ALL,N2O

INPUT_TABLE,,,,,
Variable ID,,,,,
20015,,,,,

supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef
boilers general,biomass,biomass conv,1990,N2O,0.0111
boilers general,coal,coal conv,1990,N2O,0.0020
