freight,domestic ship,ICE domestic ship,ALL,N2O,
freight,international ship,ICE international ship,ALL,N2O,

INPUT_TABLE,,,,,
Variable ID,,,,,
20000,,,,,

supplysector,subsector,technology,period,generic-ghg,input-driver
recreational offroad,boat,boat,ALL,N2O,
recreational offroad,ohv,ohv,ALL,N2O,
military,military,refined liquids,ALL,N2O,

INPUT_TABLE,,,,,
Variable ID,,,,,
21015,,,,,

supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef
passenger,auto,ICE auto,1990,N2O,0.0029
passenger,light truck,ICE light truck,1990,N2O,0.0029
passenger,bus,ICE bus,1990,N2O,0.0029
passenger,bus,CNG bus,1990,N2O,0.0029
passenger,rail,ICE rail,1990,N2O,0.0007
passenger,passenger air,passenger air,1990,N2O,0.0029
freight,truck,ICE freight truck,1990,N2O,0.0029
freight,rail,ICE freight rail,1990,N2O,0.0007
freight,freight air,freight air,1990,N2O,0.0029
freight,domestic ship,ICE domestic ship,1990,N2O,0.0011
freight,international ship,ICE international ship,1990,N2O,0.0008
,,,,,
INPUT_TABLE,,,,,
Variable ID,,,,,
20015,,,,,

supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef
recreational offroad,boat,boat,1990,N2O,0.0011
recreational offroad,ohv,ohv,1990,N2O,0.0029
military,military,refined liquids,1990,N2O,0.0005


INPUT_TABLE,,,,,
Variable ID,,,,,
21000,,,,,

supplysector,subsector,technology,period,generic-ghg,input-driver
passenger,auto,ICE auto,ALL,NOx
passenger,light truck,ICE light truck,ALL,NOx
passenger,bus,ICE bus,ALL,NOx
passenger,bus,CNG bus,ALL,NOx
passenger,rail,ICE rail,ALL,NOx
passenger,passenger air,passenger air,ALL,NOx
freight,truck,ICE freight truck,ALL,NOx
freight,rail,ICE freight rail,ALL,NOx
freight,freight air,freight air,ALL,NOx
freight,domestic ship,ICE domestic ship,ALL,NOx
freight,international ship,ICE international ship,ALL,NOx

INPUT_TABLE,,,,
Variable ID,,,,
20000,,,,

supplysector,subsector,technology,period,generic-ghg,input-driver,,,
recreational offroad,boat,boat,ALL,NOx,,,,
recreational offroad,ohv,ohv,ALL,NOx,,,,
military,military,refined liquids,ALL,NOx,,,,

INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
21020,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,gdp-mid-control,gdp-control-range,final-emiss-coef
passenger,auto,ICE auto,1990,NOx,0.4144,28,25,0.0622
passenger,light truck,ICE light truck,1990,NOx,0.3373,28,25,0.0506
passenger,bus,ICE bus,1990,NOx,1.6843,28,25,0.2526
passenger,bus,CNG bus,1990,NOx,1.6843,28,25,0.2526
passenger,rail,ICE rail,1990,NOx,2.9452,28,25,0.4418
passenger,passenger air,passenger air,1990,NOx,0.4320,40,25,0.1080
freight,truck,ICE freight truck,1990,NOx,1.6843,28,25,0.2526
freight,rail,ICE freight rail,1990,NOx,2.0636,35,25,0.5159
freight,freight air,freight air,1990,NOx,0.4320,40,25,0.1080
freight,domestic ship,ICE domestic ship,1990,NOx,3.3137,40,25,0.8284
freight,international ship,ICE international ship,1990,NOx,4.4800,40,25,1.1200
,,,,,,,,
INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
20020,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,gdp-mid-control,gdp-control-range,final-emiss-coef
recreational offroad,boat,boat,1990,NOx,0.2503,40,25,0.0626
recreational offroad,ohv,ohv,1990,NOx,0.3483,40,25,0.0871
military,military,refined liquids,1990,NOx,0.4320,40,25,0.1080


INPUT_TABLE,,,,,
Variable ID,,,,,
21000,,,,,

supplysector,subsector,technology,period,generic-ghg,input-driver
passenger,auto,ICE auto,ALL,CO,
passenger,light truck,ICE light truck,ALL,CO,
passenger,bus,ICE bus,ALL,CO,
passenger,bus,CNG bus,ALL,CO,
passenger,rail,ICE rail,ALL,CO,
passenger,passenger air,passenger air,ALL,CO,
freight,truck,ICE freight truck,ALL,CO,
freight,rail,ICE freight rail,ALL,CO,
freight,freight air,freight air,ALL,CO,
freight,domestic ship,ICE domestic ship,ALL,CO,
freight,international ship,ICE international ship,ALL,CO,

INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
20000,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,input-driver,,,
recreational offroad,boat,boat,ALL,CO,,,,
recreational offroad,ohv,ohv,ALL,CO,,,,
military,military,refined liquids,ALL,CO,,,,

INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
21020,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,gdp-mid-control,gdp-control-range,final-emiss-coef
passenger,auto,ICE auto,1990,CO,8.6580,27,12,0.4329
passenger,light truck,ICE light truck,1990,CO,8.4180,27,12,0.4209
passenger,bus,ICE bus,1990,CO,2.1750,27,15,0.1088
passenger,bus,CNG bus,1990,CO,2.1750,27,15,0.1088
passenger,rail,ICE rail,1990,CO,0.3136,27,25,0.0627
passenger,passenger air,passenger air,1990,CO,0.4477,27,25,0.0895
freight,truck,ICE freight truck,1990,CO,2.2867,27,10,0.1143
freight,rail,ICE freight rail,1990,CO,0.3136,27,25,0.0627
freight,freight air,freight air,1990,CO,0.4477,27,25,0.0895
freight,domestic ship,ICE domestic ship,1990,CO,0.6503,27,25,0.2276
freight,international ship,ICE international ship,1990,CO,0.3734,27,25,0.1867
,,,,,,,,
INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
20020,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,gdp-mid-control,gdp-control-range,final-emiss-coef
recreational offroad,boat,boat,1990,CO,14.2947,27,25,3.5737
recreational offroad,ohv,ohv,1990,CO,52.8960,27,25,13.2240
military,military,refined liquids,1990,CO,0.4280,27,25,0.1070


INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
21000,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,input-driver,,,
passenger,auto,ICE auto,ALL,NMVOC,,,,
passenger,light truck,ICE light truck,ALL,NMVOC,,,,
passenger,bus,ICE bus,ALL,NMVOC,,,,
passenger,bus,CNG bus,ALL,NMVOC,,,,
passenger,rail,ICE rail,ALL,NMVOC,,,,
passenger,passenger air,passenger air,ALL,NMVOC,,,,
freight,truck,ICE freight truck,ALL,NMVOC,
freight,rail,ICE freight rail,ALL,NMVOC,
freight,freight air,freight air,ALL,NMVOC,
freight,domestic ship,ICE domestic ship,ALL,NMVOC,
freight,international ship,ICE international ship,ALL,NMVOC,

INPUT_TABLE,,,,,
Variable ID,,,,,
20000,,,,,

supplysector,subsector,technology,period,generic-ghg,input-driver
recreational offroad,boat,boat,ALL,NMVOC,
recreational offroad,ohv,ohv,ALL,NMVOC,
military,military,refined liquids,ALL,NMVOC,

INPUT_TABLE,,,,,
Variable ID,,,,,,,,
21020,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,gdp-mid-control,gdp-control-range,final-emiss-coef
passenger,auto,ICE auto,1990,NMVOC,0.9910,22,12,0.1982
passenger,light truck,ICE light truck,1990,NMVOC,0.8627,22,12,0.1725
passenger,bus,ICE bus,1990,NMVOC,0.1823,26,15,0.0456
passenger,bus,CNG bus,1990,NMVOC,0.1823,26,15,0.0456
passenger,rail,ICE rail,1990,NMVOC,0.1109,26,25,0.0277
passenger,passenger air,passenger air,1990,NMVOC,0.0850,40,25,0.0425
freight,truck,ICE freight truck,1990,NMVOC,0.3734,22,10,0.0747
freight,rail,ICE freight rail,1990,NMVOC,0.0736,35,25,0.0258
freight,freight air,freight air,1990,NMVOC,0.0850,40,25,0.0425
freight,domestic ship,ICE domestic ship,1990,NMVOC,0.0977,40,25,0.0342
freight,international ship,ICE international ship,1990,NMVOC,0.7145,40,25,0.3572
,,,,,,,,
INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
20020,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,gdp-mid-control,gdp-control-range,final-emiss-coef
recreational offroad,boat,boat,1990,NMVOC,3.2486,40,25,0.8122
recreational offroad,ohv,ohv,1990,NMVOC,2.9436,40,25,0.7359
military,military,refined liquids,1990,NMVOC,0.0874,40,25,0.0219


INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
21000,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,input-driver,,,
passenger,auto,ICE auto,ALL,SO2_1,,,,
passenger,light truck,ICE light truck,ALL,SO2_1,
passenger,bus,ICE bus,ALL,SO2_1,
passenger,rail,ICE rail,ALL,SO2_1,
passenger,passenger air,passenger air,ALL,SO2_1,
freight,truck,ICE freight truck,ALL,SO2_1,
freight,rail,ICE freight rail,ALL,SO2_1,
freight,freight air,freight air,ALL,SO2_1,
freight,domestic ship,ICE domestic ship,ALL,SO2_1,
freight,international ship,ICE international ship,ALL,SO2_1,

INPUT_TABLE,,,,,
Variable ID,,,,,
20000,,,,,

supplysector,subsector,technology,period,generic-ghg,input-driver
recreational offroad,boat,boat,ALL,SO2_1,
recreational offroad,ohv,ohv,ALL,SO2_1,,,,
military,military,refined liquids,ALL,SO2_1,,,,

INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
21020,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,gdp-mid-control,gdp-control-range,final-emiss-coef
passenger,auto,ICE auto,1990,SO2_1,0.0115,40,25,0.0029
passenger,light truck,ICE light truck,1990,SO2_1,0.0103,40,25,0.0026
passenger,bus,ICE bus,1990,SO2_1,0.0199,40,25,0.0050
passenger,rail,ICE rail,1990,SO2_1,0.1032,40,25,0.0258
passenger,passenger air,passenger air,1990,SO2_1,0.0335,40,25,0.0084
freight,truck,ICE freight truck,1990,SO2_1,0.0199,40,25,0.0050
freight,rail,ICE freight rail,1990,SO2_1,0.1032,40,25,0.0258
freight,freight air,freight air,1990,SO2_1,0.0335,40,25,0.0084
freight,domestic ship,ICE domestic ship,1990,SO2_1,0.5278,40,25,0.1320
freight,international ship,ICE international ship,1990,SO2_1,2.7796,40,25,0.6949
,,,,,,,,
INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
20020,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,gdp-mid-control,gdp-control-range,final-emiss-coef
recreational offroad,boat,boat,1990,SO2_1,0.3225,40,25,0.0806
recreational offroad,ohv,ohv,1990,SO2_1,0.3225,40,25,0.0806
military,military,refined liquids,1990,SO2_1,0.0335,40,25,0.0084


INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
21000,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,input-driver
passenger,auto,ICE auto,ALL,BC,
passenger,light truck,ICE light truck,ALL,BC,
passenger,bus,ICE bus,ALL,BC,
passenger,rail,ICE rail,ALL,BC,
passenger,passenger air,passenger air,ALL,BC,
freight,truck,ICE freight truck,ALL,BC,
freight,rail,ICE freight rail,ALL,BC,
freight,freight air,freight air,ALL,BC,
freight,domestic ship,ICE domestic ship,ALL,BC,
freight,international ship,ICE international ship,ALL,BC,

INPUT_TABLE,,,,,
Variable ID,,,,,
20000,,,,,

supplysector,subsector,technology,period,generic-ghg,input-driver,,,
recreational offroad,boat,boat,ALL,BC,,,,
recreational offroad,ohv,ohv,ALL,BC,,,,
military,military,refined liquids,ALL,BC,,,,

INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
21020,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,gdp-mid-control,gdp-control-range,final-emiss-coef
passenger,auto,ICE auto,1990,BC,0.0109,35,20,0.0055
passenger,light truck,ICE light truck,1990,BC,0.0109,35,20,0.0055
passenger,bus,ICE bus,1990,BC,0.0109,35,20,0.0055
passenger,rail,ICE rail,1990,BC,0.0200,35,20,0.0100
passenger,passenger air,passenger air,1990,BC,0.0008,35,20,0.0004
freight,truck,ICE freight truck,1990,BC,0.0109,35,20,0.0055
freight,rail,ICE freight rail,1990,BC,0.0200,35,20,0.0100
freight,freight air,freight air,1990,BC,0.0008,35,20,0.0004
freight,domestic ship,ICE domestic ship,1990,BC,0.0019,35,20,0.0009
freight,international ship,ICE international ship,1990,BC,0.0331,35,20,0.0166
,,,,,,,,
INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
20020,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,gdp-mid-control,gdp-control-range,final-emiss-coef
recreational offroad,boat,boat,1990,BC,0.0019,35,20,0.0009
recreational offroad,ohv,ohv,1990,BC,0.0032,35,20,0.0016
military,military,refined liquids,1990,BC,0.0008,35,20,0.0004


INPUT_TABLE,,,,,
Variable ID,,,,,
21000,,,,,

supplysector,subsector,technology,period,generic-ghg,input-driver
passenger,auto,ICE auto,ALL,OC,
passenger,light truck,ICE light truck,ALL,OC,
passenger,bus,ICE bus,ALL,OC,
passenger,rail,ICE rail,ALL,OC,
passenger,passenger air,passenger air,ALL,OC,
freight,truck,ICE freight truck,ALL,OC,
freight,rail,ICE freight rail,ALL,OC,
freight,freight air,freight air,ALL,OC,
freight,domestic ship,ICE domestic ship,ALL,OC,
freight,international ship,ICE international ship,ALL,OC,

INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
20000,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,input-driver,,,
recreational offroad,boat,boat,ALL,OC,,,,
recreational offroad,ohv,ohv,ALL,OC,,,,
military,military,refined liquids,ALL,OC,,,,

INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
21020,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,gdp-mid-control,gdp-control-range,final-emiss-coef
passenger,auto,ICE auto,1990,OC,0.0065,35,20,0.0033
passenger,light truck,ICE light truck,1990,OC,0.0065,35,20,0.0033
passenger,bus,ICE bus,1990,OC,0.0065,35,20,0.0033
passenger,rail,ICE rail,1990,OC,0.0476,35,20,0.0238
passenger,passenger air,passenger air,1990,OC,0.0000,35,20,0.0000
freight,truck,ICE freight truck,1990,OC,0.0065,35,20,0.0033
freight,rail,ICE freight rail,1990,OC,0.0476,35,20,0.0238
freight,freight air,freight air,1990,OC,0.0000,35,20,0.0000
freight,domestic ship,ICE domestic ship,1990,OC,0.0008,35,20,0.0004
freight,international ship,ICE international ship,1990,OC,0.0352,35,20,0.0176
,,,,,,,,
INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
20020,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,gdp-mid-control,gdp-control-range,final-emiss-coef
recreational offroad,boat,boat,1990,OC,0.0008,35,20,0.0004
recreational offroad,ohv,ohv,1990,OC,0.0008,35,20,0.0004
military,military,refined liquids,1990,OC,0.0000,35,20,0.0000


INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
21000,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,input-driver,,,
passenger,auto,ICE auto,ALL,NH3,,,,
passenger,light truck,ICE light truck,ALL,NH3,,,,
freight,truck,ICE freight truck,ALL,NH3,,,,

INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
21020,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,uncontrolled-emiss-coef,gdp-mid-control,gdp-control-range,final-emiss-coef,,,,,,
passenger,auto,ICE auto,1990,NH3,0.027611984,25,15,0.013805992,,,,,,
passenger,light truck,ICE light truck,1990,NH3,0.018067299,25,15,0.009033649,,,,,,
freight,truck,ICE freight truck,1990,NH3,0.004329337,25,15,0.002164669,,,,,,
,,,,,,,,,,,,,,
OUTPUT DRIVEN EMISSIONS,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,
21001,,,,,,,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,output-driver,,,,,,,,,
passenger,auto,ICE auto,ALL,HFC134a,,,,,,,,,,
passenger,light truck,ICE light truck,ALL,HFC134a,,,,,,,,,,
passenger,bus,ICE bus,ALL,HFC134a,,,,,,,,,,
passenger,bus,CNG bus,ALL,HFC134a,,,,,,,,,,
passenger,bus,electric bus,ALL,HFC134a,,,,,,,,,,
passenger,rail,ICE rail,ALL,HFC134a,,,,,,,,
passenger,rail,electric rail,ALL,HFC134a,,,,,,,,
passenger,passenger air,passenger air,ALL,HFC134a,,,,,,,,
freight,truck,ICE freight truck,ALL,HFC134a,,,,,,,,

INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
21005,,,,,,,,,,,,
,,,,emissions-unit,,,,,,,,
supplysector,subsector,technology,generic-ghg,1975,1990,2005,2020,2035,2050,2065,2080,2095
passenger,auto,ICE auto,HFC134a,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg
passenger,light truck,ICE light truck,HFC134a,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg
passenger,bus,ICE bus,HFC134a,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg
passenger,bus,CNG bus,HFC134a,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg
passenger,bus,electric bus,HFC134a,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg
passenger,rail,ICE rail,HFC134a,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg
passenger,rail,electric rail,HFC134a,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg
passenger,passenger air,passenger air,HFC134a,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg
freight,truck,ICE freight truck,HFC134a,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg,Gg

INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
21010,,,,,,,,,,,,

supplysector,subsector,technology,period,generic-ghg,input-emissions,,,,,,,
passenger,auto,ICE auto,1990,HFC134a,0,,,,,,,
passenger,light truck,ICE light truck,1990,HFC134a,0,,,,,,,
passenger,bus,ICE bus,1990,HFC134a,0,,,,,,,
passenger,bus,CNG bus,1990,HFC134a,0,,,,,,,
passenger,bus,electric bus,1990,HFC134a,0,,,,,,,
passenger,rail,ICE rail,1990,HFC134a,0,,,,,,,
passenger,rail,electric rail,1990,HFC134a,0,,,,,,,
passenger,passenger air,passenger air,1990,HFC134a,0
freight,truck,ICE freight truck,1990,HFC134a,0
passenger,auto,ICE auto,2005,HFC134a,12.5019
passenger,light truck,ICE light truck,2005,HFC134a,6.7841
passenger,bus,ICE bus,2005,HFC134a,0.0474
passenger,bus,CNG bus,2005,HFC134a,0.0015
passenger,bus,electric bus,2005,HFC134a,0.0002
passenger,rail,ICE rail,2005,HFC134a,0.0026
passenger,rail,electric rail,2005,HFC134a,0.0065
passenger,passenger air,passenger air,2005,HFC134a,0.0476
freight,truck,ICE freight truck,2005,HFC134a,1.5658
passenger,auto,ICE auto,2020,HFC134a,9.3945
passenger,light truck,ICE light truck,2020,HFC134a,5.0979
passenger,bus,ICE bus,2020,HFC134a,0.0356
passenger,bus,CNG bus,2020,HFC134a,0.0011
passenger,bus,electric bus,2020,HFC134a,0.0001
passenger,rail,ICE rail,2020,HFC134a,0.0019,,,,
passenger,rail,electric rail,2020,HFC134a,0.0049,,,,
passenger,passenger air,passenger air,2020,HFC134a,0.0358,,,,
freight,truck,ICE freight truck,2020,HFC134a,1.1766,,,,

INPUT_TABLE,,,,,,,,,
Variable ID,,,,,,,,,
21070,,,,,,,,,
,,,,,reduction,,,,
supplysector,subsector,technology,period,generic-ghg,0,15,30,45,60
passenger,auto,ICE auto,2020,HFC134a,0.038,0.077,0.077,0.077,0.077
passenger,light truck,ICE light truck,2020,HFC134a,0.038,0.077,0.077,0.077,0.077
passenger,bus,ICE bus,2020,HFC134a,0.038,0.077,0.077,0.077,0.077
passenger,bus,CNG bus,2020,HFC134a,0.038,0.077,0.077,0.077,0.077
passenger,bus,electric bus,2020,HFC134a,0.038,0.077,0.077,0.077,0.077
passenger,rail,ICE rail,2020,HFC134a,0.038,0.077,0.077,0.077,0.077
passenger,rail,electric rail,2020,HFC134a,0.038,0.077,0.077,0.077,0.077
passenger,passenger air,passenger air,2020,HFC134a,0.038,0.077,0.077,0.077,0.077
freight,truck,ICE freight truck,2020,HFC134a,0.038,0.077,0.077,0.077,0.077
