# File: population_weighted_CDD_HadCM3_A2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Title: HadCM3 A2 Cooling Degree Days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Units: Fahrenheit Degree Days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description: Cooling Degree Days by Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Reference: Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099
Russia,316.1285855,317.1542124,318.3995659,319.8581119,321.523465,323.3893878,325.4497913,327.6987344,330.1304247,332.7392176,335.5196169,338.4662748,341.5739913,344.837715,348.2525426,351.8137188,355.5166371,359.3568386,363.330013,367.4319981,371.6587801,376.0064929,380.4714194,385.0499901,389.738784,394.5345282,399.4340981,404.4345174,409.5329579,414.7267398,420.0133312,425.3903486,430.8555571,436.4068693,442.0423467,447.7601984,453.5587822,459.4366042,465.3923181,471.4247264,477.5327798,483.7155769,489.9723646,496.3025383,502.7056415,509.181366,515.7295511,522.3501856,529.0434055,535.8094956,542.6488885,549.5621652,556.5500551,563.6134357,570.7533325,577.9709197,585.2675194,592.6446017,600.1037856,607.6468377,615.275673,622.992355,630.799095,638.698253,646.6923366,654.7840023,662.9760544,671.2714454,679.6732764,688.1847964,696.8094025,705.5506406,714.4122041,723.3979352,732.5118242,741.7580093,751.1407773,760.6645631,770.3339498,780.1536686,790.1285992,800.2637694,810.5643551,821.0356808,831.6832187,842.5125896,853.5295623,864.7400541,876.1501303,887.7660045,899.5940384,911.6407423,923.9127743,936.4169409,949.1601968,962.1496449,975.3925366,988.8962711,1002.668396,1016.716607,1031.048749,1045.672813,1060.596941,1075.82942,1091.378688,1107.253331,1123.462081,1140.01382,1156.917578,1174.182533,1191.818012,1209.833489,1228.238587,1247.043076,1266.256876,1285.890055,1305.952828,1326.455559,1347.408761,1368.823093,1390.709363,1413.07853,1435.941698,1459.31012,1483.195197,1507.60848,1532.561666,1558.066602,1584.135281
Canada,269.3539917,270.3344132,271.3987338,272.5472838,273.7804237,275.0985443,276.5020669,277.9914427,279.5671535,281.2297113,282.9796584,284.8175672,286.7440407,288.759712,290.8652444,293.0613318,295.3486981,297.7280976,300.2003148,302.7661646,305.4264922,308.1821729,311.0341126,313.9832471,317.0305429,320.1769964,323.4236345,326.7715144,330.2217236,333.7753797,337.4336308,341.1976551,345.0686614,349.0478883,353.1366052,357.3361114,361.6477367,366.072841,370.6128149,375.2690787,380.0430835,384.9363103,389.9502707,395.0865063,400.3465893,405.7321219,411.2447368,416.8860969,422.6578952,428.5618554,434.5997311,440.7733065,447.0843958,453.5348436,460.1265249,466.8613449,473.741239,480.768173,487.9441429,495.2711752,502.7513264,510.3866834,518.1793636,526.1315142,534.2453132,542.5229685,550.9667186,559.5788321,568.3616079,577.3173752,586.4484935,595.7573526,605.2463726,614.9180039,624.7747271,634.819053,645.0535231,655.4807087,666.1032117,676.9236641,687.9447284,699.1690971,710.5994933,722.2386701,734.0894111,746.1545302,758.4368713,770.9393088,783.6647476,796.6161224,809.7963986,823.2085716,836.8556674,850.7407419,864.8668817,879.2372033,893.8548538,908.7230103,923.8448805,939.2237022,954.8627434,970.7653027,986.9347086,1003.37432,1020.087527,1037.077748,1054.348433,1071.903063,1089.745147,1107.878227,1126.305874,1145.031688,1164.059302,1183.392377,1203.034606,1222.98971,1243.261442,1263.853587,1284.769956,1306.014393,1327.590772,1349.502998,1371.755005,1394.350757,1417.29425,1440.589508,1464.240588,1488.251575,1512.626586
United States,1271.357925,1272.792116,1274.699422,1277.065679,1279.87701,1283.119825,1286.780819,1290.846977,1295.305569,1300.144154,1305.350576,1310.912967,1316.819745,1323.059617,1329.621574,1336.494898,1343.669155,1351.134199,1358.880171,1366.897498,1375.176897,1383.709367,1392.4862,1401.49897,1410.739541,1420.200063,1429.872973,1439.750994,1449.827139,1460.094705,1470.547277,1481.178728,1491.983217,1502.955189,1514.089379,1525.380806,1536.824777,1548.416888,1560.153019,1572.029339,1584.042302,1596.188652,1608.465417,1620.869915,1633.399748,1646.052807,1658.827269,1671.7216,1684.734549,1697.865157,1711.112748,1724.476935,1737.957618,1751.554982,1765.269503,1779.10194,1793.053341,1807.125041,1821.318662,1835.636111,1850.079585,1864.651568,1879.354827,1894.192421,1909.167692,1924.284273,1939.54608,1954.957319,1970.522481,1986.246346,2002.133978,2018.190732,2034.422247,2050.834451,2067.433556,2084.226065,2101.218765,2118.418731,2135.833326,2153.470197,2171.337283,2189.442805,2207.795275,2226.403488,2245.276529,2264.42377,2283.854869,2303.57977,2323.608707,2343.952198,2364.62105,2385.626356,2406.979497,2428.69214,2450.776238,2473.244035,2496.108058,2519.381122,2543.076329,2567.207071,2591.787023,2616.830148,2642.350697,2668.363208,2694.882505,2721.923699,2749.50219,2777.633664,2806.334092,2835.619734,2865.507137,2896.013135,2927.154849,2958.949686,2991.415342,3024.569797,3058.43132,3093.018469,3128.350084,3164.445297,3201.323524,3239.004469,3277.508123,3316.854764,3357.064957,3398.159553,3440.159693,3483.086801,3526.962592
China,1574.791781,1575.431325,1576.302075,1577.402479,1578.731022,1580.28623,1582.066667,1584.070939,1586.297691,1588.745609,1591.413417,1594.299881,1597.403806,1600.724036,1604.259457,1608.008993,1611.971609,1616.146309,1620.532137,1625.12818,1629.93356,1634.947442,1640.169031,1645.59757,1651.232344,1657.072677,1663.117932,1669.367514,1675.820866,1682.477472,1689.336856,1696.398581,1703.662251,1711.127509,1718.794039,1726.661564,1734.729847,1742.998692,1751.467941,1760.137478,1769.007224,1778.077145,1787.347241,1796.817556,1806.488172,1816.359213,1826.43084,1836.703256,1847.176703,1857.851464,1868.727861,1879.806256,1891.08705,1902.570687,1914.257648,1926.148454,1938.243668,1950.543892,1963.049766,1975.761973,1988.681234,2001.80831,2015.144003,2028.689154,2042.444644,2056.411394,2070.590366,2084.98256,2099.589017,2114.410819,2129.449085,2144.704977,2160.179695,2175.87448,2191.790612,2207.929412,2224.292239,2240.880495,2257.695619,2274.739092,2292.012433,2309.517202,2327.255,2345.227466,2363.43628,2381.883162,2400.56987,2419.498206,2438.670008,2458.087155,2477.751567,2497.665203,2517.830063,2538.248185,2558.921648,2579.852572,2601.043114,2622.495475,2644.211893,2666.194646,2688.446053,2710.968473,2733.764303,2756.835983,2780.18599,2803.816844,2827.731101,2851.93136,2876.42026,2901.200477,2926.27473,2951.645777,2977.316415,3003.289483,3029.567857,3056.154454,3083.052234,3110.264192,3137.793366,3165.642834,3193.815712,3222.315158,3251.144368,3280.30658,3309.805069,3339.643154,3369.824191,3400.351576,3431.228746
Brazil,2593.751699,2602.096516,2609.970145,2617.409738,2624.451785,2631.132116,2637.485897,2643.547631,2649.351159,2654.929661,2660.315654,2665.540991,2670.636864,2675.633804,2680.561677,2685.449688,2690.32638,2695.219633,2700.156665,2705.16403,2710.267623,2715.492674,2720.863751,2726.40476,2732.138945,2738.088886,2744.276504,2750.723055,2757.449132,2764.474667,2771.818931,2779.50053,2787.537409,2795.94685,2804.745473,2813.949236,2823.573434,2833.632701,2844.141006,2855.111658,2866.557303,2878.489924,2890.920843,2903.860719,2917.319546,2931.306661,2945.830734,2960.899775,2976.52113,2992.701486,3009.446862,3026.76262,3044.653458,3063.12341,3082.175848,3101.813485,3122.038367,3142.851881,3164.254749,3186.247033,3208.828133,3231.996782,3255.751057,3280.088368,3305.005464,3330.498433,3356.562699,3383.193024,3410.383508,3438.127588,3466.41804,3495.246975,3524.605845,3554.485438,3584.875878,3615.76663,3647.146494,3679.003608,3711.32545,3744.098832,3777.309907,3810.944163,3844.986427,3879.420863,3914.230974,3949.399599,3984.908916,4020.740439,4056.875021,4093.292852,4129.97346,4166.89571,4204.037807,4241.37729,4278.891038,4316.555267,4354.345531,4392.23672,4430.203064,4468.218131,4506.254823,4544.285383,4582.28139,4620.213762,4658.052753,4695.767956,4733.328301,4770.702056,4807.856826,4844.759554,4881.37652,4917.673344,4953.614981,4989.165724,5024.289205,5058.948393,5093.105594,5126.722452,5159.759949,5192.178405,5223.937477,5254.996159,5285.312784,5314.845021,5343.549878,5371.383701,5398.302173,5424.260313,5449.212481
Australia,971.7227548,974.967726,978.0993652,981.1295149,984.0698138,986.9316961,989.7263924,992.4649294,995.1581302,997.8166131,1000.450794,1003.070882,1005.686887,1008.30861,1010.945651,1013.607406,1016.303066,1019.041619,1021.831848,1024.682333,1027.601449,1030.59737,1033.678063,1036.851291,1040.124616,1043.505394,1047.000777,1050.617713,1054.362947,1058.24302,1062.264268,1066.432825,1070.754619,1075.235375,1079.880615,1084.695655,1089.68561,1094.855387,1100.209694,1105.753031,1111.489696,1117.423782,1123.559181,1129.899577,1136.448452,1143.209085,1150.18455,1157.377717,1164.791253,1172.42762,1180.289077,1188.377677,1196.695273,1205.24351,1214.023832,1223.037478,1232.285483,1241.768677,1251.487689,1261.442942,1271.634655,1282.062843,1292.727319,1303.62769,1314.763359,1326.133528,1337.737191,1349.573141,1361.639966,1373.93605,1386.459574,1399.208514,1412.180642,1425.373528,1438.784536,1452.410827,1466.249357,1480.29688,1494.549945,1509.004897,1523.657876,1538.504822,1553.541466,1568.763339,1584.165766,1599.743868,1615.492565,1631.406568,1647.48039,1663.708334,1680.084505,1696.602799,1713.256912,1730.040333,1746.94635,1763.968044,1781.098295,1798.329777,1815.654961,1833.066114,1850.5553,1868.114377,1885.735001,1903.408622,1921.126489,1938.879644,1956.658928,1974.454976,1992.25822,2010.058888,2027.847003,2045.612386,2063.344653,2081.033216,2098.667284,2116.23586,2133.727745,2151.131537,2168.435627,2185.628204,2202.697254,2219.630556,2236.415689,2253.040025,2269.490734,2285.75478,2301.818926,2317.669728,2333.293541
India,5002.995211,5003.124919,5003.513399,5004.169755,5005.10288,5006.321451,5007.833931,5009.648567,5011.773392,5014.216224,5016.984668,5020.086111,5023.52773,5027.316482,5031.459113,5035.962152,5040.831916,5046.074506,5051.695807,5057.70149,5064.097012,5070.887616,5078.078328,5085.673962,5093.679114,5102.098169,5110.935295,5120.194445,5129.879359,5139.99356,5150.54036,5161.522852,5172.943918,5184.806222,5197.112216,5209.864135,5223.064003,5236.713624,5250.814592,5265.368284,5280.375863,5295.838276,5311.756257,5328.130325,5344.960783,5362.247722,5379.991015,5398.190322,5416.845089,5435.954546,5455.517709,5475.533378,5496.000142,5516.91637,5538.28022,5560.089634,5582.342341,5605.035852,5628.167466,5651.734267,5675.733123,5700.160689,5725.013404,5750.287493,5775.978965,5802.083616,5828.597027,5855.514564,5882.831378,5910.542405,5938.642368,5967.125773,5995.986913,6025.219866,6054.818494,6084.776447,6115.087158,6145.743846,6176.739515,6208.066954,6239.718739,6271.687231,6303.964573,6336.542698,6369.413321,6402.567943,6435.997852,6469.69412,6503.647603,6537.848945,6572.288573,6606.9567,6641.843326,6676.938234,6712.230993,6747.710957,6783.367267,6819.188846,6855.164407,6891.282444,6927.531239,6963.898857,7000.37315,7036.941755,7073.592095,7110.311377,7147.086593,7183.904521,7220.751726,7257.614555,7294.479144,7331.33141,7368.157059,7404.94158,7441.67025,7478.328128,7514.90006,7551.370677,7587.724396,7623.945418,7660.017731,7695.925107,7731.651104,7767.179064,7802.492115,7837.573172,7872.404933,7906.969883,7941.25029
Argentina,1240.450585,1241.655961,1242.734833,1243.706949,1244.59164,1245.407815,1246.173967,1246.908169,1247.628076,1248.350924,1249.09353,1249.872291,1250.703189,1251.601785,1252.583219,1253.662216,1254.853081,1256.169699,1257.625538,1259.233647,1261.006656,1262.956775,1265.095797,1267.435095,1269.985626,1272.757924,1275.762108,1279.007875,1282.504508,1286.260865,1290.285391,1294.586109,1299.170623,1304.046122,1309.219371,1314.696721,1320.484101,1326.587022,1333.010579,1339.759444,1346.837873,1354.249702,1361.998349,1370.086814,1378.517677,1387.293099,1396.414824,1405.884175,1415.702058,1425.86896,1436.384949,1447.249674,1458.462365,1470.021835,1481.926476,1494.174263,1506.762751,1519.689079,1532.949962,1546.541702,1560.460178,1574.700853,1589.25877,1604.128554,1619.30441,1634.780125,1650.549069,1666.604189,1682.938018,1699.542667,1716.40983,1733.530782,1750.896378,1768.497055,1786.322833,1804.363312,1822.607671,1841.044673,1859.662663,1878.449565,1897.392884,1916.479709,1935.696708,1955.030131,1974.46581,1993.989156,2013.585164,2033.238409,2052.933046,2072.652814,2092.381031,2112.100597,2131.793995,2151.443286,2171.030114,2190.535705,2209.940865,2229.225982,2248.371025,2267.355544,2286.158671,2304.759118,2323.13518,2341.264732,2359.125231,2376.693714,2393.946801,2410.860693,2427.41117,2443.573596,2459.322916,2474.633654,2489.479918,2503.835395,2517.673356,2530.96665,2543.68771,2555.808549,2567.30076,2578.135521,2588.283587,2597.715298,2606.400572,2614.308911,2621.409396,2627.67069,2633.06104,2637.54827,2641.099787
Kazakhstan,681.8362747,684.3858758,687.2053921,690.2845273,693.6132445,697.1817643,700.9805652,705.0003843,709.2322167,713.6673154,718.2971917,723.1136153,728.1086136,733.2744724,738.6037354,744.0892045,749.7239401,755.5012603,761.4147413,767.4582177,773.6257821,779.9117853,786.3108365,792.8178019,799.4278073,806.136236,812.938729,819.8311861,826.8097651,833.8708815,841.0112094,848.2276809,855.517486,862.8780733,870.3071491,877.802678,885.362883,892.9862444,900.6715016,908.4176516,916.2239497,924.089909,932.0153016,940.0001565,948.0447618,956.1496634,964.3156654,972.5438297,980.835477,989.1921854,997.6157914,1006.10839,1014.672334,1023.310234,1032.024959,1040.819637,1049.697653,1058.66265,1067.71853,1076.869453,1086.119837,1095.474357,1104.937947,1114.515801,1124.213368,1134.036357,1143.990735,1154.082726,1164.318813,1174.705738,1185.250499,1195.960354,1206.842818,1217.905665,1229.156927,1240.604893,1252.258112,1264.125389,1276.215789,1288.538634,1301.103505,1313.92024,1326.998936,1340.349947,1353.983888,1367.911629,1382.144299,1396.693286,1411.570235,1426.787051,1442.355894,1458.289185,1474.599602,1491.300081,1508.403815,1525.92426,1543.875123,1562.270375,1581.124241,1600.451208,1620.266018,1640.583672,1661.41943,1682.78881,1704.707586,1727.191793,1750.257723,1773.921925,1798.201209,1823.112639,1848.673541,1874.901498,1901.814349,1929.430194,1957.76739,1986.844551,2016.680551,2047.294522,2078.705852,2110.93419,2143.999442,2177.92177,2212.721598,2248.419604,2285.036728,2322.594166,2361.113373,2400.61606,2441.1242
Sudan,6496.325095,6511.959417,6527.190293,6542.04429,6556.547567,6570.725877,6584.604567,6598.208578,6611.562445,6624.690297,6637.615856,6650.362439,6662.952956,6675.409912,6687.755404,6700.011125,6712.198361,6724.337992,6736.45049,6748.555925,6760.673956,6772.82384,6785.024426,6797.294157,6809.65107,6822.112795,6834.696559,6847.419178,6860.297066,6873.346229,6886.582268,6900.020376,6913.675342,6927.561548,6941.692969,6956.083175,6970.74533,6985.692191,7000.93611,7016.489031,7032.362495,7048.567633,7065.115173,7082.015436,7099.278336,7116.913382,7134.929677,7153.335915,7172.140389,7191.350982,7210.975171,7231.020028,7251.49222,7272.398006,7293.74324,7315.533368,7337.773433,7360.468068,7383.621504,7407.237563,7431.319662,7455.870811,7480.893616,7506.390274,7532.362578,7558.811914,7585.739262,7613.145197,7641.029885,7669.39309,7698.234165,7727.552062,7757.345322,7787.612085,7818.35008,7849.556632,7881.228661,7913.36268,7945.954795,7979.000707,8012.495709,8046.434691,8080.812135,8115.622117,8150.858306,8186.513967,8222.581957,8259.054729,8295.924327,8333.18239,8370.820153,8408.828443,8447.19768,8485.917879,8524.978649,8564.369193,8604.078308,8644.094384,8684.405404,8724.998948,8765.862189,8806.98189,8848.344413,8889.935711,8931.741333,8973.746418,9015.935703,9058.293518,9100.803784,9143.450021,9186.215337,9229.082439,9272.033624,9315.050786,9358.11541,9401.208578,9444.310964,9487.402835,9530.464054,9573.474076,9616.411951,9659.256324,9701.985431,9744.577104,9787.008769,9829.257443,9871.299741,9913.111871,9954.66963
