# File: population_weighted_HDD_HadCM3_B1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Title: HadCM3 B1 Heating Degree Days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Units: Fahrenheit Degree Days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description: Heating Degree Days by Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Reference: Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099
Russia,9626.081397,9611.101852,9595.722908,9579.96643,9563.853847,9547.406155,9530.643918,9513.587261,9496.255881,9478.669034,9460.845547,9442.803812,9424.561786,9406.13699,9387.546515,9368.807015,9349.934711,9330.945389,9311.854402,9292.676667,9273.426669,9254.118459,9234.76565,9215.381426,9195.978534,9176.569288,9157.165566,9137.778813,9118.420042,9099.099829,9079.828315,9060.615212,9041.469791,9022.400895,9003.416929,8984.525865,8965.735242,8947.052163,8928.483298,8910.034883,8891.712718,8873.522172,8855.468177,8837.555233,8819.787404,8802.168322,8784.701182,8767.388748,8750.233347,8733.236875,8716.400791,8699.726121,8683.213457,8666.862957,8650.674344,8634.646908,8618.779505,8603.070555,8587.518045,8572.119529,8556.872125,8541.772518,8526.816959,8512.001264,8497.320814,8482.770559,8468.345012,8454.038254,8439.84393,8425.755251,8411.764995,8397.865506,8384.048692,8370.30603,8356.628559,8343.006886,8329.431185,8315.891194,8302.376217,8288.875125,8275.376353,8261.867904,8248.337346,8234.771812,8221.158003,8207.482183,8193.730184,8179.887403,8165.938804,8151.868915,8137.661831,8123.301214,8108.770288,8094.051848,8079.128251,8063.981421,8048.592849,8032.943591,8017.014267,8000.785067,7984.235743,7967.345615,7950.093567,7932.458053,7914.417087,7895.948254,7877.028701,7857.635144,7837.743863,7817.330704,7796.37108,7774.839968,7752.711913,7729.961024,7706.560977,7682.485014,7657.705942,7632.196133,7605.927529,7578.871633,7550.999516,7522.281815,7492.688733,7462.190038,7430.755065,7398.352713,7364.95145,7330.519306,7295.02388
Canada,8400.436353,8394.766861,8388.52651,8381.73162,8374.398306,8366.542481,8358.179857,8349.325943,8339.996044,8330.205265,8319.968508,8309.300472,8298.215653,8286.728346,8274.852643,8262.602435,8249.991407,8237.033046,8223.740634,8210.12725,8196.205773,8181.988879,8167.48904,8152.718527,8137.689408,8122.41355,8106.902615,8091.168065,8075.221159,8059.072952,8042.7343,8026.215854,8009.528062,7992.681172,7975.685228,7958.550073,7941.285346,7923.900485,7906.404723,7888.807095,7871.11643,7853.341356,7835.490298,7817.57148,7799.592922,7781.562443,7763.487658,7745.375981,7727.234622,7709.070592,7690.890696,7672.701538,7654.50952,7636.320841,7618.141499,7599.977286,7581.833796,7563.716419,7545.630341,7527.580547,7509.571821,7491.608742,7473.695689,7455.836836,7438.036157,7420.297422,7402.624199,7385.019856,7367.487554,7350.030256,7332.650719,7315.351502,7298.134956,7281.003235,7263.958287,7247.001859,7230.135495,7213.360539,7196.678129,7180.089202,7163.594495,7147.194539,7130.889664,7114.679999,7098.565469,7082.545797,7066.620503,7050.788906,7035.050122,7019.403064,7003.846443,6988.378769,6972.998347,6957.703282,6942.491476,6927.360626,6912.308231,6897.331585,6882.42778,6867.593706,6852.826049,6838.121296,6823.475728,6808.885426,6794.346268,6779.853928,6765.403881,6750.991396,6736.611543,6722.259186,6707.92899,6693.615416,6679.312722,6665.014964,6650.715998,6636.409474,6622.088842,6607.747348,6593.378038,6578.973752,6564.527132,6550.030614,6535.476433,6520.856621,6506.16301,6491.387226,6476.520696,6461.554642,6446.480085
United States,4519.476685,4516.66826,4513.398381,4509.679031,4505.52207,4500.939236,4495.942146,4490.542294,4484.751051,4478.579668,4472.039271,4465.140866,4457.895337,4450.313445,4442.405828,4434.183005,4425.655368,4416.833192,4407.726626,4398.345698,4388.700316,4378.800263,4368.655201,4358.27467,4347.668087,4336.844748,4325.813826,4314.584373,4303.165317,4291.565466,4279.793504,4267.857994,4255.767377,4243.52997,4231.153971,4218.647453,4206.018368,4193.274546,4180.423695,4167.4734,4154.431124,4141.30421,4128.099875,4114.825218,4101.487212,4088.092712,4074.648446,4061.161024,4047.636931,4034.082533,4020.504071,4006.907665,3993.299312,3979.684889,3966.070148,3952.460722,3938.862118,3925.279725,3911.718807,3898.184507,3884.681845,3871.215721,3857.79091,3844.412066,3831.083722,3817.810287,3804.59605,3791.445175,3778.361707,3765.349567,3752.412554,3739.554345,3726.778495,3714.088437,3701.487481,3688.978816,3676.565509,3664.250504,3652.036622,3639.926564,3627.922908,3616.028109,3604.244501,3592.574295,3581.01958,3569.582325,3558.264373,3547.067447,3535.993149,3525.042956,3514.218226,3503.520192,3492.949967,3482.50854,3472.19678,3462.015433,3451.965121,3442.046347,3432.259489,3422.604806,3413.082431,3403.692378,3394.434538,3385.308678,3376.314447,3367.451367,3358.718842,3350.116151,3341.642452,3333.296781,3325.078052,3316.985056,3309.016463,3301.170819,3293.44655,3285.841959,3278.355227,3270.984412,3263.727451,3256.582158,3249.546225,3242.617223,3235.792599,3229.06968,3222.445669,3215.917648,3209.482575,3203.137289,3196.878505
China,4412.67758,4407.351149,4401.918872,4396.381711,4390.740635,4384.996622,4379.150658,4373.203733,4367.156849,4361.011011,4354.767233,4348.426539,4341.989956,4335.458521,4328.833277,4322.115277,4315.305579,4308.405249,4301.41536,4294.336992,4287.171235,4279.919183,4272.58194,4265.160615,4257.656327,4250.070201,4242.403368,4234.65697,4226.832152,4218.93007,4210.951886,4202.898769,4194.771896,4186.572451,4178.301625,4169.960618,4161.550636,4153.072892,4144.528607,4135.919011,4127.245338,4118.508832,4109.710744,4100.852332,4091.934861,4082.959604,4073.92784,4064.840858,4055.699953,4046.506426,4037.261588,4027.966755,4018.623253,4009.232412,3999.795572,3990.31408,3980.789289,3971.222562,3961.615266,3951.968779,3942.284483,3932.563769,3922.808037,3913.018691,3903.197144,3893.344817,3883.463138,3873.553543,3863.617473,3853.656379,3843.671718,3833.664954,3823.637561,3813.591018,3803.526811,3793.446435,3783.351391,3773.243189,3763.123345,3752.993384,3742.854835,3732.709238,3722.558139,3712.403091,3702.245655,3692.0874,3681.9299,3671.774738,3661.623506,3651.4778,3641.339226,3631.209396,3621.08993,3610.982456,3600.888607,3590.810027,3580.748364,3570.705274,3560.682424,3550.681482,3540.70413,3530.752053,3520.826945,3510.930506,3501.064446,3491.23048,3481.430332,3471.665731,3461.938417,3452.250134,3442.602635,3432.997681,3423.437039,3413.922484,3404.455798,3395.038771,3385.6732,3376.36089,3367.103652,3357.903305,3348.761677,3339.680601,3330.661919,3321.70748,3312.819139,3303.99876,3295.248214,3286.56938,3277.964143
Brazil,317.9338502,315.673168,313.4669021,311.312409,309.2070955,307.1484192,305.133888,303.1610602,301.2275447,299.331001,297.4691388,295.6397184,293.8405507,292.069497,290.3244691,288.6034291,286.9043898,285.2254146,283.5646171,281.9201614,280.2902622,278.6731847,277.0672446,275.470808,273.8822914,272.300162,270.7229373,269.1491854,267.5775247,266.0066244,264.435204,262.8620334,261.285933,259.7057739,258.1204775,256.5290156,254.9304108,253.3237357,251.7081139,250.0827192,248.4467759,246.7995588,245.1403932,243.4686549,241.7837702,240.0852158,238.3725188,236.6452571,234.9030589,233.1456027,231.3726178,229.5838838,227.7792308,225.9585394,224.1217408,222.2688164,220.3997984,218.5147693,216.6138621,214.6972602,212.7651978,210.8179592,208.8558795,206.879344,204.8887886,202.8846999,200.8676146,198.83812,196.7968542,194.7445054,192.6818123,190.6095644,188.5286013,186.4398135,184.3441415,182.2425766,180.1361605,178.0259855,175.9131942,173.7989798,171.6845859,169.5713066,167.4604865,165.3535209,163.251855,161.1569852,159.0704579,156.9938701,154.9288693,152.8771535,150.8404713,148.8206215,146.8194535,144.8388674,142.8808135,140.9472926,139.0403563,137.1621062,135.3146947,133.5003247,131.7212495,129.9797728,128.2782489,126.6190826,125.0047291,123.437694,121.9205336,120.4558546,119.0463142,117.6946198,116.4035298,115.1758527,114.0144477,112.9222242,111.9021423,110.9572126,110.0904961,109.3051043,108.6041993,107.9909934,107.4687496,107.0407814,106.7104527,106.4811779,106.3564219,106.3397,106.4345781,106.6446726,106.9736502
Australia,2142.272913,2136.893772,2131.503302,2126.098486,2120.67641,2115.234265,2109.769343,2104.27904,2098.760856,2093.212396,2087.631365,2082.015574,2076.362938,2070.671473,2064.9393,2059.164644,2053.345831,2047.481294,2041.569566,2035.609287,2029.599197,2023.538142,2017.425069,2011.259032,2005.039185,1998.764788,1992.435202,1986.049893,1979.608432,1973.11049,1966.555843,1959.944372,1953.27606,1946.550993,1939.769361,1932.931458,1926.037681,1919.08853,1912.084609,1905.026626,1897.915391,1890.75182,1883.536928,1876.271839,1868.957777,1861.596069,1854.188148,1846.735548,1839.239909,1831.702971,1824.126582,1816.512689,1808.863346,1801.180708,1793.467034,1785.724688,1777.956136,1770.163947,1762.350794,1754.519456,1746.67281,1738.813842,1730.945639,1723.07139,1715.194391,1707.318038,1699.445832,1691.581378,1683.728384,1675.890661,1668.072125,1660.276792,1652.508786,1644.77233,1637.071755,1629.411492,1621.796077,1614.230148,1606.718449,1599.265826,1591.877227,1584.557706,1577.312419,1570.146627,1563.065692,1556.075081,1549.180365,1542.387217,1535.701415,1529.128839,1522.675473,1516.347405,1510.150826,1504.092031,1498.177417,1492.413486,1486.806844,1481.364197,1476.092359,1470.998244,1466.088872,1461.371364,1456.852946,1452.540948,1448.442802,1444.566044,1440.918315,1437.507356,1434.341014,1431.42724,1428.774086,1426.389711,1424.282373,1422.460438,1420.932371,1419.706745,1418.792233,1418.197613,1417.931766,1418.003677,1418.422433,1419.197228,1420.337354,1421.852212,1423.751302,1426.044231,1428.740707,1431.850543,1435.383654
India,345.125677,345.079928,344.9614099,344.771815,344.5128227,344.1860995,343.7932988,343.3360612,342.8160142,342.2347724,341.5939376,340.8950985,340.1398308,339.3296975,338.4662482,337.5510201,336.5855371,335.5713101,334.5098373,333.4026039,332.2510819,331.0567307,329.8209965,328.5453127,327.2310995,325.8797645,324.4927021,323.071294,321.6169085,320.1309015,318.6146155,317.0693803,315.4965126,313.8973164,312.2730825,310.6250889,308.9546004,307.2628692,305.5511342,303.8206218,302.072545,300.3081041,298.5284863,296.7348661,294.9284047,293.1102506,291.2815394,289.4433934,287.5969224,285.743223,283.8833787,282.0184605,280.149526,278.2776201,276.4037747,274.5290086,272.654328,270.7807259,268.9091822,267.0406642,265.1761261,263.316509,261.4627413,259.6157383,257.7764024,255.945623,254.1242766,252.3132268,250.5133242,248.7254063,246.9502978,245.1888106,243.4417433,241.7098819,239.9939992,238.2948552,236.6131968,234.949758,233.3052601,231.680411,230.0759061,228.4924274,226.9306444,225.3912134,223.8747777,222.3819678,220.9134012,219.4696824,218.0514031,216.6591418,215.2934642,213.9549231,212.6440583,211.3613965,210.1074518,208.8827251,207.6877043,206.5228644,205.3886676,204.2855631,203.2139869,202.1743624,201.1670998,200.1925965,199.2512368,198.3433923,197.4694213,196.6296695,195.8244695,195.0541408,194.3189902,193.6193114,192.9553853,192.3274795,191.7358492,191.1807361,190.6623693,190.1809648,189.7367257,189.3298423,188.9604915,188.6288378,188.3350324,188.0792136,187.8615068,187.6820245,187.5408662,187.4381184,187.3738548
Argentina,2126.947997,2121.371203,2115.914608,2110.572055,2105.337494,2100.204989,2095.168712,2090.222945,2085.362081,2080.580624,2075.873186,2071.234491,2066.659373,2062.142777,2057.679757,2053.265476,2048.895211,2044.564347,2040.268378,2036.002911,2031.763661,2027.546455,2023.347229,2019.16203,2014.987014,2010.81845,2006.652714,2002.486294,1998.315788,1994.137905,1989.949462,1985.74739,1981.528725,1977.290619,1973.03033,1968.745228,1964.432794,1960.090617,1955.716397,1951.307947,1946.863187,1942.380148,1937.856971,1933.291909,1928.683324,1924.029687,1919.329582,1914.581702,1909.784848,1904.937936,1900.039988,1895.090139,1890.087631,1885.031821,1879.922172,1874.758259,1869.539767,1864.266493,1858.93834,1853.555327,1848.117577,1842.625329,1837.078928,1831.478832,1825.825608,1820.119932,1814.362594,1808.55449,1802.69663,1796.790131,1790.836222,1784.836242,1778.791641,1772.703978,1766.574922,1760.406254,1754.199864,1747.957752,1741.68203,1735.374917,1729.038746,1722.675959,1716.289106,1709.88085,1703.453962,1697.011327,1690.555936,1684.090893,1677.619411,1671.144813,1664.670533,1658.200116,1651.737216,1645.285596,1638.849134,1632.431812,1626.037727,1619.671084,1613.3362,1607.0375,1600.77952,1594.566909,1588.404421,1582.296924,1576.249397,1570.266926,1564.354709,1558.518055,1552.762382,1547.093219,1541.516204,1536.037088,1530.661728,1525.396096,1520.246271,1515.218443,1510.318912,1505.554091,1500.930498,1496.454767,1492.133637,1487.973962,1483.982702,1480.166931,1476.533831,1473.090694,1469.844924,1466.804033,1463.975647
Kazakhstan,8688.947445,8671.268118,8653.661068,8636.129084,8618.67483,8601.30084,8584.009522,8566.803158,8549.6839,8532.653776,8515.714683,8498.868394,8482.116553,8465.460677,8448.902156,8432.442253,8416.082102,8399.822711,8383.664962,8367.609608,8351.657274,8335.80846,8320.063537,8304.422749,8288.886214,8273.453921,8258.125733,8242.901384,8227.780484,8212.762511,8197.846819,8183.032636,8168.319058,8153.705058,8139.18948,8124.771041,8110.448331,8096.219811,8082.083816,8068.038556,8054.082109,8040.21243,8026.427344,8012.724549,7999.101618,7985.555995,7972.084995,7958.685809,7945.355498,7932.090999,7918.889118,7905.746536,7892.659806,7879.625353,7866.639478,7853.698349,7840.798013,7827.934384,7815.103254,7802.300283,7789.521007,7776.760833,7764.015042,7751.278787,7738.547093,7725.814859,7713.076856,7700.327728,7687.561991,7674.774035,7661.958122,7649.108387,7636.218837,7623.283353,7610.295686,7597.249464,7584.138183,7570.955216,7557.693807,7544.347071,7530.907998,7517.369449,7503.72416,7489.964739,7476.083664,7462.073289,7447.925839,7433.633413,7419.187982,7404.581389,7389.805351,7374.851456,7359.711168,7344.37582,7328.836619,7313.084646,7297.110853,7280.906066,7264.460984,7247.766176,7230.812086,7213.589032,7196.087201,7178.296656,7160.207331,7141.809033,7123.091442,7104.044111,7084.656466,7064.917803,7044.817295,7024.343984,7003.486788,6982.234493,6960.575764,6938.499133,6915.993008,6893.045668,6869.645267,6845.77983,6821.437254,6796.60531,6771.271641,6745.423765,6719.049069,6692.134815,6664.668138,6636.636044,6608.025413
Sudan,16.81948366,16.67338085,16.5327533,16.39736963,16.2670023,16.14142772,16.02042613,15.9037817,15.79128247,15.68272035,15.57789117,15.47659463,15.37863431,15.2838177,15.19195616,15.10286494,15.01636317,14.93227389,14.850424,14.77064431,14.6927695,14.61663815,14.54209273,14.46897958,14.39714893,14.32645492,14.25675556,14.18791273,14.11979224,14.05226375,13.98520083,13.91848092,13.85198536,13.78559937,13.71921206,13.65271643,13.58600936,13.51899163,13.4515679,13.3836467,13.31514049,13.24596557,13.17604215,13.10529434,13.03365012,12.96104135,12.8874038,12.8126771,12.7368048,12.65973431,12.58141694,12.50180788,12.42086622,12.33855493,12.25484085,12.16969474,12.08309123,11.99500883,11.90542995,11.81434089,11.72173182,11.62759681,11.53193381,11.43474468,11.33603513,11.23581479,11.13409716,11.03089963,10.92624348,10.82015388,10.71265987,10.60379441,10.49359432,10.38210031,10.26935699,10.15541284,10.04032025,9.92413548,9.806918679,9.68873389,9.569649035,9.449735933,9.329070287,9.20773168,9.085803588,8.963373378,8.840532299,8.717375485,8.594001972,8.470514659,8.347020354,8.223629746,8.100457399,7.977621788,7.855245254,7.733454032,7.612378251,7.49215192,7.372912936,7.254803086,7.137968041,7.022557363,6.908724501,6.796626787,6.686425445,6.578285586,6.472376202,6.368870179,6.267944295,6.169779197,6.074559444,5.982473457,5.893713566,5.808475977,5.726960776,5.649371962,5.575917393,5.506808832,5.442261922,5.38249619,5.327735065,5.278205845,5.234139728,5.195771794,5.16334101,5.137090237,5.117266216,5.104119572,5.097904828
Algeria,2427.793606,2426.337516,2424.596431,2422.578506,2420.291779,2417.74417,2414.943481,2411.8974,2408.613494,2405.099214,2401.361895,2397.408752,2393.246886,2388.883278,2384.324792,2379.578177,2374.650062,2369.54696,2364.275266,2358.84126,2353.2511,2347.510832,2341.626382,2335.603557,2329.448051,2323.165437,2316.761173,2310.240598,2303.608935,2296.871289,2290.032648,2283.097882,2276.071745,2268.958873,2261.763784,2254.49088,2247.144446,2239.728647,2232.247533,2224.705037,2217.104973,2209.451039,2201.746815,2193.995765,2186.201233,2178.366449,2170.494524,2162.588451,2154.651106,2146.68525,2138.693523,2130.678451,2122.642441,2114.587783,2106.51665,2098.431096,2090.333061,2082.224365,2074.106711,2065.981686,2057.850758,2049.71528,2041.576485,2033.435491,2025.293297,2017.150786,2009.008723,2000.867756,1992.728415,1984.591113,1976.456147,1968.323695,1960.193819,1952.066461,1943.94145,1935.818495,1927.697187,1919.577002,1911.457297,1903.337313,1895.216172,1887.09288,1878.966325,1870.835279,1862.698394,1854.554209,1846.401141,1838.237493,1830.061448,1821.871076,1813.664324,1805.439027,1797.192899,1788.923539,1780.628426,1772.304926,1763.950283,1755.561627,1747.135969,1738.670204,1730.161109,1721.605342,1712.999447,1704.339849,1695.622855,1686.844656,1678.001325,1669.088818,1660.102973,1651.039512,1641.894039,1632.662041,1623.338886,1613.919827,1604.399999,1594.774419,1585.037987,1575.185487,1565.211583,1555.110825,1544.877642,1534.50635,1523.991144,1513.326103,1502.505189,1491.522247,1480.371003,1469.045069,1457.537935
Congo DRC,90.07475275,89.44114709,88.79625287,88.1403782,87.47383021,86.79691508,86.10993804,85.41320332,84.70701424,83.99167311,83.26748131,82.53473924,81.79374636,81.04480113,80.2882011,79.52424281,78.75322186,77.97543289,77.19116958,76.40072463,75.6043898,74.80245588,73.99521269,73.18294911,72.36595302,71.54451138,70.71891016,69.88943438,69.05636811,68.21999442,67.38059546,66.5384524,65.69384543,64.84705382,63.99835585,63.14802884,62.29634914,61.44359217,60.59003235,59.73594317,58.88159713,58.0272658,57.17321975,56.31972863,55.46706109,54.61548484,53.76526662,52.91667222,52.06996645,51.22541318,50.38327529,49.54381472,48.70729244,47.87396847,47.04410185,46.21795067,45.39577205,44.57782215,43.76435618,42.95562838,42.15189202,41.35339941,40.56040192,39.77314993,38.99189288,38.21687922,37.44835648,36.68657118,35.93176892,35.18419432,34.44409103,33.71170175,32.98726822,32.27103121,31.56323053,30.86410503,30.1738926,29.49283016,28.82115369,28.15909817,27.50689766,26.86478523,26.232993,25.61175212,25.00129279,24.40184423,23.81363472,23.23689157,22.67184111,22.11870874,21.57771888,21.04909498,20.53305955,20.02983412,19.53963926,19.0626946,18.59921878,18.14942948,17.71354344,17.29177643,16.88434325,16.49145773,16.11333276,15.75018026,15.40221118,15.06963552,14.75266231,14.45149962,14.16635457,13.89743329,13.64494097,13.40908185,13.19005917,12.98807524,12.80333139,12.63602801,12.48636451,12.35453933,12.24074998,12.14519297,12.06806388,12.00955732,11.96986691,11.94918536,11.94770437,11.9656147,12.00310615,12.06036756,12.13758679
Indonesia,0.007801323,0.004075235,0.000595342,-0.002624319,-0.00557035,-0.008229988,-0.010591111,-0.012642233,-0.014372506,-0.015771721,-0.016830304,-0.017539324,-0.017890482,-0.017876122,-0.017489221,-0.016723399,-0.01557291,-0.014032647,-0.012098141,-0.009765561,-0.007031713,-0.003894043,-0.000350633,0.003599798,0.00795789,0.012723647,0.017896437,0.023474987,0.029457387,0.03584109,0.042622911,0.049799025,0.057364974,0.065315657,0.073645336,0.082347639,0.091415552,0.100841424,0.110616969,0.120733258,0.131180728,0.141949178,0.153027768,0.16440502,0.176068818,0.188006409,0.200204403,0.212648769,0.225324841,0.238217315,0.251310246,0.264587056,0.278030525,0.291622798,0.305345379,0.319179138,0.333104304,0.347100469,0.361146589,0.375220978,0.389301317,0.403364646,0.417387367,0.431345246,0.445213411,0.45896635,0.472577915,0.486021319,0.49926914,0.512293312,0.525065138,0.53755528,0.549733761,0.561569968,0.573032649,0.584089917,0.594709242,0.60485746,0.614500768,0.623604726,0.632134254,0.640053637,0.647326519,0.653915909,0.659784177,0.664893054,0.669203635,0.672676376,0.675271095,0.676946974,0.677662554,0.677375741,0.676043801,0.673623364,0.670070421,0.665340326,0.659387793,0.6521669,0.643631088,0.633733158,0.622425274,0.609658962,0.595385111,0.579553972,0.562115156,0.543017638,0.522209757,0.499639209,0.475253057,0.448997723,0.420818994,0.390662016,0.3584713,0.324190717,0.287763501,0.249132248,0.208238916,0.165024826,0.11943066,0.071396463,0.020861642,-0.032235036,-0.087955437,-0.14636207,-0.20751808,-0.271487248,-0.338333995,-0.40812338,-0.480921098
Mexico,1436.149927,1432.25075,1428.119905,1423.764569,1419.191831,1414.408692,1409.422064,1404.238772,1398.865551,1393.30905,1387.575827,1381.672354,1375.605013,1369.380098,1363.003816,1356.482284,1349.821533,1343.027502,1336.106045,1329.062926,1321.903822,1314.634321,1307.259922,1299.786036,1292.217986,1284.561008,1276.820247,1269.000762,1261.107522,1253.145408,1245.119215,1237.033646,1228.893319,1220.702761,1212.466413,1204.188625,1195.873662,1187.525698,1179.14882,1170.747026,1162.324227,1153.884244,1145.43081,1136.967571,1128.498084,1120.025817,1111.55415,1103.086376,1094.625697,1086.175229,1077.737999,1069.316947,1060.914921,1052.534684,1044.178911,1035.850185,1027.551006,1019.28378,1011.05083,1002.854386,994.6965935,986.5795075,978.5050954,970.4752361,962.4917202,954.5562502,946.6704401,938.8358157,931.0538144,923.3257853,915.6529892,908.0365987,900.4776979,892.9772828,885.536261,878.1554516,870.8355858,863.5773062,856.381167,849.2476344,842.1770862,835.1698117,828.226012,821.3458001,814.5292004,807.776149,801.0864939,794.4599947,787.8963227,781.3950607,774.9557036,768.5776576,762.2602407,756.0026828,749.8041252,743.6636211,737.5801352,731.5525441,725.579636,719.6601107,713.79258,707.9755668,702.2075064,696.4867453,690.8115418,685.1800661,679.5903998,674.0405364,668.528381,663.0517504,657.608373,652.1958892,646.8118507,641.4537212,636.1188759,630.8046017,625.5080974,620.2264732,614.9567512,609.6958651,604.4406604,599.1878941,593.9342351,588.6762638,583.4104725,578.133265,572.8409569,567.5297754,562.1958595
Saudi Arabia,385.9687112,385.3472405,384.6062861,383.7499929,382.7824478,381.70768,380.5296606,379.2523034,377.8794639,376.4149402,374.8624725,373.225743,371.5083763,369.7139392,367.8459407,365.907832,363.9030064,361.8347995,359.7064892,357.5212955,355.2823804,352.9928486,350.6557466,348.2740632,345.8507295,343.3886187,340.8905462,338.3592698,335.7974892,333.2078466,330.5929262,327.9552545,325.2973002,322.6214741,319.9301294,317.2255614,314.5100076,311.7856476,309.0546035,306.3189393,303.5806614,300.8417183,298.1040008,295.3693418,292.6395165,289.9162421,287.2011784,284.4959272,281.8020322,279.1209798,276.4541984,273.8030584,271.1688729,268.5528967,265.9563271,263.3803035,260.8259075,258.294163,255.7860361,253.3024349,250.8442099,248.4121538,246.0070015,243.62943,241.2800585,238.9594487,236.6681041,234.4064707,232.1749366,229.9738321,227.8034297,225.6639441,223.5555322,221.4782932,219.4322685,217.4174416,215.4337381,213.4810262,211.5591159,209.6677595,207.8066518,205.9754295,204.1736715,202.400899,200.6565756,198.9401067,197.2508402,195.588066,193.9510165,192.338866,190.7507312,189.1856709,187.6426862,186.1207204,184.6186588,183.1353292,181.6695014,180.2198875,178.7851418,177.3638609,175.9545832,174.5557899,173.165904,171.7832908,170.4062578,169.0330548,167.6618737,166.2908486,164.9180559,163.5415142,162.1591841,160.7689687,159.3687131,157.9562047,156.5291731,155.08529,153.6221695,152.1373678,150.6283833,149.0926565,147.5275704,145.9304499,144.2985623,142.6291169,140.9192655,139.1661018,137.3666621,135.5179244,133.6168092
