# File: population_weighted_CDD_CCSM3x_B1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Title: CCSM3 B1 Cooling Degree Days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Units: Fahrenheit Degree Days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description: Cooling Degree Days by Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Reference: Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099
Russia,306.6122438,307.8238317,309.348144,311.1732061,313.2872058,315.6784926,318.3355782,321.2471361,324.402002,327.7891735,331.39781,335.2172334,339.2369272,343.4465369,347.8358704,352.3948969,357.1137483,361.982718,366.9922619,372.1329972,377.3957039,382.7713233,388.2509592,393.8258771,399.4875044,405.2274312,411.0374088,416.9093506,422.8353326,428.8075922,434.8185289,440.8607044,446.9268424,453.0098283,459.1027098,465.1986964,471.2911601,477.3736339,483.4398137,489.483557,495.4988836,501.4799748,507.4211743,513.3169878,519.1620828,524.9512888,530.6795975,536.3421626,541.9342994,547.4514858,552.8893611,558.243727,563.5105472,568.6859471,573.7662144,578.7477986,583.6273114,588.4015262,593.0673789,597.6219667,602.0625495,606.3865486,610.5915478,614.6752927,618.6356907,622.4708114,626.1788865,629.7583094,633.207636,636.5255835,639.7110317,642.763022,645.6807582,648.4636058,651.1110922,653.6229072,655.9989024,658.2390911,660.3436491,662.3129138,664.147385,665.847724,667.4147546,668.8494623,670.1529946,671.326661,672.3719334,673.2904451,674.0839916,674.7545306,675.3041818,675.7352265,676.0501084,676.2514329,676.3419679,676.3246427,676.2025488,675.9789401,675.6572318,675.2410017,674.7339892,674.1400959,673.4633855,672.7080833,671.8785771,670.9794164,670.0153127,668.9911394,667.9119325,666.7828891,665.6093691,664.3968936,663.1511468,661.8779737,660.5833821,659.2735415,657.9547835,656.6336016,655.3166514,654.0107503,652.722878,651.460176,650.2299478,649.0396592,647.8969373,646.809572,645.785515,644.8328792,643.9599407
Canada,256.8437539,258.5074759,260.3940623,262.4942173,264.7987815,267.2987313,269.9851793,272.8493743,275.8827012,279.0766807,282.4229701,285.9133625,289.539787,293.2943092,297.1691305,301.1565885,305.2491569,309.4394455,313.7202003,318.0843032,322.5247725,327.0347622,331.607563,336.236601,340.9154392,345.637776,350.3974462,355.1884208,360.0048067,364.8408471,369.6909212,374.5495445,379.4113681,384.2711799,389.1239034,393.9645984,398.7884608,403.5908225,408.3671518,413.1130528,417.8242656,422.496667,427.1262693,431.7092214,436.2418076,440.7204492,445.1417029,449.5022621,453.7989555,458.0287488,462.1887433,466.2761766,470.2884219,474.2229896,478.077525,481.8498104,485.5377635,489.1394388,492.6530264,496.0768529,499.4093805,502.6492079,505.79507,508.8458374,511.8005171,514.6582522,517.4183219,520.0801411,522.6432617,525.1073707,527.472292,529.7379851,531.9045459,533.9722063,535.9413344,537.8124342,539.5861459,541.263246,542.8446468,544.331397,545.7246812,547.0258203,548.236271,549.3576263,550.3916156,551.3401037,552.2050923,552.9887188,553.6932563,554.321115,554.8748403,555.3571143,555.770755,556.1187162,556.4040883,556.6300976,556.8001065,556.9176134,556.9862532,557.0097964,556.9921501,556.9373569,556.8495962,556.733183,556.5925686,556.4323404,556.257222,556.0720729,555.881889,555.6918017,555.5070795,555.3331261,555.1754817,555.0398226,554.9319613,554.857846,554.8235614,554.8353284,554.8995036,555.02258,555.2111866,555.4720885,555.8121871,556.2385197,556.7582595,557.3787164,558.1073359,558.9516999,559.9195261
United States,1264.536838,1267.331003,1270.705687,1274.634722,1279.092358,1284.053265,1289.492529,1295.385657,1301.708572,1308.437617,1315.549552,1323.021555,1330.831225,1338.956576,1347.376044,1356.068479,1365.013152,1374.189753,1383.578388,1393.159582,1402.91428,1412.823844,1422.870054,1433.03511,1443.301626,1453.652641,1464.071607,1474.542396,1485.049299,1495.577024,1506.110698,1516.635868,1527.138495,1537.604963,1548.022072,1558.377041,1568.657506,1578.851522,1588.947564,1598.934523,1608.801709,1618.538852,1628.136097,1637.584011,1646.873577,1655.996196,1664.94369,1673.708295,1682.28267,1690.65989,1698.833447,1706.797254,1714.545641,1722.073356,1729.375566,1736.447857,1743.286231,1749.887111,1756.247336,1762.364165,1768.235275,1773.858761,1779.233135,1784.35733,1789.230697,1793.853002,1798.224432,1802.345594,1806.21751,1809.841621,1813.219788,1816.354289,1819.247821,1821.903498,1824.324853,1826.515839,1828.480825,1830.224599,1831.752369,1833.069758,1834.18281,1835.097986,1835.822167,1836.36265,1836.727152,1836.923808,1836.961171,1836.848212,1836.594321,1836.209306,1835.703394,1835.087229,1834.371874,1833.568812,1832.68994,1831.747578,1830.754463,1829.723747,1828.669005,1827.604228,1826.543825,1825.502625,1824.495873,1823.539235,1822.648793,1821.841049,1821.132921,1820.541749,1820.085288,1819.781713,1819.649616,1819.70801,1819.976323,1820.474403,1821.222517,1822.241348,1823.552,1825.175994,1827.135269,1829.452184,1832.149513,1835.250453,1838.778614,1842.758029,1847.213147,1852.168836,1857.650381,1863.683487,1870.294276
China,1556.651206,1558.824565,1561.460316,1564.540338,1568.04677,1571.962013,1576.268727,1580.949831,1585.988506,1591.368193,1597.072592,1603.085664,1609.39163,1615.974972,1622.820432,1629.91301,1637.237969,1644.780831,1652.527378,1660.463653,1668.575958,1676.850857,1685.275172,1693.835986,1702.520644,1711.316749,1720.212164,1729.195015,1738.253684,1747.376817,1756.553318,1765.772352,1775.023344,1784.295979,1793.580204,1802.866222,1812.144501,1821.405766,1830.641004,1839.841461,1848.998643,1858.104318,1867.150512,1876.129512,1885.033866,1893.856383,1902.590128,1911.228431,1919.764879,1928.193322,1936.507867,1944.702883,1952.772999,1960.713105,1968.518349,1976.184142,1983.706153,1991.080313,1998.30281,2005.370096,2012.278881,2019.026135,2025.609091,2032.025238,2038.272329,2044.348374,2050.251646,2055.980676,2061.534256,2066.91144,2072.111538,2077.134124,2081.979032,2086.646353,2091.136441,2095.449911,2099.587634,2103.550746,2107.34064,2110.95897,2114.407652,2117.688859,2120.805027,2123.75885,2126.553285,2129.191545,2131.677107,2134.013707,2136.205341,2138.256265,2140.170995,2141.954308,2143.611241,2145.147091,2146.567415,2147.87803,2149.085014,2150.194705,2151.213701,2152.14886,2153.007301,2153.796401,2154.5238,2155.197396,2155.82535,2156.416079,2156.978264,2157.520845,2158.053022,2158.584253,2159.124261,2159.683026,2160.270787,2160.898047,2161.575566,2162.314365,2163.125727,2164.021192,2165.012563,2166.111902,2167.331531,2168.684033,2170.18225,2171.839285,2173.668501,2175.683522,2177.898231,2180.326771,2182.983548
Brazil,2564.526197,2576.718772,2588.860425,2600.949479,2612.984291,2624.963244,2636.884758,2648.747281,2660.549294,2672.289308,2683.965867,2695.577546,2707.122951,2718.600719,2730.009521,2741.348055,2752.615055,2763.809284,2774.929536,2785.974639,2796.943449,2807.834856,2818.647781,2829.381175,2840.034023,2850.605339,2861.09417,2871.499593,2881.820718,2892.056686,2902.206668,2912.269869,2922.245524,2932.132898,2941.931291,2951.640031,2961.258479,2970.786027,2980.2221,2989.566153,2998.817671,3007.976173,3017.041209,3026.012359,3034.889236,3043.671484,3052.358778,3060.950824,3069.447361,3077.848159,3086.153017,3094.36177,3102.474281,3110.490444,3118.410188,3126.233469,3133.960278,3141.590637,3149.124596,3156.562242,3163.903688,3171.149082,3178.298602,3185.352458,3192.310891,3199.174174,3205.942611,3212.616537,3219.19632,3225.682357,3232.075079,3238.374947,3244.582453,3250.698123,3256.722511,3262.656205,3268.499822,3274.254014,3279.919461,3285.496877,3290.987005,3296.390621,3301.708533,3306.941579,3312.090629,3317.156584,3322.140378,3327.042975,3331.86537,3336.608592,3341.273698,3345.861779,3350.373956,3354.811383,3359.175243,3363.466753,3367.68716,3371.837743,3375.919813,3379.93471,3383.883807,3387.768511,3391.590255,3395.350509,3399.05077,3402.69257,3406.277469,3409.807061,3413.282971,3416.706855,3420.0804,3423.405326,3426.683382,3429.91635,3433.106045,3436.25431,3439.363022,3442.434088,3445.469448,3448.471072,3451.440961,3454.38115,3457.293703,3460.180717,3463.044318,3465.886667,3468.709954,3471.516401,3474.308261
Australia,973.487965,976.9388335,980.2598634,983.4606283,986.5504797,989.5385464,992.4337356,995.2447326,997.9799996,1000.647777,1003.256085,1005.812718,1008.325251,1010.801035,1013.247202,1015.670658,1018.078089,1020.475959,1022.870508,1025.267757,1027.673501,1030.093317,1032.532556,1034.996349,1037.489605,1040.01701,1042.583028,1045.191901,1047.847648,1050.554068,1053.314736,1056.133006,1059.012008,1061.954653,1064.963625,1068.041392,1071.190195,1074.412054,1077.708769,1081.081915,1084.532846,1088.062695,1091.672371,1095.362562,1099.133733,1102.986127,1106.919767,1110.93445,1115.029754,1119.205034,1123.459422,1127.791829,1132.200942,1136.685229,1141.242932,1145.872075,1150.570457,1155.335655,1160.165024,1165.055699,1170.00459,1175.008387,1180.063555,1185.16634,1190.312765,1195.498629,1200.719512,1205.970769,1211.247533,1216.544718,1221.857013,1227.178884,1232.504578,1237.828119,1243.143306,1248.443719,1253.722714,1258.973427,1264.18877,1269.361433,1274.483885,1279.548371,1284.546916,1289.47132,1294.313165,1299.063807,1303.714381,1308.255802,1312.678759,1316.973723,1321.130939,1325.140432,1328.992004,1332.675237,1336.179488,1339.493893,1342.607365,1345.508598,1348.18606,1350.627999,1352.82244,1354.757186,1356.419818,1357.797695,1358.877954,1359.64751,1360.093054,1360.201057,1359.957767,1359.34921,1358.36119,1356.979288,1355.188865,1352.975057,1350.32278,1347.216727,1343.641368,1339.580953,1335.019508,1329.940838,1324.328524,1318.165929,1311.436188,1304.122219,1296.206714,1287.672147,1278.500766,1268.674597,1258.175448
India,5005.487049,5009.521644,5013.979831,5018.845955,5024.104581,5029.7405,5035.738724,5042.084489,5048.763253,5055.760698,5063.062728,5070.65547,5078.525275,5086.658714,5095.042585,5103.663906,5112.509918,5121.568087,5130.826099,5140.271867,5149.893522,5159.679421,5169.618143,5179.698491,5189.909489,5200.240386,5210.680652,5221.219981,5231.848289,5242.555717,5253.332627,5264.169604,5275.057456,5285.987215,5296.950135,5307.937693,5318.941589,5329.953746,5340.966309,5351.971648,5362.962354,5373.93124,5384.871346,5395.775931,5406.638479,5417.452695,5428.212509,5438.912072,5449.54576,5460.108171,5470.594124,5480.998665,5491.317059,5501.544795,5511.677587,5521.711369,5531.6423,5541.46676,5551.181354,5560.782909,5570.268474,5579.635323,5588.88095,5598.003075,5606.999639,5615.868806,5624.608964,5633.218723,5641.696915,5650.042598,5658.25505,5666.333772,5674.27849,5682.089152,5689.765927,5697.30921,5704.719617,5711.997986,5719.145381,5726.163087,5733.052611,5739.815685,5746.454262,5752.97052,5759.366857,5765.645897,5771.810485,5777.86369,5783.808802,5789.649337,5795.389031,5801.031844,5806.58196,5812.043784,5817.421945,5822.721295,5827.946909,5833.104083,5838.198339,5843.23542,5848.221293,5853.162145,5858.06439,5862.934663,5867.779821,5872.606945,5877.423339,5882.236531,5887.054268,5891.884524,5896.735494,5901.615597,5906.533473,5911.497988,5916.518227,5921.603501,5926.763342,5932.007507,5937.345975,5942.788946,5948.346845,5954.03032,5959.850241,5965.817701,5971.944017,5978.240727,5984.719594,5991.392602,5998.271959
Argentina,1221.562749,1225.759425,1230.126402,1234.654504,1239.334713,1244.158165,1249.116157,1254.20014,1259.401721,1264.712666,1270.124897,1275.630493,1281.221689,1286.890878,1292.63061,1298.43359,1304.292681,1310.200903,1316.151434,1322.137605,1328.152909,1334.190991,1340.245657,1346.310866,1352.380737,1358.449543,1364.511717,1370.561847,1376.594677,1382.605109,1388.588202,1394.539172,1400.45339,1406.326387,1412.153848,1417.931616,1423.65569,1429.322227,1434.927541,1440.468102,1445.940536,1451.341628,1456.668318,1461.917704,1467.087039,1472.173737,1477.175363,1482.089644,1486.914461,1491.647852,1496.288013,1500.833295,1505.282209,1509.63342,1513.885751,1518.03818,1522.089845,1526.040039,1529.888211,1533.633969,1537.277077,1540.817454,1544.255178,1547.590484,1550.823763,1553.955562,1556.986585,1559.917696,1562.749912,1565.484407,1568.122515,1570.665725,1573.115681,1575.474186,1577.743201,1579.92484,1582.021378,1584.035243,1585.969023,1587.825462,1589.607459,1591.318072,1592.960515,1594.538159,1596.054531,1597.513316,1598.918356,1600.273649,1601.58335,1602.85177,1604.083379,1605.282802,1606.454821,1607.604376,1608.736563,1609.856634,1610.97,1612.082227,1613.199038,1614.326314,1615.470091,1616.636564,1617.832083,1619.063157,1620.336448,1621.65878,1623.037129,1624.47863,1625.990576,1627.580415,1629.255752,1631.02435,1632.894128,1634.873161,1636.969682,1639.192082,1641.548906,1644.048857,1646.700797,1649.513741,1652.496863,1655.659495,1659.011123,1662.561391,1666.320102,1670.297212,1674.502837,1678.947248,1683.640873
Kazakhstan,679.9692611,682.9742358,686.2839391,689.884327,693.7615789,697.9020971,702.2925078,706.9196595,711.7706249,716.8326991,722.0934012,727.5404729,733.1618795,738.9458092,744.8806739,750.9551083,757.1579704,763.4783419,769.9055269,776.4290537,783.0386729,789.724359,796.4763095,803.2849449,810.1409093,817.03507,823.9585175,830.9025651,837.8587502,844.8188323,851.7747953,858.7188455,865.6434128,872.5411503,879.4049342,886.227864,893.0032627,899.7246758,906.385873,912.9808463,919.5038119,925.9492083,932.3116979,938.586166,944.7677211,950.851695,956.833643,962.7093434,968.4747975,974.1262302,979.6600895,985.0730468,990.3619964,995.5240559,1000.556566,1005.457092,1010.22342,1014.853561,1019.34575,1023.698442,1027.910319,1031.980284,1035.907464,1039.691208,1043.331091,1046.826908,1050.178679,1053.386648,1056.45128,1059.373264,1062.153515,1064.793167,1067.293579,1069.656334,1071.883237,1073.976318,1075.937828,1077.770243,1079.47626,1081.058803,1082.521015,1083.866265,1085.098145,1086.220469,1087.237275,1088.152823,1088.9716,1089.698312,1090.337889,1090.895487,1091.376482,1091.786474,1092.131289,1092.416972,1092.649794,1092.836248,1092.983051,1093.097143,1093.185687,1093.25607,1093.3159,1093.373012,1093.43546,1093.511525,1093.609709,1093.738738,1093.90756,1094.125349,1094.401498,1094.745628,1095.16758,1095.67742,1096.285434,1097.002137,1097.838261,1098.804766,1099.912832,1101.173865,1102.599492,1104.201564,1105.992155,1107.983563,1110.188308,1112.619135,1115.289011,1118.211126,1121.398894,1124.865952,1128.626159
Sudan,6494.835182,6511.630355,6528.037532,6544.069208,6559.737677,6575.055033,6590.033171,6604.683782,6619.018361,6633.048197,6646.784384,6660.23781,6673.419167,6686.338943,6699.007428,6711.43471,6723.630676,6735.605014,6747.36721,6758.92655,6770.29212,6781.472804,6792.477287,6803.314052,6813.991382,6824.51736,6834.899867,6845.146585,6855.264994,6865.262375,6875.145806,6884.922168,6894.598138,6904.180195,6913.674614,6923.087473,6932.424648,6941.691815,6950.894447,6960.03782,6969.127007,6978.166881,6987.162115,6996.11718,7005.036348,7013.92369,7022.783075,7031.618174,7040.432454,7049.229186,7058.011436,7066.782072,7075.54376,7084.298967,7093.049958,7101.798797,7110.54735,7119.297279,7128.050049,7136.80692,7145.568957,7154.337019,7163.111768,7171.893664,7180.682966,7189.479734,7198.283826,7207.094899,7215.912412,7224.735621,7233.563581,7242.39515,7251.22898,7260.063528,7268.897045,7277.727587,7286.553005,7295.370952,7304.178878,7312.974035,7321.753473,7330.514041,7339.252389,7347.964965,7356.648018,7365.297594,7373.90954,7382.479502,7391.002927,7399.475058,7407.890941,7416.245419,7424.533136,7432.748534,7440.885854,7448.93914,7456.902231,7464.768768,7472.532191,7480.185738,7487.722449,7495.135161,7502.416512,7509.558938,7516.554676,7523.395761,7530.074029,7536.581114,7542.908449,7549.047269,7554.988605,7560.723291,7566.241956,7571.535033,7576.592752,7581.405143,7585.962034,7590.253055,7594.267633,7597.994996,7601.424171,7604.543983,7607.34306,7609.809825,7611.932503,7613.699119,7615.097495,7616.115255,7616.739821
