# File: population_weighted_CDD_HadCM3_B1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Title: HadCM3 B1 Cooling Degree Days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Units: Fahrenheit Degree Days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description: Cooling Degree Days by Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Reference: Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099
Russia,311.2458858,312.4424896,313.9058707,315.6271687,317.5976496,319.8087061,322.2518577,324.9187502,327.8011562,330.890975,334.1802324,337.6610807,341.3257991,345.1667931,349.1765951,353.347864,357.6733853,362.146071,366.7589602,371.5052179,376.3781362,381.3711337,386.4777558,391.691674,397.006687,402.4167198,407.915824,413.498178,419.1580868,424.8899817,430.6884211,436.5480897,442.4637988,448.4304864,454.4432174,460.4971826,466.5877002,472.7102145,478.8602968,485.0336445,491.2260821,497.4335606,503.6521574,509.8780769,516.1076497,522.3373333,528.5637117,534.7834954,540.9935219,547.1907551,553.3722853,559.5353297,565.677232,571.7954627,577.8876185,583.9514232,589.9847269,595.9855064,601.9518653,607.8820335,613.7743677,619.6273511,625.4395938,631.2098321,636.9369294,642.6198751,648.257786,653.8499047,659.395601,664.894371,670.3458377,675.7497505,681.1059854,686.414545,691.675559,696.889283,702.0560996,707.1765179,712.2511739,717.2808297,722.2663745,727.208824,732.1093201,736.969132,741.7896552,746.5724115,751.3190498,756.0313454,760.7112003,765.3606431,769.9818288,774.5770393,779.1486829,783.6992949,788.2315368,792.7481968,797.2521898,801.7465575,806.2344678,810.7192154,815.2042219,819.693035,824.1893294,828.6969064,833.2196937,837.7617458,842.3272437,846.9204951,851.5459343,856.2081222,860.9117463,865.6616209,870.4626864,875.3200105,880.2387872,885.2243368,890.2821068,895.4176709,900.6367297,905.9451102,911.3487661,916.8537777,922.4663519,928.1928222,934.0396491,940.0134189,946.1208453,952.3687683,958.7641543
Canada,271.7268986,272.6912984,273.7241388,274.8270677,276.0016691,277.2494631,278.5719056,279.9703887,281.4462407,283.0007258,284.6350441,286.3503319,288.1476618,290.0280419,291.992417,294.0416673,296.1766095,298.3979962,300.706516,303.1027937,305.58739,308.1608017,310.8234616,313.5757388,316.417938,319.3503004,322.3730031,325.486159,328.6898174,331.9839635,335.3685186,338.8433398,342.4082207,346.0628906,349.807015,353.6401954,357.5619693,361.5718103,365.6691282,369.8532686,374.1235133,378.4790801,382.9191229,387.4427315,392.0489319,396.7366862,401.5048924,406.3523846,411.277933,416.2802437,421.3579592,426.5096576,431.7338533,437.0289967,442.3934743,447.8256086,453.3236582,458.8858177,464.5102177,470.194925,475.9379423,481.7372085,487.5905983,493.4959228,499.4509288,505.4532995,511.5006537,517.5905468,523.7204698,529.8878499,536.0900504,542.3243707,548.588046,554.8782479,561.1920837,567.526597,573.8787674,580.2455104,586.6236778,593.0100572,599.4013724,605.7942832,612.1853857,618.5712114,624.9482285,631.3128411,637.661389,643.9901486,650.295332,656.5730872,662.8194987,669.0305868,675.2023077,681.330554,687.4111541,693.4398726,699.4124098,705.3244026,711.1714236,716.9489815,722.6525209,728.277423,733.8190043,739.2725179,744.6331528,749.8960339,755.0562222,760.1087152,765.0484456,769.8702829,774.5690323,779.1394351,783.5761687,787.8738467,792.0270181,796.0301689,799.8777203,803.5640302,807.0833922,810.4300359,813.5981272,816.5817679,819.3749958,821.9717849,824.3660451,826.5516226,828.5222993,830.2717933,831.7937588
United States,1273.852327,1275.100865,1276.789113,1278.905289,1281.437749,1284.37499,1287.705646,1291.41849,1295.502434,1299.946529,1304.739965,1309.872071,1315.332313,1321.110299,1327.195773,1333.57862,1340.248861,1347.19666,1354.412315,1361.886267,1369.609093,1377.571512,1385.764377,1394.178684,1402.805567,1411.636297,1420.662287,1429.875085,1439.26638,1448.828001,1458.551914,1468.430223,1478.455174,1488.619149,1498.91467,1509.334397,1519.87113,1530.517808,1541.267507,1552.113444,1563.048973,1574.067588,1585.162922,1596.328745,1607.558968,1618.84764,1630.188948,1641.57722,1653.006921,1664.472655,1675.969165,1687.491334,1699.034182,1710.592869,1722.162693,1733.739091,1745.317641,1756.894057,1768.464192,1780.024039,1791.56973,1803.097536,1814.603865,1826.085265,1837.538424,1848.960166,1860.347457,1871.6974,1883.007236,1894.274348,1905.496255,1916.670615,1927.795226,1938.868024,1949.887085,1960.850623,1971.75699,1982.604679,1993.392319,2004.11868,2014.782671,2025.383338,2035.919867,2046.391583,2056.797949,2067.138568,2077.413182,2087.621669,2097.764049,2107.84048,2117.851258,2127.796819,2137.677736,2147.494724,2157.248633,2166.940454,2176.571318,2186.142492,2195.655383,2205.111539,2214.512643,2223.860519,2233.15713,2242.404577,2251.605101,2260.76108,2269.875033,2278.949616,2287.987624,2296.991993,2305.965796,2314.912244,2323.834688,2332.736618,2341.621663,2350.49359,2359.356306,2368.213855,2377.070421,2385.930328,2394.798036,2403.678147,2412.575398,2421.494669,2430.440977,2439.419477,2448.435464,2457.49437,2466.601769
China,1570.342616,1570.58214,1571.07547,1571.820478,1572.815,1574.056841,1575.543768,1577.273519,1579.243794,1581.452262,1583.896556,1586.574277,1589.482991,1592.620231,1595.983494,1599.570247,1603.377919,1607.403909,1611.645578,1616.100258,1620.765242,1625.637793,1630.715139,1635.994473,1641.472956,1647.147714,1653.01584,1659.074392,1665.320394,1671.750839,1678.362682,1685.152847,1692.118223,1699.255667,1706.561998,1714.034007,1721.668445,1729.462034,1737.411459,1745.513373,1753.764395,1762.16111,1770.700067,1779.377785,1788.190746,1797.1354,1806.208161,1815.405413,1824.723502,1834.158742,1843.707414,1853.365764,1863.130004,1872.996312,1882.960834,1893.01968,1903.168927,1913.404618,1923.722763,1934.119336,1944.590281,1955.131503,1965.738878,1976.408244,1987.13541,1997.916145,2008.74619,2019.621249,2030.536993,2041.489058,2052.473048,2063.484531,2074.519044,2085.572088,2096.639131,2107.715606,2118.796913,2129.878418,2140.955455,2152.023321,2163.077281,2174.112565,2185.124372,2196.107862,2207.058167,2217.970381,2228.839565,2239.660748,2250.428923,2261.13905,2271.786056,2282.364832,2292.870237,2303.297096,2313.640198,2323.894302,2334.054131,2344.114372,2354.069682,2363.914682,2373.64396,2383.25207,2392.733531,2402.082829,2411.294417,2420.362714,2429.282103,2438.046936,2446.651528,2455.090164,2463.357092,2471.446528,2479.352653,2487.069615,2494.591527,2501.912469,2509.026488,2515.927595,2522.609769,2529.066955,2535.293062,2541.281969,2547.027517,2552.523516,2557.763741,2562.741934,2567.451802,2571.887019,2576.041224
Brazil,2590.798568,2601.282913,2611.407343,2621.194099,2630.665001,2639.841444,2648.744398,2657.394413,2665.811609,2674.015689,2682.025928,2689.861179,2697.539869,2705.080004,2712.499165,2719.814508,2727.042768,2734.200254,2741.302851,2748.366023,2755.404806,2762.433817,2769.467244,2776.518856,2783.601996,2790.729582,2797.914111,2805.167654,2812.50186,2819.927952,2827.45673,2835.098573,2842.863433,2850.760838,2858.799894,2866.989283,2875.337262,2883.851665,2892.539904,2901.408963,2910.465406,2919.715371,2929.164574,2938.818307,2948.681435,2958.758403,2969.053232,2979.569517,2990.310431,3001.278722,3012.476715,3023.906311,3035.568987,3047.465798,3059.597371,3071.963915,3084.56521,3097.400615,3110.469064,3123.769069,3137.298716,3151.055668,3165.037166,3179.240024,3193.660634,3208.294965,3223.13856,3238.186542,3253.433605,3268.874023,3284.501646,3300.309898,3316.291781,3332.439874,3348.746329,3365.202878,3381.800827,3398.531058,3415.384031,3432.34978,3449.417918,3466.57763,3483.817682,3501.126414,3518.491741,3535.901156,3553.341727,3570.8001,3588.262496,3605.714711,3623.142121,3640.529673,3657.861894,3675.122887,3692.296329,3709.365476,3726.313158,3743.121782,3759.773332,3776.249367,3792.531022,3808.59901,3824.433619,3840.014713,3855.321733,3870.333695,3885.029192,3899.386395,3913.383047,3926.996472,3940.203566,3952.980804,3965.304236,3977.149489,3988.491765,3999.305843,4009.56608,4019.246405,4028.320327,4036.760929,4044.540872,4051.632392,4058.007301,4063.636988,4068.492418,4072.544132,4075.762248,4078.116458,4079.576034
Australia,975.0206361,978.3900178,981.6203332,984.7245665,987.715414,990.6052847,993.4063003,996.1302956,998.7888178,1001.393127,1003.954195,1006.482708,1008.989063,1011.483371,1013.975456,1016.474853,1018.990811,1021.532291,1024.107967,1026.726227,1029.395169,1032.122605,1034.916061,1037.782773,1040.729692,1043.76348,1046.890513,1050.116879,1053.448379,1056.890527,1060.448548,1064.127381,1067.931679,1071.865805,1075.933835,1080.139561,1084.486484,1088.977818,1093.616492,1098.405146,1103.346133,1108.441518,1113.69308,1119.10231,1124.670412,1130.398302,1136.286609,1142.335675,1148.545554,1154.916014,1161.446534,1168.136307,1174.984238,1181.988944,1189.148757,1196.461719,1203.925587,1211.537828,1219.295625,1227.195871,1235.235173,1243.40985,1251.715934,1260.149169,1268.705014,1277.378638,1286.164923,1295.058466,1304.053573,1313.144267,1322.32428,1331.587059,1340.925761,1350.33326,1359.802139,1369.324693,1378.892935,1388.498585,1398.133078,1407.787562,1417.452897,1427.119655,1436.778124,1446.4183,1456.029896,1465.602333,1475.124749,1484.585994,1493.974627,1503.278925,1512.486873,1521.586172,1530.564234,1539.408184,1548.10486,1556.640812,1565.002304,1573.175311,1581.145522,1588.898337,1596.418871,1603.691951,1610.702115,1617.433616,1623.870418,1629.996197,1635.794345,1641.247965,1646.339869,1651.052589,1655.368362,1659.269145,1662.736601,1665.75211,1668.296763,1670.351365,1671.896432,1672.912193,1673.378591,1673.27528,1672.581628,1671.276715,1669.339334,1666.747991,1663.480903,1659.516001,1654.830929,1649.403044,1643.209414
India,5025.974902,5028.316261,5030.821219,5033.498283,5036.355666,5039.40129,5042.642788,5046.087498,5049.74247,5053.614459,5057.709933,5062.035064,5066.595735,5071.397537,5076.445771,5081.745444,5087.301273,5093.117685,5099.198811,5105.548496,5112.17029,5119.067453,5126.242954,5133.699468,5141.439382,5149.464789,5157.777492,5166.379002,5175.270538,5184.453029,5193.927111,5203.69313,5213.75114,5224.100902,5234.741888,5245.673278,5256.89396,5268.402529,5280.197292,5292.276263,5304.637163,5317.277424,5330.194185,5343.384294,5356.844308,5370.570492,5384.55882,5398.804974,5413.304344,5428.052031,5443.042843,5458.271295,5473.731613,5489.417731,5505.323291,5521.441644,5537.765848,5554.288673,5571.002595,5587.899798,5604.972176,5622.211332,5639.608576,5657.154928,5674.841115,5692.657573,5710.594449,5728.641595,5746.788574,5765.024656,5783.33882,5801.719755,5820.155856,5838.635229,5857.145688,5875.674753,5894.209656,5912.737337,5931.244442,5949.717329,5968.142061,5986.504413,6004.789866,6022.983612,6041.070548,6059.035284,6076.862135,6094.535126,6112.03799,6129.354169,6146.466815,6163.358785,6180.012648,6196.41068,6212.534865,6228.366897,6243.888178,6259.079818,6273.922637,6288.397161,6302.483627,6316.16198,6329.411873,6342.212668,6354.543435,6366.382953,6377.70971,6388.501902,6398.737432,6408.393916,6417.448674,6425.878737,6433.660844,6440.771441,6447.186686,6452.882443,6457.834284,6462.017492,6465.407057,6467.977678,6469.703761,6470.559424,6470.518491,6469.554494,6467.640676,6464.749986,6460.855083,6455.928336,6449.941819
Argentina,1239.69695,1242.702652,1245.669705,1248.604357,1251.51272,1254.400772,1257.274354,1260.139173,1263.000798,1265.864665,1268.736075,1271.620192,1274.522045,1277.446529,1280.398401,1283.382286,1286.402671,1289.463907,1292.570214,1295.725671,1298.934226,1302.199689,1305.525736,1308.915908,1312.373608,1315.902107,1319.504538,1323.1839,1326.943057,1330.784736,1334.711531,1338.725897,1342.830158,1347.026499,1351.316972,1355.703492,1360.18784,1364.771661,1369.456464,1374.243623,1379.134378,1384.129831,1389.230952,1394.438572,1399.753389,1405.175964,1410.706726,1416.345964,1422.093835,1427.950359,1433.915421,1439.988771,1446.170024,1452.458657,1458.854016,1465.355308,1471.961606,1478.671847,1485.484834,1492.399234,1499.413577,1506.52626,1513.735543,1521.039552,1528.436277,1535.923571,1543.499155,1551.160611,1558.905389,1566.730801,1574.634025,1582.612104,1590.661943,1598.780315,1606.963856,1615.209066,1623.512311,1631.869821,1640.277691,1648.731879,1657.22821,1665.762373,1674.32992,1682.926269,1691.546703,1700.186368,1708.840276,1717.503305,1726.170193,1734.835548,1743.493839,1752.1394,1760.766433,1769.368999,1777.941029,1786.476315,1794.968516,1803.411153,1811.797614,1820.121151,1828.374881,1836.551784,1844.644705,1852.646356,1860.549312,1868.346011,1876.028758,1883.589722,1891.020935,1898.314298,1905.461571,1912.454382,1919.284224,1925.942453,1932.420289,1938.70882,1944.798994,1950.681628,1956.347401,1961.786858,1966.990406,1971.948321,1976.65074,1981.087665,1985.248965,1989.124372,1992.703481,1995.975756,1998.93052
Kazakhstan,684.2630664,686.4836311,688.9397907,691.6240351,694.5289673,697.6473034,700.9718722,704.4956156,708.2115886,712.1129589,716.1930073,720.4451275,724.8628264,729.4397234,734.1695513,739.0461557,744.0634951,749.2156409,754.4967777,759.901203,765.4233271,771.0576732,776.7988779,782.6416904,788.5809729,794.6117006,800.7289616,806.9279572,813.2040014,819.5525211,825.9690565,832.4492605,838.9888991,845.5838511,852.2301084,858.9237758,865.6610711,872.438325,879.2519813,886.0985965,892.9748404,899.8774953,906.8034572,913.7497342,920.713448,927.6918329,934.6822363,941.6821186,948.6890531,955.7007262,962.7149369,969.7295975,976.7427332,983.7524821,990.7570953,997.7549369,1004.744484,1011.724326,1018.693166,1025.649821,1032.593218,1039.5224,1046.436522,1053.334851,1060.216768,1067.081767,1073.929453,1080.759548,1087.571883,1094.366404,1101.143169,1107.902351,1114.644232,1121.36921,1128.077797,1134.770614,1141.448399,1148.112001,1154.762381,1161.400615,1168.02789,1174.645509,1181.254884,1187.857544,1194.455127,1201.049387,1207.642189,1214.235513,1220.831449,1227.432204,1234.040094,1240.65755,1247.287116,1253.931449,1260.593317,1267.275603,1273.981304,1280.713526,1287.475493,1294.270537,1301.102107,1307.973762,1314.889176,1321.852135,1328.866538,1335.936398,1343.065838,1350.259098,1357.520529,1364.854593,1372.265869,1379.759046,1387.338927,1395.010428,1402.778577,1410.648517,1418.625501,1426.714898,1434.922188,1443.252965,1451.712935,1460.307918,1469.043847,1477.926766,1486.962833,1496.158322,1505.519615,1515.05321,1524.765717
Sudan,6509.221537,6525.616422,6541.533616,6557.000333,6572.043249,6586.688509,6600.961717,6614.887944,6628.491726,6641.797062,6654.827414,6667.605712,6680.154345,6692.495172,6704.649511,6716.638149,6728.481333,6740.198777,6751.809659,6763.332619,6774.785764,6786.186664,6797.552354,6808.899332,6820.243561,6831.600468,6842.984944,6854.411346,6865.893494,6877.444671,6889.077625,6900.80457,6912.637183,6924.586604,6936.66344,6948.877759,6961.239095,6973.756448,6986.438279,6999.292515,7012.326547,7025.54723,7038.960884,7052.573292,7066.389701,7080.414826,7094.652842,7109.107388,7123.781571,7138.67796,7153.798588,7169.144953,7184.718017,7200.518206,7216.54541,7232.798984,7249.277747,7265.979983,7282.903438,7300.045325,7317.402319,7334.97056,7352.745654,7370.722669,7388.896137,7407.260056,7425.807888,7444.532558,7463.426456,7482.481436,7501.688817,7521.039381,7540.523377,7560.130513,7579.849967,7599.670377,7619.579849,7639.565949,7659.615712,7679.715632,7699.851671,7720.009256,7740.173274,7760.32808,7780.457491,7800.54479,7820.572724,7840.523503,7860.378802,7880.11976,7899.726981,7919.180533,7938.459948,7957.544221,7976.411813,7995.04065,8013.408119,8031.491075,8049.265834,8066.708179,8083.793356,8100.496074,8116.790508,8132.650298,8148.048545,8162.957818,8177.350148,8191.19703,8204.469425,8217.137756,8229.171913,8240.541247,8251.214577,8261.160183,8270.345811,8278.73867,8286.305435,8293.012245,8298.8247,8303.707868,8307.626281,8310.543933,8312.424284,8313.230257,8312.924242,8311.46809,8308.823117,8304.950104,8299.809296
