# File: population_weighted_CDD_CCSM3x_A2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Title: CCSM3 A2 Cooling Degree Days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Units: Fahrenheit Degree Days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description: Cooling Degree Days by Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Reference: Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099
Russia,306.2098246,307.4791128,309.0622907,310.946988,313.1210742,315.5726602,318.2900966,321.2619744,324.4771255,327.9246217,331.5937758,335.4741408,339.55551,343.8279172,348.2816368,352.9071834,357.6953121,362.6370187,367.7235391,372.9463498,378.2971677,383.7679504,389.3508952,395.0384405,400.823265,406.6982881,412.6566688,418.6918075,424.7973443,430.9671604,437.1953766,443.4763549,449.8046975,456.175247,462.5830863,469.0235391,475.492169,481.9847806,488.4974185,495.026368,501.5681548,508.1195449,514.6775449,521.239402,527.8026032,534.3648766,540.9241903,547.4787533,554.0270143,560.5676634,567.0996305,573.622086,580.1344408,586.6363463,593.127694,599.6086166,606.0794865,612.5409168,618.993761,625.4391133,631.878308,638.3129197,644.7447639,651.1758965,657.6086133,664.0454511,670.4891871,676.9428385,683.4096633,689.8931597,696.3970667,702.9253636,709.4822698,716.0722455,722.6999914,729.3704483,736.0887977,742.8604612,749.6911014,756.5866209,763.5531628,770.597111,777.7250892,784.9439619,792.2608343,799.6830514,807.2181993,814.8741038,822.658832,830.580691,838.648228,846.8702312,855.2557289,863.8139901,872.5545239,881.4870802,890.6216492,899.9684614,909.5379878,919.3409398,929.3882695,939.6911692,950.2610716,961.1096501,972.2488184,983.6907303,995.4477805,1007.532604,1019.958076,1032.737313,1045.883671,1059.410746,1073.332376,1087.662638,1102.415851,1117.606573,1133.249602,1149.359979,1165.952982,1183.044133,1200.649191,1218.784158,1237.465276,1256.709027,1276.532132,1296.951555,1317.984499,1339.648407,1361.960965
Canada,271.6850298,273.0304795,274.4648535,275.9882625,277.6008206,279.3026459,281.0938602,282.9745888,284.9449608,287.0051091,289.1551702,291.3952844,293.7255956,296.1462514,298.6574034,301.2592064,303.9518193,306.7354046,309.6101285,312.5761609,315.6336754,318.7828494,322.0238637,325.3569033,328.7821565,332.2998154,335.910076,339.6131378,343.4092041,347.2984817,351.2811816,355.3575179,359.5277089,363.7919763,368.1505457,372.6036462,377.1515109,381.7943762,386.5324827,391.3660743,396.2953988,401.3207077,406.4422562,411.660303,416.9751109,422.3869461,427.8960786,433.5027821,439.2073341,445.0100156,450.9111116,456.9109105,463.0097047,469.20779,475.5054661,481.9030364,488.400808,494.9990916,501.6982018,508.4984568,515.4001784,522.4036923,529.5093279,536.717418,544.0282995,551.4423129,558.9598022,566.5811153,574.3066039,582.1366231,590.071532,598.1116932,606.2574732,614.5092421,622.8673736,631.3322453,639.9042384,648.5837378,657.3711323,666.266814,675.2711792,684.3846275,693.6075625,702.9403913,712.3835248,721.9373775,731.6023679,741.3789179,751.2674531,761.2684032,771.3822011,781.6092837,791.9500916,802.4050689,812.9746638,823.6593278,834.4595163,845.3756884,856.4083069,867.5578383,878.8247528,890.2095243,901.7126304,913.3345525,925.0757756,936.9367883,948.9180833,961.0201566,973.2435081,985.5886414,998.0560638,1010.646286,1023.359823,1036.197194,1049.158919,1062.245526,1075.457543,1088.795504,1102.259945,1115.851409,1129.570438,1143.41758,1157.393389,1171.498418,1185.733227,1200.09838,1214.594443,1229.221985,1243.981582
United States,1286.402725,1288.58646,1291.14911,1294.079964,1297.3685,1301.004376,1304.977436,1309.277708,1313.895401,1318.820913,1324.04482,1329.557888,1335.351062,1341.415473,1347.742437,1354.323451,1361.150198,1368.214545,1375.508543,1383.024424,1390.754609,1398.691699,1406.828479,1415.157921,1423.673178,1432.367588,1441.234672,1450.268137,1459.461872,1468.80995,1478.30663,1487.946352,1497.723741,1507.633608,1517.670945,1527.830928,1538.108921,1548.500466,1559.001293,1569.607315,1580.314627,1591.119513,1602.018434,1613.00804,1624.085164,1635.246821,1646.490212,1657.81272,1669.211915,1680.685547,1692.231553,1703.848052,1715.533349,1727.28593,1739.104468,1750.987818,1762.935019,1774.945294,1787.018052,1799.152882,1811.349561,1823.608047,1835.928483,1848.311195,1860.756695,1873.265678,1885.839022,1898.477789,1911.183226,1923.956763,1936.800014,1949.714779,1962.703039,1975.766959,1988.90889,2002.131366,2015.437105,2028.829008,2042.310162,2055.883834,2069.55348,2083.322737,2097.195425,2111.17555,2125.267302,2139.475053,2153.80336,2168.256965,2182.840792,2197.55995,2212.419731,2227.425613,2242.583256,2257.898504,2273.377385,2289.026113,2304.851083,2320.858875,2337.056254,2353.450166,2370.047746,2386.856307,2403.883351,2421.13656,2438.623801,2456.353128,2474.332775,2492.571161,2511.07689,2529.858749,2548.925709,2568.286924,2587.951735,2607.929664,2628.230417,2648.863886,2669.840145,2691.169452,2712.86225,2734.929166,2757.381009,2780.228775,2803.48364,2827.156968,2851.260304,2875.805378,2900.804105,2926.268581,2952.211088
China,1565.85503,1566.952278,1568.388357,1570.155837,1572.247397,1574.655826,1577.374019,1580.394983,1583.711831,1587.317786,1591.206177,1595.370445,1599.804138,1604.500911,1609.45453,1614.658869,1620.10791,1625.795743,1631.716567,1637.864692,1644.234531,1650.820612,1657.617567,1664.620139,1671.823177,1679.221641,1686.810599,1694.585227,1702.540809,1710.67274,1718.976521,1727.447762,1736.082183,1744.875611,1753.823982,1762.923342,1772.169842,1781.559745,1791.089422,1800.755351,1810.554119,1820.482423,1830.537068,1840.714965,1851.013138,1861.428716,1871.958938,1882.601152,1893.352813,1904.211485,1915.174843,1926.240666,1937.406846,1948.671381,1960.032378,1971.488054,1983.036732,1994.676845,2006.406935,2018.225651,2030.131753,2042.124107,2054.201689,2066.363583,2078.608982,2090.937188,2103.34761,2115.839766,2128.413284,2141.067899,2153.803455,2166.619905,2179.51731,2192.49584,2205.555773,2218.697496,2231.921504,2245.228401,2258.618901,2272.093823,2285.654098,2299.300764,2313.034967,2326.857964,2340.771116,2354.775898,2368.87389,2383.066781,2397.35637,2411.744564,2426.233376,2440.824932,2455.521463,2470.325311,2485.238924,2500.264861,2515.405788,2530.66448,2546.043821,2561.546803,2577.176526,2592.936201,2608.829144,2624.858783,2641.028651,2657.342394,2673.803761,2690.416616,2707.184925,2724.112768,2741.20433,2758.463906,2775.8959,2793.504824,2811.295297,2829.272049,2847.439919,2865.80385,2884.3689,2903.14023,2922.123113,2941.322928,2960.745166,2980.395422,3000.279404,3020.402926,3040.771911,3061.392391,3082.270506
Brazil,2565.908475,2577.580161,2589.170272,2600.683282,2612.123673,2623.495941,2634.804588,2646.05413,2657.24909,2668.394006,2679.493422,2690.551894,2701.573989,2712.564284,2723.527366,2734.467833,2745.390292,2756.299362,2767.199672,2778.095862,2788.99258,2799.894488,2810.806254,2821.73256,2832.678098,2843.647568,2854.645683,2865.677165,2876.746746,2887.859171,2899.019192,2910.231573,2921.50109,2932.832525,2944.230675,2955.700344,2967.24635,2978.873518,2990.586684,3002.390696,3014.290411,3026.290697,3038.396433,3050.612506,3062.943816,3075.395273,3087.971795,3100.678314,3113.519769,3126.501112,3139.627304,3152.903317,3166.334133,3179.924745,3193.680154,3207.605376,3221.705433,3235.985359,3250.450199,3265.105008,3279.954852,3295.004805,3310.259953,3325.725394,3341.406234,3357.30759,3373.434591,3389.792373,3406.386085,3423.220886,3440.301946,3457.634443,3475.223568,3493.074521,3511.192513,3529.582766,3548.250509,3567.200986,3586.439449,3605.97116,3625.801392,3645.93543,3666.378566,3687.136106,3708.213363,3729.615663,3751.348341,3773.416744,3795.826226,3818.582156,3841.68991,3865.154874,3888.982448,3913.178039,3937.747066,3962.694958,3988.027154,4013.749104,4039.866267,4066.384116,4093.308129,4120.6438,4148.396628,4176.572128,4205.17582,4234.213238,4263.689926,4293.611436,4323.983333,4354.811191,4386.100595,4417.857141,4450.086433,4482.794089,4515.985734,4549.667005,4583.843549,4618.521024,4653.705097,4689.401448,4725.615765,4762.353747,4799.621103,4837.423554,4875.766829,4914.65667,4954.098828,4994.099063,5034.663149
Australia,964.1239017,968.1673918,972.1933554,976.2044459,980.2033116,984.192595,988.1749331,992.1529573,996.1292936,1000.106563,1004.087379,1008.074352,1012.070085,1016.077178,1020.098222,1024.135804,1028.192507,1032.270906,1036.373573,1040.503071,1044.661961,1048.852796,1053.078126,1057.340492,1061.642432,1065.986479,1070.375157,1074.810989,1079.296489,1083.834167,1088.426526,1093.076067,1097.78528,1102.556655,1107.392674,1112.295811,1117.268539,1122.313323,1127.432623,1132.628893,1137.904581,1143.262131,1148.703981,1154.232562,1159.850302,1165.559622,1171.362936,1177.262655,1183.261183,1189.36092,1195.564259,1201.873587,1208.291287,1214.819735,1221.461304,1228.218357,1235.093257,1242.088357,1249.206006,1256.448548,1263.818322,1271.317658,1278.948885,1286.714324,1294.61629,1302.657094,1310.839041,1319.16443,1327.635555,1336.254704,1345.024159,1353.946197,1363.023091,1372.257106,1381.650503,1391.205536,1400.924456,1410.809505,1420.862922,1431.086941,1441.483788,1452.055685,1462.804848,1473.733488,1484.84381,1496.138014,1507.618293,1519.286837,1531.145828,1543.197443,1555.443854,1567.887229,1580.529727,1593.373503,1606.420709,1619.673487,1633.133977,1646.804311,1660.686618,1674.783019,1689.095631,1703.626564,1718.377925,1733.351813,1748.550323,1763.975542,1779.629556,1795.514441,1811.632269,1827.985108,1844.575018,1861.404056,1878.47427,1895.787707,1913.346404,1931.152395,1949.207708,1967.514365,1986.074384,2004.889776,2023.962546,2043.294695,2062.888217,2082.745101,2102.867332,2123.256887,2143.915738,2164.845854,2186.049194
India,5018.961697,5022.315558,5025.938354,5029.826509,5033.976556,5038.385135,5043.048994,5047.964988,5053.13008,5058.541341,5064.195951,5070.091196,5076.224469,5082.593274,5089.195221,5096.028026,5103.089515,5110.377622,5117.890387,5125.625959,5133.582594,5141.758657,5150.15262,5158.763061,5167.58867,5176.628241,5185.880676,5195.344988,5205.020294,5214.905821,5225.000902,5235.30498,5245.817604,5256.538431,5267.467227,5278.603865,5289.948324,5301.500694,5313.261171,5325.230058,5337.407767,5349.794818,5362.391838,5375.199562,5388.218832,5401.4506,5414.895922,5428.555966,5442.432005,5456.525421,5470.837702,5485.370447,5500.125359,5515.104251,5530.309044,5545.741767,5561.404553,5577.299648,5593.429403,5609.796276,5626.402835,5643.251755,5660.345818,5677.687913,5695.28104,5713.128303,5731.232916,5749.598202,5768.227587,5787.12461,5806.292914,5825.736253,5845.458486,5865.46358,5885.755612,5906.338765,5927.21733,5948.395706,5969.8784,5991.670025,6013.775304,6036.199067,6058.946251,6082.021903,6105.431175,6129.179328,6153.271731,6177.71386,6202.5113,6227.669742,6253.194987,6279.092942,6305.369622,6332.03115,6359.083758,6386.533783,6414.387672,6442.651979,6471.333366,6500.438602,6529.974566,6559.948242,6590.366722,6621.237209,6652.567009,6684.36354,6716.634325,6749.386996,6782.629292,6816.369061,6850.614258,6885.372946,6920.653294,6956.463582,6992.812195,7029.707627,7067.15848,7105.173463,7143.761393,7182.931195,7222.691902,7263.052654,7304.022699,7345.611393,7387.8282,7430.682691,7474.184545,7518.34355,7563.169599
Argentina,1219.5647,1223.409627,1227.427026,1231.610507,1235.953831,1240.450918,1245.095841,1249.882833,1254.806279,1259.860721,1265.040856,1270.341539,1275.757779,1281.28474,1286.917744,1292.652268,1298.483943,1304.408558,1310.422057,1316.520539,1322.700261,1328.957633,1335.289223,1341.691753,1348.162101,1354.697303,1361.294548,1367.951183,1374.664708,1381.432782,1388.253217,1395.123983,1402.043204,1409.009161,1416.02029,1423.075184,1430.172589,1437.31141,1444.490706,1451.709693,1458.967741,1466.264376,1473.599282,1480.972297,1488.383414,1495.832784,1503.320711,1510.847658,1518.414241,1526.021234,1533.669564,1541.360317,1549.094732,1556.874206,1564.70029,1572.574691,1580.499274,1588.476057,1596.507215,1604.595078,1612.742133,1620.951021,1629.224542,1637.565648,1645.977449,1654.463211,1663.026353,1671.670454,1680.399245,1689.216614,1698.126607,1707.133422,1716.241416,1725.455099,1734.779139,1744.218359,1753.777737,1763.462409,1773.277663,1783.228947,1793.321862,1803.562165,1813.955771,1824.508747,1835.22732,1846.117868,1857.18693,1868.441197,1879.887517,1891.532894,1903.384487,1915.449612,1927.73574,1940.250497,1953.001666,1965.997185,1979.24515,1992.753808,2006.531567,2020.586987,2034.928786,2049.565837,2064.507169,2079.761966,2095.339568,2111.249471,2127.501328,2144.104946,2161.070288,2178.407474,2196.126778,2214.238631,2232.75362,2251.682487,2271.036129,2290.825602,2311.062113,2331.757029,2352.921871,2374.568315,2396.708195,2419.353498,2442.516369,2466.209107,2490.44417,2515.234167,2540.591866,2566.530191,2593.06222
Kazakhstan,690.4343482,693.727672,697.2631417,701.0311285,705.0222139,709.2271906,713.6370622,718.2430435,723.03656,728.009248,733.1529551,738.4597398,743.9218709,749.5318292,755.2823056,761.1662023,767.1766324,773.3069198,779.5505997,785.9014176,792.3533307,798.9005066,805.5373244,812.2583732,819.0584539,825.9325781,832.875968,839.8840573,846.9524906,854.0771225,861.25402,868.4794599,875.7499303,883.0621305,890.4129704,897.7995712,905.2192645,912.6695932,920.148311,927.6533831,935.1829848,942.7355026,950.3095344,957.9038885,965.5175844,973.1498523,980.8001339,988.4680813,996.1535576,1003.856637,1011.577604,1019.316956,1027.075399,1034.853852,1042.653442,1050.47551,1058.321606,1066.193493,1074.093143,1082.022739,1089.984676,1097.981559,1106.016205,1114.091641,1122.211106,1130.378048,1138.596128,1146.869217,1155.201397,1163.596961,1172.060412,1180.596466,1189.210049,1197.906297,1206.690558,1215.56839,1224.545564,1233.628059,1242.822068,1252.133992,1261.570445,1271.138251,1280.844445,1290.696274,1300.701195,1310.866875,1321.201194,1331.712242,1342.40832,1353.297939,1364.389822,1375.692902,1387.216325,1398.969447,1410.961833,1423.20326,1435.703719,1448.473407,1461.522735,1474.862325,1488.503008,1502.455828,1516.732038,1531.343105,1546.300703,1561.616719,1577.303252,1593.37261,1609.837313,1626.710091,1644.003887,1661.731852,1679.90735,1698.543956,1717.655455,1737.255843,1757.359327,1777.980326,1799.133469,1820.833596,1843.095758,1865.935216,1889.367444,1913.408126,1938.073156,1963.37864,1989.340895,2015.976448,2043.302038
Sudan,6503.919648,6519.621016,6534.832967,6549.581862,6563.893653,6577.793878,6591.307664,6604.459726,6617.27437,6629.775487,6641.98656,6653.930658,6665.630441,6677.108155,6688.385637,6699.484311,6710.42519,6721.228875,6731.915558,6742.505017,6753.016619,6763.46932,6773.881665,6784.271788,6794.657409,6805.05584,6815.483979,6825.958314,6836.494922,6847.109466,6857.8172,6868.632966,6879.571196,6890.645907,6901.870707,6913.258793,6924.82295,6936.575551,6948.528558,6960.693522,6973.081583,6985.703467,6998.569491,7011.689561,7025.07317,7038.7294,7052.666923,7066.893997,7081.418469,7096.247778,7111.388949,7126.848593,7142.632915,7158.747706,7175.198344,7191.989797,7209.126623,7226.612967,7244.452562,7262.648731,7281.204385,7300.122024,7319.403736,7339.051198,7359.065675,7379.448021,7400.19868,7421.317681,7442.804645,7464.65878,7486.878883,7509.46334,7532.410125,7555.716801,7579.380518,7603.398017,7627.765627,7652.479264,7677.534434,7702.926231,7728.649338,7754.698028,7781.066159,7807.74718,7834.734129,7862.019632,7889.595902,7917.454743,7945.587546,7973.985292,8002.63855,8031.537476,8060.671817,8090.030907,8119.603669,8149.378616,8179.343846,8209.487051,8239.795506,8270.256077,8300.85522,8331.578979,8362.412984,8393.342455,8424.352203,8455.426625,8486.549707,8517.705023,8548.875738,8580.044603,8611.193959,8642.305734,8673.361448,8704.342205,8735.228701,8766.00122,8796.639634,8827.123402,8857.431576,8887.542792,8917.435277,8947.086845,8976.474902,9005.576439,9034.368037,9062.825864,9090.92568,9118.642832,9145.952253
