# File: population_weighted_HDD_no_GCM_constdd.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Title: Constant Heating Degree Days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Units: Fahrenheit Degree Days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description: Heating Degree Days by Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Reference: Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099
Russia,9605.223695,9590.833001,9576.216619,9561.381846,9546.335767,9531.085258,9515.63698,9499.997385,9484.172713,9468.168994,9451.992043,9435.647468,9419.140662,9402.476809,9385.660881,9368.697637,9351.591626,9334.347187,9316.968445,9299.459315,9281.8235,9264.064492,9246.185572,9228.189809,9210.08006,9191.858972,9173.528981,9155.092309,9136.550968,9117.90676,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833,9297.115833
Canada,8387.660632,8382.626177,8377.181677,8371.33662,8365.100308,8358.481851,8351.490174,8344.134011,8336.42191,8328.36223,8319.963141,8311.232626,8302.178478,8292.808304,8283.12952,8273.149357,8262.874854,8252.312865,8241.470055,8230.352898,8218.967684,8207.320512,8195.417293,8183.26375,8170.865418,8158.227643,8145.355585,8132.254212,8118.928307,8105.382463,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866,8225.419866
United States,4522.702101,4521.092801,4519.070265,4516.643839,4513.822727,4510.615998,4507.032583,4503.081272,4498.77072,4494.109442,4489.105815,4483.76808,4478.104336,4472.122548,4465.83054,4459.235999,4452.346475,4445.169377,4437.711978,4429.981414,4421.984679,4413.728633,4405.219996,4396.465349,4387.471136,4378.243664,4368.7891,4359.113474,4349.222676,4339.122461,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961,4425.087961
China,4413.807386,4408.587228,4403.254042,4397.807242,4392.246242,4386.570455,4380.779297,4374.872182,4368.848525,4362.70774,4356.449243,4350.072449,4343.576774,4336.961633,4330.226443,4323.370619,4316.393577,4309.294735,4302.073508,4294.729313,4287.261568,4279.669689,4271.953093,4264.111199,4256.143424,4248.049186,4239.827903,4231.478992,4223.001873,4214.395965,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235,4292.464235
Brazil,320.6522652,319.1112085,317.6330414,316.2119644,314.8423089,313.5185377,312.2352445,310.9871537,309.7691211,308.5761334,307.4033082,306.2458945,305.0992718,303.9589511,302.8205742,301.679914,300.5328742,299.3754898,298.2039268,297.0144821,295.8035837,294.5677905,293.3037928,292.0084115,290.6785986,289.3114375,287.904142,286.4540575,284.9586601,283.4155571,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358,296.6341358
Australia,2143.657047,2138.865527,2134.061826,2129.239602,2124.392675,2119.515025,2114.60079,2109.644271,2104.639927,2099.582378,2094.466401,2089.286939,2084.039089,2078.718112,2073.319426,2067.838612,2062.271409,2056.613716,2050.861594,2045.011261,2039.059098,2033.001644,2026.835598,2020.55782,2014.165331,2007.655309,2001.025094,1994.272186,1987.394245,1980.38909,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207,2043.160207
India,347.4148265,347.5910255,347.6841644,347.6956292,347.6268008,347.4790547,347.2537614,346.9522863,346.5759896,346.1262263,345.6043464,345.0116944,344.3496101,343.6194277,342.8224767,341.9600811,341.0335599,340.0442268,338.9933906,337.8823547,336.7124175,335.4848722,334.2010068,332.8621042,331.4694422,330.0242932,328.5279249,326.9815993,325.3865737,323.7441,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871,336.8019871
Argentina,2142.331792,2138.104027,2133.923145,2129.779693,2125.664436,2121.568359,2117.482664,2113.398774,2109.308328,2105.203184,2101.075419,2096.91733,2092.72143,2088.480451,2084.187345,2079.835281,2075.417648,2070.928053,2066.36032,2061.708493,2056.966835,2052.129827,2047.192167,2042.148775,2036.994786,2031.725555,2026.336656,2020.82388,2015.183239,2009.410962,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221,2060.083221
Kazakhstan,8660.943371,8643.526167,8626.42872,8609.638841,8593.144418,8576.933415,8560.993877,8545.313926,8529.881762,8514.685665,8499.71399,8484.955173,8470.397726,8456.030242,8441.841388,8427.819914,8413.954644,8400.234483,8386.648413,8373.185495,8359.834866,8346.585744,8333.427424,8320.349278,8307.340758,8294.391394,8281.490793,8268.628641,8255.794701,8242.978817,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883,8375.251883
Sudan,16.77628919,16.64406265,16.51838227,16.39889841,16.28526783,16.17715371,16.07422562,15.97615955,15.88263787,15.79334938,15.70798926,15.62625912,15.54786695,15.47252717,15.39996058,15.32989439,15.26206223,15.19620411,15.13206646,15.06940212,15.00797032,14.9475367,14.8878733,14.82875858,14.76997738,14.71132096,14.652587,14.59357954,14.53410906,14.47399243,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272,15.09263272
