IPCC-Annex,World Region,ISO_A3,Name,IPCC,IPCC_description,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Non-Annex_I,Northern_Africa,EGY,Egypt,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.13E-05,5.37E-05,1.60E-04,3.67E-04,7.31E-04,1.25E-03,2.02E-03,3.18E-03,5.22E-03,7.64E-03,1.04E-02,1.33E-02,1.72E-02,2.20E-02,2.45E-02,2.79E-02,3.13E-02
Non-Annex_I,Western_Africa,COG,Congo,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.58E-07,6.99E-07,1.71E-06,3.96E-06,7.98E-06,1.23E-05,2.00E-05,2.63E-05,4.66E-05,8.04E-05,1.26E-04,1.67E-04,2.28E-04,3.31E-04,3.56E-04,4.12E-04,4.67E-04
Non-Annex_I,Western_Africa,GAB,Gabon,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,6.23E-07,2.96E-06,8.70E-06,2.06E-05,3.84E-05,6.26E-05,9.41E-05,1.15E-04,1.61E-04,2.37E-04,3.09E-04,3.95E-04,4.85E-04,5.89E-04,6.68E-04,7.55E-04,8.42E-04
Non-Annex_I,Western_Africa,GHA,Ghana,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,4.10E-07,2.01E-06,5.83E-06,1.31E-05,2.30E-05,3.51E-05,5.37E-05,7.74E-05,1.02E-04,1.57E-04,2.25E-04,3.07E-04,4.15E-04,5.48E-04,6.06E-04,6.96E-04,7.86E-04
Non-Annex_I,Western_Africa,LBR,Liberia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,9.69E-08,4.66E-07,1.40E-06,3.36E-06,7.07E-06,1.31E-05,2.41E-05,4.09E-05,7.08E-05,1.64E-04,3.06E-04,4.90E-04,7.14E-04,9.43E-04,1.07E-03,1.25E-03,1.43E-03
Non-Annex_I,Western_Africa,NGA,Nigeria,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,4.64E-06,2.20E-05,6.10E-05,1.35E-04,4.18E-04,8.45E-04,1.49E-03,2.29E-03,4.75E-03,6.88E-03,9.01E-03,1.33E-02,1.76E-02,2.33E-02,2.56E-02,2.94E-02,3.31E-02
Non-Annex_I,Western_Africa,SLE,Sierra Leone,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.14E-07,5.26E-07,1.37E-06,2.40E-06,3.74E-06,3.14E-06,3.88E-06,4.00E-06,3.45E-06,1.73E-05,5.82E-05,1.16E-04,2.04E-04,3.30E-04,3.47E-04,4.12E-04,4.76E-04
Non-Annex_I,Eastern_Africa,COM,Comoros,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.08E-08,5.17E-08,1.27E-07,2.86E-07,3.94E-07,5.35E-07,6.83E-07,8.69E-07,6.16E-07,2.31E-06,4.84E-06,7.88E-06,1.11E-05,1.59E-05,1.77E-05,2.08E-05,2.38E-05
Non-Annex_I,Eastern_Africa,ETH,Ethiopia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.33E-07,7.72E-07,2.23E-06,5.19E-06,1.83E-05,3.72E-05,5.72E-05,9.75E-05,1.99E-04,2.98E-04,3.58E-04,3.82E-04,5.46E-04,7.17E-04,7.61E-04,8.60E-04,9.59E-04
Non-Annex_I,Eastern_Africa,MDG,Madagascar,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,5.79E-07,2.74E-06,7.55E-06,1.65E-05,2.95E-05,4.73E-05,7.45E-05,1.12E-04,1.69E-04,2.46E-04,2.25E-04,3.12E-04,3.92E-04,4.75E-04,5.17E-04,5.78E-04,6.39E-04
Non-Annex_I,Eastern_Africa,MUS,Mauritius,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,6.00E-07,3.09E-06,9.44E-06,2.19E-05,4.12E-05,6.83E-05,1.11E-04,1.70E-04,2.47E-04,3.79E-04,5.18E-04,6.70E-04,8.72E-04,1.10E-03,1.24E-03,1.41E-03,1.58E-03
Non-Annex_I,Eastern_Africa,RWA,Rwanda,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.14E-06,3.90E-06,2.36E-06,8.62E-06,1.61E-05,2.81E-05,4.60E-05,7.23E-05,8.66E-05,2.55E-04,6.27E-04,1.15E-03,2.01E-03,3.15E-03,3.33E-03,3.94E-03,4.54E-03
Non-Annex_I,Eastern_Africa,SOM,Somalia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.87E-08,8.79E-08,2.53E-07,5.55E-07,2.24E-06,4.76E-06,8.17E-06,1.37E-05,2.90E-05,3.75E-05,4.67E-05,5.62E-05,7.06E-05,7.99E-05,9.10E-05,1.02E-04,1.13E-04
Non-Annex_I,Southern_Africa,AGO,Angola,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.18E-08,5.52E-08,1.62E-07,4.15E-07,2.03E-06,5.00E-06,1.02E-05,1.69E-05,3.55E-05,1.06E-04,2.51E-04,4.04E-04,6.94E-04,1.32E-03,1.31E-03,1.55E-03,1.79E-03
Non-Annex_I,Southern_Africa,MOZ,Mozambique,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.27E-06,6.75E-06,2.21E-05,5.18E-05,1.08E-04,2.12E-04,4.18E-04,6.95E-04,1.04E-03,1.73E-03,2.44E-03,3.20E-03,4.12E-03,5.25E-03,5.92E-03,6.76E-03,7.61E-03
Non-Annex_I,Southern_Africa,ZAF,South Africa,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,5.31E-05,2.49E-04,7.32E-04,1.64E-03,3.01E-03,4.67E-03,6.87E-03,9.78E-03,1.40E-02,1.84E-02,2.29E-02,2.66E-02,3.14E-02,3.66E-02,4.13E-02,4.59E-02,5.06E-02
Non-Annex_I,Southern_Africa,ZMB,Zambia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.39E-08,1.22E-07,2.77E-07,5.42E-07,9.97E-07,1.50E-06,2.01E-06,2.77E-06,3.68E-06,6.27E-06,9.36E-06,1.34E-05,1.87E-05,2.51E-05,2.77E-05,3.20E-05,3.63E-05
Annex_I,OECD_Europe,AUT,Austria,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.28E-04,1.10E-03,3.26E-03,7.29E-03,1.28E-02,1.95E-02,2.97E-02,4.25E-02,5.76E-02,7.46E-02,9.06E-02,1.05E-01,1.21E-01,1.36E-01,1.55E-01,1.71E-01,1.88E-01
Annex_I,OECD_Europe,BEL,Belgium,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.14E-04,1.02E-03,3.03E-03,6.79E-03,1.18E-02,1.83E-02,2.76E-02,3.98E-02,5.44E-02,7.08E-02,8.66E-02,1.00E-01,1.16E-01,1.30E-01,1.49E-01,1.65E-01,1.81E-01
Annex_I,OECD_Europe,CHE,Switzerland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.24E-04,1.07E-03,3.09E-03,6.79E-03,1.17E-02,1.78E-02,2.69E-02,3.81E-02,5.17E-02,6.72E-02,8.15E-02,9.36E-02,1.08E-01,1.21E-01,1.38E-01,1.52E-01,1.67E-01
Annex_I,OECD_Europe,DEU,Germany,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.74E-03,8.28E-03,2.46E-02,5.50E-02,9.56E-02,1.46E-01,2.20E-01,3.13E-01,4.25E-01,5.52E-01,6.67E-01,7.63E-01,8.76E-01,9.82E-01,1.12E+00,1.23E+00,1.35E+00
Annex_I,OECD_Europe,DNK,Denmark,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.37E-04,6.54E-04,1.98E-03,4.47E-03,7.88E-03,1.22E-02,1.84E-02,2.65E-02,3.61E-02,4.69E-02,5.71E-02,6.60E-02,7.61E-02,8.65E-02,9.80E-02,1.09E-01,1.19E-01
Annex_I,OECD_Europe,ESP,Spain,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,4.51E-04,2.12E-03,6.27E-03,1.41E-02,2.49E-02,3.90E-02,6.04E-02,8.87E-02,1.24E-01,1.66E-01,2.07E-01,2.47E-01,2.91E-01,3.35E-01,3.81E-01,4.25E-01,4.69E-01
Annex_I,OECD_Europe,FIN,Finland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,8.33E-05,3.93E-04,1.18E-03,2.66E-03,4.74E-03,7.52E-03,1.16E-02,1.68E-02,2.31E-02,3.01E-02,3.70E-02,4.32E-02,5.03E-02,5.69E-02,6.48E-02,7.19E-02,7.90E-02
Annex_I,OECD_Europe,FRA,France,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.34E-03,6.35E-03,1.86E-02,4.18E-02,7.26E-02,1.11E-01,1.70E-01,2.44E-01,3.35E-01,4.38E-01,5.34E-01,6.20E-01,7.19E-01,8.10E-01,9.23E-01,1.02E+00,1.12E+00
Annex_I,OECD_Europe,GBR,United Kingdom,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,9.21E-04,4.50E-03,1.35E-02,3.03E-02,5.34E-02,8.26E-02,1.26E-01,1.81E-01,2.48E-01,3.26E-01,4.01E-01,4.69E-01,5.44E-01,6.15E-01,7.02E-01,7.79E-01,8.56E-01
Annex_I,OECD_Europe,GRC,Greece,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,6.72E-05,3.15E-04,9.37E-04,2.12E-03,3.76E-03,5.94E-03,9.19E-03,1.34E-02,1.87E-02,2.53E-02,3.17E-02,3.79E-02,4.48E-02,5.13E-02,5.86E-02,6.54E-02,7.22E-02
Annex_I,OECD_Europe,IRL,Ireland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,5.22E-05,2.56E-04,7.86E-04,1.91E-03,3.59E-03,6.03E-03,9.68E-03,1.48E-02,2.11E-02,2.86E-02,3.63E-02,4.33E-02,5.11E-02,5.91E-02,6.74E-02,7.52E-02,8.31E-02
Annex_I,OECD_Europe,ISL,Iceland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,5.08E-06,2.45E-05,7.25E-05,1.60E-04,2.85E-04,4.44E-04,6.87E-04,9.95E-04,1.36E-03,1.80E-03,2.18E-03,2.56E-03,3.05E-03,3.51E-03,3.96E-03,4.41E-03,4.85E-03
Annex_I,OECD_Europe,ITA,Italy,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.09E-03,5.17E-03,1.52E-02,3.43E-02,5.95E-02,9.13E-02,1.37E-01,1.96E-01,2.69E-01,3.52E-01,4.27E-01,4.91E-01,5.64E-01,6.29E-01,7.18E-01,7.94E-01,8.70E-01
Annex_I,OECD_Europe,LUX,Luxembourg,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.00E-05,4.94E-05,1.47E-04,3.28E-04,5.76E-04,8.97E-04,1.38E-03,2.00E-03,2.75E-03,3.61E-03,4.46E-03,5.20E-03,6.03E-03,6.85E-03,7.80E-03,8.66E-03,9.51E-03
Annex_I,OECD_Europe,NLD,Netherlands,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,3.25E-04,1.56E-03,4.62E-03,1.04E-02,1.83E-02,2.84E-02,4.35E-02,6.28E-02,8.55E-02,1.11E-01,1.35E-01,1.56E-01,1.79E-01,2.01E-01,2.29E-01,2.53E-01,2.78E-01
Annex_I,OECD_Europe,NOR,Norway,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,3.71E-05,1.81E-04,5.41E-04,1.22E-03,2.17E-03,3.38E-03,5.11E-03,7.29E-03,9.88E-03,1.30E-02,1.58E-02,1.83E-02,2.12E-02,2.39E-02,2.72E-02,3.02E-02,3.31E-02
Annex_I,OECD_Europe,PRT,Portugal,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,6.33E-05,2.92E-04,8.52E-04,1.97E-03,3.56E-03,5.67E-03,8.96E-03,1.32E-02,1.85E-02,2.45E-02,3.01E-02,3.44E-02,3.98E-02,4.47E-02,5.09E-02,5.64E-02,6.19E-02
Annex_I,OECD_Europe,SWE,Sweden,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.34E-04,6.33E-04,1.90E-03,4.32E-03,7.51E-03,1.15E-02,1.75E-02,2.54E-02,3.47E-02,4.51E-02,5.53E-02,6.43E-02,7.50E-02,8.52E-02,9.67E-02,1.07E-01,1.18E-01
Non-Annex_I,Central Europe,ALB,Albania,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.56E-06,9.75E-06,3.48E-05,9.08E-05,1.73E-04,1.97E-04,3.49E-04,5.65E-04,8.40E-04,1.29E-03,1.74E-03,2.37E-03,3.23E-03,4.25E-03,4.68E-03,5.36E-03,6.05E-03
Annex_I,Central Europe,BGR,Bulgaria,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.14E-05,1.12E-04,3.61E-04,8.81E-04,1.24E-03,1.66E-03,2.64E-03,3.87E-03,5.70E-03,8.30E-03,1.15E-02,1.50E-02,1.98E-02,2.53E-02,2.81E-02,3.21E-02,3.61E-02
Non-Annex_I,Central Europe,BIH,Bosnia and Herzegovina,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.36E-06,6.55E-06,2.37E-05,7.63E-05,4.02E-04,1.02E-03,1.52E-03,2.72E-03,4.24E-03,6.62E-03,1.02E-02,1.50E-02,2.19E-02,2.87E-02,3.20E-02,3.70E-02,4.20E-02
Non-Annex_I,Central Europe,CYP,Cyprus,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.62E-05,7.61E-05,2.32E-04,5.40E-04,9.31E-04,1.42E-03,2.19E-03,3.18E-03,4.37E-03,6.07E-03,7.72E-03,9.28E-03,1.12E-02,1.33E-02,1.50E-02,1.68E-02,1.87E-02
Annex_I,Central Europe,CZE,Czech Republic,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,6.43E-05,3.52E-04,1.15E-03,2.90E-03,5.22E-03,7.71E-03,1.12E-02,1.59E-02,2.19E-02,3.02E-02,3.87E-02,4.79E-02,5.90E-02,7.26E-02,8.11E-02,9.14E-02,1.02E-01
Annex_I,Central Europe,EST,Estonia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.28E-06,6.07E-06,1.79E-05,4.37E-05,7.78E-05,1.36E-04,2.10E-04,2.89E-04,4.33E-04,6.52E-04,9.39E-04,1.28E-03,1.74E-03,2.36E-03,2.58E-03,2.97E-03,3.36E-03
Annex_I,Central Europe,HRV,Croatia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.29E-06,1.08E-05,3.77E-05,9.88E-05,1.85E-04,3.07E-04,4.66E-04,6.32E-04,8.64E-04,1.23E-03,1.66E-03,2.12E-03,2.63E-03,3.23E-03,3.65E-03,4.13E-03,4.61E-03
Annex_I,Central Europe,HUN,Hungary,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,5.62E-05,3.06E-04,1.02E-03,2.45E-03,4.28E-03,6.91E-03,1.10E-02,1.64E-02,2.36E-02,3.36E-02,4.43E-02,5.49E-02,6.89E-02,8.33E-02,9.41E-02,1.06E-01,1.19E-01
Annex_I,Central Europe,LTU,Lithuania,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,4.16E-05,1.65E-04,4.23E-04,1.02E-03,1.85E-03,3.03E-03,4.93E-03,6.53E-03,9.10E-03,1.35E-02,1.88E-02,2.64E-02,3.48E-02,4.49E-02,5.01E-02,5.74E-02,6.47E-02
Annex_I,Central Europe,LVA,Latvia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,3.10E-05,1.50E-04,4.77E-04,1.06E-03,1.86E-03,3.10E-03,4.80E-03,6.93E-03,1.05E-02,1.63E-02,2.32E-02,3.20E-02,4.45E-02,6.13E-02,6.66E-02,7.67E-02,8.68E-02
Non-Annex_I,Central Europe,MKD,"Macedonia, the former Yugoslav Republic of",2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,9.77E-06,4.64E-05,1.41E-04,3.22E-04,5.57E-04,8.45E-04,1.31E-03,1.94E-03,2.76E-03,3.35E-03,4.23E-03,5.25E-03,6.59E-03,8.09E-03,8.92E-03,1.00E-02,1.12E-02
Non-Annex_I,Central Europe,MLT,Malta,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.09E-05,5.36E-05,1.63E-04,3.79E-04,6.64E-04,1.03E-03,1.55E-03,2.22E-03,3.05E-03,4.15E-03,5.33E-03,6.21E-03,7.22E-03,8.60E-03,9.69E-03,1.08E-02,1.20E-02
Annex_I,Central Europe,POL,Poland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,7.02E-05,4.05E-04,1.38E-03,3.58E-03,6.70E-03,1.11E-02,1.76E-02,2.62E-02,3.68E-02,4.98E-02,6.34E-02,7.95E-02,1.01E-01,1.21E-01,1.36E-01,1.54E-01,1.71E-01
Annex_I,Central Europe,ROU,Romania,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.25E-05,1.25E-04,4.19E-04,1.10E-03,1.98E-03,2.59E-03,3.43E-03,4.61E-03,6.29E-03,9.33E-03,1.29E-02,1.69E-02,2.31E-02,2.88E-02,3.23E-02,3.69E-02,4.15E-02
Non-Annex_I,Central Europe,SCG,Serbia and Montenegro,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.42E-04,7.46E-04,2.40E-03,5.86E-03,1.13E-02,1.86E-02,3.01E-02,4.74E-02,8.12E-02,1.22E-01,1.72E-01,1.95E-01,2.34E-01,2.74E-01,3.16E-01,3.55E-01,3.94E-01
Annex_I,Central Europe,SVK,Slovakia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.48E-05,7.56E-05,2.62E-04,6.70E-04,1.25E-03,2.00E-03,3.12E-03,4.42E-03,5.99E-03,8.42E-03,1.12E-02,1.41E-02,1.78E-02,2.21E-02,2.47E-02,2.80E-02,3.13E-02
Annex_I,Central Europe,SVN,Slovenia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.86E-05,1.06E-04,3.57E-04,8.71E-04,1.55E-03,2.45E-03,3.77E-03,5.57E-03,7.66E-03,1.05E-02,1.36E-02,1.65E-02,2.03E-02,2.42E-02,2.74E-02,3.08E-02,3.42E-02
Annex_I,Turkey,TUR,Turkey,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.11E-05,1.10E-04,2.75E-04,6.62E-04,3.44E-03,8.59E-03,1.65E-02,2.40E-02,5.55E-02,6.38E-02,9.07E-02,1.18E-01,1.59E-01,2.04E-01,2.23E-01,2.54E-01,2.85E-01
Annex_I,Ukraine +,BLR,Belarus,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.43E-05,1.13E-04,2.75E-04,5.08E-04,9.01E-04,1.64E-03,2.78E-03,4.07E-03,5.93E-03,8.59E-03,1.17E-02,1.58E-02,2.27E-02,3.07E-02,3.32E-02,3.82E-02,4.31E-02
Non-Annex_I,Ukraine +,MDA,"Moldova, Republic of",2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.25E-06,6.51E-06,9.52E-06,2.11E-05,3.16E-05,4.78E-05,6.04E-05,7.73E-05,1.05E-04,1.58E-04,2.29E-04,3.10E-04,4.22E-04,5.58E-04,6.16E-04,7.08E-04,7.99E-04
Annex_I,Ukraine +,UKR,Ukraine,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,4.12E-05,1.69E-04,3.23E-04,5.79E-04,7.92E-04,1.09E-03,1.52E-03,2.08E-03,3.02E-03,4.74E-03,6.48E-03,9.07E-03,1.32E-02,1.59E-02,1.81E-02,2.08E-02,2.35E-02
Non-Annex_I,Asia-Stan,KAZ,Kazakhstan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.21E-05,9.72E-05,2.28E-04,4.35E-04,7.23E-04,1.08E-03,1.48E-03,2.12E-03,3.32E-03,5.66E-03,8.56E-03,1.22E-02,1.74E-02,2.43E-02,2.65E-02,3.06E-02,3.48E-02
Non-Annex_I,Asia-Stan,KGZ,Kyrgyzstan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.88E-06,1.09E-05,2.10E-05,4.25E-05,8.10E-05,1.43E-04,2.15E-04,3.16E-04,4.58E-04,6.75E-04,8.42E-04,1.15E-03,1.54E-03,1.73E-03,2.01E-03,2.28E-03,2.56E-03
Non-Annex_I,Asia-Stan,TJK,Tajikistan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.26E-06,8.27E-06,1.54E-05,2.61E-05,2.92E-05,4.29E-05,6.67E-05,9.56E-05,1.43E-04,2.25E-04,3.27E-04,4.63E-04,6.55E-04,8.58E-04,9.53E-04,1.10E-03,1.24E-03
Non-Annex_I,Asia-Stan,TKM,Turkmenistan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,3.96E-06,1.75E-05,3.74E-05,7.36E-05,1.06E-04,1.21E-04,1.96E-04,3.56E-04,6.30E-04,1.25E-03,2.11E-03,3.23E-03,4.19E-03,5.26E-03,6.12E-03,7.08E-03,8.03E-03
