Subsector shareweights (future),,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
661,,,,,,,,,,,,,,,
,,,share-weight,interpolation-rule,,,,,,,,,,,
region,supplysector,subsector,1975,apply-to,from-year,to-year,interpolation-function,,,,,,,,
Former Soviet Union,district heat,biomass,1,share-weight,2005,9999,fixed,,,,,,,,6
Former Soviet Union,district heat,coal,1,share-weight,2005,9999,fixed,,,,,,,,6
Former Soviet Union,district heat,gas,1,share-weight,2005,9999,fixed,,,,,,,,6
Former Soviet Union,district heat,refined liquids,1,share-weight,2005,9999,fixed,,,,,,,,6
China,district heat,biomass,1,share-weight,2005,9999,fixed,,,,,,,,7
China,district heat,coal,1,share-weight,2005,9999,fixed,,,,,,,,7
China,district heat,gas,1,share-weight,2005,9999,fixed,,,,,,,,7
China,district heat,refined liquids,1,share-weight,2005,9999,fixed,,,,,,,,7
Eastern Europe,district heat,biomass,1,share-weight,2005,9999,fixed,,,,,,,,12
Eastern Europe,district heat,coal,1,share-weight,2005,9999,fixed,,,,,,,,12
Eastern Europe,district heat,gas,1,share-weight,2005,9999,fixed,,,,,,,,12
Eastern Europe,district heat,refined liquids,1,share-weight,2005,9999,fixed,,,,,,,,12
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
non-energy costs,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
670,,,,,,,,,,,,,,,
,,,,non-energy costs,,,,,,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,Region ID
Former Soviet Union,district heat,biomass,biomass,2.13,2.13,2.13,2.13,2.01,1.89,1.78,1.67,1.58,,,6
Former Soviet Union,district heat,coal,coal,1.71,1.71,1.71,1.71,1.61,1.52,1.43,1.34,1.27,,,6
Former Soviet Union,district heat,gas,gas,0.71,0.71,0.71,0.73,0.69,0.65,0.61,0.58,0.54,,,6
Former Soviet Union,district heat,refined liquids,refined liquids,0.67,0.67,0.67,0.69,0.65,0.61,0.57,0.54,0.51,,,6
China,district heat,biomass,biomass,2.13,2.13,2.13,2.13,2.01,1.89,1.78,1.67,1.58,,,7
China,district heat,coal,coal,1.71,1.71,1.71,1.71,1.61,1.52,1.43,1.34,1.27,,,7
China,district heat,gas,gas,0.71,0.71,0.71,0.73,0.69,0.65,0.61,0.58,0.54,,,7
China,district heat,refined liquids,refined liquids,0.67,0.67,0.67,0.69,0.65,0.61,0.57,0.54,0.51,,,7
Eastern Europe,district heat,biomass,biomass,2.13,2.13,2.13,2.13,2.01,1.89,1.78,1.67,1.58,,,12
Eastern Europe,district heat,coal,coal,1.71,1.71,1.71,1.71,1.61,1.52,1.43,1.34,1.27,,,12
Eastern Europe,district heat,gas,gas,0.71,0.71,0.71,0.73,0.69,0.65,0.61,0.58,0.54,,,12
Eastern Europe,district heat,refined liquids,refined liquids,0.67,0.67,0.67,0.69,0.65,0.61,0.57,0.54,0.51,,,12
,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,
,,,,,coefficient,,,,,,,,,,
region,supplysector,subsector,technology,minicam-energy-input,1975,1990,2005,2020,2035,2050,2065,2080,2095,,Region ID
Former Soviet Union,district heat,biomass,biomass,delivered biomass,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,6
Former Soviet Union,district heat,coal,coal,delivered coal,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,6
