# File: xanthos_basin_runoff.csv
# Title: Maximum runoff by basin
# Source: /pic/projects/GCAM/gcam_hydrology/runs/xanthos/pm_abcd_mrtm/pm_abcd_mrtm_watch+wfdei_1970_2010
# Comments: computed with Xanthos forced Watch Forcing Data Era Iterim (WFDEI) 1970 - 2010 annual
# Units: km^3/yr
# Column types: icnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
id,name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
48,Yenisey,385.359885869,471.225156635,472.164077731,483.033529486,481.142537076,507.444329053,454.720526973,482.949730676,489.311449035,471.232570897,479.270825716,489.69804241,504.695833847,516.053462626,488.264656157,515.441916582,516.733383288,490.903943869,545.361317755,532.641568268,538.792902472,548.346133144,545.508398947,532.205325935,552.037912399,545.685146236,548.197155178,569.556623256,549.366460584,546.956899226,546.472538519,583.651691778,581.805860372,549.990245306,589.936628151,567.440735785,572.826682214,611.283909167,617.010918636,596.340357155,338.382200656
49,Dniester,2.47336707789,4.39346340294,4.06878891793,3.75523736976,3.73522221278,3.96504965344,3.81044484169,4.43284101388,4.57046134089,3.93877835789,5.12102628595,5.59179548672,3.91687137142,2.92743592063,4.37910604752,4.55627279183,2.90339376829,3.11750084172,5.11046002958,4.2871936727,2.87264688251,4.86817851592,3.16568089671,4.05021011115,3.03426397694,4.10330113917,4.91558795486,4.54314169683,4.96571041659,4.48486575479,3.76422388507,4.49962896182,4.36014619978,4.07933402894,4.09567718097,4.73777505201,4.89206437561,3.2102381874,4.8044754095,3.67728354365,2.17263032966
50,Italy East Coast,21.0760201694,25.5618571649,33.304591221,32.359162008,31.6593550407,27.0686430233,39.7797788254,30.2905430802,33.9169805661,31.2435195653,34.8160224342,30.5243092813,29.1373008823,23.3964022295,30.4148437332,27.7158400479,25.6604832602,27.443670781,22.5830282937,21.0849724393,17.4622204157,21.7833630987,19.5765849737,21.5660587999,22.4862522569,22.3141644012,28.48570153,23.6529939297,25.8260454532,26.5449910928,24.8570615909,22.60954531,25.5273882841,23.780165414,25.5956908138,27.7778329978,26.429031907,21.768967363,25.9320937178,29.6305275913,14.68065069
51,Japan,457.06772169,509.893685704,571.743209265,482.851923649,517.405943414,535.63865744,561.609500307,489.272192687,444.191934333,538.28828946,590.29940539,545.417836755,517.446382893,550.958015323,442.266807614,539.128393408,493.820360263,509.195846929,543.076960627,573.056323561,572.348014823,599.244713724,528.368120914,645.81850305,462.012301885,543.8689524,506.851591954,552.765572153,662.303427989,599.17029797,558.261605291,561.927586414,553.323338446,597.799032401,598.973788574,543.122444735,610.841124307,539.947539077,545.785635614,572.332081733,305.729266814
52,Caspian Sea East Coast,49.1786195558,36.8818839809,55.0819613659,47.872198745,46.5868904953,33.4401000098,59.9514829029,42.7541190851,53.384363416,44.3206075816,54.3399540657,55.3859572213,46.5213132989,43.1597244077,40.9435118015,33.6293281,40.3421787247,49.5052404047,48.0938914375,37.4590378822,38.8080768166,53.3032145406,52.3670412621,52.490110798,46.4302888552,39.29488855,43.1469128911,48.7017240708,53.3355368467,46.4895658937,38.9213714529,39.1275398651,53.0798446057,71.7921328668,58.9690095888,48.8410282566,41.9822221241,53.9279980058,39.0694948432,61.831899021,24.1582932552
53,Don,60.0175398816,56.6023583254,50.9848148662,67.1914850321,71.2841450504,66.4661278907,66.7332936637,82.7895036022,86.2700110714,93.7809723742,90.7303100318,98.6359867482,102.105705784,88.6350542654,69.084337193,72.6532015156,74.5366846042,80.2199450198,76.5910790182,84.9080059047,85.6882075278,82.7178817103,75.693940377,82.138442713,80.5430017572,79.5032737961,75.2411914752,79.4310110183,79.7696892151,79.7352960616,86.5017409375,82.2879335889,87.1724261019,80.9587428883,94.4407801144,94.4594813051,92.9807501558,82.0165020512,76.0488404211,67.2600922957,45.8662632633
54,Danube,187.269044881,213.634226126,231.819071249,224.332933409,240.501175391,251.095837993,227.185694246,248.697361143,260.486870504,250.418057759,267.612840415,269.470804181,245.139424546,243.021405562,255.240154503,251.005205275,257.144219718,252.924874321,266.11564971,254.44391014,233.29591918,267.774712,245.259763854,254.744757492,256.122386988,273.662960909,277.843757955,265.755512451,279.932715733,288.969447106,265.481694995,285.908224419,275.824952614,258.419814559,281.86748179,306.557489752,292.839284421,277.978015029,280.851022992,286.084291529,209.181354108
55,Adriatic Sea - Greece - Black Se,103.164846798,138.61192909,120.321322667,120.167836117,127.904541277,108.190182249,151.916870905,100.953480418,146.07944862,133.906315487,133.445189371,136.889362124,125.47072047,96.3845447664,120.070737077,110.522740719,93.6492788699,109.850310087,106.007137239,80.3039345111,74.0066593539,93.5484124152,77.6788045239,83.6037591578,90.6975621776,110.119022226,136.682379422,98.1797498728,123.678751743,116.6502664,90.5001607108,99.2140775525,126.634562342,116.945030005,116.793884994,117.7148556,111.583147477,93.4439313214,95.8147437612,139.103820317,49.41720295
56,Ob,433.15584837,549.135516592,544.208079974,552.194281472,508.442088414,520.222004032,503.803453598,525.237756564,562.840883342,606.442772279,545.088516962,519.356414968,529.476779602,581.007273835,567.131883787,581.324492873,615.708931846,598.213745405,541.382838805,540.118053301,646.380027752,577.821084438,602.028060933,644.749025986,612.33453022,601.08816857,625.335110588,585.016118637,614.671246168,632.354011586,658.860953869,693.38504245,704.676916171,631.157976577,642.515882986,666.314305026,636.4305996,725.202010246,646.285416451,679.362472157,366.01957808
57,Po,30.467939285,36.3175530053,37.3350469944,38.118383478,33.1895083908,39.4128948658,49.2930022488,56.889092213,45.552704364,41.981339916,42.069136805,42.4116865146,40.7943793317,33.8208069893,42.765056121,36.9645699202,29.8675317117,36.1978147298,35.7330829035,33.4854070409,30.9093863456,33.8400074769,39.0130049452,47.2593673741,47.9369809263,43.6344483676,46.4879313186,37.3998984498,35.2193663873,39.8405740821,49.8783584758,44.7205833057,50.9061561122,37.8989549106,32.3789847654,29.4736766812,31.458589067,31.6280961011,40.9743366319,39.475833022,15.9307687392
58,Amu Darya,18.6024961212,17.1205778466,43.250949932,48.3078446619,32.7715855576,36.8420831392,46.2450366404,38.9751241875,46.5085273096,49.8700771555,43.76541299,45.7983701861,37.8399048191,48.2274857167,38.2842094368,38.5282430932,26.2548909689,52.8175730833,49.432397275,45.6599662432,43.1071070062,51.1344527488,56.8323580151,58.1724442346,47.4234306545,37.6874456588,35.1055662185,46.1052264826,67.6089897398,51.4932767954,34.3031351532,25.9809777739,35.7407421887,49.3295518993,41.0149711799,55.5845150274,40.9993927472,38.8239635971,25.9407130792,38.7613173354,13.7580217698
59,Italy West Coast,21.5776113092,25.9981943289,27.3865067953,24.1027747788,26.2167916298,23.3994929066,32.4733410849,21.9177066854,28.7642204781,31.6412620173,31.8544253297,24.8276621539,25.9972797837,23.048209787,31.1076043737,26.1636825531,26.8699676401,27.7771448001,23.4586739639,20.5915861692,25.5315556371,27.6901617167,23.5233325873,25.8078353343,22.7753427987,24.8506171207,32.9693357826,23.7639486309,24.7887947629,26.3590546892,24.6282279015,24.2496736716,27.0046106807,25.5427189717,30.8298617216,31.9599953356,26.8915175187,23.7093949623,29.4725088952,35.6568815218,11.2521642104
60,Spain - Portugal Atlantic Coast,40.1945057144,50.70704511,50.5574325007,39.9612079211,48.2874060566,40.5248088098,44.5258324619,60.5827048707,61.8798225362,62.1243466161,36.7974910785,35.6304913927,35.8703089593,40.2277436021,48.7418714192,43.7320412293,40.4562896138,42.6105967816,39.1699038593,35.4804674344,34.4099719501,38.9230875179,33.1929810835,40.3132776729,39.4412617675,41.818244104,52.3516910582,44.4391360403,37.9460999459,39.3008740868,45.1454128346,52.2365606613,39.6873441555,43.5414302207,31.3487722791,28.7285192052,42.8824955459,32.05515641,39.5860076769,43.2078342545,9.14223091901
61,France South Coast,7.00419487336,11.8509167271,14.7697977705,7.84304680787,10.5701088145,7.85553681339,12.8274554338,11.7524597535,10.1111286902,12.3825851826,7.17205587247,8.01012652189,7.86255143275,5.96415290144,9.18664250793,5.97540682981,8.89897181215,10.7221847435,7.95020815053,5.02366447297,6.03221686031,7.53976098269,9.89432430295,11.4463922735,10.910097565,8.24540731569,18.0652754253,8.33063382565,5.81549461103,10.733497211,8.1641470088,7.38424333827,10.7643133046,10.4559655413,7.54869325101,7.85602754961,7.47625952034,5.06170925195,9.76659372234,8.63552429318,1.42665586551
62,Rhone,29.6248164292,36.3767681312,29.2142972908,35.4917831159,43.1209742673,42.2513120633,47.0239493585,61.1021961574,47.0565492692,42.7233494879,41.2260743202,44.8813429474,45.3613484493,45.3942775213,39.4716187455,36.4321048463,35.6857176108,56.9172189169,55.5117036099,38.9195949591,36.5147671005,41.218651473,51.6378212456,65.6050151427,67.615118657,54.9659627013,62.0869221645,49.7104154555,48.5282912444,64.0163298209,61.1297598326,67.5858201116,65.6791664488,50.273047486,44.9119892532,42.9206288477,53.6212762836,52.4611596135,62.7992255814,45.9256410128,15.7191772025
63,Mediterranean Sea Islands,12.6030649089,16.3186390832,19.474327961,14.703372513,15.1947367191,14.3963209475,21.2863172194,12.3468080162,17.8424012365,17.2630248201,15.9901293501,12.0663462223,18.8890426861,12.621867116,16.6516120521,16.3447125539,17.1766670238,14.743286377,14.0532645752,12.7913344908,16.5876264684,17.8333204743,16.1772041278,15.5583268155,13.7521816432,14.1346938537,22.9243110709,16.5733062556,14.3063788982,15.7560382172,15.127931456,14.1932592333,14.9973625204,20.3460324273,19.3583970112,18.1063342845,16.2474244956,16.5610993226,19.0444614876,21.8375416882,5.73191548773
64,Gironde,18.5202076194,28.715436562,23.8408208965,22.7142405119,28.7311551024,23.6852341443,24.5694269195,31.1448643794,27.794032712,28.5898065164,28.5050600123,29.2787065166,27.7977977868,24.8171848281,28.3079244367,25.3487474272,26.6832606446,23.3368377358,30.868954553,21.0612852494,23.3840505755,23.3738042133,30.9586823798,29.3217405391,32.4546180894,28.163772718,31.8121315589,24.6212952205,28.4932376689,32.1003946803,28.4975979988,31.5594419817,25.8461370783,25.8945314266,28.8803719393,24.0123935725,26.2750538433,27.6057824924,31.5380524449,27.297618421,15.4780834192
65,North and South Korea,103.334544302,137.558602409,167.560807793,128.538142075,144.697426512,129.842334735,111.894116362,71.504045244,126.335823251,166.990857356,143.507061904,143.797619366,82.444346637,125.440581853,127.87049007,179.573741953,152.590520298,189.638709415,96.4638843845,134.353694408,228.334039127,142.453507835,113.093624503,153.450050053,92.8423155794,130.833416019,102.347413959,107.216337746,202.578972051,179.126543034,128.572368835,107.221984517,148.3515342,210.056500603,167.222363362,144.662227358,155.618388312,174.957412405,118.519348596,127.925823185,29.9960216268
66,Bo Hai - Korean Bay North Coast,67.3729445267,89.503410938,61.9185838409,96.9677491256,79.8511595878,76.6718998056,62.973863901,72.8113380877,74.3982316579,81.8056447138,50.3524088112,64.8121902434,54.104183985,75.378344577,72.9313708474,116.91602529,96.6835423296,89.744904996,60.7624956534,56.8262294659,93.096876413,80.5506682022,69.5656607796,74.9105690866,94.8351052643,102.156182216,82.4753829055,56.8664717006,94.5937374048,53.6559610402,47.3345577952,60.6032734619,51.3221316955,64.8917670326,76.2054735024,95.3927363102,62.8402796878,74.0045672252,68.7060394512,55.2757434474,14.4993933546
67,Spain South and East Coast,11.3418838632,19.9192341418,20.7695531039,11.2592895228,12.6303225155,13.8961175509,16.3977333088,17.2884575207,12.3647282835,13.4681045392,12.6688984532,9.77090007828,15.067133417,10.9010009489,13.2223630435,11.0875953432,13.8707652598,17.2458689276,15.2900293046,23.6645626712,15.5654944551,16.5612776545,14.8789301944,16.1987612245,11.9154949171,10.7189462121,23.8104108191,18.3539292081,11.7700039178,12.3714767173,14.2388746215,14.2058275977,17.0474004142,17.9408808017,15.133142372,12.5071347733,14.6052595555,15.5780612553,16.5372600826,16.7679006824,7.15790521622
68,Lake Balkash,36.0015721605,39.3331986338,45.9988152953,45.0576758865,36.3389269467,38.0115473152,42.9791222149,40.849923304,42.7271985305,50.1932252712,43.7108661527,49.8413862047,41.5179993107,44.1849183,42.7855813795,47.4690947962,47.8815547635,54.5290223953,56.7124712455,46.8386822253,51.7381762199,45.5969882736,49.7828780194,57.5890560905,51.5520881208,47.8255615891,46.3094224846,47.2816494152,55.9533102495,54.8881553198,51.7537564375,54.6706815615,59.2603195145,62.4092772166,58.8664334016,56.7022575821,55.7665771821,58.155610269,51.6313974994,57.1858848248,39.9270208711
69,Tiber,6.48984706051,5.68292366451,7.63492805538,5.49825921394,6.514410682,6.47634376831,10.2647281619,6.28092132277,8.69988778827,8.81623445942,7.49317300953,6.25187645768,6.63037853357,4.89724605303,9.23710385168,5.7417863726,7.25889905213,8.33200229978,6.40414853206,6.36610266729,6.55524166544,9.93973540477,7.82165494927,6.58647534748,5.04957136839,5.11346053954,10.0966325245,7.04125290447,7.42283463934,7.90530763556,7.23330848217,5.76531610664,5.66484547986,5.69438402785,7.90401960542,9.90561344051,6.01970142542,4.61659803158,7.70438800881,7.65401397571,2.68090534571
70,Black Sea South Coast,73.7811757201,93.1482740922,99.0353503557,95.884548285,83.6436785596,102.374410736,94.7999416007,92.6801443599,105.144072204,94.3964194437,105.108835672,98.1399894552,97.8649605578,94.2378058923,92.9058259295,86.9089322192,85.2785940478,101.884226545,108.797602499,96.7989461471,90.5957350036,94.681561807,99.7490698686,94.5403016427,83.5240345355,100.392861853,90.7384179891,105.356251152,102.101706134,93.2710086758,97.7052645011,84.4837691906,105.696855379,93.9887017807,101.952133645,108.123057411,94.5345640589,91.983500975,92.2305914954,105.651120856,50.7506714635
71,Tagus,10.2788476466,13.3306476658,16.8809004602,10.3061873077,10.0513392441,10.3177521152,13.7474838949,16.8958604428,17.759045244,19.3858913484,7.77243058054,9.51530099904,8.94266433413,12.260278867,12.2613700277,12.8276488257,10.1286174132,15.1530453793,13.4137946949,16.7221940104,10.1466883973,10.1805440267,7.19229594712,12.2820359542,10.4285084657,11.9023081543,20.4855307191,18.4765083247,10.269831945,10.5690032036,13.7069959078,16.9180890172,13.8466225729,15.877805161,10.5955162456,8.95312494433,15.0536640408,10.817162301,12.5615974194,12.4601690424,4.14522997294
72,Caspian Sea South West Coast,66.3282303631,69.1193927009,87.3641723775,78.9656102289,80.8897569031,78.4119504843,85.7201475197,85.3366870169,84.2091181799,83.6701740048,81.7646559361,86.3903264569,93.0127351661,82.0225084082,87.0275667982,85.3676876542,88.1393725988,90.2621941941,94.4306110727,79.5046377749,87.0733770787,85.7398441529,95.2798826322,98.3421661287,93.4848797673,91.856207653,88.4880147703,86.9807243367,88.0422752417,84.5065616553,84.8749713428,83.8418390004,95.6507411271,97.6968316941,95.6256005643,91.4347750881,95.242459986,89.9269769487,87.0951561012,88.035898185,63.687354055
73,Ebro,14.6754797732,23.7310749148,22.0246637066,16.6501640763,19.9639736971,19.1552097136,18.0893195516,22.6099767487,19.4663922793,23.1629354026,18.4110485261,18.1052836988,21.0496035187,17.8163783583,20.631146069,18.5908570526,18.8605526976,20.0724189304,22.9121066779,17.2797648092,18.8168705201,20.2203643986,21.3426914175,19.1806318822,19.8568861011,17.4994196477,23.7920450502,21.4736335363,19.6994108253,20.6269454218,19.7629584986,20.483626881,20.4484684383,24.1178194308,21.3050447893,20.1631738837,19.185424348,21.4557289202,23.8988029899,21.0025673262,13.792517735
74,Douro,13.7546580205,19.8789787799,14.5394628464,14.3596842524,17.8734782014,11.2859082423,15.9729252536,27.8603971166,35.5824595656,30.0186783174,13.9870839639,14.0581083479,11.5236201596,18.8966703152,20.3528476965,16.8218983924,12.2125127138,21.3490819766,17.920627491,17.680441406,11.336269844,12.2335542488,9.84914241002,19.9520375138,19.9305470356,17.6510707024,24.0912621606,26.7879996833,16.3762753703,15.2310487712,21.040888499,28.2304605481,21.6789165826,25.3036807229,10.8255368688,8.48113730363,18.7876242799,16.9997531736,15.7950014413,14.233198115,4.07059906732
75,Mediterranean Sea East Coast,64.7340745434,70.4466257404,52.4033845902,43.6846384295,63.5635912002,69.7672270532,82.4086415929,75.6656096523,102.749217667,73.8051805281,89.9770279472,102.938622967,61.2313170456,75.7390217653,75.0989953159,68.2733933875,64.731828564,72.623506707,81.3431632576,52.3944005745,44.6993020607,51.1964447639,51.3915675773,55.2326781479,70.9576091837,64.714788647,71.4014336712,73.2218869487,86.6850900756,60.1483017571,62.8682511145,75.5236553442,74.8144183412,88.6575842244,80.9502205554,62.5132088845,64.7546880348,54.9642657225,44.9327465024,96.7306665177,31.4555147269
76,Syr Darya,79.9062303527,94.1948113394,116.527879798,122.205640297,97.2760280171,86.0342596079,106.028355676,97.1576920454,127.155350246,135.316925184,119.738854775,149.084028669,116.496011628,123.406310121,113.351156381,119.605972916,108.328598243,149.008149989,133.212071171,124.314563447,133.051591239,117.334663954,125.858186421,151.259390587,131.451912942,114.035403994,111.737589236,115.54112613,126.538432086,111.562656695,106.832317778,105.972156243,149.199241237,148.535427697,132.11713372,139.563195941,115.57532846,128.136558452,102.347733357,120.437674134,67.628423117
77,Ziya He Interior,48.15487252,48.7011623049,25.1959568856,64.15320634,43.4808952271,35.5980965229,50.3310174007,59.6663250955,51.4485432418,49.5837222239,31.5974365091,33.59096069,40.0045544967,34.7146345237,36.5205032336,52.7323019228,37.3097282441,43.6626246125,51.9543184406,31.2816992273,59.1128486433,50.6850121234,34.3056892117,36.6528779821,51.4807581435,58.7167332427,59.1690094435,25.4273171944,51.9205176237,26.952086377,39.8353829146,29.030981809,30.0900321445,47.3824193734,47.8404850096,39.4417134849,33.1470644215,36.8445709334,45.556309608,39.9871395241,8.06216647113
78,China Coast,294.954105299,227.396055872,308.601850694,457.444374141,318.338283515,466.556609143,348.553026744,303.598928497,277.485638042,240.173988501,264.903236015,263.094564701,273.602634327,437.555269184,291.277482082,290.212473837,247.83303045,329.497424186,295.723162465,312.004938736,375.215584869,258.88890136,361.271534291,283.72736812,274.09580536,296.97323662,218.354742258,298.193010439,374.565239174,310.108619004,312.786118733,368.108774694,293.631707361,242.132580179,133.934664698,303.850173186,374.469720536,283.142254842,304.819250158,227.234828339,43.4627065035
79,Huang He,104.489822993,95.2652452286,61.5020025497,98.7891751827,78.513901499,94.8488395426,104.358240512,84.1428987667,92.1035800656,87.6357564672,79.7914877311,93.0063884126,76.3761010023,98.5749347604,112.379931916,100.797563842,63.4086362374,68.3832360582,102.190966943,75.2524060192,94.323405295,61.9770543764,81.1790136176,80.6045535454,81.9306582434,80.6818626125,93.6537221636,53.7848915983,98.8841434209,69.6146923001,74.474593215,70.8078837935,69.1208897609,135.952079951,98.7443024519,90.5153995251,73.9938173981,87.1408667901,82.3354072866,84.7260685693,27.0639527907
80,Mediterranean South Coast,34.32946744,49.019108187,50.8386291562,57.152601082,48.0287533852,49.9064245223,62.0266566489,37.8356811821,48.7549800388,51.5362262847,45.8907942293,41.865991094,55.0385222377,38.4321314597,50.8728387448,43.1009265044,53.3352404217,43.0469742842,42.0782890499,39.6436274309,48.877046832,53.9492075832,49.829991703,40.6360728053,42.553083393,48.956796286,53.6788102401,46.7073543743,45.2780166418,47.948072367,41.6199071564,43.7862336893,44.5834449482,60.9176631858,49.7545888133,49.5799158873,52.4138362351,54.6490394756,50.7534263261,58.7070026331,24.9427770654
81,Guadiana,10.7996868846,12.0497998687,14.0012205615,8.44758756549,8.93430598396,10.526708052,13.9020064768,15.7020049411,14.5800312735,16.3150030742,7.8559035631,8.06192440833,9.52469913355,10.5787663686,11.1833082757,11.6108781718,10.3861892654,14.2677058121,12.3482941912,17.1502725295,9.92766410745,9.34038392785,8.53712746093,10.1321777289,8.48460170012,11.7083003574,19.7059711592,16.0715300595,10.1940998731,9.61519295484,12.7633867831,15.4984793546,12.0044230497,13.8504749691,10.9263769028,8.23108213883,13.2504530404,10.5776596696,12.2240887216,12.6928831863,5.88122872038
82,Central Iran,43.7055051327,33.3081517954,63.2918920592,27.5053977981,43.8388189878,38.9695132021,66.3083774359,50.1125860991,40.8277888167,44.0411111679,41.5115147888,36.8850563615,47.7746146494,43.6380264245,42.9810716445,24.8398388723,55.8533964184,39.5548998149,35.5961057447,28.2127531512,30.1251538427,46.1557882106,52.9633294851,44.2266015846,39.1867790474,51.6460862338,55.8304885267,48.1939898272,47.5876541551,41.9809303096,30.4588366133,26.9192025416,39.4837344806,43.8042310828,47.6434769951,40.4359591541,34.4649994817,51.7760952641,27.5605092753,52.6816555511,15.2010986762
83,Guadalquivir,8.15099339588,9.11743713856,9.54589484617,6.17920478253,6.57740489546,6.80924941153,10.4712077842,9.29590674514,8.66126153698,10.7030523148,6.247494679,5.34018140655,7.48797400168,7.19004776265,8.78797027108,7.81147041865,7.88682411032,9.74981229569,7.58660936128,10.5100912874,7.06662339748,7.49860424623,6.71512017317,6.06860627176,6.10443972808,6.97004807694,15.2450813909,12.2983360998,7.07643539939,6.92818628463,8.36510154406,10.0891226917,8.83974564007,10.2431893346,7.57055884637,5.96138357669,8.73556256228,7.42289294065,8.72655062588,10.3450703245,4.26536048574
84,Tigris - Euphrates,98.4778809501,123.130115506,162.408387766,86.8036272758,151.607899367,125.445782396,166.20079046,118.029778052,123.570994932,117.831273868,140.816702072,137.047988121,129.91342937,111.515723892,103.446797374,120.37632551,125.83204208,135.206739079,170.209148067,92.4804517709,107.458379972,105.512496532,145.982598669,172.410671685,133.732312648,154.824624843,142.0450994,120.216928841,146.977235586,89.3522474971,91.7010534551,106.112320761,131.979943107,136.38738704,140.070331854,118.628537033,132.6296671,116.556209221,77.2516685579,101.120052544,48.5844146422
85,Tarim Interior,25.7591723833,43.5517500167,51.0723971876,36.7498018871,38.6632933343,32.1948427987,35.8814871186,34.1355460019,24.1929810779,38.3927833087,33.1951094579,53.4427053996,53.5688011069,37.1265322574,31.1937731532,24.7338085525,31.2265802828,54.5815372302,55.5380474015,54.1520937327,42.2246394383,42.5239725743,47.7387044813,56.517886226,40.0271262001,38.7153421337,61.1373896994,49.5973887564,51.5044563351,51.4736529997,48.6307408109,39.5921576725,56.5292968646,56.0129188576,46.1363660084,65.1069775165,51.1254491009,52.1550398894,46.9067600111,46.8238759711,15.0538042666
86,Africa North West Coast,30.0184881582,44.0018115322,39.8145000834,33.603687972,38.5355670176,35.0710165611,43.8213049798,39.348864221,41.8315660328,42.2123929113,33.6048639938,28.0842936538,36.1291403735,30.1468571187,31.9927181998,36.4085657702,36.9516942055,42.2731363456,43.8621323057,45.4212342456,35.9942243188,40.9908079029,31.2110019348,37.2436576285,32.8152545291,37.0415487688,61.7284609036,43.8717886777,35.619975485,37.7438735923,35.435184908,35.3690697952,43.0428832954,46.2719915129,36.8849645615,40.3869875594,44.4345963114,35.0916825977,39.2541292063,48.3152935312,18.6644198891
87,Nile,257.672957638,220.037877097,186.448762799,223.85648288,263.171501472,265.800230663,216.737068424,264.059023531,295.009811479,199.989101399,174.794180089,191.274617621,181.573310224,153.640429629,132.939089234,212.224306345,157.69977726,164.943060007,259.076351715,184.206029083,192.898015067,186.275673013,157.885109737,184.999748172,185.257425017,175.018831239,219.577752651,199.759770536,237.988185926,220.69426341,188.443561951,226.034216934,154.18680549,176.956710025,153.544971704,172.314791237,214.565205116,222.876993984,186.126042995,96.390854159,20.8507107986
88,Persian Gulf Coast,13.8571169718,7.84510418293,27.2957159198,9.32021175684,19.2251738695,19.534969535,36.6007015217,24.1417244442,18.3140251738,20.2006168621,24.2829647537,14.16533107,27.762663987,17.4091140696,11.7319409126,10.9324716368,14.97561049,12.4040474869,14.3916625284,10.6138921326,13.0856323344,15.5141379564,27.0987379595,33.2261467026,17.468158283,24.3847036293,37.3490530406,26.0641508666,32.2136210496,22.4817312739,16.090927249,13.9328248423,16.6996764913,15.3299474905,23.1936333881,21.5983648972,16.1555823251,15.4410918715,10.6107775797,12.7603753844,6.26998364283
89,Indus,131.579740461,141.715639126,124.547288653,181.831842813,106.204982631,168.846304966,179.218547475,149.524870218,155.413296114,136.882371326,130.260706481,143.302617062,151.624402636,184.280178459,120.214426392,112.776839704,155.007210594,153.479418218,194.58036185,149.394757012,175.634514043,161.569373516,182.328394893,172.436607232,165.739021379,184.799786189,200.870978919,176.853269508,169.174261953,121.340771918,116.13753255,114.251229552,105.037824375,155.256698406,123.390707893,147.44571744,141.186363466,159.741363002,152.151683127,136.165588164,41.7947704951
90,Farahrud,4.03010894158,2.45392995951,3.35155629409,1.89873364672,2.73884255015,3.3388652236,4.61638429285,2.5738994142,2.22403245681,2.42319375979,3.16224189216,2.79806924057,2.68729196393,2.58751824037,1.98679800359,2.59578171964,3.18341614229,2.10634071614,2.48873060574,2.10025782108,2.40997124378,4.33209741598,3.83825673316,3.41240897453,2.62524844937,2.71789212991,3.81605227092,3.82336116363,3.7282780583,2.99343340152,2.35583565964,1.95825106643,2.45419317857,2.84895226877,2.33233335877,4.1384634528,2.21626798857,2.58811408822,2.06154707146,3.52325243152,1.6150175128
91,Baja California,3.81506252237,3.66090481346,4.07937877194,4.13035620634,3.44131228898,2.87591744721,5.75375886428,4.51892345903,9.51278856901,10.2384027592,9.51251135651,7.13198169146,7.20312825493,12.3743708211,9.99549692156,8.17690494911,6.1987813608,5.3006456379,4.35243118588,3.90410447552,4.74417392236,6.21440183783,10.2620657283,12.2965156615,7.66755991803,9.1424481533,6.52451671788,6.55754627784,9.92733771339,5.48704612899,4.93968503533,7.63066363922,4.44057163069,7.74423660937,6.19250347893,7.45972833734,7.78394891203,6.26302963351,6.59090428641,6.24059319732,3.79062117401
92,Plateau of Tibet Interior,19.3602408452,21.6805173179,16.426276898,27.4143393069,25.9544025098,12.799824764,24.0993692189,21.4847017521,12.7329653094,21.5322856121,52.1750090734,25.4816687332,19.0244518303,16.358562111,25.0177174234,23.9996471036,35.0930063008,49.192901186,41.5218228462,31.3761736957,46.6007605775,19.8116852461,42.6731992271,30.5009974051,26.0123714296,33.4040618919,46.9141915342,56.7231723262,59.8188231456,58.326902746,64.1810356073,63.43874258,60.6570542275,68.4503025682,70.1870343525,54.056417748,58.6464496161,49.2593115726,55.4162238272,82.1948440025,14.0098341751
93,Red Sea East Coast,10.2471344527,8.35947383832,11.8668721315,9.65543945952,17.0657972019,17.4466341518,11.2728388278,17.5499848013,13.3503979059,22.91188984,16.7104524812,21.4743586742,15.4789696431,33.8151889055,12.8571002457,14.087977788,12.6538322831,12.0827387119,9.09529743812,15.3253476104,11.4106480679,9.17345654871,9.24578320429,19.8321497946,9.51038396855,8.53227462299,15.0131220674,19.0328635741,13.6278532622,10.3610358568,10.3313627622,12.5575083824,17.3455128939,11.2742102299,10.9758879963,12.3877711964,12.0839083429,7.51417065826,5.15612026407,7.34723815461,2.51881063468
94,Arabian Peninsula,22.5761070436,27.2299518682,74.3683182513,26.5404629661,65.5393713548,63.5125426124,99.907856578,56.4335158591,44.1925697185,43.3198850937,37.5682262493,47.5673254465,98.5481803508,92.673744541,41.159934859,52.6159363884,66.3040788137,48.0030958482,54.7335041474,69.4466359671,53.1090813539,32.1029308948,39.3914626508,70.3129616712,28.4693650338,75.4862511437,83.2360652126,97.297573449,73.3496851593,35.8098990114,21.4061083234,21.4696120532,22.9848864097,35.3372424394,34.7938573194,60.6119201175,33.3332232409,28.5796284994,17.3371086983,16.7393343192,7.63973658895
