# File: xanthos_accessible_water.csv
# Title: Accessible runoff from xanthos simulation
# Source: /pic/projects/GCAM/gcam_hydrology/runs/xanthos/pm_abcd_mrtm/pm_abcd_mrtm_watch+wfdei_1970_2010
# Comments: computed with Xanthos forced Watch Forcing Data Era Iterim (WFDEI) 1970 - 2010 annual
# Units: km^3/yr
# see Turner et al. (in review) "Modeling global groundwater withdrawals..."
# Column types: icnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
id,name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
47,Black Sea North Coast,29.1281409168,17.6622891738,21.8117684931,26.5005348636,31.1346598966,31.8007567372,32.5419989311,33.1494584884,33.4175222363,33.5849878393,33.360942991,33.561507373,32.6947850928,32.6171345218,33.0988337677,33.2113103148,32.6782574785,32.4964442504,33.0359577614,33.3029858705,32.9887670045,33.7687310667,33.662509748,34.2298183693,34.3111919205,34.718944539,34.9114488845,34.760394084,35.1240844961,35.4739376019,36.0288175405,36.4204529266,35.9689657276,35.5002567665,35.4215349825,35.219760793,34.0129864327,29.3045936659,24.9189157245,19.7620276334,31.9353651606
48,Yenisey,234.716496764,142.468395692,174.081356172,207.656859903,241.674641339,247.644659487,248.20400837,249.423000035,250.929001043,253.356069196,252.022665038,256.244121463,258.592819645,258.70353265,263.857091828,267.567518507,270.980678413,274.015323002,276.063081312,279.117912961,281.662130125,283.674906948,287.658030466,289.34013011,290.50287366,291.070448888,290.940193337,293.591981276,297.040296542,296.89793917,299.974379019,301.312226151,301.539566327,305.844174848,310.714451899,314.181349227,297.129788389,256.681634896,218.445358199,177.431939614,290.142977982
49,Dniester,1.69423657953,1.01196345297,1.2532226496,1.53388900386,1.82326882096,1.91605167515,1.9621174874,2.05854700062,2.06878089483,2.01763571887,2.04385179525,2.09107406445,1.99423675828,1.90224222816,1.97642752425,1.92363321945,1.75146969654,1.81170192847,1.82678646424,1.80596234195,1.70959600174,1.78556841451,1.89941471603,1.86349482455,1.90645526916,2.00853328001,1.93863613718,2.02309536751,2.04271904266,2.10888789476,2.10840518209,2.09714691701,2.11923903713,2.00809090684,2.02832706607,2.02282241824,1.87548796153,1.59942429624,1.34114031851,1.08182157033,1.73191567352
50,Italy East Coast,17.1578410136,10.4310876046,13.4684124742,15.7812010952,18.3708808676,19.1472049119,19.8537927097,19.6415084857,19.3955081505,18.7646028813,19.0200969774,18.0989731714,17.745451954,17.2511921723,16.5899334549,15.5415198924,14.5441838455,13.9826850444,13.6910286729,13.0153930777,12.6160958085,12.3605926913,12.4401553737,12.5218509822,12.8838484442,13.5773496671,13.8120372683,14.0436143693,14.346075693,14.4448704759,14.6954264638,14.6413782322,14.8533384149,14.5435663512,14.4967694988,14.8612402783,14.2558415172,12.3067363793,10.4910378021,8.53671752785,13.6505064445
51,Japan,187.498840198,108.523834555,138.180928713,164.018083318,187.47467017,191.763710908,196.009721701,194.619549257,196.446390033,198.218185124,193.287467712,192.100300644,192.340477197,195.773159791,196.026036695,195.115475707,196.537586313,200.857137172,199.664225326,210.413245409,206.340951073,208.983883232,208.860089403,209.371719039,214.08461969,215.501032653,213.336824418,215.109009945,210.224587932,217.39512164,220.30506051,222.22042714,225.287241568,218.825954649,216.006853552,216.749877744,203.220730385,174.001206252,142.433039791,110.802837603,190.889687896
52,Caspian Sea East Coast,20.1032405519,11.0372541595,14.5428999295,17.042934782,20.1645701233,19.8804992663,20.9013549079,20.9191309784,20.8401383394,20.6397357852,21.0784956379,19.5393151844,19.3982776636,19.1714470579,19.3920887493,18.4049820165,17.435595214,17.8321649442,18.3705601568,19.0457442219,19.794276731,19.7330367384,19.3612353604,19.3967781994,20.3251519233,20.7743247942,19.933350644,19.1591745966,19.1936591119,20.6766856673,21.8271242529,22.160086016,21.7671650666,21.801809063,21.3679225362,22.7076090656,21.8322866629,18.7284579717,14.5304335907,11.082237666,18.5631941109
53,Don,26.9525831569,15.6737465085,19.8928145451,25.1270016987,30.5812364028,32.7158563356,34.8735222066,37.8861644,40.0935404294,41.1905141055,41.3560447211,41.7303180804,41.2085514639,40.8260491342,39.7392553371,39.371152762,38.5525574484,37.3268042395,36.5086303271,37.3339478909,37.8327634323,38.146765283,37.8319943675,38.0115429207,37.6866839707,37.3103240293,37.5495503382,37.9664412852,38.2847039881,38.3109883211,39.2553798234,40.4704145967,41.327067523,41.469117401,41.236049223,40.0195376394,37.7168563738,32.2055684328,27.0871271624,21.1163132725,33.56352882
54,Danube,119.809552534,73.6133900684,90.3533511128,108.678378801,127.872105234,132.525179975,136.50254265,139.276874654,140.809981095,140.99568185,141.301051856,143.056169792,143.678568504,143.121370033,144.278032113,143.307692055,140.642180181,142.310039733,142.474971027,142.438468171,142.815522821,144.0326905,145.868814657,145.842278286,147.720396599,151.822647367,151.653688597,154.648831617,156.202105675,156.371389433,156.975931723,159.091675645,161.087317533,160.943287277,160.345088945,161.863171607,156.209625399,135.885727025,116.844309637,96.0751732681,152.884812319
55,Adriatic Sea - Greece - Black Se,62.8638040999,37.2981498666,47.5202660741,54.3131798712,64.1425101518,66.2110287006,65.8633713699,66.9781943889,67.3350125603,65.2141087708,66.0135223668,63.2282121735,62.7367302427,60.2989597569,58.4216920088,54.8459464096,50.6147225085,48.4667481551,47.2080844572,44.7543103385,43.4203223642,44.528531278,46.3339958666,45.8073100365,48.7258958366,51.5952802844,51.390170852,52.839226919,55.7346648518,57.5007930289,57.9499282861,56.6736498088,57.5755317859,55.541104365,54.1391327974,57.4095546645,54.0588442667,45.5379130203,37.6689668034,29.810190766,48.2318719932
56,Ob,259.594345873,153.647102046,188.095018983,224.008521522,262.493164411,274.341780213,274.065063755,272.365813609,270.812488375,275.774184176,278.981680333,284.28223614,290.468266643,292.886911068,288.43839217,288.098533206,296.783862437,300.089438423,301.526749586,306.833876498,308.954209702,307.954504688,309.808947186,312.792403509,317.890030722,316.930991962,322.472150266,328.718748396,332.816360209,334.103426648,336.936075878,339.738057238,343.253558684,350.811177737,351.763747383,353.165553175,330.781708356,282.598926554,239.443054168,195.51057691,316.968104971
57,Po,19.7510405966,12.199313974,15.8874922204,20.1440216015,23.5523450072,24.4137953513,24.8441376977,25.2239796751,25.4242018008,25.471436533,25.7222503941,24.7998181247,22.7780234059,22.0780761746,21.6105719744,20.9683241107,20.1077043203,19.5873675215,19.9758557587,20.3121270394,21.1330997077,22.1631615869,22.9330839374,23.0577976404,23.1875351457,23.8557803493,25.0557944398,25.4828442316,25.7557025742,25.0046420281,24.1624909292,22.8894582274,22.444920321,22.1762159544,22.2610458122,21.4827128575,19.3286146497,15.5197377501,12.6840796509,10.2614342083,17.6014586842
58,Amu Darya,20.2263414827,12.5108373175,16.4231302106,19.7203943592,23.6549783509,26.3001905499,28.5543221658,28.7698318698,27.8842525811,29.1918092994,29.3138120239,28.6609774984,27.5848560023,28.1185961987,28.081568833,28.2418465139,28.0141678142,29.1388758728,29.8668411462,31.5493698089,32.3018955199,33.2690804485,31.7706589181,31.4891829459,33.3460526745,34.0555158915,32.6315999647,30.0215980179,28.1238940724,28.2851503961,28.566656378,30.2991589708,29.8672095447,27.4320194922,25.2702931603,25.647451786,24.6133995421,21.5897615084,17.4165211061,13.9466875431,19.9568015036
59,Italy West Coast,11.6109679564,6.76255948911,8.81191779281,10.1951211434,12.0104007579,12.6455071392,13.0150877006,12.8536017143,12.9731619269,12.773196069,13.2596468533,12.8614509586,13.173982924,13.1116896191,12.5952951178,11.8845092182,11.9289311935,12.0357671867,12.0657516854,11.7312888514,11.5174543035,11.3900152222,11.7176889185,11.7369544807,12.0018358879,12.0540584803,11.8608230669,11.9066616866,11.9821889164,12.1568351077,12.5341789277,12.4704805167,12.6678580903,12.5997383074,12.7962251183,13.4922318155,12.6719727029,10.9677402067,9.35576615431,7.41012609971,11.8041481535
60,Spain - Portugal Atlantic Coast,19.4176600457,11.2477352527,13.7873155358,17.2427173616,20.7721017334,22.0228945538,21.2295476985,20.3781730418,20.1448440782,19.685152283,20.1538215708,20.1085468066,18.9606143699,17.861572688,16.5523405634,16.4772226578,16.4076089765,16.5817275905,16.1804921008,15.6997578999,15.45502853,15.5327091163,16.088303242,16.3888397489,16.5294698363,16.8084278692,17.1633251011,18.2494968028,18.2137959898,18.4476536491,17.8505157013,16.5031418703,16.4143571517,16.0783606475,16.0946235584,15.9841116131,13.5261786768,11.2625669455,8.77913313704,6.99112110948,12.9668206389
61,France South Coast,5.17368636114,2.98690757657,3.81742949653,4.57835012409,5.23300170764,5.58122907579,5.27829319578,4.84063389752,4.84189673711,4.54368113481,4.62986443615,4.18622410611,4.00147317901,4.04103639942,3.75405927433,3.61496028006,3.48689923645,3.46599995945,3.72046145534,3.86677041923,4.18627017076,4.14395471363,4.61938788141,4.64401878843,4.69528634418,4.99967378901,5.04010006715,4.87758324744,4.83342160231,4.80401852996,4.75890932606,4.09790495222,4.04258793381,3.99378361195,3.93118081859,3.96170044653,3.57597258244,2.87903013747,2.20205186839,1.71330682894,2.88114782394
62,Rhone,19.227618708,11.8002550315,15.4079216317,20.0956680945,23.7058357524,24.7107522018,25.0827898594,26.2847620057,27.0419527925,27.2163600963,27.0031026631,26.1904987835,24.2405523839,24.9970606957,25.9781802883,25.8012277212,25.1593459428,24.8415191818,25.320522423,27.3254705956,29.7178242569,31.1970002344,31.5936186808,31.1485451853,31.8857221586,33.9956357373,35.5232114,36.746738212,36.7524270832,35.4219473639,34.6506088289,33.1801752054,33.4802155504,33.7819443088,33.688568351,32.5221118453,28.5429149076,23.5040243347,19.647087672,16.2014501663,27.0573402565
63,Mediterranean Sea Islands,6.21586239433,3.53896043625,4.72019125973,5.40534642537,6.39546576299,6.65405855885,6.63582873456,6.22474135485,6.45701463042,6.31423968026,6.4393914076,6.16516944199,6.43319036238,6.26121275067,6.08309515062,5.90558604714,6.15648316257,6.09789850442,6.29519302103,6.23452389696,6.09065789182,5.92185121495,6.37583667596,6.51568007294,6.59975366512,6.55360675936,6.40347797639,6.2933839269,6.26225461931,6.62816384218,6.91804015657,6.65067861026,6.63259461876,6.75771467763,6.94019748514,7.31253048846,6.84298942425,6.01074837956,4.88169630395,3.80745058041,6.32856444893
64,Gironde,13.1050039864,7.78217477647,9.54155721842,11.7717975788,13.7620895503,14.4831595026,14.4680947309,14.8574941464,15.2215206026,14.9412466426,15.272271056,15.3280771122,15.0085878827,14.6894143584,14.8526209749,14.3195826317,13.8974745297,13.5806785115,14.0204625975,14.0930605565,14.6019020578,14.7079194653,15.3148234518,14.8674372686,15.3996290303,16.0237942917,16.3907020284,16.4337215867,16.1848384637,15.7150797945,15.7663944667,15.2078660927,15.3262894444,15.2627400152,15.222471471,15.1365426047,13.9849789158,12.1341730376,10.2799017074,8.2118184968,13.8361933072
65,North and South Korea,55.2423168896,31.8864123508,38.1760150203,42.1952793791,49.2966548312,52.8747957517,53.2091604881,51.8734243633,49.2824779556,48.200044799,48.0892068044,51.8934993591,56.4513950424,60.0096697288,56.0453269028,55.5308133027,60.2826314384,63.6557648321,62.9617385648,64.3995734929,59.5243733609,58.3013998427,53.3947292976,53.9991280056,57.8340918299,55.0681233514,54.2878602621,53.9578135739,53.6712244309,60.2598697949,62.3053037087,64.6838323746,67.4045265124,65.8519101557,62.4451611297,62.4088186,58.0679234918,49.7290381611,37.9216977048,28.5220772672,47.6870584449
66,Bo Hai - Korean Bay North Coast,44.5990913133,27.1342681579,31.7203375574,37.0228206648,42.44086924,43.491930118,40.6407597802,40.8514865635,37.7299489562,37.4042163621,37.1318124737,41.0601484589,42.798640884,43.9162618242,42.3837952421,42.8552510011,44.9150822657,46.8410465385,46.4177380476,46.561873089,44.9538308733,45.3523756784,44.8229729906,44.5392451848,47.2896626076,44.4173793479,41.9984172885,41.3457317508,39.6279046365,37.4472820944,35.5574226551,36.4981284575,36.9331708117,35.4337652255,36.5297866506,37.1081032134,33.7505897838,30.0130573679,25.287316741,19.7376558427,28.8311694909
67,Spain South and East Coast,5.7419141734,3.26722353575,4.13356048485,5.04695682209,5.70021912218,5.81255315633,5.42949815829,4.84840933784,5.04958811053,4.95822333823,4.92262705102,4.64207798746,4.46151198906,4.71939595474,4.81565320646,5.39658412005,5.7027283364,5.78166804934,5.99183289477,6.14908412401,6.19282431526,6.02630512346,6.3731277658,6.53500194955,5.90657998737,5.73783132374,5.61513244089,5.57957059591,5.6244065176,5.94274407842,6.17595809415,5.57877520918,5.38072277298,5.58191282246,5.80200251312,5.93561785376,5.56325690249,4.66259626929,3.71473063169,2.91520546891,5.24037239652
68,Lake Balkash,24.8736108029,14.7432712885,18.2496252399,21.5822733399,25.0680746703,26.2258684176,26.5830104673,26.8964978769,26.6077214127,27.2478187755,27.6372974885,28.0036016913,28.577261354,29.5400863167,30.0719441747,30.3271199363,30.4818652364,30.8146402754,31.2713370893,32.4790449105,32.8121466362,32.8075785603,32.137001193,31.3676090397,32.1112052404,32.3681891222,32.8704750523,33.2692353894,33.4055816154,34.2913406986,35.1920851185,36.0399609366,36.7321844737,36.9118541128,36.6461589319,37.0893267737,35.8864987434,31.0518803337,25.9603613707,21.1578772639,33.6751911886
69,Tiber,3.52478941164,2.12614386961,2.88255868613,3.3454040606,3.9865047231,4.15793779661,4.29133630503,4.18941828986,4.27284493438,4.15367497032,4.35711726309,4.023818599,4.09588644464,4.06877671217,3.89102845568,3.80797387375,3.83032906274,4.07419782682,4.28969951218,4.09437289057,4.04336309497,3.88526426827,4.01530107261,4.06224972818,4.14012102765,4.23960830944,4.04016986433,3.88863685305,3.82072131976,3.86823800425,4.07387620436,4.05979987783,3.98452105287,3.77772756401,3.76292165973,3.79392373438,3.56663140252,3.14918507695,2.72956203563,2.14710944212,3.1076580459
70,Black Sea South Coast,46.5297907916,28.7886367352,35.4096126287,41.8825385742,49.2259646952,50.6657654949,51.5011097848,51.4385763819,51.5768914662,52.3168018554,51.6555011131,51.1043807009,50.5874448741,50.359772165,51.3655732683,50.7851976131,50.2582951064,50.0359615687,50.4208768473,50.5350311824,50.2986246447,51.3542286999,50.5757880329,50.3354386833,50.7057917178,50.8926370069,51.1038171227,50.0376646959,50.816855823,51.5477245176,51.6566264934,52.8707968462,52.1149933281,51.4083220864,51.3356577266,51.890608737,49.5346365381,42.1526031774,35.5882855391,28.4677893894,45.229575547
71,Tagus,5.33866832342,3.02906430413,3.85676918514,4.87403069017,5.94326259784,6.49157708078,6.15692941388,5.71346334604,5.63136871482,5.76436396848,5.88138480264,5.82600361563,5.41856323385,5.26166188197,4.90209546329,5.44094045714,5.47895486293,5.55348479665,5.24835301896,5.2495972676,5.10515045818,5.21194036207,5.53299723163,5.8378117573,5.44932964549,5.47475626386,5.68707594773,6.27264392929,6.36684414738,6.6949339642,6.61625498195,5.92191493961,5.7158332346,5.74878675617,5.86875634267,5.79368771992,5.02466279462,4.19098899826,3.23502229687,2.59709025197,4.70900503194
72,Caspian Sea South West Coast,44.7965676742,27.1313668533,33.7809882604,40.4008632516,46.933268656,48.2785458518,49.2594845872,49.1839398423,50.2736260525,50.3614976775,51.0298421488,51.0025005642,51.2199150062,51.6894739723,52.5241999352,52.3488821648,52.4018688682,51.8376844475,52.8661068428,53.7438211737,54.3735010798,54.6618293977,54.5241998926,53.9462852745,54.608580645,54.409463503,54.3423721958,53.4550818447,53.2462982877,53.5730346094,53.8654400301,54.0940308697,54.7349235399,54.8811266576,55.081933277,55.3271377873,53.7636816055,46.3437081896,38.7650121393,31.3469889676,50.5662779181
73,Ebro,10.6812077576,6.43457954154,7.74814319487,9.38997629837,10.8035366751,11.419856885,11.0335409001,10.7489334495,11.0684006207,10.9124520693,11.0196278172,11.0560471767,10.7837811503,10.827788034,10.8095739992,10.7274253497,10.7790975301,10.7188819778,10.9749467044,10.8696169981,10.9615502374,10.8627109805,11.1328132174,11.0283578768,11.2040615041,11.335500865,11.3022861405,11.2399048029,11.331969295,11.6413787858,11.9177258784,11.6542138511,11.4880545651,11.6155903525,11.8531776851,11.9431924088,11.4573146647,9.97244040895,8.22111466607,6.67403975328,10.9804873923
74,Douro,8.07580383291,4.46844128302,5.55481210774,7.44968872627,9.86976803737,10.9759371869,10.5752101736,10.5424716817,10.3495816983,10.4191723364,11.0358445073,11.0935859438,10.0293222092,9.06126370364,8.23843574663,8.48963305124,8.30451192325,8.35279685977,7.73744493168,7.71018452184,7.92161387098,8.29150796574,8.47801259784,9.08111154739,8.99241095503,9.25730759282,9.8563231658,11.106496658,11.2239473446,11.5893917189,11.1251648662,10.0634692816,9.51933761581,9.56174237791,9.60009864125,9.13708537978,7.49389427826,6.01944034368,4.29845435903,3.56217423316,6.78789408397
75,Mediterranean Sea East Coast,25.2015720181,15.1678189441,20.1459935867,24.7168324212,30.9237488326,31.4717198817,32.6515203389,35.7042735136,36.7642403916,37.499738739,37.8218223585,36.9679345523,36.3074422701,34.4875961048,34.9429536226,32.6726470264,29.1545025098,28.5483118753,27.0775209885,25.8774284441,26.0395776405,26.0385482863,25.9647248027,25.4741314498,27.545577328,28.4788267671,29.1839019787,30.6416829234,31.8245846265,32.8938118971,33.8745684521,33.3376449646,32.8261549787,30.9099505566,29.990803124,32.0363776468,29.3742915363,24.8548718117,19.4992085083,14.6091347552,24.9847070867
76,Syr Darya,60.9726777645,35.4179893466,43.8312362157,51.5406045558,61.6302578898,66.0270426163,68.0539376114,70.6372363508,70.1841828707,72.2575953338,74.4251645165,75.502535235,76.3889357737,78.122934173,77.9559160548,78.3189940863,77.046835774,77.1133820202,77.3079360192,80.315917523,81.2558813392,81.7087108234,78.7513280878,77.3491557907,77.5256176035,75.8204915538,74.9871406023,73.4092034546,73.2457326079,74.6012928833,76.0360605456,78.2439953664,78.246709288,78.3735190604,77.6423238586,78.7218956489,75.6793577295,63.8405430917,52.0544014124,41.5710353871,64.4027164008
77,Ziya He Interior,24.2915110912,14.0824202313,17.5507376867,21.6623525023,25.2076788199,25.306141053,24.1275209139,24.7060218014,23.0419348221,22.4378505697,22.5014137453,22.6668865979,21.1262903789,20.5897616362,20.7531197533,20.731362253,22.490079125,23.2260709553,23.1978904766,23.207012439,23.120768382,24.5959280934,25.664475243,23.8364958734,25.2587197385,23.0425171082,22.2948676405,21.9313868149,21.4791401894,21.196723091,20.4472393026,19.0878285763,19.6197974385,18.5809118414,19.8629314688,19.873389038,18.4284250375,16.3549167098,13.0897875572,9.79309303756,16.0939666132
78,China Coast,92.896897502,58.1792546443,72.9575637586,85.8298628577,97.5949838555,95.2723602165,96.8626281517,94.9331635144,87.1384526651,92.1931368329,84.761472431,82.2878897661,79.9234699615,82.128719075,84.4839499894,86.4810163443,91.2348384807,90.6109905226,87.3766344042,87.0565169202,86.3731858618,88.4566827791,83.7443412319,83.8490603822,86.5015562357,83.7410842466,86.0262738092,86.3161661481,86.7361004929,85.3808908525,78.4682140758,82.0931371411,85.327195415,81.4509498542,81.2266857629,77.5993943106,63.8347169721,51.3850183489,41.1188325981,35.4401331631,64.3839489991
79,Huang He,52.0305047874,32.4180561753,40.4130811688,46.8593816753,53.9155606699,52.6243479928,51.4388826445,53.8524759663,52.1353802451,53.672282952,55.0153634888,54.742575266,53.1540955606,51.3368481418,52.4519423689,52.1041972215,52.205095654,51.1019653493,49.769240462,47.3348860401,45.8894670576,47.2127921339,49.1487980211,45.4403435635,47.2508027111,45.3578350165,46.3152882553,45.5207420676,44.6409631587,48.7796168445,50.1634046245,49.9229735114,51.4712064642,50.5715382664,51.5460893297,52.3314686277,48.9801873109,43.6847430939,33.2692716199,25.7043379625,40.5433951942
80,Mediterranean South Coast,16.0495170354,9.21017897931,12.2063368903,14.0339652298,16.3890433049,17.2202047671,17.0690935655,16.6356760324,16.5335568083,16.0699981344,16.1166801542,15.2024848847,15.9511811637,15.6754596027,15.2186000039,14.9168346141,15.2554991697,15.2028805232,15.7534468601,15.2589664397,15.2325032292,15.0210052904,15.5345693147,15.7581733496,16.0303389106,15.9854653942,15.3899064361,15.0979665773,15.2886418597,16.175731121,16.2142679779,16.0162735123,16.2919214626,16.7445827169,16.8800935426,17.7054747424,16.7952536426,14.6416788975,11.6990902052,9.2957266687,16.2318920991
81,Guadiana,3.501247009,1.92874290292,2.59403138872,3.34545983242,4.04319558337,4.3071341999,4.10643288909,3.82220446846,3.87375025974,3.95244685372,3.98386883365,3.8742255758,3.61983417068,3.60488765676,3.41505853024,3.8598458828,3.94913192517,3.94031141539,3.84260761561,3.79230516099,3.64269540908,3.70596579296,3.96621709727,4.14439468316,3.8115030548,3.79654956875,3.96035933177,4.2934988155,4.38309618812,4.63988312805,4.60246373309,4.05332634391,3.91832208668,3.93667756052,4.06152776234,4.05815377231,3.59791473253,3.02343618895,2.36061377298,1.83772574549,3.53516141387
82,Central Iran,14.3447192545,8.00367104167,11.2293223836,13.6671098374,15.6532270805,15.6695530426,16.0686155724,14.7840230624,15.7700436689,15.7602758714,15.9554229912,13.9381357006,14.2174043726,14.1554831452,13.7446656267,13.0977312576,12.7688876111,12.690137838,13.1437785014,13.2043688141,13.9022930979,13.6976233975,14.4893691255,15.102208457,16.0447239858,16.6214625933,15.8578653686,14.5909172653,14.3601947498,14.5848162974,14.3901045225,13.6412189932,12.9733556275,13.1771074188,12.4756085697,13.5566645162,12.9866231591,11.0658890673,8.93497918477,6.61730453422,11.7208528696
83,Guadalquivir,2.97481534648,1.65062928832,2.2086664398,2.7040688258,3.16564936321,3.30165503886,3.14870854519,2.92457543694,2.99432305938,3.02697234755,3.13242338766,2.9906792552,2.91558567708,2.97359730068,2.80751417213,3.03467872834,3.12668518936,3.12725170198,3.10194160933,2.95701982272,2.866047839,2.81719052504,3.11004731633,3.36114715332,3.17815894504,3.1707812811,3.21695911405,3.39676824337,3.54444927036,3.76501370655,3.79701644454,3.30226470336,3.11239548892,3.13085908772,3.22669847272,3.3322160177,3.02185299756,2.55076059079,2.0048751193,1.60142088739,2.96757307209
84,Tigris - Euphrates,60.1934982632,36.0774353422,46.8375585168,54.4790080345,62.4792054018,63.7321771299,64.8772369667,63.2353613584,66.026363611,63.4307276622,62.0064757805,59.0397216158,59.5448535213,60.2981714803,63.6892045581,60.5598331177,58.644151324,57.0643932363,59.2958376056,63.7606766724,64.6253661022,66.5023954521,66.9451225845,63.7085408863,67.2367557934,66.0645338376,65.1703574121,62.5890874909,59.9715330356,60.1434270887,59.1882089487,57.6721806874,58.4758025729,56.5062933432,55.7228811855,56.3326832815,52.6082283369,44.0636212958,35.2336688031,26.1652761698,43.146059958
85,Tarim Interior,24.7314817889,14.4531687542,17.4168008086,20.2362268262,22.2344465203,23.2779198351,22.4225129275,22.6182885756,24.0074541095,23.8805253016,23.7978419368,22.8770992311,22.6368331568,25.1467764823,26.5628898691,28.2938323509,27.3672759971,26.4550281918,27.3315407418,29.4231863028,30.6863381407,31.3048725564,31.8463533054,31.355684501,31.137002844,31.9009252804,32.4053139095,31.7324497337,31.7333921956,33.053739019,33.6666786154,33.9945467904,34.1207569612,34.1744919212,33.7972893151,33.6480512822,31.6213055546,26.9522672939,22.3258792837,18.5152453285,27.1501386086
86,Africa North West Coast,13.9343111838,7.89996749053,10.2255055957,12.3136972454,14.5336425632,15.180756796,14.6290046816,14.0064982993,14.1405206839,13.6953430578,13.5319818768,13.1385977111,13.0113831013,13.0348166478,13.1223661132,13.7494450945,14.1692145464,14.4272167464,14.48368949,14.7623498297,14.5716576032,14.5764260648,15.6088941446,15.6094065953,15.0892668885,15.1821184377,14.8872889483,15.107952054,15.4157092117,16.1298402638,16.1215305491,14.9889670733,15.0188345225,14.9907987248,15.0709459723,15.7544761277,14.8679826765,12.5837543701,10.128161605,8.17072581813,13.9138755128
87,Nile,147.383445933,94.6330037903,112.083937271,133.34507404,157.098263256,152.453754841,148.810885845,149.199447304,145.794949685,136.975879358,126.278350974,125.914998681,117.351312989,106.878779405,111.63628435,112.394094502,112.524804957,112.903423256,113.245190499,117.436938143,115.265656343,116.660127815,121.059127921,116.283158033,120.613514849,122.851574468,123.026125531,128.513260451,126.032306837,125.363961426,123.634959105,119.829505789,121.021589155,119.804887243,117.021571406,109.609799659,93.0891198182,80.6745213103,66.4265673349,54.0636471061,87.9074386903
88,Persian Gulf Coast,6.03190743332,3.62196191453,5.69740527586,7.06636214405,8.10485923252,8.46456749458,9.39667663943,8.65211795789,9.69789750463,9.59491780483,9.15244694281,7.69692955935,7.17716492194,6.8420395433,6.51264269551,5.73753771535,5.67631338139,4.98176051821,5.53121079485,6.75004007569,7.12064629081,7.65418906677,9.06869600304,9.73058463972,10.9553976112,11.4882035508,11.5209103968,10.7743370843,9.83720332838,9.71595605142,9.64841639447,8.75527337304,8.19340783646,7.24232130292,6.56917868507,6.38031968866,5.9457981567,4.99884273592,4.12955781989,2.8143624701,4.36761967311
89,Indus,84.8513848603,54.1860881614,68.6541267571,80.7250403081,93.2713174549,93.6993907157,92.7746515636,94.2887404742,91.8501401368,98.1530310068,94.2270540022,88.8633167889,89.305897723,89.1497787251,93.8076490491,95.352311616,97.9624160945,98.765258348,98.6076938528,102.823510455,107.099066191,109.504175147,113.330023191,111.898942202,113.495711314,109.112660744,105.44501787,99.9492526742,94.5082522565,93.6620303923,88.7045696415,84.3916301833,81.5122955359,80.7507920642,83.2381096929,84.8549439197,79.0056450558,70.526102517,57.9924672632,48.031324573,76.8825563241
90,Farahrud,1.48058024278,0.921939956015,1.23492550685,1.40943292972,1.56021977488,1.4512727719,1.49929550708,1.46176972081,1.51523306866,1.50497345433,1.41330485034,1.27631031755,1.31763485137,1.30965548659,1.31409880944,1.24209750964,1.21578491138,1.32730083115,1.41209946386,1.50875424966,1.51075206008,1.47919006693,1.59510654589,1.68559296422,1.79597086571,1.83552892961,1.70154065325,1.57407842917,1.5091124992,1.52427936112,1.49813891944,1.51999802712,1.4110389564,1.33373714928,1.27055632684,1.34970584261,1.32643500205,1.16004352441,0.966887834034,0.80875831216,1.17927196968
91,Baja California,0.636253890464,0.165359751428,0.383408841911,0.55466161309,0.915165927635,1.15859001431,1.38034721942,1.49603112378,1.61247937375,1.95101377085,2.22082310169,2.31265260174,2.3763138528,2.21668708415,1.99362755412,1.78108683972,1.69059654902,1.65312697459,1.57307735569,1.6602786193,1.64097606884,1.75253164181,1.79891244819,1.88247926973,2.1107405786,2.13889306341,2.09058536648,1.99086362878,1.6931484323,1.69605423409,1.58426074945,1.6197022839,1.66617902811,1.5273134512,1.56914615099,1.61844641682,1.47292106779,1.30463758075,1.01115573888,0.776479628317,1.4235884331
92,Plateau of Tibet Interior,13.8240265915,7.0977257434,9.23430381747,11.1390732857,12.2679399482,12.4605069478,15.1640574795,15.9668814651,15.2230591076,14.372320567,15.4555224272,15.4466813624,16.6531529866,19.8855819713,21.6577946204,19.8138320158,21.6861876019,21.7559813646,24.0889584719,24.5750896929,24.7535318183,24.603795053,24.4017714633,25.7494776916,28.2711180147,29.3107227456,33.2443767877,35.0853878209,37.7589337225,41.5213539069,44.78242235,45.4156307875,45.5861428059,44.6499680582,44.3919159614,45.9889663944,41.6067470524,36.2290738476,30.1604745286,23.9379017584,37.552508127
