# Cement default subsector shareweight interpolation,,,,,,
supplysector,subsector,apply.to,from.year,to.year,to.value,interpolation.function
cement,cement,share-weight,final-calibration-year,end-year,,fixed
process heat cement,biomass,share-weight,final-calibration-year,end-year,,fixed
process heat cement,coal,share-weight,final-calibration-year,end-year,,fixed
process heat cement,gas,share-weight,final-calibration-year,end-year,,fixed
process heat cement,refined liquids,share-weight,final-calibration-year,end-year,,fixed
