# File: pwt1001_na.csv
# Title: Penn World Table version 10.01 supplemental National Accounts
# Units: million constant 2017 local currency; xr provides local currency to USD exchange rates
# Description: PWT used to provide macro-economic data for GCAM macroeconomic module.
# Source: DOI: 10.1257/aer.20130954 ; https://www.rug.nl/ggdc/productivity/pwt/?lang=en; https://www.rug.nl/ggdc/productivity/pwt/
# Column types: cinnnnnnnnnnnnnnnnnnn
# ----------
countrycode,year,v_c,v_i,v_g,v_x,v_m,v_gdp,q_c,q_i,q_g,q_x,q_m,q_gdp,pop,xr,xr2,v_gfcf,q_gfcf,emp,avh
ITA,2016,"1,019,579","297,798","322,650","497,339","441,578","1,695,787","1,030,486","300,775","327,173","506,200","456,207","1,708,104",61,1,1,"293,018","296,007",25,"1,722"
ITA,2017,"1,046,342","313,526","327,002","533,720","483,996","1,736,593","1,046,342","313,526","327,002","533,720","483,996","1,736,593",61,1,1,"305,341","305,341",25,"1,719"
ITA,2018,"1,066,249","327,985","334,493","555,572","513,236","1,771,063","1,056,165","324,832","327,624","545,352","500,985","1,752,988",61,1,1,"318,026","314,977",25,"1,722"
ITA,2019,"1,076,432","323,652","335,050","563,839","509,227","1,789,747","1,060,912","318,107","327,052","550,784","497,940","1,758,996",61,1,1,"325,320","319,946",26,"1,718"
JAM,1953,218,43,19,64,64,293,"308,791","154,446","17,494","96,647","97,937","470,305",1,1,1,,,1,
JAM,1954,239,54,20,75,73,329,"343,294","180,313","18,945","106,185","111,459","523,068",1,1,1,,,1,
JAM,1955,271,70,23,83,85,378,"382,971","194,008","19,671","113,179","120,884","574,651",1,1,1,,,1,
JAM,1956,294,119,28,93,104,454,"414,022","219,876","23,057","130,982","135,636","634,583",1,1,1,,,1,
JAM,1957,327,163,32,123,123,554,"448,523","279,220","24,750","149,421","154,896","715,673",1,1,1,,,1,
JAM,1958,348,145,33,125,120,565,"453,700","270,090","25,879","159,595","151,617","733,984",2,1,1,,,1,
JAM,1959,355,143,34,140,132,569,"483,025","246,505","28,539","172,947","158,993","757,822",2,1,1,,,1,
JAM,1960,377,147,38,172,147,617,"491,651","267,807","31,200","210,462","177,843","802,828",2,1,1,,,1,
JAM,1961,393,150,41,184,145,660,"510,159","247,468","33,062","219,576","167,607","839,522",2,1,1,,,1,
JAM,1962,416,147,46,190,150,686,"511,577","230,518","36,788","227,862","159,291","858,007",2,1,1,,,1,
JAM,1963,444,142,50,209,156,729,"577,177","225,433","38,185","223,719","165,688","918,099",2,1,1,,,1,
JAM,1964,503,172,55,222,194,792,"615,272","267,807","40,513","244,434","197,035","973,398",2,1,1,,,1,
JAM,1965,532,183,60,239,198,858,"598,323","291,537","42,376","276,748","197,674","1,013,087",2,1,1,,,1,
JAM,1966,544,218,66,304,218,968,"579,518","316,459","44,202","304,855","208,874","1,028,851",2,1,1,,,1,
JAM,1967,580,242,77,310,237,"1,027","579,639","346,849","50,315","298,007","220,514","1,036,971",2,1,1,,,1,
JAM,1968,612,313,90,344,294,"1,116","554,541","428,337","55,447","321,286","252,951","1,055,638",2,1,1,,,1,
JAM,1969,676,347,108,378,334,"1,226","574,957","468,242","60,555","344,622","283,976","1,096,804",2,1,1,,,1,
JAM,1970,794,367,145,402,339,"1,446","643,508","489,310","80,940","351,216","279,903","1,246,047",2,1,1,363,"493,687",1,
JAM,1971,895,406,168,449,407,"1,582","683,562","509,709","88,333","368,789","315,978","1,283,630",2,1,1,352,"450,778",1,
JAM,1972,"1,072",393,208,488,458,"1,774","796,902","479,835","106,491","390,323","346,143","1,401,116",2,1,1,363,"451,973",1,
JAM,1973,"1,209",539,295,559,556,"2,140","754,462","553,450","127,141","375,342","352,730","1,418,992",2,1,1,443,"463,820",1,
JAM,1974,"1,643",523,407,797,768,"2,678","787,715","412,048","134,556","411,146","374,461","1,363,849",2,1,1,473,"380,076",1,
JAM,1975,"1,927",667,502,949,919,"3,225","795,009","450,962","136,681","357,771","386,211","1,359,680",2,1,1,602,"417,114",1,
JAM,1976,"2,105",489,592,810,792,"3,344","790,719","314,606","155,425","309,254","323,120","1,271,881",2,1,1,446,"294,714",1,
JAM,1977,"2,265",359,645,960,753,"3,664","762,561","212,850","157,028","322,170","278,730","1,241,626",2,1,1,345,"209,431",1,
JAM,1978,"2,657",559,790,"1,630","1,182","4,635","705,173","246,742","163,091","348,591","280,997","1,248,384",2,1,1,493,"223,340",1,
JAM,1979,"3,036",818,869,"2,136","1,653","5,325","653,900","236,308","161,732","371,062","286,173","1,225,392",2,2,2,739,"212,690",1,
JAM,1980,"3,521",755,"1,017","2,510","1,957","5,920","619,950","183,115","154,938","346,296","262,637","1,155,216",2,2,2,682,"164,445",1,
JAM,1981,"4,119","1,072","1,153","2,597","2,369","6,582","632,232","223,676","158,317","347,844","277,975","1,184,778",2,2,2,943,"191,946",1,
JAM,1982,"4,513","1,218","1,356","2,317","2,262","7,277","651,754","235,523","164,240","309,681","266,150","1,199,305",2,2,2,"1,154","224,056",1,
JAM,1983,"5,453","1,549","1,481","2,712","2,685","8,673","703,028","244,153","162,603","338,877","282,433","1,226,719",2,2,2,"1,420","220,797",1,
JAM,1984,"7,023","2,153","1,623","5,127","4,324","11,606","725,876","219,989","151,210","398,710","334,227","1,216,233",2,4,4,"1,957","192,899",1,
JAM,1985,"9,061","2,942","1,911","7,031","6,193","14,479","712,736","221,244","146,262","443,278","383,113","1,159,764",2,6,6,"2,658","190,753",1,
JAM,1986,"9,782","2,553","2,256","7,624","5,365","17,236","694,286","187,038","147,099","473,061","371,099","1,179,282",2,5,5,"2,403","172,632",1,"1,865"
JAM,1987,"11,621","3,677","2,630","8,695","6,466","20,637","763,258","235,602","154,798","516,348","417,038","1,270,335",2,5,5,"3,503","222,943",1,"1,894"
JAM,1988,"13,794","4,963","3,173","9,484","7,781","24,132","832,392","275,222","168,735","496,759","484,511","1,306,987",2,5,5,"4,808","266,737",1,"1,915"
JAM,1989,"17,489","6,672","3,438","11,417","10,275","29,003","877,015","327,159","159,293","530,279","514,960","1,396,368",2,6,6,"6,461","317,286",1,"1,973"
JAM,1990,"21,302","8,448","4,522","16,404","13,262","37,910","861,853","334,209","169,023","614,704","536,281","1,472,583",2,7,7,"8,264","327,399",1,"1,938"
JAM,1991,"32,303","11,976","6,069","25,841","19,812","57,150","874,510","317,009","151,789","647,962","536,089","1,485,455",2,12,12,"11,686","309,797",1,"1,948"
JAM,1992,"52,732","23,986","8,116","52,297","39,768","96,953","928,439","412,936","132,023","852,844","699,803","1,638,917",2,23,23,"23,672","408,138",1,"1,963"
JAM,1993,"79,937","34,286","14,270","59,832","52,603","135,722","1,025,177","429,948","169,075","710,717","674,266","1,671,161",2,25,25,"33,385","419,265",1,"1,951"
JAM,1994,"120,408","43,715","16,799","100,231","100,750","180,403","1,172,113","416,095","151,078","903,708","980,232","1,686,067",3,33,33,"43,133","411,159",1,"1,959"
JAM,1995,"161,437","58,387","23,113","118,523","130,312","231,148","1,239,133","438,207","163,899","842,616","999,698","1,703,421",3,35,35,"57,596","432,905",1,"1,949"
JAM,1996,"191,436","70,135","32,715","124,192","144,020","274,458","1,241,404","444,705","195,993","745,925","933,430","1,708,765",3,37,37,"69,577","441,816",1,"1,969"
JAM,1997,"204,115","76,416","40,084","120,712","143,928","297,399","1,209,497","442,754","219,435","662,510","852,403","1,691,946",3,35,35,"76,041","441,229",1,"1,964"
JAM,1998,"225,883","72,587","47,140","123,436","147,874","321,172","1,224,210","384,662","236,030","619,621","801,003","1,671,195",3,37,37,"72,178","383,057",1,"1,999"
JAM,1999,"247,509","73,780","47,062","135,450","156,819","346,982","1,253,913","365,479","220,268","635,576","794,044","1,687,719",3,39,39,"73,226","363,268",1,"1,983"
JAM,2000,"288,427","90,824","54,029","150,152","196,343","387,089","1,318,863","406,082","228,244","635,929","897,325","1,699,388",3,43,43,"89,824","402,200",1,"1,963"
JAM,2001,"311,111","109,454","60,296","150,409","208,347","422,923","1,318,733","453,651","236,123","590,510","882,672","1,721,154",3,46,46,"108,850","451,809",1,"1,971"
JAM,2002,"349,420","128,639","69,304","154,163","230,971","470,555","1,340,174","482,431","245,570","547,653","885,402","1,732,770",3,48,48,"127,865","480,232",1,"1,966"
JAM,2003,"405,444","142,921","77,407","199,364","280,625","544,510","1,393,113","480,173","245,719","634,474","963,720","1,796,299",3,58,58,"142,024","477,864",1,
JAM,2004,"466,231","164,801","80,234","233,772","322,377","622,661","1,419,459","490,601","225,677","659,213","980,970","1,820,079",3,61,61,"164,173","489,451",1,
JAM,2005,"551,731","188,671","99,518","247,010","386,655","700,276","1,506,941","503,874","251,117","624,878","1,055,509","1,836,347",3,62,62,"187,221","500,735",1,
JAM,2006,"613,118","222,928","108,943","314,766","475,418","784,336","1,538,476","546,963","252,552","731,554","1,192,318","1,889,583",3,66,66,"220,129","540,890",1,
JAM,2007,"711,413","235,323","131,849","351,850","544,803","885,632","1,603,780","518,723","274,602","734,671","1,227,531","1,916,872",3,69,69,"231,392","510,806",1,
JAM,2008,"889,064","242,883","161,646","418,361","714,510","997,444","1,653,433","477,177","278,185","755,970","1,276,032","1,901,313",3,73,73,"239,066","470,479",1,
JAM,2009,"855,781","224,316","176,189","367,317","558,285","1,065,317","1,470,570","389,249","260,058","621,747","925,525","1,818,694",3,88,88,"222,197","386,118",1,
JAM,2010,"944,395","232,937","185,829","361,227","571,608","1,152,781","1,452,413","381,313","260,536","575,377","880,240","1,792,194",3,87,87,"229,408","376,173",1,
JAM,2011,"1,065,061","265,961","196,091","376,784","663,195","1,240,702","1,507,956","415,526","256,745","566,656","921,472","1,823,205",3,86,86,"259,834","406,826",1,
JAM,2012,"1,123,084","261,947","213,901","396,652","681,458","1,314,126","1,493,117","391,632","257,202","548,705","874,763","1,812,017",3,89,89,"258,093","386,673",1,
JAM,2013,"1,222,259","304,462","221,980","437,876","754,481","1,432,096","1,482,865","413,066","250,021","574,801","896,315","1,821,398",3,100,100,"300,554","408,466",1,
JAM,2014,"1,314,313","346,524","223,858","481,916","824,708","1,541,904","1,470,317","428,928","248,913","580,336","895,215","1,833,963",3,111,111,"339,502","420,813",1,
JAM,2015,"1,346,102","354,373","229,301","496,603","766,702","1,659,677","1,468,825","402,633","248,542","608,226","877,589","1,850,862",3,117,117,"352,095","400,543",1,
JAM,2016,"1,368,282","374,879","243,718","560,227","786,130","1,760,976","1,466,505","402,216","251,822","624,690","874,939","1,876,316",3,125,125,"373,187","400,836",1,
JAM,2017,"1,483,699","426,984","253,607","656,760","926,025","1,895,025","1,483,699","426,984","253,607","656,760","926,025","1,895,025",3,128,128,"419,435","419,435",1,
JAM,2018,"1,542,753","472,583","272,421","781,786","1,042,292","2,027,251","1,498,368","443,474","253,011","710,804","981,701","1,930,840",3,129,129,"471,962","443,486",1,
JAM,2019,"1,607,880","512,183","286,642","802,726","1,098,998","2,110,433","1,513,700","454,811","257,456","736,608","1,022,749","1,948,068",3,133,133,"508,473","451,749",1,
JOR,1954,35,8,15,5,19,47,989,81,215,96,251,"1,226",1,0,0,,,0,
JOR,1955,37,5,16,6,25,42,927,76,209,82,337,"1,024",1,0,0,,,0,
JOR,1956,40,19,18,8,25,64,"1,220",91,247,106,320,"1,435",1,0,0,,,0,
JOR,1957,45,15,22,10,30,64,"1,254",95,289,110,384,"1,477",1,0,0,,,0,
JOR,1958,51,14,28,9,34,73,"1,419",89,365,101,448,"1,669",1,0,0,,,0,
JOR,1959,60,16,28,9,41,77,"1,902",121,362,123,602,"1,971",1,0,0,,,0,
JOR,1960,71,22,30,10,44,93,"1,977",168,387,142,685,"2,088",1,0,0,,,0,
JOR,1961,71,24,31,13,44,100,"2,266",182,397,185,669,"2,455",1,0,0,,,0,
JOR,1962,81,25,32,15,49,110,"2,337",203,425,215,772,"2,511",1,0,0,,,0,
JOR,1963,86,25,37,16,57,112,"2,597",195,468,223,883,"2,674",1,0,0,,,0,
JOR,1964,96,32,36,19,53,135,"2,796",250,468,275,836,"3,072",1,0,0,,,0,
JOR,1965,104,35,41,22,60,148,"3,094",273,530,317,931,"3,421",1,0,0,,,0,
JOR,1966,110,33,43,25,72,147,"3,382",262,570,359,"1,129","3,519",1,0,0,,,0,
JOR,1967,136,33,51,21,60,192,"3,472",248,650,300,911,"3,951",1,0,0,,,0,
JOR,1968,167,40,65,19,74,231,"3,368",363,826,307,"1,303","3,930",2,0,0,,,0,
JOR,1969,155,58,75,21,98,221,"3,354",576,875,326,"1,446","4,257",2,0,0,,,0,
JOR,1970,162,32,68,18,77,218,"2,980",340,734,331,"1,046","3,719",2,0,0,32,335,0,
JOR,1971,171,51,70,18,89,233,"2,981",511,714,316,"1,144","3,753",2,0,0,39,386,0,
JOR,1972,188,61,79,38,118,260,"3,107",584,767,624,"1,440","3,967",2,0,0,46,434,0,
JOR,1973,194,57,93,54,136,273,"2,843",479,796,784,"1,478","3,705",2,0,0,60,500,0,
JOR,1974,212,95,114,82,196,310,"2,738",708,858,"1,060","1,876","3,705",2,0,0,80,591,0,
JOR,1975,323,129,128,121,301,402,"3,187",732,738,"1,198","2,199","3,675",2,0,0,112,628,0,
JOR,1976,394,218,181,187,430,539,"3,310","1,055",891,"1,570","2,676","4,193",2,0,0,176,840,0,
JOR,1977,511,294,182,233,543,658,"3,929","1,403",812,"1,830","3,394","4,541",2,0,0,251,"1,174",0,
JOR,1978,607,324,221,270,606,807,"4,699","1,355","1,037","2,021","3,627","5,208",2,0,0,292,"1,169",0,
JOR,1979,781,407,274,347,825,961,"5,785","1,513","1,413","2,275","4,865","6,292",2,0,0,375,"1,350",0,
JOR,1980,879,587,284,479,962,"1,233","6,225","2,066","1,394","2,693","5,225","6,995",2,0,0,506,"1,712",0,
JOR,1981,"1,117",854,333,643,"1,393","1,458","6,385","2,660","1,563","3,226","6,333","8,197",2,0,0,719,"2,174",0,
JOR,1982,"1,293",899,379,682,"1,512","1,655","7,124","2,268","1,430","3,152","5,844","8,773",3,0,0,760,"1,875",0,
JOR,1983,"1,428",741,405,652,"1,421","1,782","7,319","1,949","1,344","2,999","5,315","8,578",3,0,0,640,"1,520",0,
JOR,1984,"1,500",691,459,760,"1,481","1,926","8,034","1,985","1,596","3,316","5,908","8,946",3,0,0,619,"1,572",1,
JOR,1985,"1,770",510,467,799,"1,503","2,083","8,501","1,401","1,542","3,456","5,471","8,704",3,0,0,449,"1,116",1,
JOR,1986,"1,694",547,498,649,"1,199","2,231","7,986","1,473","1,613","2,981","4,394","9,183",3,0,0,478,"1,165",1,
JOR,1987,"1,646",634,515,773,"1,320","2,278","8,458","1,862","1,820","3,663","5,724","9,397",3,0,0,523,"1,391",1,
JOR,1988,"1,604",655,531,"1,044","1,520","2,335","8,088","1,888","1,840","4,446","6,270","9,534",3,0,0,599,"1,563",1,
JOR,1989,"1,612",693,543,"1,391","1,804","2,446","7,736","1,900","1,793","4,341","6,874","8,511",3,1,1,647,"1,605",1,
JOR,1990,"1,949","1,046",583,"1,690","2,474","2,752","7,022","2,154","1,445","4,609","6,348","8,488",4,1,1,810,"1,509",1,
JOR,1991,"2,011",909,652,"1,736","2,363","2,944","6,951","1,788","1,532","4,527","5,677","8,624",4,1,1,791,"1,409",1,
JOR,1992,"2,722","1,488",695,"1,862","2,975","3,729","8,241","2,688","1,513","4,457","6,648","9,862",4,1,1,"1,224","2,003",1,
JOR,1993,"2,742","1,751",754,"2,007","3,152","4,005","8,030","3,054","1,611","4,637","6,877","10,303",4,1,1,"1,521","2,401",1,
JOR,1994,"2,881","1,785",866,"2,141","3,108","4,494","7,884","2,909","1,732","4,590","6,185","10,817",4,1,1,"1,623","2,394",1,
JOR,1995,"2,988","1,912",976,"2,494","3,435","4,862","8,067","3,072","1,918","5,318","6,739","11,486",5,1,1,"1,628","2,367",1,
JOR,1996,"3,388","1,845","1,058","2,657","3,840","5,065","8,881","2,880","2,036","5,441","7,308","11,726",5,1,1,"1,686","2,382",1,
JOR,1997,"3,580","1,626","1,153","2,590","3,677","5,298","9,339","2,526","2,192","5,278","6,838","12,114",5,1,1,"1,546","2,174",1,
JOR,1998,"4,037","1,506","1,201","2,573","3,609","5,785","9,920","2,204","2,598","4,939","6,619","12,479",5,1,1,"1,386","1,835",1,
JOR,1999,"4,102","1,533","1,218","2,563","3,538","5,958","10,032","2,234","2,473","4,896","6,338","12,902",5,1,1,"1,579","2,081",1,
JOR,2000,"4,749","1,650","1,249","2,566","4,109","6,186","11,666","2,415","2,646","4,926","7,608","13,450",5,1,1,"1,478","1,958",1,
JOR,2001,"5,065","1,649","1,281","2,743","4,273","6,562","12,280","2,381","2,784","5,196","7,907","14,159",5,1,1,"1,442","1,885",1,
JOR,2002,"5,097","1,680","1,354","3,295","4,526","7,006","12,305","2,416","2,501","6,216","8,005","14,978",5,1,1,"1,502","1,955",1,
JOR,2003,"5,462","1,854","1,472","3,503","4,940","7,454","12,885","2,605","2,659","6,457","8,536","15,601",5,1,1,"1,740","2,213",1,
JOR,2004,"6,482","2,726","1,513","4,320","6,669","8,343","14,751","3,696","3,354","7,737","12,016","16,937",6,1,1,"2,340","2,871",1,
JOR,2005,"7,703","3,750","1,531","4,812","8,408","9,204","15,619","4,963","3,489","8,555","13,951","18,317",6,1,1,"3,191","3,822",1,
JOR,2006,"8,927","3,722","1,935","5,883","9,381","11,009","16,034","5,471","3,594","9,183","14,552","19,800",6,1,1,"3,171","4,314",1,
JOR,2007,"10,341","4,518","2,195","6,730","11,132","12,510","17,859","5,231","4,683","9,594","15,648","21,419",6,1,1,"3,891","4,490",2,
JOR,2008,"12,202","5,736","2,954","9,013","13,646","16,080","20,014","5,200","4,959","9,966","16,705","22,965",7,1,1,"5,068","4,463",2,
JOR,2009,"11,991","5,803","3,646","7,853","11,686","17,422","19,481","5,903","6,063","9,060","15,807","24,119",7,1,1,"5,355","5,067",2,
JOR,2010,"13,017","6,700","3,708","9,054","12,951","19,265","19,251","5,389","5,614","10,201","15,388","24,677",7,1,1,"5,945","4,626",2,
JOR,2011,"15,605","6,655","4,206","9,758","15,124","20,962","19,743","5,576","5,449","10,076","15,225","25,352",8,1,1,"5,963","4,786",2,
JOR,2012,"17,505","6,970","4,293","10,158","16,313","22,461","21,820","5,460","5,334","9,889","16,042","25,968",8,1,1,"5,463","4,686",2,
JOR,2013,"20,715","6,507","4,468","10,102","17,162","24,463","23,030","5,600","5,095","9,948","16,497","26,647",9,1,1,"5,468","4,807",2,
JOR,2014,"21,538","6,752","4,767","11,023","17,739","26,162","22,405","6,194","5,117","10,561","16,527","27,548",9,1,1,"5,816","5,316",2,
JOR,2015,"22,017","6,804","4,883","10,012","16,113","27,397","22,714","6,553","5,240","9,778","15,932","28,236",9,1,1,"5,981","5,624",2,
JOR,2016,"22,659","6,629","4,886","9,742","15,387","28,324","22,440","6,723","5,010","9,862","15,309","28,799",10,1,1,"5,676","5,771",2,
JOR,2017,"23,406","6,981","5,150","10,151","16,289","29,400","23,406","6,981","5,150","10,151","16,289","29,400",10,1,1,"5,992","5,992",2,
JOR,2018,"23,507","7,238","5,210","10,688","16,161","30,482","23,970","6,838","5,341","10,463","16,555","29,968",10,1,1,"6,212","5,869",2,
JOR,2019,"23,280","7,119","5,116","11,534","15,543","31,597","23,639","6,694","5,249","11,794","16,703","30,554",10,1,1,"6,105","5,747",2,
JPN,1950,"2,321,593","1,012,238","631,535","399,265","348,308","4,054,849","16,526,749","3,920,189","12,917,256","528,114","694,194","29,498,565",84,361,361,,,39,"2,030"
JPN,1951,"2,970,544","1,736,675","754,141","772,513","670,291","5,615,834","18,430,395","6,016,595","11,625,520","738,403","1,032,825","32,137,685",86,361,361,,,40,"2,013"
JPN,1952,"3,573,796","1,706,909","987,787","732,487","719,904","6,339,628","21,285,816","5,302,125","14,101,330","790,976","1,209,396","36,110,952",87,361,361,,,41,"1,996"
JPN,1953,"4,323,288","1,736,675","1,150,876","724,481","860,645","7,155,170","24,054,671","5,189,317","14,316,543","790,975","1,620,586","38,531,797",88,360,360,,,42,"1,979"
JPN,1954,"4,771,155","1,885,529","1,272,319","794,528","865,708","7,945,194","25,179,584","5,856,782","14,639,535","836,379","1,693,154","40,448,805",89,360,360,,,43,"2,009"
JPN,1955,"5,109,343","2,173,330","1,318,585","921,612","883,933","8,734,019","27,256,176","6,787,475","14,531,870","963,827","1,717,339","43,291,009",90,360,360,,,44,"2,035"
