# File: L100.Pop_thous_ctry_Yh.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Title: Population by country over the historical time period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Units: thous persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Comments: Written by L100.Population_downscale_ctry.R; Tue Mar 28 06:33:18 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iso,X1700,X1750,X1800,X1850,X1900,X1950,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010
sdn,5022.382564,5381.939497,5741.496431,6647.935772,7918.963386,9189.991,15186.224,15635.185,16110.926,16610.652,17132.264,17672.864,18232.567,18815.461,19427.4,20070.866,20750.557,21460.487,22179.726,22880.132,23542.778,24158.258,24735.638,25297.277,25875.596,26494.169,27159.893,27865.979,28605.664,29367.076,30141.147,30929.107,31733.75,32549.326,33368.681,34187.729,35002.234,35816.11,36643.433,37503.647,38410.32,39368.726,40373.635,41415.151,42478.309,43551.941
sen,380.0949672,410.7387095,441.3824519,191.3569524,471.5275538,2416.264,4231.03,4370.991,4512.774,4651.922,4785.536,4912.2,5033.645,5154.054,5279.383,5414.07,5559.4,5714.508,5879.044,6051.962,6232.395,6420.323,6615.896,6818.495,7027.32,7241.573,7461.567,7686.866,7915.08,8143.14,8369.125,8591.861,8812.695,9035.367,9265.135,9505.862,9758.841,10023.194,10297.956,10581.316,10871.908,11169.549,11474.661,11787.123,12106.865,12433.728
sgp,25.83434537,27.91714333,29.9999413,55.99989042,214.9995793,1022.098,2112.908,2152.644,2191.97,2228.945,2262.444,2291.674,2317.849,2344.275,2375.464,2414.563,2463.269,2520.493,2583.219,2646.959,2708.638,2766.83,2823.012,2880.47,2943.941,3016.624,3099.465,3190.692,3287.42,3385.486,3481.674,3576.537,3670.693,3761.263,3844.693,3919.3,3980.956,4032.217,4086.05,4160.158,4265.999,4409.955,4584.894,4772.216,4945.645,5086.418
shn,0.78212984,0.845186148,0.908242456,0.393759443,0.970272701,4.972,5.008,5.078,5.144,5.203,5.253,5.291,5.317,5.339,5.364,5.399,5.446,5.5,5.556,5.602,5.631,5.64,5.633,5.611,5.578,5.537,5.488,5.43,5.37,5.312,5.261,5.22,5.187,5.155,5.115,5.059,4.986,4.901,4.805,4.702,4.598,4.493,4.388,4.288,4.197,4.118
slb,14.12505727,15.26383745,16.40261764,7.111191006,17.52286739,89.793,166.067,172.319,178.926,185.758,192.719,199.775,206.94,214.224,221.651,229.235,236.984,244.877,252.86,260.869,268.862,276.815,284.761,292.787,301.012,309.527,318.371,327.529,336.96,346.599,356.404,366.363,376.511,386.906,397.627,408.732,420.232,432.107,444.344,456.919,469.805,483,496.49,510.221,524.125,538.148
sle,298.1608887,322.1990009,346.237113,150.1076413,369.8840728,1895.409,2640.264,2688.527,2738.398,2790.525,2845.392,2903.199,2963.88,3027.332,3093.342,3161.751,3230.99,3300.789,3373.661,3453.115,3540.728,3639.732,3746.944,3849.915,3931.817,3981.567,3995.29,3979.553,3946.835,3915.066,3898.363,3898.177,3913.681,3953.705,4028.26,4143.115,4303.85,4505.515,4730.02,4952.134,5153.435,5327.364,5478.289,5612.129,5739.293,5867.536
slv,242.1999949,261.7264682,281.2529415,415.0749057,868.7086823,2199.897,3836.884,3937.757,4037.935,4136.133,4231.358,4323.383,4412.237,4497.535,4578.922,4656.263,4729.467,4798.918,4865.611,4930.893,4995.888,5060.307,5124.24,5189.565,5258.654,5332.842,5413.269,5498.489,5584.047,5663.82,5733.401,5791.403,5839.103,5878.097,5911.094,5940.305,5966.027,5988.233,6008.523,6028.792,6050.513,6074.487,6100.868,6129.628,6160.423,6192.993
smr,2.010539318,2.172631569,2.33472382,1.012196187,2.494178478,12.781,19.299,19.395,19.465,19.565,19.734,19.988,20.313,20.683,21.054,21.398,21.707,21.99,22.255,22.515,22.776,23.041,23.304,23.571,23.847,24.134,24.442,24.769,25.098,25.406,25.678,25.897,26.077,26.271,26.551,26.967,27.543,28.251,29.013,29.722,30.301,30.721,31.007,31.198,31.359,31.534
som,882.2546937,901.6023844,920.950075,1236.856501,1750.46875,2264.081,3646.798,3673.532,3725.116,3860.931,4117.971,4521.026,5042.594,5603.598,6093.765,6435.589,6597.719,6608.106,6521.168,6419.685,6363.791,6372.348,6426.592,6504.572,6570.21,6599.249,6585.079,6543.38,6498.41,6484.228,6524.697,6628.554,6786.636,6982.94,7193.12,7399.033,7596.92,7791.254,7981.955,8170.899,8359.859,8547.497,8733.493,8922.26,9119.848,9330.872
spm,0.719364393,0.77736047,0.835356547,0.362160485,0.892408902,4.573,5.548,5.644,5.736,5.817,5.883,5.929,5.957,5.973,5.985,5.999,6.015,6.033,6.054,6.079,6.107,6.141,6.179,6.218,6.253,6.279,6.296,6.304,6.305,6.303,6.301,6.3,6.297,6.293,6.285,6.27,6.249,6.223,6.194,6.164,6.137,6.112,6.09,6.072,6.057,6.046
srb,1135.982131,1560.254245,1984.52636,2478.506468,4615.805213,6732.256,8238.178,8307.669,8380.884,8457.297,8536.301,8618.095,8702.227,8786.614,8868.545,8946.077,9019.281,9088.833,9154.306,9215.339,9272.302,9322.048,9365.835,9413.538,9478.469,9568.744,9689.735,9834.717,9984.888,10114.158,10203.932,10248.363,10253.548,10227.702,10184.152,10133.561,10076.784,10013.058,9949.713,9895.409,9856.152,9835.841,9832.994,9841.36,9851.44,9856.222
stp,9.438413199,10.19935014,10.96028708,4.751722967,11.70884193,60,75.334,76.896,78.435,80.137,82.124,84.449,87.038,89.74,92.34,94.688,96.721,98.502,100.162,101.899,103.852,106.067,108.493,111.05,113.62,116.117,118.512,120.835,123.137,125.488,127.935,130.499,133.152,135.838,138.475,141.01,143.43,145.761,148.038,150.311,152.622,154.97,157.361,159.852,162.515,165.397
sur,33.82082332,36.54750135,39.27417938,17.0269281,41.95648843,214.999,373.795,372.648,369.834,366.767,364.497,363.386,363.227,363.818,364.751,365.749,366.77,368.027,369.782,372.398,376.102,381.012,386.974,393.605,400.375,406.89,413.011,418.828,424.455,430.102,435.92,441.896,447.957,454.124,460.419,466.846,473.431,480.132,486.8,493.236,499.294,504.913,510.136,515.066,519.861,524.636
svk,1248.294637,1613.189653,1978.084669,2565.938977,3368.176331,3436.574,4546.043,4585.443,4627.506,4671.864,4718.093,4766.402,4816.543,4867.021,4915.864,4961.607,5003.672,5042.276,5077.753,5110.779,5141.88,5170.942,5197.804,5222.922,5246.884,5270.072,5292.792,5314.849,5335.519,5353.767,5368.894,5380.807,5389.895,5396.548,5401.35,5404.845,5407.045,5408.162,5409.182,5411.339,5415.496,5422.122,5430.974,5441.304,5451.968,5462.119
svn,248.5657797,341.4013323,434.2368848,542.3253375,1009.990554,1473.094,1681.246,1694.389,1709.055,1725.015,1742.004,1760.125,1779.184,1798.248,1816.102,1831.881,1845.186,1856.261,1865.704,1874.446,1883.179,1892.015,1900.766,1909.475,1918.131,1926.701,1935.302,1943.919,1952.22,1959.752,1966.205,1971.488,1975.755,1979.261,1982.378,1985.406,1988.385,1991.319,1994.426,1997.959,2002.084,2006.903,2012.345,2018.172,2024.04,2029.68
swe,1259.999281,1812.0823,2364.165318,3482.998014,5116.997082,7014.001,8084.965,8117.863,8144.217,8168.135,8192.569,8218.933,8246.302,8272.581,8294.604,8310.467,8319.266,8322.909,8325.682,8333.446,8350.392,8377.422,8413.155,8456.561,8505.752,8558.829,8616.729,8678.657,8738.894,8789.976,8826.949,8847.421,8853.934,8852.65,8852.487,8860.153,8877.022,8901.831,8935.392,8977.965,9029.345,9090.707,9161.374,9236.872,9311.11,9379.687
swz,42.94478005,46.40704314,49.86930623,21.6203395,53.27523077,273,458.611,472.236,486.56,501.509,517.024,533.202,550.089,567.534,585.327,603.385,621.346,639.383,658.564,680.341,705.602,734.925,767.579,801.54,833.994,862.947,887.467,908.158,926.42,944.404,963.591,984.632,1006.824,1028.708,1048.174,1063.832,1075.083,1082.777,1088.724,1095.487,1104.909,1117.604,1133.007,1150.344,1168.345,1186.056
syc,5.713700737,6.174346597,6.634992458,2.876534693,7.088142608,36.322,52.841,54.087,55.357,56.605,57.791,58.906,59.958,60.952,61.897,62.807,63.677,64.505,65.31,66.107,66.914,67.737,68.572,69.411,70.234,71.031,71.8,72.549,73.285,74.016,74.755,75.494,76.235,76.999,77.81,78.685,79.634,80.64,81.66,82.631,83.513,84.291,84.975,85.568,86.079,86.518
syr,1124.448479,1215.102953,1305.757428,1449.322381,1825.757364,3413.33,6588.936,6817.94,7054.361,7297.254,7546.139,7800.152,8059.995,8328.592,8609.92,8906.543,9219.69,9547.693,9886.629,10230.958,10576.592,10921.76,11267.24,11614.542,11966.274,12324.116,12690.183,13063.423,13438.799,13809.349,14171.13,14518.843,14856.464,15200.324,15572.833,15988.534,16454.926,16962.918,17490.104,18004.797,18484.122,18920.727,19321.3,19694.259,20053.743,20410.606
tca,0.793927857,0.857935336,0.921942815,0.399699097,0.984908753,5.047,5.75,5.924,6.132,6.346,6.546,6.723,6.886,7.057,7.262,7.525,7.855,8.244,8.67,9.096,9.501,9.872,10.222,10.587,11.018,11.549,12.216,13.005,13.848,14.644,15.333,15.859,16.275,16.763,17.573,18.873,20.728,23.044,25.625,28.191,30.531,32.59,34.404,35.96,37.271,38.354
tcd,382.1662269,412.9769569,443.7876869,192.399718,474.0970592,2429.431,3742.58,3834.574,3929.341,4023.3,4114.094,4201.073,4285.738,4370.56,4459.072,4554.089,4656.116,4765.16,4882.913,5011.242,5151.339,5304.49,5470.211,5645.708,5826.974,6011.224,6197.766,6387.856,6583.079,6785.842,6998.108,7219.081,7448.585,7689.836,7946.982,8222.327,8517.944,8831.199,9153.893,9474.792,9785.902,10084.087,10371.839,10653.762,10937.089,11227.208
tgo,219.5151534,237.2127458,254.9103382,110.5138305,272.3199523,1395.458,2165.335,2225.052,2278.418,2328.971,2379.649,2430.12,2480.291,2533.721,2594.914,2666.921,2751.151,2846.305,2949.279,3055.479,3161.327,3266.857,3372.562,3475.964,3574.135,3665.509,3747.75,3822.591,3897.51,3982.804,4085.492,4208.738,4349.349,4500.173,4650.754,4793.504,4926.142,5050.919,5170.252,5288.273,5408.044,5529.908,5652.811,5776.837,5901.859,6027.798
tha,4130.639426,4463.656859,4796.674292,5377.621982,7526.614323,20607.323,38004.462,39109.571,40219.377,41319.38,42398.941,43453.204,44483.729,45494.423,46492.281,47482.643,48460.289,49422.519,50379.788,51346.204,52328.663,53339.762,54368.583,55370.526,56284.973,57072.058,57711.519,58225.969,58671.177,59126.69,59650.157,60258.113,60933.752,61660.383,62408.639,63155.029,63898.879,64642.931,65370.277,66060.383,66698.483,67276.383,67796.451,68267.982,68706.122,69122.234
tjk,226.4364235,326.7017043,426.966985,628.9900654,1061.820517,1531.502,3036.693,3136.061,3238.09,3340.561,3441.99,3541.938,3641.296,3741.547,3844.809,3952.691,4064.671,4180.321,4301.334,4429.847,4566.786,4713.454,4867.754,5023.022,5170.285,5303.152,5418.785,5519.021,5607.922,5691.845,5775.404,5860.334,5945.181,6027.676,6104.268,6172.807,6232.587,6285.809,6336.724,6391.12,6453.24,6524.634,6604.426,6691.416,6783.39,6878.637
tkl,0,0,0,0,0,1.57,1.587,1.574,1.574,1.577,1.575,1.567,1.556,1.545,1.543,1.554,1.581,1.619,1.661,1.694,1.713,1.712,1.696,1.669,1.637,1.609,1.583,1.558,1.538,1.524,1.52,1.529,1.548,1.566,1.571,1.552,1.504,1.432,1.349,1.271,1.21,1.17,1.148,1.139,1.136,1.135
tkm,179.0493965,258.3318624,337.6143282,497.3594348,839.6101645,1211,2252.386,2318.07,2385.039,2452.528,2520.002,2587.417,2655.036,2723.006,2791.575,2861,2931.343,3002.785,3075.867,3151.262,3229.499,3310.059,3392.823,3479.088,3570.558,3668,3772.35,3881.973,3991.917,4095.512,4188.01,4267.69,4335.991,4395.293,4449.427,4501.419,4551.737,4600.093,4647.912,4696.771,4747.839,4801.847,4858.843,4918.396,4979.672,5041.995
tls,71.82816695,82.8559838,93.88380065,125.9844116,234.3791469,433.398,620.126,637.59,653.351,662.785,662.962,652.072,632.134,608.743,589.744,580.707,583.764,597.067,617.347,639.513,659.846,677.073,692.306,706.986,723.453,743.145,767.267,794.561,821.141,841.687,852.817,852.28,842.341,829.617,823.386,830.089,852.522,888.099,931.324,974.024,1010.367,1038.572,1060.77,1079.749,1099.887,1124.355
ton,7.428031187,8.026888561,8.625745935,3.739605975,9.214858597,47.22,85.518,86.347,86.982,87.606,88.343,89.252,90.29,91.354,92.292,92.999,93.443,93.673,93.766,93.829,93.944,94.139,94.392,94.674,94.938,95.15,95.305,95.426,95.541,95.691,95.907,96.196,96.551,96.966,97.431,97.935,98.476,99.053,99.659,100.286,100.926,101.584,102.254,102.91,103.519,104.058
tto,51.99572776,56.18768983,60.3796519,80.50620253,269.6957785,635.999,977.679,985.548,992.348,999.65,1008.617,1019.403,1031.694,1045.6,1061.14,1078.2,1097.067,1117.461,1138.006,1156.858,1172.735,1185.012,1194.138,1201.224,1207.942,1215.494,1224.233,1233.753,1243.59,1253,1261.443,1268.851,1275.46,1281.396,1286.871,1292.058,1296.962,1301.576,1306.065,1310.622,1315.386,1320.418,1325.672,1331.04,1336.349,1341.465
tun,802.8199624,834.1801172,865.540272,1059.32094,1666.038124,3529.608,5226.965,5326.668,5430.023,5542.4,5667.516,5806.713,5958.456,6120.018,6287.287,6457.092,6628.154,6800.734,6974.955,7151.43,7330.267,7511.099,7692.463,7872.065,8047.027,8215.111,8375.587,8528.401,8672.916,8808.669,8935.523,9053.41,9162.87,9265.266,9362.447,9456.117,9546.453,9634.18,9722.18,9814.009,9912.114,10017.832,10130.368,10247.325,10365.089,10480.934
tur,8446.473609,9147.832579,9849.191548,11166.84143,14108.0663,21238.496,36245.756,37054.168,37884.87,38730.367,39585.821,40446.729,41316.297,42206.204,43132.612,44105.216,45130.008,46198.027,47285.732,48360.679,49399.63,50393.538,51349.154,52278.499,53200.802,54130.268,55068.88,56012.109,56959.988,57911.273,58864.649,59821.978,60783.217,61742.674,62692.616,63627.862,64544.914,65446.165,66339.433,67235.927,68143.186,69063.538,69992.754,70923.73,71846.212,72752.325
tuv,0.812647376,0.878164047,0.943680718,0.409123347,1.00813129,5.166,7.379,7.459,7.538,7.613,7.685,7.752,7.816,7.883,7.959,8.051,8.16,8.284,8.413,8.537,8.648,8.741,8.821,8.889,8.949,9.004,9.056,9.103,9.148,9.188,9.227,9.264,9.298,9.334,9.374,9.419,9.471,9.53,9.59,9.646,9.694,9.732,9.762,9.786,9.806,9.827
tza,1203.360873,1300.377366,1397.393858,605.8261466,1492.831681,7649.766,14044.48,14504.837,14982.938,15474.884,15977.99,16491.445,17016.577,17555.45,18111.097,18685.789,19281.182,19897.071,20531.76,21182.6,21848.29,22525.148,23215.06,23928.658,24680.404,25478.979,26331.511,27230.502,28152.305,29064.223,29943.732,30783.155,31592.45,32388.671,33197.305,34038.161,34917.073,35832.494,36788.281,37786.946,38831.024,39923.609,41068.185,42267.667,43524.738,44841.226
uga,811.4192815,876.8369417,942.2546019,408.5050691,1006.607774,5158.193,9730.174,10012.125,10296.444,10589.763,10897.136,11221.247,11561.734,11917.048,12284.315,12662.131,13049.012,13447.769,13866.291,14315.09,14801.113,15327.718,15891.143,16482.365,17088.426,17699.717,18314.701,18935.726,19561.967,20193.432,20831.075,21473.592,22123.185,22788.843,23482.533,24213.12,24984.181,25794.397,26641.627,27521.632,28431.204,29370.251,30339.895,31339.392,32367.909,33424.683
ukr,5514.551679,7956.376468,10398.20126,15318.19911,25859.19714,37297.652,47685.533,48050.256,48401.549,48726.373,49015.998,49266.997,49484.239,49677.426,49860.466,50043.55,50227.328,50408.687,50589.152,50769.702,50949.364,51128.208,51301.215,51455.595,51574.638,51644.914,51666.114,51637.719,51546.666,51377.434,51121.722,50773.323,50342.838,49860.125,49366.106,48891.792,48448.267,48032.368,47643.278,47275.25,46923.927,46591.797,46282.158,45991.584,45715.01,45448.329
ury,48.31777793,52.21321899,56.10866004,134.6607841,933.4440715,2238.506,2817.577,2820.734,2821.367,2823.326,2829.391,2840.601,2856.206,2874.998,2894.983,2914.683,2933.904,2953.118,2972.284,2991.478,3010.766,3029.948,3048.955,3068.166,3088.11,3109.122,3131.14,3153.857,3177.035,3200.342,3223.401,3246.484,3269.301,3290.261,3307.29,3319.066,3324.81,3325.379,3323.124,3321.367,3322.529,3327.451,3335.528,3345.967,3357.391,3368.786
usa,1036.395899,4914.46421,8792.532521,24437.92294,79171.31915,157813.04,211355.529,213250.35,215164.616,217113.584,219108.358,221161.377,223274.855,225436.004,227624.232,229825.004,232035.086,234261.242,236510.688,238794.274,241119.752,243495.805,245920.994,248381.577,250857.751,253339.097,255807.342,258275.919,260803.255,263468.98,266323.717,269393.632,272643.34,275986.072,279300.03,282496.31,285544.778,288467.308,291290.823,294063.12,296820.296,299564.47,302284.564,304989.064,307686.729,310383.948
uzb,933.5403407,1346.908839,1760.277337,2593.167613,4377.618547,6313.997,12358.535,12759.275,13168.838,13578.159,13980.997,14374.729,14762.133,15148.932,15543.52,15951.899,16375.762,16812.955,17260.951,17715.706,18174.143,18634.041,19095.67,19561.181,20033.912,20515.248,21005.364,21500.062,21990.917,22466.866,22919.357,23347.452,23751.722,24127.427,24469.439,24775.61,25042.537,25275.028,25489.492,25708.188,25947.414,26213.729,26503.833,26811.974,27128.063,27444.702
vat,0,0,0,0,0,0.905,0.644,0.66,0.685,0.711,0.729,0.737,0.737,0.733,0.728,0.726,0.728,0.731,0.736,0.742,0.747,0.752,0.757,0.762,0.766,0.77,0.772,0.773,0.774,0.776,0.781,0.791,0.804,0.814,0.809,0.787,0.742,0.678,0.607,0.541,0.492,0.462,0.45,0.45,0.455,0.458
vct,10.53956141,11.38927432,12.23898724,5.306090646,13.07487349,67,91.445,92.463,93.507,94.556,95.591,96.609,97.611,98.59,99.539,100.45,101.316,102.135,102.915,103.669,104.402,105.123,105.819,106.465,107.016,107.449,107.755,107.95,108.051,108.089,108.087,108.049,107.979,107.907,107.869,107.891,107.987,108.15,108.354,108.566,108.755,108.918,109.06,109.178,109.269,109.333
ven,628.7586804,679.4500093,730.1413382,1346.388763,2584.985072,5093.708,11045.959,11428.022,11827.681,12245.478,12681.017,13135.849,13607.958,14088.961,14567.68,15036.273,15490.555,15932.973,16370.463,16813.481,17269.324,17740.108,18222.505,18711.83,19201.096,19685.177,20162.745,20635.233,21103.592,21569.68,22034.909,22499.248,22962.221,23424.338,23886.213,24348.304,24810.691,25273.336,25736.393,26199.994,26664.122,27128.721,27593.427,28057.485,28519.913,28979.857
vgb,1.170520544,1.264889407,1.35925827,0.589292843,1.452091546,7.441,9.978,10.134,10.272,10.389,10.484,10.552,10.604,10.671,10.798,11.013,11.326,11.727,12.205,12.743,13.324,13.951,14.618,15.29,15.926,16.491,16.97,17.371,17.724,18.07,18.44,18.844,19.27,19.702,20.117,20.499,20.844,21.156,21.446,21.721,21.99,22.253,22.511,22.762,23.007,23.245
vir,4.215038028,4.554859784,4.89468154,2.122040282,5.228973657,26.795,68.102,72.61,77.31,81.802,85.79,89.169,92.008,94.399,96.498,98.423,100.216,101.827,103.177,104.146,104.668,104.698,104.319,103.761,103.333,103.253,103.618,104.356,105.315,106.26,107.018,107.546,107.903,108.132,108.316,108.511,108.726,108.933,109.122,109.27,109.363,109.401,109.389,109.327,109.216,109.056
vnm,6290.397969,6797.537898,7304.677827,9965.404775,18593.65466,28264.391,45957.991,46994.771,48015.047,48987.973,49895.731,50724.015,51490.844,52250.324,53076.862,54023.152,55109.176,56317.461,57616.926,58959.045,60307.305,61647.642,62986.915,64333.357,65702.5,67101.583,68535.628,69987.617,71416.812,72769.366,74008.073,75117.209,76111.109,77020.331,77890.899,78758.01,79629.676,80500.625,81377.056,82262.996,83161.145,84075.58,85007.447,85951.912,86901.173,87848.445
vut,7.502751958,8.107633417,8.712514875,3.777223782,9.307553595,47.695,88.029,90.831,93.768,96.799,99.886,103.031,106.231,109.436,112.587,115.641,118.584,121.438,124.252,127.097,130.03,133.041,136.129,139.368,142.852,146.636,150.791,155.27,159.857,164.254,168.263,171.783,174.921,177.946,181.239,185.074,189.544,194.555,199.968,205.561,211.17,216.76,222.377,228.041,233.79,239.651
wlf,1.10146282,1.190264162,1.279065503,0.55452607,1.366421853,7.002,8.792,8.775,8.809,8.919,9.118,9.412,9.793,10.24,10.728,11.232,11.751,12.278,12.778,13.207,13.534,13.742,13.843,13.869,13.87,13.882,13.914,13.957,14.013,14.077,14.146,14.224,14.311,14.396,14.462,14.499,14.503,14.477,14.424,14.345,14.247,14.128,13.989,13.843,13.698,13.566
wsm,12.91521001,13.95645076,14.9976915,6.502099317,16.021989,82.102,144.528,146.33,147.835,149.155,150.373,151.524,152.593,153.557,154.371,155.016,155.488,155.831,156.122,156.459,156.919,157.531,158.29,159.187,160.198,161.308,162.504,163.79,165.172,166.662,168.257,169.969,171.766,173.543,175.169,176.549,177.645,178.488,179.141,179.699,180.237,180.766,181.277,181.809,182.401,183.081
twn,1631.750828,1763.304667,1894.858506,2084.344356,2713.43738,7561.863,14899.351,15203.135,15486.896,15773.979,16080.805,16412.507,16762.505,17121.246,17474.116,17810.141,18127.541,18428.885,18712.755,18978.426,19225.837,19453.391,19661.845,19856.596,20045.083,20232.757,20422.13,20612.139,20800.329,20982.604,21156.24,21319.945,21475.491,21626.745,21779.1,21936.014,22098.716,22264.745,22429.284,22585.562,22728.375,22856.635,22970.892,23069.654,23151.629,23216.236
yem,2017.42676,2180.074285,2342.721811,2476.617442,2845.749667,4316.001,6235.264,6323.38,6419.984,6539.217,6691.425,6880.62,7104.782,7360.655,7642.329,7945.18,8270.681,8620.116,8988.432,9369.068,9758.22,10149.222,10544.972,10962.489,11425.336,11948.209,12540.234,13190.192,13867.656,14530.275,15148.172,15710.211,16226.938,16716.85,17208.494,17723.186,18266.008,18831.819,19419.71,20026.117,20648.643,21288.07,21946.99,22626.595,23328.214,24052.514
zaf,1006.4227,1237.061235,1467.699771,2161.997244,5095.330888,13683.162,23106.584,23736.249,24384.286,25040.691,25698.624,26353.94,27009.603,27674.353,28360.792,29077.186,29828.924,30611.185,31409.842,32204.995,32983.394,33734.36,34464.223,35196.881,35966.236,36793.907,37690.924,38641.823,39609.488,40542.036,41402.4,42175.74,42873.355,43516.225,44137.342,44760.38,45389.577,46015.405,46631.364,47226.67,47792.787,48330.914,48842.462,49319.363,49751.503,50132.817
zmb,368.1534868,397.8344917,427.5154966,185.3450725,456.713527,2340.352,4278.863,4426.079,4579.56,4737.942,4900.255,5066.012,5235.519,5409.528,5589.172,5775.165,5967.511,6165.56,6368.542,6575.403,6785.211,6998.307,7214.499,7431.752,7647.45,7860.053,8067.972,8272.498,8478.471,8692.599,8919.456,9161.931,9418.12,9682.058,9945.115,10201.562,10449.825,10693.471,10938.261,11192.422,11462.365,11750.105,12055.384,12379.612,12723.746,13088.57
zwe,432.0990508,466.9354289,501.771807,217.538154,536.0413214,2746.854,5385.233,5573.154,5768.19,5967.705,6170.26,6374.197,6581.329,6797.807,7032.001,7289.463,7571.447,7874.642,8194.203,8523.09,8855.279,9189.169,9523.376,9852.244,10169.188,10469.202,10748.215,11005.69,11244.552,11469.872,11684.693,11891.29,12086.519,12261.742,12405.236,12509.477,12575.015,12607.791,12612.956,12597.877,12570.686,12529.655,12481.245,12451.543,12473.992,12571.454
