# File: GCAMFAOSTAT_NFertilizer.csv
# Title: FAO fertilizer production and consumption by country_year
# Units: tonnes N
# Description:  Data is preprocessed and generated by gcamfaostat
# Data source: FAOSTAT (main domain:RFN FAO.udpate:2024-07-17T00:00:00)
# Date of CSV last update: 2024-10-15
# Column types: iciciccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element_code,element,unit,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
84,Greece,3102,Nutrient nitrogen N (total),5510,Production,t,177015,194474,240287,262985,264100,288460,273021,278100,310740,320000,311300,306849,363700,399700,426000,436500,406800,412800,425500,426100,419400,377700,341000,292000,317000,275000,316000,240000,231000,214000,249900,240000,110771,209625,110771,93051,45171,35117,31970,21961,80421,207705,119737,98237.47,128936.1,163168.85,106637.01,197665.88,107946.4,89425.22,0,0,216954.43
85,Greenland,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,89.32,104.58333333333333,119.84666666666666,135.11,187.81,240.51,104.39,94.5,101.50999999999999,108.52,18.47,50.65,19.23,58.31,21.74,22.78,22.99,22.99,22.99,22.99
85,Greenland,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Grenada,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,257.76,145.53,134.48,123.43,112.38,104.25,96.12,90.51,159.81,155.085,150.36,166.46,189.7,184.8,175.49,185.78,194.6,202.51,195.58,168.77,168.77
86,Grenada,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Guadeloupe,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,2000,3600,3600,4000,2500,3313,3353,3500,4005,2184,2128,3259,2304,3136,2926,3536,3630,2300,4105,3900,3100,3400,4000,1000,1000,1000,1500,1500,6094,6800,7000,7000,537,330.75,420.96,323.61,449.52,413.9,400.5,319.37,557.05,517.15,519.82,575.48,688.34,683.76,654.33,687.65,715.29,727.59,687.6,593.35,593.35
87,Guadeloupe,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Guatemala,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,28977,13239,23571,32000,36900,35100,49926,52000,52000,58200,51900,47000,58700,41700,55500,60000,80000,83800,61600,83400,80000,98200,100000,107000,112000,115000,110000,118445,101000,124000,124500,114996,84157,118070,140350,131425,145722,133081,88314,120544,142138,180502,185574.05,181937.6,162338.7,180178.09,167286.43,174189.9,189971.48,169583.26,211385.58,189766.61,149027.8
89,Guatemala,3102,Nutrient nitrogen N (total),5510,Production,t,3000,3000,3000,3000,3000,3000,6000,6400,6603,2000,11400,8900,12400,8000,9000,10000,10000,6213,7000,7000,7000,8000,8500,8095.238095238095,7690.476190476191,7285.714285714286,6880.952380952381,6476.190476190476,6071.428571428572,5666.666666666667,5261.9047619047615,4857.142857142857,4452.380952380952,4047.6190476190477,3642.857142857143,3238.0952380952376,2833.333333333334,2428.5714285714284,2023.8095238095239,1619.0476190476193,1214.2857142857147,809.5238095238092,404.7619047619055,0,0,0,0,0,0,0,0,0,0
90,Guinea,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,1500,1600,1700,800,650,600,600,200,200,1100,42,447,617,352,87,172,280,300,261,391,731,1366,265,1059,2300,2817,2449,680,1120,1000,1000,1000,1794,1663,1674,1970,1978,3178,2795,1259,2528,5098,5378.76,2723.09,2920.57,2412.19,2229,13047.26,7055.31,7055.31,7055.31,7055.31,17832.13
90,Guinea,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Guyana,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,6537,7380,9295,9260,11200,7703,6030,5067,11671,6520,4260,9318,9179,9564,9686,7309,12441,8000,10600,12000,8000,13000,10500,10000,8100,12000,10900,13974,13800,15530,10737,11200,13610,9619,19117,6180,8300,6364,18262,6704,14136,6373,11312.42,16594.98,14284.77,19275.51,11114.66,7991.63,19778.32,21375.24,17472.99,20199.11,13349.81
91,Guyana,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Haiti,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,220,200,670,700,903,1200,100,1600,1800,2300,200,3000,2600,1600,2000,1600,1000,1300,1400,2300,900,2700,4200,4000,4000,5400,4000,8529,6307,4956,8854,7663,3903.51,2965.09,2958.766666666667,2952.443333333333,2946.12,3948.7799999999997,4951.44,70.22,286.74,2951.17,5615.6,4471.48,8379.8,5154.53,2176.15,6653.15,3958.14,16733.36,1619.51,406.32,456.5
93,Haiti,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Honduras,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,15000,16000,14000,14000,9500,11400,11000,15200,9900,10400,16000,14100,12821,19016,23000,14131,11638,17306,21521,20299,11105,20000,20922,33000,12000,72300,49800,82939,93893,109500,135900,110000,34115.63,42423.03,26290.88,41865.92,66688.46,63491.18,55554.03,47616.87,56041.67,85542.5,75417.43,74712.54,74007.65,75343.02,95944.75,110175.75,122752.42,86136.63,128016.87,104868.91,104865.52
95,Honduras,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,"China, Hong Kong SAR",3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,1103.82,1145.7,1157.82,978.9,1001.5,1004.65,1018.7,937.67,957.06,885.72,890.03,895.69,889.04,858.8,857.06,799.4,686.4,493.26,475.92,475.92
96,"China, Hong Kong SAR",3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Hungary,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,391191,393500,421843,492735,551298,535838,522414,582055,570129,570125,536778,562930,646546,625369,625906,558375,593393,613827,646301,572800,358644,264468,148000,225300,243123,246752,318506,285800,282000,320600,320000,336000,303000,289000,293000,260000,289000,320000,316912,272056,272572,303445,312940,342949,326753,338781,403970,424476,424277,415901,445152,456306,325464
97,Hungary,3102,Nutrient nitrogen N (total),5510,Production,t,350286,377454,373921,424243,416200,436020,548948,572425,612451,639741,651002,690701,670833,699802,687780,700477,666617,692357,548300,573300,428600,231800,161900,192550,238500,219678,260890,251400,213500,278700,289600,272800,210134,205301,266070,311302,302000,222968,212387,229268,233354,300576,249222,294404.6,341921.14,341921.14,341921.14,341921.14,341921.14,341921.14,807444,759817,396910
98,Croatia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,133522,91000,95000,93000,101600,152000,94996,99400,116000,99000,129821,123597,145499,124858,191158,212374,263430,93224,117400,139848,106884,77920,73680,87428,72320,98412,99420,97099,98963,102190,88431
98,Croatia,3102,Nutrient nitrogen N (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,279541,260800,273769,291000,305900,324131,248043,309838,328071,285300,262000,286064,335148,323223,332406,350988,353180,305455,357342,379467,345669,328380,342968,351518,342220.28,386829.69,323525.21,377740.37,364161.11,223200.05,49020.16
99,Iceland,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,12134,13313,13704,14145,13589,14761,14813,15007,15779,15734,14868,15202,14700,14813,13544,12918,12739,11381,11801,12100,12500,12126,10848,12000,11200,10062,11592,11800,12500,13500,13000,8981,11085,10344,9889,9775,12342,13832,15321,7535,7590,8670,9429,8616,10793,11374,10831,13066,11743,10381,11408,12245,11211
99,Iceland,3102,Nutrient nitrogen N (total),5510,Production,t,7705,7631,8170,9674,7315,8982,10657,10046,9695,10022,9002,8825,8000,6100,11968,11600,11600,10000,9640,10320,10142,12971,10735,10000,11500,8736,12333,12000,11500,12000,12000,87,76.125,65.25,54.375,43.5,32.625,21.75,10.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,India,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,1479000,1798000,1839000,1829000,1765700,2748600,2456900,2913000,3419500,3498100,3678100,4068700,4042900,4637300,5333300,5750000,6528700,5702900,7157500,7150900,7565500,8046272,8426735,8778871,9507169,9822852,10315919,10901899,11353755,11586250,10920200,11310175,10469210,11077861,11712729,12723910,13760868,14417665,14863815,15558372,16450653,17367540,16820900,16750100,16949600,17372300,16735400,16958000,17628200,18863900,20404000,19488300,20206300
100,India,3102,Nutrient nitrogen N (total),5510,Production,t,832500,949200,1054500,1049900,1186600,1508000,1862400,1999800,2173000,2224300,2163900,3143300,3429700,3491500,3917233,4322800,5412111,5486155,6723718,6745192,6993116,7301511,7430842,7257963,7961053,8728137,8592302,10083072,10477278,10872845,10942800,10766775,10391719,10468657,11205586,11218193,10934856,10400408,10430846,11376729,12087720,12192878,12159007,12408600,12433700,13475900,13376800,13422600,13336800,13722200,13744500,13870200,15737800
101,Indonesia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,201742,196316,347404,350000,345000,341900,351200,465200,548998,620419,850931,997054,1082400,1049155,1285800,1298900,1366200,1467400,1585400,1469100,1609900,1551700,1697000,1557900,1649000,1844000,2084000,1706600,2120900,1925500,1964400,1953480,1974661,2119780,2309142,2411944,2435520,2503269,2700006,2935774,2784573,2933822,2947039.61,2791106.42,2909405.65,2818598.24,2964027.98,2951991.41,3237087.26,2928279.43,3540990.03,3669339.37,2984940.68
101,Indonesia,3102,Nutrient nitrogen N (total),5510,Production,t,45267,48185,59856,81473,120826,207500,184200,396100,694044,874826,958426,970566,940294,1077189,1304300,1731800,1836000,1978900,2032700,2368953,2461800,2408400,2406000,2478630,2542200,2822000,2986400,2992600,2899100,2842400,2853000,2548785,1974661,2119780,2309142,2875658,2808307,2947267,3182809,3599348,3536584,3605437,3781955,3634209.84,3680263.27,3778013.87,3546273.83,3805696.75,4022317.13,4137667.66,4292829.87,4218544.14,3963695.66
102,Iran (Islamic Republic of),3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,65254,107292,123799,194080,188525,189980,194770,238795,176745,289285,300185,402130,493930,596584,489527,467400,529372,529400,527514,726000,558100,658000,834360,555000,609000,633000,685225,830025,878000,847800,862572,864108,947120.05,998278.77,1043417.37,1089424.09,1355646.05,1116791.02,1193567.47,1033931.57,943706.67,559006.08,670332,626029.06,701509.73,564053,564911.75,602597.7,729671.78,814771,903184.88,903184.88,903184.88
102,Iran (Islamic Republic of),3102,Nutrient nitrogen N (total),5510,Production,t,30900,86200,142830,130765,131025,125700,136214,124026,72344,93200,71000,21400,22207,23906,13890,22400,72498,99640,115800,307300,376200,451000,572000,467400,466136,500100,688800,727800,863700,713200,725496,735958,963082.28,950811.38,931657.28,971530.54,1081184.81,850324.42,1190218.81,1203181.34,1334870.73,1395631.27,1781295.83,1651464.05,1320919.35,1613275.23,1439611.08,1826568,1826568,1826568,1826568,1826568,1826568
103,Iraq,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,12000,13469,15000,20139,27317,25000,35000,45000,43388,74200,64500,63600,64700,54300,109800,120000,131490,148500,164600,138425,130000,95000,130000,226000,238000,225000,240500,242700,251200,254700,250500,502000,507200,45200,102714,153880,167020,126420,164120,171846,107980,138340,158685.16,159833.13,80172.24,63236.84,104472.28,180937.87,173013.64,180858.84,193671.56,169728.5,169728.5
103,Iraq,3102,Nutrient nitrogen N (total),5510,Production,t,6000,10677,26198,28124,33600,24300,25332,125460,165800,387000,355000,245333.33333333334,135666.6666666667,26000,31000,68800,79400,81400,364000,539400,242000,95000,130000,218000,218000,218000,235000,235000,235000,238000,238000,530000,523300,30000,98454,138940,151720,110220,149300,141220,96600,128800,123280,135240,47464.94,31392.98,114212.4,114212.4,114212.4,128072.74,127650,109871.92,109871.92
104,Ireland,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,86500,98300,131700,130200,133000,152739,168159,230466,263600,247500,275100,275200,296000,331400,327700,322733,371663,339300,349000,378500,370000,347900,353000,404000,433000,425000,394000,397000,444000,429000,368410,366000,363513,391200,352165,345154,321588,308960,306806,362395,313649,296536,353044,331782,331782,330959,339104,369089,408495,367364,379519,399164,343193
104,Ireland,3102,Nutrient nitrogen N (total),5510,Production,t,78600,87500,84800,94500,97000,100000,100000,120000,65500,102200,190000,205000,249000,253000,238000,244000,255400,285900,252000,296700,279000,305000,307000,315000,320000,307000,288000,326000,311000,277000,188400,280000,208000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Israel,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,31970,32650,33465,30340,32604,37375,36495,38195,37620,35717,39506,35830,45500,47100,55500,52800,49800,52000,46500,48400,49600,41300,43400,44000,50000,50000,65000,61000,61000,44000,49000,45300,44700,50200,52400,48800,47500,59400,45900,36100,30200,44800,45100,46900,46400,45100,46800,48400,50200,41407.19,33136.84,35577.75,29662.26
105,Israel,3102,Nutrient nitrogen N (total),5510,Production,t,26860,32410,33740,43820,51890,59070,56455,68095,79500,76070,62286,62430,74138,81650,80500,79000,75600,74000,66300,67000,66000,76400,63900,75000,65000,75000,76000,88000,87000,83500,89400,74750,91718.23,80736.97,97489.73,79189.93,85094.42,81782.75,97267.52,39783.44,92511.55,48408.21,56049.99,55644.57,58785.36,42460.45,31726.43,31726.43,31726.43,31726.43,31726.43,31726.43,14773.72
106,Italy,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,594547,624874,691806,672178,672195,724337,699726,817300,1042654,1106810,1006011,987968,967833,996106,1026266,1054533,1010607,1046631,924021,827279,878960,906720,910000,917900,879200,875000,876000,855000,845000,868000,828000,773161,845003,846812,866469,800697,798807,812480,670261,514480,498605,516543,591000,600600,574016,605236,602730,599242,594767,598544,574530,572104.89,570504.02
106,Italy,3102,Nutrient nitrogen N (total),5510,Production,t,955814,1034191,1045519,1129300,1131442,970028,985312,1037100,1382696,1462199,1335393,1149863,1132487,1095982,1332779,1242401,1144859,1279019,1297085,1168586,862000,917300,991000,654000,621000,660000,535000,537000,463000,397000,428000,423000,400200,483828,609629,425187,256142.4,78564,315982.4,249826.4,146061.4,108403.6,177367,292928.4,246106.8,253789.6,339186.6,287388.2,287388.2,573597,728514,680332,480893
107,Cote dIvoire,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,6130,6473,8765,7942,7799,10900,12000,17500,15900,16600,19700,11300,12800,10000,11000,8200,8000,4500,8200,10000,13500,16200,18000,30000,34000,36000,41500,60000,50000,41200,40000,30000,30009,19994,40558,16180,10962,25909,17606,21396,26724,25236,32530.85,33455.43,44188.96,42079.89,46627.3,29550.97,31498.49,61916.21,42898.5,52564.98,51125.5
107,Cote dIvoire,3102,Nutrient nitrogen N (total),5510,Production,t,1800,2103,5925,4941,5965,4500,4400,4700,5000,4100,6117,2000,2500,1500,2300,2000,2000,1600,1542.857142857143,1485.7142857142858,1428.5714285714287,1371.4285714285716,1314.2857142857142,1257.142857142857,1200,1142.857142857143,1085.7142857142858,1028.5714285714284,971.4285714285714,914.2857142857143,857.1428571428571,800,742.8571428571429,685.7142857142858,628.5714285714287,571.4285714285713,514.2857142857142,457.1428571428571,400,342.8571428571429,285.7142857142858,228.57142857142867,171.42857142857133,114.28571428571422,57.14285714285711,0,0,0,0,0,0,0,0
108,Kazakhstan,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,150000,86000,65000,64000,67100,15100,12600,30000,30000,42000,12800,19600,24800,20500,27800,37500,16300,29500,40701,47523,105264,55742,80654,91532,80019.97,104222.71,81004.79,54542.29,74401,81000,71400
108,Kazakhstan,3102,Nutrient nitrogen N (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,61500,95000,61000,74000,78700,17000,5100,7700,2700,8816,16400,20894,37985,4619,15753,71228,65736,48000,49743,69169,49941,90157.36,130589.1,139370.48,153654.06,161476.86,156278.06,162163.2,162163.2,162163.2,162163.2
109,Jamaica,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,9190,9647,13200,8000,9300,6000,7300,4500,6444,6390,8865,10214,3406,6656,8800,5900,6600,12000,16000,16000,7400,9200,4200,6000,8200,8100,8100,9020,8906,9210,9900,8440,8209,9752,9829,6417,4844,4471,4403,4505,4826,4729,6362,4801.62,4840.89,2638.51,3133.25,3757.95,6192.21,4779.17,3888.56,3888.56,3735.55
109,Jamaica,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Japan,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,688200,676000,733000,821200,690800,653000,702000,716000,723000,777000,614000,643000,683000,701000,697200,680000,693000,669000,640000,641000,612000,576000,572000,600000,580400,527500,511700,495200,476000,479500,487400,484000,473207.37,493573.79,474587.72,470968.42,453536.4,478817.81,359899.07,349970.35,409397.39,387018.92,396596.41,367000,395800,359100,380200,385500,369400,357400,354900,354900,354900
110,Japan,3102,Nutrient nitrogen N (total),5510,Production,t,2105100,1915000,2199000,2138300,2340900,1557000,1171000,1446000,1457000,1458000,1202000,1253000,1126000,1077000,1235400,1054000,987900,985800,977000,946000,957000,931000,906000,867700,890900,872500,883400,829700,798600,802400,769217,680800,828913,771490,796224,767305,770545,769924,647184,621908,650283,610674,603223,596072,547850,536731,567975,556577,541702,524242.37,525463.04,564009.66,496081.21
112,Jordan,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,1361,1395,1380,1830,1990,1900,3997,1400,3173,6200,6000,2918,7080,8830,6950,10710,6100,7301,14251,12000,8000,14809,9700,6300,4000,6000,5000,10946,14835,12996,9404,10000,10600,10900,4700,10700,4600,6500,7800,8200,10200,10200,10500,24817,18639,34523,22113,20085,19918,19503,15236,14387,14946
112,Jordan,3102,Nutrient nitrogen N (total),5510,Production,t,20952,20952,20952,20952,20952,20952,20952,20952,20952,20952,20952,20952,20952,54288,97380,91890,99160,108900,110700,108500,108000,107820,99644,84609,134900,131200,120780,127900,149600,145000,113600,121000,102960,90540,118440,118260,162260,158760,150020,119790,148770,159520,128860,132530,145790,109600,90500,121900,144900,126000,151100,151100,151100
113,Kyrgyzstan,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,25300,22000,22000,22000,25000,25000,27714,26849,27653,27396,9232,31383,27232,29589,26842,26141,22530,25887,25714,22447,26908,29124,35748,12786.03,14085.66,9311.93,24953,24773.6,25929.9,22783,23077
113,Kyrgyzstan,3102,Nutrient nitrogen N (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Kenya,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,22000,18500,18496,20370,19400,21882,22417,25284,25416,20100,26700,37000,27700,30000,34700,48500,46200,47798,57600,49300,49100,52400,47800,42100,50800,33000,63000,51000,53000,54200,69911,80014,62724,68061,64724,72514,77667,79441,73071,77794.33,78916.27,102080.12,125243.98,148407.83,122180.68,95953.52,124368.61,160388.81,118814.43,139554.15,194857,171766,96043.59
114,Kenya,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Cambodia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,1765,2121,1000,1000,900,100,100,1875,3650,5425,7200,10500,7300,1600,500,683.3333333333333,866.6666666666666,1050,1233.3333333333333,1416.6666666666667,1600,4200,9400,10000,6000,6000,4300,18900,3220,4442.9175,5665.835,6888.7525000000005,8111.67,5204.89,7450.7,11053.86,10663.04,11211.83,12570.64,17392.67,22657.53,36491.15,54838.43,50441.59,64090.24,80858.37,55652.86,114997.96,127805.95,112118.62,110158.3,121717.95,84678.77
115,Cambodia,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Democratic Peoples Republic of Korea,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,205000,216600,224900,244000,251900,264000,385800,442800,535000,540000,550000,564100,564100,582800,597000,623000,605000,602000,634000,644000,655400,659000,652500,636000,300000,84000,72400,149300,128300,152000,165000,186400,72519,50958,99277,88583.1,117561,81730.18,82570,110159.29,136843.16,172278.66,126156,134212.56,111817,93593,128051.96,119226,178918.62,68803.76,29843.21,19379.1,4221.78
116,Democratic Peoples Republic of Korea,3102,Nutrient nitrogen N (total),5510,Production,t,205000,220000,230000,240000,250000,260000,370000,440000,540000,550000,553000,600000,588000,608000,620000,630000,640000,650000,660000,660000,660000,660000,660000,660000,314000,75000,72000,72000,72000,72000,30000,23300,2000,2000,67000,67000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,22500,0,0,0
117,Republic of Korea,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,355550,347200,372585,411236,447377,467678,361289,387890,461610,443900,447224,431838,308600,367400,401800,426100,435400,448900,460100,505744,505400,473500,486600,477300,475000,478029,455907,507000,451000,428298,411517,374555,355981.65,360970.37,385933.14,417303.77,306923.95,347381.24,286511.63,225992.15,215329.53,221382.79,232058.94,223951.09,221061.44,212114.73,214593.92,209483.85,216141.45,211677.22,229251,212228,242279
117,Republic of Korea,3102,Nutrient nitrogen N (total),5510,Production,t,400500,408000,418200,447200,513100,579200,535300,635900,751000,786400,688400,666000,615500,580300,659900,665100,656900,593700,678800,622900,611900,577500,623300,621400,669000,617000,663000,695000,525000,557787,519695,468610,636959,618500,687183,766632,583922,629473,594248,496590,529531,497659,476530,439881,380208,334296,350224,406383,403231,404045,367726,364743,361779
118,Kuwait,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,100,100,100,100,100,100,100,100,100,260,140,300,500,500,500,700,407,328,775,500,600,700,800,1000,1000,1000,2000,1200,1000,1100,629,1046,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1500,3000,3300,3000,2400,2600,2500,1860.48,3178.66,3178.66,2165.93
118,Kuwait,3102,Nutrient nitrogen N (total),5510,Production,t,85612,184605,269549,290500,275500,258700,228000,290818,310000,307100,217600,183000,237500,226800,284900,251300,343865,399780,384533,371700,203700,161029,118358,292800,324100,390800,356300,348500,361323,330740,287635,337937,255300,350520,336720,374440,455400,424120,442520,337640,443900,434700,402500,457240,378580,469500,509700,513300,257900,0,0,0,0
119,Latvia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,63000,40000,40000,12000,14000,19000,31500,33600,28498,31600,27600,37500,35113,40900,42700,47748,50228,53508,58643,61875,65204,69696,72935,75820,78285,77441,74540,80718,84346,84646,82305
119,Latvia,3102,Nutrient nitrogen N (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,18000,16200,14400,12600,10800,9000,7200,5400,3600,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Lao Peoples Democratic Republic,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,106,100,100,100,100,100,100,100,52,87,4000,4000,150,518,959,1400,850,300,100,100,1100,1663,3122,1900,694,2093,2000,5000,2859,4526,3227,6221,6284.84,2713.62,4511.7,5361,4958.42,5515.1,5754.21,8258.77,8621.65,9651.4,29468.75,20932.85,27920.63,27981.23,25069,25068.86,33789.15,40695.56,36525.25,36481.3,40372.76
120,Lao Peoples Democratic Republic,3102,Nutrient nitrogen N (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Lebanon,3102,Nutrient nitrogen N (total),5157,Agricultural Use,t,19000,29000,33000,38600,19120,7000,17700,13700,14400,16000,14000,16900,21300,17000,17000,11900,10600,10000,11300,14000,11000,12400,14200,18000,10000,25000,22000,21942,23400,22000,24300,29695,19844.3,23604.21,24935.51,14606.75,9453.23,14443.58,9863.01,15530.37,17606.65,18390.08,18649.15,19966.2,19099.86,18924.27,20758.87,22908.91,16925.92,17681.73,17165.77,9379.35,7564.78
121,Lebanon,3102,Nutrient nitrogen N (total),5510,Production,t,14000,7400,2300,1933.3333333333335,1566.6666666666667,1200,1200,1200,1200,1150,1100,1050,1000,950,900,850,800,750,700,650,600,550,500,450,400,350,300,250,200,150,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
