# File: FAO_an_Exp_t_SUA.csv
# Title: FAO animal exports by country, item, year
# Units: tons
# Column types: ciciciiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
# ----------
countries,country.codes,item,item.codes,element,element.codes,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
United Republic of Tanzania,215,Aquatic Plants,2775,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1813,3868,5359,10294,12745,9797,7605,9361,7496,11848,12536,10450,,,,
United Republic of Tanzania,215,Bovine Meat,2731,Export Quantity (tonnes),91,13612,14699,14007,14619,14732,20286,16999,15211,14127,11452,9536,10649,3919,6384,1828,2614,1887,806,172,472,317,166,116,106,0,146,0,0,0,4300,0,0,0,0,0,0,81,123,231,25,29,1,8,4,46,24,3,128,26,,,,
United Republic of Tanzania,215,"Butter, Ghee",2740,Export Quantity (tonnes),91,379,204,365,361,321,35,132,44,85,478,110,22,0,17,0,12,6,2,0,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,56,0,92,72,0,1,4,2,0,,,,
United Republic of Tanzania,215,Cephalopods,2766,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,159,128,119,206,290,689,763,609,610,343,476,463,1157,780,742,2038,1732,2138,1265,,,,
United Republic of Tanzania,215,Cheese,2741,Export Quantity (tonnes),91,3,3,1,1,3,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,13,59,8,1,0,37,3,0,,,,
United Republic of Tanzania,215,Cream,2743,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,38,15,18,0,0,19,0,450,1900,31,,,,
United Republic of Tanzania,215,Crustaceans,2765,Export Quantity (tonnes),91,0,0,0,100,100,100,100,100,200,300,300,300,100,100,217,198,330,138,234,190,318,181,160,200,225,185,960,813,1132,1945,1833,1528,1598,1400,1575,1913,1500,2800,2100,2028,2067,2443,2892,2790,4004,1191,943,569,494,,,,
United Republic of Tanzania,215,Demersal Fish,2762,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,544,0,0,1,0,0,1,0,1,0,1,2,2,1,0,1,117,547,98,0,73,91,105,26,12357,43,,,,
United Republic of Tanzania,215,Eggs,2744,Export Quantity (tonnes),91,2,2,2,1,3,6,13,5,5,5,4,3,3,2,10,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,180,0,46,9,7,2,8,0,10,,,,
United Republic of Tanzania,215,"Fats, Animals, Raw",2737,Export Quantity (tonnes),91,806,409,689,732,274,161,246,357,1418,1150,444,115,115,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,602,452,17,3,4,223,0,,,,
United Republic of Tanzania,215,Fish Meal,2855,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,451,731,851,515,1207,664,1173,684,546,483,569,,,,
United Republic of Tanzania,215,"Fish, Body Oil",2781,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,66,0,0,0,0,0,0,0,0,0,0,0,,,,
United Republic of Tanzania,215,"Fish, Liver Oil",2782,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,,,,
United Republic of Tanzania,215,Freshwater Fish,2761,Export Quantity (tonnes),91,5986,6615,6012,5400,6010,6911,6007,7509,12931,25168,12527,6667,4253,2122,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6800,9390,13780,22570,26230,44450,27000,65153,63564,57381,75672,102508,90798,73633,101249,90152,63852,,,,
United Republic of Tanzania,215,Hides & Skins,2748,Export Quantity (tonnes),91,18881,16889,18015,13662,17487,14665,11894,15668,14980,11989,11672,13025,9650,10813,14776,11766,8980,3794,4363,3917,3719,2640,1526,2072,2208,3470,3057,4685,4514,6564,3375,4562,3875,5375,5125,3500,10055,8796,8806,9023,11083,14631,13871,11463,6433,7511,8844,3800,1136,,,,
United Republic of Tanzania,215,Honey,2745,Export Quantity (tonnes),91,560,306,625,392,916,619,257,308,425,224,398,769,419,140,158,307,300,63,155,64,40,50,75,50,50,40,20,15,25,20,2,90,50,60,20,10,311,80,52,117,2,279,914,704,273,326,127,613,486,,,,
United Republic of Tanzania,215,"Marine Fish, Other",2764,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,169,160,248,157,67,4,0,0,0,875,436,1300,0,335,138,194,241,2258,1517,152,869,934,445,1224,141,146,505,992,569,340,62,83,111,,,,
United Republic of Tanzania,215,Meat Meal,2749,Export Quantity (tonnes),91,0,0,0,0,0,0,0,8,0,0,25,52,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,205,102,94,86,26,19,1010,315,1580,0,25,80,,,,
United Republic of Tanzania,215,"Meat, Other",2735,Export Quantity (tonnes),91,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,2,11,32,73,37,34,11,99,95,88,82,,,,
United Republic of Tanzania,215,Milk - Excluding Butter,2848,Export Quantity (tonnes),91,504,90,67,334,124,194,99,234,39,31,24,8,0,16,18,24,4,5,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2201,136,2275,922,149,773,431,1730,142,1160,1130,382,,,,
United Republic of Tanzania,215,"Milk, Skimmed",2739,Export Quantity (tonnes),91,70,30,30,20,70,63,17,87,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1602,122,1633,518,18,72,24,1410,11,21,969,244,,,,
United Republic of Tanzania,215,"Milk, Whole",2738,Export Quantity (tonnes),91,400,29,26,303,20,87,52,123,29,0,14,8,0,16,18,24,4,5,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,8,536,235,0,101,324,134,130,735,67,125,,,,
United Republic of Tanzania,215,"Molluscs, Other",2767,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,445,959,387,190,351,320,,,,
United Republic of Tanzania,215,Mutton & Goat Meat,2732,Export Quantity (tonnes),91,2,2,2,3,1,2,5,2,4,1,2,1,3,3,31,5,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,72,72,24,52,0,0,6,3507,672,68,199,,,,
United Republic of Tanzania,215,"Offals, Edible",2736,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,2,2,1,1,105,67,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,18,63,0,56,14,0,0,1,18,40,,,,
United Republic of Tanzania,215,Pelagic Fish,2763,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4793,0,3820,7050,6690,14861,9570,6472,7953,13244,8809,8393,14234,37401,33883,,,,
United Republic of Tanzania,215,Pigmeat,2733,Export Quantity (tonnes),91,0,0,0,1,0,5,3,1,2,4,7,3,9,13,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,13,54,3,46,0,5,24,0,2,36,181,,,,
United Republic of Tanzania,215,Poultry Meat,2734,Export Quantity (tonnes),91,0,0,0,0,1,8,0,8,18,13,7,3,16,16,17,4,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,8,160,825,0,29,8,0,0,0,10,39,,,,
United Republic of Tanzania,215,Silk,2747,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,15,105,,,,
United Republic of Tanzania,215,Whey,2742,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,4000,0,,,,
United Republic of Tanzania,215,Wool (Clean Eq.),2746,Export Quantity (tonnes),91,0,0,1,1,5,3,14,29,39,1,1,104,51,0,33,31,25,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,,,,
United States of America,231,"Aquatic Animals, Others",2769,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,71,62,202,430,860,1943,3723,5606,6283,11991,10605,11985,12216,11516,9741,9395,6618,6962,5972,4674,4050,2955,3007,2387,2210,2189,2189,2189,2000,2000,17000,13000
United States of America,231,Aquatic Plants,2775,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969,1219,1183,1568,1413,2535,2586,2253,1884,1714,1647,1788,2094,2282,2761,2386,1014,1427,1427,1427,2000,2000,2000,2000
United States of America,231,Bovine Meat,2731,Export Quantity (tonnes),91,20078,18155,18845,38472,28000,21728,25254,21242,18417,22270,28244,32192,45592,40130,28211,41797,47198,73405,80166,96909,115961,140365,140763,172307,169957,246883,296498,330218,567135,501051,576763,640032,619563,779668,872426,889309,1010949,1040148,1143598,1327107,1149810,1222083,1250813,240625,347841,566954,699774,923854,900497,1104000,1341000,1182000,1245000
United States of America,231,"Butter, Ghee",2740,Export Quantity (tonnes),91,2597,5026,7609,70700,28031,5505,1907,12687,8263,1022,43006,19698,1621,1168,405,856,1315,402,431,396,54207,67343,32974,49952,44366,16429,14185,9083,32097,70325,32006,96464,120721,79088,38100,21319,15860,9024,3536,8906,3912,4706,13489,11651,12047,10778,42693,91293,29831,58000,64000,50000,94000
United States of America,231,Cephalopods,2766,Export Quantity (tonnes),91,1792,3938,4036,3540,6171,5682,6666,6312,7260,7070,4864,5184,4625,4144,3954,4794,3047,6396,5100,4991,11580,15167,15108,9188,7903,11247,14545,21193,31700,26860,25816,27548,27509,56549,59364,67837,80948,18129,55972,100445,111753,78966,30134,47456,67433,64300,59061,59061,59061,140000,152000,119000,99000
United States of America,231,Cheese,2741,Export Quantity (tonnes),91,4000,7661,15237,4122,3101,2834,3272,3258,3406,3298,3193,3099,3491,4212,4141,4222,5212,4972,5582,6171,6106,18159,18004,17422,16013,13986,20075,24959,10766,13048,13856,17467,18522,24761,31990,35845,40157,40592,43121,49865,51465,55620,53700,62371,58367,71089,101190,133489,109963,,,,
United States of America,231,Cream,2743,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5526,2386,2849,6121,12661,16783,6292,10525,8870,6244,6017,7714,12384,9458,13691,12181,11750,7583,8735,13027,14426,25000,27000,9000,10000
United States of America,231,Crustaceans,2765,Export Quantity (tonnes),91,7900,6542,11882,12926,12926,11438,15351,17144,28535,32291,37804,38806,52718,36092,34901,54714,70836,99713,117885,94373,68648,47175,43565,38397,39088,54770,73300,86350,108537,147135,193785,191156,167210,135340,103613,104669,98477,96640,110849,101554,98986,110260,111216,111217,98897,89541,96005,96005,96005,108000,139000,144000,140000
United States of America,231,Demersal Fish,2762,Export Quantity (tonnes),91,1900,6600,6500,4800,7251,9570,8745,6394,8541,13562,30046,29259,27144,32400,35944,71161,110181,103602,150599,231258,251768,365894,504394,741708,981079,1410222,1626820,1716580,1147242,1156645,741028,646994,582100,582427,582236,616631,627917,604814,642629,682924,958458,912120,918140,1172219,1103523,1087058,1091816,1091816,1091816,1010000,1414000,1210000,1282000
United States of America,231,Eggs,2744,Export Quantity (tonnes),91,21669,15494,22423,12568,14218,15365,16155,14978,12349,10660,10285,16259,16350,22790,24135,25527,45532,60417,48650,86930,141268,99394,24140,21281,26092,34821,43697,65670,49651,50029,80734,90858,106460,121904,126431,139410,125475,112525,93239,102029,97675,104907,94203,107876,129664,135321,161185,149770,167840,170000,180000,239000,269000
United States of America,231,"Fats, Animals, Raw",2737,Export Quantity (tonnes),91,1409585,1155875,1379257,1787008,1382204,1279419,1443075,1401737,1238874,1508340,1654032,1407436,1392524,1669658,1255860,1485232,1780038,1621721,1666626,1964962,1956423,1849374,1805881,1688627,1680360,1583434,1532347,1772427,1704804,1445479,1507562,1869687,1661327,1804014,2102320,1537388,1343749,1804396,1623842,1516343,1301408,1753100,1569850,1522002,1295881,1523389,1681013,1814118,1458311,1633000,1483000,1072000,943000
United States of America,231,Fish Meal,2855,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38006,37873,37524,36393,37405,44142,38101,34917,44256,44154,52733,57576,61729,53966,50976,43401,35373,27789,27789,27789,,,,
United States of America,231,"Fish, Body Oil",2781,Export Quantity (tonnes),91,56100,57000,121500,71200,49800,37000,35600,31400,90400,72900,107000,87800,112600,91700,87600,81299,43607,100703,90036,128824,108094,91781,183290,181175,126588,87186,112998,67712,90642,104910,113436,79924,83358,108765,117467,84274,95788,87796,104751,63281,111905,94297,63158,47585,51871,59255,54444,54444,54444,78000,66000,41000,68000
United States of America,231,"Fish, Liver Oil",2782,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2406,968,563,324,1362,643,676,1851,1410,732,1230,949,2231,3519,2513,4192,3611,1436,1436,1436,1000,2000,1000,1000
United States of America,231,Freshwater Fish,2761,Export Quantity (tonnes),91,6151,7576,9832,25946,24397,26324,26010,17158,31653,38112,41032,40835,52541,27812,49846,37950,54506,91795,114655,119965,164496,173181,174070,166715,198402,210256,180361,190812,216040,209797,191663,223453,248136,228882,239461,225472,167181,141501,196065,182239,198818,178948,201266,224396,261611,227679,272341,272341,272341,269000,293000,270000,367000
United States of America,231,Hides & Skins,2748,Export Quantity (tonnes),91,269631,248451,277775,392316,436947,463895,415396,438372,495670,497985,519722,584899,573132,626363,745615,834375,807682,858689,827914,689311,701516,803922,764978,906198,890139,969143,894796,906512,953902,886687,756943,740272,725981,793213,910738,941001,904618,752833,690411,877917,983165,856965,745308,700008,663703,691809,740028,736084,804496,,,,
United States of America,231,Honey,2745,Export Quantity (tonnes),91,3302,6214,11453,4096,6326,6579,5304,3676,4505,3698,3450,1881,7928,2349,1820,2644,2534,3777,4074,3932,4236,3947,3449,3439,3039,4232,5643,6329,4534,5681,4800,4821,4196,3888,10116,5254,4111,5024,5043,4746,3409,3546,5032,4068,3911,3176,3998,5726,4769,11000,6000,6000,6000
United States of America,231,Meat Meal,2749,Export Quantity (tonnes),91,0,0,0,0,81240,27999,14141,6989,17755,34209,37679,31082,61068,39340,30342,29785,52000,72974,55404,138938,141262,121734,162410,181851,123009,129706,76651,70093,85041,94238,98583,152623,160374,224284,270177,310205,291746,314069,383676,460824,474169,568753,513418,137934,193857,215452,289770,298257,270627,,,,
United States of America,231,"Meat, Other",2735,Export Quantity (tonnes),91,4766,4490,3960,3733,3250,5661,7194,7398,7454,6928,8013,11624,30003,41869,49471,61986,65108,62077,58706,62258,49649,36494,29649,28587,28067,36958,53923,64901,72271,66774,60516,57732,48372,36379,34804,47663,67244,55636,40273,43495,48169,26775,26232,23163,26559,23324,11126,5189,3757,6000,6000,6000,6000
United States of America,231,Milk - Excluding Butter,2848,Export Quantity (tonnes),91,4094033,5598100,6460615,7127561,4608044,2154567,2202612,2156895,1841588,2226182,1988174,1715629,343568,308262,846154,725596,874861,1442688,899514,1756675,1625670,1846072,2998750,3472062,4186042,4461000,3926154,3472767,2435396,381324,1078749,1877551,1848038,1264751,1772590,981135,1772913,1912891,2286938,2143168,2014004,1905830,2295774,3629071,4702633,4758417,4064437,6960109,4614341,7005000,8317000,8730000,10756000
United States of America,231,"Milk, Skimmed",2739,Export Quantity (tonnes),91,1002939,4346052,2676419,3038386,1157507,58497,127098,65109,285896,121454,0,1412390,0,204869,682927,275870,632030,1154741,11367,1421091,1072044,58645,111830,3022573,3413901,3888490,3367473,2500829,1354655,149984,543081,948396,908901,600373,1265446,461730,1096388,864691,1400497,1224137,93118,899041,1366322,99697,3172033,3167957,76869,4434253,2836066,,,,
United States of America,231,"Milk, Whole",2738,Export Quantity (tonnes),91,2827407,155185,3106978,3616556,3317571,2065935,2033021,2057679,1507480,2070782,1959177,190983,312121,50584,62110,382709,125757,89718,835880,56277,327325,1612554,2712118,20505,327005,177272,45806,92411,350690,46291,114622,232236,354275,318645,29363,34113,44940,422908,156530,248454,1477199,353369,277625,2993770,204991,166764,3136300,388154,246407,,,,
United States of America,231,"Molluscs, Other",2767,Export Quantity (tonnes),91,9333,9987,14001,17356,32667,28572,27167,21135,24968,24967,27462,23607,43433,32966,31967,0,0,0,0,0,0,0,0,0,4066,7229,7569,9127,30341,45794,51170,44475,44459,51718,45952,51293,54749,54081,56679,57019,60106,58702,65200,78488,89544,93681,87017,87017,87017,85000,105000,103000,98000
United States of America,231,Mutton & Goat Meat,2732,Export Quantity (tonnes),91,733,992,459,568,533,1100,905,1565,796,687,714,1068,866,1167,1338,1424,1778,1382,601,610,994,685,653,884,461,562,671,620,3760,4370,4640,4123,3748,3845,2764,2534,2961,2690,2525,2506,3567,3448,3358,7413,14277,8429,4491,6028,8247,9000,10000,6000,4000
United States of America,231,"Offals, Edible",2736,Export Quantity (tonnes),91,56021,56514,71610,104122,88549,96483,99785,102036,109456,108112,125571,125786,126999,128578,132298,175827,175621,189494,172674,203133,213281,233605,222396,222561,254893,253295,237280,321319,263263,254881,310453,325923,347660,381302,459604,473178,427707,448872,462911,559375,522826,417907,423640,306603,356819,346912,368661,602878,602795,670000,745000,658000,664000
United States of America,231,Pelagic Fish,2763,Export Quantity (tonnes),91,10166,11239,8642,11503,6180,8622,5925,6550,5529,19522,33554,34877,108732,160699,38575,128875,133436,180643,61630,293363,226707,127456,344897,124823,185298,177041,283481,485465,276192,299930,403590,504062,435281,355242,410476,456344,464818,427844,409319,461798,536997,550528,555624,674948,779852,636199,588396,588396,588396,435000,451000,687000,646000
United States of America,231,Pigmeat,2733,Export Quantity (tonnes),91,33391,30970,64721,63177,24716,26473,25945,42212,69615,31098,34328,51625,76896,46552,94803,141649,130061,106384,102500,89701,107068,74592,75749,56576,45041,31521,40962,72741,108463,101383,123342,168794,188017,231888,331290,415829,472020,517178,468857,591038,643788,666434,714407,853502,1031632,1142267,1189862,1712462,1581456,1962000,2391000,2453000,2289000
United States of America,231,Poultry Meat,2734,Export Quantity (tonnes),91,113132,122869,95646,106056,90801,80933,65776,69623,61897,63743,61381,68344,72579,78433,93135,178179,186046,195045,235163,340702,392531,278859,238633,225957,225790,282162,374440,397981,495860,596346,673912,829668,1073785,1522320,2043601,2403517,2584258,2526827,2512380,2889329,3134363,2652617,2755055,2622871,2845093,2923113,3379279,4051645,3867667,3692000,3888000,4066000,4086000
United States of America,231,Silk,2747,Export Quantity (tonnes),91,1411,1429,1796,1163,113,238,70,62,98,128,129,132,330,302,169,88,337,392,883,270,583,169,149,346,344,109,133,671,1863,2140,878,993,1064,786,181,178,339,384,305,465,384,236,230,269,361,271,288,711,491,,,,
United States of America,231,Whey,2742,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123296,296898,147962,141523,353618,263436,296501,204620,417071,422678,952303,631740,573099,1092269,1045603,921241,866568,1408248,1576760,1586221,1636925,1846785,2688313,2281669,2411707,2233263,2677692,3485188,4379624,5490692,4369683,4595034,,,,
United States of America,231,Wool (Clean Eq.),2746,Export Quantity (tonnes),91,140,50,80,53,280,1302,814,1055,928,608,3322,5350,1977,1938,3615,642,213,404,646,352,300,906,766,500,872,806,681,1603,805,1454,1841,1724,1359,1500,2955,2887,2625,1063,1952,3228,3664,4074,5437,5553,5894,8162,7811,4762,4842,,,,
Uruguay,234,"Aquatic Animals, Others",2769,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,129,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,234,Bovine Meat,2731,Export Quantity (tonnes),91,75240,90293,102518,159878,106467,73311,73139,119182,119861,139633,88121,113759,109656,118172,111204,189545,128189,113440,80288,115188,170523,168352,235929,145719,134481,193692,103169,138955,192955,208447,129700,138146,114156,158671,152893,220329,277532,258805,256500,287684,186197,276504,326895,407207,492815,530684,453863,450478,432992,413000,379000,424000,394000
Uruguay,234,"Butter, Ghee",2740,Export Quantity (tonnes),91,610,1000,1912,1399,623,499,466,210,922,1825,1800,100,872,136,800,1084,3262,782,2794,2538,4872,3867,12415,5514,8502,7793,8048,10322,7112,12837,4619,1275,3191,9614,5944,9583,16172,11673,14410,5226,11935,16705,12117,10778,12725,15808,14839,9755,17946,10000,16000,31000,24000
Uruguay,234,Cephalopods,2766,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,688,43,1690,2735,1190,2651,2938,3069,1907,259,1420,1783,3484,3478,890,992,2018,2811,1251,2618,4494,16218,13155,11120,8383,6294,11879,5832,3808,6420,12164,14943,14943,14943,2000,2000,1000,1000
Uruguay,234,Cheese,2741,Export Quantity (tonnes),91,0,0,0,23,8,213,43,110,261,1337,203,76,158,108,624,853,950,1042,2114,3032,4098,1686,2713,3999,2875,9021,6005,6690,8272,7852,8389,7215,9215,11284,11041,16238,11926,15204,18695,16692,17468,15235,17289,23787,31652,30233,29330,28425,34855,,,,
Uruguay,234,Cream,2743,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,5136,8494,10299,7215,5169,3728,822,1829,970,260,449,101,509,585,984,693,306,6,30,0,0,1000,0
Uruguay,234,Crustaceans,2765,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,114,27,15,6,0,43,293,0,0,10,68,126,387,193,771,780,1535,1902,1583,2800,3204,1980,2003,2893,2140,1996,1914,2107,2107,2107,2000,1000,0,1000
Uruguay,234,Demersal Fish,2762,Export Quantity (tonnes),91,0,200,400,800,600,1000,1000,1100,1700,3900,3300,1400,2300,3428,10850,14987,27828,48115,79968,102449,130625,106120,107663,104620,117122,130722,111318,97597,103622,73287,118707,114125,90680,99454,104582,104643,103484,106749,71703,79204,80044,81167,97438,106491,93517,85312,91975,91975,91975,101000,108000,83000,65000
Uruguay,234,Eggs,2744,Export Quantity (tonnes),91,132,0,123,0,2556,730,624,0,0,164,260,0,0,0,0,95,168,21,127,314,201,171,931,570,457,1122,802,850,3371,2866,2636,2199,317,190,355,731,601,245,205,138,151,9,0,0,19,122,6,138,153,0,0,0,0
Uruguay,234,"Fats, Animals, Raw",2737,Export Quantity (tonnes),91,87,2022,4415,10355,1191,2777,2294,854,8318,11455,5478,91,2294,277,556,2421,4570,5260,7721,12351,8240,7371,23021,10509,5996,29771,8994,21161,9921,22543,22295,28497,16212,24136,24100,30226,44249,35169,41495,61877,30673,48530,51942,57687,72805,89016,72421,72758,85116,83000,93000,94000,71000
Uruguay,234,Fish Meal,2855,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,793,1809,6543,9123,3339,6427,5350,7516,4904,4684,3253,3783,3242,4784,3337,1798,1224,1344,811,1367,2028,1741,3304,645,747,1399,1172,2398,1653,3182,3182,3182,,,,
Uruguay,234,"Fish, Body Oil",2781,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,70,92,1041,79,40,107,289,146,301,229,206,209,109,38,69,54,71,113,6,0,10,21,12,0,0,181,0,0,0,0,0,0,0
Uruguay,234,"Fish, Liver Oil",2782,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,234,Freshwater Fish,2761,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,267,86,104,108,303,435,173,19,115,6,172,464,519,896,157,22,52,77,42,22,0,113,15,609,333,2225,2055,1,1,275,2333,2134,27,2293,2293,2293,1000,2000,2000,2000
Uruguay,234,Hides & Skins,2748,Export Quantity (tonnes),91,37354,39975,42283,39115,30314,21740,19996,21713,32587,34852,21537,17029,5638,1647,2889,4132,969,1249,797,1120,3767,11741,11691,5442,7082,6624,6236,11007,13286,8604,5506,6688,9539,9678,4879,6413,4142,3399,1549,2513,4297,7587,5553,7934,7298,14601,10980,13039,13839,,,,
Uruguay,234,Honey,2745,Export Quantity (tonnes),91,0,0,126,99,25,10,7,63,178,266,432,494,706,882,915,1398,1043,1259,769,1615,2775,2544,1636,1730,1772,3296,3357,5901,3769,3651,5671,5500,6292,4833,7147,6466,7714,5181,10647,2899,9646,9471,9177,13357,8876,12083,14215,8978,6129,8000,15000,11000,12000
Uruguay,234,"Marine Fish, Other",2764,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,1232,2568,2260,1274,1758,458,1028,1091,1184,3573,3343,0,0,502,2073,1997,1951,1200,3112,850,850,850,1000,2000,3000,1000
Uruguay,234,Meat Meal,2749,Export Quantity (tonnes),91,2180,1450,2870,5120,4590,861,324,1483,3754,3500,2000,2000,3000,4000,6608,10861,4515,5004,1766,3650,5242,17481,27551,16307,14559,13582,8472,14273,20332,21492,10827,12246,13942,14259,15839,22317,28973,23069,27719,30881,9555,21497,31602,40750,60587,56391,55608,50888,61318,,,,
Uruguay,234,"Meat, Other",2735,Export Quantity (tonnes),91,0,0,0,0,0,0,0,48,645,1011,1194,917,1215,942,1286,1375,861,983,969,1266,1949,1778,1981,2313,2457,1768,1538,1797,2970,4496,5133,5604,5867,5039,4290,4949,5649,5052,4672,6232,7921,5882,5626,6193,5434,5605,6011,6433,6489,6000,7000,7000,5000
Uruguay,234,Milk - Excluding Butter,2848,Export Quantity (tonnes),91,44103,45635,50185,54333,25200,32392,17617,67575,80892,63101,44067,12010,41340,14344,14806,57527,53337,29205,60649,96452,94845,149630,154534,154913,235505,225415,173647,160631,194921,212416,266489,170263,246574,342781,308966,402834,362102,555672,635778,509380,428839,557220,529901,581798,744226,807784,653580,669417,975704,894000,1006000,1251000,1276000
