# File: GCAMFAOSTAT_ForExpPrice.csv
# Title: FAO forests export qunatity and export value by country_year
# Units: Export Quantity in m3; Export Value in 1000 US$
# Description:  Data is generated by gcamfaostat for deriving export prices
# Data source: FAOSTAT (main domain:FO FAO.udpate:2023-12-21T00:00:00)
# Date of CSV last update: 2024-10-15
# Column types: iciccicnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element,element_code,unit,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1,Armenia,1634,Veneer sheets,Export Quantity,5916,m3,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,37,37,66,160.81384265770134,112,239.14903527210816,100,100,33,55,66,14.89727100603232,1,10.870807623009766,11.957939419828813,14.116851524532647,16.103268549064605,17.064944933540808,16.62652085512259,16.145647816963862,15.409067696811862,16.23704297927012,16.91170869620893,18.537748918434055,14.709515250520445
1,Armenia,1634,Veneer sheets,Export Value,5922,1000 USD,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,27,27,39,91,173,158,76,40,25,33,19,15,11,11,11,11,11,11,11,11,11,11,11,11,11
1,Armenia,1865,Industrial roundwood,Export Quantity,5916,m3,,,,,,,,,,,,,,,,,,,,0,0,0,16,16,13,221.15281032177714,220.63705725335666,546.2071417955187,1000,1000,4000,700,1500,1500,2622,2000.2551565050483,700,15,98,73.84529663808148,69.04473087196546,64.25180450155284,80.84534964384005,83.2946693689901,73.8217186062889,72.89715844330215,84.68914391709373,94.88104320639272,74.94330406470223,70.51666565072506
1,Armenia,1865,Industrial roundwood,Export Value,5922,1000 USD,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,2,16,16,39,62,91,291,69,222,298,378,234,90,15,9,9,9,9,9,9,9,9,9,9,9,9
1,Armenia,1872,Sawnwood,Export Quantity,5916,m3,,,,,,,,,,,,,,,,,,,,0,0,31,33.22882465401386,54.192469405667644,168,111,111,2880,2000,16000,19000,8000,4400,1698,88,328.22852375326244,262,6025,1000,454,149,413,3161,5053,5764,2193,852,522,494,831
1,Armenia,1872,Sawnwood,Export Value,5922,1000 USD,,,,,,,,,,,,,,,,,,,,0,0,3,8.333333333333332,13.666666666666666,19,83,83,354,442,671,818,968,588,218,115,86.5,58,380,279,249,257,384,714,890,1177.89,637,285,220,261,389
1,Armenia,1873,Wood-based panels,Export Quantity,5916,m3,,,,,,,,,,,,,,,,,,,,0,0,0,22,22,22,22,22,22,8.143611809718397,7.051726045179154,5.160051652377235,3.921998906249097,40,4,19.1192456591948,35.562317254825075,48,103,8,14,4,13,20,66,375,13,23,11,61,85
1,Armenia,1873,Wood-based panels,Export Value,5922,1000 USD,,,,,,,,,,,,,,,,,,,,0,0,0,10,10,10,6.208968963439789,6.385283416369284,5.90387156294913,2,1.75,1.5,1.25,1,1.3469413486318937,7.333333333333333,14.666666666666666,22,39,4,10,1,3,3,39,380.12,77,15,8,102,98
1,Armenia,1875,Wood pulp,Export Quantity,5910,t,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,5.256367323299866,10.013733244904934,14.126193323304314,18.78580424102862,24.415394286249914,25,24.795226311691298,16.98562916635995,15.479071437565837,12.946378764905495,5.942016490981633,1.4645626564678522
1,Armenia,1875,Wood pulp,Export Value,5922,1000 USD,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,3.6666666666666665,6.333333333333333,9,11.666666666666666,14.333333333333334,17,14.333333333333334,11.666666666666668,9,6.333333333333334,3.666666666666666,1
1,Armenia,1876,Paper and paperboard,Export Quantity,5910,t,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,21,24,24,240,1133.5797854776965,111.13327617764301,35.89039401009601,26,10,17,40,172,16,25,51,1,2497,55,101,22,12,17,21,131,257,485
1,Armenia,1876,Paper and paperboard,Export Value,5922,1000 USD,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,20,20,248,781,74,26,18,18,57,75,476,134,109,64,2,3506,67,681,27,17.04,23,70,220,305,1630
2,Afghanistan,1634,Veneer sheets,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,59,10,10,17.50619883645717,16.649616379703733,16,16,115,115,115,15,3,3,3,3,3,0,0,0,0,0,0,0,0
2,Afghanistan,1634,Veneer sheets,Export Value,5922,1000 USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,58,9,9,10,11,12,12,190,190,190,54,8,3.035653020862069,2.759672786540377,1,2.0492734067902556,0,0,0,0,0,0,0,0
2,Afghanistan,1865,Industrial roundwood,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9854,2000,2000,2000,2000,2025,2026,2038,2038,10000,34074,99987,99987,10204,8718,2475,540,296,11496,11496,11261,2000,2595,7189,559,87,373,264,853,216
2,Afghanistan,1865,Industrial roundwood,Export Value,5922,1000 USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,71,71,71,71,75,79,74,74,1600,4512,8123,8123,1725,6826,2817,2832,2665,3628,3628,3438,434,642,1468,113,17,67,126,249,15
2,Afghanistan,1872,Sawnwood,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,18,345,345,33,33,33,10,469,452,452,178,2111,1073,317,47,98.59055700444824,47,292,699.5545548983267,982,43,65,452,66,74.13466828647714,50.145073142457576,51.21166594228224
2,Afghanistan,1872,Sawnwood,Export Value,5922,1000 USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,8,58,58,8,8,8,2,158,148,148,75,1740,1393,475,48,26.5,5,163,201,239,21,52,172,18,18,18,18
2,Afghanistan,1873,Wood-based panels,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,54,54,54,54,54,54,145.06407864368546,440,440,440,106,106,442,745,264,31,35,35,52,54,54,5,56,10,3,8,3
2,Afghanistan,1873,Wood-based panels,Export Value,5922,1000 USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,20,20,20,20,20,20,36,52,52,52,15,15,443,765,366,100,113,97,33,37,36,4,28,6,1,20,1
2,Afghanistan,1875,Wood pulp,Export Quantity,5910,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,19,35,35,35,35,35,35,35,35,35,35,35,38,38,38,38,16
2,Afghanistan,1875,Wood pulp,Export Value,5922,1000 USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,7
2,Afghanistan,1876,Paper and paperboard,Export Quantity,5910,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18,18,18,72,403,112,112,22,161,198,198,74,83,322,1202,1305,1677,751,834,767,773,877,807,2502,1119,671,671,1297
2,Afghanistan,1876,Paper and paperboard,Export Value,5922,1000 USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,23,23,66,206,144,144,8,100,128,128,59,74,314,2079,4072,4260,2771,2872,2805,2811,2892,2849,3598,3453,976,976,1459
3,Albania,1634,Veneer sheets,Export Quantity,5916,m3,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2053.6,1707.1999999999998,1360.8,1014.3999999999999,153,115,200,200,200,149,40,10,10,10,400,68.1120670078789,63.78534016110959,53.287858547354844,49.00010880906578,43.56537571178428,41.840902588330486,44.69181301809696,41.59219281315352,44.47148573049449,54.35427009013097,64.16750692969386,73.19667522302093,77.56793151609457,75.57509479601177,73.38930825892663,70.04121680369029,73.80474081486419,76.87140316458604,84.26249508379115,66.86143295691112
3,Albania,1634,Veneer sheets,Export Value,5922,1000 USD,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,513.4,426.79999999999995,340.2,253.59999999999997,167,68,120,120,120,66,120,5.482950399103764,5.574151273318546,6,45,45,45,45,45,45,45,45,45,45,50,50,50,50,50,50,50,50,50,50,50
3,Albania,1865,Industrial roundwood,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,604,2402,1000,1000,1000,1960,17,379,379,25000,29300,467,467,467,467,467,467,467,467,8466,3000,3000,3000,3000,3000,2091.6153605115187,2065.4194892268943,2399.5257443176556,2688.296224181127,2123.393615166563,1997.97219343721
3,Albania,1865,Industrial roundwood,Export Value,5922,1000 USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,63,162,138,138,138,219,129,5,577,3263,602,140,140,140,140,140,140,140,140,616,255,255,255,255,255,255,255,255,255,255,255
3,Albania,1872,Sawnwood,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,2110,3720,4098,4098,414,8651,8900,8900,607,13499,9000,9050,9050,242700,7671,21409,21409,21409,21409,21409,21409,21409,21409,5862,6546,6550,1050,850,850,7458.348817168221,6933.131226937271,7483.840414637228,1248,4621.704241296507,4720.0085443470125
3,Albania,1872,Sawnwood,Export Value,5922,1000 USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,309,524,762,762,139,6351,5799,5799,265,3535,2694,5535,3156,24784,1089,4304,4304,4304,4304,4304,4304,4304,4304,1227,1952,1952,1952,1952,1952,1878.75,1805.5,1732.25,1659,1659,1659
3,Albania,1873,Wood-based panels,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,60,60,60,2957,401,308,1409,11880,150,444.5288942010907,412.4199738749051,420.8706062591412,403.54805063164196,360.07912658150207,340.26671737003085,378.0517622568155,364.16236704755596,346.38254845302566,1200,1200,1200,1200,1200,371.9334668210905,74,126,1390,994,437
3,Albania,1873,Wood-based panels,Export Value,5922,1000 USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,45,45,45,760,399,174,610,778,127,129.22222222222223,131.44444444444446,133.66666666666666,135.88888888888889,138.11111111111111,140.33333333333334,142.55555555555554,144.77777777777777,147,245,245,245,245,245,133.5,22,325,1356,854,535
3,Albania,1875,Wood pulp,Export Quantity,5910,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,29,16,16,16,16,16,16,16,16,16,16,16,15,25,25,25,25,25,32.86809069224195,27.662310356643346,32.67803970152788,38.83913629471648,30.7904490896321,27.826690472889194
3,Albania,1875,Wood pulp,Export Value,5922,1000 USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,2,2,2,2,2,2,2,2,2,2,2,9,19,19,19,19,19,19,19,19,19,19,19
3,Albania,1876,Paper and paperboard,Export Quantity,5910,t,800,800,800,800,800,800,800,800,1000,200,200,200,200,312.7272727272727,425.45454545454544,538.1818181818181,650.9090909090909,763.6363636363636,876.3636363636363,802,20,189,189,70,74,13,28,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,2800,2852,2854,2854,2854,2854,1592.564538305044,754,484,2456,326,52
3,Albania,1876,Paper and paperboard,Export Value,5922,1000 USD,190,200,241,130,150,170,200,230,500,110,110,110,110,172,234,296,358,420,482,544,12,67,67,35,73,21,41,810,810,810,810,810,810,810,810,810,810,810,2174,2037,2037,2037,2037,2037,1325,613,295,2861,265,69
4,Algeria,1634,Veneer sheets,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,2365.5215929861565,1988.2843424264945,1733.7254435176333,1659.6357161039343,1451.5267708200756,1486.6524240648932,1375.0200380982853,1125.432918076967,884.917930888395,655.0236064641055,374.7425020007562,154,154,154,154,154,154,154,154,154,154,154,0.9308151781931351,1.8138022751042826,2.6420150973213588,3.361978406577134,14,4.6122841898751625,5.05574970502747,4.0116859774146665
4,Algeria,1634,Veneer sheets,Export Value,5922,1000 USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640,1513.4166666666667,1386.8333333333333,1260.25,1133.6666666666667,1007.0833333333333,880.5,753.9166666666666,627.3333333333334,500.75,374.1666666666665,247.58333333333348,121,121,121,121,121,121,166.61780808556912,155.83018840425288,141.66320304240602,119.99842861959134,105.19603488189978,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3,3,3,3
4,Algeria,1865,Industrial roundwood,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196,614.1621621621622,100,100,39.25315084559342,41.02582708984759,40.7339914976401,45.784492816023295,55.288202580444285,55.159264313339165,56.0212453123609,59.42855483108448,61.77464038668389,75,517,517,517,241,944,384,317,317,290,290,290,170.67351591477345,47,21,78.97192164691066,79.9841914772552,76.43195147181635,49.96220270980149,47.011110433816704
4,Algeria,1865,Industrial roundwood,Export Value,5922,1000 USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,76,4,4,4,4,4,4,4,4,4,4,4,4,43,43,43,41,85,48,44,44,26,26,26,19,12,11,9.75,8.5,7.25,6,6
4,Algeria,1872,Sawnwood,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,186.13297150610586,256.2252940165359,250.84741811539197,244.04635335456985,238.55683616074572,265.4622013951254,255.82688805601583,266.74526819838223,277.5196401830133,277.7541371544226,448,561,561,140,140,163,67,56,210,292,225,1069,133,33,328.17396436597363,623.3610094190807,463,1,5,8.53527765704704
4,Algeria,1872,Sawnwood,Export Value,5922,1000 USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,65.63636363636364,64.27272727272727,62.90909090909091,61.54545454545455,60.18181818181818,58.81818181818182,57.45454545454545,56.09090909090909,54.72727272727273,53.36363636363636,52,132,132,40,40,39,7,5,189,45,39,301,50,3,82.66666666666666,162.33333333333331,242,1,3,3
4,Algeria,1873,Wood-based panels,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,400,601.0017628668282,543.1219003765704,535.6987798738404,534.5268474687547,550.3866025833893,488.5609293398955,477.9688441015262,467.17186415084535,407.79124329836026,301.5763521278251,232.60068179994653,190.80866887259816,139.77347035777885,87.42709605977258,23,34,618,618,356,356,356,74,74,241.45493476525223,366.97879075947986,264,277.26715588525514,8.772176837913554,1121
4,Algeria,1873,Wood-based panels,Export Value,5922,1000 USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,223,209.46666666666667,195.93333333333334,182.4,168.86666666666667,155.33333333333334,141.8,128.26666666666665,114.73333333333333,101.2,87.66666666666669,74.13333333333335,60.599999999999994,47.06666666666666,33.53333333333333,20,760,358,125,154,31,31,31,32,86.66666666666666,141.33333333333331,196,100,4,519
4,Algeria,1875,Wood pulp,Export Quantity,5910,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,444,551.8539938203793,358.4220185811722,475.6004818643739,483.8250098503126,483.85858902800913,455.7021023528352,335.0023536256115,406.6677858245863,407.73151150361963,343.21397126975376,291.14926139897017,259.0428649849401,217.8229275339872,169.77582978857797,136.10499775364732,152.67696533937846,94.68000078832364,74.95443274004228,63.545795930073396,44.09764053306639,24,24,24,24,24,24,24,24,24
4,Algeria,1875,Wood pulp,Export Value,5922,1000 USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,270,257.9047619047619,245.8095238095238,233.71428571428572,221.61904761904762,209.52380952380952,197.42857142857144,185.33333333333334,173.23809523809524,161.14285714285717,149.04761904761904,136.95238095238093,124.85714285714286,112.76190476190476,100.66666666666669,88.57142857142856,76.47619047619048,64.38095238095238,52.285714285714306,40.190476190476176,28.095238095238102,16,16,16,16,16,16,16,16,16
4,Algeria,1876,Paper and paperboard,Export Quantity,5910,t,4300,4300,4300,4300,4300,4047.878384376387,3795.7567687527744,3543.635153129161,3291.5135375055484,3039.3919218819356,2787.2703062583223,2535.148690634709,2283.0270750110963,2030.9054593874832,903.5836783318158,1526.6622281402576,1274.5406125166446,1022.4189968930311,770.2973812694183,107,335.8456370727629,200,221,21,573.7890386899757,1131.6536981525435,1778.9688309485457,2318.539684202883,2988.113826325057,3706.230397623133,2889,2400,2400,211,2534,4184,12292,26849,26878,7821,7740,5955,5984,2812,5502,2381,3266,7046,7046,20852
4,Algeria,1876,Paper and paperboard,Export Value,5922,1000 USD,1502,1502,1502,1502,1502,1413.9333333333334,1325.8666666666668,1237.8,1149.7333333333333,1061.6666666666667,973.6,885.5333333333333,797.4666666666667,709.4,621.3333333333334,533.2666666666668,445.20000000000005,357.1333333333332,269.0666666666666,181,225,269,282,13,422.1428571428571,831.2857142857142,1240.4285714285713,1649.5714285714284,2058.714285714286,2467.8571428571427,2877,1858,1858,293,2707,3705,10573,28240,28658,6346,6144,5245,5453,2343,5505,3064,3517,7484,7484,29209
