# File: GCAMFAOSTAT_CapitalStock.csv
# Title: FAO macroeconomic metrics of capital shocks by country_year
# Units: 2015 USD
# Description:  Data is preprocessed and generated by gcamfaostat
# Data source: FAOSTAT (main domain:CS FAO.udpate:2025-07-10T00:00:00)
# Date of CSV last update: 2025-08-26
# Column types: iicicccnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,item_code,item,element_code,element,unit,area,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
130,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Malawi,29.594031,29.376573,29.5787,29.83312,29.967802,30.21322,30.43593,30.689801,31.106018,31.668519,32.409686,33.540783,35.177826,36.959015,38.480203,39.756084,41.219466,42.915454,44.670548,46.889939,49.776937,52.856837,56.2574,59.93871,63.922598,71.681859,82.855694,94.552538,96.81
130,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Malawi,475.221957,474.620579,481.757376,482.846848,486.11208,490.782041,493.313028,498.990531,506.770719,517.178064,530.735108,553.750201,583.666171,611.341983,632.851262,652.595465,680.167284,707.4324,736.915325,779.192713,830.26159,878.776142,940.21311,997.805167,1069.025513,1248.687944,1430.312831,1626.885896,1840.815896
131,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Malaysia,1460.456138,1442.93537,1510.914585,1194.531064,998.545606,943.147118,871.39554,1016.978467,1100.578641,1171.850059,1076.828666,1196.217918,1540.219463,1636.682481,1437.041905,1808.127346,2117.768242,2275.77356,2338.720632,2505.359111,2643.451274,2713.454536,2754.701995,2732.478085,2753.109155,2515.401182,2695.454481,2826.684813,2995.6
131,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Malaysia,686.287989,732.212455,776.895206,811.444863,828.550471,837.088225,841.299211,847.472479,860.150843,876.714653,891.572136,906.269205,933.986174,973.254062,1007.07055,1044.001395,1099.138179,1164.996142,1233.531199,1304.84172,1381.015528,1458.861771,1535.37476,1607.867677,1675.963234,1733.46075,1785.778775,1844.296227,1974.39
131,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Malaysia,11482.073224,12192.796139,12926.815518,13309.901718,13479.896854,13585.955747,13616.052075,13785.558064,14025.985862,14321.121267,14506.377798,14796.32651,15402.559799,16065.988217,16495.959572,17260.085523,18278.715586,19389.493005,20494.682437,21695.199828,22957.635575,24212.22834,25431.555574,26556.165982,27633.311904,28415.252336,29324.928042,30307.316628,31328.526628
132,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Maldives,1.464602,1.638346,1.765592,1.993819,2.024774,2.06515,2.366535,2.358952,2.007332,2.93633,5.590605,5.408619,7.231348,10.620389,5.382423,6.431169,8.240753,8.112616,9.556763,11.925733,14.79829,15.581489,15.694204,19.597241,17.447145,17.873344,15.503966,16.813966,9.67
132,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Maldives,0.966354,0.99561,1.030928,1.073367,1.120163,1.166403,1.218875,1.276069,1.321422,1.378943,1.523169,1.721991,1.951891,2.30059,2.58563,2.751689,2.980902,3.240691,3.520391,3.881434,4.355463,4.897184,5.434218,6.044793,6.668663,7.218242,7.691763,8.115123,5.31
132,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Maldives,19.093027,19.735763,20.470428,21.39088,22.29549,23.194237,24.341897,25.42478,26.11069,27.668077,31.735514,35.422142,40.701599,49.021398,51.818191,55.497671,60.757522,65.629446,71.665818,79.710117,90.152944,100.837249,111.097235,124.649683,135.428165,146.083267,153.89547,162.594314,166.954314
133,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Mali,21.611603,29.403916,33.104469,43.594615,44.842405,42.154379,53.930969,58.464781,56.250269,58.498495,70.975189,78.232485,89.014716,107.549257,129.710445,146.164962,208.854035,202.816469,221.583822,245.987157,278.904232,310.679879,313.716296,340.128497,374.059048,386.543941,394.155858,440.131895,519.33
133,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Mali,12.976698,13.728562,14.7801,16.194266,17.875721,19.413081,21.130857,23.234878,25.282237,27.207765,29.45951,32.16817,35.255495,39.037085,43.812651,49.460154,57.143115,66.064643,74.832773,84.369936,95.054482,107.038736,119.348297,131.802743,145.320205,159.419082,173.274931,187.907068,227.57
133,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Mali,214.107403,229.782758,248.107127,275.507476,302.47416,325.215459,358.015571,393.245475,424.213507,455.504237,497.019917,543.084231,596.843452,665.355625,751.253419,847.958227,999.669147,1136.420973,1283.172022,1444.789243,1628.638993,1832.280136,2026.648135,2234.973889,2463.712732,2690.837591,2911.718518,3163.943345,3455.703345
134,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Malta,,,,,,10.167124,11.701803,12.016014,8.638861,18.798425,20.991679,25.412672,23.183733,18.302883,21.290992,35.878246,20.449929,23.237097,16.556513,13.891919,21.900528,10.009062,18.056149,18.904495,16.181051,15.028737,16.587713,18.059839,18.56
134,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Malta,,,,,,5.106315,4.865397,5.107097,5.465979,5.39489,6.079086,6.97909,8.067149,9.082708,10.191758,11.18809,13.39347,13.469326,13.519501,13.287905,12.789758,12.466505,11.981162,12.218874,12.543827,12.816589,12.733055,13.578559,13.63
134,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Malta,,,,,,60.856994,61.775925,65.448794,63.887922,72.534174,84.007534,102.055668,114.299654,122.743391,131.10563,156.656187,165.380895,167.308502,165.585467,164.848309,170.7001,167.595735,171.755602,174.698804,176.029514,180.148468,178.818798,320.499546,325.429546
136,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Mauritania,60.556113,68.306421,58.879823,57.961502,55.266383,51.281711,51.472677,52.74001,59.256946,59.437555,64.645649,74.761717,79.583004,76.968713,79.433651,78.589647,80.763668,88.90008,95.802394,99.547641,111.213643,129.005996,147.61657400000001,169.793849,171.933784,161.264927,160.302825,173.810292,193.18
136,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Mauritania,54.032134,54.656082,55.192304,55.386006,55.459682,55.328544,55.091463,54.912356,54.977523,55.239707,55.64782,56.491172,57.732044,58.964672,60.118863,61.25243,62.357884,63.706323,65.425018,67.360018,69.641255,72.669369,76.607884,81.533724,86.893529,91.675879,95.822359,100.096411,114.02
136,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Mauritania,876.781485,890.431824,894.119343,896.694839,896.501541,892.454707,888.835924,886.663577,890.943001,895.14085,904.138679,922.409223,944.260184,962.264225,981.579012,998.916229,1017.322012,1042.51577,1072.893146,1105.080769,1146.653156,1202.989783,1273.998473,1362.258597,1447.298852,1516.8879,1581.368366,1655.082247,1734.242247
137,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Mauritius,41.86965,38.456711,39.452242,44.566206,46.613923,36.27396,33.517333,41.393263,47.223076,61.483717,94.311172,109.975276,90.276988,88.354068,58.402292,54.976139,61.778935,63.452432,148.391084,82.747546,55.35889,51.17989,47.083456,47.370228,52.04737,37.410079,45.874709,38.843895,38.98
137,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Mauritius,30.917243,31.471999,31.920948,32.526244,33.310074,33.798106,33.863958,34.079439,34.693162,35.872776,38.394257,42.219195,45.693611,48.310926,49.814961,50.227416,50.716424,51.430379,54.699862,58.352029,58.9941,58.650618,58.079481,57.428323,56.965151,56.230966,55.355651,54.57587,58.71
137,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Mauritius,505.304965,512.289676,519.82097,531.860931,545.164781,547.640635,547.29401,554.607835,567.137749,592.74869,648.665604,716.421686,761.005064,801.048206,809.635537,814.384259,825.44677,837.468823,931.160045,955.555562,951.920352,944.449624,933.453598,923.395504,918.477722,899.656835,890.175893,874.443918,854.713918
138,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Mexico,3481.753844,6029.24624,7362.561173,8180.819579,8187.475109,7971.088133,7086.601517,5861.173894,5808.171018,4030.120204,4474.666013,4096.667328,4975.35839,6802.647187,2589.27083,2762.063051,3501.126253,3345.0119,3444.328569,4103.257093,3775.933309,3189.190199,2992.124393,2914.002011,2969.277421,2947.123706,3370.754695,4212.829556,5582.31
138,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Mexico,3481.876272,3312.606707,3163.364384,3028.056854,2898.504047,2777.551294,2664.068412,2559.200204,2456.715078,2352.603366,2257.191545,2171.877917,2093.642022,2025.041769,1958.875357,1891.699801,1828.957894,1771.082515,1724.690193,1689.498384,1660.049013,1635.605967,1614.794834,1598.619901,1587.237879,1578.264096,1577.499237,1579.244619,1793.46
138,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Mexico,54857.52149,52250.095371,50032.019725,47875.151896,45843.145636,43964.346194,42173.865807,40573.607444,38860.180086,37207.328764,35775.197856,34448.854803,33245.57059,32230.779932,31106.189944,30058.770295,29077.534949,28187.466383,27577.516519,27049.597908,26625.320188,26259.272743,25952.426875,25736.28327,25584.408164,25446.130944,25559.67771,25502.564975,29291.414975
141,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Mongolia,43.595454,78.853686,81.52657,60.373088,47.609401,86.705254,101.270503,95.603032,87.038065,97.304319,95.546244,104.230354,112.178569,126.396846,98.803928,119.298169,136.173224,163.324699,232.041428,214.272698,220.221784,281.298336,221.607886,151.559426,191.865262,205.411999,219.685246,217.495982,249.41
141,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Mongolia,17.093437,19.741305,23.368234,26.22313,27.889217,30.245303,34.069858,37.931872,41.135193,44.197353,47.331029,50.484465,53.947665,57.868067,61.152006,64.025949,67.848534,72.762559,80.25779,88.831746,96.536676,105.790079,114.529861,118.853089,122.024644,126.621483,131.777111,136.985922,158.56
141,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Mongolia,289.594904,348.707286,406.865621,441.015579,460.735762,517.195714,584.396358,642.067517,687.97039,741.077356,789.292571,843.03846,901.269365,969.798143,1007.450066,1062.722285,1131.046975,1221.609115,1373.392753,1498.833705,1622.518813,1798.027071,1905.105096,1937.811433,2007.652051,2086.442568,2174.350702,2254.860762,2345.710762
143,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Morocco,907.145877,1287.080067,1073.31131,1266.890359,1137.115198,991.872307,1156.661367,1226.102658,1390.177189,1375.592695,1300.074967,1598.03824,1374.4285,1616.802978,1910.939894,1948.654313,2145.089045,2045.559778,2379.685986,2159.006548,2620.689819,2412.84135,2661.610898,2839.838226,2899.615097,2591.834161,3128.162178,2705.743517,2616.26
143,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Morocco,698.691719,722.596994,750.052916,775.255791,800.86061,816.678599,832.133893,853.68878,880.955849,911.071594,936.677329,967.420085,998.548882,1028.372894,1072.502806,1123.940464,1179.316337,1234.276821,1292.977585,1351.559706,1413.857015,1480.031529,1543.463205,1615.898886,1691.128553,1754.404317,1820.739948,1886.512722,1984.46
143,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Morocco,11399.743208,11964.226279,12287.484674,12779.119241,13115.373828,13290.567536,13615.095011,13987.508887,14496.730227,14961.251328,15324.648967,15955.267121,16331.146739,16919.576824,17758.013912,18582.727761,19548.500468,20359.783425,21446.491826,22253.938669,23460.771473,24393.581294,25511.728988,26735.668327,27944.154873,28781.584716,30089.006947,30908.237741,31540.037741
144,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Mozambique,26.965755,38.79142,43.582684,42.794948,37.617005,31.066684,32.836223,42.069805,51.559346,58.187934,70.640995,86.628844,100.059235,148.352605,186.421949,174.306323,174.315831,180.131813,180.448664,196.813194,217.679142,209.213316,216.764449,236.353417,222.380724,234.784595,220.613667,211.789332,275.68
144,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Mozambique,28.671583,28.924003,29.659786,30.471528,31.055595,31.25277,31.294691,31.66419,32.573214,33.911239,35.741433,38.315042,41.616782,46.57213,53.821039,61.413625,68.187472,74.729653,81.063288,87.517346,94.701076,101.825785,85.842871,111.161796,126.840832,134.365443,118.578813,87.304558,92.97
144,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Mozambique,462.671015,472.538432,486.46133,498.784749,505.346159,505.160073,506.701605,517.10722,536.093351,560.370046,595.269608,643.583411,702.025864,803.806338,936.407249,1049.299947,1155.428306,1260.830467,1360.215843,1469.511691,1592.489757,1699.877288,1453.253878,1859.711519,2098.363396,2222.450904,1968.041566,1473.666079,1656.376079
145,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Micronesia (Federated States of),6.820498,6.284786,5.533393,6.401747,6.134342,6.757413,6.683261,6.805482,7.001533,6.28685,6.66809,6.642651,7.220017,7.28465,7.133642,7.365162,8.261021,8.519542,7.495108,6.767874,7.67666,8.081994,8.595993,7.020354,7.375284,6.785398,6.448588,6.429091,6.46
145,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Micronesia (Federated States of),3.604703,3.781579,3.90923,4.03273,4.166849,4.303591,4.448596,4.586342,4.725372,4.840501,4.938719,5.041719,5.155095,5.28093,5.396623,5.507789,5.646108,5.810758,5.942552,6.013888,6.086391,6.193967,6.322669,6.411799,6.45896,6.496243,6.503488,6.499609,6.95
145,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Micronesia (Federated States of),59.88393,62.387137,64.0113,66.380317,68.34781,70.801631,73.036297,75.255437,77.531598,78.977946,80.707316,82.308249,84.37317,86.37689,88.11391,89.971283,92.586196,95.29498,96.847536,97.601522,99.191791,101.079817,103.353142,103.961696,104.87802,105.167174,105.112275,105.041757,104.551757
147,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Namibia,75.318668,86.226377,79.448749,109.131481,110.654505,114.125138,135.096688,132.860498,126.785809,91.495617,104.490307,99.383532,147.442232,168.682846,238.879942,264.149895,101.832002,521.146839,144.888025,211.634022,277.450962,211.117893,243.873076,267.549321,249.827107,142.202782,281.14551,168.62363,154.45
147,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Namibia,43.311974,45.849368,48.432787,52.340772,56.52853,60.468217,74.322263,76.492343,81.147101,83.609372,86.093872,87.484674,95.320959,97.100923,100.302233,104.865501,108.968136,115.578728,108.499397,113.814884,119.817801,124.747899,125.092096,126.76127,128.52652,131.654435,137.119435,135.649833,154.9
147,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Namibia,904.092609,863.715599,1304.111209,1360.297492,1402.846319,1446.910037,1482.483534,1481.523801,1510.097402,1511.447179,1514.48149,1488.944164,1214.022702,1162.447956,1152.207036,1150.635509,1156.522093,1148.672461,1024.851597,1055.49585,1137.558865,1192.98379,1197.713701,1256.466657,1303.12215,1371.586729,1567.676454,1551.650211,1551.200211
148,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Nauru,0.007951,0.055351,0.048317,0.030796,0.014658,0.051453,0.098129,0.084344,0.083794,0.063528,0.0705,0.062462,0.0479,0.047879,0.05156,0.085761,0.067446,0.060828,0.081475,0.118844,0.185858,0.166655,0.178018,0.171789,0.161392,0.163399,0.17113,0.169107,0.16
148,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Nauru,0.247354,0.238726,0.23125,0.223583,0.215549,0.208249,0.20291,0.198443,0.193869,0.18906,0.184178,0.17947,0.174499,0.169435,0.164646,0.160807,0.157438,0.153706,0.150404,0.148394,0.148553,0.149661,0.150568,0.151541,0.152143,0.152553,0.153142,0.153821,0.14
148,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Nauru,5.940477,5.757102,5.57417,5.381383,5.180493,5.023696,4.918915,4.804815,4.694741,4.569209,4.455531,4.338521,4.211923,4.090369,3.977282,3.902237,3.812244,3.719366,3.650438,3.620887,3.658192,3.675186,3.702636,3.722884,3.732133,3.742978,3.760966,3.776252,3.796252
149,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Nepal,137.819087,147.444126,157.587708,157.880286,174.029327,186.908327,210.330499,211.485801,214.169838,219.658964,224.57334,235.229268,240.784314,238.099772,261.579003,321.625381,356.824891,362.675967,371.504372,405.048003,420.679417,413.393562,465.402002,482.646126,512.516204,517.99558,597.941704,630.352943,691.41
149,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Nepal,100.688993,103.20555,106.164172,109.258362,112.660148,116.728669,121.642114,126.998076,132.14786,137.233853,142.326791,147.581262,153.006793,158.192908,163.691697,171.366327,181.437855,192.13661,202.633823,213.772365,225.717846,237.196965,249.329014,262.810717,276.896943,291.19848,307.20469,325.621248,347.56
149,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Nepal,1646.370439,1690.609016,1742.032551,1790.654476,1852.023655,1922.203313,2010.891696,2095.379422,2177.4014,2259.82651,2342.07306,2429.721066,2517.498587,2597.40545,2695.292756,2845.551811,3020.938846,3191.478204,3360.348753,3551.62439,3746.585962,3922.782558,4138.855547,4358.690956,4594.310216,4821.107316,5111.84433,5416.576025,5760.426025
150,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Netherlands (Kingdom of the),3210.494577,3273.91856,4155.389933,3544.072858,4402.468803,4185.058492,4283.565449,4322.624314,4313.988486,3854.738199,3989.762797,4112.080772,4884.618204,5055.491511,4749.852234,4896.311005,6445.018287,5962.6585,5377.657793,5716.177389,5298.012001,4841.525556,5007.34224,5332.178367,5474.601451,5440.76545,4659.696344,4879.214822,4831.3
150,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Netherlands (Kingdom of the),3233.843629,3273.91856,3263.823,3295.816546,3346.66673,3422.029236,3450.39562,3501.631181,3508.1751,3535.682574,3572.572918,3561.076386,3614.216416,3637.73617,3796.039413,3846.943037,3996.971782,4139.263782,4248.260989,4354.655664,4469.539118,4557.05549,4590.430397,4616.219543,4733.889437,4805.857589,4853.198835,4908.585566,5198.94
150,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Netherlands (Kingdom of the),42212.166427,41998.077455,41903.645841,42119.394053000004,42960.416956,43720.620837,43901.64101,45013.335176,45670.289514,45802.483455,46530.82398,46710.253968,47819.952185,48495.605674,50500.094437,51260.405044,54757.272472,56326.894191,56692.616192,58129.229161,58417.87443,58047.389846,58522.762416,58126.639074,59190.286592,59219.587764,58857.984907,59022.345443,58654.705443
153,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,New Caledonia,7.926784,8.121005,8.312722,8.008116,9.132914,9.136174,9.860747,10.443247,11.987693,11.298365,12.226527,15.523876,14.439511,16.694905,16.725499,19.52023,19.289734,21.232128,20.342336,19.79068,20.781459,19.356096,18.246245,15.962785,14.36384,12.817929,11.216968,10.096832,8.33
153,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,New Caledonia,6.749758,6.826206,6.909645,6.984692,7.079841,7.203123,7.340844,7.509513,7.73187,7.96654,8.194294,8.535149,8.921941,9.320657,9.76403,10.26556,10.813925,11.380746,11.945135,12.432417,12.903636,13.333545,13.661602,13.868177,13.945885,13.924585,13.810157,13.620962,14.17
153,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,New Caledonia,109.709596,111.004395,112.407472,113.430896,115.483968,117.417018,119.936922,122.870657,127.12648,130.458305,134.490538,141.479265,146.996835,154.371083,161.332552,170.587222,179.06303,188.914413,197.311614,204.669877,212.547699,218.570251,223.154893,225.249501,225.667456,224.5608,221.967611,218.443481,212.603481
154,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,North Macedonia,,,,,,40.794572,25.399744,27.792834,31.479238,37.040936,31.01341,36.50969,33.355455,38.985456,51.892434,39.008592,36.485927,42.417976,53.228755,60.293384,69.359072,61.764713,59.843496,83.778795,89.311488,61.91045,71.088406,69.297406,55.24
154,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,North Macedonia,,,,,,48.195457,48.337839,49.206616,56.715387,56.205968,51.350712,51.995336,50.910958,57.207264,56.138334,60.469952,63.312795,67.003013,65.527159,69.343542,73.809271,82.34358,85.955472,111.494973,104.961731,97.188851,80.557684,83.637597,62.41
154,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,North Macedonia,,,,,,996.478759,971.419571,949.946606,933.141533,922.599369,906.707475,896.969048,884.642165,878.420876,885.094955,878.873585,870.503684,868.336027,876.817262,891.762449,914.799422,929.280045,941.163451,975.789604,1014.078825,1023.737572,1041.86189,1057.333766,1050.163766
155,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Vanuatu,9.413425,9.386664,9.534616,9.590923,9.9505960000000009,9.711052,8.570975,8.080108,7.840325,9.376597,9.472524,11.249122,12.491645,14.720818,14.537273,15.956154,17.494178,18.048496,19.046967,21.471281,20.301628,19.160342,21.997892,25.145822,30.216073,28.797883,27.202811,25.819887,49.03
155,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Vanuatu,3.929996,4.258199,4.570346,4.869891,5.163943,5.443956,5.66578,5.825365,5.953456,6.112757,6.311465,6.554426,6.873384,7.277355,7.718456,8.170151,8.683452,9.228725,9.787866,10.416141,11.04436,11.565558,12.106371,12.7943,13.687499,14.636668,15.438489,16.10286,33.49
155,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Vanuatu,66.276654,71.405118,76.36939,81.090423,85.877075,90.14417,93.049367,95.30411,97.190978,100.454818,103.615876,108.310572,113.928833,121.372297,128.191114,135.977116,144.787841,153.607612,162.866714,173.921853,183.179122,190.773906,200.665427,213.016949,229.545522,243.706738,255.471061,265.188088,280.728088
156,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,New Zealand,1109.624236,973.959759,930.812784,957.852584,1070.967293,1320.345366,1584.200157,1602.822841,1409.149834,1439.115879,1651.551625,1581.956813,2576.277704,2261.482652,1665.041166,1844.146858,1773.430349,1953.024463,1991.976566,2130.382159,2136.020502,1864.929195,2304.791772,2353.07885,2193.876851,1951.218981,2030.975246,2480.721901,2931.6
156,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,New Zealand,1005.352577,1027.875389,1016.60198,1011.261183,992.875928,971.590902,1015.981537,1076.07355,1104.537205,1126.87035,1160.02798,1157.207997,1211.550973,1205.629768,1319.590867,1403.122991,1398.552858,1403.759372,1407.653665,1413.038031,1412.855873,1478.729468,1522.284253,1540.279956,1797.125395,1743.205211,1228.646217,1290.278358,1186.43
156,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,New Zealand,9268.0126080000009,9297.837272,9214.617612,9452.446522,9528.004689,9995.082304,10257.010662,10865.249252,11592.999741,11771.90233,12287.286661,12458.006786,13781.199887,14133.154368,13973.903731,14258.042186,14551.927636,14924.527821,15527.446335,16235.503872,16638.365383,16979.165442,17922.894069,18814.861585,19211.613041,19461.949323,20264.278353,21454.721896,23199.891896
157,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Nicaragua,95.56559,119.389732,123.01475,102.37671,99.928691,121.378189,114.604971,111.313868,107.096241,118.315298,131.157119,119.940163,142.567567,140.822782,133.30761999999999,160.521866,191.883963,203.226928,199.800922,240.118512,245.381884,227.930633,247.372912,233.27531,219.573807,225.559818,244.951459,273.130582,324.78
157,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Nicaragua,80.127099,81.768133,84.134179,85.847872,86.766162,88.199399,89.98693,91.365279,92.435666,93.651872,95.516932,97.318835000000007,99.354936,101.895351,104.005542,106.580094,110.757463,115.965342,121.098257,127.029944,133.97316,140.134146,145.985203,151.645538,156.132279,160.118351,164.626588,170.291454,192.89
157,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Nicaragua,1303.107347,1340.728946,1379.609516,1396.138354,1409.300884,1442.479673,1467.097716,1487.046305,1501.706881,1526.370307,1562.010494,1584.631823,1627.844454,1666.771885,1696.073963,1750.015735,1831.142235,1918.40382,1997.106485,2110.195052,2221.603776,2309.400263,2410.787972,2492.417744,2555.859272,2621.300739,2701.62561,2804.464738,2936.354738
158,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Niger,45.603107,44.002752,52.469912,48.76128,41.972797,52.718397,65.32696,69.711972,107.591954,102.927283,94.872455,95.833342,107.107676,106.916037,103.980833,103.516162,68.112265,64.233299,72.220925,73.023738,76.424044,77.37345,75.230384,77.632798,85.790996,106.291261,113.615976,108.764806,120.44
158,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Niger,56.951033,56.222147,55.742998,55.435354,54.831255,54.382116,54.660549,55.432085,57.425277,60.295338,62.61161,64.576087,66.789751999999993,69.203078,71.3778,73.320042,74.069692,73.595877,73.273751,73.234666,73.32402,73.538503,73.704308,73.867945,74.338582,75.640735,77.699508,79.708961,85.95
