# File: GCAMDATA_FAOSTAT_NFertilizerProdDemand_175Regs_1Item_1973to2020.csv
# Title: FAO fertilizer production by country_year
# Units: tonnes N
# Description:  Data is preprocessed and generated by gamdata-FAOSTAT
# Data source: FAOSTAT (domain:RFN FAO.udpate:2022-06-10T00:00:00)
# Date of CSV last update: 2022-09-14
# Column types: iciciccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element_code,element,unit,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
106,Italy,3102,Nutrient nitrogen N (total),5510,Production,tonnes,1129300,1131442,970028,985312,1037100,1382696,1462199,1335393,1149863,1132487,1095982,1332779,1242401,1144859,1279019,1297085,1168586,862000,917300,991000,654000,621000,660000,535000,537000,463000,397000,428000,423000,400200,483828,609629,425187,256142.4,78564,315982.4,249826.4,146061.4,108403.6,177367,292928.4,246106.8,253789.6,339186.6,287388.2,287388.2,287388.2,287388.2
107,Cote dIvoire,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,7942,7799,10900,12000,17500,15900,16600,19700,11300,12800,10000,11000,8200,8000,4500,8200,10000,13500,16200,18000,30000,34000,36000,41500,60000,50000,41200,40000,30000,30009,19994,40558,16180,10962,25909,17606,21396,26724,25236,32530.85,33455.43,44188.96,42079.89,46627.3,33026.26,36966.42,65558.11,65558.11
107,Cote dIvoire,3102,Nutrient nitrogen N (total),5510,Production,tonnes,4941,5965,4500,4400,4700,5000,4100,6117,2000,2500,1500,2300,2000,2000,1600,1542.857142857143,1485.7142857142858,1428.5714285714287,1371.4285714285716,1314.2857142857142,1257.142857142857,1200,1142.857142857143,1085.7142857142858,1028.5714285714284,971.4285714285714,914.2857142857143,857.1428571428571,800,742.8571428571429,685.7142857142858,628.5714285714287,571.4285714285713,514.2857142857142,457.1428571428571,400,342.8571428571429,285.7142857142858,228.57142857142867,171.42857142857133,114.28571428571422,57.14285714285711,0,0,0,0,0,0
108,Kazakhstan,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,150000,86000,65000,64000,67100,15100,12600,30000,30000,42000,12800,19600,24800,20500,27800,37500,16300,29500,40701,47523,105264,55742,80654,91532,80019.97,104222.71,81004.79,54542.29,74401
108,Kazakhstan,3102,Nutrient nitrogen N (total),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,61500,95000,61000,74000,78700,17000,5100,7700,2700,8816,16400,20894,37985,4619,15753,71228,65736,48000,49743,69169,49941,90157.36,130589.1,139370.48,153654.06,161476.86,156278.06,162163.2,155548.26
109,Jamaica,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,8000,9300,6000,7300,4500,6444,6390,8865,10214,3406,6656,8800,5900,6600,12000,16000,16000,7400,9200,4200,6000,8200,8100,8100,9020,8906,9210,9900,8440,8209,9752,9829,6417,4844,4471,4403,4505,4826,4729,6362,4801.62,4840.89,2638.51,3133.25,3757.95,3704.87,4779.96,3888.56
109,Jamaica,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Japan,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,821200,690800,653000,702000,716000,723000,777000,614000,643000,683000,701000,697200,680000,693000,669000,640000,641000,612000,576000,572000,600000,580400,527500,511700,495200,476000,479500,487400,484000,473207.37,493573.79,474587.72,470968.42,453536.4,478817.81,359899.07,349970.35,409397.39,387018.92,396596.41,367000,395800,359100,380200,385500,369400,369400,369400
110,Japan,3102,Nutrient nitrogen N (total),5510,Production,tonnes,2138300,2340900,1557000,1171000,1446000,1457000,1458000,1202000,1253000,1126000,1077000,1235400,1054000,987900,985800,977000,946000,957000,931000,906000,867700,890900,872500,883400,829700,798600,802400,769217,680800,828913,771490,796224,767305,770545,769924,647184,621908,650283,610674,603223,596072,547850,536731,567975,556577,541702,524242.37,525463.04
112,Jordan,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,1830,1990,1900,3997,1400,3173,6200,6000,2918,7080,8830,6950,10710,6100,7301,14251,12000,8000,14809,9700,6300,4000,6000,5000,10946,14835,12996,9404,10000,10600,10900,4700,10700,4600,6500,7800,8200,10200,10200,10500,24817,18639,34523,22113,20085,19918,19503,15236
112,Jordan,3102,Nutrient nitrogen N (total),5510,Production,tonnes,20952,20952,20952,20952,20952,20952,20952,20952,20952,20952,54288,97380,91890,99160,108900,110700,108500,108000,107820,99644,84609,134900,131200,120780,127900,149600,145000,113600,121000,102960,90540,118440,118260,162260,158760,150020,119790,148770,159520,128860,132530,145790,109600,90500,121900,144900,144900,144900
113,Kyrgyzstan,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,25300,22000,22000,22000,25000,25000,27714,26849,27653,27396,9232,31383,27232,29589,26842,26141,22530,25887,25714,22447,26908,29124,35748,12786.03,14085.66,9311.93,24953,24773.6,25929.9
113,Kyrgyzstan,3102,Nutrient nitrogen N (total),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Kenya,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,20370,19400,21882,22417,25284,25416,20100,26700,37000,27700,30000,34700,48500,46200,47798,57600,49300,49100,52400,47800,42100,50800,33000,63000,51000,53000,54200,69911,80014,62724,68061,64724,72514,77667,79441,73071,77794.33,78916.27,102080.12,125243.98,148407.83,122180.68,95953.52,124368.61,160388.81,118814.43,139554.15,183930.68
114,Kenya,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Cambodia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,1000,900,100,100,1875,3650,5425,7200,10500,7300,1600,500,683.3333333333333,866.6666666666666,1050,1233.3333333333333,1416.6666666666667,1600,4200,9400,10000,6000,6000,4300,18900,3220,4442.9175,5665.835,6888.7525000000005,8111.67,5204.89,7450.7,11053.86,10663.04,11211.83,12570.64,17392.67,22657.53,36491.15,54838.43,50441.59,64090.24,80858.37,55652.86,114997.96,127805.95,112118.62,110158.3
115,Cambodia,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Democratic Peoples Republic of Korea,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,240000,250000,260000,370000,440000,540000,550000,553000,600000,588000,608000,620000,630000,640000,650000,660000,660000,660000,660000,660000,660000,314000,75000,72000,72000,72000,72000,30000,7000,72519,50958,99277,88583.1,117561,81730.18,82570,110159.29,136843.16,172278.66,126156,134212.56,111817,93593,128051.96,119226,178918.62,68803.76,29843.21
116,Democratic Peoples Republic of Korea,3102,Nutrient nitrogen N (total),5510,Production,tonnes,240000,250000,260000,370000,440000,540000,550000,553000,600000,588000,608000,620000,630000,640000,650000,660000,660000,660000,660000,660000,660000,314000,75000,72000,72000,72000,72000,30000,7000,2000,2000,67000,67000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,22500,22500
117,Republic of Korea,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,411236,447377,467678,361289,387890,461610,443900,447224,431838,308600,367400,401800,426100,435400,448900,460100,505744,505400,473500,486600,477300,475000,478029,455907,507000,451000,428298,411517,374555,355981.65,360970.37,385933.14,417303.77,306923.95,347381.24,286511.63,225992.15,215329.53,221382.79,232058.94,223951.09,221061.44,212114.73,214593.92,209483.85,216141.45,211677.22,205849.55
117,Republic of Korea,3102,Nutrient nitrogen N (total),5510,Production,tonnes,447200,513100,579200,535300,635900,751000,786400,688400,666000,615500,580300,659900,665100,656900,593700,678800,622900,611900,577500,623300,621400,669000,617000,663000,695000,525000,557787,519695,468610,636959,618500,687183,766632,583922,629473,594248,496590,529531,497659,476530,439881,380208,334296,350224,406383,403231,404045,367726
118,Kuwait,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,100,100,100,100,100,100,260,140,300,500,500,500,700,407,328,775,500,600,700,800,1000,1000,1000,2000,1200,1000,1100,629,1046,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1500,3000,3300,3000,2400,2600,2500,2500,2500
118,Kuwait,3102,Nutrient nitrogen N (total),5510,Production,tonnes,290500,275500,258700,228000,290818,310000,307100,217600,183000,237500,226800,284900,251300,343865,399780,384533,371700,203700,161029,118358,292800,324100,390800,356300,348500,361323,330740,287635,337937,255300,350520,336720,374440,455400,424120,442520,337640,443900,434700,402500,457240,378580,469500,509700,513300,257900,257900,257900
119,Latvia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,63000,40000,40000,12000,14000,19000,31500,33600,28498,31600,27600,37500,35113,40900,42700,47748,50228,53508,58643,61875,65204,69696,72935,75820,78285,77441,74540,80718,84346
119,Latvia,3102,Nutrient nitrogen N (total),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,18000,16200,14400,12600,10800,9000,7200,5400,3600,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Lebanon,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,38600,19120,7000,17700,13700,14400,16000,14000,16900,21300,17000,17000,11900,10600,10000,11300,14000,11000,12400,14200,18000,10000,25000,22000,21942,23400,22000,24300,29695,19844.3,23604.21,24935.51,14606.75,9453.23,14443.58,9863.01,15530.37,17606.65,18390.08,18649.15,19966.2,19099.86,18924.27,20758.87,22908.91,16925.92,16925.92,17165.77
121,Lebanon,3102,Nutrient nitrogen N (total),5510,Production,tonnes,1200,1200,1200,1200,1200,1200,1150,1100,1050,1000,950,900,850,800,750,700,650,600,550,500,450,400,350,300,250,200,150,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Libya,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,7000,10100,15000,13100,16700,13800,22540,18302,27224,35200,33900,31900,27800,31700,37800,32500,30000,35000,35000,26700,34600,24400,30000,16600,17500,20000,43600,31700,20700,30800,23800,29600,32000,32000,32000,32000,32000,32000,31900,32400,31200,17500,14000,15700,25800,15100,15100,15100
124,Libya,3102,Nutrient nitrogen N (total),5510,Production,tonnes,106600,106600,106600,106600,106600,106600,106600,106600,106600,106600,151900,331360,278300,239940,302300,144300,180000,125000,125000,285700,268700,346600,409500,398800,383400,408200,386860,407100,365200,389600,422300,383900,384100,340400,357400,276900,280600,415000,75000,20000,219000,100700,169700,112200,118700,121000,121000,121000
126,Lithuania,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,88000,43000,43000,40000,79000,81100,83400,94000,98000,102000,115000,116000,117000,119000,122000,127000,118300,134400,143200,147000,153000,157226,163200,162813,160237,167149,159433,178603,185778.74
126,Lithuania,3102,Nutrient nitrogen N (total),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,206700,176300,189000,294400,300200,322900,447300,454700,526000,490000,506617,548341,569801,670206,631092,751488,695420,676769,646986,849503,834331,688390,796073,875928.92,752646.02,928640.98,780374.32,865024.56,843058.4
127,Marshall Islands,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Marshall Islands,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Madagascar,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,4187,4980,3514,3880,4169,4667,3400,4000,3500,6600,7400,2000,5600,6153,3567,3830,2473,4356,3745,3938,5973,6008,7727,8917,3636,3590,4296,3796,3205,2683.47,4686.85,2861.48,7463.6,3821.17,4502.81,7502.12,4410.95,4577.51,8660.94,16838.84,10261.44,18316.46,16444.6,9337.1,31410.7,28692.64,24184.52,19108.35
129,Madagascar,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Malawi,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,12442,7453,12888,18887,12832,19563,14449,22800,25733,24200,23116,23603,15931,22715,29847,27201,30300,30000,46000,51800,48000,9060,28202,37900,41200,34800,30000,34588,16781,60083,60989,71630,66172,82959,84330,98191,72041,96533,84938,58424.47,58784.79,118305.04,109426.62,63280.19,86463.2,88084.9,77290.04,77290
130,Malawi,3102,Nutrient nitrogen N (total),5510,Production,tonnes,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,130,182,180,90,0,0,0,0,0,0,0,0,0,0
131,Malaysia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,112181,68878,77573,90000,102000,109500,137500,139300,127900,138100,161000,216000,215000,198900,208600,237100,273100,262100,254700,294900,301000,287000,286000,255000,344000,417000,362400,348588,331917,417621.67,522180,602415.25,663718.15,649548.67,665261.24,726950.87,487280.51,681543.05,706061.49,720551.01,555304.36,601854.48,538253.11,527252.04,476916.92,386877.95,386877.95,386877.95
131,Malaysia,3102,Nutrient nitrogen N (total),5510,Production,tonnes,46200,37000,34000,42000,43000,37400,37200,35200,20000,13900,21100,20700,41700,204400,283800,260000,273900,242000,270100,347800,341700,284300,290000,290000,231700,316600,399200,586700,582000,554300,510140,458160,593860,622311,558600,600300,609200,553900,614700,566500,551200,500800,529800,484400,743400,747900,747900,747900
132,Maldives,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,20,34,119,256,64,141,127,70,302.85,256.49,203.12,226.3,338.68,350,406.08,406.08,232.56
132,Maldives,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Mali,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,5043,2947,1600,4500,7900,5511,6759,6704,3935,5559,3348,20267,11188,8043,9009,9000,8700,9200,9500,10700,12000,12000,12000,12000,25600,17400,18100,12709,14000,52743.66,44642.77,46570.55,50450.28,62342.68,36879.27,65076.89,66367.3,67657.71,55848.33,59184.15,74543.19,89902.23,105261.27,120620.31,102990.6,102990.6,102934.33,157227.16
133,Mali,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Malta,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,270,233,232,245,573,576,488,959,228,187,488,530,519,468,576,466,437,466.14,466.14,513.74,492.74,492.74,878.02,586.05,593.22,1159,451,754.71,624.48,659.66,535.98,526.97,590.89,681.24,591.79,407.2,439.96,551.92,470.79,548.3,571.43,594.58,617.75,568.15,585.49,585.7,585.92,586.14
134,Malta,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Mauritius,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,11178,8674,10000,8848,10111,10139,9707,10193,9518,9861,10733,10617,10991,9889,12635,10950,11600,11192,11224,11251,9857,11800,12442,13067,11790,12400,13400,13300,8350,11028,10742,10499,9908,8614,8815,7300,6954,5125,7745,10445.51,7594.76,10657.61,6569.35,9055.13,8378.31,7408.6,7775.51,5653.77
137,Mauritius,3102,Nutrient nitrogen N (total),5510,Production,tonnes,1000,1000,3900,6181,8800,8300,7900,8600,8310,7962,9037,7796,9208,10079,11401,11357,9000,11975,12409,14611,12632,15398,15600,16190,14321,14400,12400,16800,14550,15300,8599,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Mexico,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,559537,593254,732173,830358,794200,752246,826100,904330,1111698,1180600,1087900,1193200,1262600,1324900,1378080,1269600,1292800,1346300,1155200,1230000,1193000,1182400,1049000,1207400,1197000,1336000,1300000,1342000,1374100,1067851.2,1082436.2,942528,1219457,1057564,1141863,939477,1038669,1074653,1362412.31,1332483.57,1476732.48,1418261.51,1110200,1491238.88,1455988.93,1331837.19,1331837.19,1415789.5
138,Mexico,3102,Nutrient nitrogen N (total),5510,Production,tonnes,542500,564045,606680,604484,611200,593415,641958,739485,877198,1067125,1044518,1187951,1304800,1249500,1339345,1330940,1497900,1358900,1453300,1345600,1262000,1268100,1314000,1487400,1290900,1190200,948300,702900,605400,273628,204562,275000,368249,248415,308843,359578,327245,443561,473416,501456,690200,645300,611600,548500,544700,513400,513400,239601.56
141,Mongolia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,1500,1600,800,4400,3700,4300,4600,5700,9500,9700,11700,11800,13100,12800,14300,11300,10000,9100,10000,11000,500,500,2000,2000,5000,4200,2800,3400,3200,4448,3986,5873,3657,6511,5981,6921,7520,11026,13933,16935.62,25365,19127.43,20685.73,22963.61,35672.8,40518.82,46176.52,43143.51
141,Mongolia,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Morocco,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,62500,62000,63200,82200,75200,80700,87416,82186,96587,91100,110900,104800,128300,140100,132900,158900,144100,164000,140600,131430,171700,134800,144900,124500,174127,176000,202941,207600,198000,248163,207532,231504,337370,321350,304810,275060,195952,220293,221434,185385,238977,233016,243242.7,114118.19,251200,211000,211000,211000
143,Morocco,3102,Nutrient nitrogen N (total),5510,Production,tonnes,14250,10500,18700,13300,20900,25600,19600,36300,26200,40500,57300,34700,58000,61800,83400,232900,273100,344400,339800,296100,369800,265500,269200,257700,261900,271000,279200,300000,356400,338650,308000,329160,264100,298940,275500,197940,336880,498332,562687,641867,540007.42,572898.19,621676.56,803835.56,1222800,1135100,1135100,1135100
144,Mozambique,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,9000,3700,3700,6700,10100,14000,10800,16200,20100,20000,7500,1692,1686,2000,3000,1100,1700,2200,2100,3000,2000,5000,5000,7000,1500,3800,8000,9700,16000,17700,1836,3414,6400,17168,11464,41860,15133,43385,32590,23787.89,26629.37,33555.73,13711.1,19192.49,22609.49,26508.47,26508.47,47900.52
144,Mozambique,3102,Nutrient nitrogen N (total),5510,Production,tonnes,8000,3000,2500,4700,5900,6000,4700,7000,3100,2000,500,483.3333333333333,466.6666666666667,450,433.3333333333333,416.6666666666667,400,383.3333333333333,366.66666666666663,350,333.33333333333337,316.6666666666667,300,283.3333333333333,266.66666666666663,250,233.33333333333331,216.66666666666669,200,183.33333333333337,166.66666666666669,150,133.33333333333337,116.66666666666663,100,83.33333333333331,66.66666666666663,50,33.333333333333314,16.666666666666686,0,0,0,0,0,0,0,0
146,Republic of Moldova,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,64700,60000,60000,60000,60000,9500,6800,3100,5000,31174,14700,13300,14200,14800,12811,17147,19924,14578,16355,19208,26900,34000,40155,33943.4,45929.49,46248.81,63750.94,49297.41,53098.79
146,Republic of Moldova,3102,Nutrient nitrogen N (total),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Namibia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2920,805,1973,1003,1892,1337,210,1268,2849,4866,10503.4,7729.93,3874.2,9742.22,19648.46,18840.14,20356.59,18856.04,2727.75
147,Namibia,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Nauru,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
148,Nauru,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Nepal,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,9002,8961,8421,10687,13012,13746,15479,16768,17976,22882,28058,31656,31699,32899,38113,39801,49274,51837,57000,59400,55259,66400,70000,75000,77400,87400,62000,51771,47204,21838,5465,8118,2856,8781,1939,2790,28331,43148,54769,45950,78287,96717.66,105798.44,105723.46,91633.68,127251.26,121485.98,132215.64
149,Nepal,3102,Nutrient nitrogen N (total),5510,Production,tonnes,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,27378.947368421053,25857.894736842107,24336.84210526316,22815.78947368421,21294.736842105263,19773.684210526317,18252.631578947367,16731.57894736842,15210.526315789475,13689.473684210527,12168.421052631576,10647.368421052633,9126.315789473683,7605.263157894737,6084.21052631579,4563.157894736843,3042.105263157893,1521.0526315789502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Netherlands,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,411974,434952,452696,429852,446681,443340,486130,482803,477273,456718,478309,505344,499673,503959,458210,455650,412356,392000,391759,389872,371555,395000,390000,390000,375000,350000,345000,300000,296000,292195,290559,300495,279246,287767,241217,231058,224188,217959,212312,231000,201997,221682.33,241367.67,224076,224363,208797,209112,214380
150,Netherlands,3102,Nutrient nitrogen N (total),5510,Production,tonnes,1211761,1334532,1155309,1297292,1452631,1517645,1612291,1623728,1463377,1504685,1699561,1751267,1565812,1749317,1757400,1836929,1847909,1928000,1820920,1817090,1756260,1748000,1595000,1513000,1586000,1548000,1304000,1137000,1013000,1478365,1427083,1584753,1534664,1536210,1491179,1493790,1397882,1475708,1468636,1650206,1734418,1878333,2022248,2166163,1683800,1553000,1553000,1553000
153,New Caledonia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,232,232,232,170,199,131,472,504,464,500,590,200,200,200,500,500,500,1000,400,300,300,300,300,300,300,300,300,300,300,728,1502,601,785,633,789,539,356,559,686,773.02,499,559,559,562,562,562,562,562
153,New Caledonia,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,North Macedonia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,36162,36162,36162,25219,30400,28100,25200,25000,19200,12600,8969,12030,15030,18092,17074,18897,15677,17412,19444,18143,16738.8,19314.11,20428.62,19361.84,22523.97,20996.66,17914,17619.11,23435.72
154,North Macedonia,3102,Nutrient nitrogen N (total),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,11210,11210,11210,7875,6000,6500,6500,7000,3000,2800,2600,2400,2200,2000,1800,1600,1400,1200,1000,800,600,400,200,0,0,0,0,0,0
156,New Zealand,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,32447,17842,10295,20103,20231,24900,22300,20300,21700,30150,33141,40000,32000,27000,36800,20500,22200,45800,64500,90300,105731,125600,155500,140000,138900,153500,180000,230740,269000,279000,323000,348000,355000,310000,312000,328000,297000,341000,367000,363000,370000,405000,429000,432000,443000,458000,452000,470000
156,New Zealand,3102,Nutrient nitrogen N (total),5510,Production,tonnes,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,48200,55000,60000,53000,68000,53100,49600,63000,66000,52300,50900,85000,76900,70000,81000,92500,108000,110400,112100,113994,119960,184454,174012,129765,95020,88790,104934,101600,100000,100000,103400,125100,109400,104500,104000,104000,104000,104000
157,Nicaragua,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,35000,22000,16500,22942,36000,35000,17800,30000,39000,30400,51402,38027,44935,55106,38500,58600,21918,31798,26232,26000,21000,10800,25000,25904,19973,21900,20239,14200,11968,35236,36667,33379,35608,42671,41872,34115,47285,39863,54979,65379,36289,50567,55880.34,59452.96,77641.9,48309.5,53971.11,67152.84
157,Nicaragua,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Niger,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,220,80,287,558,963,746,764,1201,2405,1344,1400,1500,2136,1228,2003,1144,1754,1396,198,900,1000,2596,5176,5500,500,500,1681,2522,3371,6525,2519,2117,2786,4049,2508,1558,3304,4829,3813,12812.14,7123.17,12602.88,6721.04,6440.36,6440.36,6440.51,11025.97,6099.53
158,Niger,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Nigeria,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,4700,13200,30200,35000,35000,35000,62400,92200,96700,103000,120600,120200,109600,121000,108300,153200,180400,210000,212000,220000,220000,186000,100000,105000,77300,100000,107000,105600,146800,125131,167778,116343,213221,216854,70115,125033,99589,263151,138428,192598.73,269528.61,242150.99,196103.73,288746.46,453000,436400,436400,436400
159,Nigeria,3102,Nutrient nitrogen N (total),5510,Production,tonnes,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,103700,268000,266500,271600,260600,287200,267000,151400,138000,114300,41200,71000,70000,46666.66666666667,23333.333333333336,0,0,0,0,13685.75,27371.5,41057.25,54743,31998,65940,170159,108000,78200,129605,319700,653349.5,724300,724300,724300
