# File: FAO_For_Exp_m3_USD_FORESTAT.csv
# Title: FAO historical forests export qunatity and export value
# Units: Export Quantity in m3; Export Value in 1000 US$
# Source: FAOSTAT (domain:FO FAO.udpate:2021-03-01)
# Date of last update: 2022-07-18
# Column types: cicicinnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
countries,country codes,item,item codes,element,element codes,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Lithuania,126,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003,982,182,2826,5543,4635,6140,2389,3918,2237,915,2,1,126,174,222,66,6,11268,25587,28573,22700,16093,7206,7421,5932,4618,6528
Lithuania,126,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40934,42116,84300,102100,149900,208000,173000,139628,210410,233840,191600,218000,183717,165574,127549,175995,199585,163253,241309,184260,220408,273924,166025,211500,268973,198332,148399,144062
Lithuania,126,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6844,7489,17053,21588,29330,32651,27516,20503,28292,33481,32029,38193,42744,45392,41289,59559,74764,41968,57712,60713,67951,80385,56667,50043,56251,50813,45722,41196
Luxembourg,256,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33101,28010,34699,44888,50943,54966,52318,56598,93951,69018,65621,55643,74490,51350,46950,42900,40086,47840,39428,30243
Luxembourg,256,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5944,4952,6331,11435,12451,11210,14096,17125,23256,14701,13958,18388,12102,17953,14850,14850,11587,13561,12951,11197
Luxembourg,256,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,7,6,4,2,117,5,4,29,21,130,230,690,690,690,296,15,51,57
Luxembourg,256,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,9,9,6,4,694,4,16,15,493,1178,317,257,257,257,85,60,22,21
Luxembourg,256,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,0,3,0,27,0,1,0,2,1,0,0,0,0,0,4,5,28
Luxembourg,256,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,0,2,0,41,0,0,0,2,1,0,0,0,0,0,2,4,14
Luxembourg,256,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166631,133890,101910,94475,367359,384825,429402,400366,328305,333172,407538,454020,413940,363980,345698,344398,375966,427141,338649,367712
Luxembourg,256,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38870,28953,24331,20781,74692,81406,101565,192876,168769,156153,188151,195413,165591,174289,159698,154997,122830,148000,127304,112796
Madagascar,129,Sawnwood,1872,Export Quantity,5916,400,100,200,200,400,200,200,,200,1300,700,400,1600,1200,200,300,,,,,100,300,300,300,,,0,441,1486,2373,2373,8418,5448,10200,15200,9300,12100,23600,10600,19200,27800,25500,25500,27773,27773,27773,25253,34965,27785,25591,37423,32207,41067,47447,21385,12478,47102,48198,45083
Madagascar,129,Sawnwood,1872,Export Value,5922,20,10,12,12,26,21,21,,12,74,46,25,92,129,29,29,,,,,22,60,60,60,,,0,161,731,1636,1636,2544,2116,1396,2223,2074,2319,4321,1494,3984,5079,3823,3823,6463,6463,6463,8131,8981,5838,7183,5347,4167,5536,6646,6141,3208,6016,5996,5688
Madagascar,129,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,318,0,0,0,0,0,86,86,86,100,3,20,4,22,20,60,60,477,2615,4937,4307,5293
Madagascar,129,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,115,0,0,0,0,0,67,67,67,27,4,24,5,65,50,185,185,89,369,574,525,568
Madagascar,129,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,129,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,129,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,73,0,0,0,0,0,52,52,52,148,110,2,48,70,46,14,14,9,20,9,43,466
Madagascar,129,Wood-based panels,1873,Export Value,5922,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,0,0,33,0,0,0,0,0,9,9,9,73,116,0,44,60,36,14,15,5,26,10,48,181
Malawi,130,Sawnwood,1872,Export Quantity,5916,,,,3000,100,,,100,100,100,100,400,5600,5600,1600,,,,,,,,,,,,0,1300,200,200,200,317,46,46,2065,2065,2065,2065,7190,7190,7190,2673,84,552,552,15587,11042,21808,44899,51123,45391,45374,45386,47968,31398,5373,8330,1871,1509
Malawi,130,Sawnwood,1872,Export Value,5922,,,,199,3,,,20,18,30,6,17,232,232,148,,,,,,,,,,,,0,242,39,39,39,99,9,9,541,541,541,541,286,286,286,62,148,142,142,7134,2056,3919,7583,7419,5966,5917,5921,6627,3749,1703,1025,983,741
Malawi,130,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,78,78,5,5,5,5,27,6,53,332,213,12,36,16,0,0
Malawi,130,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,61,61,13,13,13,21,1,9,15,51,51,3,5,6,0,0
Malawi,130,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,29,29,29,0,0,0,29,29,29
Malawi,130,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,0,0,0,3,3,3
Malawi,130,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,100,,,,,,,,1600,1600,1600,1600,,,0,0,0,11,11,7708,4,4,6457,6457,6457,6457,1208,1208,1208,199,194,5313,5313,5610,10369,15984,5669,13666,8687,13754,18645,18276,19912,23116,28106,23286,11322
Malawi,130,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,63,,,,,,,,594,600,600,600,,,0,0,0,7,7,3508,1,1,1416,1416,1416,1416,334,334,334,47,1041,1723,1723,2749,5068,9894,2726,7494,5097,6284,7741,8152,6825,6181,8286,9647,4042
Malaysia,131,Sawnwood,1872,Export Quantity,5916,557000,584000,702000,716000,740000,713700,861700,1202900,1192000,1417000,1342200,1848200,2240000,2174600,1914200,3087500,2993400,2827400,3535900,3302200,2807600,3137300,3493400,2888200,2830300,2999800,3899567,4162507,5194068,5331595,4998200,5490197,5460900,4642100,4296400,3716100,3108900,2765000,2827300,2650400,2644400,2550200,3504971,4340277,3229510,2604456,2493000,2479000,2258946,2899742,2084687,2037302,1983113,1982286,1990889,1982731,2163510,1931450,1812756
Malaysia,131,Sawnwood,1872,Export Value,5922,20395,20277,26819,29562,30947,27015,35006,51749,54770,67956,64298,101787,235196,226746,180547,351382,345833,352961,610230,616234,430843,500979,596310,490010,420464,480993,678531,732256,1105789,1156099,1077176,1363285,1774297,1627134,1516700,1236124,1020035,661531,748947,431177,681928,659128,955495,1137334,913774,885040,925988,908716,684048,781374,811307,793391,801894,815387,815051,817106,905851,905664,814312
Malaysia,131,Veneer sheets,1634,Export Quantity,5916,4000,13000,16000,10500,19500,47600,28800,40000,34600,45400,109600,140600,204400,297000,169500,170400,207500,184700,124400,126500,159900,175800,554000,556000,415000,375000,441500,211100,248700,332300,476600,760084,720300,612900,586500,649400,746600,720000,959000,934000,656000,601000,462000,398000,414000,333000,334000,467201,350217,359261,260504,262480,219623,217970,227206,222168,212866,204474,124525
Malaysia,131,Veneer sheets,1634,Export Value,5922,229,820,991,1323,1726,1971,816,1659,1055,1552,3724,4192,9065,15427,7106,9002,11841,9014,15484,16330,20923,22948,83000,103000,77000,27133,34258,45652,54264,75014,109990,197313,274087,252435,229264,251003,257291,157749,232713,214299,125236,112800,109200,97568,111118,104400,112474,179135,120006,143174,105030,108003,90747,93461,86913,84305,75410,74956,45840
Malaysia,131,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8616,15556,15981,12730,12730,9481,5620,9572,18923,57120,68343,69087,62456,659,1191,2801,8320
Malaysia,131,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6181,6592,6437,6650,6650,4445,2208,9303,14258,34092,42855,44159,38844,498,1485,1840,188671
Malaysia,131,Wood-based panels,1873,Export Quantity,5916,2000,3000,2000,6000,9000,18100,40100,70800,106500,143911,191411,270605,355100,214900,232500,407405,345405,411000,470000,477400,472100,408500,485100,406100,369100,484500,759512,875756,973084,1057888,1232700,1792758,2557251,3225800,3773300,4536300,4537500,4592000,4531000,4300000,4948800,5038000,5337032,5821496,6202981,6734860,6594500,5045038,5244125,5384754,4984929,5015623,4968348,4722326,4326598,4058876,3944899,3799773,3218271
Malaysia,131,Wood-based panels,1873,Export Value,5922,428,450,370,724,1039,1988,4581,7715,11618,16579,20018,30648,65968,44473,44772,75162,67161,85014,134746,136073,134732,103554,118095,90564,78063,112402,197913,267154,279292,329160,376867,572349,1080566,1341315,1502974,1876989,1714297,1104301,1129882,1330150,1213331,1291471,1400754,1780535,1818193,2307861,2445291,2088026,1834182,2138165,2312824,2155105,2128092,2012568,1898373,1432524,1422109,1524070,1166956
Maldives,132,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,60,0,0
Maldives,132,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,24,0,0
Maldives,132,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0
Maldives,132,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Maldives,132,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,903,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,1,0,0
Maldives,132,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,395,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,1,0,0
Mali,133,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905,38,46,316,100,1447,1447,0,0,0,155,1,431,431,202,494,1377,291,33,1,7,430,150,0,0,2018,1,3065
Mali,133,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,14,21,71,50,451,451,0,0,0,96,1,131,131,101,95,214,223,19,1,5,190,305,0,0,1659,5,2486
Mali,133,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,403,0,0,0,1,0
Mali,133,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,246,0,0,0,1,0
Mali,133,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,0,0,0
Mali,133,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
Mali,133,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5600,6300,6300,6300,0,0,0,2859,2859,2041,323,301,293,314,318,279,43,41,23,23,2,0,0
Mali,133,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,832,790,790,790,0,0,0,910,910,875,105,88,77,87,89,70,19,15,14,11,1,0,0
Malta,134,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,200,0,0,0,0,0,0,0,0,0,0,50,13,0,446,325,4,0,0,1,0,0,2,2,0,0,0
Malta,134,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,70,0,0,0,0,0,0,0,0,0,0,36,2,0,201,160,3,0,0,0,0,0,1,1,0,0,0
Malta,134,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,51,140,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0
Malta,134,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,0,0,0,0,0,0,0,0,39,57,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0
Malta,134,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,134,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,134,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,0,0,0,0,0,0,0,0,0,97,380,140,0,544,403,24,38,20,64,249,17,9,9,61,415,8
Malta,134,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0,0,0,0,0,0,0,0,0,41,94,34,0,88,158,15,19,16,21,17,5,4,4,9,261,1
Martinique,135,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinique,135,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinique,135,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinique,135,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,136,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,0,0,0,2098,204,200,203,203,203,54,127,127,127,127,4,4,4,4,4,4,4,25,0,0,0,21
Mauritania,136,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,0,0,0,593,65,48,126,126,126,47,38,38,38,38,4,4,4,4,4,4,4,19,0,0,0,19
Mauritania,136,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,36,36,36,0,0,0,0,0
Mauritania,136,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,24,24,24,342,342,342,0,0,0,0,0
Mauritania,136,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0,0,0,150,420,100,923,923,923,923,1047,1047,149,149,149,20,20,20,20,20,20,14,14,14,14,29
Mauritania,136,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,34,168,31,293,293,293,293,345,345,95,95,95,14,14,14,14,14,14,6,6,6,6,18
Mauritius,137,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,1052,300,300,300,673,154,0,0,0,0,0,960,960,960,960,273,203,310,2343,1401,573,451,314,2585,510,103,1351
Mauritius,137,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,170,152,152,152,192,49,0,0,0,0,0,292,292,292,292,280,206,131,284,185,223,160,188,719,357,80,158
Mauritius,137,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,44,44,44,44,7,16,3,76,2,1,5,5,1,1,31,1
Mauritius,137,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,34,34,34,34,24,140,4,48,16,1,3,12,10,2,29,1
Mauritius,137,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,36,36,36,36,36
Mauritius,137,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,20,20,20,20,20
Mauritius,137,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,0,0,0,0,87,0,0,0,0,0,3258,3258,3258,3258,630,400,23,297,579,522,556,221,96,105,128,31
Mauritius,137,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,0,0,0,0,21,0,0,0,0,0,623,623,623,623,482,251,22,34,31,255,154,194,125,97,114,30
Mexico,138,Sawnwood,1872,Export Quantity,5916,44300,44700,27700,20200,19300,12700,13100,27800,32000,30400,36600,42000,28800,7000,26648,238,1100,400,1900,400,600,700,31200,31200,25000,31800,61300,190300,157100,132800,370400,640744,136809,185600,262200,417300,417800,330000,172300,168200,44000,47249,38001,51197,47600,41576,37354,24077,12553,9706,11634,8978,13917,13805,11029,9890,6886,7894,13140
Mexico,138,Sawnwood,1872,Export Value,5922,1027,2072,673,467,500,324,450,2164,2349,3005,4303,5105,4200,1200,4855,71,149,61,563,246,359,225,3725,3725,982,5731,11158,34625,86997,89780,63066,131203,43454,45084,111282,153067,185934,148683,64631,40293,22774,20810,13429,21280,18938,16775,16596,13228,8301,6114,6124,7997,10130,7934,4970,5801,4168,2646,7573
Mexico,138,Veneer sheets,1634,Export Quantity,5916,600,300,200,100,,,100,,,100,100,100,100,200,100,400,100,100,100,300,300,300,300,300,300,300,200,2400,300,100,100,256,300,100,5100,1900,2000,1200,1800,3900,400,2275,2227,2783,1873,2591,2366,1804,1084,1080,856,342,1013,1070,305,209,449,453,1171
Mexico,138,Veneer sheets,1634,Export Value,5922,87,38,30,16,0,,11,,,50,41,23,325,266,150,600,96,96,129,275,275,371,371,371,371,371,152,209,205,186,183,271,304,127,2535,970,1380,2309,3627,6392,1165,6365,4111,5397,4488,6336,5253,4525,3061,2977,2350,852,2667,2129,699,596,807,1307,2590
Mexico,138,Wood pulp,1875,Export Quantity,5910,300,1300,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,257,257,0,4900,22000,9100,2200,2100,15500,36400,36400,36400,36400,20000,20000,25,68,194,371,252,131,66,241,168,7009,13605,3245,3538
Mexico,138,Wood pulp,1875,Export Value,5922,29,150,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,127,127,0,3813,10756,4838,937,969,9139,26000,26000,26000,26000,13000,13000,42,56,186,579,269,127,65,230,188,3825,6996,1584,1896
Mexico,138,Wood-based panels,1873,Export Quantity,5916,5200,7500,10300,6700,4900,2937,2816,3353,8518,2269,3138,3333,2685,1664,2206,5001,12700,15700,6400,23400,4900,400,14300,14300,15000,12900,11700,10600,6600,2700,2100,29280,20949,28477,153400,110100,108200,36700,59600,210300,35300,34866,169243,233995,136641,224114,74582,35274,62691,49241,57407,37047,39112,33971,29278,21907,64516,83939,81115
Mexico,138,Wood-based panels,1873,Export Value,5922,683,936,1198,724,552,335,339,364,855,232,290,366,329,233,323,1000,2537,3199,1952,7100,1700,132,8653,8653,9451,3664,4116,3839,2446,1356,957,8339,4512,5730,38574,29543,26515,9658,19962,45940,7690,9438,25688,33667,25678,40545,18431,10046,16507,13524,16552,19621,35329,19754,10348,8396,20399,29723,31972
Micronesia (Federated States of),145,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Micronesia (Federated States of),145,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Micronesia (Federated States of),145,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Micronesia (Federated States of),145,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Micronesia (Federated States of),145,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Micronesia (Federated States of),145,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Mongolia,141,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,30600,20500,59000,60100,82600,,,,,1200,300,300,300,,0,17701,67,23277,122,122,26117,90836,46000,45000,114600,190641,290038,65851,3112,3112,3112,3112,3112,3112,3112,3112,84,84,49,49,49,49,484,67,59,21,0,0
Mongolia,141,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,1920,1282,3632,3900,6400,,,,,200,70,70,70,,0,2830,20,2883,99,99,4541,6587,3860,3900,9973,14458,24547,6039,456,456,456,456,456,456,456,456,187,187,36,36,36,36,227,38,15,4,0,0
Mongolia,141,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,2,2,2,2,67,565,565,565,565,565,565,565,565,57,57,57,57,57,57,57,0,0,4,0,0
Mongolia,141,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,1,1,1,1,8,73,73,73,73,73,73,73,73,17,17,17,17,17,17,17,0,0,2,0,0
Mongolia,141,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,98,98,98,98,98,159,159,159,159,159
Mongolia,141,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,48,48,48,48,48,85,85,85,85,85
Mongolia,141,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,9,9,77,77,77,77,77,77,77,77,77,77,77,77,21,21,21,21,21,24,5,5,5,24,28
Mongolia,141,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,37,37,37,37,37,37,37,37,37,37,37,37,17,14,14,14,14,25,8,8,8,50,44
Montenegro,273,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49260,49260,52120,51681,51681,138965,91235,119000,152800,192000,197000,245491,119470,134284
Montenegro,273,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6387,6387,14981,14556,14556,18378,14079,14523,18547,19240,19886,27733,23536,26454
Montenegro,273,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,14,0,0,214,149,150,150,150,963,1295,850,1061
Montenegro,273,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,42,28,0,0,125,67,67,67,67,330,513,336,419
Montenegro,273,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,273,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,273,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11420,11420,5168,702,702,76,149,150,150,150,25,349,888,957
Montenegro,273,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687,1687,1735,268,268,53,44,44,44,44,13,228,597,652
Morocco,143,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264,3992,581,600,500,200,0,0,19000,0,301,83,918,918,337,174,4,4,4,40,207,23,826,63,112,267,460,2552
Morocco,143,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596,3657,747,736,529,230,0,0,21901,0,66,116,261,261,256,139,13,13,13,36,203,10,1091,36,95,197,299,1752
Morocco,143,Veneer sheets,1634,Export Quantity,5916,500,400,400,400,900,900,400,600,400,300,300,300,300,200,200,1100,1300,1000,1700,2300,1600,1600,1000,4600,2300,1000,1000,,,,,1020,835,200,400,1000,200,1000,1000,0,0,0,6,268,268,574,135,5,5,5,44,39,364,590,159,38,69,11,6
