# File: GCAMDATA_FAOSTAT_LandCover_229Regs_3Covers_1973to2020.csv
# Title: FAO cropland, Temporary Crop (harvested cropland), and fallow area by country_year
# Units: 1000 Ha
# Description:  Data is cleaned and generated by gcamdata-FAOSTAT
# Data source: FAOSTAT (domain:RL FAO.udpate:2022-06-20T00:00:00)
# Date of CSV last update: 2022-09-14
# Column types: iciciccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element_code,element,unit,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
28,Myanmar,6621,Arable land,5110,Area,1000 ha,9485,9494,9505,9518,9550,9558,9567,9573,9605,9620,9613,9591,9593,9596,9574,9552,9538,9567,9554,9534,9579,9534,9540,9543,9559,9556,9690,9909,9990,9862,9851,9912,10059,10336,10577,10694,10794,10811,10786,10751,10772,10816,10932.9999,10948,11061.6,11080.3,10990.4,11018
28,Myanmar,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9304,9240,9267,9395,9620,9968,10279,10430,10537,10570,10556,10429,10332,10359,10489.9999,10498,10596.6,10615.3,10488.4,10511
28,Myanmar,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,622,584,517,439,368,298,264,257,241,230,322,440,457,443,450,465,465,502,507
29,Burundi,6621,Arable land,5110,Area,1000 ha,930,930,930,935,942,935,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,940,940,950,950,960,960,975,986,990,985,956,939,942,945,948,950,1000,1100,1200,1200,1200,1200,1200,1200,1200,1200
29,Burundi,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687.9928,697.2669,696.7958,700.512,681.7285,675.0296,678.324,687.973,695.7664,701.0575,745.4069,823.7715,905.9041,908.3164,905.7387,906.2866,907.5971,905.2859,909.3898,911.2338
29,Burundi,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.5611,144.1991,151.3877,144.8226,140.156,137.3333,136.3084,130.422,127.0064,128.2451,130.632,144.4705,153.2019,150.4394,154.1459,154.9816,155.0017,156.7814,151.8172,149.0102
32,Cameroon,6621,Arable land,5110,Area,1000 ha,5450,5500,5550,5600,5666,5639,5898,5910,5910,5910,5910,5910,5910,5930,5930,5940,5940,5940,5950,5960,5960,5960,5960,5960,5960,5960,5960,5960,5960,5960,5960,5960,5963,5963,5963,5963,5963,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200
32,Cameroon,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4205.5764,4214.7167,4194.8513,4238.6312,4252.2456,4286.6895,4293.8919,4341.1461,4376.4297,4575.3229,4621.5229,4643.0757,4680.5047,4692.9682,4679.6497,4682.481,4689.2518,4677.3106,4698.514,4708.0411
32,Cameroon,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871.4506,871.6295,911.3845,876.2872,874.2157,872.1178,862.8522,822.9699,798.8808,836.9682,809.9182,814.2885,791.5431,777.2703,796.4206,800.7381,800.8423,810.0373,784.389,769.8862
33,Canada,6621,Arable land,5110,Area,1000 ha,38812,38934,39056,39176,39456,39736,40016,40296,40578,40778,40978,41178,41378,41579,41526,41473,41420,41367,41317.4099,41266,41214,41162,41110,41059,41037,41015,40993,40971,40948,40615,40282,39949,39616,39283,38884,38485,38086,37687,37285,37534,37783,38032,38282,38530,38509,38690,38648,38235
33,Canada,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28954,28725,28496,28267,28038,27808,27915,28022,28129,28236,28343,29058,29773,30488,31204,31919,31747,32255,32415,32283
33,Canada,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4680,4445,4210,3975,3740,3506,3222,2938,2654,2370,2085,1847,1609,1371,1133,894,890,713,689,698
35,Cabo Verde,6621,Arable land,5110,Area,1000 ha,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,40,40,41,41,41,41,41,42,42,44,44,44,44,46,47,47,48,48,48,48,50,50,50,50,55,55,50,50,50,50,50,50,50
35,Cabo Verde,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4591,33.2369,33.0802,34.1366,34.229,34.5063,34.5643,36.4007,36.6965,36.8978,37.2703,41.1886,41.5206,37.8465,37.7391,37.7619,37.8165,37.7202,37.8912,37.9681
35,Cabo Verde,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.726,6.8736,7.1871,7.0573,7.0371,7.0202,6.9456,6.9006,6.6986,6.7497,6.5316,7.2235,7.0218,6.2683,6.4227,6.4576,6.4584,6.5326,6.3257,6.2088
36,Cayman Islands,6621,Arable land,5110,Area,1000 ha,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
36,Cayman Islands,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1411,0.1414,0.1408,0.1422,0.1426,0.1438,0.144,0.1456,0.1468,0.1476,0.1491,0.1498,0.151,0.1514,0.151,0.151,0.1513,0.1509,0.1516,0.1519
36,Cayman Islands,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292,0.0292,0.0306,0.0294,0.0293,0.0293,0.0289,0.0276,0.0268,0.027,0.0261,0.0263,0.0255,0.0251,0.0257,0.0258,0.0258,0.0261,0.0253,0.0248
37,Central African Republic,6621,Arable land,5110,Area,1000 ha,1800,1810,1820,1830,1840,1850,1860,1870,1870,1880,1890,1900,1900,1920,1920,1920,1920,1920,1920,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1910,1930,1930,1930,1930,1898,1866,1834,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
37,Central African Republic,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361.8729,1364.8328,1344.3231,1372.5769,1376.2928,1387.441,1389.7722,1381.7701,1369.515,1353.41,1341.7325,1347.9897,1358.8562,1362.4746,1358.608,1359.43,1361.3957,1357.9289,1364.0847,1366.8506
37,Central African Republic,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.1979,282.2559,292.0712,283.7641,282.9509,282.2719,279.273,261.9482,249.9935,247.5806,235.1375,236.4063,229.8028,225.6591,231.2189,232.4723,232.5026,235.1721,227.7258,223.5153
38,Sri Lanka,6621,Arable land,5110,Area,1000 ha,828,834,850,900,950,1000,900,900,900,857,869,872,876,887,895,898,901,900,903,905,880,883,886,887,888,889,905,915,916,936,950,900,1100,1050,1000,1200,1200,1200,1300,1300,1300,1300,1300,1310,1320.2,1371.6,1371.5728,1372
38,Sri Lanka,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,908.5,922,873.5,1067.6,1019.1,970.6,1164.7,1164.7,1164.7,1261.7,1261.7,1261.7,1261.7,1261.7,1271.5,1281.4,1331.2,1331.2167,1334
38,Sri Lanka,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4113,13.7341,14.457,13.4902,16.5568,16.076,15.1984,17.9121,17.7745,18.1851,19.6518,20.0313,19.9514,19.7537,20.0631,20.315,20.5677,21.4919,21.0823,19.6089
39,Chad,6621,Arable land,5110,Area,1000 ha,2907,2917,2997,3095,3095,3143,3140,3137,3135,3132,3130,3127,3130,3180,3180,3203,3223,3273,3322,3342,3370,3390,3420,3400,3600,3600,3600,3600,3900,3700,3800,3800,3900,3900,3900,3900,4000,4200,4300,4650,5000,5200,5200,5200,5200,5200,5200,5200
39,Chad,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2751.9712,2616.5188,2674.5696,2702.483,2781.1098,2803.6373,2808.3479,2839.2537,2935.7234,3099.4123,3205.2498,3482.3068,3774.6006,3936.0378,3924.8675,3927.2421,3932.9208,3922.9057,3940.6891,3948.6796
39,Chad,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570.2445,541.1123,581.0841,558.7066,571.7661,570.394,564.334,538.2496,535.8919,566.9785,561.7174,610.7164,638.3412,651.9041,667.9656,671.5868,671.6742,679.3861,657.8746,645.711
40,Chile,6621,Arable land,5110,Area,1000 ha,4102,4152,4152,4198,4095,3992,3889,3836,3733,3580,3528,3475,3444,3354,3076,3059,3070,2802,2685,2440,2304,2276,2120,1985,1982,1979,1800,1750,1750,1650,1500,1500,1450,1350,1262,1312,1310,1271,1317,1283,1309,1289.2,1313,1269.8,1282,1213,1168,1197
40,Chile,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.3,954.4,867.7,867.7,838.7,780.9,730,762.5,795,756,802,768,794,774.2,798,754.8,767,698.3,653.4,682.3
40,Chile,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582.2893,500.9008,480.7087,467.0607,436.6961,412.1711,420,416.4581,403.6517,394.6219,395.6886,387.5535,384.3624,371.7227,387.9126,377.1833,380.8568,364.4958,339.8607,341.8593
41,"China, mainland",6621,Arable land,5110,Area,1000 ha,97920,98460,96990,96803.3333,96616.6667,96430,96299.5,96175,96790,101700,107300,114000,120100,120500,120200,120900,122200,123800,124875,122900,121300,120700,119580,119339,119039.25,119039.5,119039.75,119040,119633.8444,120027.6889,120221.5333,120415.3778,120659.2222,121003.0667,120946.9111,121190.7556,121384.6,120768.3,120038.6,119358.4,119163.4,119057.3,118998.7,118920.9,118881,118881,118881,118881
41,"China, mainland",6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84417.6641,84879.6484,84616.0154,85636.9762,86042.7047,86986.8483,87092.5649,88228.5393,89087.9025,89121.6084,89477.6039,89385.4985,89958.8474,90118.0842,89818.1024,89813.6854,89913.3776,89684.4128,90090.9743,90273.6505
41,"China, mainland",6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17492.4476,17553.6368,18383.9001,17704.4381,17689.4493,17697.2876,17501.1409,16725.8667,16262.2545,16303.101,15680.8782,15676.1573,15213.3817,14925.7583,15285.9699,15358.7894,15355.6342,15531.9428,15040.153,14762.0712
44,Colombia,6621,Arable land,5110,Area,1000 ha,3604,3619,3635,3650,3666,3681,3697,3712,3728,3743,3759,3774,3790,3805,3824,3639,3472,3305,3038,3070,2923,2832,2399,2433,2539,2551,2536,2818,2434,2211,2264,2238,2026,1904.6,1998,1830,1775,1763,1586,1578,1682,1706.7,1731.5,1756.2,6019,6021,5971,4877.9429
44,Colombia,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2289.5,2079.7,2129.6,2136,1870,1796.4,1838,1764,1702,1651,1493,1501,1636,1624.2,1612.5,1600.7,4751,4752,4771,4877.9429
44,Colombia,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.5,131.3,134.4,102,156,108.2,160,66,73,112,93,77,46,82.5,119,155.5,1268,1269,1200,0
45,Comoros,6621,Arable land,5110,Area,1000 ha,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,66
45,Comoros,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.8662,45.9659,45.7492,46.2267,46.3518,46.7273,46.8058,47.3209,47.7055,47.9671,48.4515,48.6774,49.0698,49.2005,49.0608,49.0905,49.9178,49.7907,50.0164,50.1179
45,Comoros,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5041,9.506,9.9396,9.5568,9.5294,9.5066,9.4056,8.9708,8.7082,8.7747,8.4911,8.5369,8.2984000000000009,8.1488,8.3496,8.3948,8.5251,8.623,8.3499,8.1956
46,Congo,6621,Arable land,5110,Area,1000 ha,524,526,527,531,528,483,485,488,491,516,520,522,528,525,498,500,502,479,481,480,485,473,475,477,490,491,495,490,490,490,490,490,490,490,490,490,500,510,530,530,550,550,550,550,550,550,550,550
46,Congo,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.7605,346.5119,344.8787,348.4781,349.4215,352.2519,352.8437,356.7267,366.9654,376.3572,395.0657,396.9081,415.2061,416.3117,415.1302,415.3814,415.982,414.9227,416.8037,417.6488
46,Congo,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.6461,71.6608,74.9293,72.0437,71.8373,71.6649,70.9035,67.6262,66.9865,68.8474,69.2349,69.6085,70.2175,68.9514,70.6502,71.0332,71.0425,71.8581,69.5829,68.2964
47,Cook Islands,6621,Arable land,5110,Area,1000 ha,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.8,1.69,1.58,1.47,1.36,1.25,1.14,1.03,0.92,0.81,0.7,0.55,1,1,1,1,1,1,1,1,1
47,Cook Islands,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1925,1.1173,1.0346,0.9672,0.8914,0.8195,0.7417,0.6698,0.5945,0.5166,0.41,0.7489,0.7549,0.7569,0.7548,0.7552,0.7563,0.7544,0.7578,0.7594
47,Cook Islands,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2471,0.2311,0.2248,0.2,0.1833,0.1667,0.149,0.127,0.1085,0.0945,0.0718,0.1313,0.1277,0.1254,0.1285,0.1292,0.1292,0.1307,0.1265,0.1242
48,Costa Rica,6621,Arable land,5110,Area,1000 ha,283,283,283,283,283,283,283,283,283,283,283,283,285,285,285,280,260,260,260,250,230,230,220,210,210,210,220,210,210,200,210,210,210,210,200,200,220,225,232,232,232,225,253.5,267.5,251.5,252.5,254.5,244.5
48,Costa Rica,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.6509,162.8779,169.8466,172.4319,171.1129,172.0332,162.7977,164.3132,180.2302,183.8428,190.4323,189.4078,190.0484,177.5,206,217.5082,204.6703,204.6649,207.7502,199.0893
48,Costa Rica,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.3491,37.1221,40.1534,37.5681,38.8871,37.9668,37.2023,35.6868,39.7698,41.1572,41.5677,42.5922,41.9516,47.5,47.5,49.9918,46.8297,47.8351,46.7498,45.4107
49,Cuba,6621,Arable land,5110,Area,1000 ha,2784,2636,2870,3027,3031,3036,2979,2980,3000,3050,3100,3107,3168,3250,3330,3380,3401,3391,3435,3575,3630,3686,3684,3485,3628,3574,3610,3504,3739,3798,3752,3706,3672,3634,3573,3508.6,3446,3384,3321.2,3134.9,3156.4,3087.97,3013.7,2989.2,2908.6,2908.6,2908.6,2908.6
49,Cuba,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2647.1,2727.9,2623.6,2512.3,2429.5,2325,2207.2,2165.2,2125.9,2086.8,2047.9,1649.7,1585.2,1613.87,1589.6,1577,1428.7,1428.7,1428.7,1428.7
49,Cuba,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,929,989,1056,1106,1174,1233,1213,1192,1171.5,1151,1365.2,1456.3,1362.2,1324.7,1304.4,1356,1356,1356,1356
50,Cyprus,6621,Arable land,5110,Area,1000 ha,307,212,116.4,114,112,110,108,107.2,110.4,115,116,115,102.8,103.2,103.4,103.4,104.4,105.6,106.2,107.6,108.7,99.4,99.1,99,98.1,100.1,101.1,98.4,98,100,112,113,123,115,109.8,82.4,86.9,82.6,84,85.8,79.73,80.18,98.38,81.6,94.33,104.005,96.2615,102.4016
50,Cyprus,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,93,107,102,102,97,93.4,70.6,73.1,73.1,71.7,74.4,69.1,67.7,81.5,69.7,76.7,87.1,78.5942,86.9184
50,Cyprus,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,11,21,18,16.4,11.8,13.8,9.5,12.3,11.4,10.3,12.1,16.57,11.47,17.45,16.665,17.4982,14.4443
51,Czechoslovakia,6621,Arable land,5110,Area,1000 ha,5184,5161,5126,5125,5126,5112,5079,5035,5036,5036,5035,5030,5018,5010,5000,4986,4976,4964,4851,4819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Czechoslovakia,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Czechoslovakia,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Azerbaijan,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,1704.5,1715.8,1723.6,1726.3,1784.8,1801.2,1809.7,1824.9,1825.6,1835.7,1837.3,1838.5,1840.7,1843.2,1841.3,1854,1860.2,1874,1884.1,1885.7,1896.8,1925.3,1926.5,1937.7,1999,2094.5,2097.9,2096,2084.3
52,Azerbaijan,6630,Land under temporary crops,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1775.9,1783.2,1785.6,1790.8,1797.6,1795.5,1808.4,1818.4,1832.5,1842.7,1843.8,1855,1884.3,1885.6,1897.5,1959,2054.7,2057.9,2056.6,2045.2
52,Azerbaijan,6640,Land with temporary fallow,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,59.8,54.1,52.9,49.9,45.6,45.8,45.6,41.8,41.5,41.4,41.9,41.8,41,40.9,40.2,40,39.8,40,39.5,39.2
53,Benin,6621,Arable land,5110,Area,1000 ha,1300,1330,1370,1400,1430,1450,1470,1500,1530,1550,1560,1570,1580,1590,1600,1610,1620,1615,1620,1630,1650,1700,1790,1950,2100,2250,2300,2380,2450,2550,2650,2650,2654,2500,2500,2500,2500,2500,2500,2600,2700,2700,2700,2800,2800,2800,2800,2800
53,Benin,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728.8024,1803.2764,1865.1604,1884.6263,1892.5809,1797.2034,1800.223,1820.0344,1834.8271,1844.8883,1863.5173,1947.0963,2038.2843,2043.712,2037.912,2114.6688,2117.7266,2112.3338,2121.9095,2126.2121
53,Benin,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.2305,372.9287,405.2297,389.6243,389.0942,365.6372,361.7525,345.0318,334.9324,337.4872,326.5799,341.4758,344.7043,338.4887,346.8283,361.6237,361.6707,365.8233,354.2402,347.6905
54,Denmark,6621,Arable land,5110,Area,1000 ha,2653,2641,2650,2657,2637,2643,2642,2639,2637,2630,2593,2612,2601,2594,2578,2560,2545,2561,2548,2539,2533,2365,2319,2322,2365,2366,2294,2281,2292,2276,2266,2269,2332,2347,2306,2402,2431,2421,2499,2418,2407.6,2432,2351.651,2370.5,2367.4,2388.4,2395.932,2370.93
54,Denmark,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854,1845,1821,1836,1851,1860,1824,1877,1862,1824,1908,1824,1815.6,1849,1831.651,1825.6,1842,1818,1794.368,1768.33
54,Denmark,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,17,13,11,10,33,35,25,25,26,22,27,33.9,37.3,76.4,76.972,81.727
55,Dominica,6621,Arable land,5110,Area,1000 ha,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,4,4,4,4,3,3,3,3,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6
55,Dominica,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5282,3.5358,3.5192,3.5559,3.5655,3.5944,3.6004,3.6401,4.4036,4.4277,4.4724,4.4933,4.5295,4.5416,4.5287,4.5314,4.538,4.5264,4.5469,4.5562
55,Dominica,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7311,0.7312,0.7646,0.7351,0.733,0.7313,0.7235,0.6901,0.8038,0.81,0.7838,0.788,0.766,0.7522,0.7707,0.7749,0.775,0.7839,0.7591,0.7451
56,Dominican Republic,6621,Arable land,5110,Area,1000 ha,865,885,915,960,990,1015,1040,1070,1075,1075,1075,1075,1075,1075,991,991,995,900,900,900,900,900,930,935,860,870,850,898,898,898,820,820,820,820,820,800,800,800,800,800,800,800,877,877,877,877,877,877
56,Dominican Republic,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633.659,635.0362,577.144,583.1674,584.7462,589.4827,590.4731,582.411,587.1447,590.3642,596.3255,599.1065,603.9361,605.5443,661.944,662.3445,663.3022,661.6131,664.6124,665.96
56,Dominican Republic,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.3025,131.3294,125.3918,120.563,120.2175,119.929,118.6548,110.4102,107.1784,107.9959,104.5056,105.0695,102.1346,100.2929,112.655,113.2657,113.2804,114.5811,110.9531,108.9016
57,Belarus,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,6084,6104,6225,6232,6230,6175,6187,6182,6133,5761,5616,5569,5548,5542,5540,5519,5516,5544,5535,5529,5522,5559.7,5662.1,5677.4,5683.8,5727,5712,5713,5660
57,Belarus,6630,Land under temporary crops,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4065.1553,3971.4512,3919.6521,3945.6252,3952.0284,3982.6027,3974.1723,4015.724,4068.9126,4084.5826,4121.3549,4135.3329,4197.1294,4285.8154,4285.2005,4292.6267,4331.5073,4309.161,4329.4533,4297.9859
57,Belarus,6640,Land with temporary fallow,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,77,131,121,120,62,27,27,27,27,24,22,22,22.1,22.5,22.6,22.6,22.8,22.7,22.7,22.5
58,Ecuador,6621,Arable land,5110,Area,1000 ha,1740,1753,1720,1680,1650,1610,1580,1542,1600,1552,1560,1575,1590,1605,1616,1625,1583,1604,1644,1633,1569,1621,1574,1607,1609,1602,1610,1616,1500,1360,1299,1277,1296,1233,1195,1236,1199.4,1186.4,1155.7,1147.9,1194,970,1068,976,1033,968,989,1038
58,Ecuador,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189,1078,990,1073,1098,1043,1008,1001,1028.6,992.4,982.3,1020.9,1003,876,951,850,904,799,770,823
58,Ecuador,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,282,309,204,198,190,187,235,170.8,194,173.4,127,191,94,117,126,129,168,219,215
59,Egypt,6621,Arable land,5110,Area,1000 ha,2723,2707,2691,2596,2499,2395,2304,2286,2307,2281.24,2264.74,2275.26,2305,2318,2288,2310,2296,2284,2267,2615.28,2616.18,2612.66,2817,2710.46,2778.92,2793.62,2994,2801,2861,2936,2906,2965,2563,2605,2564,2642,2884,2873,2808,2829,2707.97,2640.19,2865.8771,2786.7654000000002,2911.9688,3049,3219,3365
