# File: EIA_923_generator_gen_fuel_2023.csv# Title: EIA Form 923 generation data for year 2023# Unit: MWh# Comments: Selected columns from original form# Source: https://www.eia.gov/electricity/data/eia923/archive/xls/f923_2023.zip; EIA923_Schedules_2_3_4_5_M_12_2023_Final; Page 4 Generator Data from file# Column types: cicn# ----------State,Plant.Id,Generator.Id,Net.Generation.Year.To.Date
TX,52176,GEN3,0
DE,52193,G3,18318
DE,52193,G4,67160
DE,52193,G2,186472
DE,52193,G1,0
GA,54004,GEN1,150181
CA,54015,GEN2,39940
NY,54034,GEN1,16160
NY,54034,GEN2,8570
NY,54041,GEN2,22172.26
NY,54041,GEN3,19992.67
NY,54041,GEN1,22536.01
NY,54041,GEN4,31298.02
NY,54076,GEN1,19345
NY,54076,GEN2,16877
VA,54081,GEN3,5367
VA,54081,GEN4,51568
ME,54085,GEN1,0
ME,54085,GEN3,0
ME,54085,GEN2,6727
SC,54087,GEN3,156877
SC,54087,GEN1,150532
SC,54087,GEN2,161203
LA,54091,GEN1,194254
LA,54091,GEN2,206410
LA,54091,GEN3,196297
AL,54096,GEN2,158930.61
AL,54096,GEN1,55588.889
AL,54096,GEN4,227346.22
AL,54096,GEN3,20812.582
TX,54097,GEN2,286145.65
TX,54097,GEN1,92044.352
WI,54098,GEN4,0
WI,54098,GEN2,55969
WI,54098,GEN3,32883
WI,54098,GEN1,24916
NY,54099,GEN1,177245.04
MS,54100,GEN1,0
MS,54100,GEN2,206736
GA,54101,GEN2,241916
GA,54101,GEN1,239216
AR,54104,GEN1,50347.088
AR,54104,GEN2,16574.951
AR,54104,GEN4,203692.35
AR,54104,GEN3,225597.55
NY,54114,GEN2,197249
NY,54114,GEN1,142610
NY,54114,GEN3,83599
NY,54131,GEN1,49285
NY,54131,GEN2,0
IA,54201,GEN4,0
IA,54201,GEN3,30230
IA,54201,GEN6,25387
IA,54201,GEN5,15091
OH,54207,GEN2,0
OH,54207,GEN3,35121
OH,54207,GEN1,12407
ND,54210,G1,91843.127
MN,54211,G2,15931
MN,54211,G1,23896
MN,54212,G2,23413
MN,54212,G1,23414
ND,54213,G1,42766
MN,54214,G1,11400
MN,54214,G2,17100
AL,54216,GEN7,139284
MN,54224,GEN2,7110.061
MN,54224,GEN1,9342.761
MN,54224,GEN3,31410.453
MA,54225,TG2,6850
MA,54228,2,2692.72
CT,54236,TG 4,2228.858
CT,54236,TG5,12790.236
CT,54236,TG 3,1480.783
CA,54238,STG,326252
PA,54250,1,8383
MN,54262,4,19513.49
NV,54271,CTG1,75744
NV,54271,CTG2,72751
NV,54271,STG,60589
NC,54276,TG3,23759
GA,54281,577A,103894
WY,54318,TG1,112262
WY,54318,TG2,111731
TX,54321,3N80,98377
RI,54324,GEN2,397303
RI,54324,GEN1,289870
RI,54324,GEN3,394924
PA,54333,G001,40050.44
PA,54333,G502,2637.16
OH,54335,GEN2,13933.08
TX,54338,GENA,25
TX,54338,GEND,22
TX,54338,GENC,3
TX,54338,GENB,24
NV,54349,GTB,102543
NV,54349,GTC,132427
NV,54349,GTA,135630
NV,54349,STM,135452
NV,54350,GTA,108124
NV,54350,GTC,113518
NV,54350,GTB,115707
NV,54350,STM,122000
GA,54358,1,149993.34
GA,54358,2,149689.67
GA,54358,3,83032.176
FL,54365,APC2,181833.29
FL,54365,APC1,131121.69
FL,54365,APC3,77998.67
CO,54372,GT2,1190.32
CO,54372,GT1,1254.99
CO,54372,ST1,0
WY,54374,NO3,0
WY,54374,NO2,5.82
WI,54407,2,0
WI,54407,1,0
WI,54408,1,0
NH,54409,GEN1,2066.1
NH,54409,GEN3,7384.61
NH,54409,GEN2,1740.18
MI,54415,GEN2,130883
FL,54426,GT1,271639
FL,54426,ST1,128085
LA,54427,NO8,78480.327
LA,54427,NO9,193881.7
LA,54427,NO10,130023.87
AL,54429,GEN2,388270.42
GA,54464,3,23209.03
GA,54464,4,147263.14
GA,54464,5,123120.75
GA,54464,2,34747.409
GA,54464,1,30971.143
FL,54466,GEN1,1015327
WY,54472,GEN1,91232.38
WA,54476,GEN1,577696
WA,54476,GEN2,257177
CA,54517,GEN3,33981
LA,54518,ST1,53860
LA,54518,ST2,34550
MN,54533,1,30067
WA,54537,CT1A,500856
WA,54537,CT1B,500856
WA,54537,ST1,527615
NY,54547,2,696427.02
NY,54547,3,601037.22
NY,54547,4,663771
NY,54547,1,581163.86
NY,54547,5,764607.35
NY,54547,6,735535.48
AL,54550,901A,17294
AL,54550,901B,12414
AL,54550,901C,17929
AL,54550,901,0
IL,54556,TGO1,105142
IL,54556,TGO2,111011
WA,54562,7,106872
WA,54562,6,63981
NY,54574,GEN1,130078
NY,54574,GEN2,29318
NY,54574,GEN3,75049
MA,54586,TRENT,0
MA,54586,VAX,0
NY,54592,GEN1,14128
NY,54592,GEN2,7740
NY,54593,GEN1,4330
NY,54593,GEN2,1790
NC,54618,900,6806
NC,54618,7500,55586
MA,54620,NO-1,36397
PA,54625,TGI,183447
CA,54626,TG01,212068
FL,54627,GEN1,19887
FL,54627,GEN2,25618
PA,54634,SNCP,647094
PA,54638,PT1,65100
NJ,54640,GEN1,83005
NJ,54640,GEN2,79657
NJ,54640,GEN3,82821
HI,54646,CT2,510588
HI,54646,CT1,510961
HI,54646,ST,283679
NC,54656,NO3,314102.49
NC,54656,NO 1,65649.622
NM,54667,9,67302
NM,54667,7,0
TX,54676,G82,551566.15
TX,54676,G81,606101.55
TX,54676,G83,601081.95
TX,54676,G84,927868.42
ID,54690,6500,43475
ID,54690,500,0
ID,54690,2250,5850
AZ,54694,GEN1,99286
AZ,54694,GEN2,49989
PA,54746,WFI1,315837
CA,54749,CTG,10898
CA,54749,STG,2725
MI,54751,GEN1,114765
AL,54752,NO1,239446
AL,54752,NO2,209373
CT,54758,GEN1,101884
OR,54761,GEN4,1017621
OR,54761,GEN2,813247
OR,54761,GEN1,512488
OR,54761,GEN3,646183
AL,54763,4TG,217488.25
AL,54763,2TG,73241.276
IA,54775,GEN6,1478.862
IA,54775,GEN12,4112.965
IA,54775,GEN13,529.125
IL,54780,T12,12231.407
IL,54780,T10,13869.901
IL,54780,T2,119.231
IL,54780,T3,1695.313
IL,54780,T7,28613.54
IL,54780,T4,0
IL,54780,T1,127.614
IL,54780,T6,20422.941
IL,54780,T11,3524.761
PA,54785,GEN1,300418
AL,54789,3TG,55790.549
AL,54789,2TG,56666.342
AL,54789,4TG,378088.36
MD,54795,GEN2,3387.94
MD,54795,GEN1,4571.029
MD,54795,GEN4,41647.251
AL,54802,GEN1,248086
AL,54802,GEN2,299594
MA,54805,GT-1,143484
MA,54805,ST-1,66770
NY,54808,GT1,36155
NY,54808,GT2,38036
NY,54808,T1,0
WA,54809,TG3,1.94
WA,54809,TG2,0
WA,54809,TG3,1196.01
TX,54817,GT-1,726224.45
TX,54817,ST-1,379401.92
NJ,54829,GEN2,0
MD,54832,1,183265
MD,54832,2,213961
MD,54832,3,253585
VA,54844,GOR2,468746
VA,54844,GOR1,449265
VA,54844,GOR3,0
VA,54844,GOR4,0
KY,54850,1,924
KY,54850,2,0
MI,54867,M387,0
ND,54908,GEN1,0
ND,54908,GEN2,0
CA,54912,GTG2,294994
CA,54912,GTG1,319632
CA,54912,STG1,116853
NY,54914,1,795823
NY,54914,2,875439
NY,54914,4,222382
NY,54914,3,128229
MI,54915,G101,699933
MI,54915,G001,356497
OR,54950,CTG1,332.71
OR,54950,STG1,0
MI,54965,ACTG,0
MI,54965,EACTG,0
OH,54974,UNT1,1754
OH,54974,UNT2,5372
IN,54995,17TG,663048
VA,54998,1430,14192
VA,54998,1420,8812
VA,54998,1410,26844
MN,55010,CTG1,682704
MN,55010,STG1,343328
WI,55011,CTG1,429492.93
WI,55011,STG1,234381
MA,55026,UNT1,358365
GA,55040,CT2,48924
GA,55040,CT1,52048
GA,55040,ST1,45573
MA,55041,GEN2,70140
CT,55042,GEN2,844923
CT,55042,GEN1,836215
CT,55042,GEN3,890801
SC,55043,GT1,77006.36
SC,55043,ST1,39405.28
AL,55044,STG1,79303.494
AL,55044,STG2,79117.198
TX,55047,CTG1,934083
TX,55047,CTG3,1074243
TX,55047,CTG2,1083373
TX,55047,STG1,413266
TX,55047,STG2,1161843
RI,55048,UNT1,1093745
RI,55048,UNT2,559454
TX,55062,GTG1,853666
TX,55062,GTG2,765278
TX,55062,GTG3,787603
TX,55062,STG1,1767416
MS,55063,CTG1,1191777
MS,55063,CTG2,785289
MS,55063,CTG3,1005945
MS,55063,STG2,462278
MS,55063,STG1,738794
MS,55063,STG3,609963
TX,55065,GEN2,668441
TX,55065,GEN1,738037
TX,55065,GEN3,679392
ME,55068,GEN2,254311
ME,55068,GEN1,323173
ME,55068,GEN3,359437
AR,55075,CT01,994232
AR,55075,ST01,219121
MS,55076,RHGF,2545789
NV,55077,ED02,509690
NV,55077,ED01,532551
NV,55077,ED03,605170
MA,55079,CT01,418511
MA,55079,ST01,206944
CA,55084,GE1,1479637
TX,55086,GT1A,106565
TX,55086,GT1B,249348
TX,55086,STG,124671
MI,55087,2B,1057392
MI,55087,2A,1052812
MI,55087,2C,1307272
MI,55088,ST1,1651427
LA,55089,CT1,1247562
LA,55089,CT2,1187361
LA,55089,CT3,1301416
LA,55089,ST1,2180861
ID,55090,GEN1,8800
TX,55091,STK6,864359
TX,55091,STK5,937787
TX,55091,STK4,834266
TX,55091,STK1,751519
TX,55091,STK2,995463
TX,55091,STK3,846610
IN,55096,ST,39179
TX,55097,CTG4,1011783
TX,55097,CTG2,785502
TX,55097,CTG1,838066
TX,55097,CTG3,954733
TX,55097,STG1,936983
TX,55097,STG2,1132255
TX,55098,GEN2,325057
TX,55098,GEN1,335344
TX,55098,GEN3,412106
ME,55100,UNT1,259265
ME,55100,UNT2,144150
OR,55103,CT1,942147.42
OR,55103,CT2,922612.59
OR,55103,ST1,1016305.9
RI,55107,CTG2,1119227
RI,55107,CTG1,1162051
RI,55107,STG1,1319068
CA,55112,CT02,561358
CA,55112,CT01,839548
CA,55112,ST01,734216
LA,55117,RS-6,873595.58
LA,55117,RS-5,894358.43
LA,55117,RS-4,343405.22
TX,55123,CTG2,950555
TX,55123,CTG1,858747
TX,55123,STG,1074083
AZ,55124,CTG1,1052071
AZ,55124,CTG2,1099941
AZ,55124,STG,1518658
CT,55126,CA01,1753957
CT,55126,CA02,1802471
AZ,55129,CTG1,925974
AZ,55129,CTG2,868170
AZ,55129,STG,1182628
IL,55131,CTG4,957463
IL,55131,CTG3,957897
IL,55131,CTG1,938260
IL,55131,CTG2,1005133
IL,55131,STG1,474079
IL,55131,STG3,492510
IL,55131,STG2,520062
IL,55131,STG4,519474
TX,55132,GTG2,628252
TX,55132,GTG3,637666
TX,55132,GTG1,563301
TX,55132,STG1,1260678
TX,55137,CTG2,923223
TX,55137,CTG3,923945
TX,55137,CTG1,910863
TX,55137,STG1,1618934
TX,55139,CTG1,1024065
TX,55139,CTG2,993628
TX,55139,ST,1075369
TX,55144,U2,1148129
TX,55144,U4,1133081
TX,55144,U3,1305449
TX,55144,U1,1105077
OK,55146,CTG1,730629
OK,55146,CTG3,910188
OK,55146,CTG2,727047
OK,55146,STG3,572387
OK,55146,STG1,467323
OK,55146,STG2,446125
CT,55149,U3,1951958
CT,55149,U1,1898845
CT,55149,U2,1900458
CA,55151,GEN3,620533
CA,55151,GEN1,522488
CA,55151,GEN2,619938
CA,55151,GEN4,522837
TX,55153,CTG1,1113569
TX,55153,CTG3,1123768
TX,55153,CTG2,1167902
TX,55153,CTG4,1036189
TX,55153,STG1,1337627
TX,55153,STG2,1260128
TX,55154,CTA,1066528
TX,55154,CTB,1028370
TX,55154,ST,1166591
TX,55168,2,900901
TX,55168,1,1212636
TX,55168,3,908578
NH,55170,CT11,996526
NH,55170,CT12,1187818
NH,55170,STG,1160864
TX,55172,GT-3,925667
TX,55172,GT-2,1105512
TX,55172,GT-1,1098702
TX,55172,ST-5,1234250
TX,55172,ST-4,500684
LA,55173,CT25,877058
LA,55173,CT11,867548
LA,55173,CT24,935073
LA,55173,CT12,887523
LA,55173,ST13,1035096
LA,55173,ST26,1093966
TX,55176,GEN2,1057381.5
TX,55176,GEN1,954792.34
TX,55176,GEN3,552385.9
AZ,55177,A,887935
AZ,55177,B,907571
AZ,55177,ST1,876261
MO,55178,CT-1,791584
MO,55178,CT-2,837343
MO,55178,ST-1,1007175
ID,55179,CTG1,1174293
ID,55179,STG1,635251
CA,55182,X718,803068
CA,55182,X719,856616
CA,55182,STG,1178316
IL,55183,CT2,928292
IL,55183,CT1,983366
IL,55183,ST2,469871
IL,55183,ST1,500757
TX,55187,GT3,1329620
TX,55187,GT4,1153981
TX,55187,GT1,675404
TX,55187,GT2,1268046
TX,55187,ST1,535443
IL,55188,PT11,176343
IL,55188,PT21,323590
IL,55188,PT31,270314
PA,55193,CTG2,1334072
PA,55193,CTG1,1332537
PA,55193,STG,1499473
MS,55197,CTG2,702615
MS,55197,CTG1,1042870
MS,55197,CTG3,698793
MS,55197,STG2,468780
MS,55197,STG3,560223
MS,55197,STG1,424516
CO,55200,UN6,87652
CO,55200,UN5,87956
CO,55200,UN7,43466
TX,55206,CT1,921436
TX,55206,CT2,1107500
TX,55206,ST1,519104
NM,55210,1,1434480
NM,55210,2,0
MA,55211,U2,1615255
MA,55211,U1,1602574
MA,55212,U1,1292697
MA,55212,U2,1355729
TX,55215,CTG2,1176583
TX,55215,CTG3,955278
TX,55215,CTG4,1079746
TX,55215,CTG1,1104909
TX,55215,STG2,1265094
TX,55215,STG1,1397232
IL,55216,UNT3,181975
IL,55216,UNT2,153559
IL,55216,UNT1,151818
IL,55216,STG1,48659
CA,55217,CTG2,944399
CA,55217,CTG1,1028943
CA,55217,STG3,1088754
MS,55218,H01,1075453
MS,55218,H02,1086545
MS,55218,H03,1143726
MS,55220,A02,962014
MS,55220,A01,971965
MS,55220,A03,1010007
AR,55221,G6,103670
AR,55221,G5,106384
AR,55221,G2,109386
AR,55221,G3,25532
AR,55221,G1,69148
AR,55221,G7,180898
AR,55221,G4,114391
AR,55221,G8,80263
AR,55221,G9,151346
TX,55223,GT1,922463
TX,55223,ST1,517717
OK,55225,CTG2,883806
OK,55225,CTG1,860831
OK,55225,CTG4,846611
OK,55225,CTG3,827247
OK,55225,STG1,1136689
OK,55225,STG2,1066365
TX,55226,GT3,1309194
TX,55226,GT4,1154384
TX,55226,GT2,1189317
TX,55226,GT1,1226398
TX,55226,ST6,1345879
TX,55226,ST3,1334449
TX,55230,CT1,911331
TX,55230,CT2,943248
TX,55230,CT4,882703
TX,55230,CT3,950336
TX,55230,ST1,1297852
TX,55230,ST2,1266663
PA,55231,GTG1,1133523
PA,55231,GTG2,1350798
PA,55231,STG,1510981
NJ,55239,3,722563
NJ,55239,2,661738
NJ,55239,1,663162
NJ,55239,4,1102227
AL,55241,CT01,996912
AL,55241,ST01,513685
FL,55242,CT01,749049
FL,55242,ST01,379076
IN,55259,CT1,1089051
IN,55259,CT2,1087888
IN,55259,ST1,648984
MS,55269,CTG2,786165
MS,55269,CTG1,1156415
MS,55269,CTG3,883400
MS,55269,STG2,442319
MS,55269,STG1,690180
MS,55269,STG3,541077
MI,55270,LM4,193594
MI,55270,LM2,187202
MI,55270,LM1,189389
MI,55270,LM3,189665
MI,55270,LM6,190329
MI,55270,LM5,177286
MI,55270,7EA,322502
MI,55270,ST2,241606
MI,55270,ST1,241383
AL,55271,GTG1,725079
AL,55271,GTG3,391706
AL,55271,GTG2,603374
AL,55271,STG1,992011
AZ,55282,CTG2,1064208
AZ,55282,CTG1,1062217
AZ,55282,STG1,1370414
CO,55283,1,627315
CO,55283,2,640878
CO,55283,3,748915
AL,55292,CTG1,438567
AL,55292,CTG2,462383
AL,55292,CTG3,469963
AL,55292,STG1,753933
AL,55293,CTG2,1193746
AL,55293,CTG1,1163162
AL,55293,CTG3,1156974
AL,55293,STG1,1908574
ME,55294,GTG1,838349
ME,55294,GTG2,700426
ME,55294,STG3,818122
CA,55295,CT1,280986
CA,55295,CT2,722306
CA,55295,ST1,543250
MI,55297,3,1704652
MI,55297,2,1545111
MI,55297,1,1642813
MI,55297,3A,949796
MI,55297,1A,910759
MI,55297,2A,798418
PA,55298,CT2A,1367387
PA,55298,CT2B,1382097
PA,55298,CT1B,1185921
PA,55298,CT1A,1194713
PA,55298,ST1,1306757
PA,55298,ST2,1538272
TX,55299,CTG1,1122764
TX,55299,CTG2,877189
TX,55299,CTG3,1194860
TX,55299,ST-1,722710
AZ,55306,CTG7,617287
AZ,55306,CTG8,608366
AZ,55306,ST12,790035
TX,55309,GEN3,126707
TX,55311,GEN2,68911
TX,55313,CTG2,953940
TX,55313,CTG1,1078916
TX,55313,STG,703821
MA,55317,GT12,933248
MA,55317,GT11,581076
MA,55317,ST15,692844
TX,55320,GT1,1074254
TX,55320,GT2,1063489
TX,55320,ST1,1215401
NV,55322,CTG4,1098076
NV,55322,CTG3,1118490
NV,55322,CTG2,1066944
NV,55322,CTG1,1089519
NV,55322,ST2,1260502
NV,55322,ST1,1252643
TX,55327,CTG2,1247892
TX,55327,CTG3,1090236
TX,55327,CTG1,1149702
TX,55327,STG1,1563497
OR,55328,CTG1,1172535.2
OR,55328,CTG2,1177917.1
OR,55328,STG1,1567653.9
CA,55333,CTG2,905648
CA,55333,CTG3,779194
CA,55333,CTG1,960826
CA,55333,STG1,1554415
IL,55334,CTG2,778486
IL,55334,CTG1,777187
IL,55334,STG1,901989
PA,55337,CT2,1394349
PA,55337,CT1,1398621
PA,55337,ST4,1448877
AR,55340,CTG2,1265328
AR,55340,CTG1,1279246
AR,55340,STG,1542748
NM,55343,CTG2,1053489
NM,55343,CTG1,1066255
NM,55343,STG1,1456541
CA,55345,1-01,682017
CA,55345,1-02,685165
CA,55345,1-03,811963
OH,55350,1,1068928
OH,55350,3,134832
OH,55350,2,1266729
OH,55350,1,148220
OH,55350,3,1291662
TX,55357,CTG2,987615
TX,55357,CTG1,988526
TX,55357,STG1,1329173
TX,55358,CT2,1041680
TX,55358,CT4,484767
TX,55358,CT3,870665
TX,55358,CT1,1017764
TX,55358,ST1,741679
TX,55358,ST4,338274
TX,55358,ST3,630865.6
TX,55358,ST2,771161
IN,55364,CT01,945837
IN,55364,CT02,937116
IN,55364,ST1,1065539
HI,55369,CT2,86916
HI,55369,CT1,106668
HI,55369,ST1,73800
AZ,55372,CTG2,459216
AZ,55372,CTG1,490641
AZ,55372,CTG3,498264
AZ,55372,STG1,305442
AZ,55372,STG2,271939
AZ,55372,STG3,300963
NY,55375,CT2,1263408
NY,55375,CT1,1265933
NY,55375,ST1,1556662
AR,55380,CTG3,1068781
AR,55380,CTG8,1020136
AR,55380,CTG4,1100941
AR,55380,CTG1,1130212
AR,55380,CTG2,1143457
AR,55380,CTG5,1007227
AR,55380,CTG6,941916
AR,55380,CTG7,1008202
AR,55380,STG3,1208956
AR,55380,STG2,1258332
AR,55380,STG4,1163232
AR,55380,STG1,1365085
GA,55382,2GT2,1234595
GA,55382,2GT1,1251485
GA,55382,1GT2,1268804
GA,55382,1GT1,1238307
GA,55382,1STG,1819351
GA,55382,2STG,1926116
SC,55386,CT1,1550565
SC,55386,CT2,197730
SC,55386,ST1,717610
CA,55393,CTG1,675101
CA,55393,CTG2,765305
CA,55393,STG1,898212
OH,55397,CT2,1520805
OH,55397,CT1,1512132
OH,55397,ST1,2208714
CA,55400,CTG2,1210557
CA,55400,CTG1,1192313
CA,55400,STG,1372587
LA,55404,CTG2,961474
LA,55404,CTG1,1307654
LA,55404,STG,967543
NY,55405,CT2,516150
NY,55405,CT1,307467
NY,55405,CT3,371845
NY,55405,ST1,165872
NY,55405,ST3,197593
NY,55405,ST2,277897
GA,55406,UNT2,770572
GA,55406,UNT1,774551
GA,55406,STG,894500
AL,55411,HEC1,1190871
AL,55411,HEC2,1427062
AL,55411,HECS,1460954
FL,55412,OEC2,661255
FL,55412,OEC1,582750
FL,55412,OECS,870045
AR,55418,CT2,718791
AR,55418,CT1,645922
AR,55418,ST1,808060
LA,55419,G700,1006711
LA,55419,G600,1283637
LA,55419,G500,1039393
LA,55419,G800,1165840
LA,55419,ST5,473548
KY,55429,1,327875
VA,55439,CTG3,829126
VA,55439,CTG2,771008
VA,55439,CTG1,826860
VA,55439,STG1,1506018
AL,55440,CTG3,1007058
AL,55440,CTG2,936994
AL,55440,CTG1,967366
AL,55440,ST1,1858294
MS,55451,CTG1,1141776
MS,55451,CTG2,739043
MS,55451,CTG3,986922
MS,55451,STG3,873045
MS,55451,STG1,645845
MS,55451,STG2,1421339
AZ,55455,CT1B,712276
AZ,55455,CT2A,765875
AZ,55455,CT1A,719223
AZ,55455,CT2B,649012
AZ,55455,ST2,791428
AZ,55455,ST1,792695
OK,55457,CT1,822022
OK,55457,CT2,821516
OK,55457,ST1,940202
MI,55460,CT2,2528956
MI,55460,CT1,2504570
MI,55460,ST1,2382866
OK,55463,CT03,749635
OK,55463,CT02,762623
OK,55463,CT01,686287
OK,55463,CT04,777837
OK,55463,ST02,517280
OK,55463,ST03,511355
OK,55463,ST04,560057
OK,55463,ST01,461339
TX,55464,CTG4,1148713
TX,55464,CTG1,1133341
TX,55464,CTG6,1090885
TX,55464,CTG3,1135892
TX,55464,CTG2,1213167
TX,55464,STG1,1148031
LA,55467,CTG3,892934
LA,55467,CTG2,786785
LA,55467,CTG1,714434
LA,55467,STG3,502277
LA,55467,STG2,442566
LA,55467,STG1,397016
TX,55470,TR3,1214894
TX,55470,TR1,1121469
TX,55470,TR2,1272306
TX,55470,ST1,176173
TX,55470,ST805,0
WY,55479,1,643236
TX,55480,U3,926751
TX,55480,U4,1104309
TX,55480,U5,1050394
TX,55480,U1,975770
TX,55480,U6,1056146
TX,55480,U2,932874
TX,55480,ST1,2087600
TX,55480,ST2,2289277
AZ,55481,GT3,1107720
AZ,55481,GT4,1093195
AZ,55481,ST2,1815821
WA,55482,G1,1421830
WA,55482,G2,750172
OK,55501,CTG4,675036.18
OK,55501,CTG1,918219.3
OK,55501,CTG2,904336.46
OK,55501,CTG3,274851.48
OK,55501,STG1,1444401.2
OK,55501,STG2,807636.57
IN,55502,2100,1269825
IN,55502,1200,1367547
IN,55502,2200,1263548
IN,55502,1100,1320442
IN,55502,200,1651224
IN,55502,100,1705624
OH,55503,CTG2,1048113
OH,55503,CTG3,1037306
OH,55503,CTG1,1387438
OH,55503,ST1,1952595
NV,55514,CTG1,787869
NV,55514,CTG2,757561
NV,55514,STG1,753288
PA,55516,CTG1,1527515
PA,55516,CTG2,1522998
PA,55516,STG1,2408943
CA,55518,CTG2,862149
CA,55518,CTG1,901361
CA,55518,CTG3,878086
CA,55518,STG1,1433636
PA,55524,CTG1,766569
PA,55524,CTG3,645299
PA,55524,CTG2,725758
PA,55524,CTG6,1645948
PA,55524,CTG5,1637496
PA,55524,STG2,2074312
PA,55524,STG1,1136023
TX,55545,CTG1,919851
TX,55545,CTG2,871707
TX,55545,STG1,999723
WI,55558,GEN1,355993
WI,55558,GEN2,20307
MI,55596,2,11140
MI,55596,5,0
MI,55596,1,13551
MI,55596,3,13051
MI,55596,4,18035
LA,55620,CT-1,1330904
LA,55620,CT-2,1337744
LA,55620,ST-1,1455326
WI,55641,CTG4,0
WI,55641,CTG3,0
WI,55641,CTG1,1119370
WI,55641,CTG2,1083477
WI,55641,STG2,0
WI,55641,STG1,1340197
CA,55656,CT01,995102
CA,55656,CT02,939886
CA,55656,CT04,915405
CA,55656,ST03,1013040
CA,55656,ST05,473884
NH,55661,GT-1,264137
NH,55661,GT-2,259623
NH,55661,ST,308804
WA,55662,CT1,618360
WA,55662,CT2,822342
WA,55662,CA,798305
TX,55664,GT-1,990558
TX,55664,GT-2,987125
TX,55664,ST-1,1268559
PA,55667,G1,1382895
PA,55667,G2,1385784
PA,55667,G3,1623585
NV,55687,A01,697493
NV,55687,A02,637141
NV,55687,ST1,807127
PA,55690,CTG6,679742
PA,55690,CTG5,586371
PA,55690,CTG7,700553
PA,55690,CTG3,675529
PA,55690,CTG1,591171
PA,55690,CTG2,655340
PA,55690,STG4,979268
PA,55690,STG8,1123480
MS,55694,CT2,695325
MS,55694,CT1,692597
MS,55694,ST1,851881
WA,55700,CTG1,1273295
WA,55700,1STG,716288
OH,55701,CT01,980106
OH,55701,CT02,937257
OH,55701,CA01,1454783
MS,55706,CTG1,1157636
MS,55706,CTG3,1101152
MS,55706,CTG2,1100181
MS,55706,STG1,1785448
TX,55708,STG4,249859
PA,55710,UNT3,1484343
PA,55710,UNT4,1479144
PA,55710,UNT5,1516910
AR,55714,GT1,1305004
AR,55714,GT2,841072
AR,55714,ST1,1231706
OH,55736,2GT2,1483562
OH,55736,2GT1,1456694
OH,55736,1GT2,1466599
OH,55736,1GT1,1471184
OH,55736,2ST,2313292
OH,55736,1ST,2341799
CA,55748,CTG4,35784
CA,55748,CTG2,35097
CA,55748,CTG3,28853
CA,55748,CTG1,32478
CA,55748,CAG5,47327
MT,55749,UNT1,435403
PA,55801,CT1A,1342204
PA,55801,CT13,1267990
PA,55801,CTIB,1296680
PA,55801,STG,2000372
WA,55818,FICT,1176090
WA,55818,FIST,647963
FL,55821,B,1132725
FL,55821,A,1091766
FL,55821,C,1321871
CO,55835,CTG1,650644
CO,55835,CTG2,797912
CO,55835,STG1,936019
NV,55841,CT1,839134
NV,55841,CT2,763999
NV,55841,ST1,967113
IL,55856,PC2,6450294
IL,55856,PC1,6032710
WI,55861,SP,13586
WA,55882,GEN1,105157
SC,55927,CT2,1184487
SC,55927,CT3,1084097
SC,55927,CT1,1092758
SC,55927,ST1,1957060
CA,55933,TPP1,224615
CA,55933,TPP2,231452
CA,55933,TCC1,359722
VA,55939,CT03,0
VA,55939,CT01,8468725
VA,55939,CT02,0
VA,55939,ST01,0
GA,55965,CT6A,1457080
GA,55965,CT7B,1432597
GA,55965,CT7A,1417965
GA,55965,CT6B,1453080
GA,55965,ST7,1653033
GA,55965,ST6,1641348
AK,55966,GT1,284562
AK,55966,ST1,132273
CA,55970,2,887171
CA,55970,3,1016773
CA,55970,1,1010606
PA,55976,101,992888
PA,55976,301,1080714
PA,55976,201,1082175
PA,55976,401,1901774
NM,55977,CTG1,289083
NM,55977,STG1,139529
CA,55985,CTG2,463120
CA,55985,CTG1,337253
CA,55985,STG,479039
OH,55990,4,36336
OH,55990,5,36839
OH,55990,2,37425
OH,55990,1,24010
OH,55990,3,33935
OH,55990,6,332
OH,55990,7,1235
CA,56026,CTG2,322840
CA,56026,CTG1,311289
CA,56026,STG,227966
WI,56031,CTG1,1340120
WI,56031,CTG2,1358873
WI,56031,STG,1647920
MD,56038,3,5612
CA,56041,M2,108481
CA,56041,M1,100723
CA,56041,M3,106593
CA,56046,1,871360
CA,56046,2,604353
CT,56047,CTG2,1836840
CT,56047,CTG1,1883533
CT,56047,STG,1813699
WI,56068,1,3040278
WI,56068,2,3624638
AL,56076,1,83
CA,56078,1,457641
CA,56078,2,460376
CA,56078,3,648065
UT,56102,CT1A,940136
UT,56102,CT1B,960267
UT,56102,ST1,979542
MN,56104,CTG2,758979
MN,56104,CTG1,904280
MN,56104,STG1,975589
NJ,56119,200,32383
NJ,56119,100,28950
NJ,56119,300,38047
GA,56150,C10A,1418501
GA,56150,C11A,1353381
GA,56150,C10B,1400112
GA,56150,C11B,1400622
GA,56150,11ST,1743770
GA,56150,10ST,1790854
TX,56152,CTG1,1047688.8
TX,56152,STG1,195596.71
MN,56164,EU01,679770
MN,56164,HRSG,375262
UT,56177,GT1,478044
UT,56177,ST1,347368
NY,56188,CTG,59357
NY,56188,STG,22365
MI,56190,STM1,2231
OR,56192,1,186725
NY,56196,CT01,1083722
NY,56196,CT02,1112257
NY,56196,CA01,1208644
NV,56224,1,1085753
OR,56227,1,2004477
