# File: CBECS_1989.csv
# Title: Commercial Buildings Energy Consumption Survey 1989
# Units: BLDGID4: building identifier;SQFT4: square footage;YRCONC4: year constructed;PBA4: principal building activity;ADJWT4: adjusted sampling weight
# Source: https://www.eia.gov/consumption/commercial/data/previous/
# Column types: iiiiiin 
# ----------
BLDGID4,REGION4,CENDIV4,SQFT4,YRCONC4,PBA4,ADJWT4
3057,2,3,35000,7,12,157.88
3058,3,5,4000,5,2,1595.2
3059,3,5,15000,4,12,156.48
3060,1,2,4500,3,13,1468.67
3061,1,1,17500,9,4,476.91
3062,2,3,25000,5,12,263.93
3063,2,3,2500,8,3,1636.49
3064,3,7,1500,8,2,1597.64
3065,3,5,7000,5,3,1597.65
3066,3,6,10001,6,13,640.89
3067,3,5,4000,4,4,652.28
3068,2,3,2500,4,3,2392.14
3069,1,2,250000,4,13,1.04
3070,2,3,60000,4,4,157.88
3071,3,7,9000,5,2,1597.65
3072,4,9,300000,8,2,20.41
3073,3,6,7000,6,16,1932.25
3074,4,9,2000,5,3,1509.24
3075,4,9,35000,8,10,460.95
3076,1,2,30000,3,2,597.34
3077,2,4,700000,6,3,10.74
3078,1,2,5001,2,4,1638.2
3079,1,2,45000,7,12,250.94
3080,3,7,10001,6,4,498.98
3081,3,7,2000,5,1,1595.2
3082,4,9,9000,6,4,497.58
3083,1,2,120000,6,13,23.73
3084,2,3,4500,3,3,682.05
3085,2,4,160000,4,2,21.19
3086,1,2,20000,5,16,1958.18
3087,3,7,8000,5,2,470.24
3088,3,7,5000,6,3,1472.34
3089,2,3,60000,4,13,324.11
3090,3,7,1001,4,1,1595.2
3091,3,6,12500,8,12,470.24
3092,2,3,4000,1,14,1508.84
3093,1,2,1001,4,3,2718.69
3094,3,5,2000,5,14,1472.34
3095,2,3,1500000,6,2,6.25
3096,1,1,40000,8,2,476.91
3097,4,8,500000,5,15,10.04
3098,4,8,1500,5,1,2429.36
3099,3,5,3000,2,2,1597.65
3100,1,2,3500,4,19,1638.2
3101,1,2,120000,5,13,1.09
3102,4,9,3500,3,16,1509.24
3103,4,9,17500,6,12,268.52
3104,4,9,200000,6,10,20.54
3105,3,5,20000,4,13,428.42
3106,1,1,30000,2,1,4.6
3107,2,4,4500,3,1,1904.68
3108,1,2,25001,5,2,469.94
3109,2,3,250000,5,20,21.19
3110,3,7,35000,6,13,408.36
3111,2,3,7000,9,12,10.74
3112,4,9,80000,6,2,492.68
3113,2,3,5000,6,2,513.05
3114,3,7,2000,3,2,2170.72
3115,1,2,1001,4,3,2184.21
3116,3,5,45000,5,13,522.35
3117,1,1,10001,3,13,72
3118,2,4,400000,5,2,10
3119,3,7,50001,8,12,235.53
3120,4,9,200000,8,12,21.38
3121,3,7,100000,7,3,358.11
3122,4,9,4500,6,3,1509.24
3123,2,3,1001,5,4,1904.68
3124,2,3,8000,4,12,603.64
3125,3,7,3000,4,4,1597.65
3126,1,2,12500,9,2,1627.29
3127,3,5,6000,6,13,25.89
3128,3,6,7000,4,1,1595.2
3129,4,8,6000,6,13,2.05
3130,1,2,60000,3,2,20.83
3131,1,1,2000,3,2,1627.29
3132,4,9,4500,3,4,1509.24
3133,3,5,20000,3,4,498.98
3134,4,9,2000,6,17,1509.24
3135,2,4,4500,6,3,1904.68
3136,4,9,8000,5,4,268.52
3137,4,9,70000,6,2,323.85
3138,4,9,7000,9,3,502.74
3139,4,9,4000,6,3,492.68
3140,2,3,1500000,6,15,10.04
3141,3,7,12500,8,3,833.61
3142,3,6,45000,5,12,314.04
3143,3,5,15000,8,12,498.98
3144,3,6,3500,6,14,1472.34
3145,3,5,6000,5,13,320.86
3146,4,8,300000,6,11,20.41
3147,1,2,300000,8,10,20.83
3148,1,2,1500000,2,1,157.78
3149,3,5,250000,4,13,1.13
3150,3,5,8000,2,1,470.24
3151,1,1,100001,5,3,242.96
3152,2,4,1500000,4,15,9.52
3153,2,3,5001,6,12,32.26
3154,3,6,4000,8,17,321.32
3155,2,4,7000,6,14,1508.84
3156,1,2,200000,5,12,157.78
3157,2,4,17500,2,2,10.55
3158,1,2,7000,4,12,3.69
3159,3,7,15000,4,12,1859.44
3160,4,8,60000,7,4,256.39
3161,3,7,250000,5,13,20.1
3162,1,2,450000,5,5,157.78
3163,3,7,3500,6,12,1595.2
3164,3,5,40000,4,12,256.12
3165,4,9,35000,6,13,1.37
3166,3,7,30000,6,3,1.04
3167,1,1,4000,3,3,1638.2
3168,1,1,140000,5,2,10.28
3169,1,2,5000,6,12,1638.2
3170,3,6,25001,4,3,422.56
3171,4,9,2000,5,3,657.7
3172,3,7,22500,7,3,22.3
3173,3,5,120000,6,2,1.04
3174,3,5,40000,5,4,231.04
3175,3,5,15000,6,7,1.79
3176,2,3,20000,8,3,1583.83
3177,2,3,10000,6,2,513.05
3178,3,5,3500,4,12,98.36
3179,2,3,12500,6,12,487.36
3180,1,2,20000,1,1,327.35
3181,3,6,2500,5,15,1836.5
3182,2,3,60000,6,12,157.88
3183,2,3,90000,5,13,1.96
3184,1,2,7000,3,12,459.35
3185,4,9,35000,9,16,268.52
3186,2,4,120000,7,4,306.28
3187,4,9,80000,9,3,1.72
3188,2,3,500000,3,12,10.74
3189,2,3,3000,8,12,1636.49
3190,3,6,60000,9,17,2.7
3191,3,6,800000,9,12,10.09
3192,2,3,2500,6,2,1636.1
3193,4,9,15000,7,3,1735.25
3194,4,9,12500,6,7,460.95
3195,2,3,2500,6,12,513.05
3196,4,8,30000,4,4,25.65
3197,4,9,2500,7,5,1509.24
3198,3,7,17500,4,13,481.23
3199,3,7,2500,8,5,1932.25
3200,2,3,9000,8,2,21.19
3201,2,3,6000,7,1,306.28
3202,2,4,3000,4,3,1904.68
3203,4,9,7000,4,13,497.58
3204,1,1,100001,5,4,306.28
3205,3,7,1500,5,13,321.32
3206,4,9,1500,4,2,536.92
3207,4,9,30000,6,3,1.08
3208,4,8,22500,9,12,268.52
3209,1,2,12500,6,2,7.37
3210,2,3,70000,9,10,7.12
3211,1,2,300000,6,12,1.03
3212,1,2,6000,6,19,1638.19
3213,4,8,80000,6,2,163.32
3214,1,2,60000,9,2,165.55
3215,1,2,1500000,3,2,7.37
3216,2,4,2500,3,6,1893.87
3217,3,5,50000,8,2,10.39
3218,3,5,25000,4,4,1.09
3219,2,3,6000,7,3,682.05
3220,3,7,500001,8,19,22.3
3221,1,1,10000,5,3,157.78
3222,2,3,100000,4,2,10.06
3223,4,9,3500,4,3,2004.53
3224,1,2,60000,3,10,306.28
3225,2,3,7000,3,2,487.36
3226,3,5,100000,4,10,1430.7
3227,3,5,22500,3,2,498.98
3228,1,2,25000,6,12,157.78
3229,3,5,120000,6,2,1.04
3230,1,2,2000,3,14,1468.67
3231,1,2,6000,4,3,1627.29
3232,1,2,4000,4,4,1849.99
3233,3,6,25001,8,2,239.78
3234,1,2,20000,5,17,1.04
3235,3,6,2500,6,3,1895.05
3236,1,2,2500,2,4,1.07
3237,2,4,1500,4,14,1893.87
3238,2,4,1500,6,2,2082.26
3239,3,7,2000,4,3,1895.05
3240,3,7,5000,3,3,833.61
3241,4,9,100000,6,2,20.41
3242,1,2,15000,3,2,459.35
3243,2,3,20000,5,13,459.35
3244,3,5,10000,3,3,2774.63
3245,3,7,4500,5,2,626.97
3246,3,5,12500,8,12,498.98
3247,2,3,1500,9,14,1583.83
3248,3,6,3500,6,2,1595.2
3249,2,3,3000,6,2,1893.87
3250,3,5,300000,5,2,22.3
3251,3,5,4000,6,3,314.04
3252,4,9,3000,9,3,220.71
3253,3,5,3000,5,13,320.86
3254,4,9,9000,2,17,1654.84
3255,4,9,6000,5,3,2004.53
3256,2,3,2000,5,14,509.17
3257,4,8,6000,6,3,2806.34
3258,2,4,15000,9,12,1904.68
3259,3,5,3500,6,12,208.64
3260,1,2,15000,3,12,242.96
3261,2,3,250000,3,13,20.14
3262,4,8,140000,6,13,320.86
3263,1,1,22500,2,4,306.28
3264,2,3,12500,3,3,652.96
3265,4,8,3000,6,20,2316.77
3266,3,5,40000,5,2,10.39
3267,3,7,12500,4,12,2170.72
3268,3,5,300000,9,19,20.84
3269,3,6,4500,3,3,1895.05
3270,2,3,6000,2,14,584.61
3271,1,2,15000,9,2,469.94
3272,2,4,2000,7,3,2392.14
3273,3,5,60000,4,4,208.64
3274,3,5,1500,1,14,1472.34
3275,3,5,80000,6,3,652.28
3276,3,6,50000,9,3,103.77
3277,3,7,4000,5,2,597.74
3278,3,7,6000,6,4,1595.2
3279,2,4,12500,4,13,1508.84
3280,2,4,90000,6,13,306.28
3281,3,5,70000,5,12,98.36
3282,1,2,450000,3,2,10.28
3283,2,4,70000,1,2,9.52
3284,4,8,1500,8,2,1735.25
3285,4,9,5000,4,13,1509.24
3286,4,9,3500,1,17,1509.24
3287,3,7,2500,8,5,1472.34
3288,3,7,1500,3,12,2170.72
3289,2,3,70000,4,17,8.39
3290,3,7,6000,8,3,470.24
3291,1,1,35000,4,17,1.04
3292,2,3,17500,9,12,598.57
3293,3,5,15000,6,17,496.13
3294,3,7,10001,8,13,459.35
3295,3,6,2500,4,4,2170.72
3296,1,2,120000,6,15,9.55
3297,4,9,4000,5,2,2004.53
3298,3,5,3000,3,14,1472.34
3299,3,6,60000,3,4,498.98
3300,3,5,3500,7,12,1597.64
3301,3,7,700000,8,2,2.88
3302,4,9,1500,5,3,1654.84
3303,2,3,200000,8,17,509.17
3304,4,9,2000,6,12,1654.84
3305,4,9,25000,5,14,336.81
3306,3,5,2500,6,4,1595.2
3307,2,3,1000000,6,15,10.04
3308,4,8,10000,8,1,268.52
3309,1,2,70000,1,4,157.78
3310,2,3,250000,3,10,20
3311,2,3,30000,4,13,389.8
3312,1,2,3000,8,3,2039.07
3313,1,2,1500000,5,3,7.37
3314,2,3,4000,3,3,2392.14
3315,3,6,10001,6,14,2944.67
3316,4,9,2500,5,5,1654.84
3317,3,5,9000,5,4,1472.34
3318,2,3,40000,6,3,1
3319,1,2,12500,5,3,2039.07
3320,3,5,7000,7,12,1595.2
3321,3,7,250000,6,17,20
3322,2,3,9000,4,12,10.74
3323,4,9,35000,6,13,362.37
3324,3,7,80000,6,15,20.22
3325,1,2,22500,5,2,597.34
3326,2,3,4000,4,3,1508.84
3327,2,3,7000,5,12,1991.37
3328,3,7,40000,8,13,308.02
3329,4,9,25001,6,12,502.74
3330,1,1,1001,6,3,2184.21
3331,3,5,100001,5,3,259.98
3332,2,3,2000,1,4,1991.37
3333,4,8,50000,4,13,307.35
3334,2,3,7000,4,1,1636.49
3335,3,7,5000,8,2,1597.65
3336,1,2,180000,5,13,306.28
3337,2,4,25001,2,12,487.36
3338,3,7,3000,3,4,498.98
3339,3,5,2000,4,2,1472.34
3340,4,9,2500,7,13,497.58
3341,2,3,35000,7,2,385.95
3342,3,7,1001,6,2,2146.52
3343,2,4,2500,5,17,1893.87
3344,1,2,3500,3,3,1627.29
3345,1,1,300000,3,2,20.83
3346,2,3,180000,5,12,21.19
3347,2,3,400000,5,13,1
3348,4,9,6000,6,2,1654.84
3349,2,3,100000,3,12,10.74
3350,3,6,4000,3,4,2170.72
3351,3,7,30000,5,16,428.42
3352,2,3,3500,1,1,1508.84
3353,2,3,45000,6,3,157.88
3354,1,2,3000,6,13,306.28
3355,2,3,5001,6,4,509.17
3356,2,3,4000,5,3,1904.68
3357,3,5,45000,5,12,238.62
3358,2,3,2000,7,12,5.03
3359,3,6,100000,7,3,259.98
3360,4,9,200000,6,2,10.27
3361,1,2,25000,4,4,490.89
3362,3,5,6000,6,4,22.79
3363,4,8,1300000,8,3,5.74
3364,3,7,2500,5,12,2650.99
3365,1,2,30000,4,3,558.19
3366,4,8,350000,6,15,20.84
3367,2,3,8000,3,6,20
3368,4,9,3500,5,3,2004.53
3369,4,9,45000,5,1,163.32
3370,4,8,7000,6,7,2112.93
3371,1,2,2000,3,3,1468.67
3372,3,5,30000,9,13,229.73
3373,4,8,50001,7,13,308.02
3374,1,2,4500,2,12,23.86
3375,3,5,1500,9,13,1472.34
3376,1,2,350000,4,13,1
3377,3,7,10000,5,12,498.98
3378,2,4,25001,2,3,2392.14
3379,2,3,25000,8,3,610.82
3380,3,5,7000,6,13,26.03
3381,2,3,8000,6,3,306.28
3382,1,2,70000,4,13,476.91
3383,2,3,3000,4,12,1991.37
3384,4,8,2500,4,14,497.58
3385,3,5,3500,6,3,1595.2
3386,1,2,60000,5,13,459.35
3387,4,9,3500,6,14,1654.84
3388,2,3,250000,5,17,20
3389,3,7,2000,6,3,1595.2
3390,3,7,2500,9,2,1616.48
3391,2,3,50000,3,4,157.88
3392,4,9,1500,4,2,1509.24
3393,4,9,30000,6,3,20.41
3394,2,3,1000000,3,2,10.74
3395,1,2,800000,8,15,19.62
3396,4,9,60000,4,13,10.06
3397,2,3,5000,7,20,509.17
3398,2,3,2000,7,12,1991.37
3399,1,2,60000,5,16,1
3400,3,6,2500,6,4,1595.2
3401,3,5,1001,5,1,1472.34
3402,4,8,3500,4,2,1735.25
3403,1,2,25000,6,13,476.92
3404,4,8,22500,6,4,703.83
3405,4,9,15000,5,13,492.68
3406,1,2,17500,5,3,597.34
3407,2,4,1500,5,3,1991.37
3408,4,9,80000,9,2,163.32
3409,3,7,15000,6,2,1932.25
3410,2,3,45000,8,3,567.77
3411,3,7,800000,6,2,10.39
3412,3,7,6000,9,13,320.86
3413,2,3,80000,6,2,229.73
3414,4,9,10001,6,12,362.37
3415,4,8,60000,9,4,2.06
3416,4,9,45000,4,12,163.32
3417,3,7,3000,4,12,2170.72
3418,3,6,250000,9,12,21.38
3419,4,9,20000,4,17,1509.24
3420,4,9,1300000,6,2,5.74
3421,4,8,800000,6,20,3.51
3422,3,7,4500,6,14,1472.34
3423,2,4,250000,6,4,157.88
3424,2,3,100000,9,3,21.38
3425,3,6,45000,5,12,314.04
3426,2,3,350000,3,12,6.25
3427,2,3,12500,1,5,306.28
3428,3,5,10000,8,12,1895.05
3429,3,6,45000,9,2,633.7
3430,4,8,4500,4,3,703.83
3431,3,7,400000,8,17,10.39
3432,4,9,30000,3,3,288.37
3433,4,9,7000,6,12,1536.74
3434,3,5,7000,3,4,1595.2
3435,3,7,180000,3,13,1.13
3436,3,5,2500,5,10,1636.93
3437,2,4,7000,6,3,610.82
3438,1,1,15000,3,2,469.94
3439,4,9,80000,7,2,163.32
3440,3,5,3000,4,13,2.58
3441,2,4,400000,5,4,9.81
3442,2,4,1500000,9,2,6.25
3443,3,6,30000,8,3,597.74
3444,3,5,40000,2,2,470.24
3445,3,5,9000,4,13,496.13
3446,1,2,3500,8,2,23.86
3447,4,8,180000,5,19,163.32
3448,3,5,3000,8,12,1595.2
3449,2,3,20000,5,13,1508.84
3450,2,4,3500,5,3,1991.37
3451,4,9,200000,7,2,163.32
3452,3,7,4000,6,3,314.04
3453,1,2,2000,5,3,2718.69
3454,4,8,60000,6,2,5.7
3455,2,4,40000,6,12,385.95
3456,1,2,1500000,4,2,7.37
3457,3,5,2500,6,3,1.04
3458,3,7,45000,8,13,347.16
3459,1,2,1001,4,10,1638.2
3460,2,4,1500,5,3,2392.14
3461,4,9,45000,2,13,1.18
3462,3,5,1300000,6,2,5
3463,2,3,1500,4,2,2082.26
3464,2,3,10000,8,3,1904.68
3465,1,2,25001,7,4,250.94
3466,1,1,120000,6,2,10.28
3467,4,9,6000,6,13,15.34
3468,1,2,1500,5,14,1958.18
3469,2,4,15000,6,3,263.93
3470,3,7,2500,4,3,1895.05
3471,4,9,3000,4,13,1382.22
3472,1,1,120000,7,2,106.18
3473,3,6,35000,5,13,320.86
3474,3,5,100000,5,3,259.98
3475,4,9,12500,6,10,460.95
3476,3,7,20000,6,2,459.35
3477,3,5,17500,9,14,5.05
3478,1,1,25000,5,17,461.96
3479,4,9,300000,4,15,20.84
3480,4,9,180000,9,1,10.09
3481,1,2,2500,4,13,506.06
3482,1,1,50000,2,4,2039.07
3483,3,7,22500,5,12,156.48
3484,3,5,25000,5,2,1597.65
3485,4,9,40000,2,17,26.32
3486,4,9,2000,3,2,1735.25
3487,2,4,1001,3,2,1991.37
3488,3,5,12500,6,3,22.71
3489,4,9,3000,4,4,1509.24
3490,4,8,40000,5,3,268.52
3491,1,2,8000,3,2,635.87
3492,4,9,7000,6,3,716.01
3493,2,3,1500000,3,2,10.74
3494,1,1,30000,4,2,327.35
3495,4,8,30000,9,4,502.74
3496,4,8,12500,4,4,1654.84
3497,1,1,350000,6,13,20.14
3498,1,2,15000,7,17,1.82
3499,3,6,8000,5,2,470.24
3500,3,5,120000,5,13,5.03
3501,3,5,1500,6,4,2170.72
3502,3,5,5000,5,3,1472.34
3503,4,8,30000,2,2,362.37
3504,1,1,60000,3,2,229.73
3505,3,5,2500,3,3,1595.2
3506,1,2,1500,4,14,1468.67
3507,2,4,2000,3,1,2392.14
3508,2,3,300000,6,12,21.19
3509,4,8,5000,3,3,2806.34
3510,1,2,160000,6,19,153.14
3511,2,3,3000,8,3,1904.68
3512,1,2,70000,9,12,165.55
3513,3,5,7000,1,13,320.86
3514,1,2,140000,6,2,10.28
3515,3,5,100000,4,12,144.49
3516,2,3,35000,5,13,2.33
3517,4,9,3000,9,4,21.38
3518,1,1,4000,3,3,490.89
3519,2,4,17500,7,3,509.17
3520,3,5,90000,4,2,156.48
3521,4,9,15000,7,2,460.95
3522,2,3,300000,5,12,21.19
3523,1,1,1500,6,3,10.28
3524,1,2,600000,6,3,10.28
3525,2,3,10001,4,12,487.36
3526,3,6,5001,3,1,2170.72
3527,2,4,3500,7,3,1893.87
3528,1,2,15000,1,1,1638.2
3529,1,1,4000,6,3,2039.07
3530,2,3,35000,5,2,5.03
3531,4,8,6000,5,1,1735.25
3532,2,3,30000,6,13,324.11
3533,2,3,17500,6,2,229.73
3534,4,9,1500,6,2,1735.25
3535,1,2,12500,3,6,2184.21
3536,2,3,1001,1,5,584.61
3537,3,7,6000,8,6,652.28
3538,1,2,90000,6,12,157.78
3539,2,3,120000,5,13,306.28
3540,2,4,15000,2,4,584.61
3541,2,4,160000,6,3,319.73
3542,3,7,7000,2,12,969.95
3543,3,5,60000,5,17,347.16
3544,1,2,15000,6,4,654.5
3545,1,2,20000,5,5,317.29
3546,4,9,8000,5,17,468.78
3547,1,2,6000,5,3,2039.07
3548,3,6,12500,3,12,156.48
3549,2,3,12500,2,3,513.05
3550,2,4,3500,5,4,1991.37
3551,3,6,30000,4,3,477.47
3552,3,5,60000,6,17,496.13
3553,4,8,45000,6,2,502.74
3554,3,6,3500,5,1,652.28
3555,1,2,180000,5,3,597.34
3556,3,6,9000,5,17,470.24
3557,4,8,12500,5,13,614.51
3558,4,9,60000,5,1,157.29
3559,3,5,12500,6,2,2155.25
3560,4,9,7000,3,17,1509.24
3561,1,1,200000,6,19,1.09
3562,3,7,9000,1,3,833.61
3563,1,2,1500,7,5,2039.07
3564,1,1,15000,5,13,490.89
3565,3,5,1500,7,3,2124.65
3566,3,7,8000,4,4,498.98
3567,3,5,12500,5,12,235.53
3568,3,5,60000,6,3,98.36
3569,4,8,60000,5,13,336.81
3570,3,7,6000,4,12,2170.72
3571,3,5,30000,6,2,1.03
3572,3,7,9000,9,3,235.53
3573,3,7,17500,3,1,235.53
3574,1,1,160000,5,3,20.83
3575,3,6,1500,6,2,1597.65
3576,2,4,1500,6,2,2082.26
3577,2,3,7000,6,6,584.61
3578,2,3,160000,5,13,306.28
3579,3,5,30000,8,2,316.95
3580,2,3,1500,5,14,1893.87
3581,1,1,8000,8,4,490.89
3582,4,8,1001,8,3,2316.77
3583,1,1,12500,5,2,1638.2
3584,1,2,4000,3,2,99.99
3585,1,2,1500,7,4,1531.39
3586,2,3,2500,5,3,1636.49
3587,1,2,3000,9,5,1849.99
3588,1,2,3000,6,5,1468.67
3589,1,1,40000,1,12,306.29
3590,1,1,6000,9,2,1627.29
3591,2,4,9000,4,1,20.84
3592,3,5,8000,2,2,597.74
3593,2,3,20000,8,12,584.61
3594,3,5,3000,4,3,1895.05
3595,3,7,80000,6,2,316.94
3596,3,7,4000,4,2,2146.52
3597,3,5,7000,6,2,1472.34
3598,4,9,140000,6,2,73.77
3599,4,8,15000,6,4,268.52
3600,2,3,6000,4,12,98.23
3601,4,8,12500,8,12,502.74
3602,4,9,500001,5,2,10.27
3603,3,6,35000,5,4,235.53
3604,3,7,22500,9,11,235.53
3605,1,2,8000,4,2,1627.29
3606,3,5,70000,9,2,248.34
3607,4,9,6000,3,2,492.68
3608,3,5,60000,8,17,496.13
3609,3,5,30000,8,3,259.98
3610,4,9,40000,8,12,502.74
3611,2,4,20000,6,4,509.17
3612,4,9,30000,3,13,1.18
3613,1,2,6000,9,3,2466.59
3614,3,6,10000,4,3,833.61
3615,2,3,35000,5,13,306.28
3616,2,3,30000,2,4,157.88
3617,3,7,5000,4,12,63.58
3618,3,6,22500,7,17,321.32
3619,4,9,1500,8,2,492.68
3620,3,6,300000,5,2,20
3621,4,9,80000,2,17,336.81
3622,1,2,10000,6,3,1468.67
3623,3,7,8000,4,1,2650.99
3624,3,5,2500,9,12,2081.02
3625,2,3,1500,3,3,1991.37
3626,2,3,12500,1,3,610.82
3627,1,2,10001,6,13,1468.67
3628,3,7,7000,9,13,11.02
3629,2,4,4000,3,4,1991.37
3630,2,3,4500,4,3,610.82
3631,3,6,8000,4,4,498.98
3632,3,6,1001,6,14,1859.44
3633,1,2,60000,3,13,306.28
3634,2,3,12500,4,3,513.05
3635,1,2,30000,6,13,317.29
3636,4,9,200000,5,15,1.1
3637,3,5,140000,4,12,22.3
3638,2,3,1500,1,14,1893.87
3639,3,7,100001,3,4,156.48
3640,3,5,3500,4,3,1895.05
3641,3,5,1001,4,3,1932.25
3642,1,2,1500,2,3,597.34
3643,3,5,80000,7,2,5.03
3644,2,3,90000,5,17,2.33
3645,4,8,500001,3,15,20.09
3646,4,9,2000,4,13,1509.24
3647,1,1,70000,5,12,20.83
3648,2,3,450000,6,12,229.73
3649,3,5,2000,5,2,1597.64
3650,2,3,140000,4,3,76.28
3651,3,7,3500,3,14,1472.34
3652,2,3,7000,6,2,1636.1
3653,2,3,10000,6,3,513.05
3654,4,9,160000,4,13,336.81
3655,1,2,6000,8,12,2184.21
3656,3,5,17500,3,12,547.12
3657,3,6,400000,8,19,10.04
3658,3,5,50000,6,3,10.39
3659,2,3,12500,1,4,509.17
3660,1,2,6000,1,4,2184.21
3661,2,3,1500000,7,2,10.74
3662,1,1,4000,3,4,1958.18
3663,4,9,20000,6,13,307.35
3664,1,1,2000,6,3,1958.18
3665,2,3,700000,3,12,10.74
3666,4,9,60000,5,2,10.27
3667,1,1,400000,3,12,20.83
3668,3,7,7000,6,12,498.98
3669,2,3,1001,5,3,1904.68
3670,3,7,17500,8,2,470.24
3671,1,2,60000,3,3,190.04
3672,2,3,15000,4,5,487.36
3673,3,5,80000,5,12,22.3
3674,3,5,300000,9,2,10.09
3675,1,2,100000,3,12,490.89
3676,3,7,15000,4,3,259.98
3677,4,9,45000,5,2,1.1
3678,1,1,4000,4,4,2039.07
3679,2,3,3000,5,17,1893.87
3680,3,5,7000,3,12,22.79
3681,4,9,5000,2,5,497.58
3682,2,3,22500,6,3,21.19
3683,1,2,2500,4,20,490.89
3684,4,9,1500,4,2,1735.25
3685,2,3,5000,3,12,1636.49
3686,2,3,700000,7,7,21.19
3687,1,2,100000,3,13,1.04
3688,2,3,12500,4,4,1636.49
3689,2,3,40000,6,12,157.88
3690,2,3,1001,5,3,1893.87
3691,4,8,3500,8,14,1509.24
3692,2,4,45000,8,20,263.93
3693,4,9,1500,3,2,5.03
3694,2,4,120000,4,3,324.11
3695,4,9,600000,6,12,10.27
3696,4,9,6000,4,3,2004.53
3697,3,7,4500,4,13,1472.34
3698,3,5,4000,4,4,652.28
3699,2,3,300000,4,3,21.19
3700,2,3,70000,6,12,157.88
3701,2,3,7000,4,2,2392.14
3702,4,9,1500,3,4,1654.84
3703,1,1,50000,3,12,157.78
3704,2,3,15000,6,3,263.93
3705,1,2,10000,6,4,250.94
3706,3,7,5000,6,1,498.98
3707,3,7,4000,3,3,1472.34
3708,1,2,1300000,3,13,10.06
3709,1,2,2500,2,2,2039.07
3710,3,5,250000,6,17,128
3711,3,6,40000,6,3,470.24
3712,3,5,1001,4,3,2650.99
3713,1,2,8000,4,4,506.06
3714,4,9,1300000,6,3,5.74
3715,1,2,15000,5,4,506.06
3716,1,2,30000,1,4,506.06
3717,3,6,100001,9,12,72.66
3718,2,3,9000,7,12,2082.26
3719,2,3,1000000,3,17,10.74
3720,2,4,30000,5,13,306.28
3721,3,7,4500,7,3,22.3
3722,3,5,2500,6,13,1472.34
3723,3,7,35000,8,20,10.04
3724,3,5,30000,2,12,259.98
3725,1,2,1001,1,3,1468.67
3726,4,9,17500,6,4,502.74
3727,1,2,22500,8,3,490.89
3728,3,5,3500,2,4,1595.2
3729,3,5,30000,6,3,597.74
3730,3,5,9000,8,3,1895.05
3731,3,7,120000,6,1,156.48
3732,2,3,8000,6,12,299.15
3733,3,5,2500,6,12,1932.25
3734,1,1,15000,3,3,597.34
3735,2,3,9000,1,4,263.93
3736,1,2,8000,3,7,2169.66
3737,3,7,400000,8,19,22.3
3738,2,3,2000,5,3,584.61
3739,4,9,6000,6,6,502.74
3740,2,3,25000,6,12,229.73
3741,3,7,7000,7,12,652.28
3742,3,6,20000,6,13,320.87
3743,1,2,2500,3,3,2184.21
3744,1,2,17500,6,3,796.43
3745,3,7,2000,6,14,1472.34
3746,3,6,45000,7,12,314.04
3747,3,5,3000,6,12,96
3748,3,7,3500,3,12,498.98
3749,3,6,60000,2,3,626.97
3750,1,2,12500,5,4,2184.21
3751,2,3,1500,5,3,389.8
3752,2,3,45000,3,13,1904.68
3753,3,5,1500,4,4,1597.65
3754,3,6,120000,3,3,22.3
3755,4,8,80000,3,15,306.28
3756,4,9,60000,7,4,307.35
3757,3,5,5001,8,4,2170.72
3758,4,8,3000,6,3,2004.53
3759,1,2,6000,3,1,490.89
3760,1,1,7000,1,13,317.29
3761,2,4,140000,7,17,21.19
3762,4,9,120000,5,12,536.92
3763,3,5,3000,7,14,1472.34
3764,2,4,4000,9,3,2392.14
3765,3,6,6000,8,14,1932.25
3766,3,5,10001,3,1,461.39
3767,4,8,30000,4,12,492.68
3768,3,5,1500,6,3,2650.99
3769,1,2,2500,3,14,1958.18
3770,2,3,25001,3,4,263.93
3771,4,9,400000,7,2,20.41
3772,3,6,25000,4,13,612.45
3773,1,2,20000,2,17,476.91
3774,3,6,6000,6,17,1472.34
3775,1,2,800000,5,2,10.28
3776,3,5,5001,6,2,1597.65
3777,3,7,20000,5,12,235.53
3778,1,2,1500,6,2,1468.67
3779,4,9,8000,8,4,1654.84
3780,2,3,2000,6,6,1991.37
3781,3,5,50000,1,2,24.38
3782,3,6,60000,4,13,7.65
3783,3,7,5000,6,1,2170.72
3784,1,1,10001,6,3,597.34
3785,3,7,22500,5,12,235.53
3786,3,5,10000,9,4,690.83
3787,2,3,35000,6,12,487.36
3788,4,8,3000,2,2,1654.84
3789,4,9,6000,8,4,1509.24
3790,3,7,8000,8,3,1595.2
3791,2,3,4000,3,4,1636.49
3792,2,3,2000,5,13,306.28
3793,2,3,17500,2,4,584.61
3794,3,5,6000,4,3,1895.05
3795,3,5,35000,5,3,1.17
3796,2,3,22500,8,2,10.74
3797,4,8,2000,5,3,1654.84
3798,2,3,5000,6,3,1904.68
3799,3,5,40000,4,20,394.38
3800,3,7,6000,2,5,640.89
3801,3,5,60000,5,13,28.05
3802,1,1,20000,8,2,469.94
3803,4,9,500001,9,19,10.09
3804,3,5,1300000,5,2,5
3805,1,1,30000,6,17,306.28
3806,1,2,350000,7,2,20.83
3807,1,2,12500,4,3,1.8
3808,3,5,70000,8,2,5.74
3809,3,7,6000,3,4,498.98
