# File: EIA_923_generator_gen_fuel_2018.csv
# Title: EIA Form 923 generation data for year 2018
# Unit: MWh
# Comments: Selected columns from original form
# Source: https://www.eia.gov/electricity/data/eia923/archive/xls/f923_2015.zip; Schedules_2_3_4_5_M_12_2018_Final_Revision; Page 4 Generator Data from file
# Column types: cici
# ----------
State,Plant.Id,Generator.Id,Net.Generation.Year.To.Date
TN,50481,TG20,63169
TN,50481,TG21,103118
TN,50481,TG22,86651
TN,50481,TG24,117515
TN,50481,TG25,128718
TN,50481,TG26,93828
TN,50481,TGO7,25362
TN,50481,TGO8,29302
TN,50481,TGO9,24295
FL,50482,TG6,82865
FL,50482,TG7,94416
FL,50482,TG8,77809
LA,50489,C3,303542
LA,50490,TE,14046
WV,50491,GEN3,8338
WV,50491,GEN4,0
WV,50491,GEN6,168681
WV,50491,GEN7,200213
NJ,50497,GTG1,1207
NJ,50497,GTG2,1013
NJ,50497,GTG3,146
NJ,50497,STG1,975
CT,50498,GTG,36591
CT,50498,STG,16663
CA,50530,GEN3,14508
CA,50541,ST1,0
CA,50541,ST2,0
CA,50541,GEN1,0
WA,50544,GEN6,37017
NC,50555,GEN1,0
NC,50555,GEN2,0
NC,50555,GEN3,28278
OK,50558,GT01,88363
OK,50558,ST01,23576
CA,50560,GEN1,140508
NJ,50561,GTG1,169538
NJ,50561,GTG2,211541
NJ,50561,STG1,106406
NJ,50561,STG2,47985
FL,50572,GEN1,14427
FL,50572,GEN2,14907
FL,50572,GEN3,14819
FL,50572,GEN4,0
PA,50611,GEN1,190296
WI,50614,GEN1,84485
WI,50614,WEST,32366
WI,50620,GEN1,21811
RI,50621,GEN4,0
TX,50625,TG22,5857
TX,50625,TG23,166826
TX,50625,TG32,116601
TX,50625,TG33,94613
TX,50625,TG34,200160
IL,50627,MG,49159
NJ,50628,GEN2,110155
NJ,50628,GEN3,102338
FL,50629,GEN1,86633
OR,50630,GEN1,70695
CA,50632,GEN1,150018
ID,50637,GEN1,0
ID,50637,GEN2,0
ID,50637,GEN3,172418
ID,50637,GEN4,196044
AR,50638,GEN1,114545
MN,50639,GEN3,120636
MN,50639,GEN4,179859
MN,50639,GEN5,141657
IN,50647,GEN1,45083
CT,50648,GEN1,89723
NY,50649,GEN1,112112
ME,50650,UNI1,248041
NY,50656,GEN1,189102
MD,50657,GEN1,333268
VA,50658,GEN1,326278
VA,50658,GEN2,337379
OK,50660,GEN1,7256
MA,50661,GEN1,335821
NY,50662,GEN1,216103
VA,50663,GEN1,77185
VA,50663,GEN2,55070
FL,50666,GEN1,188631
CO,50707,LMA,656277
CO,50707,LMB,0
CO,50707,LMC,0
CO,50707,LMD,0
CO,50707,LME,0
CO,50707,STA,85413
CO,50707,STB,42314
AK,50711,GEN1,0
AK,50711,GEN2,0
AK,50711,GEN3,41638
PA,50729,GEN1,126906
PA,50729,GEN3,2338
PA,50732,GEN1,226584
PA,50732,GEN2,118888
PA,50732,GEN3,0
IN,50733,STG1,1166455
NH,50739,GEN1,92855
NY,50743,GEN1,28059
NY,50743,GEN2,29802
NY,50744,GEN1,17855
NY,50744,GEN2,7385
CA,50748,GEN1,12258
CA,50748,GEN2,3543
MI,50770,GEN1,145899
MI,50772,GEN1,143682
FL,50774,GEN1,88523
PA,50776,GEN1,152019
NJ,50799,GEN1,6323
NJ,50799,GEN2,6641
NJ,50799,GEN3,2626
NJ,50799,GEN4,2693
FL,50803,GEN3,120298
GA,50804,GEN4,323920
GA,50804,GEN5,126379
SC,50806,GEN1,40152
SC,50806,GEN2,81734
SC,50806,GEN3,318246
FL,50807,GEN3,21748
FL,50807,GEN4,59342
FL,50807,GEN6,116418
LA,50810,NO 7,150005
LA,50810,NO 8,158771
LA,50810,NO 9,184191
VA,50813,GEN1,287497
TX,50815,GEN1,415833
TX,50815,GEN2,421838
TX,50815,GEN3,397154
TX,50815,GEN4,405121
TX,50815,GEN5,402004
TX,50815,GEN6,535782
TX,50815,GEN7,412343
MI,50835,GEN1,505400
CA,50837,GEN1,170039
LA,50846,ST1,47950
LA,50846,ST2,32423
LA,50846,ST3,41558
CA,50849,GEN1,147173
CA,50849,GEN2,5784
CA,50850,GEN1,18645
CA,50850,GEN2,6064
CA,50851,GEN1,36454
CA,50851,GEN2,11052
NJ,50852,GEN1,2426
NJ,50852,GEN2,778
FL,50858,GEN1,149686
FL,50858,GEN2,96943
PA,50859,GEN1,196992
MI,50860,GEN1,102288
NH,50873,GEN1,97300
FL,50875,GEN1,145938
CA,50876,GEN1,0
CA,50876,GEN2,0
MA,50877,GEN1,240828
MA,50878,GEN1,319457
PA,50879,GEN1,326307
MA,50880,GEN1,231522
CA,50881,GEN1,37277
CA,50881,GEN2,134935
CA,50881,GEN3,107593
NY,50882,GEN1,394972
CT,50883,GEN1,420625
FL,50884,GEN1,296325
FL,50884,GEN2,126030
NJ,50885,GEN1,84911
WA,50886,GEN1,123285
FL,50887,GEN1,432002
PA,50888,GEN1,215388
VA,50900,GEN3,72944
VA,50900,GEN4,208049
VA,50900,GEN5,211358
VA,50900,GEN7,514133
IN,50903,GEN1,37502
NM,50906,4,1406
NY,50907,UNT1,4153
NY,50907,UNT2,4153
PA,50920,1,1980
OR,50921,GEN1,0
MT,50931,GEN1,442910
WI,50933,GEN5,0
WI,50933,GEN6,28441
FL,50949,GEN1,132937
FL,50949,GEN2,145608
FL,50949,GEN3,143326
UT,50951,GEN1,412891
MA,50955,GEN1,449
MA,50955,GEN2,0
MA,50955,GEN3,15575
TN,50956,GEN1,104455
TN,50956,GEN2,109801
TN,50956,GEN3,111042
NJ,50960,GEN1,277403
VA,50966,1,39792
VA,50966,2,0
VA,50966,3,0
MO,50969,GEN1,4495
MO,50969,GEN2,39598
MO,50969,GEN3,62152
MO,50969,GEN4,3474
TX,50973,GN31,80211
TX,50973,GN32,65876
TX,50973,GN33,206892
TX,50973,GN35,161270
TX,50973,GN41,301610
TX,50973,GN42,284517
TX,50973,GN43,309492
TX,50973,GN44,269429
PA,50974,GEN1,425306
FL,50976,GEN1,7623
NY,50978,GEN1,56489
NY,50978,GEN2,56660
NY,50978,GEN3,36132
OR,50993,GEN1,0
LA,51008,1000,0
LA,51008,2000,0
VT,51026,GEN1,166902
RI,51030,GEN1,217225
RI,51030,GEN2,229034
RI,51030,GEN3,232803
NY,51038,GEN1,55727
LA,52006,GEN1,207991
LA,52006,GEN2,325452
LA,52006,GEN3,329036
LA,52006,GEN4,270204
LA,52006,GEN5,369390
LA,52006,GEN6,215865
VA,52007,GEN1,28617
VA,52007,GEN2,29367
FL,52010,GEN1,246570
FL,52010,GEN2,101024
VA,52019,GEN1,681310
VA,52019,GEN2,732353
VA,52019,GEN3,749852
VA,52019,GEN4,626235
VA,52019,GEN5,629424
VA,52019,GEN6,680617
RI,52024,GEN2,2505
RI,52024,GEN4,2883
RI,52024,NEW1,1243
RI,52024,NEW3,14957
MA,52026,GEN1,54331
MA,52026,GEN2,0
LA,52031,GEN2,31334
NY,52056,GT1,274332
NY,52056,ST1,60959
CT,52061,GEN2,0
CT,52061,GEN3,40768
TX,52069,GEN1,0
TX,52069,GEN2,0
TX,52069,GEN3,0
TX,52069,GEN4,0
TX,52071,5,141443
VA,52072,GEN1,10703
VA,52072,GEN2,9626
VA,52072,GEN3,11397
VA,52072,GEN4,0
CA,52073,GEN1,106994
CA,52073,GEN2,112282
CA,52073,GEN3,70458
TX,52088,GEN1,128607
TX,52088,GEN2,101824
TX,52088,GEN3,417316
TX,52088,GEN4,307362
VA,52089,GEN1,42011
VA,52089,GEN2,42653
VA,52089,GEN3,49545
VA,52089,GEN4,37046
CA,52099,GEN6,0
PA,52106,GEN1,45906
PA,52106,GEN3,20223
CA,52109,GEN1,375724
CA,52109,GEN2,394351
CA,52109,GEN5,98421
VA,52118,GEN1,102952
VA,52118,GEN2,0
TX,52120,G-61,536203
TX,52120,G-63,572291
TX,52120,G-64,2105
TX,52120,G-65,802265
TX,52120,G-66,755643
TX,52120,G-67,789524
WY,52127,GEN1,5146
WY,52127,GEN2,5621
IN,52130,31TG,16528
IN,52130,32TG,76061
IN,52130,33TG,88889
IN,52130,34TG,63621
IN,52130,35TG,210778
TX,52132,GEN1,359724
TX,52132,GEN2,312450
TX,52132,GEN3,0
ND,52133,GEN1,20633
ND,52133,GEN2,20677
ND,52133,GEN3,20008
AL,52140,GEN1,249206
AL,52140,GEN2,309822
VA,52148,GEN1,13274
VA,52148,GEN5,321
SC,52151,GEN1,280248
SC,52151,GEN2,310807
VA,52152,GEN9,237532
NY,52168,GEN2,36118
LA,52175,GEN1,0
LA,52175,GEN2,66315
LA,52175,GEN3,181653
TX,52176,GEN1,203203
TX,52176,GEN2,212062
TX,52176,GEN3,196305
DE,52193,G1,111424
DE,52193,G2,102076
DE,52193,G3,37643
DE,52193,G4,56363
GA,54004,GEN1,181093
CA,54015,GEN2,44143
NY,54034,GEN1,2683
NY,54034,GEN2,1544
NY,54041,GEN1,99205
NY,54041,GEN2,109640
NY,54041,GEN3,98069
NY,54041,GEN4,131791
RI,54056,GEN1,6971
RI,54056,GEN2,3498
NY,54076,GEN1,71413
NY,54076,GEN2,59579
VA,54081,GEN1,9606
VA,54081,GEN2,9184
VA,54081,GEN3,11553
VA,54081,GEN4,8642
ME,54085,GEN1,83574
ME,54085,GEN2,94890
ME,54085,GEN3,130399
SC,54087,GEN1,184845
SC,54087,GEN2,164291
SC,54087,GEN3,158664
LA,54091,GEN1,225845
LA,54091,GEN2,222955
LA,54091,GEN3,214859
AL,54096,GEN1,55007
AL,54096,GEN2,243060
AL,54096,GEN3,62566
AL,54096,GEN4,244574
TX,54097,GEN1,114573
TX,54097,GEN2,308023
WI,54098,GEN1,34810
WI,54098,GEN2,54652
WI,54098,GEN3,57446
WI,54098,GEN4,48811
NY,54099,GEN1,214489
MS,54100,GEN1,0
MS,54100,GEN2,239885
GA,54101,GEN1,310144
GA,54101,GEN2,315929
AR,54104,GEN1,61032
AR,54104,GEN2,202896
AR,54104,GEN3,211722
AR,54104,GEN4,179648
NY,54114,GEN1,301055
NY,54114,GEN2,193903
NY,54114,GEN3,108100
NY,54131,GEN1,17140
NY,54131,GEN2,6976
IA,54201,GEN3,39826
IA,54201,GEN4,22
IA,54201,GEN5,46059
IA,54201,GEN6,22576
OH,54207,GEN1,0
OH,54207,GEN2,17400
OH,54207,GEN3,39520
ND,54210,G1,0
MN,54211,G1,0
MN,54211,G2,0
MN,54212,G1,0
MN,54212,G2,0
ND,54213,G1,0
MN,54214,G1,0
MN,54214,G2,0
AL,54216,AOW6,0
AL,54216,GEN7,153395
MN,54224,GEN1,8882
MN,54224,GEN2,9360
MN,54224,GEN3,33028
MA,54225,TG2,10784
MA,54228,2,2227
CT,54236,TG5,25410
CT,54236,TG 3,3723
CT,54236,TG 4,5288
CA,54238,STG,371195
PA,54250,1,12155
MN,54262,4,18107
NV,54271,STG,198701
NV,54271,CTG1,263903
NV,54271,CTG2,246729
NC,54276,TG3,50706
GA,54281,577A,113517
VA,54304,1,547512
WY,54318,TG1,91229
WY,54318,TG2,135954
TX,54321,3N80,77265
RI,54324,GEN1,231748
RI,54324,GEN2,284258
RI,54324,GEN3,319952
PA,54333,G001,35309
PA,54333,G502,885
OH,54335,GEN1,0
OH,54335,GEN2,13255
TX,54338,GENA,225
TX,54338,GENB,304
TX,54338,GENC,182
TX,54338,GEND,1643
NV,54349,GTA,171295
NV,54349,GTB,174265
NV,54349,GTC,175206
NV,54349,STM,193635
NV,54350,GTA,179107
NV,54350,GTB,177656
NV,54350,GTC,178020
NV,54350,STM,188019
GA,54358,1,184791
GA,54358,2,110251
GA,54358,3,78082
FL,54365,APC1,172471
FL,54365,APC2,175768
FL,54365,APC3,96459
CO,54372,GT1,3
CO,54372,GT2,858
CO,54372,ST1,0
WY,54374,NO2,0
WY,54374,NO3,3541
WI,54407,1,0
WI,54407,2,0
WI,54408,1,0
NH,54409,GEN1,2611
NH,54409,GEN2,1141
NH,54409,GEN3,8943
MI,54415,GEN1,167044
FL,54424,GT1,35042
FL,54424,GT2,35028
FL,54424,ST1,16703
FL,54426,GT1,258298
FL,54426,ST1,131325
LA,54427,NO8,107980
LA,54427,NO9,252532
LA,54427,NO10,150597
AL,54429,GEN2,413080
GA,54464,1,49582
GA,54464,2,32767
GA,54464,3,16979
GA,54464,4,134047
GA,54464,5,262820
FL,54466,GEN1,1022141
WY,54472,GEN1,89002
WA,54476,GEN1,188051
WA,54476,GEN2,84895
LA,54512,TG1,17114
LA,54512,TG2,14694
LA,54512,TG3,9706
CA,54517,GEN3,29478
LA,54518,ST1,39714
LA,54518,ST2,39000
NY,54526,STG,0
FL,54529,1,214057
MN,54533,1,17908
WA,54537,ST1,221059
WA,54537,CT1A,219797
WA,54537,CT1B,219877
NY,54547,1,838060
NY,54547,2,768537
NY,54547,3,786720
NY,54547,4,933045
NY,54547,5,945748
NY,54547,6,1002497
AL,54550,901,1730
AL,54550,901A,29446
AL,54550,901B,29208
AL,54550,901C,27640
IL,54556,TGO1,138125
IL,54556,TGO2,133911
CA,54561,GT-G,0
CA,54561,ST-G,0
WA,54562,4,0
WA,54562,6,133611
WA,54562,7,130473
NY,54574,GEN1,21555
NY,54574,GEN2,26293
NY,54574,GEN3,22936
MA,54586,VAX,7241
MA,54586,TRENT,29527
NY,54592,GEN1,1055
NY,54592,GEN2,635
NY,54593,GEN1,24723
NY,54593,GEN2,10226
NC,54618,900,2822
NC,54618,7500,26559
MA,54620,NO-1,106319
PA,54625,TGI,194037
CA,54626,TG01,255054
FL,54627,GEN1,19342
FL,54627,GEN2,43488
PA,54634,SNCP,621392
PA,54638,PT1,271462
NJ,54640,GEN1,266331
NJ,54640,GEN2,262890
NJ,54640,GEN3,250866
HI,54646,ST,283049
HI,54646,CT1,482282
HI,54646,CT2,515184
NC,54656,NO3,310161
NC,54656,NO 1,57932
NC,54656,NO 2,36715
NM,54667,7,0
NM,54667,9,23730
TX,54676,G81,592868
TX,54676,G82,536377
TX,54676,G83,539032
TX,54676,G84,522277
ID,54690,500,0
ID,54690,2250,3826
ID,54690,6500,28053
PA,54693,GT_1,558
PA,54693,GT_2,675
PA,54693,GT_5,685
PA,54693,GT_6,861
PA,54693,ST_1,398
PA,54693,ST_2,349
AZ,54694,GEN1,27908
AZ,54694,GEN2,13388
PA,54746,WFI1,316470
CA,54749,CTG,14885
CA,54749,STG,3257
MI,54751,GEN1,76999
AL,54752,NO1,251254
AL,54752,NO2,224124
CT,54758,GEN1,95421
OR,54761,GEN1,553824
OR,54761,GEN2,865754
OR,54761,GEN3,416601
OR,54761,GEN4,657450
AL,54763,2TG,70907
AL,54763,4TG,221154
IA,54775,GEN1,3221
IA,54775,GEN2,12605
IA,54775,GEN6,40047
OK,54779,GEN1,0
OK,54779,GEN2,0
OK,54779,GEN4,0
IL,54780,T1,296
IL,54780,T2,2019
IL,54780,T3,0
IL,54780,T4,0
IL,54780,T6,30672
IL,54780,T7,810
IL,54780,T10,2986
IL,54780,T11,8550
IL,54780,T12,19356
PA,54785,GEN1,234644
AL,54789,2TG,62416
AL,54789,3TG,46076
AL,54789,4TG,346814
MD,54795,GEN1,0
MD,54795,GEN2,7078
MD,54795,GEN4,41800
AL,54802,GEN1,257244
AL,54802,GEN2,364040
MA,54805,GT-1,175328
MA,54805,ST-1,75570
NY,54808,T1,8767
NY,54808,GT1,43173
NY,54808,GT2,41054
WA,54809,TG2,18619
TX,54817,GT-1,290715
TX,54817,ST-1,157232
NJ,54829,GEN2,56
MD,54832,1,333624
MD,54832,2,343946
MD,54832,3,443167
VA,54844,GOR1,815652
VA,54844,GOR2,0
VA,54844,GOR3,0
VA,54844,GOR4,0
KY,54850,1,2125
KY,54850,2,0
MI,54867,M387,34838
ND,54908,GEN1,1038
ND,54908,GEN2,0
CA,54912,GTG1,325465
CA,54912,GTG2,341786
CA,54912,STG1,143587
NY,54914,1,849604
NY,54914,2,850686
NY,54914,3,176165
NY,54914,4,164949
MI,54915,G001,331442
MI,54915,G101,693193
CT,54945,NO 5,82974
CT,54945,NO 6,137490
OR,54950,CTG1,698
OR,54950,STG1,13
MI,54965,ACTG,4761
OH,54974,UNT1,14980
OH,54974,UNT2,12148
IN,54995,17TG,574510
VA,54998,1410,74021
VA,54998,1420,77164
VA,54998,1430,66477
MN,55010,CTG1,202423
MN,55010,STG1,98784
WI,55011,CTG1,489271
WI,55011,STG1,263788
MA,55026,UNT1,369001
GA,55040,CT1,73492
GA,55040,CT2,74004
GA,55040,ST1,63840
MA,55041,GEN2,637246
CT,55042,GEN1,1211098
CT,55042,GEN2,1219524
CT,55042,GEN3,1244664
SC,55043,GT1,345771
SC,55043,ST1,178123
AL,55044,STG1,122336
TX,55047,CTG1,1093821
TX,55047,CTG2,770756
TX,55047,CTG3,775743
TX,55047,STG1,484042
TX,55047,STG2,832819
RI,55048,UNT1,1025550
RI,55048,UNT2,534528
TX,55062,GTG1,652190
TX,55062,GTG2,668693
TX,55062,GTG3,785069
TX,55062,STG1,1460258
MS,55063,CTG1,877357
MS,55063,CTG2,593417
MS,55063,CTG3,833028
MS,55063,STG1,522568
MS,55063,STG2,347081
MS,55063,STG3,489266
TX,55065,GEN1,747995
TX,55065,GEN2,673478
TX,55065,GEN3,664106
ME,55068,GEN1,78145
ME,55068,GEN2,65615
ME,55068,GEN3,91127
AR,55075,CT01,1089744
AR,55075,ST01,215466
MS,55076,RHGF,2838854
NV,55077,ED01,524525
NV,55077,ED02,516520
NV,55077,ED03,618877
MA,55079,CT01,730920
MA,55079,ST01,387868
CA,55084,GE1,1372884
TX,55086,STG,-3217
TX,55086,GT1A,-3136
TX,55086,GT1B,0
MI,55087,2A,912531
MI,55087,2B,929195
MI,55087,2C,955139
MI,55088,ST1,1642395
LA,55089,CT1,1091601
LA,55089,CT2,1204447
LA,55089,CT3,1141455
LA,55089,ST1,1852329
ID,55090,GEN1,33180
TX,55091,STK1,828506
TX,55091,STK2,798825
TX,55091,STK3,824206
TX,55091,STK4,1003799
TX,55091,STK5,1121553
TX,55091,STK6,962440
IN,55096,ST,40589
TX,55097,CTG1,1197834
TX,55097,CTG2,1144434
TX,55097,CTG3,1123622
TX,55097,CTG4,1173920
TX,55097,STG1,1340515
TX,55097,STG2,1304750
ME,55100,UNT1,96694
ME,55100,UNT2,53726
OR,55103,CT1,858637
OR,55103,CT2,832108
OR,55103,ST1,902204
TX,55104,STG,62640
TX,55104,CTG1,277397
TX,55104,CTG2,249435
RI,55107,CTG1,906091
RI,55107,CTG2,893929
RI,55107,STG1,1023594
CA,55112,CT01,375001
CA,55112,CT02,17142
CA,55112,ST01,197374
LA,55117,RS-4,304307
LA,55117,RS-5,1130872
LA,55117,RS-6,1087917
TX,55123,STG,1180354
TX,55123,CTG1,1153139
TX,55123,CTG2,938250
AZ,55124,STG,807348
AZ,55124,CTG1,685683
AZ,55124,CTG2,578690
CT,55126,CA01,1914692
CT,55126,CA02,1755058
AZ,55129,STG,975709
AZ,55129,CTG1,688330
AZ,55129,CTG2,671504
IL,55131,CTG1,1013428
IL,55131,CTG2,991079
IL,55131,CTG3,961633
IL,55131,CTG4,869879
IL,55131,STG1,529098
IL,55131,STG2,514602
IL,55131,STG3,502127
IL,55131,STG4,476082
TX,55132,GTG1,542938
TX,55132,GTG2,596569
TX,55132,GTG3,558534
TX,55132,STG1,1207387
TX,55137,CTG1,640465
TX,55137,CTG2,630145
TX,55137,CTG3,638195
TX,55137,STG1,1207007
TX,55139,ST,517556
TX,55139,CTG1,460641
TX,55139,CTG2,428820
TX,55144,U1,849793
TX,55144,U2,775227
TX,55144,U3,691926
TX,55144,U4,743255
OK,55146,CTG1,1110609
OK,55146,CTG2,915506
OK,55146,CTG3,952304
OK,55146,STG1,752096
OK,55146,STG2,619872
OK,55146,STG3,635422
CT,55149,U1,1840514
CT,55149,U2,1643578
CT,55149,U3,1727666
CA,55151,GEN1,438208
CA,55151,GEN2,422636
CA,55151,GEN3,187922
CA,55151,GEN4,10332
TX,55153,CTG1,932699
TX,55153,CTG2,866875
TX,55153,CTG3,820059
TX,55153,CTG4,832914
TX,55153,STG1,1083909
TX,55153,STG2,990555
TX,55154,ST,834615
TX,55154,CTA,755879
TX,55154,CTB,729763
TX,55168,1,819323
TX,55168,2,597816
TX,55168,3,657358
NH,55170,STG,788001
NH,55170,CT11,641213
NH,55170,CT12,748269
TX,55172,GT-1,893291
TX,55172,GT-2,867409
TX,55172,GT-3,893956
TX,55172,ST-4,505490
TX,55172,ST-5,1024711
LA,55173,CT11,522483
LA,55173,CT12,507899
LA,55173,CT24,882513
LA,55173,CT25,891164
LA,55173,ST13,619876
LA,55173,ST26,1132547
TX,55176,GEN1,782971
TX,55176,GEN2,936635
TX,55176,GEN3,474116
AZ,55177,A,179598
AZ,55177,B,0
AZ,55177,ST1,81553
MO,55178,CT-1,665680
MO,55178,CT-2,598929
MO,55178,ST-1,782536
ID,55179,CTG1,1027641
ID,55179,STG1,566176
CA,55182,STG,1069397
CA,55182,X718,726184
CA,55182,X719,875787
IL,55183,CT1,1754494
IL,55183,CT2,1760762
IL,55183,ST1,0
IL,55183,ST2,0
TX,55187,GT1,1125641
TX,55187,GT2,1156700
TX,55187,GT3,1097010
TX,55187,GT4,1156460
TX,55187,ST1,811581
IL,55188,PT11,29173
IL,55188,PT21,22433
IL,55188,PT31,27460
PA,55193,STG,1476216
PA,55193,CTG1,1304336
PA,55193,CTG2,1292995
MS,55197,CTG1,799005
MS,55197,CTG2,1009678
MS,55197,CTG3,768424
MS,55197,STG1,467038
MS,55197,STG2,582127
MS,55197,STG3,438073
CO,55200,UN5,97736
CO,55200,UN6,99202
CO,55200,UN7,53622
TX,55206,CT1,743691
TX,55206,CT2,948201
TX,55206,ST1,353823
NM,55210,1,815872
NM,55210,2,0
MA,55211,U1,1178960
MA,55211,U2,1052575
MA,55212,U1,1068881
MA,55212,U2,1083891
TX,55215,CTG1,1128860
TX,55215,CTG2,1076374
TX,55215,CTG3,1141906
TX,55215,CTG4,1127414
TX,55215,STG1,1454467
TX,55215,STG2,1491273
IL,55216,STG1,66346
IL,55216,UNT1,215123
IL,55216,UNT2,199892
IL,55216,UNT3,158518
CA,55217,CTG1,970870
CA,55217,CTG2,1201938
CA,55217,STG3,1101932
MS,55218,H01,1040143
MS,55218,H02,1020500
MS,55218,H03,1094253
MS,55220,A01,727663
MS,55220,A02,710388
MS,55220,A03,766137
AR,55221,G1,53290
AR,55221,G2,51116
AR,55221,G3,57703
AR,55221,G4,49480
AR,55221,G5,53921
AR,55221,G6,51096
AR,55221,G7,95189
AR,55221,G8,34689
AR,55221,G9,76056
TX,55223,GT1,1060965
TX,55223,ST1,580242
OK,55225,CTG1,783860
OK,55225,CTG2,772095
OK,55225,CTG3,736129
OK,55225,CTG4,734698
OK,55225,STG1,999850
OK,55225,STG2,950061
TX,55226,GT1,1002358
TX,55226,GT2,985227
TX,55226,GT3,1026495
TX,55226,GT4,1056673
TX,55226,ST3,1145174
TX,55226,ST6,1178984
TX,55230,CT1,523514
TX,55230,CT2,480098
TX,55230,CT3,555153
TX,55230,CT4,561980
TX,55230,ST1,698578
TX,55230,ST2,832352
PA,55231,STG,1579945
PA,55231,GTG1,1340023
PA,55231,GTG2,1353068
NJ,55239,1,950384
NJ,55239,2,836292
NJ,55239,3,984134
NJ,55239,4,1497610
AL,55241,CT01,757700
AL,55241,ST01,379389
FL,55242,CT01,813607
FL,55242,ST01,398510
IL,55245,TG1,19712
IL,55245,TG2,0
IL,55245,TG3,21760
IN,55259,CT1,892638
IN,55259,CT2,940036
IN,55259,ST1,578056
MS,55269,CTG1,845754
MS,55269,CTG2,842677
MS,55269,CTG3,970260
MS,55269,STG1,457849
MS,55269,STG2,409339
MS,55269,STG3,487207
MI,55270,7EA,346156
MI,55270,LM1,221150
MI,55270,LM2,219116
MI,55270,LM3,222814
MI,55270,LM4,209337
MI,55270,LM5,220453
MI,55270,LM6,219135
MI,55270,ST1,215366
MI,55270,ST2,202419
AL,55271,GTG1,386648
AL,55271,GTG2,369367
AL,55271,GTG3,398101
AL,55271,STG1,728743
AZ,55282,CTG1,656302
AZ,55282,CTG2,639925
AZ,55282,STG1,824280
CO,55283,1,810505
CO,55283,2,896585
CO,55283,3,945548
AL,55292,CTG1,560627
AL,55292,CTG2,591765
AL,55292,CTG3,599744
AL,55292,STG1,950764
AL,55293,CTG1,1074108
AL,55293,CTG2,768855
AL,55293,CTG3,1105955
AL,55293,STG1,1583933
ME,55294,GTG1,489313
ME,55294,GTG2,452702
ME,55294,STG3,546094
CA,55295,CT1,803025
CA,55295,CT2,928673
CA,55295,ST1,964178
MI,55297,1,1613865
MI,55297,2,1226767
MI,55297,3,1551006
MI,55297,1A,881144
MI,55297,2A,683662
MI,55297,3A,828979
PA,55298,ST1,1402573
PA,55298,ST2,1079280
PA,55298,CT1A,1233718
PA,55298,CT1B,1250748
PA,55298,CT2A,902252
PA,55298,CT2B,997995
TX,55299,CTG1,1134404
TX,55299,CTG2,948845
TX,55299,CTG3,1133322
TX,55299,ST-1,925787
AZ,55306,CTG7,611336
AZ,55306,CTG8,856852
AZ,55306,ST12,982745
TX,55309,GEN3,118103
TX,55311,GEN2,36083
TX,55313,STG,579690
TX,55313,CTG1,890323
TX,55313,CTG2,1126029
MA,55317,GT11,1196118
MA,55317,GT12,987916
MA,55317,ST15,1073971
TX,55320,GT1,335949
TX,55320,GT2,337518
TX,55320,ST1,398086
NV,55322,ST1,1304420
NV,55322,ST2,1151832
NV,55322,CTG1,1116989
NV,55322,CTG2,1130143
NV,55322,CTG3,957450
NV,55322,CTG4,1007602
TX,55327,CTG1,908986
TX,55327,CTG2,971379
TX,55327,CTG3,1161175
TX,55327,STG1,1252987
OR,55328,CTG1,1087245
OR,55328,CTG2,1128776
OR,55328,STG1,1428215
CA,55333,CTG1,740075
CA,55333,CTG2,649572
CA,55333,CTG3,577446
CA,55333,STG1,1114571
IL,55334,CTG1,249041
IL,55334,CTG2,276348
IL,55334,STG1,327500
PA,55337,CT1,1720788
PA,55337,CT2,1733824
PA,55337,ST4,1755203
AR,55340,STG,729565
AR,55340,CTG1,600376
AR,55340,CTG2,698709
NM,55343,CTG1,902453
NM,55343,CTG2,928861
NM,55343,STG1,887923
CA,55345,1-Jan,140693
CA,55345,2-Jan,163088
CA,55345,3-Jan,189370
OH,55350,1,1375035
OH,55350,2,1365442
OH,55350,3,1490516
TX,55357,CTG1,802514
TX,55357,CTG2,828538
TX,55357,STG1,1041671
TX,55358,CT1,1133324
TX,55358,CT2,1149718
TX,55358,CT3,1039661
TX,55358,CT4,1054051
TX,55358,ST1,733957
TX,55358,ST2,731065
TX,55358,ST3,650846
TX,55358,ST4,678101
IN,55364,ST1,1007237
IN,55364,CT01,978546
IN,55364,CT02,953810
HI,55369,CT1,95429
HI,55369,CT2,97192
HI,55369,ST1,71383
AZ,55372,CTG1,814
AZ,55372,CTG2,815
AZ,55372,CTG3,1112
AZ,55372,STG1,360
AZ,55372,STG2,361
AZ,55372,STG3,353
NY,55375,CT1,1150738
NY,55375,CT2,1133688
NY,55375,ST1,1298444
AR,55380,CTG1,796381
AR,55380,CTG2,843992
AR,55380,CTG3,766260
AR,55380,CTG4,815583
AR,55380,CTG5,683753
AR,55380,CTG6,947603
AR,55380,CTG7,677282
AR,55380,CTG8,749538
AR,55380,STG1,1096576
AR,55380,STG2,988696
AR,55380,STG3,1027455
AR,55380,STG4,912058
GA,55382,1GT1,476203
GA,55382,1GT2,478826
GA,55382,1STG,644340
GA,55382,2GT1,1151558
GA,55382,2GT2,1070493
GA,55382,2STG,1521228
SC,55386,CT1,776733
SC,55386,CT2,578444
SC,55386,ST1,560160
CA,55393,CTG1,638902
CA,55393,CTG2,636909
