# File: nonirrigation_shares_0p5degree.csv
# Title: Volume of water withdrawals at individual basin-state combinations for 2005 as calucated from Huang et al. (2018) data by r package from Chris Vernon. Prepared by NTG
# Units: km^3
# Comments: NA
# Column types: nccnnnnnn
# ----------
GCAM_basin_ID,basin_name,state_abbr,year,Domestic,Electricity,Livestock,Manufacturing,Mining
7,PacArctic,AK,1975,0.078693344,0.025660125,2.39E-05,0.07931292,0.011533502
7,PacArctic,AK,1990,0.085123617,0.02751473,0.010215684,0.105930377,0.021098719
7,PacArctic,AK,2005,0.082354279,0.033893063,0.343261251,0.008199268,0.022777453
7,PacArctic,AK,2010,0.085097947,0.045153422,0.33268307,0.007817336,0.022473431
7,PacArctic,WA,1975,8.94E-05,0.000201979,3.89E-09,9.70E-05,1.49E-05
7,PacArctic,WA,1990,0.000112271,0.000316035,5.00E-09,7.00E-05,8.25E-06
7,PacArctic,WA,2005,0.000130841,0.000369751,4.54E-09,8.11E-05,8.65E-06
7,PacArctic,WA,2010,0.000134778,0.00038276,2.28E-09,8.18E-05,8.77E-06
23,NelsonR,MN,1975,0.044273631,0.239078339,0.010023257,0.055028007,0.008033945
23,NelsonR,MN,1990,0.065303702,0.193036404,0.008343131,0.022204908,0.022647548
23,NelsonR,MN,2005,0.058889611,0.234474648,0.020072857,0.015292207,0.043108884
23,NelsonR,MN,2010,0.059567271,0.238744836,0.014626392,0.014349918,0.03346797
23,NelsonR,MT,1975,9.03E-06,8.96E-06,1.46E-06,6.15E-06,8.97E-07
23,NelsonR,MT,1990,2.24E-05,5.60E-06,2.45E-06,8.45E-06,9.17E-07
23,NelsonR,MT,2005,3.74E-05,2.35E-05,4.30E-06,1.65E-05,8.16E-06
23,NelsonR,MT,2010,3.61E-05,2.90E-05,3.72E-06,1.56E-05,7.21E-06
23,NelsonR,ND,1975,0.023640916,0.177557061,0.002270631,0.015120134,0.002204607
23,NelsonR,ND,1990,0.027076749,0.352040978,0.002473893,0.005932706,0.005423068
23,NelsonR,ND,2005,0.022657266,0.193466624,0.003285994,0.0053444,0.009876356
23,NelsonR,ND,2010,0.022676559,0.183209349,0.00307796,0.005320673,0.008387706
23,NelsonR,SD,1975,0.00046361,3.57E-05,0.000786859,0.000134251,1.95E-05
23,NelsonR,SD,1990,0.00057104,2.20E-05,0.000343855,0.000176578,0.000224972
23,NelsonR,SD,2005,0.000609439,3.02E-05,0.000698916,3.06E-05,7.45E-05
23,NelsonR,SD,2010,0.000670038,4.47E-05,0.000769436,4.26E-05,8.66E-05
27,FraserR,WA,1975,0.00056135,0.001266071,7.33E-06,0.000608771,9.34E-05
27,FraserR,WA,1990,0.000746342,0.002098685,8.71E-06,0.000464658,5.47E-05
27,FraserR,WA,2005,0.000968882,0.00273527,8.13E-06,0.000600156,6.40E-05
27,FraserR,WA,2010,0.000995872,0.002825321,4.25E-06,0.000604035,6.47E-05
96,MexCstNW,AZ,1975,0.002569288,0.000526926,0.000385981,0.001159037,0.00017186
96,MexCstNW,AZ,1990,0.002971403,0.000595525,0.000713771,0.001038271,0.000317648
96,MexCstNW,AZ,2005,0.003753623,0.000753611,0.000523196,0.000773462,0.000256172
96,MexCstNW,AZ,2010,0.003953781,0.000802903,0.000788265,0.000807722,0.000242224
96,MexCstNW,NM,1975,3.66E-05,6.76E-06,2.57E-05,1.70E-05,2.53E-06
96,MexCstNW,NM,1990,0.000305744,7.48E-05,3.85E-05,0.000125599,1.94E-05
96,MexCstNW,NM,2005,0.000821108,0.000226952,0.000134143,0.000263571,4.53E-05
96,MexCstNW,NM,2010,0.000904598,0.000248527,0.000182211,0.000285117,4.57E-05
101,Caribbean,FL,1975,0.002177333,0.002817424,1.18E-05,0.001328431,0.000193111
101,Caribbean,FL,1990,0.003534686,0.001137912,1.47E-05,0.000715205,0.000490434
101,Caribbean,FL,2005,0.003780031,0.00081038,5.58E-06,0.000375535,0.00028851
