# File: A23.elecS_sector.csv
# Title: Horizontal Load Segment Supplysector Characteristics
# Units: NA
# Comments: Same assumptions as energy/A23.sector.csv
# Column types: ccccic 
# ----------
supplysector,output.unit,input.unit,price.unit,logit.exponent,logit.type
base load generation,EJ,EJ,1975$/GJ,-3,relative-cost-logit
intermediate generation,EJ,EJ,1975$/GJ,-3,relative-cost-logit
subpeak generation,EJ,EJ,1975$/GJ,-3,relative-cost-logit
peak generation,EJ,EJ,1975$/GJ,-3,relative-cost-logit
elect_td_bld,EJ,EJ,1975$/GJ,-3,relative-cost-logit
