# File: reeds_offshore_wind_curve_grid_cost.csv
# Title: Offshore Wind Power Grid Interconnection Costs by ReEDS Wind Region; Class; and Bin
# Units: 2013$/MW
# Comments: These costs are the additional cost in $/MW (2013 USD) for interconnecting to the grid on top of the capital and OM costs.
# Source: Information based on ReEDS version 2017.  Files provided by ReEDS team in April 2017.
# Column types: iccnnnnn
#  ----------
Wind_Resource_Region,Wind_Class,Wind_Type,wsc1,wsc2,wsc3,wsc4,wsc5
15,class10,OFFSHORE,158534.1917,295425.1507,455941.4929,651384.3361,853497.8234
15,class7,OFFSHORE,276988.3449,0,0,0,0
15,class9,OFFSHORE,399768.4924,516483.5545,569634.958,605873.2236,643359.5624
20,class4,OFFSHORE,445593.6839,773837.3451,1063435.571,1216442.48,1386112.258
20,class10,OFFSHORE,597339.5384,970516.5229,1169533.139,1379111.012,1591537.716
20,class7,OFFSHORE,395793.3524,794962.5474,869805.6464,968147.1447,1411027.711
20,class3,OFFSHORE,303343.019,797884.4377,900758.8754,968937.4118,1176824.108
20,class9,OFFSHORE,542577.7855,989931.0658,1193798.379,1376027.767,1553767.327
20,class6,OFFSHORE,350165.2214,801712.3225,945137.3294,981805.7221,1294009.335
20,class2,OFFSHORE,291449.2701,560725.5485,833239.643,913765.2821,1015691.721
20,class8,OFFSHORE,540872.5102,1058749.241,1211706.123,1584784.303,1771515.115
20,class5,OFFSHORE,389762.1813,768817.1685,950982.5593,1048594.953,1477550.607
25,class4,OFFSHORE,45138.0516,168663.7954,317242.3204,492748.7605,701499.7397
25,class10,OFFSHORE,230271.4832,533480.6593,819446.6224,947228.2816,1047676.348
25,class7,OFFSHORE,195246.208,238644.0739,361157.6658,606442.906,905709.4493
25,class3,OFFSHORE,151595.7113,194652.5157,212659.3112,230585.1099,359244.7052
25,class9,OFFSHORE,251603.8106,671505.6,984332.6986,1095726.465,1218949.639
25,class6,OFFSHORE,210787.3641,231853.1489,247902.3049,293339.9786,383758.66
25,class2,OFFSHORE,205518.7579,205713.4454,215374.0433,0,0
25,class8,OFFSHORE,428384.2247,629611.3424,761150.426,974259.2658,1237886.812
29,class4,OFFSHORE,145348.1519,177276.1456,336607.5092,498692.3803,848088.5663
29,class10,OFFSHORE,178109.9254,490363.5019,913293.1855,1383995.949,2017053.342
29,class7,OFFSHORE,154466.5186,226301.4395,292346.8552,541401.6884,975666.4478
29,class3,OFFSHORE,199435.3181,311186.7887,338850.275,471255.7346,691731.7448
29,class9,OFFSHORE,184835.7122,588460.2358,981151.9692,1241218.297,1571635.997
29,class6,OFFSHORE,179020.029,324554.8677,438231.4374,473044.8924,477463.0742
29,class2,OFFSHORE,168347.5752,322868.339,371382.0793,503180.9636,783593.5852
29,class8,OFFSHORE,318614.467,476061.2299,613739.2234,1015253.979,1412089.022
29,class5,OFFSHORE,135998.3288,458833.9444,0,0,0
29,class1,OFFSHORE,338431.7373,368652.1087,388493.0318,413728.3855,559040.3837
31,class4,OFFSHORE,660658.9783,693199.7072,782365.0337,963248.919,1929069.864
31,class10,OFFSHORE,893783.6904,1194683.718,1603354.853,1790893.289,2325068.671
31,class7,OFFSHORE,593027.1712,606608.7928,627174.0421,689014.7858,846231.2176
31,class3,OFFSHORE,561872.8615,572778.6729,589891.0923,654306.3867,736890.1692
125,class4,OFFSHORE,51022.96274,178793.0437,553174.7767,606488.6349,609682.9806
125,class10,OFFSHORE,335363.0747,568359.3321,648954.8008,746749.3552,868983.278
125,class7,OFFSHORE,536447.7765,616133.4973,650621.0991,656051.7444,658815.6767
125,class3,OFFSHORE,647316.2453,0,0,0,0
129,class4,OFFSHORE,179002.817,283771.8665,409014.015,535277.0109,626033.889
129,class10,OFFSHORE,294751.4007,478230.8497,565205.0072,619370.6322,667183.7473
129,class7,OFFSHORE,172361.4669,351440.6562,433367.5492,592838.5802,613238.0342
129,class3,OFFSHORE,199598.1172,316029.2936,412306.5332,581972.735,619127.8292
162,class4,OFFSHORE,255478.2395,661807.6478,1045962.986,1424002.872,1915347.454
162,class7,OFFSHORE,2219618.839,2236134.576,2249372.808,2266053.314,2280053.123
162,class3,OFFSHORE,198991.0964,229408.8425,268506.7468,289412.9303,375035.7256
174,class4,OFFSHORE,100053.5117,139602.4011,189612.403,287421.2968,447175.1332
174,class10,OFFSHORE,1043091.746,1535128.872,1737062.297,1969563.058,2195288.056
174,class7,OFFSHORE,587694.7774,735286.4356,853997.6271,998150.0411,1488758.971
174,class3,OFFSHORE,75968.64869,163499.721,315860.389,452862.5838,659030.7329
174,class9,OFFSHORE,719029.1341,824876.5418,885799.1923,921751.8082,979551.0152
174,class6,OFFSHORE,151654.769,377170.7963,589866.0655,724443.0666,925827.3022
174,class2,OFFSHORE,38912.56813,88711.20275,159596.168,387782.9305,568645.6354
174,class5,OFFSHORE,396387.1648,597233.1188,627381.3409,688879.669,803852.5003
174,class1,OFFSHORE,93268.26208,468999.1719,505761.2908,552478.5065,566527.2171
175,class4,OFFSHORE,105098.9938,309492.8396,476966.7381,767559.0419,1511880.876
175,class10,OFFSHORE,1926090.388,2302645.868,2683442.933,3114910.582,3735865.09
175,class7,OFFSHORE,758984.1725,980899.5445,1577608.008,1948955.773,2337269.709
175,class3,OFFSHORE,44827.99613,63467.71561,80616.62727,90304.71058,267404.9429
191,class4,OFFSHORE,185642.8348,274892.942,327660.2311,399953.4479,509557.8129
191,class10,OFFSHORE,287548.2293,410497.8229,576566.6324,724603.0107,1631430.536
191,class7,OFFSHORE,238273.5996,363973.074,500353.4843,561704.7413,626649.025
191,class3,OFFSHORE,204465.0274,302672.7264,366509.8287,503162.0639,589899.0495
191,class9,OFFSHORE,374615.2474,473872.2204,675982.5318,863684.0069,1442202.041
191,class6,OFFSHORE,239192.0675,344379.9932,425199.6627,591707.6263,1437538.435
191,class2,OFFSHORE,147224.1536,260780.3223,408551.7942,615165.6153,1021747.289
191,class8,OFFSHORE,490130.4789,567166.8001,665110.5877,781970.0106,902825.728
191,class5,OFFSHORE,313972.566,418413.78,548410.9756,661066.9499,956288.2907
191,class1,OFFSHORE,525029.3518,543307.5029,667157.6732,910102.3048,976214.3212
192,class4,OFFSHORE,53402.77573,153630.9282,171477.3555,202384.0584,215744.739
192,class7,OFFSHORE,265898.4179,282678.994,0,0,0
192,class3,OFFSHORE,93875.67324,205993.1328,241947.7055,262842.4673,298279.231
197,class4,OFFSHORE,96169.60168,170576.5643,255580.272,299781.959,341958.6896
197,class7,OFFSHORE,302493.0575,335863.4829,352080.9083,365742.0626,401345.3838
197,class3,OFFSHORE,68645.15618,153201.6159,224778.6876,288345.2909,373511.6133
197,class9,OFFSHORE,295724.361,405463.2292,467149.0962,579226.4255,676703.3154
197,class6,OFFSHORE,104223.6513,194888.1107,313763.0072,375000.3452,483585.4838
197,class2,OFFSHORE,56483.58728,157594.5574,234268.5597,302852.6931,376662.6344
198,class4,OFFSHORE,24732.07494,51166.7464,102492.4274,202103.2468,308010.3247
198,class10,OFFSHORE,175867.8998,242008.7231,343392.3279,455220.6558,659154.8897
198,class7,OFFSHORE,102246.1316,149464.4686,180526.6982,220361.8777,274531.0663
198,class3,OFFSHORE,39310.72005,115505.1931,166892.4354,235480.1084,338872.1108
198,class9,OFFSHORE,374135.7133,490416.9971,581886.6674,645506.8643,713423.2623
198,class6,OFFSHORE,120239.2432,193182.3215,281140.4816,416568.2866,718425.1708
198,class2,OFFSHORE,63557.60765,109285.5381,134290.8476,144855.4412,377702.6035
206,class4,OFFSHORE,9881.51955,17950.04157,28144.05712,74925.83956,158366.5592
206,class10,OFFSHORE,272787.5004,427697.6715,498386.1646,581485.2177,691014.2738
206,class7,OFFSHORE,331331.2801,394160.1649,409172.1732,457027.788,512280.812
206,class3,OFFSHORE,39830.60165,56005.18779,89975.24966,148467.3257,228359.4261
206,class6,OFFSHORE,87781.66083,230508.477,275003.4421,322127.1497,341561.6982
206,class2,OFFSHORE,65183.86304,140460.3245,191786.569,222872.7473,254781.2321
211,class4,OFFSHORE,357632.2249,492491.479,615291.1452,714221.2832,851889.9362
211,class10,OFFSHORE,257385.026,554531.123,651534.0042,804787.6517,1016625.22
211,class7,OFFSHORE,234783.3948,483257.2328,684145.9327,768523.7801,871292.7412
211,class3,OFFSHORE,132885.155,479892.4974,632007.8219,707369.4134,810998.6157
211,class9,OFFSHORE,576298.0667,666373.7715,752864.3785,825988.5725,869030.269
211,class6,OFFSHORE,218282.7123,283025.1771,413608.6955,523344.7765,761895.5817
211,class2,OFFSHORE,174206.4316,308101.7426,380926.7376,478786.5983,547867.1442
211,class8,OFFSHORE,756515.8028,763379.0778,932557.2889,0,0
211,class5,OFFSHORE,690476.9694,911729.6022,952565.2981,0,0
212,class4,OFFSHORE,32228.49082,130363.6538,255539.1514,458116.4083,549876.1141
212,class10,OFFSHORE,173703.3739,300865.6596,400188.9457,569064.0713,685676.2025
212,class7,OFFSHORE,256134.9748,403031.0254,468925.1972,569446.5437,705233.5391
212,class3,OFFSHORE,157279.3563,359176.5521,526202.9022,694799.7219,712984.9421
212,class9,OFFSHORE,304992.4794,442901.7766,527369.8109,588653.6561,665669.9878
212,class6,OFFSHORE,104372.3908,206624.1373,297170.7627,404512.0175,567298.5156
212,class2,OFFSHORE,61244.96524,177219.0538,277182.5434,413338.2128,561967.412
212,class5,OFFSHORE,147608.4429,214974.0767,275519.0381,552597.1567,0
213,class4,OFFSHORE,12384.94654,23755.12745,43711.85023,70415.94089,126966.8121
213,class10,OFFSHORE,198476.2604,314909.4393,458092.7175,579875.6423,689075.6933
213,class7,OFFSHORE,120502.9048,155857.8268,185327.63,283005.3389,373505.0095
213,class3,OFFSHORE,66088.17309,117173.0693,174995.4384,223350.0352,331732.4013
213,class6,OFFSHORE,276408.6157,279622.7362,333612.9786,363715.8351,0
214,class4,OFFSHORE,101378.9026,514593.0642,590359.0369,628273.684,725465.2337
214,class10,OFFSHORE,550630.56,582539.8558,625865.7074,651858.8083,685791.0045
214,class7,OFFSHORE,89178.77498,537832.0742,617644.2627,654844.633,680224.2575
214,class3,OFFSHORE,184086.7563,485954.2802,531633.0542,616892.8531,656052.0299
214,class9,OFFSHORE,606445.0335,639839.1722,651589.531,695887.1533,0
214,class6,OFFSHORE,187389.6228,271610.9923,344624.6032,516559.456,635726.1372
214,class2,OFFSHORE,181537.7493,341262.619,530614.9121,594881.0321,646411.2333
216,class4,OFFSHORE,56680.19744,402493.6842,569093.019,733437.6224,784556.5747
216,class10,OFFSHORE,653668.385,739288.9376,839109.0005,957901.8893,1040247.584
216,class7,OFFSHORE,399667.0811,604215.2843,681730.6248,852773.6467,1441867.469
216,class3,OFFSHORE,221985.4909,417547.7482,508591.2477,610092.9411,784707.1133
216,class9,OFFSHORE,827804.5403,939439.5232,1044551.099,1109563.938,1215125.454
216,class6,OFFSHORE,142065.0748,399044.6741,638894.3927,790206.2991,1106225.57
216,class2,OFFSHORE,33766.24272,170661.7062,358714.0529,730827.4521,952416.2726
217,class4,OFFSHORE,35736.14882,93719.34743,175080.2294,309633.7045,476824.0871
217,class3,OFFSHORE,68052.94659,117567.0097,124030.504,204518.2409,334129.8365
218,class4,OFFSHORE,69997.11688,174820.0699,270828.8425,329080.5082,388326.2641
218,class10,OFFSHORE,425861.2857,685483.1365,819894.6527,1030453.018,1522558.185
218,class7,OFFSHORE,366707.4658,440640.7314,487947.321,541060.2077,601429.8706
218,class3,OFFSHORE,80899.51863,166573.8241,227290.8697,341834.1089,449771.9055
218,class9,OFFSHORE,624216.6054,697093.5395,778671.0919,837378.0846,925277.0259
218,class6,OFFSHORE,186294.4086,355754.0575,563399.0908,710049.2604,896107.3261
218,class2,OFFSHORE,106366.5468,409125.4796,463070.9167,629652.0023,756915.8843
219,class4,OFFSHORE,10668.94266,18852.7822,31416.964,59507.47376,112543.1518
219,class10,OFFSHORE,336791.6212,343750.0823,0,0,0
219,class7,OFFSHORE,200408.6201,242932.828,338133.1953,361970.7801,396451.9112
219,class3,OFFSHORE,39040.01741,66352.53295,87554.09402,130904.1551,238253.2775
227,class4,OFFSHORE,24689.90045,104010.4877,155413.4821,226654.5251,423402.5312
227,class3,OFFSHORE,61278.7934,108038.7637,179398.3136,262640.252,483051.9104
234,class4,OFFSHORE,16654.78975,44595.91431,107963.6844,165414.6666,293421.4715
234,class3,OFFSHORE,60003.86717,200541.5565,313453.3841,458540.214,605492.753
234,class2,OFFSHORE,216309.6359,424462.4917,488037.5067,584133.6637,646061.5462
256,class4,OFFSHORE,141696.7737,381284.809,584238.3276,1043976.049,1876799.692
256,class10,OFFSHORE,2967593.256,3017188.604,3066832.809,3374303.088,0
256,class7,OFFSHORE,2024876.784,2068374.878,2160376.458,2549859.867,2927238.114
256,class3,OFFSHORE,52094.42705,72337.47834,85258.02715,90756.42869,103455.0084
261,class4,OFFSHORE,250293.4978,447230.4658,783532.1753,1005770.893,1701699.049
264,class4,OFFSHORE,182059.8735,248388.6231,278675.459,868110.4325,903702.4664
267,class4,OFFSHORE,148163.527,246196.2105,374421.5994,464898.0829,561478.801
268,class4,OFFSHORE,110435.2963,147900.4002,277110.4389,471019.8396,757575.149
269,class4,OFFSHORE,150004.3991,261702.2024,332561.2176,418683.6441,532265.3299
270,class4,OFFSHORE,232930.1991,275288.9372,320451.7251,381236.2163,626053.3844
275,class4,OFFSHORE,206727.2811,768654.4436,990464.8258,1199714.741,1438823.85
275,class10,OFFSHORE,2241161.251,2594309.677,2772426.837,2995799.05,3070537.482
275,class7,OFFSHORE,792846.6194,1124189.855,1602173.925,1954869.949,2327856.351
275,class3,OFFSHORE,69164.22213,751641.1503,752125.3864,0,0
292,class4,OFFSHORE,52370.1298,105583.6262,260432.2184,391213.9703,1125124.063
292,class10,OFFSHORE,1477777.701,1781049.673,2046374.295,2429836.556,2830173.884
292,class7,OFFSHORE,492611.8671,595990.1637,787252.5605,1008872.739,1613889.802
292,class3,OFFSHORE,193349.8949,553769.7113,736727.5197,923067.1317,1520255.656
292,class6,OFFSHORE,1049038.283,0,0,0,0
293,class4,OFFSHORE,22895.14775,92204.13283,132012.1882,245444.4376,380811.4319
293,class10,OFFSHORE,117528.9944,2014833.596,0,0,0
293,class7,OFFSHORE,107913.7668,517641.8018,616232.254,931857.6071,1576002.499
293,class3,OFFSHORE,137106.3043,215190.8641,432799.3511,583979.1564,763395.0293
294,class4,OFFSHORE,88266.60035,147062.1853,215055.8742,312022.6401,423551.0654
294,class10,OFFSHORE,1037005.428,1573885.701,1795329.794,2053047.717,2461588.548
294,class7,OFFSHORE,450186.826,927597.8722,1382824.803,1538111.786,1724383.525
294,class3,OFFSHORE,90542.22565,186877.9444,381651.6994,554184.7019,1352573.575
294,class9,OFFSHORE,623981.0106,835281.2947,907693.7316,979520.3953,1044049.188
294,class6,OFFSHORE,389193.7694,458129.5518,641118.9322,740205.924,904785.8693
294,class2,OFFSHORE,152287.773,237055.3876,388034.1092,545880.31,686920.2805
297,class4,OFFSHORE,127675.2535,395718.2967,508562.1336,723181.2174,913237.4482
297,class10,OFFSHORE,2042530.943,2381048.558,2696943.885,2878229.191,3043917.229
297,class7,OFFSHORE,579801.6897,798340.214,958194.5283,1485752.319,1811569.534
297,class3,OFFSHORE,374672.0066,656409.1769,659053.2604,695427.7213,829739.715
298,class4,OFFSHORE,406087.3841,1168068.971,1187298.302,1212334.296,1240591.951
298,class10,OFFSHORE,1642337.757,1976408.47,2437727.397,2941294.662,3403859.155
298,class7,OFFSHORE,604894.7023,879619.3929,1161424.13,1404877.987,1575227.24
298,class3,OFFSHORE,145754.6651,432857.6106,554377.6064,754255.8258,1287666.783
298,class6,OFFSHORE,510704.1606,520411.5975,522655.4664,529673.6409,556265.2433
299,class4,OFFSHORE,117063.1339,361310.3565,401431.8004,485446.9994,624285.9272
299,class10,OFFSHORE,1602488.115,1979122.496,2454989.468,2890683.971,3272427.677
299,class7,OFFSHORE,592238.97,887646.4929,1247046.372,1461297.55,1594471.441
299,class3,OFFSHORE,112319.5989,409950.5811,579155.6225,699345.4771,799064.4202
305,class4,OFFSHORE,46018.54715,70240.55294,114650.7607,174583.2055,222484.9063
307,class4,OFFSHORE,55264.5762,94269.27097,142129.2515,351788.2713,439132.1695
307,class10,OFFSHORE,1772117.105,1809831.138,1943075.728,0,0
307,class7,OFFSHORE,622810.1242,666885.4772,879502.0767,944737.2134,1571421.739
307,class3,OFFSHORE,416951.3114,583170.7784,845131.2841,1416265.718,1508658.651
307,class6,OFFSHORE,667250.1423,0,0,0,0
309,class4,OFFSHORE,562863.9774,628470.1982,724152.0424,852197.396,1080518.869
310,class4,OFFSHORE,230470.5806,480212.6085,745968.9213,910702.3935,1213707.322
310,class10,OFFSHORE,2354742.504,2509995.082,0,0,0
310,class7,OFFSHORE,2276232.083,0,0,0,0
311,class4,OFFSHORE,460532.3223,489963.903,557897.32,660480.9847,814247.3675
312,class4,OFFSHORE,2049906.216,2055891.205,2061848.399,0,0
313,class4,OFFSHORE,232360.7268,304762.593,357699.6665,496887.7001,644400.4505
314,class4,OFFSHORE,82699.88678,118173.6718,168001.0845,222317.0584,276625.771
314,class10,OFFSHORE,794865.7699,1355755.323,1502639.839,1715676.256,1879860.829
314,class7,OFFSHORE,420240.1544,498804.9695,646141.0178,791397.6252,1381054.33
314,class3,OFFSHORE,130002.02,244816.8438,400051.0954,517781.7105,668964.3337
314,class6,OFFSHORE,420846.8582,457589.2768,489255.8364,578158.4801,690579.3192
315,class4,OFFSHORE,154785.5602,188314.7085,226041.7759,274217.6062,359092.8081
315,class10,OFFSHORE,912337.0325,1428942.137,1676290,1930409.298,2243698.804
315,class7,OFFSHORE,424326.2114,552554.9326,709019.8231,947350.5845,1499648.164
315,class3,OFFSHORE,147577.2612,354462.6474,461635.6112,556060.2624,667201.4403
316,class4,OFFSHORE,43619.89801,68166.53731,96238.12699,150662.3886,261439.089
317,class4,OFFSHORE,29862.90826,77151.73635,106821.5553,136245.0112,204007.291
318,class4,OFFSHORE,50073.25911,69949.17058,168938.8627,239858.6995,356764.3133
318,class7,OFFSHORE,150628.8716,226084.7264,331975.6029,552820.9718,937385.5525
318,class3,OFFSHORE,105940.4702,186220.8947,268546.5965,437874.6748,608563.4216
320,class4,OFFSHORE,26346.81908,47202.87453,107334.3669,277472.6909,528073.9552
320,class7,OFFSHORE,592228.6038,0,0,0,0
320,class3,OFFSHORE,45171.05585,163011.0921,334097.8511,509004.509,697661.3647
320,class6,OFFSHORE,122379.4354,231238.4257,289238.7883,555458.614,828904.8917
320,class2,OFFSHORE,161876.4174,237936.3072,558628.9863,686170.7181,781325.0486
330,class4,OFFSHORE,37670.07257,83656.6189,137893.3783,187653.9785,298959.615
330,class10,OFFSHORE,1736139.252,1924079.527,2121533.575,2347777.884,2577939.737
330,class7,OFFSHORE,1647642.976,1750873.009,1835444.097,1892322.087,2040504.109
330,class3,OFFSHORE,42580.92029,70981.75812,141779.9115,261259.9494,394751.8534
330,class9,OFFSHORE,348961.4183,535018.7852,677512.8244,777223.9846,867503.5361
330,class6,OFFSHORE,245440.0402,498934.4955,682454.9609,854766.1398,1127018.987
330,class2,OFFSHORE,140050.6749,260734.5041,311260.3352,452744.3387,625453.46
330,class5,OFFSHORE,223290.4165,415080.3368,468875.2762,499787.0441,673321.5877
331,class4,OFFSHORE,6753.216226,29398.86603,37361.05318,41558.52213,41892.11632
332,class4,OFFSHORE,72233.56458,98890.59403,144307.4356,216347.625,324050.0623
332,class10,OFFSHORE,1806693.367,1958057.83,2133010.122,2352191.511,2531446.932
332,class7,OFFSHORE,579070.6182,908895.9423,1565137.38,1758481.252,1928867.908
332,class3,OFFSHORE,158600.6267,342711.3773,507056.0695,633763.675,1820934.739
332,class6,OFFSHORE,273927.8126,368136.1864,502317.0237,834910.8839,1066344.776
332,class2,OFFSHORE,273133.9846,402995.9677,429514.5459,510460.2032,692490.0879
333,class4,OFFSHORE,16604.11335,35928.6116,78280.75169,150466.3087,799330.7121
333,class10,OFFSHORE,66436.3599,129665.118,213281.6274,428396.8627,1059763.417
333,class7,OFFSHORE,68416.12445,112597.806,226883.7217,321191.9527,828211.7695
333,class3,OFFSHORE,80458.62365,229174.2419,511219.5554,715118.1148,865015.9465
333,class6,OFFSHORE,86791.37503,147379.3532,333788.8394,912585.008,0
333,class2,OFFSHORE,79351.82469,82049.95685,88425.07625,93777.66382,102722.5637
334,class4,OFFSHORE,17915.95547,46494.21322,73474.59973,151758.5856,846904.2396
334,class10,OFFSHORE,169053.7836,453782.2446,952441.3234,1056047.758,1179600.165
334,class7,OFFSHORE,116605.1099,336542.0065,889014.786,899664.0466,907146.123
334,class3,OFFSHORE,70899.47135,409829.1794,795462.9837,856358.3344,871263.9945
334,class6,OFFSHORE,64452.81551,67634.63952,90989.27278,891840.0577,907482.0936
336,class4,OFFSHORE,15343.15686,65523.38995,159441.5567,350920.2097,896697.3524
336,class10,OFFSHORE,215109.0585,466290.2026,937625.1021,1025996.436,1133053.936
336,class7,OFFSHORE,53881.83806,102307.6058,204461.3559,343798.6216,961508.2598
336,class3,OFFSHORE,48766.88236,124642.9555,187575.8249,272379.6486,940553.335
341,class4,OFFSHORE,15778.42331,30739.63103,43644.51254,58310.50111,72893.73029
341,class3,OFFSHORE,33088.61811,36230.27899,51510.46923,94899.01375,133925.2895
342,class4,OFFSHORE,341765.8287,825605.7522,1641161.96,2034599.864,2679508.778
342,class10,OFFSHORE,2560068.527,5085736.745,6120794.155,7004327.069,7914296.266
342,class7,OFFSHORE,410654.7902,1007743.133,1748572.128,2411529.678,4842760.777
342,class3,OFFSHORE,338076.14,582410.4433,852016.1618,1687342.798,2734599.253
342,class9,OFFSHORE,2787069.939,3142878.767,3679690.749,4363252.225,4872913.538
342,class6,OFFSHORE,1305528.716,2378400.375,2839863.824,3428036.028,4238100.219
342,class2,OFFSHORE,480665.8609,845415.1022,1160156.762,1554947.63,2672326.646
342,class5,OFFSHORE,886577.7097,1824760.585,2514303.238,3398983.791,4065541.555
342,class1,OFFSHORE,942580.3372,1151017.624,2932280.721,0,0
344,class4,OFFSHORE,54974.81858,100773.3429,156042.518,231792.8829,319327.8766
344,class10,OFFSHORE,205632.7278,216710.1398,263621.3193,317248.9186,372153.3271
344,class7,OFFSHORE,117842.4681,186047.7288,219678.3251,337773.5227,355019.601
344,class3,OFFSHORE,103482.5458,143049.8814,165721.2935,188662.5872,463398.4738
345,class4,OFFSHORE,112948.2533,184606.2404,223896.839,240222.329,305476.3686
345,class10,OFFSHORE,1997616.208,2289677.666,2591280.404,2777270.664,3017183.188
345,class7,OFFSHORE,194540.8192,194779.7287,196823.677,414137.9946,428520.8804
345,class3,OFFSHORE,92541.3463,153207.3846,196398.3989,253713.0257,293087.8348
345,class9,OFFSHORE,573982.4603,825487.1748,977105.5165,1250840.683,1760282.256
345,class6,OFFSHORE,112210.9474,142462.1816,231163.3103,275766.2949,379204.1936
345,class2,OFFSHORE,125472.4538,156726.9416,197933.8207,290232.5331,338714.9563
345,class5,OFFSHORE,408754.4399,633554.6013,858083.7412,937820.1119,1079901.829
345,class1,OFFSHORE,141756.3239,209625.2681,292231.5463,338554.2385,416878.4915
346,class4,OFFSHORE,122881.5535,169152.5021,200451.4143,222585.3628,232462.9664
346,class3,OFFSHORE,56846.55003,137103.5012,152774.8652,160511.3585,240548.5424
346,class6,OFFSHORE,198388.3519,200194.6106,241969.0902,242003.5819,455221.1138
346,class2,OFFSHORE,65863.96856,188955.3579,263098.8365,334469.238,425531.4028
346,class5,OFFSHORE,203260.0307,231428.1396,468467.3789,560878.5741,648955.0602
348,class4,OFFSHORE,94778.53916,150494.728,259068.8128,324390.2914,389332.8662
348,class10,OFFSHORE,320512.915,455671.6681,497633.5725,517030.9749,525026.4512
348,class7,OFFSHORE,82986.54664,104400.9256,148566.1474,217634.153,419368.4047
348,class3,OFFSHORE,84458.40438,183622.2684,296300.2864,405039.3383,488505.1976
348,class9,OFFSHORE,285145.8887,431750.1048,598906.9886,956646.5646,1944660.312
348,class6,OFFSHORE,186171.8557,258095.7387,367205.6804,458636.3649,574774.479
348,class2,OFFSHORE,74295.26951,115818.6704,159467.5566,224212.9034,591667.6167
348,class8,OFFSHORE,973445.0446,1138271.888,1290254.825,0,0
348,class5,OFFSHORE,550446.8811,621502.0002,635591.9323,652247.9157,664763.8771
349,class4,OFFSHORE,492075.7115,4060045.026,4188241.551,4435607.721,4625176.138
349,class10,OFFSHORE,375246.4045,2624362.795,3300475.435,4154432.378,5321774.109
349,class7,OFFSHORE,433816.6616,3414447.34,4000214.451,4578289.006,5040509.548
349,class3,OFFSHORE,376769.0401,513082.8316,662762.5285,3462573.865,3915831.835
349,class9,OFFSHORE,796415.307,1437870.097,2076954.261,2406501.192,2704478.908
349,class6,OFFSHORE,957688.0554,1749903.758,2341967.617,2669091.069,3045498.579
349,class2,OFFSHORE,200230.0446,609772.1083,1272847.311,1532993.74,2066042.297
349,class8,OFFSHORE,939176.0802,1113393.362,1203126.37,1319903.126,1455474.392
