# File: Scout_bld_calibration.csv
# Title: Buildings sector calibration from Scout model
# Units: unitless shares
# Comments: Scout output data processed to compute shares of service/technology within state/sector/fuel
# Source:  LBNL team (Aven Satre-Meloy) provided for DECARB project
# Column types: cccccinn
# ----------
state,sector,fuel,service,technology,year,share,energy
Louisiana,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Louisiana,resid,electricity,hot water,electric resistance water heater,2021,0.1161255,0.0115137
Louisiana,resid,electricity,lighting,lighting,2021,0.0377778,0.0037456
Louisiana,resid,electricity,others,electricity,2021,0.3473376,0.034438
Louisiana,resid,electricity,refrigerators,refrigerator,2021,0.0493466,0.0048926
Louisiana,resid,gas,clothes dryers,clothes dryer,2021,0.0078931,3.478e-4
Louisiana,resid,gas,cooking,gas oven,2021,0.0245018,0.0010796
Louisiana,resid,gas,cooling,air conditioning,2021,0.0262937,0.0011585
Louisiana,resid,gas,heating,gas furnace,2021,0.6315988,0.0278283
Louisiana,resid,gas,hot water,gas water heater,2021,0.2223375,0.0097962
Louisiana,resid,gas,others,gas,2021,0.087375,0.0038497
Louisiana,resid,refined liquids,cooking,lpg oven,2021,0.0612621,2.845e-4
Louisiana,resid,refined liquids,heating,fuel furnace,2021,0.5675274,0.0026355
Louisiana,resid,refined liquids,hot water,fuel water heater,2021,0.1732681,8.046e-4
Louisiana,resid,refined liquids,others,refined liquids,2021,0.1979425,9.192e-4
Maine,comm,electricity,cooking,electric range,2021,0.0119897,2.232e-4
Maine,comm,electricity,cooling,air conditioning,2021,0.047177,8.784e-4
Maine,comm,electricity,heating,electric furnace,2021,0.0142945,2.662e-4
Maine,comm,electricity,heating,electric heat pump,2021,0.0073792,1.374e-4
Maine,comm,electricity,hot water,electric heat pump water heater,2021,5.66e-5,1.1e-6
Maine,comm,electricity,hot water,electric resistance water heater,2021,0.0049306,9.18e-5
Maine,comm,electricity,lighting,lighting,2021,0.0815413,0.0015182
Maine,comm,electricity,office,office equipment,2021,0.1129818,0.0021036
Maine,comm,electricity,others,electricity,2021,0.5102949,0.0095014
Maine,comm,electricity,refrigeration,refrigeration,2021,0.141148,0.0026281
Maine,comm,electricity,ventilation,ventilation,2021,0.0682064,0.00127
Maine,comm,gas,cooking,gas range,2021,0.0422478,7.773e-4
Maine,comm,gas,cooling,gas cooling,2021,0.0017222,3.17e-5
Maine,comm,gas,heating,gas furnace,2021,0.2895536,0.0053275
Maine,comm,gas,hot water,gas water heater,2021,0.0426408,7.846e-4
Maine,comm,gas,others,gas,2021,0.6238356,0.011478
Maine,comm,refined liquids,heating,fuel furnace,2021,0.9848461,0.007112
Maine,comm,refined liquids,hot water,fuel water heater,2021,0.0151539,1.094e-4
Maine,comm,refined liquids,others,refined liquids,2021,0,0
Maine,resid,biomass,heating,wood furnace,2021,1,0.0037491
Maine,resid,electricity,clothes dryers,clothes dryer,2021,0.0480081,7.517e-4
Maine,resid,electricity,clothes washers,clothes washer,2021,0.0083999,1.315e-4
Maine,resid,electricity,computers,electricity,2021,0.0296147,4.637e-4
Maine,resid,electricity,cooking,electric oven,2021,0.0149884,2.347e-4
Maine,resid,electricity,cooling,air conditioning,2021,0.0812588,0.0012723
Maine,resid,electricity,dishwashers,dishwasher,2021,0.00574,8.99e-5
Maine,resid,electricity,freezers,freezer,2021,0.0140151,2.194e-4
Maine,resid,electricity,furnace fans,electricity,2021,0.0221621,3.47e-4
Maine,resid,electricity,heating,electric furnace,2021,0.0541273,8.475e-4
Maine,resid,electricity,heating,electric heat pump,2021,0.0049044,7.68e-5
Maine,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Maine,resid,electricity,hot water,electric resistance water heater,2021,0.1056723,0.0016545
Maine,resid,electricity,lighting,lighting,2021,0.0576893,9.033e-4
Maine,resid,electricity,others,electricity,2021,0.4840057,0.0075783
Maine,resid,electricity,refrigerators,refrigerator,2021,0.0694139,0.0010868
Maine,resid,gas,clothes dryers,clothes dryer,2021,0.0061438,1.187e-4
Maine,resid,gas,cooking,gas oven,2021,0.0191515,3.7e-4
Maine,resid,gas,cooling,air conditioning,2021,6.306e-4,1.22e-5
Maine,resid,gas,heating,gas furnace,2021,0.7639363,0.0147605
Maine,resid,gas,hot water,gas water heater,2021,0.1906196,0.0036831
Maine,resid,gas,others,gas,2021,0.0195182,3.771e-4
Maine,resid,refined liquids,cooking,lpg oven,2021,0.0138537,2.944e-4
Maine,resid,refined liquids,heating,fuel furnace,2021,0.8441021,0.0179362
Maine,resid,refined liquids,hot water,fuel water heater,2021,0.1140414,0.0024233
Maine,resid,refined liquids,others,refined liquids,2021,0.0280027,5.95e-4
Maryland,comm,electricity,cooking,electric range,2021,0.0140958,0.00128
Maryland,comm,electricity,cooling,air conditioning,2021,0.0868134,0.0078835
Maryland,comm,electricity,heating,electric furnace,2021,0.0221051,0.0020074
Maryland,comm,electricity,heating,electric heat pump,2021,0.0068806,6.248e-4
Maryland,comm,electricity,hot water,electric heat pump water heater,2021,7.36e-5,6.7e-6
Maryland,comm,electricity,hot water,electric resistance water heater,2021,0.0044407,4.033e-4
Maryland,comm,electricity,lighting,lighting,2021,0.1210394,0.0109915
Maryland,comm,electricity,office,office equipment,2021,0.1386987,0.0125952
Maryland,comm,electricity,others,electricity,2021,0.3641951,0.0330723
Maryland,comm,electricity,refrigeration,refrigeration,2021,0.1316866,0.0119584
Maryland,comm,electricity,ventilation,ventilation,2021,0.1099709,0.0099864
Maryland,comm,gas,cooking,gas range,2021,0.0915445,0.0079534
Maryland,comm,gas,cooling,gas cooling,2021,0.0106935,9.29e-4
Maryland,comm,gas,heating,gas furnace,2021,0.5603718,0.0486849
Maryland,comm,gas,hot water,gas water heater,2021,0.1953614,0.0169729
Maryland,comm,gas,others,gas,2021,0.1420288,0.0123394
Maryland,comm,refined liquids,heating,fuel furnace,2021,0.9187697,0.0093241
Maryland,comm,refined liquids,hot water,fuel water heater,2021,0.0413506,4.196e-4
Maryland,comm,refined liquids,others,refined liquids,2021,0.0398797,4.047e-4
Maryland,resid,biomass,heating,wood furnace,2021,1,0.0091303
Maryland,resid,electricity,clothes dryers,clothes dryer,2021,0.0422224,0.0037774
Maryland,resid,electricity,clothes washers,clothes washer,2021,0.0076822,6.873e-4
Maryland,resid,electricity,computers,electricity,2021,0.0281891,0.0025219
Maryland,resid,electricity,cooking,electric oven,2021,0.009966,8.916e-4
Maryland,resid,electricity,cooling,air conditioning,2021,0.1210384,0.0108287
Maryland,resid,electricity,dishwashers,dishwasher,2021,0.0055511,4.966e-4
Maryland,resid,electricity,freezers,freezer,2021,0.0145579,0.0013024
Maryland,resid,electricity,furnace fans,electricity,2021,0.0175609,0.0015711
Maryland,resid,electricity,heating,electric furnace,2021,0.1050183,0.0093954
Maryland,resid,electricity,heating,electric heat pump,2021,0.0374784,0.003353
Maryland,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Maryland,resid,electricity,hot water,electric resistance water heater,2021,0.119124,0.0106574
Maryland,resid,electricity,lighting,lighting,2021,0.0501707,0.0044885
Maryland,resid,electricity,others,electricity,2021,0.3811211,0.0340969
Maryland,resid,electricity,refrigerators,refrigerator,2021,0.0603196,0.0053965
Maryland,resid,gas,clothes dryers,clothes dryer,2021,0.0077504,9.713e-4
Maryland,resid,gas,cooking,gas oven,2021,0.0238511,0.002989
Maryland,resid,gas,cooling,air conditioning,2021,0.008693,0.0010894
Maryland,resid,gas,heating,gas furnace,2021,0.746273,0.0935222
Maryland,resid,gas,hot water,gas water heater,2021,0.1764493,0.0221125
Maryland,resid,gas,others,gas,2021,0.0369833,0.0046347
Maryland,resid,refined liquids,cooking,lpg oven,2021,0.0117887,2.882e-4
Maryland,resid,refined liquids,heating,fuel furnace,2021,0.783079,0.0191461
Maryland,resid,refined liquids,hot water,fuel water heater,2021,0.1272777,0.0031119
Maryland,resid,refined liquids,others,refined liquids,2021,0.0778546,0.0019035
Massachusetts,comm,electricity,cooking,electric range,2021,0.0119897,0.0011447
Massachusetts,comm,electricity,cooling,air conditioning,2021,0.047177,0.0045041
Massachusetts,comm,electricity,heating,electric furnace,2021,0.0142945,0.0013647
Massachusetts,comm,electricity,heating,electric heat pump,2021,0.0073792,7.045e-4
Massachusetts,comm,electricity,hot water,electric heat pump water heater,2021,5.66e-5,5.4e-6
Massachusetts,comm,electricity,hot water,electric resistance water heater,2021,0.0049306,4.707e-4
Massachusetts,comm,electricity,lighting,lighting,2021,0.0815413,0.0077849
Massachusetts,comm,electricity,office,office equipment,2021,0.1129818,0.0107865
Massachusetts,comm,electricity,others,electricity,2021,0.5102949,0.0487186
Massachusetts,comm,electricity,refrigeration,refrigeration,2021,0.141148,0.0134756
Massachusetts,comm,electricity,ventilation,ventilation,2021,0.0682064,0.0065118
Massachusetts,comm,gas,cooking,gas range,2021,0.0422478,0.0039857
Massachusetts,comm,gas,cooling,gas cooling,2021,0.0017222,1.625e-4
Massachusetts,comm,gas,heating,gas furnace,2021,0.2895536,0.027317
Massachusetts,comm,gas,hot water,gas water heater,2021,0.0426408,0.0040228
Massachusetts,comm,gas,others,gas,2021,0.6238356,0.0588539
Massachusetts,comm,refined liquids,heating,fuel furnace,2021,0.9848461,0.0364671
Massachusetts,comm,refined liquids,hot water,fuel water heater,2021,0.0151539,5.611e-4
Massachusetts,comm,refined liquids,others,refined liquids,2021,0,0
Massachusetts,resid,biomass,heating,wood furnace,2021,1,0.0192237
Massachusetts,resid,electricity,clothes dryers,clothes dryer,2021,0.0480081,0.0038543
Massachusetts,resid,electricity,clothes washers,clothes washer,2021,0.0083999,6.744e-4
Massachusetts,resid,electricity,computers,electricity,2021,0.0296147,0.0023776
Massachusetts,resid,electricity,cooking,electric oven,2021,0.0149884,0.0012033
Massachusetts,resid,electricity,cooling,air conditioning,2021,0.0812588,0.0065238
Massachusetts,resid,electricity,dishwashers,dishwasher,2021,0.00574,4.608e-4
Massachusetts,resid,electricity,freezers,freezer,2021,0.0140151,0.0011252
Massachusetts,resid,electricity,furnace fans,electricity,2021,0.0221621,0.0017793
Massachusetts,resid,electricity,heating,electric furnace,2021,0.0541273,0.0043455
Massachusetts,resid,electricity,heating,electric heat pump,2021,0.0049044,3.937e-4
Massachusetts,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Massachusetts,resid,electricity,hot water,electric resistance water heater,2021,0.1056723,0.0084838
Massachusetts,resid,electricity,lighting,lighting,2021,0.0576893,0.0046315
Massachusetts,resid,electricity,others,electricity,2021,0.4840057,0.0388578
Massachusetts,resid,electricity,refrigerators,refrigerator,2021,0.0694139,0.0055728
Massachusetts,resid,gas,clothes dryers,clothes dryer,2021,0.0061438,6.087e-4
Massachusetts,resid,gas,cooking,gas oven,2021,0.0191515,0.0018974
Massachusetts,resid,gas,cooling,air conditioning,2021,6.306e-4,6.25e-5
Massachusetts,resid,gas,heating,gas furnace,2021,0.7639363,0.0756851
Massachusetts,resid,gas,hot water,gas water heater,2021,0.1906196,0.0188852
Massachusetts,resid,gas,others,gas,2021,0.0195182,0.0019337
Massachusetts,resid,refined liquids,cooking,lpg oven,2021,0.0138537,0.0015094
Massachusetts,resid,refined liquids,heating,fuel furnace,2021,0.8441021,0.0919688
Massachusetts,resid,refined liquids,hot water,fuel water heater,2021,0.1140414,0.0124253
Massachusetts,resid,refined liquids,others,refined liquids,2021,0.0280027,0.003051
Michigan,comm,electricity,cooking,electric range,2021,0.0191041,0.0025146
Michigan,comm,electricity,cooling,air conditioning,2021,0.0632531,0.0083258
Michigan,comm,electricity,heating,electric furnace,2021,0.021932,0.0028868
Michigan,comm,electricity,heating,electric heat pump,2021,0.0047658,6.273e-4
Michigan,comm,electricity,hot water,electric heat pump water heater,2021,2.64e-5,3.5e-6
Michigan,comm,electricity,hot water,electric resistance water heater,2021,0.0036999,4.87e-4
Michigan,comm,electricity,lighting,lighting,2021,0.1129579,0.0148682
Michigan,comm,electricity,office,office equipment,2021,0.1161159,0.0152839
Michigan,comm,electricity,others,electricity,2021,0.4419178,0.0581679
Michigan,comm,electricity,refrigeration,refrigeration,2021,0.1206734,0.0158838
Michigan,comm,electricity,ventilation,ventilation,2021,0.0955537,0.0125774
Michigan,comm,gas,cooking,gas range,2021,0.0519528,0.0090597
Michigan,comm,gas,cooling,gas cooling,2021,0.0021178,3.693e-4
Michigan,comm,gas,heating,gas furnace,2021,0.5578738,0.0972835
Michigan,comm,gas,hot water,gas water heater,2021,0.123329,0.0215064
Michigan,comm,gas,others,gas,2021,0.2647267,0.0461637
Michigan,comm,refined liquids,heating,fuel furnace,2021,0.3949232,0.0023141
Michigan,comm,refined liquids,hot water,fuel water heater,2021,0.0042098,2.47e-5
Michigan,comm,refined liquids,others,refined liquids,2021,0.600867,0.0035209
Michigan,resid,biomass,heating,wood furnace,2021,1,0.018618
Michigan,resid,electricity,clothes dryers,clothes dryer,2021,0.0401516,0.0053902
Michigan,resid,electricity,clothes washers,clothes washer,2021,0.0095501,0.0012821
Michigan,resid,electricity,computers,electricity,2021,0.028591,0.0038382
Michigan,resid,electricity,cooking,electric oven,2021,0.0116056,0.001558
Michigan,resid,electricity,cooling,air conditioning,2021,0.1250699,0.0167902
Michigan,resid,electricity,dishwashers,dishwasher,2021,0.0061444,8.249e-4
Michigan,resid,electricity,freezers,freezer,2021,0.018731,0.0025146
Michigan,resid,electricity,furnace fans,electricity,2021,0.032388,0.004348
Michigan,resid,electricity,heating,electric furnace,2021,0.0658554,0.0088408
Michigan,resid,electricity,heating,electric heat pump,2021,0.014684,0.0019713
Michigan,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Michigan,resid,electricity,hot water,electric resistance water heater,2021,0.0950486,0.0127599
Michigan,resid,electricity,lighting,lighting,2021,0.0592104,0.0079488
Michigan,resid,electricity,others,electricity,2021,0.4198031,0.056357
Michigan,resid,electricity,refrigerators,refrigerator,2021,0.073166900000000007,0.0098224
Michigan,resid,gas,clothes dryers,clothes dryer,2021,0.0092442,0.0027472
Michigan,resid,gas,cooking,gas oven,2021,0.0168095,0.0049954
Michigan,resid,gas,cooling,air conditioning,2021,7.499e-4,2.228e-4
Michigan,resid,gas,heating,gas furnace,2021,0.7809899,0.2320928
Michigan,resid,gas,hot water,gas water heater,2021,0.1657088,0.049245
Michigan,resid,gas,others,gas,2021,0.0264977,0.0078745
Michigan,resid,refined liquids,cooking,lpg oven,2021,0.011492,5.225e-4
Michigan,resid,refined liquids,heating,fuel furnace,2021,0.8119515,0.0369156
Michigan,resid,refined liquids,hot water,fuel water heater,2021,0.0773237,0.0035155
Michigan,resid,refined liquids,others,refined liquids,2021,0.0992329,0.0045116
Minnesota,comm,electricity,cooking,electric range,2021,0.0180117,0.0015857
Minnesota,comm,electricity,cooling,air conditioning,2021,0.045284,0.0039868
Minnesota,comm,electricity,heating,electric furnace,2021,0.0269423,0.002372
Minnesota,comm,electricity,heating,electric heat pump,2021,0.0070652,6.22e-4
Minnesota,comm,electricity,hot water,electric heat pump water heater,2021,5.43e-5,4.8e-6
Minnesota,comm,electricity,hot water,electric resistance water heater,2021,0.0039826,3.506e-4
Minnesota,comm,electricity,lighting,lighting,2021,0.0871147,0.0076695
Minnesota,comm,electricity,office,office equipment,2021,0.1065262,0.0093785
Minnesota,comm,electricity,others,electricity,2021,0.5359526,0.0471849
Minnesota,comm,electricity,refrigeration,refrigeration,2021,0.0959623,0.0084484
Minnesota,comm,electricity,ventilation,ventilation,2021,0.0731041,0.006436
Minnesota,comm,gas,cooking,gas range,2021,0.0483981,0.0048547
Minnesota,comm,gas,cooling,gas cooling,2021,0.0011702,1.174e-4
Minnesota,comm,gas,heating,gas furnace,2021,0.5087326,0.05103
Minnesota,comm,gas,hot water,gas water heater,2021,0.0944744,0.0094765
Minnesota,comm,gas,others,gas,2021,0.3472247,0.0348295
Minnesota,comm,refined liquids,heating,fuel furnace,2021,0.3496734,0.0033399
Minnesota,comm,refined liquids,hot water,fuel water heater,2021,0.0016402,1.57e-5
Minnesota,comm,refined liquids,others,refined liquids,2021,0.6486864,0.0061958
Minnesota,resid,biomass,heating,wood furnace,2021,1,0.0120905
Minnesota,resid,electricity,clothes dryers,clothes dryer,2021,0.0530341,0.0044219
Minnesota,resid,electricity,clothes washers,clothes washer,2021,0.0087002,7.254e-4
Minnesota,resid,electricity,computers,electricity,2021,0.0267183,0.0022278
Minnesota,resid,electricity,cooking,electric oven,2021,0.0133823,0.0011158
Minnesota,resid,electricity,cooling,air conditioning,2021,0.0715876,0.0059689
Minnesota,resid,electricity,dishwashers,dishwasher,2021,0.0062979,5.251e-4
Minnesota,resid,electricity,freezers,freezer,2021,0.0203323,0.0016953
Minnesota,resid,electricity,furnace fans,electricity,2021,0.0248947,0.0020757
Minnesota,resid,electricity,heating,electric furnace,2021,0.0965858,0.0080532
Minnesota,resid,electricity,heating,electric heat pump,2021,0.0179238,0.0014945
Minnesota,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Minnesota,resid,electricity,hot water,electric resistance water heater,2021,0.1130955,0.0094298
Minnesota,resid,electricity,lighting,lighting,2021,0.0568152,0.0047372
Minnesota,resid,electricity,others,electricity,2021,0.4219488,0.0351818
Minnesota,resid,electricity,refrigerators,refrigerator,2021,0.0686835,0.0057268
Minnesota,resid,gas,clothes dryers,clothes dryer,2021,0.0061351,7.918e-4
Minnesota,resid,gas,cooking,gas oven,2021,0.013143,0.0016961
Minnesota,resid,gas,cooling,air conditioning,2021,0.0032715,4.222e-4
Minnesota,resid,gas,heating,gas furnace,2021,0.7770148,0.1002757
Minnesota,resid,gas,hot water,gas water heater,2021,0.1815348,0.0234275
Minnesota,resid,gas,others,gas,2021,0.0189007,0.0024392
Minnesota,resid,refined liquids,cooking,lpg oven,2021,0.0104257,3.338e-4
Minnesota,resid,refined liquids,heating,fuel furnace,2021,0.8877159,0.0284185
Minnesota,resid,refined liquids,hot water,fuel water heater,2021,0.0583994,0.0018695
Minnesota,resid,refined liquids,others,refined liquids,2021,0.043459,0.0013913
Mississippi,comm,electricity,cooking,electric range,2021,0.0161179,8.447e-4
Mississippi,comm,electricity,cooling,air conditioning,2021,0.1295446,0.0067891
Mississippi,comm,electricity,heating,electric furnace,2021,0.0106575,5.585e-4
Mississippi,comm,electricity,heating,electric heat pump,2021,0.0047385,2.483e-4
Mississippi,comm,electricity,hot water,electric heat pump water heater,2021,4.06e-5,2.1e-6
Mississippi,comm,electricity,hot water,electric resistance water heater,2021,0.0053489,2.803e-4
Mississippi,comm,electricity,lighting,lighting,2021,0.0961256,0.0050377
Mississippi,comm,electricity,office,office equipment,2021,0.0956265,0.0050116
Mississippi,comm,electricity,others,electricity,2021,0.454828,0.0238365
Mississippi,comm,electricity,refrigeration,refrigeration,2021,0.1153008,0.0060427
Mississippi,comm,electricity,ventilation,ventilation,2021,0.0716711,0.0037561
Mississippi,comm,gas,cooking,gas range,2021,0.150199,0.0034653
Mississippi,comm,gas,cooling,gas cooling,2021,0.0138904,3.205e-4
Mississippi,comm,gas,heating,gas furnace,2021,0.520732,0.012014
Mississippi,comm,gas,hot water,gas water heater,2021,0.2233487,0.005153
Mississippi,comm,gas,others,gas,2021,0.09183,0.0021186
Mississippi,comm,refined liquids,heating,fuel furnace,2021,0.0662541,2.115e-4
Mississippi,comm,refined liquids,hot water,fuel water heater,2021,3.031e-4,1e-6
Mississippi,comm,refined liquids,others,refined liquids,2021,0.9334428,0.0029802
Mississippi,resid,biomass,heating,wood furnace,2021,1,0.0024714
Mississippi,resid,electricity,clothes dryers,clothes dryer,2021,0.0417758,0.0025894
Mississippi,resid,electricity,clothes washers,clothes washer,2021,0.0060832,3.771e-4
Mississippi,resid,electricity,computers,electricity,2021,0.0168531,0.0010446
Mississippi,resid,electricity,cooking,electric oven,2021,0.0100481,6.228e-4
Mississippi,resid,electricity,cooling,air conditioning,2021,0.1921766,0.0119119
Mississippi,resid,electricity,dishwashers,dishwasher,2021,0.0041012,2.542e-4
Mississippi,resid,electricity,freezers,freezer,2021,0.0115347,7.15e-4
Mississippi,resid,electricity,furnace fans,electricity,2021,0.0070428,4.365e-4
Mississippi,resid,electricity,heating,electric furnace,2021,0.1013059,0.0062794
Mississippi,resid,electricity,heating,electric heat pump,2021,0.0390375,0.0024197
Mississippi,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Mississippi,resid,electricity,hot water,electric resistance water heater,2021,0.1316383,0.0081595
Mississippi,resid,electricity,lighting,lighting,2021,0.0389739,0.0024158
Mississippi,resid,electricity,others,electricity,2021,0.3527327,0.0218639
Mississippi,resid,electricity,refrigerators,refrigerator,2021,0.0466963,0.0028944
Mississippi,resid,gas,clothes dryers,clothes dryer,2021,0.0060875,1.691e-4
Mississippi,resid,gas,cooking,gas oven,2021,0.0235941,6.554e-4
Mississippi,resid,gas,cooling,air conditioning,2021,0.0401273,0.0011146
Mississippi,resid,gas,heating,gas furnace,2021,0.6531347,0.0181427
Mississippi,resid,gas,hot water,gas water heater,2021,0.1985146,0.0055143
Mississippi,resid,gas,others,gas,2021,0.0785418,0.0021817
Mississippi,resid,refined liquids,cooking,lpg oven,2021,0.0479668,1.355e-4
Mississippi,resid,refined liquids,heating,fuel furnace,2021,0.6638899,0.0018759
Mississippi,resid,refined liquids,hot water,fuel water heater,2021,0.1346558,3.805e-4
Mississippi,resid,refined liquids,others,refined liquids,2021,0.1534874,4.337e-4
Missouri,comm,electricity,cooking,electric range,2021,0.0174916,0.0019347
Missouri,comm,electricity,cooling,air conditioning,2021,0.0699927,0.0077419
Missouri,comm,electricity,heating,electric furnace,2021,0.0204641,0.0022635
Missouri,comm,electricity,heating,electric heat pump,2021,0.005307,5.87e-4
Missouri,comm,electricity,hot water,electric heat pump water heater,2021,4.3e-5,4.8e-6
Missouri,comm,electricity,hot water,electric resistance water heater,2021,0.003021,3.341e-4
Missouri,comm,electricity,lighting,lighting,2021,0.0884524,0.0097837
Missouri,comm,electricity,office,office equipment,2021,0.1031776,0.0114124
Missouri,comm,electricity,others,electricity,2021,0.5388246,0.0595992
Missouri,comm,electricity,refrigeration,refrigeration,2021,0.0803961,0.0088926
Missouri,comm,electricity,ventilation,ventilation,2021,0.07283,0.0080557
Missouri,comm,gas,cooking,gas range,2021,0.0486469,0.0038868
Missouri,comm,gas,cooling,gas cooling,2021,0.0012658,1.011e-4
Missouri,comm,gas,heating,gas furnace,2021,0.5155184,0.0411895
Missouri,comm,gas,hot water,gas water heater,2021,0.0980153,0.0078313
Missouri,comm,gas,others,gas,2021,0.3365536,0.0268904
Missouri,comm,refined liquids,heating,fuel furnace,2021,0.3639479,2.238e-4
Missouri,comm,refined liquids,hot water,fuel water heater,2021,5.136e-4,3e-7
Missouri,comm,refined liquids,others,refined liquids,2021,0.6355385,3.908e-4
Missouri,resid,biomass,heating,wood furnace,2021,1,0.0062348
Missouri,resid,electricity,clothes dryers,clothes dryer,2021,0.0448438,0.0049067
Missouri,resid,electricity,clothes washers,clothes washer,2021,0.0073822,8.077e-4
Missouri,resid,electricity,computers,electricity,2021,0.0220216,0.0024096
Missouri,resid,electricity,cooking,electric oven,2021,0.01161,0.0012703
Missouri,resid,electricity,cooling,air conditioning,2021,0.1782072,0.0194992
Missouri,resid,electricity,dishwashers,dishwasher,2021,0.005357,5.862e-4
Missouri,resid,electricity,freezers,freezer,2021,0.0173156,0.0018947
Missouri,resid,electricity,furnace fans,electricity,2021,0.028591,0.0031284
Missouri,resid,electricity,heating,electric furnace,2021,0.1067383,0.0116792
Missouri,resid,electricity,heating,electric heat pump,2021,0.0199765,0.0021858
Missouri,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Missouri,resid,electricity,hot water,electric resistance water heater,2021,0.0962505,0.0105316
Missouri,resid,electricity,lighting,lighting,2021,0.0463543,0.005072
Missouri,resid,electricity,others,electricity,2021,0.3603623,0.0394304
Missouri,resid,electricity,refrigerators,refrigerator,2021,0.0549897,0.0060169
Missouri,resid,gas,clothes dryers,clothes dryer,2021,0.0064426,8.433e-4
Missouri,resid,gas,cooking,gas oven,2021,0.01349,0.0017657
Missouri,resid,gas,cooling,air conditioning,2021,0.0029773,3.897e-4
Missouri,resid,gas,heating,gas furnace,2021,0.7776267,0.1017809
Missouri,resid,gas,hot water,gas water heater,2021,0.1798865,0.0235447
Missouri,resid,gas,others,gas,2021,0.0195769,0.0025624
Missouri,resid,refined liquids,cooking,lpg oven,2021,0.0113328,1.72e-4
Missouri,resid,refined liquids,heating,fuel furnace,2021,0.8816529,0.0133774
Missouri,resid,refined liquids,hot water,fuel water heater,2021,0.0629521,9.552e-4
Missouri,resid,refined liquids,others,refined liquids,2021,0.0440622,6.686e-4
Montana,comm,electricity,cooking,electric range,2021,0.0175337,2.133e-4
Montana,comm,electricity,cooling,air conditioning,2021,0.0337015,4.1e-4
Montana,comm,electricity,heating,electric furnace,2021,0.0169755,2.065e-4
Montana,comm,electricity,heating,electric heat pump,2021,0.0074217,9.03e-5
Montana,comm,electricity,hot water,electric heat pump water heater,2021,1.312e-4,1.6e-6
Montana,comm,electricity,hot water,electric resistance water heater,2021,0.0064255,7.82e-5
Montana,comm,electricity,lighting,lighting,2021,0.1337425,0.0016272
Montana,comm,electricity,office,office equipment,2021,0.1370799,0.0016678
Montana,comm,electricity,others,electricity,2021,0.3748472,0.0045606
Montana,comm,electricity,refrigeration,refrigeration,2021,0.2260438,0.0027502
Montana,comm,electricity,ventilation,ventilation,2021,0.0460974,5.608e-4
Montana,comm,gas,cooking,gas range,2021,0.1481526,0.0015063
Montana,comm,gas,cooling,gas cooling,2021,0.0043414,4.41e-5
Montana,comm,gas,heating,gas furnace,2021,0.4165119,0.0042349
Montana,comm,gas,hot water,gas water heater,2021,0.2443116,0.002484
Montana,comm,gas,others,gas,2021,0.1866824,0.0018981
Montana,comm,refined liquids,heating,fuel furnace,2021,0.0190673,3.04e-5
Montana,comm,refined liquids,hot water,fuel water heater,2021,2.703e-4,4e-7
Montana,comm,refined liquids,others,refined liquids,2021,0.9806624,0.0015613
Montana,resid,biomass,heating,wood furnace,2021,1,0.0024787
Montana,resid,electricity,clothes dryers,clothes dryer,2021,0.0434987,7.993e-4
Montana,resid,electricity,clothes washers,clothes washer,2021,0.0064513,1.185e-4
Montana,resid,electricity,computers,electricity,2021,0.0223258,4.102e-4
Montana,resid,electricity,cooking,electric oven,2021,0.0136018,2.499e-4
Montana,resid,electricity,cooling,air conditioning,2021,0.0235649,4.33e-4
Montana,resid,electricity,dishwashers,dishwasher,2021,0.0055407,1.018e-4
Montana,resid,electricity,freezers,freezer,2021,0.0111863,2.056e-4
Montana,resid,electricity,furnace fans,electricity,2021,0.0070294,1.292e-4
Montana,resid,electricity,heating,electric furnace,2021,0.2316066,0.0042559
Montana,resid,electricity,heating,electric heat pump,2021,0.0729777,0.001341
Montana,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Montana,resid,electricity,hot water,electric resistance water heater,2021,0.1886248,0.0034661
Montana,resid,electricity,lighting,lighting,2021,0.0396332,7.283e-4
Montana,resid,electricity,others,electricity,2021,0.2753595,0.0050598
Montana,resid,electricity,refrigerators,refrigerator,2021,0.0585991,0.0010768
Montana,resid,gas,clothes dryers,clothes dryer,2021,0.011604,1.668e-4
Montana,resid,gas,cooking,gas oven,2021,0.0257321,3.7e-4
Montana,resid,gas,cooling,air conditioning,2021,0.0077115,1.109e-4
Montana,resid,gas,heating,gas furnace,2021,0.5994795,0.0086197
Montana,resid,gas,hot water,gas water heater,2021,0.2786815,0.0040071
Montana,resid,gas,others,gas,2021,0.0767914,0.0011042
Montana,resid,refined liquids,cooking,lpg oven,2021,0.0324641,7.18e-5
Montana,resid,refined liquids,heating,fuel furnace,2021,0.6059304,0.0013404
Montana,resid,refined liquids,hot water,fuel water heater,2021,0.1888888,4.178e-4
