INPUT_TABLE
Variable ID
StubTechCalInputIndUrb

region,sector.name,subsector.name,technology,year,minicam.energy.input,calibrated.value
Canada,industrial processes,other industrial processes,other industrial processes,1975,misc emissions sources,0.001
Canada,urban processes,landfills,landfills,1990,misc emissions sources,0.001
Canada,urban processes,wastewater treatment,wastewater treatment,1990,misc emissions sources,0.001
Canada,urban processes,aerosols,aerosols,1990,misc emissions sources,0.001
Canada,urban processes,fire_exting,fire_exting,1990,misc emissions sources,0.001
Canada,industrial processes,adipic acid,adipic acid,1990,misc emissions sources,0.001
Canada,industrial processes,nitric acid,nitric acid,1990,misc emissions sources,0.001
Canada,industrial processes,foams,foams,1990,misc emissions sources,0.001
Canada,industrial processes,solvents,solvents,1990,misc emissions sources,0.001
Canada,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1990,misc emissions sources,0.001
Canada,industrial processes,semiconductors,semiconductors,1990,misc emissions sources,0.001
Canada,industrial processes,Al_Mg,Al_Mg,1990,misc emissions sources,0.001
Canada,industrial processes,other industrial processes,other industrial processes,1990,misc emissions sources,0.001
Canada,urban processes,landfills,landfills,2005,misc emissions sources,0.001
Canada,urban processes,wastewater treatment,wastewater treatment,2005,misc emissions sources,0.001
Canada,urban processes,aerosols,aerosols,2005,misc emissions sources,0.001
Canada,urban processes,fire_exting,fire_exting,2005,misc emissions sources,0.001
Canada,industrial processes,adipic acid,adipic acid,2005,misc emissions sources,0.001
Canada,industrial processes,nitric acid,nitric acid,2005,misc emissions sources,0.001
Canada,industrial processes,foams,foams,2005,misc emissions sources,0.001
Canada,industrial processes,solvents,solvents,2005,misc emissions sources,0.001
Canada,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2005,misc emissions sources,0.001
Canada,industrial processes,semiconductors,semiconductors,2005,misc emissions sources,0.001
Canada,industrial processes,Al_Mg,Al_Mg,2005,misc emissions sources,0.001
Canada,industrial processes,other industrial processes,other industrial processes,2005,misc emissions sources,0.001
Canada,urban processes,landfills,landfills,2010,misc emissions sources,0.001
Canada,urban processes,wastewater treatment,wastewater treatment,2010,misc emissions sources,0.001
Canada,urban processes,aerosols,aerosols,2010,misc emissions sources,0.001
Canada,urban processes,fire_exting,fire_exting,2010,misc emissions sources,0.001
Canada,industrial processes,adipic acid,adipic acid,2010,misc emissions sources,0.001
Canada,industrial processes,nitric acid,nitric acid,2010,misc emissions sources,0.001
Canada,industrial processes,foams,foams,2010,misc emissions sources,0.001
Canada,industrial processes,solvents,solvents,2010,misc emissions sources,0.001
Canada,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2010,misc emissions sources,0.001
Canada,industrial processes,semiconductors,semiconductors,2010,misc emissions sources,0.001
Canada,industrial processes,Al_Mg,Al_Mg,2010,misc emissions sources,0.001
Canada,industrial processes,other industrial processes,other industrial processes,2010,misc emissions sources,0.001
Central America and Caribbean,urban processes,landfills,landfills,1975,misc emissions sources,0.001
Central America and Caribbean,urban processes,wastewater treatment,wastewater treatment,1975,misc emissions sources,0.001
Central America and Caribbean,urban processes,aerosols,aerosols,1975,misc emissions sources,0.001
Central America and Caribbean,urban processes,fire_exting,fire_exting,1975,misc emissions sources,0.001
Central America and Caribbean,industrial processes,adipic acid,adipic acid,1975,misc emissions sources,0.001
Central America and Caribbean,industrial processes,nitric acid,nitric acid,1975,misc emissions sources,0.001
Central America and Caribbean,industrial processes,foams,foams,1975,misc emissions sources,0.001
Central America and Caribbean,industrial processes,solvents,solvents,1975,misc emissions sources,0.001
Central America and Caribbean,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1975,misc emissions sources,0.001
Central America and Caribbean,industrial processes,semiconductors,semiconductors,1975,misc emissions sources,0.001
Central America and Caribbean,industrial processes,Al_Mg,Al_Mg,1975,misc emissions sources,0.001
Central America and Caribbean,industrial processes,other industrial processes,other industrial processes,1975,misc emissions sources,0.001
Central America and Caribbean,urban processes,landfills,landfills,1990,misc emissions sources,0.001
Central America and Caribbean,urban processes,wastewater treatment,wastewater treatment,1990,misc emissions sources,0.001
Central America and Caribbean,urban processes,aerosols,aerosols,1990,misc emissions sources,0.001
Central America and Caribbean,urban processes,fire_exting,fire_exting,1990,misc emissions sources,0.001
Central America and Caribbean,industrial processes,adipic acid,adipic acid,1990,misc emissions sources,0.001
Central America and Caribbean,industrial processes,nitric acid,nitric acid,1990,misc emissions sources,0.001
Central America and Caribbean,industrial processes,foams,foams,1990,misc emissions sources,0.001
Central America and Caribbean,industrial processes,solvents,solvents,1990,misc emissions sources,0.001
Central America and Caribbean,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1990,misc emissions sources,0.001
Central America and Caribbean,industrial processes,semiconductors,semiconductors,1990,misc emissions sources,0.001
Central America and Caribbean,industrial processes,Al_Mg,Al_Mg,1990,misc emissions sources,0.001
Central America and Caribbean,industrial processes,other industrial processes,other industrial processes,1990,misc emissions sources,0.001
Central America and Caribbean,urban processes,landfills,landfills,2005,misc emissions sources,0.001
Central America and Caribbean,urban processes,wastewater treatment,wastewater treatment,2005,misc emissions sources,0.001
Central America and Caribbean,urban processes,aerosols,aerosols,2005,misc emissions sources,0.001
Central America and Caribbean,urban processes,fire_exting,fire_exting,2005,misc emissions sources,0.001
Central America and Caribbean,industrial processes,adipic acid,adipic acid,2005,misc emissions sources,0.001
Central America and Caribbean,industrial processes,nitric acid,nitric acid,2005,misc emissions sources,0.001
Central America and Caribbean,industrial processes,foams,foams,2005,misc emissions sources,0.001
Central America and Caribbean,industrial processes,solvents,solvents,2005,misc emissions sources,0.001
Central America and Caribbean,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2005,misc emissions sources,0.001
Central America and Caribbean,industrial processes,semiconductors,semiconductors,2005,misc emissions sources,0.001
Central America and Caribbean,industrial processes,Al_Mg,Al_Mg,2005,misc emissions sources,0.001
Central America and Caribbean,industrial processes,other industrial processes,other industrial processes,2005,misc emissions sources,0.001
Central America and Caribbean,urban processes,landfills,landfills,2010,misc emissions sources,0.001
Central America and Caribbean,urban processes,wastewater treatment,wastewater treatment,2010,misc emissions sources,0.001
Central America and Caribbean,urban processes,aerosols,aerosols,2010,misc emissions sources,0.001
Central America and Caribbean,urban processes,fire_exting,fire_exting,2010,misc emissions sources,0.001
Central America and Caribbean,industrial processes,adipic acid,adipic acid,2010,misc emissions sources,0.001
Central America and Caribbean,industrial processes,nitric acid,nitric acid,2010,misc emissions sources,0.001
Central America and Caribbean,industrial processes,foams,foams,2010,misc emissions sources,0.001
Central America and Caribbean,industrial processes,solvents,solvents,2010,misc emissions sources,0.001
Central America and Caribbean,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2010,misc emissions sources,0.001
Central America and Caribbean,industrial processes,semiconductors,semiconductors,2010,misc emissions sources,0.001
Central America and Caribbean,industrial processes,Al_Mg,Al_Mg,2010,misc emissions sources,0.001
Central America and Caribbean,industrial processes,other industrial processes,other industrial processes,2010,misc emissions sources,0.001
Central Asia,urban processes,landfills,landfills,1975,misc emissions sources,0.001
Central Asia,urban processes,wastewater treatment,wastewater treatment,1975,misc emissions sources,0.001
Central Asia,urban processes,aerosols,aerosols,1975,misc emissions sources,0.001
Central Asia,urban processes,fire_exting,fire_exting,1975,misc emissions sources,0.001
Central Asia,industrial processes,adipic acid,adipic acid,1975,misc emissions sources,0.001
Central Asia,industrial processes,nitric acid,nitric acid,1975,misc emissions sources,0.001
Central Asia,industrial processes,foams,foams,1975,misc emissions sources,0.001
Central Asia,industrial processes,solvents,solvents,1975,misc emissions sources,0.001
Central Asia,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1975,misc emissions sources,0.001
Central Asia,industrial processes,semiconductors,semiconductors,1975,misc emissions sources,0.001
Central Asia,industrial processes,Al_Mg,Al_Mg,1975,misc emissions sources,0.001
Central Asia,industrial processes,other industrial processes,other industrial processes,1975,misc emissions sources,0.001
Central Asia,urban processes,landfills,landfills,1990,misc emissions sources,0.001
Central Asia,urban processes,wastewater treatment,wastewater treatment,1990,misc emissions sources,0.001
Central Asia,urban processes,aerosols,aerosols,1990,misc emissions sources,0.001
Central Asia,urban processes,fire_exting,fire_exting,1990,misc emissions sources,0.001
Central Asia,industrial processes,adipic acid,adipic acid,1990,misc emissions sources,0.001
Central Asia,industrial processes,nitric acid,nitric acid,1990,misc emissions sources,0.001
Central Asia,industrial processes,foams,foams,1990,misc emissions sources,0.001
Central Asia,industrial processes,solvents,solvents,1990,misc emissions sources,0.001
Central Asia,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1990,misc emissions sources,0.001
Central Asia,industrial processes,semiconductors,semiconductors,1990,misc emissions sources,0.001
Central Asia,industrial processes,Al_Mg,Al_Mg,1990,misc emissions sources,0.001
Central Asia,industrial processes,other industrial processes,other industrial processes,1990,misc emissions sources,0.001
Central Asia,urban processes,landfills,landfills,2005,misc emissions sources,0.001
Central Asia,urban processes,wastewater treatment,wastewater treatment,2005,misc emissions sources,0.001
Central Asia,urban processes,aerosols,aerosols,2005,misc emissions sources,0.001
Central Asia,urban processes,fire_exting,fire_exting,2005,misc emissions sources,0.001
Central Asia,industrial processes,adipic acid,adipic acid,2005,misc emissions sources,0.001
Central Asia,industrial processes,nitric acid,nitric acid,2005,misc emissions sources,0.001
Central Asia,industrial processes,foams,foams,2005,misc emissions sources,0.001
Central Asia,industrial processes,solvents,solvents,2005,misc emissions sources,0.001
Central Asia,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2005,misc emissions sources,0.001
Central Asia,industrial processes,semiconductors,semiconductors,2005,misc emissions sources,0.001
Central Asia,industrial processes,Al_Mg,Al_Mg,2005,misc emissions sources,0.001
Central Asia,industrial processes,other industrial processes,other industrial processes,2005,misc emissions sources,0.001
Central Asia,urban processes,landfills,landfills,2010,misc emissions sources,0.001
Central Asia,urban processes,wastewater treatment,wastewater treatment,2010,misc emissions sources,0.001
Central Asia,urban processes,aerosols,aerosols,2010,misc emissions sources,0.001
Central Asia,urban processes,fire_exting,fire_exting,2010,misc emissions sources,0.001
Central Asia,industrial processes,adipic acid,adipic acid,2010,misc emissions sources,0.001
Central Asia,industrial processes,nitric acid,nitric acid,2010,misc emissions sources,0.001
Central Asia,industrial processes,foams,foams,2010,misc emissions sources,0.001
Central Asia,industrial processes,solvents,solvents,2010,misc emissions sources,0.001
Central Asia,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2010,misc emissions sources,0.001
Central Asia,industrial processes,semiconductors,semiconductors,2010,misc emissions sources,0.001
Central Asia,industrial processes,Al_Mg,Al_Mg,2010,misc emissions sources,0.001
Central Asia,industrial processes,other industrial processes,other industrial processes,2010,misc emissions sources,0.001
China,urban processes,landfills,landfills,1975,misc emissions sources,0.001
China,urban processes,wastewater treatment,wastewater treatment,1975,misc emissions sources,0.001
China,urban processes,aerosols,aerosols,1975,misc emissions sources,0.001
China,urban processes,fire_exting,fire_exting,1975,misc emissions sources,0.001
China,industrial processes,adipic acid,adipic acid,1975,misc emissions sources,0.001
China,industrial processes,nitric acid,nitric acid,1975,misc emissions sources,0.001
China,industrial processes,foams,foams,1975,misc emissions sources,0.001
China,industrial processes,solvents,solvents,1975,misc emissions sources,0.001
China,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1975,misc emissions sources,0.001
China,industrial processes,semiconductors,semiconductors,1975,misc emissions sources,0.001
China,industrial processes,Al_Mg,Al_Mg,1975,misc emissions sources,0.001
China,industrial processes,other industrial processes,other industrial processes,1975,misc emissions sources,0.001
China,urban processes,landfills,landfills,1990,misc emissions sources,0.001
China,urban processes,wastewater treatment,wastewater treatment,1990,misc emissions sources,0.001
China,urban processes,aerosols,aerosols,1990,misc emissions sources,0.001
China,urban processes,fire_exting,fire_exting,1990,misc emissions sources,0.001
China,industrial processes,adipic acid,adipic acid,1990,misc emissions sources,0.001
China,industrial processes,nitric acid,nitric acid,1990,misc emissions sources,0.001
China,industrial processes,foams,foams,1990,misc emissions sources,0.001
China,industrial processes,solvents,solvents,1990,misc emissions sources,0.001
China,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1990,misc emissions sources,0.001
China,industrial processes,semiconductors,semiconductors,1990,misc emissions sources,0.001
China,industrial processes,Al_Mg,Al_Mg,1990,misc emissions sources,0.001
China,industrial processes,other industrial processes,other industrial processes,1990,misc emissions sources,0.001
China,urban processes,landfills,landfills,2005,misc emissions sources,0.001
China,urban processes,wastewater treatment,wastewater treatment,2005,misc emissions sources,0.001
China,urban processes,aerosols,aerosols,2005,misc emissions sources,0.001
China,urban processes,fire_exting,fire_exting,2005,misc emissions sources,0.001
China,industrial processes,adipic acid,adipic acid,2005,misc emissions sources,0.001
China,industrial processes,nitric acid,nitric acid,2005,misc emissions sources,0.001
China,industrial processes,foams,foams,2005,misc emissions sources,0.001
China,industrial processes,solvents,solvents,2005,misc emissions sources,0.001
China,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2005,misc emissions sources,0.001
China,industrial processes,semiconductors,semiconductors,2005,misc emissions sources,0.001
China,industrial processes,Al_Mg,Al_Mg,2005,misc emissions sources,0.001
China,industrial processes,other industrial processes,other industrial processes,2005,misc emissions sources,0.001
China,urban processes,landfills,landfills,2010,misc emissions sources,0.001
China,urban processes,wastewater treatment,wastewater treatment,2010,misc emissions sources,0.001
China,urban processes,aerosols,aerosols,2010,misc emissions sources,0.001
China,urban processes,fire_exting,fire_exting,2010,misc emissions sources,0.001
China,industrial processes,adipic acid,adipic acid,2010,misc emissions sources,0.001
China,industrial processes,nitric acid,nitric acid,2010,misc emissions sources,0.001
China,industrial processes,foams,foams,2010,misc emissions sources,0.001
China,industrial processes,solvents,solvents,2010,misc emissions sources,0.001
China,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2010,misc emissions sources,0.001
China,industrial processes,semiconductors,semiconductors,2010,misc emissions sources,0.001
China,industrial processes,Al_Mg,Al_Mg,2010,misc emissions sources,0.001
China,industrial processes,other industrial processes,other industrial processes,2010,misc emissions sources,0.001
Colombia,urban processes,landfills,landfills,1975,misc emissions sources,0.001
Colombia,urban processes,wastewater treatment,wastewater treatment,1975,misc emissions sources,0.001
Colombia,urban processes,aerosols,aerosols,1975,misc emissions sources,0.001
Colombia,urban processes,fire_exting,fire_exting,1975,misc emissions sources,0.001
Colombia,industrial processes,adipic acid,adipic acid,1975,misc emissions sources,0.001
Colombia,industrial processes,nitric acid,nitric acid,1975,misc emissions sources,0.001
Colombia,industrial processes,foams,foams,1975,misc emissions sources,0.001
Colombia,industrial processes,solvents,solvents,1975,misc emissions sources,0.001
Colombia,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1975,misc emissions sources,0.001
Colombia,industrial processes,semiconductors,semiconductors,1975,misc emissions sources,0.001
Colombia,industrial processes,Al_Mg,Al_Mg,1975,misc emissions sources,0.001
Colombia,industrial processes,other industrial processes,other industrial processes,1975,misc emissions sources,0.001
Colombia,urban processes,landfills,landfills,1990,misc emissions sources,0.001
Colombia,urban processes,wastewater treatment,wastewater treatment,1990,misc emissions sources,0.001
Colombia,urban processes,aerosols,aerosols,1990,misc emissions sources,0.001
Colombia,urban processes,fire_exting,fire_exting,1990,misc emissions sources,0.001
Colombia,industrial processes,adipic acid,adipic acid,1990,misc emissions sources,0.001
Colombia,industrial processes,nitric acid,nitric acid,1990,misc emissions sources,0.001
Colombia,industrial processes,foams,foams,1990,misc emissions sources,0.001
Colombia,industrial processes,solvents,solvents,1990,misc emissions sources,0.001
Colombia,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1990,misc emissions sources,0.001
Colombia,industrial processes,semiconductors,semiconductors,1990,misc emissions sources,0.001
Colombia,industrial processes,Al_Mg,Al_Mg,1990,misc emissions sources,0.001
Colombia,industrial processes,other industrial processes,other industrial processes,1990,misc emissions sources,0.001
Colombia,urban processes,landfills,landfills,2005,misc emissions sources,0.001
Colombia,urban processes,wastewater treatment,wastewater treatment,2005,misc emissions sources,0.001
Colombia,urban processes,aerosols,aerosols,2005,misc emissions sources,0.001
Colombia,urban processes,fire_exting,fire_exting,2005,misc emissions sources,0.001
Colombia,industrial processes,adipic acid,adipic acid,2005,misc emissions sources,0.001
Colombia,industrial processes,nitric acid,nitric acid,2005,misc emissions sources,0.001
Colombia,industrial processes,foams,foams,2005,misc emissions sources,0.001
Colombia,industrial processes,solvents,solvents,2005,misc emissions sources,0.001
Colombia,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2005,misc emissions sources,0.001
Colombia,industrial processes,semiconductors,semiconductors,2005,misc emissions sources,0.001
Colombia,industrial processes,Al_Mg,Al_Mg,2005,misc emissions sources,0.001
Colombia,industrial processes,other industrial processes,other industrial processes,2005,misc emissions sources,0.001
Colombia,urban processes,landfills,landfills,2010,misc emissions sources,0.001
Colombia,urban processes,wastewater treatment,wastewater treatment,2010,misc emissions sources,0.001
Colombia,urban processes,aerosols,aerosols,2010,misc emissions sources,0.001
Colombia,urban processes,fire_exting,fire_exting,2010,misc emissions sources,0.001
Colombia,industrial processes,adipic acid,adipic acid,2010,misc emissions sources,0.001
Colombia,industrial processes,nitric acid,nitric acid,2010,misc emissions sources,0.001
Colombia,industrial processes,foams,foams,2010,misc emissions sources,0.001
Colombia,industrial processes,solvents,solvents,2010,misc emissions sources,0.001
Colombia,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2010,misc emissions sources,0.001
Colombia,industrial processes,semiconductors,semiconductors,2010,misc emissions sources,0.001
Colombia,industrial processes,Al_Mg,Al_Mg,2010,misc emissions sources,0.001
Colombia,industrial processes,other industrial processes,other industrial processes,2010,misc emissions sources,0.001
EU-12,urban processes,landfills,landfills,1975,misc emissions sources,0.001
EU-12,urban processes,wastewater treatment,wastewater treatment,1975,misc emissions sources,0.001
EU-12,urban processes,aerosols,aerosols,1975,misc emissions sources,0.001
EU-12,urban processes,fire_exting,fire_exting,1975,misc emissions sources,0.001
EU-12,industrial processes,adipic acid,adipic acid,1975,misc emissions sources,0.001
EU-12,industrial processes,nitric acid,nitric acid,1975,misc emissions sources,0.001
EU-12,industrial processes,foams,foams,1975,misc emissions sources,0.001
EU-12,industrial processes,solvents,solvents,1975,misc emissions sources,0.001
EU-12,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1975,misc emissions sources,0.001
EU-12,industrial processes,semiconductors,semiconductors,1975,misc emissions sources,0.001
EU-12,industrial processes,Al_Mg,Al_Mg,1975,misc emissions sources,0.001
EU-12,industrial processes,other industrial processes,other industrial processes,1975,misc emissions sources,0.001
EU-12,urban processes,landfills,landfills,1990,misc emissions sources,0.001
EU-12,urban processes,wastewater treatment,wastewater treatment,1990,misc emissions sources,0.001
EU-12,urban processes,aerosols,aerosols,1990,misc emissions sources,0.001
EU-12,urban processes,fire_exting,fire_exting,1990,misc emissions sources,0.001
EU-12,industrial processes,adipic acid,adipic acid,1990,misc emissions sources,0.001
EU-12,industrial processes,nitric acid,nitric acid,1990,misc emissions sources,0.001
EU-12,industrial processes,foams,foams,1990,misc emissions sources,0.001
EU-12,industrial processes,solvents,solvents,1990,misc emissions sources,0.001
EU-12,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1990,misc emissions sources,0.001
EU-12,industrial processes,semiconductors,semiconductors,1990,misc emissions sources,0.001
EU-12,industrial processes,Al_Mg,Al_Mg,1990,misc emissions sources,0.001
EU-12,industrial processes,other industrial processes,other industrial processes,1990,misc emissions sources,0.001
EU-12,urban processes,landfills,landfills,2005,misc emissions sources,0.001
EU-12,urban processes,wastewater treatment,wastewater treatment,2005,misc emissions sources,0.001
EU-12,urban processes,aerosols,aerosols,2005,misc emissions sources,0.001
EU-12,urban processes,fire_exting,fire_exting,2005,misc emissions sources,0.001
EU-12,industrial processes,adipic acid,adipic acid,2005,misc emissions sources,0.001
EU-12,industrial processes,nitric acid,nitric acid,2005,misc emissions sources,0.001
EU-12,industrial processes,foams,foams,2005,misc emissions sources,0.001
EU-12,industrial processes,solvents,solvents,2005,misc emissions sources,0.001
EU-12,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2005,misc emissions sources,0.001
EU-12,industrial processes,semiconductors,semiconductors,2005,misc emissions sources,0.001
EU-12,industrial processes,Al_Mg,Al_Mg,2005,misc emissions sources,0.001
EU-12,industrial processes,other industrial processes,other industrial processes,2005,misc emissions sources,0.001
EU-12,urban processes,landfills,landfills,2010,misc emissions sources,0.001
EU-12,urban processes,wastewater treatment,wastewater treatment,2010,misc emissions sources,0.001
EU-12,urban processes,aerosols,aerosols,2010,misc emissions sources,0.001
EU-12,urban processes,fire_exting,fire_exting,2010,misc emissions sources,0.001
EU-12,industrial processes,adipic acid,adipic acid,2010,misc emissions sources,0.001
EU-12,industrial processes,nitric acid,nitric acid,2010,misc emissions sources,0.001
EU-12,industrial processes,foams,foams,2010,misc emissions sources,0.001
EU-12,industrial processes,solvents,solvents,2010,misc emissions sources,0.001
EU-12,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2010,misc emissions sources,0.001
EU-12,industrial processes,semiconductors,semiconductors,2010,misc emissions sources,0.001
EU-12,industrial processes,Al_Mg,Al_Mg,2010,misc emissions sources,0.001
EU-12,industrial processes,other industrial processes,other industrial processes,2010,misc emissions sources,0.001
EU-15,urban processes,landfills,landfills,1975,misc emissions sources,0.001
EU-15,urban processes,wastewater treatment,wastewater treatment,1975,misc emissions sources,0.001
EU-15,urban processes,aerosols,aerosols,1975,misc emissions sources,0.001
EU-15,urban processes,fire_exting,fire_exting,1975,misc emissions sources,0.001
EU-15,industrial processes,adipic acid,adipic acid,1975,misc emissions sources,0.001
EU-15,industrial processes,nitric acid,nitric acid,1975,misc emissions sources,0.001
EU-15,industrial processes,foams,foams,1975,misc emissions sources,0.001
EU-15,industrial processes,solvents,solvents,1975,misc emissions sources,0.001
EU-15,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1975,misc emissions sources,0.001
EU-15,industrial processes,semiconductors,semiconductors,1975,misc emissions sources,0.001
EU-15,industrial processes,Al_Mg,Al_Mg,1975,misc emissions sources,0.001
EU-15,industrial processes,other industrial processes,other industrial processes,1975,misc emissions sources,0.001
EU-15,urban processes,landfills,landfills,1990,misc emissions sources,0.001
EU-15,urban processes,wastewater treatment,wastewater treatment,1990,misc emissions sources,0.001
EU-15,urban processes,aerosols,aerosols,1990,misc emissions sources,0.001
EU-15,urban processes,fire_exting,fire_exting,1990,misc emissions sources,0.001
EU-15,industrial processes,adipic acid,adipic acid,1990,misc emissions sources,0.001
EU-15,industrial processes,nitric acid,nitric acid,1990,misc emissions sources,0.001
EU-15,industrial processes,foams,foams,1990,misc emissions sources,0.001
EU-15,industrial processes,solvents,solvents,1990,misc emissions sources,0.001
EU-15,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1990,misc emissions sources,0.001
EU-15,industrial processes,semiconductors,semiconductors,1990,misc emissions sources,0.001
EU-15,industrial processes,Al_Mg,Al_Mg,1990,misc emissions sources,0.001
EU-15,industrial processes,other industrial processes,other industrial processes,1990,misc emissions sources,0.001
EU-15,urban processes,landfills,landfills,2005,misc emissions sources,0.001
EU-15,urban processes,wastewater treatment,wastewater treatment,2005,misc emissions sources,0.001
EU-15,urban processes,aerosols,aerosols,2005,misc emissions sources,0.001
EU-15,urban processes,fire_exting,fire_exting,2005,misc emissions sources,0.001
EU-15,industrial processes,adipic acid,adipic acid,2005,misc emissions sources,0.001
EU-15,industrial processes,nitric acid,nitric acid,2005,misc emissions sources,0.001
EU-15,industrial processes,foams,foams,2005,misc emissions sources,0.001
EU-15,industrial processes,solvents,solvents,2005,misc emissions sources,0.001
EU-15,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2005,misc emissions sources,0.001
EU-15,industrial processes,semiconductors,semiconductors,2005,misc emissions sources,0.001
EU-15,industrial processes,Al_Mg,Al_Mg,2005,misc emissions sources,0.001
EU-15,industrial processes,other industrial processes,other industrial processes,2005,misc emissions sources,0.001
EU-15,urban processes,landfills,landfills,2010,misc emissions sources,0.001
EU-15,urban processes,wastewater treatment,wastewater treatment,2010,misc emissions sources,0.001
EU-15,urban processes,aerosols,aerosols,2010,misc emissions sources,0.001
EU-15,urban processes,fire_exting,fire_exting,2010,misc emissions sources,0.001
EU-15,industrial processes,adipic acid,adipic acid,2010,misc emissions sources,0.001
EU-15,industrial processes,nitric acid,nitric acid,2010,misc emissions sources,0.001
EU-15,industrial processes,foams,foams,2010,misc emissions sources,0.001
EU-15,industrial processes,solvents,solvents,2010,misc emissions sources,0.001
EU-15,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2010,misc emissions sources,0.001
EU-15,industrial processes,semiconductors,semiconductors,2010,misc emissions sources,0.001
EU-15,industrial processes,Al_Mg,Al_Mg,2010,misc emissions sources,0.001
EU-15,industrial processes,other industrial processes,other industrial processes,2010,misc emissions sources,0.001
Europe_Eastern,urban processes,landfills,landfills,1975,misc emissions sources,0.001
Europe_Eastern,urban processes,wastewater treatment,wastewater treatment,1975,misc emissions sources,0.001
Europe_Eastern,urban processes,aerosols,aerosols,1975,misc emissions sources,0.001
Europe_Eastern,urban processes,fire_exting,fire_exting,1975,misc emissions sources,0.001
Europe_Eastern,industrial processes,adipic acid,adipic acid,1975,misc emissions sources,0.001
Europe_Eastern,industrial processes,nitric acid,nitric acid,1975,misc emissions sources,0.001
Europe_Eastern,industrial processes,foams,foams,1975,misc emissions sources,0.001
Europe_Eastern,industrial processes,solvents,solvents,1975,misc emissions sources,0.001
Europe_Eastern,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1975,misc emissions sources,0.001
Europe_Eastern,industrial processes,semiconductors,semiconductors,1975,misc emissions sources,0.001
Europe_Eastern,industrial processes,Al_Mg,Al_Mg,1975,misc emissions sources,0.001
Europe_Eastern,industrial processes,other industrial processes,other industrial processes,1975,misc emissions sources,0.001
Europe_Eastern,urban processes,landfills,landfills,1990,misc emissions sources,0.001
Europe_Eastern,urban processes,wastewater treatment,wastewater treatment,1990,misc emissions sources,0.001
Europe_Eastern,urban processes,aerosols,aerosols,1990,misc emissions sources,0.001
Europe_Eastern,urban processes,fire_exting,fire_exting,1990,misc emissions sources,0.001
Europe_Eastern,industrial processes,adipic acid,adipic acid,1990,misc emissions sources,0.001
Europe_Eastern,industrial processes,nitric acid,nitric acid,1990,misc emissions sources,0.001
Europe_Eastern,industrial processes,foams,foams,1990,misc emissions sources,0.001
Europe_Eastern,industrial processes,solvents,solvents,1990,misc emissions sources,0.001
Europe_Eastern,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1990,misc emissions sources,0.001
Europe_Eastern,industrial processes,semiconductors,semiconductors,1990,misc emissions sources,0.001
Europe_Eastern,industrial processes,Al_Mg,Al_Mg,1990,misc emissions sources,0.001
Europe_Eastern,industrial processes,other industrial processes,other industrial processes,1990,misc emissions sources,0.001
Europe_Eastern,urban processes,landfills,landfills,2005,misc emissions sources,0.001
Europe_Eastern,urban processes,wastewater treatment,wastewater treatment,2005,misc emissions sources,0.001
Europe_Eastern,urban processes,aerosols,aerosols,2005,misc emissions sources,0.001
Europe_Eastern,urban processes,fire_exting,fire_exting,2005,misc emissions sources,0.001
Europe_Eastern,industrial processes,adipic acid,adipic acid,2005,misc emissions sources,0.001
Europe_Eastern,industrial processes,nitric acid,nitric acid,2005,misc emissions sources,0.001
Europe_Eastern,industrial processes,foams,foams,2005,misc emissions sources,0.001
Europe_Eastern,industrial processes,solvents,solvents,2005,misc emissions sources,0.001
Europe_Eastern,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2005,misc emissions sources,0.001
Europe_Eastern,industrial processes,semiconductors,semiconductors,2005,misc emissions sources,0.001
Europe_Eastern,industrial processes,Al_Mg,Al_Mg,2005,misc emissions sources,0.001
Europe_Eastern,industrial processes,other industrial processes,other industrial processes,2005,misc emissions sources,0.001
