INPUT_TABLE
Variable ID
InputEmissCoeff

region,supplysector,subsector,stub.technology,year,Non.CO2,emiss.coeff
Australia_NZ,H2 central production,coal,coal chemical CCS,2015,CO,0.001
Australia_NZ,H2 central production,gas,natural gas steam reforming,2015,CO,0.00048545
Australia_NZ,H2 central production,gas,natural gas steam reforming CCS,2015,CO,0.00048545
Australia_NZ,H2 central production,biomass,biomass to H2,2015,CO,0.001
Australia_NZ,H2 central production,biomass,biomass to H2 CCS,2015,CO,0.001
Australia_NZ,H2 forecourt production,gas,natural gas steam reforming,2015,CO,0.00048545
Australia_NZ,refining,biomass liquids,cellulosic ethanol,2015,CH4,0.001
Australia_NZ,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,CH4,0.001
Australia_NZ,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,CH4,0.001
Australia_NZ,refining,biomass liquids,FT biofuels,2015,CH4,0.001
Australia_NZ,refining,biomass liquids,FT biofuels CCS level 1,2015,CH4,0.001
Australia_NZ,refining,biomass liquids,FT biofuels CCS level 2,2015,CH4,0.001
Australia_NZ,electricity,coal,coal (IGCC),2015,CH4,5e-04
Australia_NZ,electricity,coal,coal (IGCC CCS),2015,CH4,5e-04
Australia_NZ,electricity,gas,gas (CC),2015,CH4,5e-04
Australia_NZ,electricity,gas,gas (CC CCS),2015,CH4,5e-04
Australia_NZ,electricity,refined liquids,refined liquids (IGCC),2015,CH4,5e-04
Australia_NZ,electricity,refined liquids,refined liquids (IGCC CCS),2015,CH4,5e-04
Australia_NZ,electricity,biomass,biomass (IGCC),2015,CH4,5e-04
Australia_NZ,electricity,biomass,biomass (IGCC CCS),2015,CH4,5e-04
Australia_NZ,H2 central production,coal,coal chemical,2015,CH4,0.002
Australia_NZ,H2 central production,coal,coal chemical CCS,2015,CH4,0.002
Australia_NZ,H2 central production,biomass,biomass to H2,2015,CH4,0.001
Australia_NZ,H2 central production,biomass,biomass to H2 CCS,2015,CH4,0.001
Australia_NZ,refining,coal to liquids,coal to liquids,2015,N2O,1e-04
Australia_NZ,refining,coal to liquids,coal to liquids CCS level 1,2015,N2O,1e-04
Australia_NZ,refining,coal to liquids,coal to liquids CCS level 2,2015,N2O,1e-04
Australia_NZ,refining,gas to liquids,gas to liquids,2015,N2O,1e-04
Australia_NZ,refining,biomass liquids,cellulosic ethanol,2015,N2O,1e-04
Australia_NZ,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,N2O,1e-04
Australia_NZ,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,N2O,1e-04
Australia_NZ,refining,biomass liquids,FT biofuels,2015,N2O,1e-04
Australia_NZ,refining,biomass liquids,FT biofuels CCS level 1,2015,N2O,1e-04
Australia_NZ,refining,biomass liquids,FT biofuels CCS level 2,2015,N2O,1e-04
Australia_NZ,refining,biomass liquids,corn ethanol,2015,N2O,1e-04
Australia_NZ,refining,biomass liquids,sugar cane ethanol,2015,N2O,1e-04
Australia_NZ,refining,biomass liquids,biodiesel,2015,N2O,1e-04
Australia_NZ,electricity,coal,coal (IGCC),2015,N2O,1e-04
Australia_NZ,electricity,coal,coal (IGCC CCS),2015,N2O,1e-04
Australia_NZ,electricity,gas,gas (CC),2015,N2O,1e-04
Australia_NZ,electricity,gas,gas (CC CCS),2015,N2O,1e-04
Australia_NZ,electricity,refined liquids,refined liquids (IGCC),2015,N2O,1e-04
Australia_NZ,electricity,refined liquids,refined liquids (IGCC CCS),2015,N2O,1e-04
Australia_NZ,electricity,biomass,biomass (IGCC),2015,N2O,1e-04
Australia_NZ,electricity,biomass,biomass (IGCC CCS),2015,N2O,1e-04
Australia_NZ,electricity,coal,coal (IGCC),2015,BC,4.07e-07
Australia_NZ,electricity,coal,coal (IGCC CCS),2015,BC,4.07e-07
Australia_NZ,electricity,gas,gas (CC),2015,BC,4.07e-07
Australia_NZ,electricity,gas,gas (CC CCS),2015,BC,4.07e-07
Australia_NZ,electricity,refined liquids,refined liquids (IGCC),2015,BC,4.07e-07
Australia_NZ,electricity,refined liquids,refined liquids (IGCC CCS),2015,BC,4.07e-07
Australia_NZ,electricity,biomass,biomass (IGCC),2015,BC,4.07e-07
Australia_NZ,electricity,biomass,biomass (IGCC CCS),2015,BC,4.07e-07
Australia_NZ,electricity,coal,coal (IGCC),2015,OC,1e-05
Australia_NZ,electricity,coal,coal (IGCC CCS),2015,OC,1e-05
Australia_NZ,electricity,gas,gas (CC),2015,OC,1e-05
Australia_NZ,electricity,gas,gas (CC CCS),2015,OC,1e-05
Australia_NZ,electricity,refined liquids,refined liquids (IGCC),2015,OC,1e-05
Australia_NZ,electricity,refined liquids,refined liquids (IGCC CCS),2015,OC,1e-05
Australia_NZ,electricity,biomass,biomass (IGCC),2015,OC,1e-05
Australia_NZ,electricity,biomass,biomass (IGCC CCS),2015,OC,1e-05
Australia_NZ,refining,coal to liquids,coal to liquids,2015,VOC,1e-04
Australia_NZ,refining,coal to liquids,coal to liquids CCS level 1,2015,VOC,1e-04
Australia_NZ,refining,coal to liquids,coal to liquids CCS level 2,2015,VOC,1e-04
Australia_NZ,refining,gas to liquids,gas to liquids,2015,VOC,1e-04
Australia_NZ,refining,biomass liquids,cellulosic ethanol,2015,VOC,1e-04
Australia_NZ,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,VOC,1e-04
Australia_NZ,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,VOC,1e-04
Australia_NZ,refining,biomass liquids,FT biofuels,2015,VOC,1e-04
Australia_NZ,refining,biomass liquids,FT biofuels CCS level 1,2015,VOC,1e-04
Australia_NZ,refining,biomass liquids,FT biofuels CCS level 2,2015,VOC,1e-04
Australia_NZ,refining,biomass liquids,corn ethanol,2015,VOC,1e-04
Australia_NZ,refining,biomass liquids,sugar cane ethanol,2015,VOC,1e-04
Australia_NZ,refining,biomass liquids,biodiesel,2015,VOC,1e-04
Australia_NZ,electricity,coal,coal (IGCC),2015,VOC,1e-04
Australia_NZ,electricity,coal,coal (IGCC CCS),2015,VOC,1e-04
Australia_NZ,electricity,gas,gas (CC),2015,VOC,1e-04
Australia_NZ,electricity,gas,gas (CC CCS),2015,VOC,1e-04
Australia_NZ,electricity,refined liquids,refined liquids (IGCC),2015,VOC,1e-04
Australia_NZ,electricity,refined liquids,refined liquids (IGCC CCS),2015,VOC,1e-04
Australia_NZ,electricity,biomass,biomass (IGCC),2015,VOC,1e-04
Australia_NZ,electricity,biomass,biomass (IGCC CCS),2015,VOC,1e-04
Australia_NZ,H2 central production,coal,coal chemical,2015,VOC,5e-04
Australia_NZ,H2 central production,coal,coal chemical CCS,2015,VOC,5e-04
Australia_NZ,H2 central production,biomass,biomass to H2,2015,VOC,5e-04
Australia_NZ,H2 central production,biomass,biomass to H2 CCS,2015,VOC,5e-04
Brazil,refining,coal to liquids,coal to liquids,2015,NOx,0.01
Brazil,refining,coal to liquids,coal to liquids CCS level 1,2015,NOx,0.01
Brazil,refining,coal to liquids,coal to liquids CCS level 2,2015,NOx,0.01
Brazil,refining,gas to liquids,gas to liquids,2015,NOx,0.01
Brazil,refining,biomass liquids,cellulosic ethanol,2015,NOx,0.01
Brazil,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,NOx,0.01
Brazil,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,NOx,0.01
Brazil,refining,biomass liquids,FT biofuels,2015,NOx,0.01
Brazil,refining,biomass liquids,FT biofuels CCS level 1,2015,NOx,0.01
Brazil,refining,biomass liquids,FT biofuels CCS level 2,2015,NOx,0.01
Brazil,refining,biomass liquids,corn ethanol,2015,NOx,0.01
Brazil,refining,biomass liquids,sugar cane ethanol,2015,NOx,0.01
Brazil,refining,biomass liquids,biodiesel,2015,NOx,0.01
Brazil,electricity,coal,coal (IGCC),2015,NOx,0.03
Brazil,electricity,coal,coal (IGCC CCS),2015,NOx,0.03
Brazil,electricity,gas,gas (CC),2015,NOx,0.01
Brazil,electricity,gas,gas (CC CCS),2015,NOx,0.01
Brazil,electricity,refined liquids,refined liquids (IGCC),2015,NOx,0.03
Brazil,electricity,refined liquids,refined liquids (IGCC CCS),2015,NOx,0.03
Brazil,electricity,biomass,biomass (IGCC),2015,NOx,0.03
Brazil,electricity,biomass,biomass (IGCC CCS),2015,NOx,0.03
Brazil,H2 central production,coal,coal chemical,2015,NOx,0.001
Brazil,H2 central production,coal,coal chemical CCS,2015,NOx,0.001
Brazil,H2 central production,gas,natural gas steam reforming,2015,NOx,0.005462225
Brazil,H2 central production,gas,natural gas steam reforming CCS,2015,NOx,0.005462225
Brazil,H2 central production,biomass,biomass to H2,2015,NOx,0.001
Brazil,H2 central production,biomass,biomass to H2 CCS,2015,NOx,0.001
Brazil,H2 forecourt production,gas,natural gas steam reforming,2015,NOx,0.005462225
Brazil,refining,coal to liquids,coal to liquids,2015,CO,0.01
Brazil,refining,coal to liquids,coal to liquids CCS level 1,2015,CO,0.01
Brazil,refining,coal to liquids,coal to liquids CCS level 2,2015,CO,0.01
Brazil,refining,gas to liquids,gas to liquids,2015,CO,0.01
Brazil,refining,biomass liquids,cellulosic ethanol,2015,CO,0.01
Brazil,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,CO,0.01
Brazil,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,CO,0.01
Brazil,refining,biomass liquids,FT biofuels,2015,CO,0.01
Brazil,refining,biomass liquids,FT biofuels CCS level 1,2015,CO,0.01
Brazil,refining,biomass liquids,FT biofuels CCS level 2,2015,CO,0.01
Brazil,refining,biomass liquids,corn ethanol,2015,CO,0.01
Brazil,refining,biomass liquids,sugar cane ethanol,2015,CO,0.01
Brazil,refining,biomass liquids,biodiesel,2015,CO,0.01
Brazil,H2 central production,coal,coal chemical,2015,CO,0.001
Brazil,H2 central production,coal,coal chemical CCS,2015,CO,0.001
Brazil,H2 central production,gas,natural gas steam reforming,2015,CO,0.00048545
Brazil,H2 central production,gas,natural gas steam reforming CCS,2015,CO,0.00048545
Brazil,H2 central production,biomass,biomass to H2,2015,CO,0.001
Brazil,H2 central production,biomass,biomass to H2 CCS,2015,CO,0.001
Brazil,H2 forecourt production,gas,natural gas steam reforming,2015,CO,0.00048545
Brazil,refining,biomass liquids,cellulosic ethanol,2015,CH4,0.001
Brazil,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,CH4,0.001
Brazil,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,CH4,0.001
Brazil,refining,biomass liquids,FT biofuels,2015,CH4,0.001
Brazil,refining,biomass liquids,FT biofuels CCS level 1,2015,CH4,0.001
Brazil,refining,biomass liquids,FT biofuels CCS level 2,2015,CH4,0.001
Brazil,electricity,coal,coal (IGCC),2015,CH4,5e-04
Brazil,electricity,coal,coal (IGCC CCS),2015,CH4,5e-04
Brazil,electricity,gas,gas (CC),2015,CH4,5e-04
Brazil,electricity,gas,gas (CC CCS),2015,CH4,5e-04
Brazil,electricity,refined liquids,refined liquids (IGCC),2015,CH4,5e-04
Brazil,electricity,refined liquids,refined liquids (IGCC CCS),2015,CH4,5e-04
Brazil,electricity,biomass,biomass (IGCC),2015,CH4,5e-04
Brazil,electricity,biomass,biomass (IGCC CCS),2015,CH4,5e-04
Brazil,H2 central production,coal,coal chemical,2015,CH4,0.002
Brazil,H2 central production,coal,coal chemical CCS,2015,CH4,0.002
Brazil,H2 central production,biomass,biomass to H2,2015,CH4,0.001
Brazil,H2 central production,biomass,biomass to H2 CCS,2015,CH4,0.001
Brazil,refining,coal to liquids,coal to liquids,2015,N2O,1e-04
Brazil,refining,coal to liquids,coal to liquids CCS level 1,2015,N2O,1e-04
Brazil,refining,coal to liquids,coal to liquids CCS level 2,2015,N2O,1e-04
Brazil,refining,gas to liquids,gas to liquids,2015,N2O,1e-04
Brazil,refining,biomass liquids,cellulosic ethanol,2015,N2O,1e-04
Brazil,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,N2O,1e-04
Brazil,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,N2O,1e-04
Brazil,refining,biomass liquids,FT biofuels,2015,N2O,1e-04
Brazil,refining,biomass liquids,FT biofuels CCS level 1,2015,N2O,1e-04
Brazil,refining,biomass liquids,FT biofuels CCS level 2,2015,N2O,1e-04
Brazil,refining,biomass liquids,corn ethanol,2015,N2O,1e-04
Brazil,refining,biomass liquids,sugar cane ethanol,2015,N2O,1e-04
Brazil,refining,biomass liquids,biodiesel,2015,N2O,1e-04
Brazil,electricity,coal,coal (IGCC),2015,N2O,1e-04
Brazil,electricity,coal,coal (IGCC CCS),2015,N2O,1e-04
Brazil,electricity,gas,gas (CC),2015,N2O,1e-04
Brazil,electricity,gas,gas (CC CCS),2015,N2O,1e-04
Brazil,electricity,refined liquids,refined liquids (IGCC),2015,N2O,1e-04
Brazil,electricity,refined liquids,refined liquids (IGCC CCS),2015,N2O,1e-04
Brazil,electricity,biomass,biomass (IGCC),2015,N2O,1e-04
Brazil,electricity,biomass,biomass (IGCC CCS),2015,N2O,1e-04
Brazil,electricity,coal,coal (IGCC),2015,BC,4.07e-07
Brazil,electricity,coal,coal (IGCC CCS),2015,BC,4.07e-07
Brazil,electricity,gas,gas (CC),2015,BC,4.07e-07
Brazil,electricity,gas,gas (CC CCS),2015,BC,4.07e-07
Brazil,electricity,refined liquids,refined liquids (IGCC),2015,BC,4.07e-07
Brazil,electricity,refined liquids,refined liquids (IGCC CCS),2015,BC,4.07e-07
Brazil,electricity,biomass,biomass (IGCC),2015,BC,4.07e-07
Brazil,electricity,biomass,biomass (IGCC CCS),2015,BC,4.07e-07
Brazil,electricity,coal,coal (IGCC),2015,OC,1e-05
Brazil,electricity,coal,coal (IGCC CCS),2015,OC,1e-05
Brazil,electricity,gas,gas (CC),2015,OC,1e-05
Brazil,electricity,gas,gas (CC CCS),2015,OC,1e-05
Brazil,electricity,refined liquids,refined liquids (IGCC),2015,OC,1e-05
Brazil,electricity,refined liquids,refined liquids (IGCC CCS),2015,OC,1e-05
Brazil,electricity,biomass,biomass (IGCC),2015,OC,1e-05
Brazil,electricity,biomass,biomass (IGCC CCS),2015,OC,1e-05
Brazil,refining,coal to liquids,coal to liquids,2015,VOC,1e-04
Brazil,refining,coal to liquids,coal to liquids CCS level 1,2015,VOC,1e-04
Brazil,refining,coal to liquids,coal to liquids CCS level 2,2015,VOC,1e-04
Brazil,refining,gas to liquids,gas to liquids,2015,VOC,1e-04
Brazil,refining,biomass liquids,cellulosic ethanol,2015,VOC,1e-04
Brazil,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,VOC,1e-04
Brazil,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,VOC,1e-04
Brazil,refining,biomass liquids,FT biofuels,2015,VOC,1e-04
Brazil,refining,biomass liquids,FT biofuels CCS level 1,2015,VOC,1e-04
Brazil,refining,biomass liquids,FT biofuels CCS level 2,2015,VOC,1e-04
Brazil,refining,biomass liquids,corn ethanol,2015,VOC,1e-04
Brazil,refining,biomass liquids,sugar cane ethanol,2015,VOC,1e-04
Brazil,refining,biomass liquids,biodiesel,2015,VOC,1e-04
Brazil,electricity,coal,coal (IGCC),2015,VOC,1e-04
Brazil,electricity,coal,coal (IGCC CCS),2015,VOC,1e-04
Brazil,electricity,gas,gas (CC),2015,VOC,1e-04
Brazil,electricity,gas,gas (CC CCS),2015,VOC,1e-04
Brazil,electricity,refined liquids,refined liquids (IGCC),2015,VOC,1e-04
Brazil,electricity,refined liquids,refined liquids (IGCC CCS),2015,VOC,1e-04
Brazil,electricity,biomass,biomass (IGCC),2015,VOC,1e-04
Brazil,electricity,biomass,biomass (IGCC CCS),2015,VOC,1e-04
Brazil,H2 central production,coal,coal chemical,2015,VOC,5e-04
Brazil,H2 central production,coal,coal chemical CCS,2015,VOC,5e-04
Brazil,H2 central production,biomass,biomass to H2,2015,VOC,5e-04
Brazil,H2 central production,biomass,biomass to H2 CCS,2015,VOC,5e-04
Canada,refining,coal to liquids,coal to liquids,2015,NOx,0.01
Canada,refining,coal to liquids,coal to liquids CCS level 1,2015,NOx,0.01
Canada,refining,coal to liquids,coal to liquids CCS level 2,2015,NOx,0.01
Canada,refining,gas to liquids,gas to liquids,2015,NOx,0.01
Canada,refining,biomass liquids,cellulosic ethanol,2015,NOx,0.01
Canada,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,NOx,0.01
Canada,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,NOx,0.01
Canada,refining,biomass liquids,FT biofuels,2015,NOx,0.01
Canada,refining,biomass liquids,FT biofuels CCS level 1,2015,NOx,0.01
Canada,refining,biomass liquids,FT biofuels CCS level 2,2015,NOx,0.01
Canada,refining,biomass liquids,corn ethanol,2015,NOx,0.01
Canada,refining,biomass liquids,sugar cane ethanol,2015,NOx,0.01
Canada,refining,biomass liquids,biodiesel,2015,NOx,0.01
Canada,electricity,coal,coal (IGCC),2015,NOx,0.03
Canada,electricity,coal,coal (IGCC CCS),2015,NOx,0.03
Canada,electricity,gas,gas (CC),2015,NOx,0.01
Canada,electricity,gas,gas (CC CCS),2015,NOx,0.01
Canada,electricity,refined liquids,refined liquids (IGCC),2015,NOx,0.03
Canada,electricity,refined liquids,refined liquids (IGCC CCS),2015,NOx,0.03
Canada,electricity,biomass,biomass (IGCC),2015,NOx,0.03
Canada,electricity,biomass,biomass (IGCC CCS),2015,NOx,0.03
Canada,H2 central production,coal,coal chemical,2015,NOx,0.001
Canada,H2 central production,coal,coal chemical CCS,2015,NOx,0.001
Canada,H2 central production,gas,natural gas steam reforming,2015,NOx,0.005462225
Canada,H2 central production,gas,natural gas steam reforming CCS,2015,NOx,0.005462225
Canada,H2 central production,biomass,biomass to H2,2015,NOx,0.001
Canada,H2 central production,biomass,biomass to H2 CCS,2015,NOx,0.001
Canada,H2 forecourt production,gas,natural gas steam reforming,2015,NOx,0.005462225
Canada,refining,coal to liquids,coal to liquids,2015,CO,0.01
Canada,refining,coal to liquids,coal to liquids CCS level 1,2015,CO,0.01
Canada,refining,coal to liquids,coal to liquids CCS level 2,2015,CO,0.01
Canada,refining,gas to liquids,gas to liquids,2015,CO,0.01
Canada,refining,biomass liquids,cellulosic ethanol,2015,CO,0.01
Canada,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,CO,0.01
Canada,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,CO,0.01
Canada,refining,biomass liquids,FT biofuels,2015,CO,0.01
Canada,refining,biomass liquids,FT biofuels CCS level 1,2015,CO,0.01
Canada,refining,biomass liquids,FT biofuels CCS level 2,2015,CO,0.01
Canada,refining,biomass liquids,corn ethanol,2015,CO,0.01
Canada,refining,biomass liquids,sugar cane ethanol,2015,CO,0.01
Canada,refining,biomass liquids,biodiesel,2015,CO,0.01
Canada,H2 central production,coal,coal chemical,2015,CO,0.001
Canada,H2 central production,coal,coal chemical CCS,2015,CO,0.001
Canada,H2 central production,gas,natural gas steam reforming,2015,CO,0.00048545
Canada,H2 central production,gas,natural gas steam reforming CCS,2015,CO,0.00048545
Canada,H2 central production,biomass,biomass to H2,2015,CO,0.001
Canada,H2 central production,biomass,biomass to H2 CCS,2015,CO,0.001
Canada,H2 forecourt production,gas,natural gas steam reforming,2015,CO,0.00048545
Canada,refining,biomass liquids,cellulosic ethanol,2015,CH4,0.001
Canada,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,CH4,0.001
Canada,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,CH4,0.001
Canada,refining,biomass liquids,FT biofuels,2015,CH4,0.001
Canada,refining,biomass liquids,FT biofuels CCS level 1,2015,CH4,0.001
Canada,refining,biomass liquids,FT biofuels CCS level 2,2015,CH4,0.001
Canada,electricity,coal,coal (IGCC),2015,CH4,5e-04
Canada,electricity,coal,coal (IGCC CCS),2015,CH4,5e-04
Canada,electricity,gas,gas (CC),2015,CH4,5e-04
Canada,electricity,gas,gas (CC CCS),2015,CH4,5e-04
Canada,electricity,refined liquids,refined liquids (IGCC),2015,CH4,5e-04
Canada,electricity,refined liquids,refined liquids (IGCC CCS),2015,CH4,5e-04
Canada,electricity,biomass,biomass (IGCC),2015,CH4,5e-04
Canada,electricity,biomass,biomass (IGCC CCS),2015,CH4,5e-04
Canada,H2 central production,coal,coal chemical,2015,CH4,0.002
Canada,H2 central production,coal,coal chemical CCS,2015,CH4,0.002
Canada,H2 central production,biomass,biomass to H2,2015,CH4,0.001
Canada,H2 central production,biomass,biomass to H2 CCS,2015,CH4,0.001
Canada,refining,coal to liquids,coal to liquids,2015,N2O,1e-04
Canada,refining,coal to liquids,coal to liquids CCS level 1,2015,N2O,1e-04
Canada,refining,coal to liquids,coal to liquids CCS level 2,2015,N2O,1e-04
Canada,refining,gas to liquids,gas to liquids,2015,N2O,1e-04
Canada,refining,biomass liquids,cellulosic ethanol,2015,N2O,1e-04
Canada,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,N2O,1e-04
Canada,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,N2O,1e-04
Canada,refining,biomass liquids,FT biofuels,2015,N2O,1e-04
Canada,refining,biomass liquids,FT biofuels CCS level 1,2015,N2O,1e-04
Canada,refining,biomass liquids,FT biofuels CCS level 2,2015,N2O,1e-04
Canada,refining,biomass liquids,corn ethanol,2015,N2O,1e-04
Canada,refining,biomass liquids,sugar cane ethanol,2015,N2O,1e-04
Canada,refining,biomass liquids,biodiesel,2015,N2O,1e-04
Canada,electricity,coal,coal (IGCC),2015,N2O,1e-04
Canada,electricity,coal,coal (IGCC CCS),2015,N2O,1e-04
Canada,electricity,gas,gas (CC),2015,N2O,1e-04
Canada,electricity,gas,gas (CC CCS),2015,N2O,1e-04
Canada,electricity,refined liquids,refined liquids (IGCC),2015,N2O,1e-04
Canada,electricity,refined liquids,refined liquids (IGCC CCS),2015,N2O,1e-04
Canada,electricity,biomass,biomass (IGCC),2015,N2O,1e-04
Canada,electricity,biomass,biomass (IGCC CCS),2015,N2O,1e-04
Canada,electricity,coal,coal (IGCC),2015,BC,4.07e-07
Canada,electricity,coal,coal (IGCC CCS),2015,BC,4.07e-07
Canada,electricity,gas,gas (CC),2015,BC,4.07e-07
Canada,electricity,gas,gas (CC CCS),2015,BC,4.07e-07
Canada,electricity,refined liquids,refined liquids (IGCC),2015,BC,4.07e-07
Canada,electricity,refined liquids,refined liquids (IGCC CCS),2015,BC,4.07e-07
Canada,electricity,biomass,biomass (IGCC),2015,BC,4.07e-07
Canada,electricity,biomass,biomass (IGCC CCS),2015,BC,4.07e-07
Canada,electricity,coal,coal (IGCC),2015,OC,1e-05
Canada,electricity,coal,coal (IGCC CCS),2015,OC,1e-05
Canada,electricity,gas,gas (CC),2015,OC,1e-05
Canada,electricity,gas,gas (CC CCS),2015,OC,1e-05
Canada,electricity,refined liquids,refined liquids (IGCC),2015,OC,1e-05
Canada,electricity,refined liquids,refined liquids (IGCC CCS),2015,OC,1e-05
Canada,electricity,biomass,biomass (IGCC),2015,OC,1e-05
Canada,electricity,biomass,biomass (IGCC CCS),2015,OC,1e-05
Canada,refining,coal to liquids,coal to liquids,2015,VOC,1e-04
Canada,refining,coal to liquids,coal to liquids CCS level 1,2015,VOC,1e-04
Canada,refining,coal to liquids,coal to liquids CCS level 2,2015,VOC,1e-04
Canada,refining,gas to liquids,gas to liquids,2015,VOC,1e-04
Canada,refining,biomass liquids,cellulosic ethanol,2015,VOC,1e-04
Canada,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,VOC,1e-04
Canada,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,VOC,1e-04
Canada,refining,biomass liquids,FT biofuels,2015,VOC,1e-04
Canada,refining,biomass liquids,FT biofuels CCS level 1,2015,VOC,1e-04
Canada,refining,biomass liquids,FT biofuels CCS level 2,2015,VOC,1e-04
Canada,refining,biomass liquids,corn ethanol,2015,VOC,1e-04
Canada,refining,biomass liquids,sugar cane ethanol,2015,VOC,1e-04
Canada,refining,biomass liquids,biodiesel,2015,VOC,1e-04
Canada,electricity,coal,coal (IGCC),2015,VOC,1e-04
Canada,electricity,coal,coal (IGCC CCS),2015,VOC,1e-04
Canada,electricity,gas,gas (CC),2015,VOC,1e-04
Canada,electricity,gas,gas (CC CCS),2015,VOC,1e-04
Canada,electricity,refined liquids,refined liquids (IGCC),2015,VOC,1e-04
Canada,electricity,refined liquids,refined liquids (IGCC CCS),2015,VOC,1e-04
Canada,electricity,biomass,biomass (IGCC),2015,VOC,1e-04
Canada,electricity,biomass,biomass (IGCC CCS),2015,VOC,1e-04
Canada,H2 central production,coal,coal chemical,2015,VOC,5e-04
Canada,H2 central production,coal,coal chemical CCS,2015,VOC,5e-04
Canada,H2 central production,biomass,biomass to H2,2015,VOC,5e-04
Canada,H2 central production,biomass,biomass to H2 CCS,2015,VOC,5e-04
Central America and Caribbean,refining,coal to liquids,coal to liquids,2015,NOx,0.01
Central America and Caribbean,refining,coal to liquids,coal to liquids CCS level 1,2015,NOx,0.01
Central America and Caribbean,refining,coal to liquids,coal to liquids CCS level 2,2015,NOx,0.01
Central America and Caribbean,refining,gas to liquids,gas to liquids,2015,NOx,0.01
Central America and Caribbean,refining,biomass liquids,cellulosic ethanol,2015,NOx,0.01
Central America and Caribbean,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,NOx,0.01
Central America and Caribbean,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,NOx,0.01
Central America and Caribbean,refining,biomass liquids,FT biofuels,2015,NOx,0.01
Central America and Caribbean,refining,biomass liquids,FT biofuels CCS level 1,2015,NOx,0.01
Central America and Caribbean,refining,biomass liquids,FT biofuels CCS level 2,2015,NOx,0.01
Central America and Caribbean,refining,biomass liquids,corn ethanol,2015,NOx,0.01
Central America and Caribbean,refining,biomass liquids,sugar cane ethanol,2015,NOx,0.01
Central America and Caribbean,refining,biomass liquids,biodiesel,2015,NOx,0.01
Central America and Caribbean,electricity,coal,coal (IGCC),2015,NOx,0.03
Central America and Caribbean,electricity,coal,coal (IGCC CCS),2015,NOx,0.03
Central America and Caribbean,electricity,gas,gas (CC),2015,NOx,0.01
Central America and Caribbean,electricity,gas,gas (CC CCS),2015,NOx,0.01
Central America and Caribbean,electricity,refined liquids,refined liquids (IGCC),2015,NOx,0.03
Central America and Caribbean,electricity,refined liquids,refined liquids (IGCC CCS),2015,NOx,0.03
Central America and Caribbean,electricity,biomass,biomass (IGCC),2015,NOx,0.03
Central America and Caribbean,electricity,biomass,biomass (IGCC CCS),2015,NOx,0.03
Central America and Caribbean,H2 central production,coal,coal chemical,2015,NOx,0.001
Central America and Caribbean,H2 central production,coal,coal chemical CCS,2015,NOx,0.001
Central America and Caribbean,H2 central production,gas,natural gas steam reforming,2015,NOx,0.005462225
Central America and Caribbean,H2 central production,gas,natural gas steam reforming CCS,2015,NOx,0.005462225
Central America and Caribbean,H2 central production,biomass,biomass to H2,2015,NOx,0.001
Central America and Caribbean,H2 central production,biomass,biomass to H2 CCS,2015,NOx,0.001
Central America and Caribbean,H2 forecourt production,gas,natural gas steam reforming,2015,NOx,0.005462225
Central America and Caribbean,refining,coal to liquids,coal to liquids,2015,CO,0.01
Central America and Caribbean,refining,coal to liquids,coal to liquids CCS level 1,2015,CO,0.01
Central America and Caribbean,refining,coal to liquids,coal to liquids CCS level 2,2015,CO,0.01
Central America and Caribbean,refining,gas to liquids,gas to liquids,2015,CO,0.01
Central America and Caribbean,refining,biomass liquids,cellulosic ethanol,2015,CO,0.01
Central America and Caribbean,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,CO,0.01
Central America and Caribbean,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,CO,0.01
Central America and Caribbean,refining,biomass liquids,FT biofuels,2015,CO,0.01
Central America and Caribbean,refining,biomass liquids,FT biofuels CCS level 1,2015,CO,0.01
