INPUT_TABLE
Variable ID
SubsectorInterp

region,supplysector,subsector,apply.to,from.year,to.year,interpolation.function
USA,urban processes,landfills,share-weight,2010,2100,fixed
USA,urban processes,wastewater treatment,share-weight,2010,2100,fixed
USA,urban processes,aerosols,share-weight,2010,2100,fixed
USA,urban processes,fire_exting,share-weight,2010,2100,fixed
USA,industrial processes,nitric acid,share-weight,2010,2100,fixed
USA,industrial processes,foams,share-weight,2010,2100,fixed
USA,industrial processes,solvents,share-weight,2010,2100,fixed
USA,industrial processes,HCFC_22_Prod,share-weight,2010,2100,fixed
USA,industrial processes,semiconductors,share-weight,2010,2100,fixed
USA,industrial processes,Al_Mg,share-weight,2010,2100,fixed
USA,industrial processes,other industrial processes,share-weight,2010,2100,fixed
Africa_Eastern,urban processes,landfills,share-weight,2010,2100,fixed
Africa_Eastern,urban processes,wastewater treatment,share-weight,2010,2100,fixed
Africa_Eastern,urban processes,aerosols,share-weight,2010,2100,fixed
Africa_Eastern,urban processes,fire_exting,share-weight,2010,2100,fixed
Africa_Eastern,industrial processes,nitric acid,share-weight,2010,2100,fixed
Africa_Eastern,industrial processes,foams,share-weight,2010,2100,fixed
Africa_Eastern,industrial processes,solvents,share-weight,2010,2100,fixed
Africa_Eastern,industrial processes,HCFC_22_Prod,share-weight,2010,2100,fixed
Africa_Eastern,industrial processes,semiconductors,share-weight,2010,2100,fixed
Africa_Eastern,industrial processes,Al_Mg,share-weight,2010,2100,fixed
Africa_Eastern,industrial processes,other industrial processes,share-weight,2010,2100,fixed
Africa_Northern,urban processes,landfills,share-weight,2010,2100,fixed
Africa_Northern,urban processes,wastewater treatment,share-weight,2010,2100,fixed
Africa_Northern,urban processes,aerosols,share-weight,2010,2100,fixed
Africa_Northern,urban processes,fire_exting,share-weight,2010,2100,fixed
Africa_Northern,industrial processes,nitric acid,share-weight,2010,2100,fixed
Africa_Northern,industrial processes,foams,share-weight,2010,2100,fixed
Africa_Northern,industrial processes,solvents,share-weight,2010,2100,fixed
Africa_Northern,industrial processes,HCFC_22_Prod,share-weight,2010,2100,fixed
Africa_Northern,industrial processes,semiconductors,share-weight,2010,2100,fixed
Africa_Northern,industrial processes,Al_Mg,share-weight,2010,2100,fixed
Africa_Northern,industrial processes,other industrial processes,share-weight,2010,2100,fixed
Africa_Southern,urban processes,landfills,share-weight,2010,2100,fixed
Africa_Southern,urban processes,wastewater treatment,share-weight,2010,2100,fixed
Africa_Southern,urban processes,aerosols,share-weight,2010,2100,fixed
Africa_Southern,urban processes,fire_exting,share-weight,2010,2100,fixed
Africa_Southern,industrial processes,nitric acid,share-weight,2010,2100,fixed
Africa_Southern,industrial processes,foams,share-weight,2010,2100,fixed
Africa_Southern,industrial processes,solvents,share-weight,2010,2100,fixed
Africa_Southern,industrial processes,HCFC_22_Prod,share-weight,2010,2100,fixed
Africa_Southern,industrial processes,semiconductors,share-weight,2010,2100,fixed
Africa_Southern,industrial processes,Al_Mg,share-weight,2010,2100,fixed
Africa_Southern,industrial processes,other industrial processes,share-weight,2010,2100,fixed
Africa_Western,urban processes,landfills,share-weight,2010,2100,fixed
Africa_Western,urban processes,wastewater treatment,share-weight,2010,2100,fixed
Africa_Western,urban processes,aerosols,share-weight,2010,2100,fixed
Africa_Western,urban processes,fire_exting,share-weight,2010,2100,fixed
Africa_Western,industrial processes,nitric acid,share-weight,2010,2100,fixed
Africa_Western,industrial processes,foams,share-weight,2010,2100,fixed
Africa_Western,industrial processes,solvents,share-weight,2010,2100,fixed
Africa_Western,industrial processes,HCFC_22_Prod,share-weight,2010,2100,fixed
Africa_Western,industrial processes,semiconductors,share-weight,2010,2100,fixed
Africa_Western,industrial processes,Al_Mg,share-weight,2010,2100,fixed
Africa_Western,industrial processes,other industrial processes,share-weight,2010,2100,fixed
Australia_NZ,urban processes,landfills,share-weight,2010,2100,fixed
Australia_NZ,urban processes,wastewater treatment,share-weight,2010,2100,fixed
Australia_NZ,urban processes,aerosols,share-weight,2010,2100,fixed
Australia_NZ,urban processes,fire_exting,share-weight,2010,2100,fixed
Australia_NZ,industrial processes,nitric acid,share-weight,2010,2100,fixed
Australia_NZ,industrial processes,foams,share-weight,2010,2100,fixed
Australia_NZ,industrial processes,solvents,share-weight,2010,2100,fixed
Australia_NZ,industrial processes,HCFC_22_Prod,share-weight,2010,2100,fixed
Australia_NZ,industrial processes,semiconductors,share-weight,2010,2100,fixed
Australia_NZ,industrial processes,Al_Mg,share-weight,2010,2100,fixed
Australia_NZ,industrial processes,other industrial processes,share-weight,2010,2100,fixed
Brazil,urban processes,landfills,share-weight,2010,2100,fixed
Brazil,urban processes,wastewater treatment,share-weight,2010,2100,fixed
Brazil,urban processes,aerosols,share-weight,2010,2100,fixed
Brazil,urban processes,fire_exting,share-weight,2010,2100,fixed
Brazil,industrial processes,nitric acid,share-weight,2010,2100,fixed
Brazil,industrial processes,foams,share-weight,2010,2100,fixed
Brazil,industrial processes,solvents,share-weight,2010,2100,fixed
Brazil,industrial processes,HCFC_22_Prod,share-weight,2010,2100,fixed
Brazil,industrial processes,semiconductors,share-weight,2010,2100,fixed
Brazil,industrial processes,Al_Mg,share-weight,2010,2100,fixed
Brazil,industrial processes,other industrial processes,share-weight,2010,2100,fixed
Canada,urban processes,landfills,share-weight,2010,2100,fixed
Canada,urban processes,wastewater treatment,share-weight,2010,2100,fixed
Canada,urban processes,aerosols,share-weight,2010,2100,fixed
Canada,urban processes,fire_exting,share-weight,2010,2100,fixed
Canada,industrial processes,nitric acid,share-weight,2010,2100,fixed
Canada,industrial processes,foams,share-weight,2010,2100,fixed
