INPUT_TABLE
Variable ID
InputEmissionsUnmgd

region,AgSupplySector,AgSupplySubsector,UnmanagedLandTechnology,year,Non.CO2,input.emissions
USA,UnmanagedLand,GrasslandFiresAEZ07,GrasslandFiresAEZ07,1975,SO2_1,2.55178731459205e-05
USA,UnmanagedLand,GrasslandFiresAEZ08,GrasslandFiresAEZ08,1975,SO2_1,2.18189025876462e-05
USA,UnmanagedLand,GrasslandFiresAEZ09,GrasslandFiresAEZ09,1975,SO2_1,1.18639242961277e-05
USA,UnmanagedLand,GrasslandFiresAEZ10,GrasslandFiresAEZ10,1975,SO2_1,2.30568698408428e-05
USA,UnmanagedLand,GrasslandFiresAEZ11,GrasslandFiresAEZ11,1975,SO2_1,9.39767432325488e-06
USA,UnmanagedLand,GrasslandFiresAEZ12,GrasslandFiresAEZ12,1975,SO2_1,1.55035517206872e-06
USA,UnmanagedLand,GrasslandFiresAEZ13,GrasslandFiresAEZ13,1975,SO2_1,1.81829637442964e-06
USA,UnmanagedLand,GrasslandFiresAEZ14,GrasslandFiresAEZ14,1975,SO2_1,7.3565013505352e-07
USA,UnmanagedLand,GrasslandFiresAEZ15,GrasslandFiresAEZ15,1975,SO2_1,4.87045412465602e-06
USA,UnmanagedLand,GrasslandFiresAEZ16,GrasslandFiresAEZ16,1975,SO2_1,0
Africa_Eastern,UnmanagedLand,GrasslandFiresAEZ01,GrasslandFiresAEZ01,1975,SO2_3,0.00105934131549304
Africa_Eastern,UnmanagedLand,GrasslandFiresAEZ02,GrasslandFiresAEZ02,1975,SO2_3,0.0021214687816733
Africa_Eastern,UnmanagedLand,GrasslandFiresAEZ03,GrasslandFiresAEZ03,1975,SO2_3,0.00189067833780434
Africa_Eastern,UnmanagedLand,GrasslandFiresAEZ04,GrasslandFiresAEZ04,1975,SO2_3,0.00219089436010933
Africa_Eastern,UnmanagedLand,GrasslandFiresAEZ05,GrasslandFiresAEZ05,1975,SO2_3,0.00120197902746341
Africa_Eastern,UnmanagedLand,GrasslandFiresAEZ06,GrasslandFiresAEZ06,1975,SO2_3,0.000683641923780051
Africa_Eastern,UnmanagedLand,GrasslandFiresAEZ07,GrasslandFiresAEZ07,1975,SO2_3,4.44757780570114e-05
Africa_Eastern,UnmanagedLand,GrasslandFiresAEZ08,GrasslandFiresAEZ08,1975,SO2_3,6.92686030204426e-05
Africa_Eastern,UnmanagedLand,GrasslandFiresAEZ09,GrasslandFiresAEZ09,1975,SO2_3,0.000145005715102709
Africa_Eastern,UnmanagedLand,GrasslandFiresAEZ10,GrasslandFiresAEZ10,1975,SO2_3,0.000165205733791072
Africa_Eastern,UnmanagedLand,GrasslandFiresAEZ11,GrasslandFiresAEZ11,1975,SO2_3,0.000220288768451928
Africa_Eastern,UnmanagedLand,GrasslandFiresAEZ12,GrasslandFiresAEZ12,1975,SO2_3,2.17064552533688e-05
Africa_Southern,UnmanagedLand,GrasslandFiresAEZ01,GrasslandFiresAEZ01,1975,SO2_3,0.000136000993613629
Africa_Southern,UnmanagedLand,GrasslandFiresAEZ02,GrasslandFiresAEZ02,1975,SO2_3,0.000329671560151782
Africa_Southern,UnmanagedLand,GrasslandFiresAEZ03,GrasslandFiresAEZ03,1975,SO2_3,0.00317419754364498
Africa_Southern,UnmanagedLand,GrasslandFiresAEZ04,GrasslandFiresAEZ04,1975,SO2_3,0.00439429970949822
Africa_Southern,UnmanagedLand,GrasslandFiresAEZ05,GrasslandFiresAEZ05,1975,SO2_3,0.000674392407420953
Africa_Southern,UnmanagedLand,GrasslandFiresAEZ06,GrasslandFiresAEZ06,1975,SO2_3,2.59438370304442e-05
Africa_Southern,UnmanagedLand,GrasslandFiresAEZ07,GrasslandFiresAEZ07,1975,SO2_3,0.00151122402947492
Africa_Southern,UnmanagedLand,GrasslandFiresAEZ08,GrasslandFiresAEZ08,1975,SO2_3,0.00206643672871949
Africa_Southern,UnmanagedLand,GrasslandFiresAEZ09,GrasslandFiresAEZ09,1975,SO2_3,0.00189083793048702
Africa_Southern,UnmanagedLand,GrasslandFiresAEZ10,GrasslandFiresAEZ10,1975,SO2_3,0.000452842926575113
Africa_Southern,UnmanagedLand,GrasslandFiresAEZ11,GrasslandFiresAEZ11,1975,SO2_3,6.77523333834686e-05
Africa_Western,UnmanagedLand,GrasslandFiresAEZ01,GrasslandFiresAEZ01,1975,SO2_3,0.00145309113725313
Africa_Western,UnmanagedLand,GrasslandFiresAEZ02,GrasslandFiresAEZ02,1975,SO2_3,0.00379296715311184
Africa_Western,UnmanagedLand,GrasslandFiresAEZ03,GrasslandFiresAEZ03,1975,SO2_3,0.00697950848273318
Africa_Western,UnmanagedLand,GrasslandFiresAEZ04,GrasslandFiresAEZ04,1975,SO2_3,0.00707270666847369
