INPUT_TABLE
Variable ID
InputEmissionsUnmgd

region,AgSupplySector,AgSupplySubsector,UnmanagedLandTechnology,year,Non.CO2,input.emissions
Australia_NZ,UnmanagedLand,ForestFiresAEZ15,ForestFiresAEZ15,1975,SO2_3,5.47042542110662e-05
Australia_NZ,UnmanagedLand,ForestFiresAEZ16,ForestFiresAEZ16,1975,SO2_3,0.000135720266796661
Australia_NZ,UnmanagedLand,ForestFiresAEZ17,ForestFiresAEZ17,1975,SO2_3,0.000101670353457317
Brazil,UnmanagedLand,ForestFiresAEZ01,ForestFiresAEZ01,1975,SO2_3,0
Brazil,UnmanagedLand,ForestFiresAEZ02,ForestFiresAEZ02,1975,SO2_3,3.51220858569946e-05
Brazil,UnmanagedLand,ForestFiresAEZ03,ForestFiresAEZ03,1975,SO2_3,0.00117661664987199
Brazil,UnmanagedLand,ForestFiresAEZ04,ForestFiresAEZ04,1975,SO2_3,0.00749423335817021
Brazil,UnmanagedLand,ForestFiresAEZ05,ForestFiresAEZ05,1975,SO2_3,0.0486915509360183
Brazil,UnmanagedLand,ForestFiresAEZ06,ForestFiresAEZ06,1975,SO2_3,0.121817773414176
Brazil,UnmanagedLand,ForestFiresAEZ10,ForestFiresAEZ10,1975,SO2_3,0.000146310799253375
Brazil,UnmanagedLand,ForestFiresAEZ11,ForestFiresAEZ11,1975,SO2_3,1.88301398501526e-05
Brazil,UnmanagedLand,ForestFiresAEZ12,ForestFiresAEZ12,1975,SO2_3,0.00561956261680295
Canada,UnmanagedLand,ForestFiresAEZ07,ForestFiresAEZ07,1975,SO2_1,2.09136776835148e-06
Canada,UnmanagedLand,ForestFiresAEZ08,ForestFiresAEZ08,1975,SO2_1,1.15169007839372e-05
Canada,UnmanagedLand,ForestFiresAEZ09,ForestFiresAEZ09,1975,SO2_1,0.00119050328420163
Canada,UnmanagedLand,ForestFiresAEZ10,ForestFiresAEZ10,1975,SO2_1,0.00051667307225396
Canada,UnmanagedLand,ForestFiresAEZ11,ForestFiresAEZ11,1975,SO2_1,1.08875638609971e-05
Canada,UnmanagedLand,ForestFiresAEZ13,ForestFiresAEZ13,1975,SO2_1,0.000138127092522126
Canada,UnmanagedLand,ForestFiresAEZ14,ForestFiresAEZ14,1975,SO2_1,0.00506087847854315
Canada,UnmanagedLand,ForestFiresAEZ15,ForestFiresAEZ15,1975,SO2_1,0.00763879316693771
Canada,UnmanagedLand,ForestFiresAEZ16,ForestFiresAEZ16,1975,SO2_1,0.000130529073128135
Central America and Caribbean,UnmanagedLand,ForestFiresAEZ04,ForestFiresAEZ04,1975,SO2_3,4.99022541107951e-05
Central America and Caribbean,UnmanagedLand,ForestFiresAEZ05,ForestFiresAEZ05,1975,SO2_3,0.00019598994438146
Central America and Caribbean,UnmanagedLand,ForestFiresAEZ06,ForestFiresAEZ06,1975,SO2_3,0.000426691811246986
Central America and Caribbean,UnmanagedLand,ForestFiresAEZ12,ForestFiresAEZ12,1975,SO2_3,9.41599026075899e-06
Central Asia,UnmanagedLand,ForestFiresAEZ07,ForestFiresAEZ07,1975,SO2_2,1.1161214542513e-05
Central Asia,UnmanagedLand,ForestFiresAEZ08,ForestFiresAEZ08,1975,SO2_2,6.36556775977796e-05
Central Asia,UnmanagedLand,ForestFiresAEZ09,ForestFiresAEZ09,1975,SO2_2,0.000195219382200728
Central Asia,UnmanagedLand,ForestFiresAEZ10,ForestFiresAEZ10,1975,SO2_2,0.000189229978547514
Central Asia,UnmanagedLand,ForestFiresAEZ11,ForestFiresAEZ11,1975,SO2_2,2.5964039951736e-05
Central Asia,UnmanagedLand,ForestFiresAEZ12,ForestFiresAEZ12,1975,SO2_2,3.70249443959141e-05
Central Asia,UnmanagedLand,ForestFiresAEZ13,ForestFiresAEZ13,1975,SO2_2,6.41027766357609e-05
Central Asia,UnmanagedLand,ForestFiresAEZ14,ForestFiresAEZ14,1975,SO2_2,0.00035783677336369
Central Asia,UnmanagedLand,ForestFiresAEZ15,ForestFiresAEZ15,1975,SO2_2,0.000246367356491412
Central Asia,UnmanagedLand,ForestFiresAEZ16,ForestFiresAEZ16,1975,SO2_2,5.94378562729524e-05
China,UnmanagedLand,ForestFiresAEZ04,ForestFiresAEZ04,1975,SO2_2,8.67773645218954e-08
China,UnmanagedLand,ForestFiresAEZ05,ForestFiresAEZ05,1975,SO2_2,1.66508378001202e-06
China,UnmanagedLand,ForestFiresAEZ06,ForestFiresAEZ06,1975,SO2_2,1.01270163951934e-05
China,UnmanagedLand,ForestFiresAEZ07,ForestFiresAEZ07,1975,SO2_2,7.71826126016152e-07
China,UnmanagedLand,ForestFiresAEZ08,ForestFiresAEZ08,1975,SO2_2,3.25891293059715e-05
China,UnmanagedLand,ForestFiresAEZ09,ForestFiresAEZ09,1975,SO2_2,6.07208499422408e-05
China,UnmanagedLand,ForestFiresAEZ10,ForestFiresAEZ10,1975,SO2_2,5.71623325244739e-05
China,UnmanagedLand,ForestFiresAEZ11,ForestFiresAEZ11,1975,SO2_2,8.36276176757234e-05
China,UnmanagedLand,ForestFiresAEZ12,ForestFiresAEZ12,1975,SO2_2,0.00019008773049133
China,UnmanagedLand,ForestFiresAEZ13,ForestFiresAEZ13,1975,SO2_2,1.38864551130053e-06
China,UnmanagedLand,ForestFiresAEZ14,ForestFiresAEZ14,1975,SO2_2,2.37554845508247e-06
China,UnmanagedLand,ForestFiresAEZ15,ForestFiresAEZ15,1975,SO2_2,3.65859434358955e-05
China,UnmanagedLand,ForestFiresAEZ16,ForestFiresAEZ16,1975,SO2_2,3.63766777105534e-06
China,UnmanagedLand,ForestFiresAEZ17,ForestFiresAEZ17,1975,SO2_2,1.73831221183509e-07
India,UnmanagedLand,ForestFiresAEZ01,ForestFiresAEZ01,1975,SO2_2,0
India,UnmanagedLand,ForestFiresAEZ02,ForestFiresAEZ02,1975,SO2_2,0.000422406461509707
India,UnmanagedLand,ForestFiresAEZ03,ForestFiresAEZ03,1975,SO2_2,0.00299636971647096
India,UnmanagedLand,ForestFiresAEZ04,ForestFiresAEZ04,1975,SO2_2,0.00151730574279266
India,UnmanagedLand,ForestFiresAEZ05,ForestFiresAEZ05,1975,SO2_2,0.000603777147433225
India,UnmanagedLand,ForestFiresAEZ06,ForestFiresAEZ06,1975,SO2_2,0.000525332416146664
India,UnmanagedLand,ForestFiresAEZ07,ForestFiresAEZ07,1975,SO2_2,0
India,UnmanagedLand,ForestFiresAEZ08,ForestFiresAEZ08,1975,SO2_2,0.000294325315165171
India,UnmanagedLand,ForestFiresAEZ09,ForestFiresAEZ09,1975,SO2_2,0.000369274422991943
India,UnmanagedLand,ForestFiresAEZ10,ForestFiresAEZ10,1975,SO2_2,0.000179839246866835
India,UnmanagedLand,ForestFiresAEZ11,ForestFiresAEZ11,1975,SO2_2,0.000219355756206524
India,UnmanagedLand,ForestFiresAEZ12,ForestFiresAEZ12,1975,SO2_2,0.000546637933896382
India,UnmanagedLand,ForestFiresAEZ13,ForestFiresAEZ13,1975,SO2_2,8.43241625252506e-07
India,UnmanagedLand,ForestFiresAEZ14,ForestFiresAEZ14,1975,SO2_2,6.83646744997463e-07
India,UnmanagedLand,ForestFiresAEZ15,ForestFiresAEZ15,1975,SO2_2,1.42983016619528e-05
India,UnmanagedLand,ForestFiresAEZ16,ForestFiresAEZ16,1975,SO2_2,9.55065048772794e-06
Indonesia,UnmanagedLand,ForestFiresAEZ04,ForestFiresAEZ04,1975,SO2_2,6.13404393483985e-05
Indonesia,UnmanagedLand,ForestFiresAEZ05,ForestFiresAEZ05,1975,SO2_2,5.24096817015036e-05
Indonesia,UnmanagedLand,ForestFiresAEZ06,ForestFiresAEZ06,1975,SO2_2,0.0044562498789501
Mexico,UnmanagedLand,ForestFiresAEZ01,ForestFiresAEZ01,1975,SO2_3,1.4355476478151e-05
Mexico,UnmanagedLand,ForestFiresAEZ02,ForestFiresAEZ02,1975,SO2_3,0.000161120039663917
Mexico,UnmanagedLand,ForestFiresAEZ03,ForestFiresAEZ03,1975,SO2_3,0.000570063830265812
Mexico,UnmanagedLand,ForestFiresAEZ04,ForestFiresAEZ04,1975,SO2_3,0.00106094219012472
Mexico,UnmanagedLand,ForestFiresAEZ05,ForestFiresAEZ05,1975,SO2_3,0.00120112090507118
Mexico,UnmanagedLand,ForestFiresAEZ06,ForestFiresAEZ06,1975,SO2_3,0.000630419588839074
Mexico,UnmanagedLand,ForestFiresAEZ07,ForestFiresAEZ07,1975,SO2_3,0.000386103237788969
Mexico,UnmanagedLand,ForestFiresAEZ08,ForestFiresAEZ08,1975,SO2_3,0.000679997834441625
Mexico,UnmanagedLand,ForestFiresAEZ09,ForestFiresAEZ09,1975,SO2_3,0.000794444244351309
Mexico,UnmanagedLand,ForestFiresAEZ10,ForestFiresAEZ10,1975,SO2_3,0.00074194137804016
Mexico,UnmanagedLand,ForestFiresAEZ11,ForestFiresAEZ11,1975,SO2_3,6.27273635126318e-05
Mexico,UnmanagedLand,ForestFiresAEZ12,ForestFiresAEZ12,1975,SO2_3,1.67639114224468e-05
Russia,UnmanagedLand,ForestFiresAEZ07,ForestFiresAEZ07,1975,SO2_4,1.45674150409774e-08
Russia,UnmanagedLand,ForestFiresAEZ08,ForestFiresAEZ08,1975,SO2_4,9.43048751185898e-06
Russia,UnmanagedLand,ForestFiresAEZ09,ForestFiresAEZ09,1975,SO2_4,0.000144853971603286
Russia,UnmanagedLand,ForestFiresAEZ10,ForestFiresAEZ10,1975,SO2_4,8.03364620179199e-05
Russia,UnmanagedLand,ForestFiresAEZ11,ForestFiresAEZ11,1975,SO2_4,3.46962790947058e-06
Russia,UnmanagedLand,ForestFiresAEZ13,ForestFiresAEZ13,1975,SO2_4,5.3054405714433e-05
Russia,UnmanagedLand,ForestFiresAEZ14,ForestFiresAEZ14,1975,SO2_4,0.00170942760688816
Russia,UnmanagedLand,ForestFiresAEZ15,ForestFiresAEZ15,1975,SO2_4,0.00183745218475029
Russia,UnmanagedLand,ForestFiresAEZ16,ForestFiresAEZ16,1975,SO2_4,1.96068618954172e-06
South Africa,UnmanagedLand,ForestFiresAEZ01,ForestFiresAEZ01,1975,SO2_3,0
South Africa,UnmanagedLand,ForestFiresAEZ02,ForestFiresAEZ02,1975,SO2_3,2.23254463485104e-06
South Africa,UnmanagedLand,ForestFiresAEZ03,ForestFiresAEZ03,1975,SO2_3,3.19530259962796e-05
South Africa,UnmanagedLand,ForestFiresAEZ04,ForestFiresAEZ04,1975,SO2_3,4.79292903822298e-05
South Africa,UnmanagedLand,ForestFiresAEZ05,ForestFiresAEZ05,1975,SO2_3,5.11199520867731e-05
South Africa,UnmanagedLand,ForestFiresAEZ06,ForestFiresAEZ06,1975,SO2_3,0.000194250833220981
South Africa,UnmanagedLand,ForestFiresAEZ07,ForestFiresAEZ07,1975,SO2_3,2.1704519786615e-05
South Africa,UnmanagedLand,ForestFiresAEZ08,ForestFiresAEZ08,1975,SO2_3,1.35131343502919e-05
South Africa,UnmanagedLand,ForestFiresAEZ09,ForestFiresAEZ09,1975,SO2_3,6.08559493127575e-05
South Africa,UnmanagedLand,ForestFiresAEZ10,ForestFiresAEZ10,1975,SO2_3,0.000361452622282615
South Africa,UnmanagedLand,ForestFiresAEZ11,ForestFiresAEZ11,1975,SO2_3,0.000158988127946607
South America_Northern,UnmanagedLand,ForestFiresAEZ01,ForestFiresAEZ01,1975,SO2_3,2.72847271874973e-05
South America_Northern,UnmanagedLand,ForestFiresAEZ02,ForestFiresAEZ02,1975,SO2_3,3.99497710129585e-05
South America_Northern,UnmanagedLand,ForestFiresAEZ03,ForestFiresAEZ03,1975,SO2_3,5.06886055715674e-06
South America_Northern,UnmanagedLand,ForestFiresAEZ04,ForestFiresAEZ04,1975,SO2_3,0.00025873397097949
South America_Northern,UnmanagedLand,ForestFiresAEZ05,ForestFiresAEZ05,1975,SO2_3,0.00124002292116716
South America_Northern,UnmanagedLand,ForestFiresAEZ06,ForestFiresAEZ06,1975,SO2_3,0.00603873974909573
South America_Southern,UnmanagedLand,ForestFiresAEZ01,ForestFiresAEZ01,1975,SO2_3,0.000422516980541439
South America_Southern,UnmanagedLand,ForestFiresAEZ02,ForestFiresAEZ02,1975,SO2_3,0.000295908562336168
South America_Southern,UnmanagedLand,ForestFiresAEZ03,ForestFiresAEZ03,1975,SO2_3,0.000978436615553657
South America_Southern,UnmanagedLand,ForestFiresAEZ04,ForestFiresAEZ04,1975,SO2_3,0.00126761006545234
South America_Southern,UnmanagedLand,ForestFiresAEZ05,ForestFiresAEZ05,1975,SO2_3,0.00544647554631137
South America_Southern,UnmanagedLand,ForestFiresAEZ06,ForestFiresAEZ06,1975,SO2_3,0.0241873166797051
South America_Southern,UnmanagedLand,ForestFiresAEZ07,ForestFiresAEZ07,1975,SO2_3,0.000498211283252713
South America_Southern,UnmanagedLand,ForestFiresAEZ08,ForestFiresAEZ08,1975,SO2_3,0.00127391322415564
South America_Southern,UnmanagedLand,ForestFiresAEZ09,ForestFiresAEZ09,1975,SO2_3,0.00208841141398645
South America_Southern,UnmanagedLand,ForestFiresAEZ10,ForestFiresAEZ10,1975,SO2_3,0.00110783531166786
South America_Southern,UnmanagedLand,ForestFiresAEZ11,ForestFiresAEZ11,1975,SO2_3,0.000994800140592155
South America_Southern,UnmanagedLand,ForestFiresAEZ12,ForestFiresAEZ12,1975,SO2_3,0.00213656857460715
South America_Southern,UnmanagedLand,ForestFiresAEZ13,ForestFiresAEZ13,1975,SO2_3,0.000119026143337752
South America_Southern,UnmanagedLand,ForestFiresAEZ14,ForestFiresAEZ14,1975,SO2_3,0.000649797355687384
South America_Southern,UnmanagedLand,ForestFiresAEZ15,ForestFiresAEZ15,1975,SO2_3,0.000670691577863046
South America_Southern,UnmanagedLand,ForestFiresAEZ16,ForestFiresAEZ16,1975,SO2_3,0.00104273643453743
South America_Southern,UnmanagedLand,ForestFiresAEZ17,ForestFiresAEZ17,1975,SO2_3,0.000394681985763642
South America_Southern,UnmanagedLand,ForestFiresAEZ18,ForestFiresAEZ18,1975,SO2_3,0.000162062104648682
South Asia,UnmanagedLand,ForestFiresAEZ03,ForestFiresAEZ03,1975,SO2_2,9.14114521448092e-06
South Asia,UnmanagedLand,ForestFiresAEZ04,ForestFiresAEZ04,1975,SO2_2,0.000108324836493618
South Asia,UnmanagedLand,ForestFiresAEZ05,ForestFiresAEZ05,1975,SO2_2,0.000255800342565043
South Asia,UnmanagedLand,ForestFiresAEZ06,ForestFiresAEZ06,1975,SO2_2,0.000143258844585176
South Asia,UnmanagedLand,ForestFiresAEZ07,ForestFiresAEZ07,1975,SO2_2,0
South Asia,UnmanagedLand,ForestFiresAEZ08,ForestFiresAEZ08,1975,SO2_2,8.53274769242707e-07
South Asia,UnmanagedLand,ForestFiresAEZ09,ForestFiresAEZ09,1975,SO2_2,0
South Asia,UnmanagedLand,ForestFiresAEZ10,ForestFiresAEZ10,1975,SO2_2,3.34697940340689e-05
South Asia,UnmanagedLand,ForestFiresAEZ11,ForestFiresAEZ11,1975,SO2_2,0.000409246993967611
South Asia,UnmanagedLand,ForestFiresAEZ12,ForestFiresAEZ12,1975,SO2_2,0.00012704539622945
South Asia,UnmanagedLand,ForestFiresAEZ13,ForestFiresAEZ13,1975,SO2_2,1.47288985611431e-07
South Asia,UnmanagedLand,ForestFiresAEZ14,ForestFiresAEZ14,1975,SO2_2,2.67010882157586e-06
South Asia,UnmanagedLand,ForestFiresAEZ15,ForestFiresAEZ15,1975,SO2_2,1.09683064636353e-05
South Asia,UnmanagedLand,ForestFiresAEZ16,ForestFiresAEZ16,1975,SO2_2,1.90736678704874e-05
Southeast Asia,UnmanagedLand,ForestFiresAEZ04,ForestFiresAEZ04,1975,SO2_2,0.00749586359449429
Southeast Asia,UnmanagedLand,ForestFiresAEZ05,ForestFiresAEZ05,1975,SO2_2,0.0182598691979177
Southeast Asia,UnmanagedLand,ForestFiresAEZ06,ForestFiresAEZ06,1975,SO2_2,0.0230122193640554
Southeast Asia,UnmanagedLand,ForestFiresAEZ09,ForestFiresAEZ09,1975,SO2_2,0.000332766635371649
Southeast Asia,UnmanagedLand,ForestFiresAEZ10,ForestFiresAEZ10,1975,SO2_2,0.00184281608172853
Southeast Asia,UnmanagedLand,ForestFiresAEZ11,ForestFiresAEZ11,1975,SO2_2,0.00261681727124698
Southeast Asia,UnmanagedLand,ForestFiresAEZ12,ForestFiresAEZ12,1975,SO2_2,0.00243981430595113
Southeast Asia,UnmanagedLand,ForestFiresAEZ15,ForestFiresAEZ15,1975,SO2_2,0.000439159368961259
Southeast Asia,UnmanagedLand,ForestFiresAEZ16,ForestFiresAEZ16,1975,SO2_2,5.18741802730832e-05
Argentina,UnmanagedLand,ForestFiresAEZ07,ForestFiresAEZ07,1975,SO2_3,0.000428305457684165
Argentina,UnmanagedLand,ForestFiresAEZ08,ForestFiresAEZ08,1975,SO2_3,0.000586475114781449
Argentina,UnmanagedLand,ForestFiresAEZ09,ForestFiresAEZ09,1975,SO2_3,0.00181673627884416
Argentina,UnmanagedLand,ForestFiresAEZ10,ForestFiresAEZ10,1975,SO2_3,0.00109395868803974
Argentina,UnmanagedLand,ForestFiresAEZ11,ForestFiresAEZ11,1975,SO2_3,3.98720231969539e-05
Argentina,UnmanagedLand,ForestFiresAEZ12,ForestFiresAEZ12,1975,SO2_3,0.00110258519724048
Argentina,UnmanagedLand,ForestFiresAEZ13,ForestFiresAEZ13,1975,SO2_3,0.000138071785935468
Argentina,UnmanagedLand,ForestFiresAEZ14,ForestFiresAEZ14,1975,SO2_3,0.000875369578035239
Argentina,UnmanagedLand,ForestFiresAEZ15,ForestFiresAEZ15,1975,SO2_3,0.000168625876242344
Argentina,UnmanagedLand,ForestFiresAEZ16,ForestFiresAEZ16,1975,SO2_3,0
Colombia,UnmanagedLand,ForestFiresAEZ02,ForestFiresAEZ02,1975,SO2_3,3.29933779516638e-07
Colombia,UnmanagedLand,ForestFiresAEZ03,ForestFiresAEZ03,1975,SO2_3,0
Colombia,UnmanagedLand,ForestFiresAEZ04,ForestFiresAEZ04,1975,SO2_3,5.05415687748639e-05
Colombia,UnmanagedLand,ForestFiresAEZ05,ForestFiresAEZ05,1975,SO2_3,0.000485402706466033
Colombia,UnmanagedLand,ForestFiresAEZ06,ForestFiresAEZ06,1975,SO2_3,0.0100245887779113
Colombia,UnmanagedLand,ForestFiresAEZ11,ForestFiresAEZ11,1975,SO2_3,2.96628724525652e-05
Colombia,UnmanagedLand,ForestFiresAEZ12,ForestFiresAEZ12,1975,SO2_3,0.000109474140615756
USA,UnmanagedLand,ForestFiresAEZ07,ForestFiresAEZ07,1990,SO2_1,0.00141235320767621
USA,UnmanagedLand,ForestFiresAEZ08,ForestFiresAEZ08,1990,SO2_1,0.0019906227673205
USA,UnmanagedLand,ForestFiresAEZ09,ForestFiresAEZ09,1990,SO2_1,0.00115873025420755
USA,UnmanagedLand,ForestFiresAEZ10,ForestFiresAEZ10,1990,SO2_1,0.00529150484289741
USA,UnmanagedLand,ForestFiresAEZ11,ForestFiresAEZ11,1990,SO2_1,0.00398828734173062
USA,UnmanagedLand,ForestFiresAEZ12,ForestFiresAEZ12,1990,SO2_1,0.00538699579969668
USA,UnmanagedLand,ForestFiresAEZ13,ForestFiresAEZ13,1990,SO2_1,0.00182018588385535
USA,UnmanagedLand,ForestFiresAEZ14,ForestFiresAEZ14,1990,SO2_1,0.00630967858369653
USA,UnmanagedLand,ForestFiresAEZ15,ForestFiresAEZ15,1990,SO2_1,0.00516832823770982
USA,UnmanagedLand,ForestFiresAEZ16,ForestFiresAEZ16,1990,SO2_1,0.000273313081209326
Africa_Eastern,UnmanagedLand,ForestFiresAEZ01,ForestFiresAEZ01,1990,SO2_3,7.13873402386797e-05
Africa_Eastern,UnmanagedLand,ForestFiresAEZ02,ForestFiresAEZ02,1990,SO2_3,0.000202068376830131
Africa_Eastern,UnmanagedLand,ForestFiresAEZ03,ForestFiresAEZ03,1990,SO2_3,0.000468379792955633
Africa_Eastern,UnmanagedLand,ForestFiresAEZ04,ForestFiresAEZ04,1990,SO2_3,0.000465670215292539
Africa_Eastern,UnmanagedLand,ForestFiresAEZ05,ForestFiresAEZ05,1990,SO2_3,0.00129504150084924
Africa_Eastern,UnmanagedLand,ForestFiresAEZ06,ForestFiresAEZ06,1990,SO2_3,0.00270466777752973
Africa_Eastern,UnmanagedLand,ForestFiresAEZ07,ForestFiresAEZ07,1990,SO2_3,0
Africa_Eastern,UnmanagedLand,ForestFiresAEZ08,ForestFiresAEZ08,1990,SO2_3,4.27039845024884e-06
Africa_Eastern,UnmanagedLand,ForestFiresAEZ09,ForestFiresAEZ09,1990,SO2_3,3.56206648606163e-05
Africa_Eastern,UnmanagedLand,ForestFiresAEZ10,ForestFiresAEZ10,1990,SO2_3,8.45642497072801e-06
Africa_Eastern,UnmanagedLand,ForestFiresAEZ11,ForestFiresAEZ11,1990,SO2_3,0.000132424555015865
Africa_Eastern,UnmanagedLand,ForestFiresAEZ12,ForestFiresAEZ12,1990,SO2_3,9.2012953006583e-05
Africa_Southern,UnmanagedLand,ForestFiresAEZ01,ForestFiresAEZ01,1990,SO2_3,0
Africa_Southern,UnmanagedLand,ForestFiresAEZ02,ForestFiresAEZ02,1990,SO2_3,7.29197639365867e-05
Africa_Southern,UnmanagedLand,ForestFiresAEZ03,ForestFiresAEZ03,1990,SO2_3,0.00142405424970585
