INPUT_TABLE
Variable ID
MAC

region,supplysector,subsector,stub.technology,year,Non.CO2,name,tax,mac.reduction
Africa_Eastern,Beef,Mixed,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Beef,Mixed,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Beef,Mixed,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Beef,Mixed,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Beef,Pastoral,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Beef,Pastoral,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Beef,Pastoral,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Beef,Pastoral,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Dairy,Mixed,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Dairy,Mixed,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Dairy,Mixed,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Dairy,Mixed,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Dairy,Pastoral,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Dairy,Pastoral,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Dairy,Pastoral,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Dairy,Pastoral,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Pork,Mixed,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Pork,Mixed,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Pork,Mixed,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Pork,Mixed,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Poultry,Mixed,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Poultry,Mixed,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Poultry,Mixed,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,Poultry,Mixed,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,SheepGoat,Mixed,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,SheepGoat,Mixed,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,SheepGoat,Mixed,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,SheepGoat,Mixed,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,SheepGoat,Pastoral,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,SheepGoat,Pastoral,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,SheepGoat,Pastoral,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Eastern,SheepGoat,Pastoral,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Beef,Mixed,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Beef,Mixed,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Beef,Mixed,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Beef,Mixed,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Beef,Pastoral,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Beef,Pastoral,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Beef,Pastoral,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Beef,Pastoral,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Dairy,Mixed,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Dairy,Mixed,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Dairy,Mixed,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Dairy,Mixed,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Dairy,Pastoral,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Dairy,Pastoral,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Dairy,Pastoral,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Dairy,Pastoral,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Pork,Mixed,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Pork,Mixed,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Pork,Mixed,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Pork,Mixed,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Poultry,Mixed,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Poultry,Mixed,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Poultry,Mixed,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,Poultry,Mixed,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,SheepGoat,Mixed,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,SheepGoat,Mixed,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,SheepGoat,Mixed,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,SheepGoat,Mixed,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,SheepGoat,Pastoral,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,SheepGoat,Pastoral,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,SheepGoat,Pastoral,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Northern,SheepGoat,Pastoral,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Beef,Mixed,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Beef,Mixed,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Beef,Mixed,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Beef,Mixed,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Beef,Pastoral,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Beef,Pastoral,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Beef,Pastoral,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Beef,Pastoral,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Dairy,Mixed,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Dairy,Mixed,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Dairy,Mixed,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Dairy,Mixed,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Dairy,Pastoral,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Dairy,Pastoral,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Dairy,Pastoral,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Dairy,Pastoral,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Pork,Mixed,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Pork,Mixed,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Pork,Mixed,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Pork,Mixed,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Poultry,Mixed,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Poultry,Mixed,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Poultry,Mixed,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,Poultry,Mixed,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,SheepGoat,Mixed,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,SheepGoat,Mixed,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,SheepGoat,Mixed,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,SheepGoat,Mixed,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,SheepGoat,Pastoral,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,SheepGoat,Pastoral,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,SheepGoat,Pastoral,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Southern,SheepGoat,Pastoral,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Beef,Mixed,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Beef,Mixed,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Beef,Mixed,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Beef,Mixed,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Beef,Pastoral,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Beef,Pastoral,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Beef,Pastoral,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Beef,Pastoral,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Dairy,Mixed,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Dairy,Mixed,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Dairy,Mixed,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Dairy,Mixed,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Dairy,Pastoral,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Dairy,Pastoral,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Dairy,Pastoral,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Dairy,Pastoral,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Pork,Mixed,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Pork,Mixed,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Pork,Mixed,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Pork,Mixed,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Poultry,Mixed,FeedCrops,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Poultry,Mixed,FodderHerb_Residue,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Poultry,Mixed,Pasture_FodderGrass,2005,CH4_AGR,Manure Management,0,0
Africa_Western,Poultry,Mixed,Scavenging_Other,2005,CH4_AGR,Manure Management,0,0
