INPUT_TABLE
Variable ID
GDPCtrlMax

region,supplysector,subsector,stub.technology,year,Non.CO2,ctrl.name,max.reduction
EU-12,resid heating,refined liquids,refined liquids,2010,SO2_1,GDP_control,90
EU-12,resid others,biomass,biomass,2010,SO2_1,GDP_control,50
EU-12,resid others,coal,coal,2010,SO2_1,GDP_control,85
EU-12,resid others,gas,gas,2010,SO2_1,GDP_control,50
EU-12,resid others,refined liquids,refined liquids,2010,SO2_1,GDP_control,90
EU-12,transportation,coal,coal,2010,SO2_1,GDP_control,50
EU-12,transportation,gas,gas,2010,SO2_1,GDP_control,50
EU-12,transportation,refined liquids,refined liquids,2010,SO2_1,GDP_control,93
EU-15,comm cooling,gas,gas,2010,SO2_1,GDP_control,50
EU-15,comm heating,biomass,biomass,2010,SO2_1,GDP_control,50
EU-15,comm heating,coal,coal,2010,SO2_1,GDP_control,85
EU-15,comm heating,gas,gas,2010,SO2_1,GDP_control,50
EU-15,comm heating,refined liquids,refined liquids,2010,SO2_1,GDP_control,90
EU-15,comm others,biomass,biomass,2010,SO2_1,GDP_control,50
EU-15,comm others,coal,coal,2010,SO2_1,GDP_control,85
EU-15,comm others,gas,gas,2010,SO2_1,GDP_control,50
EU-15,comm others,refined liquids,refined liquids,2010,SO2_1,GDP_control,90
EU-15,electricity,biomass,biomass (conv),2010,SO2_1,GDP_control,50
EU-15,electricity,coal,coal (conv pul),2010,SO2_1,GDP_control,98
EU-15,electricity,gas,gas (CC),2010,SO2_1,GDP_control,10
EU-15,electricity,gas,gas (steam/CT),2010,SO2_1,GDP_control,50
EU-15,electricity,refined liquids,refined liquids (steam/CT),2010,SO2_1,GDP_control,100
EU-15,industrial energy use,biomass,biomass,2010,SO2_1,GDP_control,70
EU-15,industrial energy use,coal,coal,2010,SO2_1,GDP_control,95
EU-15,industrial energy use,gas,gas,2010,SO2_1,GDP_control,70
EU-15,industrial energy use,refined liquids,refined liquids,2010,SO2_1,GDP_control,70
EU-15,N fertilizer,coal,coal,2010,SO2_1,GDP_control,10
EU-15,N fertilizer,refined liquids,refined liquids,2010,SO2_1,GDP_control,10
EU-15,resid cooling,gas,gas,2010,SO2_1,GDP_control,50
EU-15,resid heating,biomass,biomass,2010,SO2_1,GDP_control,50
EU-15,resid heating,coal,coal,2010,SO2_1,GDP_control,85
EU-15,resid heating,gas,gas,2010,SO2_1,GDP_control,50
EU-15,resid heating,refined liquids,refined liquids,2010,SO2_1,GDP_control,90
EU-15,resid others,biomass,biomass,2010,SO2_1,GDP_control,50
EU-15,resid others,coal,coal,2010,SO2_1,GDP_control,85
EU-15,resid others,gas,gas,2010,SO2_1,GDP_control,50
EU-15,resid others,refined liquids,refined liquids,2010,SO2_1,GDP_control,90
EU-15,transportation,coal,coal,2010,SO2_1,GDP_control,50
EU-15,transportation,gas,gas,2010,SO2_1,GDP_control,50
EU-15,transportation,refined liquids,refined liquids,2010,SO2_1,GDP_control,93
Europe_Eastern,comm cooling,gas,gas,2010,SO2_1,GDP_control,50
Europe_Eastern,comm heating,biomass,biomass,2010,SO2_1,GDP_control,50
Europe_Eastern,comm heating,coal,coal,2010,SO2_1,GDP_control,85
Europe_Eastern,comm heating,gas,gas,2010,SO2_1,GDP_control,50
Europe_Eastern,comm heating,refined liquids,refined liquids,2010,SO2_1,GDP_control,90
Europe_Eastern,comm others,biomass,biomass,2010,SO2_1,GDP_control,50
Europe_Eastern,comm others,coal,coal,2010,SO2_1,GDP_control,85
Europe_Eastern,comm others,gas,gas,2010,SO2_1,GDP_control,50
Europe_Eastern,comm others,refined liquids,refined liquids,2010,SO2_1,GDP_control,90
Europe_Eastern,electricity,biomass,biomass (conv),2010,SO2_1,GDP_control,50
Europe_Eastern,electricity,coal,coal (conv pul),2010,SO2_1,GDP_control,98
Europe_Eastern,electricity,gas,gas (CC),2010,SO2_1,GDP_control,10
Europe_Eastern,electricity,gas,gas (steam/CT),2010,SO2_1,GDP_control,50
Europe_Eastern,electricity,refined liquids,refined liquids (steam/CT),2010,SO2_1,GDP_control,100
Europe_Eastern,industrial energy use,biomass,biomass,2010,SO2_1,GDP_control,70
Europe_Eastern,industrial energy use,coal,coal,2010,SO2_1,GDP_control,95
Europe_Eastern,industrial energy use,gas,gas,2010,SO2_1,GDP_control,70
Europe_Eastern,industrial energy use,refined liquids,refined liquids,2010,SO2_1,GDP_control,70
Europe_Eastern,N fertilizer,coal,coal,2010,SO2_1,GDP_control,10
Europe_Eastern,N fertilizer,refined liquids,refined liquids,2010,SO2_1,GDP_control,10
Europe_Eastern,resid cooling,gas,gas,2010,SO2_1,GDP_control,50
Europe_Eastern,resid heating,biomass,biomass,2010,SO2_1,GDP_control,50
Europe_Eastern,resid heating,coal,coal,2010,SO2_1,GDP_control,85
Europe_Eastern,resid heating,gas,gas,2010,SO2_1,GDP_control,50
Europe_Eastern,resid heating,refined liquids,refined liquids,2010,SO2_1,GDP_control,90
Europe_Eastern,resid others,biomass,biomass,2010,SO2_1,GDP_control,50
Europe_Eastern,resid others,coal,coal,2010,SO2_1,GDP_control,85
Europe_Eastern,resid others,gas,gas,2010,SO2_1,GDP_control,50
Europe_Eastern,resid others,refined liquids,refined liquids,2010,SO2_1,GDP_control,90
Europe_Eastern,transportation,coal,coal,2010,SO2_1,GDP_control,50
Europe_Eastern,transportation,gas,gas,2010,SO2_1,GDP_control,50
Europe_Eastern,transportation,refined liquids,refined liquids,2010,SO2_1,GDP_control,93
Europe_Non_EU,comm cooling,gas,gas,2010,SO2_1,GDP_control,50
Europe_Non_EU,comm heating,biomass,biomass,2010,SO2_1,GDP_control,50
Europe_Non_EU,comm heating,coal,coal,2010,SO2_1,GDP_control,85
Europe_Non_EU,comm heating,gas,gas,2010,SO2_1,GDP_control,50
Europe_Non_EU,comm heating,refined liquids,refined liquids,2010,SO2_1,GDP_control,90
Europe_Non_EU,comm others,biomass,biomass,2010,SO2_1,GDP_control,50
Europe_Non_EU,comm others,coal,coal,2010,SO2_1,GDP_control,85
Europe_Non_EU,comm others,gas,gas,2010,SO2_1,GDP_control,50
Europe_Non_EU,comm others,refined liquids,refined liquids,2010,SO2_1,GDP_control,90
Europe_Non_EU,electricity,biomass,biomass (conv),2010,SO2_1,GDP_control,50
Europe_Non_EU,electricity,coal,coal (conv pul),2010,SO2_1,GDP_control,98
Europe_Non_EU,electricity,gas,gas (CC),2010,SO2_1,GDP_control,10
Europe_Non_EU,electricity,gas,gas (steam/CT),2010,SO2_1,GDP_control,50
Europe_Non_EU,electricity,refined liquids,refined liquids (steam/CT),2010,SO2_1,GDP_control,100
Europe_Non_EU,industrial energy use,biomass,biomass,2010,SO2_1,GDP_control,70
Europe_Non_EU,industrial energy use,coal,coal,2010,SO2_1,GDP_control,95
Europe_Non_EU,industrial energy use,gas,gas,2010,SO2_1,GDP_control,70
Europe_Non_EU,industrial energy use,refined liquids,refined liquids,2010,SO2_1,GDP_control,70
Europe_Non_EU,N fertilizer,coal,coal,2010,SO2_1,GDP_control,10
Europe_Non_EU,N fertilizer,refined liquids,refined liquids,2010,SO2_1,GDP_control,10
Europe_Non_EU,resid cooling,gas,gas,2010,SO2_1,GDP_control,50
Europe_Non_EU,resid heating,biomass,biomass,2010,SO2_1,GDP_control,50
Europe_Non_EU,resid heating,coal,coal,2010,SO2_1,GDP_control,85
Europe_Non_EU,resid heating,gas,gas,2010,SO2_1,GDP_control,50
Europe_Non_EU,resid heating,refined liquids,refined liquids,2010,SO2_1,GDP_control,90
Europe_Non_EU,resid others,biomass,biomass,2010,SO2_1,GDP_control,50
Europe_Non_EU,resid others,coal,coal,2010,SO2_1,GDP_control,85
Europe_Non_EU,resid others,gas,gas,2010,SO2_1,GDP_control,50
Europe_Non_EU,resid others,refined liquids,refined liquids,2010,SO2_1,GDP_control,90
Europe_Non_EU,transportation,coal,coal,2010,SO2_1,GDP_control,50
Europe_Non_EU,transportation,gas,gas,2010,SO2_1,GDP_control,50
Europe_Non_EU,transportation,refined liquids,refined liquids,2010,SO2_1,GDP_control,93
European Free Trade Association,comm cooling,gas,gas,2010,SO2_1,GDP_control,50
European Free Trade Association,comm heating,biomass,biomass,2010,SO2_1,GDP_control,50
European Free Trade Association,comm heating,coal,coal,2010,SO2_1,GDP_control,85
European Free Trade Association,comm heating,gas,gas,2010,SO2_1,GDP_control,50
European Free Trade Association,comm heating,refined liquids,refined liquids,2010,SO2_1,GDP_control,90
European Free Trade Association,comm others,biomass,biomass,2010,SO2_1,GDP_control,50
European Free Trade Association,comm others,coal,coal,2010,SO2_1,GDP_control,85
European Free Trade Association,comm others,gas,gas,2010,SO2_1,GDP_control,50
European Free Trade Association,comm others,refined liquids,refined liquids,2010,SO2_1,GDP_control,90
European Free Trade Association,electricity,biomass,biomass (conv),2010,SO2_1,GDP_control,50
European Free Trade Association,electricity,coal,coal (conv pul),2010,SO2_1,GDP_control,98
European Free Trade Association,electricity,gas,gas (CC),2010,SO2_1,GDP_control,10
European Free Trade Association,electricity,gas,gas (steam/CT),2010,SO2_1,GDP_control,50
European Free Trade Association,electricity,refined liquids,refined liquids (steam/CT),2010,SO2_1,GDP_control,100
European Free Trade Association,industrial energy use,biomass,biomass,2010,SO2_1,GDP_control,70
European Free Trade Association,industrial energy use,coal,coal,2010,SO2_1,GDP_control,95
European Free Trade Association,industrial energy use,gas,gas,2010,SO2_1,GDP_control,70
European Free Trade Association,industrial energy use,refined liquids,refined liquids,2010,SO2_1,GDP_control,70
European Free Trade Association,N fertilizer,coal,coal,2010,SO2_1,GDP_control,10
European Free Trade Association,N fertilizer,refined liquids,refined liquids,2010,SO2_1,GDP_control,10
European Free Trade Association,resid cooling,gas,gas,2010,SO2_1,GDP_control,50
European Free Trade Association,resid heating,biomass,biomass,2010,SO2_1,GDP_control,50
European Free Trade Association,resid heating,coal,coal,2010,SO2_1,GDP_control,85
European Free Trade Association,resid heating,gas,gas,2010,SO2_1,GDP_control,50
European Free Trade Association,resid heating,refined liquids,refined liquids,2010,SO2_1,GDP_control,90
European Free Trade Association,resid others,biomass,biomass,2010,SO2_1,GDP_control,50
European Free Trade Association,resid others,coal,coal,2010,SO2_1,GDP_control,85
European Free Trade Association,resid others,gas,gas,2010,SO2_1,GDP_control,50
European Free Trade Association,resid others,refined liquids,refined liquids,2010,SO2_1,GDP_control,90
European Free Trade Association,transportation,coal,coal,2010,SO2_1,GDP_control,50
European Free Trade Association,transportation,gas,gas,2010,SO2_1,GDP_control,50
European Free Trade Association,transportation,refined liquids,refined liquids,2010,SO2_1,GDP_control,93
India,comm cooling,gas,gas,2010,SO2_2,GDP_control,50
India,comm heating,biomass,biomass,2010,SO2_2,GDP_control,50
India,comm heating,coal,coal,2010,SO2_2,GDP_control,85
India,comm heating,gas,gas,2010,SO2_2,GDP_control,50
India,comm heating,refined liquids,refined liquids,2010,SO2_2,GDP_control,90
India,comm others,biomass,biomass,2010,SO2_2,GDP_control,50
India,comm others,coal,coal,2010,SO2_2,GDP_control,85
India,comm others,gas,gas,2010,SO2_2,GDP_control,50
India,comm others,refined liquids,refined liquids,2010,SO2_2,GDP_control,90
India,electricity,biomass,biomass (conv),2010,SO2_2,GDP_control,50
India,electricity,coal,coal (conv pul),2010,SO2_2,GDP_control,98
India,electricity,gas,gas (CC),2010,SO2_2,GDP_control,10
India,electricity,gas,gas (steam/CT),2010,SO2_2,GDP_control,50
India,electricity,refined liquids,refined liquids (steam/CT),2010,SO2_2,GDP_control,100
India,industrial energy use,biomass,biomass,2010,SO2_2,GDP_control,70
India,industrial energy use,coal,coal,2010,SO2_2,GDP_control,95
India,industrial energy use,gas,gas,2010,SO2_2,GDP_control,70
India,industrial energy use,refined liquids,refined liquids,2010,SO2_2,GDP_control,70
India,N fertilizer,coal,coal,2010,SO2_2,GDP_control,10
India,N fertilizer,refined liquids,refined liquids,2010,SO2_2,GDP_control,10
India,resid cooling,gas,gas,2010,SO2_2,GDP_control,50
India,resid heating,biomass,biomass,2010,SO2_2,GDP_control,50
India,resid heating,coal,coal,2010,SO2_2,GDP_control,85
India,resid heating,gas,gas,2010,SO2_2,GDP_control,50
India,resid heating,refined liquids,refined liquids,2010,SO2_2,GDP_control,90
India,resid others,biomass,biomass,2010,SO2_2,GDP_control,50
India,resid others,coal,coal,2010,SO2_2,GDP_control,85
India,resid others,gas,gas,2010,SO2_2,GDP_control,50
India,resid others,refined liquids,refined liquids,2010,SO2_2,GDP_control,90
India,transportation,coal,coal,2010,SO2_2,GDP_control,50
India,transportation,gas,gas,2010,SO2_2,GDP_control,50
India,transportation,refined liquids,refined liquids,2010,SO2_2,GDP_control,93
Indonesia,comm cooling,gas,gas,2010,SO2_2,GDP_control,50
Indonesia,comm heating,biomass,biomass,2010,SO2_2,GDP_control,50
Indonesia,comm heating,coal,coal,2010,SO2_2,GDP_control,85
Indonesia,comm heating,gas,gas,2010,SO2_2,GDP_control,50
Indonesia,comm heating,refined liquids,refined liquids,2010,SO2_2,GDP_control,90
Indonesia,comm others,biomass,biomass,2010,SO2_2,GDP_control,50
Indonesia,comm others,coal,coal,2010,SO2_2,GDP_control,85
Indonesia,comm others,gas,gas,2010,SO2_2,GDP_control,50
Indonesia,comm others,refined liquids,refined liquids,2010,SO2_2,GDP_control,90
Indonesia,electricity,biomass,biomass (conv),2010,SO2_2,GDP_control,50
Indonesia,electricity,coal,coal (conv pul),2010,SO2_2,GDP_control,98
Indonesia,electricity,gas,gas (CC),2010,SO2_2,GDP_control,10
Indonesia,electricity,gas,gas (steam/CT),2010,SO2_2,GDP_control,50
Indonesia,electricity,refined liquids,refined liquids (steam/CT),2010,SO2_2,GDP_control,100
Indonesia,industrial energy use,biomass,biomass,2010,SO2_2,GDP_control,70
Indonesia,industrial energy use,coal,coal,2010,SO2_2,GDP_control,95
Indonesia,industrial energy use,gas,gas,2010,SO2_2,GDP_control,70
Indonesia,industrial energy use,refined liquids,refined liquids,2010,SO2_2,GDP_control,70
Indonesia,N fertilizer,coal,coal,2010,SO2_2,GDP_control,10
Indonesia,N fertilizer,refined liquids,refined liquids,2010,SO2_2,GDP_control,10
Indonesia,resid cooling,gas,gas,2010,SO2_2,GDP_control,50
Indonesia,resid heating,biomass,biomass,2010,SO2_2,GDP_control,50
Indonesia,resid heating,coal,coal,2010,SO2_2,GDP_control,85
Indonesia,resid heating,gas,gas,2010,SO2_2,GDP_control,50
Indonesia,resid heating,refined liquids,refined liquids,2010,SO2_2,GDP_control,90
Indonesia,resid others,biomass,biomass,2010,SO2_2,GDP_control,50
Indonesia,resid others,coal,coal,2010,SO2_2,GDP_control,85
Indonesia,resid others,gas,gas,2010,SO2_2,GDP_control,50
Indonesia,resid others,refined liquids,refined liquids,2010,SO2_2,GDP_control,90
Indonesia,transportation,coal,coal,2010,SO2_2,GDP_control,50
Indonesia,transportation,gas,gas,2010,SO2_2,GDP_control,50
Indonesia,transportation,refined liquids,refined liquids,2010,SO2_2,GDP_control,93
Japan,comm cooling,gas,gas,2010,SO2_2,GDP_control,50
Japan,comm heating,biomass,biomass,2010,SO2_2,GDP_control,50
Japan,comm heating,coal,coal,2010,SO2_2,GDP_control,85
Japan,comm heating,gas,gas,2010,SO2_2,GDP_control,50
Japan,comm heating,refined liquids,refined liquids,2010,SO2_2,GDP_control,90
Japan,comm others,biomass,biomass,2010,SO2_2,GDP_control,50
Japan,comm others,coal,coal,2010,SO2_2,GDP_control,85
Japan,comm others,gas,gas,2010,SO2_2,GDP_control,50
Japan,comm others,refined liquids,refined liquids,2010,SO2_2,GDP_control,90
Japan,electricity,biomass,biomass (conv),2010,SO2_2,GDP_control,50
Japan,electricity,coal,coal (conv pul),2010,SO2_2,GDP_control,98
Japan,electricity,gas,gas (CC),2010,SO2_2,GDP_control,10
Japan,electricity,gas,gas (steam/CT),2010,SO2_2,GDP_control,50
Japan,electricity,refined liquids,refined liquids (steam/CT),2010,SO2_2,GDP_control,100
Japan,industrial energy use,biomass,biomass,2010,SO2_2,GDP_control,70
Japan,industrial energy use,coal,coal,2010,SO2_2,GDP_control,95
Japan,industrial energy use,gas,gas,2010,SO2_2,GDP_control,70
Japan,industrial energy use,refined liquids,refined liquids,2010,SO2_2,GDP_control,70
Japan,N fertilizer,coal,coal,2010,SO2_2,GDP_control,10
Japan,N fertilizer,refined liquids,refined liquids,2010,SO2_2,GDP_control,10
Japan,resid cooling,gas,gas,2010,SO2_2,GDP_control,50
Japan,resid heating,biomass,biomass,2010,SO2_2,GDP_control,50
Japan,resid heating,coal,coal,2010,SO2_2,GDP_control,85
Japan,resid heating,gas,gas,2010,SO2_2,GDP_control,50
Japan,resid heating,refined liquids,refined liquids,2010,SO2_2,GDP_control,90
Japan,resid others,biomass,biomass,2010,SO2_2,GDP_control,50
Japan,resid others,coal,coal,2010,SO2_2,GDP_control,85
Japan,resid others,gas,gas,2010,SO2_2,GDP_control,50
Japan,resid others,refined liquids,refined liquids,2010,SO2_2,GDP_control,90
Japan,transportation,coal,coal,2010,SO2_2,GDP_control,50
Japan,transportation,gas,gas,2010,SO2_2,GDP_control,50
Japan,transportation,refined liquids,refined liquids,2010,SO2_2,GDP_control,93
Mexico,comm cooling,gas,gas,2010,SO2_3,GDP_control,50
Mexico,comm heating,biomass,biomass,2010,SO2_3,GDP_control,50
Mexico,comm heating,coal,coal,2010,SO2_3,GDP_control,85
Mexico,comm heating,gas,gas,2010,SO2_3,GDP_control,50
Mexico,comm heating,refined liquids,refined liquids,2010,SO2_3,GDP_control,90
Mexico,comm others,biomass,biomass,2010,SO2_3,GDP_control,50
Mexico,comm others,coal,coal,2010,SO2_3,GDP_control,85
Mexico,comm others,gas,gas,2010,SO2_3,GDP_control,50
Mexico,comm others,refined liquids,refined liquids,2010,SO2_3,GDP_control,90
Mexico,electricity,biomass,biomass (conv),2010,SO2_3,GDP_control,50
Mexico,electricity,coal,coal (conv pul),2010,SO2_3,GDP_control,98
Mexico,electricity,gas,gas (CC),2010,SO2_3,GDP_control,10
Mexico,electricity,gas,gas (steam/CT),2010,SO2_3,GDP_control,50
Mexico,electricity,refined liquids,refined liquids (steam/CT),2010,SO2_3,GDP_control,100
Mexico,industrial energy use,biomass,biomass,2010,SO2_3,GDP_control,70
Mexico,industrial energy use,coal,coal,2010,SO2_3,GDP_control,95
Mexico,industrial energy use,gas,gas,2010,SO2_3,GDP_control,70
Mexico,industrial energy use,refined liquids,refined liquids,2010,SO2_3,GDP_control,70
Mexico,N fertilizer,coal,coal,2010,SO2_3,GDP_control,10
Mexico,N fertilizer,refined liquids,refined liquids,2010,SO2_3,GDP_control,10
Mexico,resid cooling,gas,gas,2010,SO2_3,GDP_control,50
Mexico,resid heating,biomass,biomass,2010,SO2_3,GDP_control,50
Mexico,resid heating,coal,coal,2010,SO2_3,GDP_control,85
Mexico,resid heating,gas,gas,2010,SO2_3,GDP_control,50
Mexico,resid heating,refined liquids,refined liquids,2010,SO2_3,GDP_control,90
Mexico,resid others,biomass,biomass,2010,SO2_3,GDP_control,50
Mexico,resid others,coal,coal,2010,SO2_3,GDP_control,85
Mexico,resid others,gas,gas,2010,SO2_3,GDP_control,50
Mexico,resid others,refined liquids,refined liquids,2010,SO2_3,GDP_control,90
Mexico,transportation,coal,coal,2010,SO2_3,GDP_control,50
Mexico,transportation,gas,gas,2010,SO2_3,GDP_control,50
Mexico,transportation,refined liquids,refined liquids,2010,SO2_3,GDP_control,93
Middle East,comm cooling,gas,gas,2010,SO2_3,GDP_control,50
Middle East,comm heating,biomass,biomass,2010,SO2_3,GDP_control,50
Middle East,comm heating,coal,coal,2010,SO2_3,GDP_control,85
Middle East,comm heating,gas,gas,2010,SO2_3,GDP_control,50
