INPUT_TABLE
Variable ID
ItemNameUnmgd

region,AgSupplySector,AgSupplySubsector,UnmanagedLandTechnology,year,itemName
India,UnmanagedLand,GrasslandFiresAEZ07,ProtectedGrasslandFiresAEZ07,1975,ProtectedGrasslandAEZ07
Mexico,UnmanagedLand,GrasslandFiresAEZ07,ProtectedGrasslandFiresAEZ07,1975,ProtectedGrasslandAEZ07
Middle East,UnmanagedLand,GrasslandFiresAEZ07,ProtectedGrasslandFiresAEZ07,1975,ProtectedGrasslandAEZ07
Pakistan,UnmanagedLand,GrasslandFiresAEZ07,ProtectedGrasslandFiresAEZ07,1975,ProtectedGrasslandAEZ07
Russia,UnmanagedLand,GrasslandFiresAEZ07,ProtectedGrasslandFiresAEZ07,1975,ProtectedGrasslandAEZ07
South Africa,UnmanagedLand,GrasslandFiresAEZ07,ProtectedGrasslandFiresAEZ07,1975,ProtectedGrasslandAEZ07
South America_Southern,UnmanagedLand,GrasslandFiresAEZ07,ProtectedGrasslandFiresAEZ07,1975,ProtectedGrasslandAEZ07
South Asia,UnmanagedLand,GrasslandFiresAEZ07,ProtectedGrasslandFiresAEZ07,1975,ProtectedGrasslandAEZ07
Argentina,UnmanagedLand,GrasslandFiresAEZ07,ProtectedGrasslandFiresAEZ07,1975,ProtectedGrasslandAEZ07
USA,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
Africa_Eastern,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
Africa_Northern,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
Africa_Southern,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
Australia_NZ,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
Canada,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
Central Asia,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
China,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
EU-12,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
EU-15,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
Europe_Eastern,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
Europe_Non_EU,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
India,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
Mexico,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
Middle East,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
Pakistan,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
Russia,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
South Africa,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
South America_Southern,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
South Asia,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
Argentina,UnmanagedLand,ForestFiresAEZ08,ProtectedForestFiresAEZ08,1975,ProtectedUnmanagedForestAEZ08
USA,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
Africa_Eastern,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
Africa_Northern,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
Africa_Southern,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
Australia_NZ,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
Canada,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
Central Asia,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
China,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
EU-12,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
EU-15,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
Europe_Eastern,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
Europe_Non_EU,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
India,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
Mexico,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
Middle East,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
Pakistan,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
Russia,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
South Africa,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
South America_Southern,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
South Asia,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
Argentina,UnmanagedLand,GrasslandFiresAEZ08,ProtectedGrasslandFiresAEZ08,1975,ProtectedGrasslandAEZ08
USA,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
Africa_Eastern,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
Africa_Northern,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
Africa_Southern,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
Africa_Western,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
Australia_NZ,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
Canada,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
Central Asia,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
China,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
EU-12,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
EU-15,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
Europe_Eastern,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
Europe_Non_EU,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
India,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
Japan,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
Mexico,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
Middle East,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
Pakistan,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
Russia,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
South Africa,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
South America_Southern,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
South Asia,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
Southeast Asia,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
Argentina,UnmanagedLand,ForestFiresAEZ09,ProtectedForestFiresAEZ09,1975,ProtectedUnmanagedForestAEZ09
USA,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
Africa_Eastern,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
Africa_Northern,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
Africa_Southern,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
Africa_Western,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
Australia_NZ,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
Canada,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
Central Asia,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
China,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
EU-12,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
EU-15,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
Europe_Eastern,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
Europe_Non_EU,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
India,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
Japan,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
Mexico,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
Middle East,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
Pakistan,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
Russia,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
South Africa,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
South America_Southern,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
South Asia,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
Southeast Asia,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
Argentina,UnmanagedLand,GrasslandFiresAEZ09,ProtectedGrasslandFiresAEZ09,1975,ProtectedGrasslandAEZ09
USA,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
Africa_Eastern,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
Africa_Northern,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
Africa_Southern,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
Africa_Western,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
Australia_NZ,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
Brazil,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
Canada,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
Central Asia,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
China,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
EU-12,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
EU-15,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
Europe_Eastern,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
Europe_Non_EU,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
European Free Trade Association,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
India,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
Japan,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
Mexico,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
Middle East,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
Pakistan,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
Russia,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
South Africa,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
South America_Southern,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
South Asia,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
South Korea,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
Southeast Asia,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
Argentina,UnmanagedLand,ForestFiresAEZ10,ProtectedForestFiresAEZ10,1975,ProtectedUnmanagedForestAEZ10
USA,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
Africa_Eastern,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
Africa_Northern,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
Africa_Southern,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
Africa_Western,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
Australia_NZ,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
Brazil,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
Canada,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
Central Asia,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
China,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
EU-12,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
EU-15,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
Europe_Eastern,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
Europe_Non_EU,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
European Free Trade Association,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
India,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
Japan,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
Mexico,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
Middle East,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
Pakistan,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
Russia,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
South Africa,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
South America_Southern,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
South Asia,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
South Korea,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
Southeast Asia,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
Argentina,UnmanagedLand,GrasslandFiresAEZ10,ProtectedGrasslandFiresAEZ10,1975,ProtectedGrasslandAEZ10
USA,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
Africa_Eastern,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
Africa_Southern,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
Australia_NZ,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
Brazil,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
Canada,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
Central Asia,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
China,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
EU-12,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
EU-15,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
Europe_Non_EU,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
India,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
Japan,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
Mexico,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
Pakistan,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
Russia,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
South Africa,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
South America_Southern,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
South Asia,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
South Korea,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
Southeast Asia,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
Argentina,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
Colombia,UnmanagedLand,ForestFiresAEZ11,ProtectedForestFiresAEZ11,1975,ProtectedUnmanagedForestAEZ11
USA,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
Africa_Eastern,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
Africa_Southern,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
Australia_NZ,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
Brazil,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
Canada,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
Central Asia,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
China,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
EU-12,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
EU-15,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
Europe_Non_EU,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
India,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
Japan,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
Mexico,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
Pakistan,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
Russia,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
South Africa,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
South America_Southern,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
South Asia,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
South Korea,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
Southeast Asia,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
Argentina,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
Colombia,UnmanagedLand,GrasslandFiresAEZ11,ProtectedGrasslandFiresAEZ11,1975,ProtectedGrasslandAEZ11
USA,UnmanagedLand,ForestFiresAEZ12,ProtectedForestFiresAEZ12,1975,ProtectedUnmanagedForestAEZ12
Africa_Eastern,UnmanagedLand,ForestFiresAEZ12,ProtectedForestFiresAEZ12,1975,ProtectedUnmanagedForestAEZ12
Australia_NZ,UnmanagedLand,ForestFiresAEZ12,ProtectedForestFiresAEZ12,1975,ProtectedUnmanagedForestAEZ12
Brazil,UnmanagedLand,ForestFiresAEZ12,ProtectedForestFiresAEZ12,1975,ProtectedUnmanagedForestAEZ12
Central America and Caribbean,UnmanagedLand,ForestFiresAEZ12,ProtectedForestFiresAEZ12,1975,ProtectedUnmanagedForestAEZ12
Central Asia,UnmanagedLand,ForestFiresAEZ12,ProtectedForestFiresAEZ12,1975,ProtectedUnmanagedForestAEZ12
China,UnmanagedLand,ForestFiresAEZ12,ProtectedForestFiresAEZ12,1975,ProtectedUnmanagedForestAEZ12
EU-15,UnmanagedLand,ForestFiresAEZ12,ProtectedForestFiresAEZ12,1975,ProtectedUnmanagedForestAEZ12
Europe_Non_EU,UnmanagedLand,ForestFiresAEZ12,ProtectedForestFiresAEZ12,1975,ProtectedUnmanagedForestAEZ12
India,UnmanagedLand,ForestFiresAEZ12,ProtectedForestFiresAEZ12,1975,ProtectedUnmanagedForestAEZ12
Japan,UnmanagedLand,ForestFiresAEZ12,ProtectedForestFiresAEZ12,1975,ProtectedUnmanagedForestAEZ12
Mexico,UnmanagedLand,ForestFiresAEZ12,ProtectedForestFiresAEZ12,1975,ProtectedUnmanagedForestAEZ12
Pakistan,UnmanagedLand,ForestFiresAEZ12,ProtectedForestFiresAEZ12,1975,ProtectedUnmanagedForestAEZ12
