INPUT_TABLE
Variable ID
OutputEmissCoeffAg

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,year,Non.CO2,emiss.coef
Southeast Asia,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,BC_AWB,2.5e-06
Argentina,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,BC_AWB,2.92e-05
Colombia,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,BC_AWB,3.87e-05
USA,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,OC_AWB,3.2e-05
Africa_Eastern,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,OC_AWB,2.18e-05
Australia_NZ,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,OC_AWB,0.0001693
Brazil,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,OC_AWB,2.79e-05
Central America and Caribbean,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,OC_AWB,2.42e-05
Central Asia,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,OC_AWB,0.000127
China,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,OC_AWB,0.0001698
EU-15,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,OC_AWB,0
Europe_Non_EU,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,OC_AWB,0.0001152
India,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,OC_AWB,2.46e-05
Japan,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,OC_AWB,9.85e-05
Mexico,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,OC_AWB,0.0001581
Pakistan,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,OC_AWB,2.4e-06
South America_Southern,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,OC_AWB,3.14e-05
South Asia,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,OC_AWB,4e-07
Southeast Asia,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,OC_AWB,1.18e-05
Argentina,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,OC_AWB,0.0001399
Colombia,OilCrop,OilCropAEZ12,OilCropAEZ12,1975,OC_AWB,0.0001855
USA,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,BC_AWB,6.7e-06
Africa_Eastern,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,BC_AWB,4.6e-06
Australia_NZ,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,BC_AWB,3.54e-05
Brazil,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,BC_AWB,5.8e-06
Central America and Caribbean,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,BC_AWB,5.1e-06
Central Asia,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,BC_AWB,2.66e-05
China,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,BC_AWB,3.56e-05
EU-15,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,BC_AWB,0
Europe_Non_EU,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,BC_AWB,2.41e-05
India,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,BC_AWB,5.1e-06
Japan,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,BC_AWB,2.06e-05
Mexico,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,BC_AWB,3.31e-05
Pakistan,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,BC_AWB,5e-07
South America_Southern,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,BC_AWB,6.6e-06
South Asia,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,BC_AWB,1e-07
Southeast Asia,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,BC_AWB,2.5e-06
Argentina,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,BC_AWB,2.92e-05
Colombia,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,BC_AWB,3.87e-05
USA,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,OC_AWB,3.2e-05
Africa_Eastern,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,OC_AWB,2.18e-05
Australia_NZ,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,OC_AWB,0.0001693
Brazil,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,OC_AWB,2.79e-05
Central America and Caribbean,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,OC_AWB,2.42e-05
Central Asia,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,OC_AWB,0.000127
China,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,OC_AWB,0.0001698
EU-15,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,OC_AWB,0
Europe_Non_EU,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,OC_AWB,0.0001152
India,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,OC_AWB,2.46e-05
Japan,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,OC_AWB,9.85e-05
Mexico,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,OC_AWB,0.0001581
Pakistan,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,OC_AWB,2.4e-06
South America_Southern,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,OC_AWB,3.14e-05
South Asia,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,OC_AWB,4e-07
Southeast Asia,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,OC_AWB,1.18e-05
Argentina,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,OC_AWB,0.0001399
Colombia,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,1975,OC_AWB,0.0001855
USA,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,BC_AWB,6.7e-06
Africa_Eastern,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,BC_AWB,4.6e-06
Australia_NZ,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,BC_AWB,3.54e-05
Brazil,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,BC_AWB,5.8e-06
Central America and Caribbean,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,BC_AWB,5.1e-06
Central Asia,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,BC_AWB,2.66e-05
China,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,BC_AWB,3.56e-05
EU-15,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,BC_AWB,0
Europe_Non_EU,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,BC_AWB,2.41e-05
India,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,BC_AWB,5.1e-06
Japan,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,BC_AWB,2.06e-05
Mexico,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,BC_AWB,3.31e-05
Pakistan,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,BC_AWB,5e-07
South America_Southern,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,BC_AWB,6.6e-06
South Asia,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,BC_AWB,1e-07
Southeast Asia,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,BC_AWB,2.5e-06
Argentina,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,BC_AWB,2.92e-05
Colombia,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,BC_AWB,3.87e-05
USA,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,OC_AWB,3.2e-05
Africa_Eastern,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,OC_AWB,2.18e-05
Australia_NZ,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,OC_AWB,0.0001693
Brazil,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,OC_AWB,2.79e-05
Central America and Caribbean,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,OC_AWB,2.42e-05
Central Asia,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,OC_AWB,0.000127
China,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,OC_AWB,0.0001698
EU-15,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,OC_AWB,0
Europe_Non_EU,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,OC_AWB,0.0001152
India,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,OC_AWB,2.46e-05
Japan,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,OC_AWB,9.85e-05
Mexico,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,OC_AWB,0.0001581
Pakistan,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,OC_AWB,2.4e-06
South America_Southern,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,OC_AWB,3.14e-05
South Asia,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,OC_AWB,4e-07
Southeast Asia,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,OC_AWB,1.18e-05
Argentina,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,OC_AWB,0.0001399
Colombia,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,1975,OC_AWB,0.0001855
USA,Rice,RiceAEZ12,RiceAEZ12,1975,BC_AWB,6.7e-06
Africa_Eastern,Rice,RiceAEZ12,RiceAEZ12,1975,BC_AWB,4.6e-06
Australia_NZ,Rice,RiceAEZ12,RiceAEZ12,1975,BC_AWB,3.54e-05
Brazil,Rice,RiceAEZ12,RiceAEZ12,1975,BC_AWB,5.8e-06
Central America and Caribbean,Rice,RiceAEZ12,RiceAEZ12,1975,BC_AWB,5.1e-06
Central Asia,Rice,RiceAEZ12,RiceAEZ12,1975,BC_AWB,2.66e-05
China,Rice,RiceAEZ12,RiceAEZ12,1975,BC_AWB,3.56e-05
EU-15,Rice,RiceAEZ12,RiceAEZ12,1975,BC_AWB,0
Europe_Non_EU,Rice,RiceAEZ12,RiceAEZ12,1975,BC_AWB,2.41e-05
India,Rice,RiceAEZ12,RiceAEZ12,1975,BC_AWB,5.1e-06
Japan,Rice,RiceAEZ12,RiceAEZ12,1975,BC_AWB,2.06e-05
Mexico,Rice,RiceAEZ12,RiceAEZ12,1975,BC_AWB,3.31e-05
Pakistan,Rice,RiceAEZ12,RiceAEZ12,1975,BC_AWB,5e-07
South America_Southern,Rice,RiceAEZ12,RiceAEZ12,1975,BC_AWB,6.6e-06
South Asia,Rice,RiceAEZ12,RiceAEZ12,1975,BC_AWB,1e-07
Southeast Asia,Rice,RiceAEZ12,RiceAEZ12,1975,BC_AWB,2.5e-06
Argentina,Rice,RiceAEZ12,RiceAEZ12,1975,BC_AWB,2.92e-05
Colombia,Rice,RiceAEZ12,RiceAEZ12,1975,BC_AWB,3.87e-05
USA,Rice,RiceAEZ12,RiceAEZ12,1975,OC_AWB,3.2e-05
Africa_Eastern,Rice,RiceAEZ12,RiceAEZ12,1975,OC_AWB,2.18e-05
Australia_NZ,Rice,RiceAEZ12,RiceAEZ12,1975,OC_AWB,0.0001693
Brazil,Rice,RiceAEZ12,RiceAEZ12,1975,OC_AWB,2.79e-05
Central America and Caribbean,Rice,RiceAEZ12,RiceAEZ12,1975,OC_AWB,2.42e-05
Central Asia,Rice,RiceAEZ12,RiceAEZ12,1975,OC_AWB,0.000127
China,Rice,RiceAEZ12,RiceAEZ12,1975,OC_AWB,0.0001698
EU-15,Rice,RiceAEZ12,RiceAEZ12,1975,OC_AWB,0
Europe_Non_EU,Rice,RiceAEZ12,RiceAEZ12,1975,OC_AWB,0.0001152
India,Rice,RiceAEZ12,RiceAEZ12,1975,OC_AWB,2.46e-05
Japan,Rice,RiceAEZ12,RiceAEZ12,1975,OC_AWB,9.85e-05
Mexico,Rice,RiceAEZ12,RiceAEZ12,1975,OC_AWB,0.0001581
Pakistan,Rice,RiceAEZ12,RiceAEZ12,1975,OC_AWB,2.4e-06
South America_Southern,Rice,RiceAEZ12,RiceAEZ12,1975,OC_AWB,3.14e-05
South Asia,Rice,RiceAEZ12,RiceAEZ12,1975,OC_AWB,4e-07
Southeast Asia,Rice,RiceAEZ12,RiceAEZ12,1975,OC_AWB,1.18e-05
Argentina,Rice,RiceAEZ12,RiceAEZ12,1975,OC_AWB,0.0001399
Colombia,Rice,RiceAEZ12,RiceAEZ12,1975,OC_AWB,0.0001855
USA,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,BC_AWB,6.7e-06
Africa_Eastern,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,BC_AWB,4.6e-06
Australia_NZ,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,BC_AWB,3.54e-05
Brazil,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,BC_AWB,5.8e-06
Central America and Caribbean,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,BC_AWB,5.1e-06
Central Asia,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,BC_AWB,2.66e-05
China,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,BC_AWB,3.56e-05
EU-15,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,BC_AWB,0
Europe_Non_EU,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,BC_AWB,2.41e-05
India,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,BC_AWB,5.1e-06
Japan,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,BC_AWB,2.06e-05
Mexico,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,BC_AWB,3.31e-05
Pakistan,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,BC_AWB,5e-07
South America_Southern,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,BC_AWB,6.6e-06
South Asia,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,BC_AWB,1e-07
Southeast Asia,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,BC_AWB,2.5e-06
Argentina,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,BC_AWB,2.92e-05
Colombia,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,BC_AWB,3.87e-05
USA,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,OC_AWB,3.2e-05
Africa_Eastern,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,OC_AWB,2.18e-05
Australia_NZ,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,OC_AWB,0.0001693
Brazil,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,OC_AWB,2.79e-05
Central America and Caribbean,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,OC_AWB,2.42e-05
Central Asia,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,OC_AWB,0.000127
China,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,OC_AWB,0.0001698
EU-15,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,OC_AWB,0
Europe_Non_EU,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,OC_AWB,0.0001152
India,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,OC_AWB,2.46e-05
Japan,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,OC_AWB,9.85e-05
Mexico,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,OC_AWB,0.0001581
Pakistan,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,OC_AWB,2.4e-06
South America_Southern,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,OC_AWB,3.14e-05
South Asia,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,OC_AWB,4e-07
Southeast Asia,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,OC_AWB,1.18e-05
Argentina,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,OC_AWB,0.0001399
Colombia,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,1975,OC_AWB,0.0001855
USA,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,BC_AWB,6.7e-06
Africa_Eastern,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,BC_AWB,4.6e-06
Australia_NZ,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,BC_AWB,3.54e-05
Brazil,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,BC_AWB,5.8e-06
Central America and Caribbean,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,BC_AWB,5.1e-06
Central Asia,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,BC_AWB,2.66e-05
China,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,BC_AWB,3.56e-05
EU-15,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,BC_AWB,0
Europe_Non_EU,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,BC_AWB,2.41e-05
India,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,BC_AWB,5.1e-06
Japan,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,BC_AWB,2.06e-05
Mexico,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,BC_AWB,3.31e-05
Pakistan,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,BC_AWB,5e-07
South America_Southern,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,BC_AWB,6.6e-06
South Asia,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,BC_AWB,1e-07
Southeast Asia,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,BC_AWB,2.5e-06
Argentina,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,BC_AWB,2.92e-05
Colombia,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,BC_AWB,3.87e-05
USA,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,OC_AWB,3.2e-05
Africa_Eastern,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,OC_AWB,2.18e-05
Australia_NZ,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,OC_AWB,0.0001693
Brazil,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,OC_AWB,2.79e-05
Central America and Caribbean,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,OC_AWB,2.42e-05
Central Asia,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,OC_AWB,0.000127
China,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,OC_AWB,0.0001698
EU-15,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,OC_AWB,0
Europe_Non_EU,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,OC_AWB,0.0001152
India,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,OC_AWB,2.46e-05
Japan,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,OC_AWB,9.85e-05
Mexico,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,OC_AWB,0.0001581
Pakistan,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,OC_AWB,2.4e-06
South America_Southern,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,OC_AWB,3.14e-05
South Asia,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,OC_AWB,4e-07
Southeast Asia,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,OC_AWB,1.18e-05
Argentina,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,OC_AWB,0.0001399
Colombia,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,1975,OC_AWB,0.0001855
USA,Wheat,WheatAEZ12,WheatAEZ12,1975,BC_AWB,6.7e-06
Africa_Eastern,Wheat,WheatAEZ12,WheatAEZ12,1975,BC_AWB,4.6e-06
Australia_NZ,Wheat,WheatAEZ12,WheatAEZ12,1975,BC_AWB,3.54e-05
Brazil,Wheat,WheatAEZ12,WheatAEZ12,1975,BC_AWB,5.8e-06
Central America and Caribbean,Wheat,WheatAEZ12,WheatAEZ12,1975,BC_AWB,5.1e-06
Central Asia,Wheat,WheatAEZ12,WheatAEZ12,1975,BC_AWB,2.66e-05
China,Wheat,WheatAEZ12,WheatAEZ12,1975,BC_AWB,3.56e-05
EU-15,Wheat,WheatAEZ12,WheatAEZ12,1975,BC_AWB,0
Europe_Non_EU,Wheat,WheatAEZ12,WheatAEZ12,1975,BC_AWB,2.41e-05
India,Wheat,WheatAEZ12,WheatAEZ12,1975,BC_AWB,5.1e-06
Japan,Wheat,WheatAEZ12,WheatAEZ12,1975,BC_AWB,2.06e-05
Mexico,Wheat,WheatAEZ12,WheatAEZ12,1975,BC_AWB,3.31e-05
Pakistan,Wheat,WheatAEZ12,WheatAEZ12,1975,BC_AWB,5e-07
South America_Southern,Wheat,WheatAEZ12,WheatAEZ12,1975,BC_AWB,6.6e-06
South Asia,Wheat,WheatAEZ12,WheatAEZ12,1975,BC_AWB,1e-07
Southeast Asia,Wheat,WheatAEZ12,WheatAEZ12,1975,BC_AWB,2.5e-06
Argentina,Wheat,WheatAEZ12,WheatAEZ12,1975,BC_AWB,2.92e-05
Colombia,Wheat,WheatAEZ12,WheatAEZ12,1975,BC_AWB,3.87e-05
USA,Wheat,WheatAEZ12,WheatAEZ12,1975,OC_AWB,3.2e-05
Africa_Eastern,Wheat,WheatAEZ12,WheatAEZ12,1975,OC_AWB,2.18e-05
Australia_NZ,Wheat,WheatAEZ12,WheatAEZ12,1975,OC_AWB,0.0001693
Brazil,Wheat,WheatAEZ12,WheatAEZ12,1975,OC_AWB,2.79e-05
Central America and Caribbean,Wheat,WheatAEZ12,WheatAEZ12,1975,OC_AWB,2.42e-05
Central Asia,Wheat,WheatAEZ12,WheatAEZ12,1975,OC_AWB,0.000127
China,Wheat,WheatAEZ12,WheatAEZ12,1975,OC_AWB,0.0001698
EU-15,Wheat,WheatAEZ12,WheatAEZ12,1975,OC_AWB,0
Europe_Non_EU,Wheat,WheatAEZ12,WheatAEZ12,1975,OC_AWB,0.0001152
India,Wheat,WheatAEZ12,WheatAEZ12,1975,OC_AWB,2.46e-05
Japan,Wheat,WheatAEZ12,WheatAEZ12,1975,OC_AWB,9.85e-05
Mexico,Wheat,WheatAEZ12,WheatAEZ12,1975,OC_AWB,0.0001581
Pakistan,Wheat,WheatAEZ12,WheatAEZ12,1975,OC_AWB,2.4e-06
South America_Southern,Wheat,WheatAEZ12,WheatAEZ12,1975,OC_AWB,3.14e-05
South Asia,Wheat,WheatAEZ12,WheatAEZ12,1975,OC_AWB,4e-07
Southeast Asia,Wheat,WheatAEZ12,WheatAEZ12,1975,OC_AWB,1.18e-05
Argentina,Wheat,WheatAEZ12,WheatAEZ12,1975,OC_AWB,0.0001399
Colombia,Wheat,WheatAEZ12,WheatAEZ12,1975,OC_AWB,0.0001855
USA,biomass,biomassAEZ13,biomassAEZ13,1975,BC_AWB,6.7e-06
Canada,biomass,biomassAEZ13,biomassAEZ13,1975,BC_AWB,2.2e-05
Central Asia,biomass,biomassAEZ13,biomassAEZ13,1975,BC_AWB,2.66e-05
China,biomass,biomassAEZ13,biomassAEZ13,1975,BC_AWB,3.56e-05
EU-15,biomass,biomassAEZ13,biomassAEZ13,1975,BC_AWB,0
European Free Trade Association,biomass,biomassAEZ13,biomassAEZ13,1975,BC_AWB,2.5e-06
India,biomass,biomassAEZ13,biomassAEZ13,1975,BC_AWB,5.1e-06
Pakistan,biomass,biomassAEZ13,biomassAEZ13,1975,BC_AWB,5e-07
Russia,biomass,biomassAEZ13,biomassAEZ13,1975,BC_AWB,3.54e-05
South America_Southern,biomass,biomassAEZ13,biomassAEZ13,1975,BC_AWB,6.6e-06
South Asia,biomass,biomassAEZ13,biomassAEZ13,1975,BC_AWB,1e-07
Argentina,biomass,biomassAEZ13,biomassAEZ13,1975,BC_AWB,2.92e-05
USA,biomass,biomassAEZ13,biomassAEZ13,1975,OC_AWB,3.2e-05
Canada,biomass,biomassAEZ13,biomassAEZ13,1975,OC_AWB,0.0001055
Central Asia,biomass,biomassAEZ13,biomassAEZ13,1975,OC_AWB,0.000127
China,biomass,biomassAEZ13,biomassAEZ13,1975,OC_AWB,0.0001698
EU-15,biomass,biomassAEZ13,biomassAEZ13,1975,OC_AWB,0
European Free Trade Association,biomass,biomassAEZ13,biomassAEZ13,1975,OC_AWB,1.2e-05
India,biomass,biomassAEZ13,biomassAEZ13,1975,OC_AWB,2.46e-05
Pakistan,biomass,biomassAEZ13,biomassAEZ13,1975,OC_AWB,2.4e-06
Russia,biomass,biomassAEZ13,biomassAEZ13,1975,OC_AWB,0.0001696
South America_Southern,biomass,biomassAEZ13,biomassAEZ13,1975,OC_AWB,3.14e-05
South Asia,biomass,biomassAEZ13,biomassAEZ13,1975,OC_AWB,4e-07
Argentina,biomass,biomassAEZ13,biomassAEZ13,1975,OC_AWB,0.0001399
USA,Corn,CornAEZ13,CornAEZ13,1975,BC_AWB,6.7e-06
Canada,Corn,CornAEZ13,CornAEZ13,1975,BC_AWB,2.2e-05
Central Asia,Corn,CornAEZ13,CornAEZ13,1975,BC_AWB,2.66e-05
China,Corn,CornAEZ13,CornAEZ13,1975,BC_AWB,3.56e-05
EU-15,Corn,CornAEZ13,CornAEZ13,1975,BC_AWB,0
European Free Trade Association,Corn,CornAEZ13,CornAEZ13,1975,BC_AWB,2.5e-06
India,Corn,CornAEZ13,CornAEZ13,1975,BC_AWB,5.1e-06
Pakistan,Corn,CornAEZ13,CornAEZ13,1975,BC_AWB,5e-07
Russia,Corn,CornAEZ13,CornAEZ13,1975,BC_AWB,3.54e-05
South America_Southern,Corn,CornAEZ13,CornAEZ13,1975,BC_AWB,6.6e-06
South Asia,Corn,CornAEZ13,CornAEZ13,1975,BC_AWB,1e-07
Argentina,Corn,CornAEZ13,CornAEZ13,1975,BC_AWB,2.92e-05
USA,Corn,CornAEZ13,CornAEZ13,1975,OC_AWB,3.2e-05
Canada,Corn,CornAEZ13,CornAEZ13,1975,OC_AWB,0.0001055
Central Asia,Corn,CornAEZ13,CornAEZ13,1975,OC_AWB,0.000127
China,Corn,CornAEZ13,CornAEZ13,1975,OC_AWB,0.0001698
EU-15,Corn,CornAEZ13,CornAEZ13,1975,OC_AWB,0
European Free Trade Association,Corn,CornAEZ13,CornAEZ13,1975,OC_AWB,1.2e-05
India,Corn,CornAEZ13,CornAEZ13,1975,OC_AWB,2.46e-05
Pakistan,Corn,CornAEZ13,CornAEZ13,1975,OC_AWB,2.4e-06
Russia,Corn,CornAEZ13,CornAEZ13,1975,OC_AWB,0.0001696
South America_Southern,Corn,CornAEZ13,CornAEZ13,1975,OC_AWB,3.14e-05
South Asia,Corn,CornAEZ13,CornAEZ13,1975,OC_AWB,4e-07
Argentina,Corn,CornAEZ13,CornAEZ13,1975,OC_AWB,0.0001399
USA,FiberCrop,FiberCropAEZ13,FiberCropAEZ13,1975,BC_AWB,6.7e-06
