INPUT_TABLE
Variable ID
InputEmFactUnmgd

region,AgSupplySector,AgSupplySubsector,UnmanagedLandTechnology,year,Non.CO2,emiss.coef
Africa_Eastern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,OC,0
Africa_Northern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,BC,0
Africa_Northern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,OC,0
Africa_Southern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,BC,3.91369434855381e-06
Africa_Southern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,OC,3.23035093152346e-05
Africa_Western,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,BC,2.57683990639585e-05
Africa_Western,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,OC,0.000214764908151856
Australia_NZ,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,BC,9.10188463005713e-05
Australia_NZ,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,OC,0.000751738755981661
Brazil,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,BC,5.15543274831664e-05
Brazil,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,OC,0.000428035680805916
Central America and Caribbean,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,BC,1.58944365106548e-06
Central America and Caribbean,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,OC,1.69613402513375e-05
China,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,BC,7.22140183950169e-06
China,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,OC,9.98095518099052e-05
EU-15,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,BC,0
EU-15,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,OC,0
India,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,BC,2.69442558086237e-05
India,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,OC,0.000256821949462256
Indonesia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,BC,0.000237033402725924
Indonesia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,OC,0.00291743595785171
Mexico,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,BC,6.76050826482478e-05
Mexico,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,OC,0.000641736550006663
South Africa,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,BC,8.33270923161181e-07
South Africa,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,OC,6.87779226920934e-06
South America_Northern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,BC,9.90236286796494e-06
South America_Northern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,OC,8.44149454572653e-05
South America_Southern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,BC,1.09057822039815e-06
South America_Southern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,OC,1.0735719112433e-05
South Asia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,BC,0
South Asia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,OC,0
Southeast Asia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,BC,4.64120738814233e-05
Southeast Asia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,OC,0.000385081609240028
Colombia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,BC,8.01347138098669e-06
Colombia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1975,OC,6.85094131563207e-05
Africa_Eastern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,BC,0
Africa_Eastern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,OC,0
Africa_Northern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,BC,0
Africa_Northern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,OC,0
Africa_Southern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,BC,3.91369434855381e-06
Africa_Southern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,OC,3.23035093152346e-05
Africa_Western,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,BC,2.57683990639585e-05
Africa_Western,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,OC,0.000214764908151856
Australia_NZ,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,BC,9.10188463005713e-05
Australia_NZ,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,OC,0.000751738755981661
Brazil,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,BC,5.15543274831664e-05
Brazil,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,OC,0.000428035680805916
Central America and Caribbean,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,BC,1.58944365106548e-06
Central America and Caribbean,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,OC,1.69613402513375e-05
China,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,BC,7.22140183950169e-06
China,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,OC,9.98095518099052e-05
EU-15,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,BC,0
EU-15,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,OC,0
India,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,BC,2.69442558086237e-05
India,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,OC,0.000256821949462256
Indonesia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,BC,0.000237033402725924
Indonesia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,OC,0.00291743595785171
Mexico,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,BC,6.76050826482478e-05
Mexico,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,OC,0.000641736550006663
South Africa,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,BC,8.33270923161181e-07
South Africa,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,OC,6.87779226920934e-06
South America_Northern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,BC,9.90236286796494e-06
South America_Northern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,OC,8.44149454572653e-05
South America_Southern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,BC,1.09057822039815e-06
South America_Southern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,OC,1.0735719112433e-05
South Asia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,BC,0
South Asia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,OC,0
Southeast Asia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,BC,4.64120738814233e-05
Southeast Asia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,OC,0.000385081609240028
Colombia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,BC,8.01347138098669e-06
Colombia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,1990,OC,6.85094131563207e-05
Africa_Eastern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,BC,0
Africa_Eastern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,OC,0
Africa_Northern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,BC,0
Africa_Northern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,OC,0
Africa_Southern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,BC,3.91369434855381e-06
Africa_Southern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,OC,3.23035093152346e-05
Africa_Western,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,BC,2.57683990639585e-05
Africa_Western,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,OC,0.000214764908151856
Australia_NZ,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,BC,9.10188463005713e-05
Australia_NZ,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,OC,0.000751738755981661
Brazil,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,BC,5.15543274831664e-05
Brazil,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,OC,0.000428035680805916
Central America and Caribbean,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,BC,1.58944365106548e-06
Central America and Caribbean,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,OC,1.69613402513375e-05
China,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,BC,7.22140183950169e-06
China,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,OC,9.98095518099052e-05
EU-15,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,BC,0
EU-15,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,OC,0
India,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,BC,2.69442558086237e-05
India,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,OC,0.000256821949462256
Indonesia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,BC,0.000237033402725924
Indonesia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,OC,0.00291743595785171
Mexico,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,BC,6.76050826482478e-05
Mexico,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,OC,0.000641736550006663
South Africa,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,BC,8.33270923161181e-07
South Africa,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,OC,6.87779226920934e-06
South America_Northern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,BC,9.90236286796494e-06
South America_Northern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,OC,8.44149454572653e-05
South America_Southern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,BC,1.09057822039815e-06
South America_Southern,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,OC,1.0735719112433e-05
South Asia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,BC,0
South Asia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,OC,0
Southeast Asia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,BC,4.64120738814233e-05
Southeast Asia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,OC,0.000385081609240028
Colombia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,BC,8.01347138098669e-06
Colombia,UnmanagedLand,ForestFiresAEZ04,ProtectedForestFiresAEZ04,2005,OC,6.85094131563207e-05
Africa_Eastern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,BC,0
Africa_Eastern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,OC,0
Africa_Southern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,BC,3.91369434855381e-06
Africa_Southern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,OC,3.23035093152346e-05
Africa_Western,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,BC,2.57683990639585e-05
Africa_Western,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,OC,0.000214764908151856
Australia_NZ,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,BC,9.10188463005713e-05
Australia_NZ,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,OC,0.000751738755981661
Brazil,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,BC,5.15543274831664e-05
Brazil,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,OC,0.000428035680805916
Central America and Caribbean,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,BC,1.58944365106548e-06
Central America and Caribbean,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,OC,1.69613402513375e-05
China,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,BC,7.22140183950169e-06
China,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,OC,9.98095518099052e-05
India,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,BC,2.69442558086237e-05
India,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,OC,0.000256821949462256
Indonesia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,BC,0.000237033402725924
Indonesia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,OC,0.00291743595785171
Mexico,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,BC,6.76050826482478e-05
Mexico,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,OC,0.000641736550006663
South Africa,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,BC,8.33270923161181e-07
South Africa,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,OC,6.87779226920934e-06
South America_Northern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,BC,9.90236286796494e-06
South America_Northern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,OC,8.44149454572653e-05
South America_Southern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,BC,1.09057822039815e-06
South America_Southern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,OC,1.0735719112433e-05
South Asia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,BC,0
South Asia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,OC,0
Southeast Asia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,BC,4.64120738814233e-05
Southeast Asia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,OC,0.000385081609240028
Colombia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,BC,8.01347138098669e-06
Colombia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1975,OC,6.85094131563207e-05
Africa_Eastern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,BC,0
Africa_Eastern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,OC,0
Africa_Southern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,BC,3.91369434855381e-06
Africa_Southern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,OC,3.23035093152346e-05
Africa_Western,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,BC,2.57683990639585e-05
Africa_Western,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,OC,0.000214764908151856
Australia_NZ,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,BC,9.10188463005713e-05
Australia_NZ,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,OC,0.000751738755981661
Brazil,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,BC,5.15543274831664e-05
Brazil,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,OC,0.000428035680805916
Central America and Caribbean,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,BC,1.58944365106548e-06
Central America and Caribbean,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,OC,1.69613402513375e-05
China,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,BC,7.22140183950169e-06
China,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,OC,9.98095518099052e-05
India,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,BC,2.69442558086237e-05
India,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,OC,0.000256821949462256
Indonesia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,BC,0.000237033402725924
Indonesia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,OC,0.00291743595785171
Mexico,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,BC,6.76050826482478e-05
Mexico,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,OC,0.000641736550006663
South Africa,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,BC,8.33270923161181e-07
South Africa,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,OC,6.87779226920934e-06
South America_Northern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,BC,9.90236286796494e-06
South America_Northern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,OC,8.44149454572653e-05
South America_Southern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,BC,1.09057822039815e-06
South America_Southern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,OC,1.0735719112433e-05
South Asia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,BC,0
South Asia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,OC,0
Southeast Asia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,BC,4.64120738814233e-05
Southeast Asia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,OC,0.000385081609240028
Colombia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,BC,8.01347138098669e-06
Colombia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,1990,OC,6.85094131563207e-05
Africa_Eastern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,BC,0
Africa_Eastern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,OC,0
Africa_Southern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,BC,3.91369434855381e-06
Africa_Southern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,OC,3.23035093152346e-05
Africa_Western,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,BC,2.57683990639585e-05
Africa_Western,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,OC,0.000214764908151856
Australia_NZ,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,BC,9.10188463005713e-05
Australia_NZ,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,OC,0.000751738755981661
Brazil,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,BC,5.15543274831664e-05
Brazil,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,OC,0.000428035680805916
Central America and Caribbean,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,BC,1.58944365106548e-06
Central America and Caribbean,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,OC,1.69613402513375e-05
China,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,BC,7.22140183950169e-06
China,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,OC,9.98095518099052e-05
India,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,BC,2.69442558086237e-05
India,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,OC,0.000256821949462256
Indonesia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,BC,0.000237033402725924
Indonesia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,OC,0.00291743595785171
Mexico,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,BC,6.76050826482478e-05
Mexico,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,OC,0.000641736550006663
South Africa,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,BC,8.33270923161181e-07
South Africa,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,OC,6.87779226920934e-06
South America_Northern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,BC,9.90236286796494e-06
South America_Northern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,OC,8.44149454572653e-05
South America_Southern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,BC,1.09057822039815e-06
South America_Southern,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,OC,1.0735719112433e-05
South Asia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,BC,0
South Asia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,OC,0
Southeast Asia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,BC,4.64120738814233e-05
Southeast Asia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,OC,0.000385081609240028
Colombia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,BC,8.01347138098669e-06
Colombia,UnmanagedLand,ForestFiresAEZ05,ProtectedForestFiresAEZ05,2005,OC,6.85094131563207e-05
Africa_Eastern,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,BC,0
Africa_Eastern,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,OC,0
Africa_Southern,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,BC,3.91369434855381e-06
Africa_Southern,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,OC,3.23035093152346e-05
Africa_Western,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,BC,2.57683990639585e-05
Africa_Western,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,OC,0.000214764908151856
Australia_NZ,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,BC,9.10188463005713e-05
Australia_NZ,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,OC,0.000751738755981661
Brazil,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,BC,5.15543274831664e-05
Brazil,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,OC,0.000428035680805916
Central America and Caribbean,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,BC,1.58944365106548e-06
Central America and Caribbean,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,OC,1.69613402513375e-05
China,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,BC,7.22140183950169e-06
China,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,OC,9.98095518099052e-05
India,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,BC,2.69442558086237e-05
India,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,OC,0.000256821949462256
Indonesia,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,BC,0.000237033402725924
Indonesia,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,OC,0.00291743595785171
Mexico,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,BC,6.76050826482478e-05
Mexico,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,OC,0.000641736550006663
South Africa,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,BC,8.33270923161181e-07
South Africa,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,OC,6.87779226920934e-06
South America_Northern,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,BC,9.90236286796494e-06
South America_Northern,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,OC,8.44149454572653e-05
South America_Southern,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,BC,1.09057822039815e-06
South America_Southern,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,OC,1.0735719112433e-05
South Asia,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,BC,0
South Asia,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,OC,0
Southeast Asia,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,BC,4.64120738814233e-05
Southeast Asia,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,OC,0.000385081609240028
Colombia,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,BC,8.01347138098669e-06
Colombia,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1975,OC,6.85094131563207e-05
Africa_Eastern,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1990,BC,0
Africa_Eastern,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1990,OC,0
Africa_Southern,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1990,BC,3.91369434855381e-06
Africa_Southern,UnmanagedLand,ForestFiresAEZ06,ProtectedForestFiresAEZ06,1990,OC,3.23035093152346e-05
