INPUT_TABLE
Variable ID
StubTechCoefIndUrb

region,supplysector,subsector,technology,year,minicam.energy.input,coefficient
Africa_Southern,industry,industry,industry,2010,industrial processes,0.0124704574820519
Africa_Western,industry,industry,industry,2010,industrial processes,0.00622810751531816
Australia_NZ,industry,industry,industry,2010,industrial processes,0.00450265120158617
Brazil,industry,industry,industry,2010,industrial processes,0.00168836803550251
Canada,industry,industry,industry,2010,industrial processes,0.00238791115269205
Central America and Caribbean,industry,industry,industry,2010,industrial processes,0.00707157145699174
Central Asia,industry,industry,industry,2010,industrial processes,0.00330110253161885
China,industry,industry,industry,2010,industrial processes,0.000222037293735059
EU-12,industry,industry,industry,2010,industrial processes,0.00370537343731766
EU-15,industry,industry,industry,2010,industrial processes,0.000627166783472482
Europe_Eastern,industry,industry,industry,2010,industrial processes,0.00464332983384796
Europe_Non_EU,industry,industry,industry,2010,industrial processes,0.00502804112341341
European Free Trade Association,industry,industry,industry,2010,industrial processes,0.0106657151779792
India,industry,industry,industry,2010,industrial processes,0.0011001980496048
Indonesia,industry,industry,industry,2010,industrial processes,0.00346707545289818
Japan,industry,industry,industry,2010,industrial processes,0.00133305923023316
Mexico,industry,industry,industry,2010,industrial processes,0.0040672752098883
Middle East,industry,industry,industry,2010,industrial processes,0.0010139299728523
Pakistan,industry,industry,industry,2010,industrial processes,0.0112834237395724
Russia,industry,industry,industry,2010,industrial processes,0.000995530518895039
South Africa,industry,industry,industry,2010,industrial processes,0.00489660709453538
South America_Northern,industry,industry,industry,2010,industrial processes,0.00758963692878094
South America_Southern,industry,industry,industry,2010,industrial processes,0.00854611392966971
South Asia,industry,industry,industry,2010,industrial processes,0.0192974097950502
South Korea,industry,industry,industry,2010,industrial processes,0.0022333480506482
Southeast Asia,industry,industry,industry,2010,industrial processes,0.00147681067099985
Taiwan,industry,industry,industry,2010,industrial processes,0.00461691312591151
Argentina,industry,industry,industry,2010,industrial processes,0.00766878807690415
Colombia,industry,industry,industry,2010,industrial processes,0.022162562224136
USA,industry,industry,industry,2015,industrial processes,0.000494502954981963
Africa_Eastern,industry,industry,industry,2015,industrial processes,0.0117976850744184
Africa_Northern,industry,industry,industry,2015,industrial processes,0.00453074603173284
Africa_Southern,industry,industry,industry,2015,industrial processes,0.0124704574820519
Africa_Western,industry,industry,industry,2015,industrial processes,0.00622810751531816
Australia_NZ,industry,industry,industry,2015,industrial processes,0.00450265120158617
Brazil,industry,industry,industry,2015,industrial processes,0.00168836803550251
Canada,industry,industry,industry,2015,industrial processes,0.00238791115269205
Central America and Caribbean,industry,industry,industry,2015,industrial processes,0.00707157145699174
Central Asia,industry,industry,industry,2015,industrial processes,0.00330110253161885
China,industry,industry,industry,2015,industrial processes,0.000222037293735059
EU-12,industry,industry,industry,2015,industrial processes,0.00370537343731766
EU-15,industry,industry,industry,2015,industrial processes,0.000627166783472482
Europe_Eastern,industry,industry,industry,2015,industrial processes,0.00464332983384796
Europe_Non_EU,industry,industry,industry,2015,industrial processes,0.00502804112341341
European Free Trade Association,industry,industry,industry,2015,industrial processes,0.0106657151779792
India,industry,industry,industry,2015,industrial processes,0.0011001980496048
Indonesia,industry,industry,industry,2015,industrial processes,0.00346707545289818
Japan,industry,industry,industry,2015,industrial processes,0.00133305923023316
Mexico,industry,industry,industry,2015,industrial processes,0.0040672752098883
Middle East,industry,industry,industry,2015,industrial processes,0.0010139299728523
Pakistan,industry,industry,industry,2015,industrial processes,0.0112834237395724
Russia,industry,industry,industry,2015,industrial processes,0.000995530518895039
South Africa,industry,industry,industry,2015,industrial processes,0.00489660709453538
South America_Northern,industry,industry,industry,2015,industrial processes,0.00758963692878094
South America_Southern,industry,industry,industry,2015,industrial processes,0.00854611392966971
South Asia,industry,industry,industry,2015,industrial processes,0.0192974097950502
South Korea,industry,industry,industry,2015,industrial processes,0.0022333480506482
Southeast Asia,industry,industry,industry,2015,industrial processes,0.00147681067099985
Taiwan,industry,industry,industry,2015,industrial processes,0.00461691312591151
Argentina,industry,industry,industry,2015,industrial processes,0.00766878807690415
Colombia,industry,industry,industry,2015,industrial processes,0.022162562224136
USA,industry,industry,industry,2020,industrial processes,0.000494502954981963
Africa_Eastern,industry,industry,industry,2020,industrial processes,0.0117976850744184
Africa_Northern,industry,industry,industry,2020,industrial processes,0.00453074603173284
Africa_Southern,industry,industry,industry,2020,industrial processes,0.0124704574820519
Africa_Western,industry,industry,industry,2020,industrial processes,0.00622810751531816
Australia_NZ,industry,industry,industry,2020,industrial processes,0.00450265120158617
Brazil,industry,industry,industry,2020,industrial processes,0.00168836803550251
Canada,industry,industry,industry,2020,industrial processes,0.00238791115269205
Central America and Caribbean,industry,industry,industry,2020,industrial processes,0.00707157145699174
Central Asia,industry,industry,industry,2020,industrial processes,0.00330110253161885
China,industry,industry,industry,2020,industrial processes,0.000222037293735059
EU-12,industry,industry,industry,2020,industrial processes,0.00370537343731766
EU-15,industry,industry,industry,2020,industrial processes,0.000627166783472482
Europe_Eastern,industry,industry,industry,2020,industrial processes,0.00464332983384796
Europe_Non_EU,industry,industry,industry,2020,industrial processes,0.00502804112341341
European Free Trade Association,industry,industry,industry,2020,industrial processes,0.0106657151779792
India,industry,industry,industry,2020,industrial processes,0.0011001980496048
Indonesia,industry,industry,industry,2020,industrial processes,0.00346707545289818
Japan,industry,industry,industry,2020,industrial processes,0.00133305923023316
Mexico,industry,industry,industry,2020,industrial processes,0.0040672752098883
Middle East,industry,industry,industry,2020,industrial processes,0.0010139299728523
Pakistan,industry,industry,industry,2020,industrial processes,0.0112834237395724
Russia,industry,industry,industry,2020,industrial processes,0.000995530518895039
South Africa,industry,industry,industry,2020,industrial processes,0.00489660709453538
South America_Northern,industry,industry,industry,2020,industrial processes,0.00758963692878094
South America_Southern,industry,industry,industry,2020,industrial processes,0.00854611392966971
South Asia,industry,industry,industry,2020,industrial processes,0.0192974097950502
South Korea,industry,industry,industry,2020,industrial processes,0.0022333480506482
Southeast Asia,industry,industry,industry,2020,industrial processes,0.00147681067099985
Taiwan,industry,industry,industry,2020,industrial processes,0.00461691312591151
Argentina,industry,industry,industry,2020,industrial processes,0.00766878807690415
Colombia,industry,industry,industry,2020,industrial processes,0.022162562224136
USA,industry,industry,industry,2025,industrial processes,0.000494502954981963
Africa_Eastern,industry,industry,industry,2025,industrial processes,0.0117976850744184
Africa_Northern,industry,industry,industry,2025,industrial processes,0.00453074603173284
Africa_Southern,industry,industry,industry,2025,industrial processes,0.0124704574820519
Africa_Western,industry,industry,industry,2025,industrial processes,0.00622810751531816
Australia_NZ,industry,industry,industry,2025,industrial processes,0.00450265120158617
Brazil,industry,industry,industry,2025,industrial processes,0.00168836803550251
Canada,industry,industry,industry,2025,industrial processes,0.00238791115269205
Central America and Caribbean,industry,industry,industry,2025,industrial processes,0.00707157145699174
Central Asia,industry,industry,industry,2025,industrial processes,0.00330110253161885
China,industry,industry,industry,2025,industrial processes,0.000222037293735059
EU-12,industry,industry,industry,2025,industrial processes,0.00370537343731766
EU-15,industry,industry,industry,2025,industrial processes,0.000627166783472482
Europe_Eastern,industry,industry,industry,2025,industrial processes,0.00464332983384796
Europe_Non_EU,industry,industry,industry,2025,industrial processes,0.00502804112341341
European Free Trade Association,industry,industry,industry,2025,industrial processes,0.0106657151779792
India,industry,industry,industry,2025,industrial processes,0.0011001980496048
Indonesia,industry,industry,industry,2025,industrial processes,0.00346707545289818
Japan,industry,industry,industry,2025,industrial processes,0.00133305923023316
Mexico,industry,industry,industry,2025,industrial processes,0.0040672752098883
Middle East,industry,industry,industry,2025,industrial processes,0.0010139299728523
Pakistan,industry,industry,industry,2025,industrial processes,0.0112834237395724
Russia,industry,industry,industry,2025,industrial processes,0.000995530518895039
South Africa,industry,industry,industry,2025,industrial processes,0.00489660709453538
South America_Northern,industry,industry,industry,2025,industrial processes,0.00758963692878094
South America_Southern,industry,industry,industry,2025,industrial processes,0.00854611392966971
South Asia,industry,industry,industry,2025,industrial processes,0.0192974097950502
South Korea,industry,industry,industry,2025,industrial processes,0.0022333480506482
Southeast Asia,industry,industry,industry,2025,industrial processes,0.00147681067099985
Taiwan,industry,industry,industry,2025,industrial processes,0.00461691312591151
Argentina,industry,industry,industry,2025,industrial processes,0.00766878807690415
Colombia,industry,industry,industry,2025,industrial processes,0.022162562224136
USA,industry,industry,industry,2030,industrial processes,0.000494502954981963
Africa_Eastern,industry,industry,industry,2030,industrial processes,0.0117976850744184
Africa_Northern,industry,industry,industry,2030,industrial processes,0.00453074603173284
Africa_Southern,industry,industry,industry,2030,industrial processes,0.0124704574820519
Africa_Western,industry,industry,industry,2030,industrial processes,0.00622810751531816
Australia_NZ,industry,industry,industry,2030,industrial processes,0.00450265120158617
Brazil,industry,industry,industry,2030,industrial processes,0.00168836803550251
Canada,industry,industry,industry,2030,industrial processes,0.00238791115269205
Central America and Caribbean,industry,industry,industry,2030,industrial processes,0.00707157145699174
Central Asia,industry,industry,industry,2030,industrial processes,0.00330110253161885
China,industry,industry,industry,2030,industrial processes,0.000222037293735059
EU-12,industry,industry,industry,2030,industrial processes,0.00370537343731766
EU-15,industry,industry,industry,2030,industrial processes,0.000627166783472482
Europe_Eastern,industry,industry,industry,2030,industrial processes,0.00464332983384796
Europe_Non_EU,industry,industry,industry,2030,industrial processes,0.00502804112341341
European Free Trade Association,industry,industry,industry,2030,industrial processes,0.0106657151779792
India,industry,industry,industry,2030,industrial processes,0.0011001980496048
Indonesia,industry,industry,industry,2030,industrial processes,0.00346707545289818
Japan,industry,industry,industry,2030,industrial processes,0.00133305923023316
Mexico,industry,industry,industry,2030,industrial processes,0.0040672752098883
Middle East,industry,industry,industry,2030,industrial processes,0.0010139299728523
Pakistan,industry,industry,industry,2030,industrial processes,0.0112834237395724
Russia,industry,industry,industry,2030,industrial processes,0.000995530518895039
South Africa,industry,industry,industry,2030,industrial processes,0.00489660709453538
South America_Northern,industry,industry,industry,2030,industrial processes,0.00758963692878094
South America_Southern,industry,industry,industry,2030,industrial processes,0.00854611392966971
South Asia,industry,industry,industry,2030,industrial processes,0.0192974097950502
South Korea,industry,industry,industry,2030,industrial processes,0.0022333480506482
Southeast Asia,industry,industry,industry,2030,industrial processes,0.00147681067099985
Taiwan,industry,industry,industry,2030,industrial processes,0.00461691312591151
Argentina,industry,industry,industry,2030,industrial processes,0.00766878807690415
Colombia,industry,industry,industry,2030,industrial processes,0.022162562224136
USA,industry,industry,industry,2035,industrial processes,0.000494502954981963
Africa_Eastern,industry,industry,industry,2035,industrial processes,0.0117976850744184
Africa_Northern,industry,industry,industry,2035,industrial processes,0.00453074603173284
Africa_Southern,industry,industry,industry,2035,industrial processes,0.0124704574820519
Africa_Western,industry,industry,industry,2035,industrial processes,0.00622810751531816
Australia_NZ,industry,industry,industry,2035,industrial processes,0.00450265120158617
Brazil,industry,industry,industry,2035,industrial processes,0.00168836803550251
Canada,industry,industry,industry,2035,industrial processes,0.00238791115269205
Central America and Caribbean,industry,industry,industry,2035,industrial processes,0.00707157145699174
Central Asia,industry,industry,industry,2035,industrial processes,0.00330110253161885
China,industry,industry,industry,2035,industrial processes,0.000222037293735059
EU-12,industry,industry,industry,2035,industrial processes,0.00370537343731766
EU-15,industry,industry,industry,2035,industrial processes,0.000627166783472482
Europe_Eastern,industry,industry,industry,2035,industrial processes,0.00464332983384796
Europe_Non_EU,industry,industry,industry,2035,industrial processes,0.00502804112341341
European Free Trade Association,industry,industry,industry,2035,industrial processes,0.0106657151779792
India,industry,industry,industry,2035,industrial processes,0.0011001980496048
Indonesia,industry,industry,industry,2035,industrial processes,0.00346707545289818
Japan,industry,industry,industry,2035,industrial processes,0.00133305923023316
Mexico,industry,industry,industry,2035,industrial processes,0.0040672752098883
Middle East,industry,industry,industry,2035,industrial processes,0.0010139299728523
Pakistan,industry,industry,industry,2035,industrial processes,0.0112834237395724
Russia,industry,industry,industry,2035,industrial processes,0.000995530518895039
South Africa,industry,industry,industry,2035,industrial processes,0.00489660709453538
South America_Northern,industry,industry,industry,2035,industrial processes,0.00758963692878094
South America_Southern,industry,industry,industry,2035,industrial processes,0.00854611392966971
South Asia,industry,industry,industry,2035,industrial processes,0.0192974097950502
South Korea,industry,industry,industry,2035,industrial processes,0.0022333480506482
Southeast Asia,industry,industry,industry,2035,industrial processes,0.00147681067099985
Taiwan,industry,industry,industry,2035,industrial processes,0.00461691312591151
Argentina,industry,industry,industry,2035,industrial processes,0.00766878807690415
Colombia,industry,industry,industry,2035,industrial processes,0.022162562224136
USA,industry,industry,industry,2040,industrial processes,0.000494502954981963
Africa_Eastern,industry,industry,industry,2040,industrial processes,0.0117976850744184
Africa_Northern,industry,industry,industry,2040,industrial processes,0.00453074603173284
Africa_Southern,industry,industry,industry,2040,industrial processes,0.0124704574820519
Africa_Western,industry,industry,industry,2040,industrial processes,0.00622810751531816
Australia_NZ,industry,industry,industry,2040,industrial processes,0.00450265120158617
Brazil,industry,industry,industry,2040,industrial processes,0.00168836803550251
Canada,industry,industry,industry,2040,industrial processes,0.00238791115269205
Central America and Caribbean,industry,industry,industry,2040,industrial processes,0.00707157145699174
Central Asia,industry,industry,industry,2040,industrial processes,0.00330110253161885
China,industry,industry,industry,2040,industrial processes,0.000222037293735059
EU-12,industry,industry,industry,2040,industrial processes,0.00370537343731766
EU-15,industry,industry,industry,2040,industrial processes,0.000627166783472482
Europe_Eastern,industry,industry,industry,2040,industrial processes,0.00464332983384796
Europe_Non_EU,industry,industry,industry,2040,industrial processes,0.00502804112341341
European Free Trade Association,industry,industry,industry,2040,industrial processes,0.0106657151779792
India,industry,industry,industry,2040,industrial processes,0.0011001980496048
Indonesia,industry,industry,industry,2040,industrial processes,0.00346707545289818
Japan,industry,industry,industry,2040,industrial processes,0.00133305923023316
Mexico,industry,industry,industry,2040,industrial processes,0.0040672752098883
Middle East,industry,industry,industry,2040,industrial processes,0.0010139299728523
Pakistan,industry,industry,industry,2040,industrial processes,0.0112834237395724
Russia,industry,industry,industry,2040,industrial processes,0.000995530518895039
South Africa,industry,industry,industry,2040,industrial processes,0.00489660709453538
South America_Northern,industry,industry,industry,2040,industrial processes,0.00758963692878094
South America_Southern,industry,industry,industry,2040,industrial processes,0.00854611392966971
South Asia,industry,industry,industry,2040,industrial processes,0.0192974097950502
South Korea,industry,industry,industry,2040,industrial processes,0.0022333480506482
Southeast Asia,industry,industry,industry,2040,industrial processes,0.00147681067099985
Taiwan,industry,industry,industry,2040,industrial processes,0.00461691312591151
Argentina,industry,industry,industry,2040,industrial processes,0.00766878807690415
Colombia,industry,industry,industry,2040,industrial processes,0.022162562224136
USA,industry,industry,industry,2045,industrial processes,0.000494502954981963
Africa_Eastern,industry,industry,industry,2045,industrial processes,0.0117976850744184
Africa_Northern,industry,industry,industry,2045,industrial processes,0.00453074603173284
Africa_Southern,industry,industry,industry,2045,industrial processes,0.0124704574820519
Africa_Western,industry,industry,industry,2045,industrial processes,0.00622810751531816
Australia_NZ,industry,industry,industry,2045,industrial processes,0.00450265120158617
Brazil,industry,industry,industry,2045,industrial processes,0.00168836803550251
Canada,industry,industry,industry,2045,industrial processes,0.00238791115269205
Central America and Caribbean,industry,industry,industry,2045,industrial processes,0.00707157145699174
Central Asia,industry,industry,industry,2045,industrial processes,0.00330110253161885
China,industry,industry,industry,2045,industrial processes,0.000222037293735059
EU-12,industry,industry,industry,2045,industrial processes,0.00370537343731766
EU-15,industry,industry,industry,2045,industrial processes,0.000627166783472482
Europe_Eastern,industry,industry,industry,2045,industrial processes,0.00464332983384796
Europe_Non_EU,industry,industry,industry,2045,industrial processes,0.00502804112341341
European Free Trade Association,industry,industry,industry,2045,industrial processes,0.0106657151779792
India,industry,industry,industry,2045,industrial processes,0.0011001980496048
Indonesia,industry,industry,industry,2045,industrial processes,0.00346707545289818
Japan,industry,industry,industry,2045,industrial processes,0.00133305923023316
Mexico,industry,industry,industry,2045,industrial processes,0.0040672752098883
Middle East,industry,industry,industry,2045,industrial processes,0.0010139299728523
Pakistan,industry,industry,industry,2045,industrial processes,0.0112834237395724
Russia,industry,industry,industry,2045,industrial processes,0.000995530518895039
South Africa,industry,industry,industry,2045,industrial processes,0.00489660709453538
South America_Northern,industry,industry,industry,2045,industrial processes,0.00758963692878094
South America_Southern,industry,industry,industry,2045,industrial processes,0.00854611392966971
South Asia,industry,industry,industry,2045,industrial processes,0.0192974097950502
South Korea,industry,industry,industry,2045,industrial processes,0.0022333480506482
Southeast Asia,industry,industry,industry,2045,industrial processes,0.00147681067099985
Taiwan,industry,industry,industry,2045,industrial processes,0.00461691312591151
Argentina,industry,industry,industry,2045,industrial processes,0.00766878807690415
Colombia,industry,industry,industry,2045,industrial processes,0.022162562224136
USA,industry,industry,industry,2050,industrial processes,0.000494502954981963
Africa_Eastern,industry,industry,industry,2050,industrial processes,0.0117976850744184
Africa_Northern,industry,industry,industry,2050,industrial processes,0.00453074603173284
Africa_Southern,industry,industry,industry,2050,industrial processes,0.0124704574820519
Africa_Western,industry,industry,industry,2050,industrial processes,0.00622810751531816
Australia_NZ,industry,industry,industry,2050,industrial processes,0.00450265120158617
Brazil,industry,industry,industry,2050,industrial processes,0.00168836803550251
Canada,industry,industry,industry,2050,industrial processes,0.00238791115269205
Central America and Caribbean,industry,industry,industry,2050,industrial processes,0.00707157145699174
Central Asia,industry,industry,industry,2050,industrial processes,0.00330110253161885
China,industry,industry,industry,2050,industrial processes,0.000222037293735059
EU-12,industry,industry,industry,2050,industrial processes,0.00370537343731766
EU-15,industry,industry,industry,2050,industrial processes,0.000627166783472482
Europe_Eastern,industry,industry,industry,2050,industrial processes,0.00464332983384796
Europe_Non_EU,industry,industry,industry,2050,industrial processes,0.00502804112341341
European Free Trade Association,industry,industry,industry,2050,industrial processes,0.0106657151779792
India,industry,industry,industry,2050,industrial processes,0.0011001980496048
Indonesia,industry,industry,industry,2050,industrial processes,0.00346707545289818
Japan,industry,industry,industry,2050,industrial processes,0.00133305923023316
Mexico,industry,industry,industry,2050,industrial processes,0.0040672752098883
Middle East,industry,industry,industry,2050,industrial processes,0.0010139299728523
Pakistan,industry,industry,industry,2050,industrial processes,0.0112834237395724
Russia,industry,industry,industry,2050,industrial processes,0.000995530518895039
South Africa,industry,industry,industry,2050,industrial processes,0.00489660709453538
South America_Northern,industry,industry,industry,2050,industrial processes,0.00758963692878094
South America_Southern,industry,industry,industry,2050,industrial processes,0.00854611392966971
South Asia,industry,industry,industry,2050,industrial processes,0.0192974097950502
South Korea,industry,industry,industry,2050,industrial processes,0.0022333480506482
Southeast Asia,industry,industry,industry,2050,industrial processes,0.00147681067099985
Taiwan,industry,industry,industry,2050,industrial processes,0.00461691312591151
Argentina,industry,industry,industry,2050,industrial processes,0.00766878807690415
Colombia,industry,industry,industry,2050,industrial processes,0.022162562224136
USA,industry,industry,industry,2055,industrial processes,0.000494502954981963
Africa_Eastern,industry,industry,industry,2055,industrial processes,0.0117976850744184
Africa_Northern,industry,industry,industry,2055,industrial processes,0.00453074603173284
Africa_Southern,industry,industry,industry,2055,industrial processes,0.0124704574820519
Africa_Western,industry,industry,industry,2055,industrial processes,0.00622810751531816
Australia_NZ,industry,industry,industry,2055,industrial processes,0.00450265120158617
Brazil,industry,industry,industry,2055,industrial processes,0.00168836803550251
Canada,industry,industry,industry,2055,industrial processes,0.00238791115269205
Central America and Caribbean,industry,industry,industry,2055,industrial processes,0.00707157145699174
Central Asia,industry,industry,industry,2055,industrial processes,0.00330110253161885
China,industry,industry,industry,2055,industrial processes,0.000222037293735059
EU-12,industry,industry,industry,2055,industrial processes,0.00370537343731766
EU-15,industry,industry,industry,2055,industrial processes,0.000627166783472482
Europe_Eastern,industry,industry,industry,2055,industrial processes,0.00464332983384796
Europe_Non_EU,industry,industry,industry,2055,industrial processes,0.00502804112341341
European Free Trade Association,industry,industry,industry,2055,industrial processes,0.0106657151779792
India,industry,industry,industry,2055,industrial processes,0.0011001980496048
Indonesia,industry,industry,industry,2055,industrial processes,0.00346707545289818
Japan,industry,industry,industry,2055,industrial processes,0.00133305923023316
Mexico,industry,industry,industry,2055,industrial processes,0.0040672752098883
Middle East,industry,industry,industry,2055,industrial processes,0.0010139299728523
Pakistan,industry,industry,industry,2055,industrial processes,0.0112834237395724
Russia,industry,industry,industry,2055,industrial processes,0.000995530518895039
South Africa,industry,industry,industry,2055,industrial processes,0.00489660709453538
South America_Northern,industry,industry,industry,2055,industrial processes,0.00758963692878094
South America_Southern,industry,industry,industry,2055,industrial processes,0.00854611392966971
South Asia,industry,industry,industry,2055,industrial processes,0.0192974097950502
South Korea,industry,industry,industry,2055,industrial processes,0.0022333480506482
Southeast Asia,industry,industry,industry,2055,industrial processes,0.00147681067099985
Taiwan,industry,industry,industry,2055,industrial processes,0.00461691312591151
Argentina,industry,industry,industry,2055,industrial processes,0.00766878807690415
Colombia,industry,industry,industry,2055,industrial processes,0.022162562224136
USA,industry,industry,industry,2060,industrial processes,0.000494502954981963
Africa_Eastern,industry,industry,industry,2060,industrial processes,0.0117976850744184
Africa_Northern,industry,industry,industry,2060,industrial processes,0.00453074603173284
Africa_Southern,industry,industry,industry,2060,industrial processes,0.0124704574820519
