INPUT_TABLE
Variable ID
AgMAC

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,year,Non.CO2,name,tax,mac.reduction
Africa_Eastern,FodderGrass,FodderGrassAEZ11,FodderGrassAEZ11,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,FodderGrass,FodderGrassAEZ12,FodderGrassAEZ12,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,FodderHerb,FodderHerbAEZ04,FodderHerbAEZ04,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,FodderHerb,FodderHerbAEZ05,FodderHerbAEZ05,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,FodderHerb,FodderHerbAEZ06,FodderHerbAEZ06,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,FodderHerb,FodderHerbAEZ08,FodderHerbAEZ08,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,FodderHerb,FodderHerbAEZ09,FodderHerbAEZ09,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,FodderHerb,FodderHerbAEZ11,FodderHerbAEZ11,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,FodderHerb,FodderHerbAEZ12,FodderHerbAEZ12,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,MiscCrop,MiscCropAEZ03,MiscCropAEZ03,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,MiscCrop,MiscCropAEZ04,MiscCropAEZ04,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,MiscCrop,MiscCropAEZ05,MiscCropAEZ05,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,MiscCrop,MiscCropAEZ06,MiscCropAEZ06,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,MiscCrop,MiscCropAEZ07,MiscCropAEZ07,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,MiscCrop,MiscCropAEZ08,MiscCropAEZ08,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,MiscCrop,MiscCropAEZ09,MiscCropAEZ09,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,MiscCrop,MiscCropAEZ10,MiscCropAEZ10,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,MiscCrop,MiscCropAEZ11,MiscCropAEZ11,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,MiscCrop,MiscCropAEZ12,MiscCropAEZ12,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OilCrop,OilCropAEZ01,OilCropAEZ01,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OilCrop,OilCropAEZ02,OilCropAEZ02,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OilCrop,OilCropAEZ03,OilCropAEZ03,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OilCrop,OilCropAEZ04,OilCropAEZ04,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OilCrop,OilCropAEZ05,OilCropAEZ05,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OilCrop,OilCropAEZ06,OilCropAEZ06,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OilCrop,OilCropAEZ07,OilCropAEZ07,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OilCrop,OilCropAEZ08,OilCropAEZ08,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OilCrop,OilCropAEZ09,OilCropAEZ09,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OilCrop,OilCropAEZ10,OilCropAEZ10,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OilCrop,OilCropAEZ11,OilCropAEZ11,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OilCrop,OilCropAEZ12,OilCropAEZ12,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OtherGrain,OtherGrainAEZ03,OtherGrainAEZ03,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OtherGrain,OtherGrainAEZ04,OtherGrainAEZ04,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OtherGrain,OtherGrainAEZ05,OtherGrainAEZ05,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OtherGrain,OtherGrainAEZ06,OtherGrainAEZ06,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OtherGrain,OtherGrainAEZ08,OtherGrainAEZ08,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OtherGrain,OtherGrainAEZ09,OtherGrainAEZ09,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OtherGrain,OtherGrainAEZ11,OtherGrainAEZ11,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,OtherGrain,OtherGrainAEZ12,OtherGrainAEZ12,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,PalmFruit,PalmFruitAEZ03,PalmFruitAEZ03,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,PalmFruit,PalmFruitAEZ04,PalmFruitAEZ04,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,PalmFruit,PalmFruitAEZ05,PalmFruitAEZ05,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,PalmFruit,PalmFruitAEZ06,PalmFruitAEZ06,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,PalmFruit,PalmFruitAEZ08,PalmFruitAEZ08,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,PalmFruit,PalmFruitAEZ09,PalmFruitAEZ09,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,PalmFruit,PalmFruitAEZ11,PalmFruitAEZ11,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Rice,RiceAEZ01,RiceAEZ01,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Rice,RiceAEZ02,RiceAEZ02,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Rice,RiceAEZ03,RiceAEZ03,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Rice,RiceAEZ04,RiceAEZ04,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Rice,RiceAEZ05,RiceAEZ05,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Rice,RiceAEZ06,RiceAEZ06,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Rice,RiceAEZ07,RiceAEZ07,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Rice,RiceAEZ08,RiceAEZ08,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Rice,RiceAEZ09,RiceAEZ09,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Rice,RiceAEZ10,RiceAEZ10,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Rice,RiceAEZ11,RiceAEZ11,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Rice,RiceAEZ12,RiceAEZ12,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Root_Tuber,Root_TuberAEZ03,Root_TuberAEZ03,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Root_Tuber,Root_TuberAEZ04,Root_TuberAEZ04,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Root_Tuber,Root_TuberAEZ05,Root_TuberAEZ05,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Root_Tuber,Root_TuberAEZ07,Root_TuberAEZ07,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Root_Tuber,Root_TuberAEZ08,Root_TuberAEZ08,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Root_Tuber,Root_TuberAEZ09,Root_TuberAEZ09,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Root_Tuber,Root_TuberAEZ11,Root_TuberAEZ11,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,SugarCrop,SugarCropAEZ02,SugarCropAEZ02,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,SugarCrop,SugarCropAEZ03,SugarCropAEZ03,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,SugarCrop,SugarCropAEZ04,SugarCropAEZ04,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,SugarCrop,SugarCropAEZ05,SugarCropAEZ05,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,SugarCrop,SugarCropAEZ06,SugarCropAEZ06,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,SugarCrop,SugarCropAEZ07,SugarCropAEZ07,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,SugarCrop,SugarCropAEZ08,SugarCropAEZ08,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,SugarCrop,SugarCropAEZ09,SugarCropAEZ09,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,SugarCrop,SugarCropAEZ10,SugarCropAEZ10,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,SugarCrop,SugarCropAEZ11,SugarCropAEZ11,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,SugarCrop,SugarCropAEZ12,SugarCropAEZ12,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Wheat,WheatAEZ01,WheatAEZ01,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Wheat,WheatAEZ02,WheatAEZ02,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Wheat,WheatAEZ03,WheatAEZ03,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Wheat,WheatAEZ04,WheatAEZ04,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Wheat,WheatAEZ05,WheatAEZ05,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Wheat,WheatAEZ06,WheatAEZ06,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Wheat,WheatAEZ07,WheatAEZ07,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Wheat,WheatAEZ08,WheatAEZ08,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Wheat,WheatAEZ09,WheatAEZ09,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Wheat,WheatAEZ10,WheatAEZ10,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Wheat,WheatAEZ11,WheatAEZ11,2005,N2O_AGR,N2O,-30,0.03
Africa_Eastern,Wheat,WheatAEZ12,WheatAEZ12,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,biomass,biomassAEZ01,biomassAEZ01,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,biomass,biomassAEZ02,biomassAEZ02,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,biomass,biomassAEZ03,biomassAEZ03,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,biomass,biomassAEZ04,biomassAEZ04,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,biomass,biomassAEZ07,biomassAEZ07,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,biomass,biomassAEZ08,biomassAEZ08,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,biomass,biomassAEZ09,biomassAEZ09,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,biomass,biomassAEZ10,biomassAEZ10,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,Corn,CornAEZ01,CornAEZ01,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,Corn,CornAEZ02,CornAEZ02,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,Corn,CornAEZ03,CornAEZ03,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,Corn,CornAEZ04,CornAEZ04,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,Corn,CornAEZ07,CornAEZ07,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,Corn,CornAEZ08,CornAEZ08,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,Corn,CornAEZ09,CornAEZ09,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,Corn,CornAEZ10,CornAEZ10,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FiberCrop,FiberCropAEZ03,FiberCropAEZ03,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FiberCrop,FiberCropAEZ04,FiberCropAEZ04,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FiberCrop,FiberCropAEZ07,FiberCropAEZ07,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FiberCrop,FiberCropAEZ08,FiberCropAEZ08,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FiberCrop,FiberCropAEZ09,FiberCropAEZ09,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FiberCrop,FiberCropAEZ10,FiberCropAEZ10,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FodderGrass,FodderGrassAEZ03,FodderGrassAEZ03,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FodderGrass,FodderGrassAEZ04,FodderGrassAEZ04,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FodderGrass,FodderGrassAEZ07,FodderGrassAEZ07,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FodderGrass,FodderGrassAEZ08,FodderGrassAEZ08,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FodderGrass,FodderGrassAEZ09,FodderGrassAEZ09,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FodderGrass,FodderGrassAEZ10,FodderGrassAEZ10,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FodderHerb,FodderHerbAEZ03,FodderHerbAEZ03,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FodderHerb,FodderHerbAEZ04,FodderHerbAEZ04,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FodderHerb,FodderHerbAEZ07,FodderHerbAEZ07,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FodderHerb,FodderHerbAEZ08,FodderHerbAEZ08,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FodderHerb,FodderHerbAEZ09,FodderHerbAEZ09,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,FodderHerb,FodderHerbAEZ10,FodderHerbAEZ10,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,MiscCrop,MiscCropAEZ03,MiscCropAEZ03,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,MiscCrop,MiscCropAEZ04,MiscCropAEZ04,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,MiscCrop,MiscCropAEZ07,MiscCropAEZ07,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,MiscCrop,MiscCropAEZ08,MiscCropAEZ08,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,MiscCrop,MiscCropAEZ09,MiscCropAEZ09,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,MiscCrop,MiscCropAEZ10,MiscCropAEZ10,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,OilCrop,OilCropAEZ01,OilCropAEZ01,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,OilCrop,OilCropAEZ02,OilCropAEZ02,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,OilCrop,OilCropAEZ03,OilCropAEZ03,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,OilCrop,OilCropAEZ04,OilCropAEZ04,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,OilCrop,OilCropAEZ07,OilCropAEZ07,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,OilCrop,OilCropAEZ08,OilCropAEZ08,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,OilCrop,OilCropAEZ09,OilCropAEZ09,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,OilCrop,OilCropAEZ10,OilCropAEZ10,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,OtherGrain,OtherGrainAEZ03,OtherGrainAEZ03,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,OtherGrain,OtherGrainAEZ04,OtherGrainAEZ04,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,OtherGrain,OtherGrainAEZ07,OtherGrainAEZ07,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,OtherGrain,OtherGrainAEZ08,OtherGrainAEZ08,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,OtherGrain,OtherGrainAEZ09,OtherGrainAEZ09,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,OtherGrain,OtherGrainAEZ10,OtherGrainAEZ10,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,PalmFruit,PalmFruitAEZ03,PalmFruitAEZ03,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,PalmFruit,PalmFruitAEZ04,PalmFruitAEZ04,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,PalmFruit,PalmFruitAEZ07,PalmFruitAEZ07,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,PalmFruit,PalmFruitAEZ08,PalmFruitAEZ08,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,PalmFruit,PalmFruitAEZ09,PalmFruitAEZ09,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,Rice,RiceAEZ01,RiceAEZ01,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,Rice,RiceAEZ02,RiceAEZ02,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,Rice,RiceAEZ03,RiceAEZ03,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,Rice,RiceAEZ04,RiceAEZ04,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,Rice,RiceAEZ07,RiceAEZ07,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,Rice,RiceAEZ08,RiceAEZ08,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,Rice,RiceAEZ09,RiceAEZ09,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,Rice,RiceAEZ10,RiceAEZ10,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,2005,N2O_AGR,N2O,-30,0.03
Africa_Northern,Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,2005,N2O_AGR,N2O,-30,0.03
