# File: en_chemical.csv
# Title: chemical energy use by region
# Units: ktoe
# Description: Regional chemical energy consumption
# Source: IEA
# Column types: ccicnic
# ----------
region,flow,GCAM_region_ID,fuel,value,year,unit
Canada,CHEMICAL,8,refined liquids,1368,1973,ktoe
Canada,CHEMICAL,8,refined liquids,1189,1974,ktoe
Canada,CHEMICAL,8,refined liquids,940,1975,ktoe
Canada,CHEMICAL,8,refined liquids,1205,1976,ktoe
Canada,CHEMICAL,8,refined liquids,1260,1977,ktoe
Canada,CHEMICAL,8,refined liquids,935,1978,ktoe
Canada,CHEMICAL,8,refined liquids,601,1979,ktoe
Canada,CHEMICAL,8,refined liquids,542,1980,ktoe
Canada,CHEMICAL,8,refined liquids,526,1981,ktoe
Canada,CHEMICAL,8,refined liquids,401,1982,ktoe
Canada,CHEMICAL,8,refined liquids,247,1983,ktoe
Canada,CHEMICAL,8,refined liquids,232,1984,ktoe
Canada,CHEMICAL,8,refined liquids,149,1985,ktoe
Canada,CHEMICAL,8,refined liquids,292,1986,ktoe
Canada,CHEMICAL,8,refined liquids,344,1987,ktoe
Canada,CHEMICAL,8,refined liquids,372,1988,ktoe
Canada,CHEMICAL,8,refined liquids,286,1989,ktoe
Canada,CHEMICAL,8,refined liquids,110,1990,ktoe
Canada,CHEMICAL,8,refined liquids,91,1991,ktoe
Canada,CHEMICAL,8,refined liquids,93,1992,ktoe
Canada,CHEMICAL,8,refined liquids,133,1993,ktoe
Canada,CHEMICAL,8,refined liquids,167,1994,ktoe
Canada,CHEMICAL,8,refined liquids,128,1995,ktoe
Canada,CHEMICAL,8,refined liquids,130,1996,ktoe
Canada,CHEMICAL,8,refined liquids,164,1997,ktoe
Canada,CHEMICAL,8,refined liquids,157,1998,ktoe
Canada,CHEMICAL,8,refined liquids,176,1999,ktoe
Canada,CHEMICAL,8,refined liquids,89,2000,ktoe
Canada,CHEMICAL,8,refined liquids,136,2001,ktoe
Canada,CHEMICAL,8,refined liquids,26,2002,ktoe
Canada,CHEMICAL,8,refined liquids,81,2003,ktoe
Canada,CHEMICAL,8,refined liquids,106,2004,ktoe
Canada,CHEMICAL,8,refined liquids,72,2005,ktoe
Canada,CHEMICAL,8,refined liquids,49,2006,ktoe
Canada,CHEMICAL,8,refined liquids,32,2007,ktoe
Canada,CHEMICAL,8,refined liquids,3,2008,ktoe
Canada,CHEMICAL,8,refined liquids,2,2009,ktoe
Canada,CHEMICAL,8,refined liquids,3,2014,ktoe
Canada,NECHEM,8,gas,1440,1976,ktoe
Canada,NECHEM,8,gas,1754,1977,ktoe
Canada,NECHEM,8,gas,1911,1978,ktoe
Canada,NECHEM,8,gas,1937,1979,ktoe
Canada,NECHEM,8,gas,2333,1980,ktoe
Canada,NECHEM,8,gas,2173,1981,ktoe
Canada,NECHEM,8,gas,2393,1982,ktoe
Canada,NECHEM,8,gas,3206,1983,ktoe
Canada,NECHEM,8,gas,3706,1984,ktoe
Canada,NECHEM,8,gas,3758,1985,ktoe
Canada,NECHEM,8,gas,3187,1986,ktoe
Canada,NECHEM,8,gas,3218,1987,ktoe
Canada,NECHEM,8,gas,3624,1988,ktoe
Canada,NECHEM,8,gas,3614,1989,ktoe
Canada,NECHEM,8,gas,3382,1990,ktoe
Canada,NECHEM,8,gas,3773,1991,ktoe
Canada,NECHEM,8,gas,3591,1992,ktoe
Canada,NECHEM,8,gas,4025,1993,ktoe
Canada,NECHEM,8,gas,4175,1994,ktoe
Canada,NECHEM,8,gas,4146,1995,ktoe
Canada,NECHEM,8,gas,4245,1996,ktoe
Canada,NECHEM,8,gas,4487,1997,ktoe
Canada,NECHEM,8,gas,4332,1998,ktoe
Canada,NECHEM,8,gas,4417,1999,ktoe
Canada,NECHEM,8,gas,4086,2000,ktoe
Canada,NECHEM,8,gas,3433,2001,ktoe
Canada,NECHEM,8,gas,3199,2002,ktoe
Canada,NECHEM,8,gas,3344,2003,ktoe
Canada,NECHEM,8,gas,3545,2004,ktoe
Canada,NECHEM,8,gas,3303,2005,ktoe
Canada,NECHEM,8,gas,3383,2006,ktoe
Canada,NECHEM,8,gas,3366,2007,ktoe
Canada,NECHEM,8,gas,2693,2008,ktoe
Canada,NECHEM,8,gas,2972,2009,ktoe
Canada,NECHEM,8,gas,2984,2010,ktoe
Canada,NECHEM,8,gas,3402,2011,ktoe
Canada,NECHEM,8,gas,3474,2012,ktoe
Canada,NECHEM,8,gas,3155,2013,ktoe
Canada,NECHEM,8,gas,2647,2014,ktoe
Canada,NECHEM,8,gas,3242,2015,ktoe
Canada,NECHEM,8,refined liquids,1867,1971,ktoe
Canada,NECHEM,8,refined liquids,1900,1972,ktoe
Canada,NECHEM,8,refined liquids,2054,1973,ktoe
Canada,NECHEM,8,refined liquids,2121,1974,ktoe
Canada,NECHEM,8,refined liquids,1799,1975,ktoe
Canada,NECHEM,8,refined liquids,2476,1976,ktoe
Canada,NECHEM,8,refined liquids,2781,1977,ktoe
Canada,NECHEM,8,refined liquids,3720,1978,ktoe
Canada,NECHEM,8,refined liquids,4361,1979,ktoe
Canada,NECHEM,8,refined liquids,3798,1980,ktoe
Canada,NECHEM,8,refined liquids,3975,1981,ktoe
Canada,NECHEM,8,refined liquids,3018,1982,ktoe
Canada,NECHEM,8,refined liquids,3251,1983,ktoe
Canada,NECHEM,8,refined liquids,4190,1984,ktoe
Canada,NECHEM,8,refined liquids,5304,1985,ktoe
Canada,NECHEM,8,refined liquids,5055,1986,ktoe
Canada,NECHEM,8,refined liquids,5834,1987,ktoe
Canada,NECHEM,8,refined liquids,6134,1988,ktoe
Canada,NECHEM,8,refined liquids,5994,1989,ktoe
Canada,NECHEM,8,refined liquids,6320,1990,ktoe
Canada,NECHEM,8,refined liquids,6598,1991,ktoe
Canada,NECHEM,8,refined liquids,7403,1992,ktoe
Canada,NECHEM,8,refined liquids,7939,1993,ktoe
Canada,NECHEM,8,refined liquids,7902,1994,ktoe
Canada,NECHEM,8,refined liquids,8452,1995,ktoe
Canada,NECHEM,8,refined liquids,8969,1996,ktoe
Canada,NECHEM,8,refined liquids,9362,1997,ktoe
Canada,NECHEM,8,refined liquids,8356,1998,ktoe
Canada,NECHEM,8,refined liquids,10216,1999,ktoe
Canada,NECHEM,8,refined liquids,9315,2000,ktoe
Canada,NECHEM,8,refined liquids,9529,2001,ktoe
Canada,NECHEM,8,refined liquids,9958,2002,ktoe
Canada,NECHEM,8,refined liquids,11220,2003,ktoe
Canada,NECHEM,8,refined liquids,12597,2004,ktoe
Canada,NECHEM,8,refined liquids,11431,2005,ktoe
Canada,NECHEM,8,refined liquids,12433,2006,ktoe
Canada,NECHEM,8,refined liquids,12591,2007,ktoe
Canada,NECHEM,8,refined liquids,11589,2008,ktoe
Canada,NECHEM,8,refined liquids,10090,2009,ktoe
Canada,NECHEM,8,refined liquids,10877,2010,ktoe
Canada,NECHEM,8,refined liquids,11022,2011,ktoe
Canada,NECHEM,8,refined liquids,11244,2012,ktoe
Canada,NECHEM,8,refined liquids,11171,2013,ktoe
Canada,NECHEM,8,refined liquids,11733,2014,ktoe
Canada,NECHEM,8,refined liquids,12195,2015,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,11,1989,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,12,1990,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,12,1991,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,14,1992,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,15,1993,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,16,1994,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,17,1995,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,16,1996,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,17,1997,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,49,1998,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,56,1999,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,59,2000,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,60,2001,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,66,2002,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,69,2003,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,61,2004,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,66,2005,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,70,2006,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,74,2007,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,75,2008,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,72,2009,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,82,2010,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,83,2011,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,86,2012,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,90,2013,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,79,2014,ktoe
Central America and Caribbean,CHEMICAL,9,electricity,84,2015,ktoe
Central America and Caribbean,CHEMICAL,9,gas,1,2007,ktoe
Central America and Caribbean,CHEMICAL,9,gas,2,2008,ktoe
Central America and Caribbean,CHEMICAL,9,gas,2,2009,ktoe
Central America and Caribbean,CHEMICAL,9,gas,5,2010,ktoe
Central America and Caribbean,CHEMICAL,9,gas,16,2011,ktoe
Central America and Caribbean,CHEMICAL,9,gas,21,2012,ktoe
Central America and Caribbean,CHEMICAL,9,gas,17,2013,ktoe
Central America and Caribbean,CHEMICAL,9,gas,17,2014,ktoe
Central America and Caribbean,CHEMICAL,9,gas,17,2015,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,1,1972,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,2,1973,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,4,1974,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,4,1975,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,5,1976,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,6,1977,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,8,1978,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,8,1979,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,8,1980,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,14,1981,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,23,1982,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,16,1983,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,169,1984,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,112,1987,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,105,1988,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,113,1989,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,16,1990,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,7,1991,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,16,1992,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,16,1993,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,26,1994,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,26,1995,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,22,1996,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,26,1997,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,45,1998,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,49,1999,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,54,2000,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,57,2001,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,53,2002,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,50,2003,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,58,2004,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,46,2005,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,48,2006,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,48,2007,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,45,2008,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,43,2009,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,46,2010,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,39,2011,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,40,2012,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,41,2013,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,36,2014,ktoe
Central America and Caribbean,CHEMICAL,9,refined liquids,38,2015,ktoe
Central America and Caribbean,NECHEM,9,gas,411,1971,ktoe
Central America and Caribbean,NECHEM,9,gas,436,1972,ktoe
Central America and Caribbean,NECHEM,9,gas,445,1973,ktoe
Central America and Caribbean,NECHEM,9,gas,399,1974,ktoe
Central America and Caribbean,NECHEM,9,gas,360,1975,ktoe
Central America and Caribbean,NECHEM,9,gas,390,1976,ktoe
Central America and Caribbean,NECHEM,9,gas,520,1977,ktoe
Central America and Caribbean,NECHEM,9,gas,782,1978,ktoe
Central America and Caribbean,NECHEM,9,gas,775,1979,ktoe
Central America and Caribbean,NECHEM,9,gas,779,1980,ktoe
Central America and Caribbean,NECHEM,9,gas,602,1981,ktoe
Central America and Caribbean,NECHEM,9,gas,1309,1982,ktoe
Central America and Caribbean,NECHEM,9,gas,1483,1983,ktoe
Central America and Caribbean,NECHEM,9,gas,1629,1984,ktoe
Central America and Caribbean,NECHEM,9,gas,1724,1985,ktoe
Central America and Caribbean,NECHEM,9,gas,1770,1986,ktoe
Central America and Caribbean,NECHEM,9,gas,1825,1987,ktoe
Central America and Caribbean,NECHEM,9,gas,2148,1988,ktoe
Central America and Caribbean,NECHEM,9,gas,2160,1989,ktoe
Central America and Caribbean,NECHEM,9,gas,2209,1990,ktoe
Central America and Caribbean,NECHEM,9,gas,2362,1991,ktoe
Central America and Caribbean,NECHEM,9,gas,2398,1992,ktoe
Central America and Caribbean,NECHEM,9,gas,2343,1993,ktoe
Central America and Caribbean,NECHEM,9,gas,2609,1994,ktoe
Central America and Caribbean,NECHEM,9,gas,2588,1995,ktoe
Central America and Caribbean,NECHEM,9,gas,3440,1996,ktoe
Central America and Caribbean,NECHEM,9,gas,3533,1997,ktoe
Central America and Caribbean,NECHEM,9,gas,4494,1998,ktoe
Central America and Caribbean,NECHEM,9,gas,5006,1999,ktoe
Central America and Caribbean,NECHEM,9,gas,5182,2000,ktoe
Central America and Caribbean,NECHEM,9,gas,5805,2001,ktoe
Central America and Caribbean,NECHEM,9,gas,6134,2002,ktoe
Central America and Caribbean,NECHEM,9,gas,6441.555635,2003,ktoe
Central America and Caribbean,NECHEM,9,gas,7332.550025,2004,ktoe
Central America and Caribbean,NECHEM,9,gas,8498.547703,2005,ktoe
Central America and Caribbean,NECHEM,9,gas,9532.549213,2006,ktoe
Central America and Caribbean,NECHEM,9,gas,9504.553554,2007,ktoe
Central America and Caribbean,NECHEM,9,gas,9063.55916,2008,ktoe
Central America and Caribbean,NECHEM,9,gas,9821.086436,2009,ktoe
Central America and Caribbean,NECHEM,9,gas,10305.08723,2010,ktoe
Central America and Caribbean,NECHEM,9,gas,10072.08641,2011,ktoe
Central America and Caribbean,NECHEM,9,gas,9665.389912,2012,ktoe
Central America and Caribbean,NECHEM,9,gas,9603.69425,2013,ktoe
Central America and Caribbean,NECHEM,9,gas,9499.693437,2014,ktoe
Central America and Caribbean,NECHEM,9,gas,9637.692572,2015,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,3,1983,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,3,1984,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,3,1985,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,3,1987,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,7,1989,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,125.6874742,1990,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,83.37642361,1991,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,112.0647771,1992,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,95.37598457,1993,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,107.3758759,1994,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,119.3768745,1995,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,120.6896221,1996,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,122.6913291,1997,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,164.3864179,1998,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,157.4738091,1999,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,174,2000,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,149,2001,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,215,2002,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,212,2003,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,238,2004,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,150,2005,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,135,2006,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,130,2007,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,107,2008,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,114,2009,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,121,2010,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,157,2011,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,164,2012,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,129,2013,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,105,2014,ktoe
Central America and Caribbean,NECHEM,9,refined liquids,125,2015,ktoe
Central Asia,CHEMICAL,10,coal,377.6421882,1971,ktoe
Central Asia,CHEMICAL,10,coal,424.8690068,1972,ktoe
Central Asia,CHEMICAL,10,coal,472.0958255,1973,ktoe
Central Asia,CHEMICAL,10,coal,535.0074634,1974,ktoe
Central Asia,CHEMICAL,10,coal,594.127167,1975,ktoe
Central Asia,CHEMICAL,10,coal,594.127167,1976,ktoe
Central Asia,CHEMICAL,10,coal,578.4423477,1977,ktoe
Central Asia,CHEMICAL,10,coal,562.7575283,1978,ktoe
Central Asia,CHEMICAL,10,coal,547.072709,1979,ktoe
Central Asia,CHEMICAL,10,coal,541.0400862,1980,ktoe
Central Asia,CHEMICAL,10,coal,607.2265765,1981,ktoe
Central Asia,CHEMICAL,10,coal,679.4456897,1982,ktoe
Central Asia,CHEMICAL,10,coal,748.0452291,1983,ktoe
Central Asia,CHEMICAL,10,coal,819.5748996,1984,ktoe
Central Asia,CHEMICAL,10,coal,884.2101441,1985,ktoe
Central Asia,CHEMICAL,10,coal,957.6357818,1986,ktoe
Central Asia,CHEMICAL,10,coal,1029.337813,1987,ktoe
Central Asia,CHEMICAL,10,coal,1106.555385,1988,ktoe
Central Asia,CHEMICAL,10,coal,1116.035221,1989,ktoe
Central Asia,CHEMICAL,10,coal,38,2008,ktoe
Central Asia,CHEMICAL,10,coal,31,2009,ktoe
Central Asia,CHEMICAL,10,coal,32,2010,ktoe
Central Asia,CHEMICAL,10,coal,46,2011,ktoe
Central Asia,CHEMICAL,10,coal,50,2012,ktoe
Central Asia,CHEMICAL,10,coal,28,2013,ktoe
Central Asia,CHEMICAL,10,coal,25,2014,ktoe
Central Asia,CHEMICAL,10,coal,27,2015,ktoe
Central Asia,CHEMICAL,10,electricity,1011.972262,1971,ktoe
Central Asia,CHEMICAL,10,electricity,1142.591046,1972,ktoe
Central Asia,CHEMICAL,10,electricity,1273.20983,1973,ktoe
Central Asia,CHEMICAL,10,electricity,1403.828614,1974,ktoe
Central Asia,CHEMICAL,10,electricity,1531.69923,1975,ktoe
Central Asia,CHEMICAL,10,electricity,1520.70656,1976,ktoe
Central Asia,CHEMICAL,10,electricity,1509.552233,1977,ktoe
Central Asia,CHEMICAL,10,electricity,1498.397906,1978,ktoe
Central Asia,CHEMICAL,10,electricity,1487.24358,1979,ktoe
Central Asia,CHEMICAL,10,electricity,1474.795997,1980,ktoe
Central Asia,CHEMICAL,10,electricity,1598.463534,1981,ktoe
Central Asia,CHEMICAL,10,electricity,1667.976006,1982,ktoe
Central Asia,CHEMICAL,10,electricity,1737.488478,1983,ktoe
Central Asia,CHEMICAL,10,electricity,1807.000949,1984,ktoe
Central Asia,CHEMICAL,10,electricity,1876.513421,1985,ktoe
Central Asia,CHEMICAL,10,electricity,1946.025893,1986,ktoe
Central Asia,CHEMICAL,10,electricity,2015.538364,1987,ktoe
Central Asia,CHEMICAL,10,electricity,2085.050836,1988,ktoe
Central Asia,CHEMICAL,10,electricity,2098.95333,1989,ktoe
Central Asia,CHEMICAL,10,electricity,115,1990,ktoe
Central Asia,CHEMICAL,10,electricity,133,1991,ktoe
Central Asia,CHEMICAL,10,electricity,162,1992,ktoe
Central Asia,CHEMICAL,10,electricity,666,1993,ktoe
Central Asia,CHEMICAL,10,electricity,441,1994,ktoe
Central Asia,CHEMICAL,10,electricity,418,1995,ktoe
Central Asia,CHEMICAL,10,electricity,395,1996,ktoe
Central Asia,CHEMICAL,10,electricity,344,1997,ktoe
Central Asia,CHEMICAL,10,electricity,173,1998,ktoe
Central Asia,CHEMICAL,10,electricity,171,1999,ktoe
Central Asia,CHEMICAL,10,electricity,244,2000,ktoe
Central Asia,CHEMICAL,10,electricity,256,2001,ktoe
Central Asia,CHEMICAL,10,electricity,257,2002,ktoe
Central Asia,CHEMICAL,10,electricity,271,2003,ktoe
Central Asia,CHEMICAL,10,electricity,290,2004,ktoe
Central Asia,CHEMICAL,10,electricity,149,2005,ktoe
Central Asia,CHEMICAL,10,electricity,165,2006,ktoe
Central Asia,CHEMICAL,10,electricity,164,2007,ktoe
Central Asia,CHEMICAL,10,electricity,364,2008,ktoe
Central Asia,CHEMICAL,10,electricity,318,2009,ktoe
Central Asia,CHEMICAL,10,electricity,386,2010,ktoe
Central Asia,CHEMICAL,10,electricity,478,2011,ktoe
Central Asia,CHEMICAL,10,electricity,467,2012,ktoe
Central Asia,CHEMICAL,10,electricity,438,2013,ktoe
Central Asia,CHEMICAL,10,electricity,475,2014,ktoe
Central Asia,CHEMICAL,10,electricity,445,2015,ktoe
Central Asia,CHEMICAL,10,gas,717.4014901,1971,ktoe
Central Asia,CHEMICAL,10,gas,860.9965494,1972,ktoe
Central Asia,CHEMICAL,10,gas,1076.173961,1973,ktoe
Central Asia,CHEMICAL,10,gas,1277.149663,1974,ktoe
Central Asia,CHEMICAL,10,gas,1505.668074,1975,ktoe
Central Asia,CHEMICAL,10,gas,1434.946432,1976,ktoe
Central Asia,CHEMICAL,10,gas,1506.672236,1977,ktoe
Central Asia,CHEMICAL,10,gas,1578.39804,1978,ktoe
Central Asia,CHEMICAL,10,gas,1721.849647,1979,ktoe
Central Asia,CHEMICAL,10,gas,1878.498803,1980,ktoe
Central Asia,CHEMICAL,10,gas,1792.284387,1981,ktoe
Central Asia,CHEMICAL,10,gas,1648.832779,1982,ktoe
Central Asia,CHEMICAL,10,gas,1505.381171,1983,ktoe
Central Asia,CHEMICAL,10,gas,1361.786112,1984,ktoe
Central Asia,CHEMICAL,10,gas,1218.334504,1985,ktoe
Central Asia,CHEMICAL,10,gas,1074.882897,1986,ktoe
Central Asia,CHEMICAL,10,gas,931.4312888,1987,ktoe
Central Asia,CHEMICAL,10,gas,787.8362295,1988,ktoe
Central Asia,CHEMICAL,10,gas,645.5322347,1989,ktoe
Central Asia,CHEMICAL,10,gas,680,1990,ktoe
Central Asia,CHEMICAL,10,gas,671,1991,ktoe
Central Asia,CHEMICAL,10,gas,487,1992,ktoe
Central Asia,CHEMICAL,10,gas,328,1993,ktoe
Central Asia,CHEMICAL,10,gas,293,1994,ktoe
Central Asia,CHEMICAL,10,gas,57,1995,ktoe
Central Asia,CHEMICAL,10,gas,58,1997,ktoe
Central Asia,CHEMICAL,10,gas,113,1998,ktoe
Central Asia,CHEMICAL,10,gas,186,1999,ktoe
Central Asia,CHEMICAL,10,gas,174,2000,ktoe
Central Asia,CHEMICAL,10,gas,322,2001,ktoe
Central Asia,CHEMICAL,10,gas,285,2002,ktoe
Central Asia,CHEMICAL,10,gas,312,2003,ktoe
Central Asia,CHEMICAL,10,gas,153,2004,ktoe
Central Asia,CHEMICAL,10,gas,157,2005,ktoe
Central Asia,CHEMICAL,10,gas,277,2006,ktoe
Central Asia,CHEMICAL,10,gas,149,2007,ktoe
Central Asia,CHEMICAL,10,gas,444,2008,ktoe
Central Asia,CHEMICAL,10,gas,453,2009,ktoe
Central Asia,CHEMICAL,10,gas,407,2010,ktoe
Central Asia,CHEMICAL,10,gas,724,2011,ktoe
Central Asia,CHEMICAL,10,gas,714,2012,ktoe
Central Asia,CHEMICAL,10,gas,567,2013,ktoe
Central Asia,CHEMICAL,10,gas,533,2014,ktoe
Central Asia,CHEMICAL,10,gas,565,2015,ktoe
Central Asia,CHEMICAL,10,heat,1199.036427,1971,ktoe
Central Asia,CHEMICAL,10,heat,1358.883721,1972,ktoe
Central Asia,CHEMICAL,10,heat,1518.803705,1973,ktoe
Central Asia,CHEMICAL,10,heat,1678.650998,1974,ktoe
Central Asia,CHEMICAL,10,heat,1482.894399,1975,ktoe
Central Asia,CHEMICAL,10,heat,1838.498291,1976,ktoe
Central Asia,CHEMICAL,10,heat,1831.229201,1977,ktoe
Central Asia,CHEMICAL,10,heat,1831.229201,1978,ktoe
Central Asia,CHEMICAL,10,heat,1823.960111,1979,ktoe
Central Asia,CHEMICAL,10,heat,1293.898054,1980,ktoe
Central Asia,CHEMICAL,10,heat,1308.436235,1981,ktoe
Central Asia,CHEMICAL,10,heat,1308.436235,1982,ktoe
Central Asia,CHEMICAL,10,heat,1308.436235,1983,ktoe
Central Asia,CHEMICAL,10,heat,1308.436235,1984,ktoe
Central Asia,CHEMICAL,10,heat,1308.436235,1985,ktoe
Central Asia,CHEMICAL,10,heat,2252.691051,1986,ktoe
Central Asia,CHEMICAL,10,heat,1308.436235,1987,ktoe
Central Asia,CHEMICAL,10,heat,1308.436235,1988,ktoe
Central Asia,CHEMICAL,10,heat,1308.436235,1989,ktoe
Central Asia,CHEMICAL,10,heat,688,1990,ktoe
Central Asia,CHEMICAL,10,heat,817,1991,ktoe
Central Asia,CHEMICAL,10,heat,583,1992,ktoe
Central Asia,CHEMICAL,10,heat,378,1993,ktoe
Central Asia,CHEMICAL,10,heat,261,1994,ktoe
Central Asia,CHEMICAL,10,heat,178,1995,ktoe
Central Asia,CHEMICAL,10,heat,243,1996,ktoe
Central Asia,CHEMICAL,10,heat,130,1997,ktoe
Central Asia,CHEMICAL,10,heat,127,1998,ktoe
Central Asia,CHEMICAL,10,heat,140,1999,ktoe
Central Asia,CHEMICAL,10,heat,113,2000,ktoe
Central Asia,CHEMICAL,10,heat,114,2001,ktoe
Central Asia,CHEMICAL,10,heat,203,2002,ktoe
Central Asia,CHEMICAL,10,heat,211,2003,ktoe
Central Asia,CHEMICAL,10,heat,237,2004,ktoe
Central Asia,CHEMICAL,10,heat,223,2005,ktoe
Central Asia,CHEMICAL,10,heat,216,2006,ktoe
Central Asia,CHEMICAL,10,heat,34,2007,ktoe
Central Asia,CHEMICAL,10,heat,100,2008,ktoe
Central Asia,CHEMICAL,10,heat,149,2009,ktoe
Central Asia,CHEMICAL,10,heat,131,2010,ktoe
Central Asia,CHEMICAL,10,heat,148,2011,ktoe
Central Asia,CHEMICAL,10,heat,136,2012,ktoe
Central Asia,CHEMICAL,10,heat,144,2013,ktoe
Central Asia,CHEMICAL,10,heat,152,2014,ktoe
Central Asia,CHEMICAL,10,heat,133,2015,ktoe
Central Asia,CHEMICAL,10,refined liquids,1153.05108,1971,ktoe
Central Asia,CHEMICAL,10,refined liquids,1205.346134,1972,ktoe
