# File: en_mining.csv
# Title: mining energy use by region
# Units: Thousand tonnes
# Description: Regional mining production
# Source: IEA
# Column types: ciccnic
# ----------
region,GCAM_region_ID,flow,fuel,value,year,unit
Australia_NZ,6,MINING,electricity,1225,2011,ktoe
Australia_NZ,6,MINING,electricity,1227,2012,ktoe
Australia_NZ,6,MINING,electricity,1368,2013,ktoe
Australia_NZ,6,MINING,electricity,1459,2014,ktoe
Australia_NZ,6,MINING,electricity,1476,2015,ktoe
Australia_NZ,6,MINING,gas,2,1974,ktoe
Australia_NZ,6,MINING,gas,10,1975,ktoe
Australia_NZ,6,MINING,gas,7,1976,ktoe
Australia_NZ,6,MINING,gas,6,1977,ktoe
Australia_NZ,6,MINING,gas,7,1978,ktoe
Australia_NZ,6,MINING,gas,8,1979,ktoe
Australia_NZ,6,MINING,gas,11,1980,ktoe
Australia_NZ,6,MINING,gas,11,1981,ktoe
Australia_NZ,6,MINING,gas,10,1982,ktoe
Australia_NZ,6,MINING,gas,6,1983,ktoe
Australia_NZ,6,MINING,gas,4,1984,ktoe
Australia_NZ,6,MINING,gas,5,1985,ktoe
Australia_NZ,6,MINING,gas,6,1986,ktoe
Australia_NZ,6,MINING,gas,12,1987,ktoe
Australia_NZ,6,MINING,gas,16,1988,ktoe
Australia_NZ,6,MINING,gas,18,1989,ktoe
Australia_NZ,6,MINING,gas,22,1990,ktoe
Australia_NZ,6,MINING,gas,27,1991,ktoe
Australia_NZ,6,MINING,gas,29,1992,ktoe
Australia_NZ,6,MINING,gas,27,1993,ktoe
Australia_NZ,6,MINING,gas,31,1994,ktoe
Australia_NZ,6,MINING,gas,38,1995,ktoe
Australia_NZ,6,MINING,gas,32,1996,ktoe
Australia_NZ,6,MINING,gas,55,1997,ktoe
Australia_NZ,6,MINING,gas,114,1998,ktoe
Australia_NZ,6,MINING,gas,173,1999,ktoe
Australia_NZ,6,MINING,gas,214,2000,ktoe
Australia_NZ,6,MINING,gas,213,2001,ktoe
Australia_NZ,6,MINING,gas,307,2002,ktoe
Australia_NZ,6,MINING,gas,65,2003,ktoe
Australia_NZ,6,MINING,gas,62,2004,ktoe
Australia_NZ,6,MINING,gas,42,2005,ktoe
Australia_NZ,6,MINING,gas,50,2006,ktoe
Australia_NZ,6,MINING,gas,56,2007,ktoe
Australia_NZ,6,MINING,gas,61,2008,ktoe
Australia_NZ,6,MINING,gas,58,2009,ktoe
Australia_NZ,6,MINING,gas,42,2010,ktoe
Australia_NZ,6,MINING,gas,52,2011,ktoe
Australia_NZ,6,MINING,gas,117,2012,ktoe
Australia_NZ,6,MINING,gas,199,2013,ktoe
Australia_NZ,6,MINING,gas,184,2014,ktoe
Australia_NZ,6,MINING,gas,143,2015,ktoe
Australia_NZ,6,MINING,refined liquids,650,1974,ktoe
Australia_NZ,6,MINING,refined liquids,647,1975,ktoe
Australia_NZ,6,MINING,refined liquids,638,1976,ktoe
Australia_NZ,6,MINING,refined liquids,761,1977,ktoe
Australia_NZ,6,MINING,refined liquids,695,1978,ktoe
Australia_NZ,6,MINING,refined liquids,718,1979,ktoe
Australia_NZ,6,MINING,refined liquids,778,1980,ktoe
Australia_NZ,6,MINING,refined liquids,539,1981,ktoe
Australia_NZ,6,MINING,refined liquids,438,1982,ktoe
Australia_NZ,6,MINING,refined liquids,396,1983,ktoe
Australia_NZ,6,MINING,refined liquids,372,1984,ktoe
Australia_NZ,6,MINING,refined liquids,389,1985,ktoe
Australia_NZ,6,MINING,refined liquids,390,1986,ktoe
Australia_NZ,6,MINING,refined liquids,424,1987,ktoe
Australia_NZ,6,MINING,refined liquids,443,1988,ktoe
Australia_NZ,6,MINING,refined liquids,507,1989,ktoe
Australia_NZ,6,MINING,refined liquids,585,1990,ktoe
Australia_NZ,6,MINING,refined liquids,585,1991,ktoe
Australia_NZ,6,MINING,refined liquids,625,1992,ktoe
Australia_NZ,6,MINING,refined liquids,664,1993,ktoe
Australia_NZ,6,MINING,refined liquids,702,1994,ktoe
Australia_NZ,6,MINING,refined liquids,758,1995,ktoe
Australia_NZ,6,MINING,refined liquids,892,1996,ktoe
Australia_NZ,6,MINING,refined liquids,1006,1997,ktoe
Australia_NZ,6,MINING,refined liquids,963,1998,ktoe
Australia_NZ,6,MINING,refined liquids,980,1999,ktoe
Australia_NZ,6,MINING,refined liquids,1018,2000,ktoe
Australia_NZ,6,MINING,refined liquids,1042,2001,ktoe
Australia_NZ,6,MINING,refined liquids,1147,2002,ktoe
Australia_NZ,6,MINING,refined liquids,1126,2003,ktoe
Australia_NZ,6,MINING,refined liquids,1059,2004,ktoe
Australia_NZ,6,MINING,refined liquids,1106,2005,ktoe
Australia_NZ,6,MINING,refined liquids,1082,2006,ktoe
Australia_NZ,6,MINING,refined liquids,1144,2007,ktoe
Australia_NZ,6,MINING,refined liquids,1264,2008,ktoe
Australia_NZ,6,MINING,refined liquids,1385,2009,ktoe
Australia_NZ,6,MINING,refined liquids,1366,2010,ktoe
Australia_NZ,6,MINING,refined liquids,1605,2011,ktoe
Australia_NZ,6,MINING,refined liquids,2054,2012,ktoe
Australia_NZ,6,MINING,refined liquids,2477,2013,ktoe
Australia_NZ,6,MINING,refined liquids,2535,2014,ktoe
Australia_NZ,6,MINING,refined liquids,2385,2015,ktoe
Brazil,7,MINING,biomass,23,1980,ktoe
Brazil,7,MINING,biomass,26,1981,ktoe
Brazil,7,MINING,biomass,62,1982,ktoe
Brazil,7,MINING,biomass,54,1983,ktoe
Brazil,7,MINING,biomass,52,1984,ktoe
Brazil,7,MINING,biomass,57,1985,ktoe
Brazil,7,MINING,biomass,41,1986,ktoe
Brazil,7,MINING,biomass,42,1987,ktoe
Brazil,7,MINING,biomass,38,1988,ktoe
Brazil,7,MINING,biomass,15,1989,ktoe
Brazil,7,MINING,biomass,34,1990,ktoe
Brazil,7,MINING,biomass,36,1991,ktoe
Brazil,7,MINING,biomass,31,1992,ktoe
Brazil,7,MINING,biomass,3,1993,ktoe
Brazil,7,MINING,biomass,3,1994,ktoe
Brazil,7,MINING,biomass_tradbio,2,1978,ktoe
Brazil,7,MINING,biomass_tradbio,2,1979,ktoe
Brazil,7,MINING,biomass_tradbio,15,1980,ktoe
Brazil,7,MINING,biomass_tradbio,16,1981,ktoe
Brazil,7,MINING,biomass_tradbio,12,1982,ktoe
Brazil,7,MINING,biomass_tradbio,16,1983,ktoe
Brazil,7,MINING,biomass_tradbio,19,1984,ktoe
Brazil,7,MINING,biomass_tradbio,22,1985,ktoe
Brazil,7,MINING,biomass_tradbio,22,1986,ktoe
Brazil,7,MINING,biomass_tradbio,20,1987,ktoe
Brazil,7,MINING,biomass_tradbio,19,1988,ktoe
Brazil,7,MINING,coal,11,1982,ktoe
Brazil,7,MINING,coal,26,1983,ktoe
Brazil,7,MINING,coal,42,1984,ktoe
Brazil,7,MINING,coal,22,1985,ktoe
Brazil,7,MINING,coal,32,1986,ktoe
Brazil,7,MINING,coal,36,1987,ktoe
Brazil,7,MINING,coal,53,1988,ktoe
Brazil,7,MINING,coal,88,1989,ktoe
Brazil,7,MINING,coal,99,1990,ktoe
Brazil,7,MINING,coal,107,1991,ktoe
Brazil,7,MINING,coal,130,1992,ktoe
Brazil,7,MINING,coal,104,1993,ktoe
Brazil,7,MINING,coal,139,1994,ktoe
Brazil,7,MINING,coal,133,1995,ktoe
Brazil,7,MINING,coal,240,1996,ktoe
Brazil,7,MINING,coal,211,1997,ktoe
Brazil,7,MINING,coal,202,1998,ktoe
Brazil,7,MINING,coal,266,1999,ktoe
Brazil,7,MINING,coal,308,2000,ktoe
Brazil,7,MINING,coal,337,2001,ktoe
Brazil,7,MINING,coal,351,2002,ktoe
Brazil,7,MINING,coal,338,2003,ktoe
Brazil,7,MINING,coal,464,2004,ktoe
Brazil,7,MINING,coal,550,2005,ktoe
Brazil,7,MINING,coal,542,2006,ktoe
Brazil,7,MINING,coal,578,2007,ktoe
Brazil,7,MINING,coal,592,2008,ktoe
Brazil,7,MINING,coal,342,2009,ktoe
Brazil,7,MINING,coal,426,2010,ktoe
Brazil,7,MINING,coal,501,2011,ktoe
Brazil,7,MINING,coal,460,2012,ktoe
Brazil,7,MINING,coal,455,2013,ktoe
Brazil,7,MINING,coal,436,2014,ktoe
Brazil,7,MINING,coal,483,2015,ktoe
Brazil,7,MINING,electricity,46,1971,ktoe
Brazil,7,MINING,electricity,53,1972,ktoe
Brazil,7,MINING,electricity,64,1973,ktoe
Brazil,7,MINING,electricity,91,1974,ktoe
Brazil,7,MINING,electricity,105,1975,ktoe
Brazil,7,MINING,electricity,104,1976,ktoe
Brazil,7,MINING,electricity,130,1977,ktoe
Brazil,7,MINING,electricity,155,1978,ktoe
Brazil,7,MINING,electricity,179,1979,ktoe
Brazil,7,MINING,electricity,233,1980,ktoe
Brazil,7,MINING,electricity,321,1981,ktoe
Brazil,7,MINING,electricity,302,1982,ktoe
Brazil,7,MINING,electricity,368,1983,ktoe
Brazil,7,MINING,electricity,437,1984,ktoe
Brazil,7,MINING,electricity,470,1985,ktoe
Brazil,7,MINING,electricity,502,1986,ktoe
Brazil,7,MINING,electricity,510,1987,ktoe
Brazil,7,MINING,electricity,500,1988,ktoe
Brazil,7,MINING,electricity,483,1989,ktoe
Brazil,7,MINING,electricity,512,1990,ktoe
Brazil,7,MINING,electricity,491,1991,ktoe
Brazil,7,MINING,electricity,506,1992,ktoe
Brazil,7,MINING,electricity,516,1993,ktoe
Brazil,7,MINING,electricity,553,1994,ktoe
Brazil,7,MINING,electricity,543,1995,ktoe
Brazil,7,MINING,electricity,503,1996,ktoe
Brazil,7,MINING,electricity,555,1997,ktoe
Brazil,7,MINING,electricity,615,1998,ktoe
Brazil,7,MINING,electricity,576,1999,ktoe
Brazil,7,MINING,electricity,639,2000,ktoe
Brazil,7,MINING,electricity,594,2001,ktoe
Brazil,7,MINING,electricity,660,2002,ktoe
Brazil,7,MINING,electricity,785,2003,ktoe
Brazil,7,MINING,electricity,799,2004,ktoe
Brazil,7,MINING,electricity,828,2005,ktoe
Brazil,7,MINING,electricity,862,2006,ktoe
Brazil,7,MINING,electricity,928,2007,ktoe
Brazil,7,MINING,electricity,969,2008,ktoe
Brazil,7,MINING,electricity,706,2009,ktoe
Brazil,7,MINING,electricity,972,2010,ktoe
Brazil,7,MINING,electricity,1027,2011,ktoe
Brazil,7,MINING,electricity,1011,2012,ktoe
Brazil,7,MINING,electricity,1018,2013,ktoe
Brazil,7,MINING,electricity,1057,2014,ktoe
Brazil,7,MINING,electricity,1096,2015,ktoe
Brazil,7,MINING,gas,51,1984,ktoe
Brazil,7,MINING,gas,57,1985,ktoe
Brazil,7,MINING,gas,61,1986,ktoe
Brazil,7,MINING,gas,42,1987,ktoe
Brazil,7,MINING,gas,62,1988,ktoe
Brazil,7,MINING,gas,86,1989,ktoe
Brazil,7,MINING,gas,85,1990,ktoe
Brazil,7,MINING,gas,89,1991,ktoe
Brazil,7,MINING,gas,63,1992,ktoe
Brazil,7,MINING,gas,71,1993,ktoe
Brazil,7,MINING,gas,75,1994,ktoe
Brazil,7,MINING,gas,78,1995,ktoe
Brazil,7,MINING,gas,107,1996,ktoe
Brazil,7,MINING,gas,150,1997,ktoe
Brazil,7,MINING,gas,104,1998,ktoe
Brazil,7,MINING,gas,138,1999,ktoe
Brazil,7,MINING,gas,138,2000,ktoe
Brazil,7,MINING,gas,276,2001,ktoe
Brazil,7,MINING,gas,177,2002,ktoe
Brazil,7,MINING,gas,186,2003,ktoe
Brazil,7,MINING,gas,223,2004,ktoe
Brazil,7,MINING,gas,262,2005,ktoe
Brazil,7,MINING,gas,253,2006,ktoe
Brazil,7,MINING,gas,226,2007,ktoe
Brazil,7,MINING,gas,414,2008,ktoe
Brazil,7,MINING,gas,233,2009,ktoe
Brazil,7,MINING,gas,612,2010,ktoe
Brazil,7,MINING,gas,676,2011,ktoe
Brazil,7,MINING,gas,655,2012,ktoe
Brazil,7,MINING,gas,617,2013,ktoe
Brazil,7,MINING,gas,688,2014,ktoe
Brazil,7,MINING,gas,640,2015,ktoe
Brazil,7,MINING,refined liquids,275,1971,ktoe
Brazil,7,MINING,refined liquids,281,1972,ktoe
Brazil,7,MINING,refined liquids,366,1973,ktoe
Brazil,7,MINING,refined liquids,487,1974,ktoe
Brazil,7,MINING,refined liquids,577,1975,ktoe
Brazil,7,MINING,refined liquids,681,1976,ktoe
Brazil,7,MINING,refined liquids,746,1977,ktoe
Brazil,7,MINING,refined liquids,872,1978,ktoe
Brazil,7,MINING,refined liquids,984,1979,ktoe
Brazil,7,MINING,refined liquids,983,1980,ktoe
Brazil,7,MINING,refined liquids,753,1981,ktoe
Brazil,7,MINING,refined liquids,691,1982,ktoe
Brazil,7,MINING,refined liquids,553,1983,ktoe
Brazil,7,MINING,refined liquids,644,1984,ktoe
Brazil,7,MINING,refined liquids,643,1985,ktoe
Brazil,7,MINING,refined liquids,671,1986,ktoe
Brazil,7,MINING,refined liquids,677,1987,ktoe
Brazil,7,MINING,refined liquids,712,1988,ktoe
Brazil,7,MINING,refined liquids,659,1989,ktoe
Brazil,7,MINING,refined liquids,557,1990,ktoe
Brazil,7,MINING,refined liquids,536,1991,ktoe
Brazil,7,MINING,refined liquids,607,1992,ktoe
Brazil,7,MINING,refined liquids,681,1993,ktoe
Brazil,7,MINING,refined liquids,762,1994,ktoe
Brazil,7,MINING,refined liquids,756,1995,ktoe
Brazil,7,MINING,refined liquids,749,1996,ktoe
Brazil,7,MINING,refined liquids,720,1997,ktoe
Brazil,7,MINING,refined liquids,815,1998,ktoe
Brazil,7,MINING,refined liquids,915,1999,ktoe
Brazil,7,MINING,refined liquids,1131,2000,ktoe
Brazil,7,MINING,refined liquids,954,2001,ktoe
Brazil,7,MINING,refined liquids,1059,2002,ktoe
Brazil,7,MINING,refined liquids,1088,2003,ktoe
Brazil,7,MINING,refined liquids,1020,2004,ktoe
Brazil,7,MINING,refined liquids,1122,2005,ktoe
Brazil,7,MINING,refined liquids,1210,2006,ktoe
Brazil,7,MINING,refined liquids,1453,2007,ktoe
Brazil,7,MINING,refined liquids,1211,2008,ktoe
Brazil,7,MINING,refined liquids,1030,2009,ktoe
Brazil,7,MINING,refined liquids,1156,2010,ktoe
Brazil,7,MINING,refined liquids,1114,2011,ktoe
Brazil,7,MINING,refined liquids,1106,2012,ktoe
Brazil,7,MINING,refined liquids,1145,2013,ktoe
Brazil,7,MINING,refined liquids,1166,2014,ktoe
Brazil,7,MINING,refined liquids,1119,2015,ktoe
Canada,8,MINING,coal,37,1971,ktoe
Canada,8,MINING,coal,30,1972,ktoe
Canada,8,MINING,coal,46,1973,ktoe
Canada,8,MINING,coal,145,1974,ktoe
Canada,8,MINING,coal,134,1975,ktoe
Canada,8,MINING,coal,140,1976,ktoe
Canada,8,MINING,coal,100,1977,ktoe
Canada,8,MINING,coal,96,1978,ktoe
Canada,8,MINING,coal,100,1979,ktoe
Canada,8,MINING,coal,70,1980,ktoe
Canada,8,MINING,coal,77,1981,ktoe
Canada,8,MINING,coal,68,1982,ktoe
Canada,8,MINING,coal,86,1983,ktoe
Canada,8,MINING,coal,89,1984,ktoe
Canada,8,MINING,coal,66,1985,ktoe
Canada,8,MINING,coal,166,1986,ktoe
Canada,8,MINING,coal,50,1987,ktoe
Canada,8,MINING,coal,59,1988,ktoe
Canada,8,MINING,coal,69,1989,ktoe
Canada,8,MINING,coal,165,1990,ktoe
Canada,8,MINING,coal,120,1991,ktoe
Canada,8,MINING,coal,105,1992,ktoe
Canada,8,MINING,coal,101,1993,ktoe
Canada,8,MINING,coal,135,1994,ktoe
Canada,8,MINING,coal,132,1995,ktoe
Canada,8,MINING,coal,148,1996,ktoe
Canada,8,MINING,coal,184,1997,ktoe
Canada,8,MINING,coal,162,1998,ktoe
Canada,8,MINING,coal,148,1999,ktoe
Canada,8,MINING,coal,186,2000,ktoe
Canada,8,MINING,coal,130,2001,ktoe
Canada,8,MINING,coal,133,2002,ktoe
Canada,8,MINING,coal,161,2003,ktoe
Canada,8,MINING,coal,84,2004,ktoe
Canada,8,MINING,coal,78,2005,ktoe
Canada,8,MINING,coal,178,2006,ktoe
Canada,8,MINING,coal,37,2007,ktoe
Canada,8,MINING,coal,160,2008,ktoe
Canada,8,MINING,coal,177,2009,ktoe
Canada,8,MINING,coal,195,2010,ktoe
Canada,8,MINING,coal,92,2011,ktoe
Canada,8,MINING,coal,91,2012,ktoe
Canada,8,MINING,coal,41,2013,ktoe
Canada,8,MINING,coal,36,2014,ktoe
Canada,8,MINING,coal,30,2015,ktoe
Canada,8,MINING,electricity,922,1971,ktoe
Canada,8,MINING,electricity,950,1972,ktoe
Canada,8,MINING,electricity,1016,1973,ktoe
Canada,8,MINING,electricity,770,1974,ktoe
Canada,8,MINING,electricity,785,1975,ktoe
Canada,8,MINING,electricity,1220,1976,ktoe
Canada,8,MINING,electricity,1294,1977,ktoe
Canada,8,MINING,electricity,1181,1978,ktoe
Canada,8,MINING,electricity,1402,1979,ktoe
Canada,8,MINING,electricity,1473,1980,ktoe
Canada,8,MINING,electricity,1625,1981,ktoe
Canada,8,MINING,electricity,1732,1982,ktoe
Canada,8,MINING,electricity,1707,1983,ktoe
Canada,8,MINING,electricity,1948,1984,ktoe
Canada,8,MINING,electricity,2082,1985,ktoe
Canada,8,MINING,electricity,1987,1986,ktoe
Canada,8,MINING,electricity,1544,1987,ktoe
Canada,8,MINING,electricity,1688,1988,ktoe
Canada,8,MINING,electricity,1696,1989,ktoe
Canada,8,MINING,electricity,2472,1990,ktoe
Canada,8,MINING,electricity,2410,1991,ktoe
Canada,8,MINING,electricity,2414,1992,ktoe
Canada,8,MINING,electricity,2459,1993,ktoe
Canada,8,MINING,electricity,2478,1994,ktoe
Canada,8,MINING,electricity,2714,1995,ktoe
Canada,8,MINING,electricity,2762,1996,ktoe
Canada,8,MINING,electricity,2804,1997,ktoe
Canada,8,MINING,electricity,2905,1998,ktoe
Canada,8,MINING,electricity,2777,1999,ktoe
Canada,8,MINING,electricity,2878,2000,ktoe
Canada,8,MINING,electricity,2985,2001,ktoe
Canada,8,MINING,electricity,2931,2002,ktoe
Canada,8,MINING,electricity,2998,2003,ktoe
Canada,8,MINING,electricity,3155,2004,ktoe
Canada,8,MINING,electricity,1156,2005,ktoe
Canada,8,MINING,electricity,825,2006,ktoe
Canada,8,MINING,electricity,906,2007,ktoe
Canada,8,MINING,electricity,842,2008,ktoe
Canada,8,MINING,electricity,735,2009,ktoe
Canada,8,MINING,electricity,704,2010,ktoe
Canada,8,MINING,electricity,672,2011,ktoe
Canada,8,MINING,electricity,882,2012,ktoe
Canada,8,MINING,electricity,1124,2013,ktoe
Canada,8,MINING,electricity,680,2014,ktoe
Canada,8,MINING,electricity,645,2015,ktoe
Canada,8,MINING,gas,1369,1978,ktoe
Canada,8,MINING,gas,1296,1979,ktoe
Canada,8,MINING,gas,3356,1980,ktoe
Canada,8,MINING,gas,3654,1981,ktoe
Canada,8,MINING,gas,3241,1982,ktoe
Canada,8,MINING,gas,3060,1983,ktoe
Canada,8,MINING,gas,3177,1984,ktoe
Canada,8,MINING,gas,3087,1985,ktoe
Canada,8,MINING,gas,2782,1986,ktoe
Canada,8,MINING,gas,2878,1987,ktoe
Canada,8,MINING,gas,1508,1988,ktoe
Canada,8,MINING,gas,1669,1989,ktoe
Canada,8,MINING,gas,1459,1990,ktoe
Canada,8,MINING,gas,1117,1991,ktoe
Canada,8,MINING,gas,1079,1992,ktoe
Canada,8,MINING,gas,2107,1993,ktoe
Canada,8,MINING,gas,1881,1994,ktoe
Canada,8,MINING,gas,1874,1995,ktoe
Canada,8,MINING,gas,2333,1996,ktoe
Canada,8,MINING,gas,2330,1997,ktoe
Canada,8,MINING,gas,1998,1998,ktoe
Canada,8,MINING,gas,1990,1999,ktoe
Canada,8,MINING,gas,2874,2000,ktoe
Canada,8,MINING,gas,2889,2001,ktoe
Canada,8,MINING,gas,3578,2002,ktoe
Canada,8,MINING,gas,5227,2003,ktoe
Canada,8,MINING,gas,4955,2004,ktoe
Canada,8,MINING,gas,563,2005,ktoe
Canada,8,MINING,gas,674,2006,ktoe
Canada,8,MINING,gas,687,2007,ktoe
Canada,8,MINING,gas,653,2008,ktoe
Canada,8,MINING,gas,359,2009,ktoe
Canada,8,MINING,gas,424,2010,ktoe
Canada,8,MINING,gas,848,2011,ktoe
Canada,8,MINING,gas,822,2012,ktoe
Canada,8,MINING,gas,704,2013,ktoe
Canada,8,MINING,gas,734,2014,ktoe
Canada,8,MINING,gas,764,2015,ktoe
Canada,8,MINING,refined liquids,61,1971,ktoe
Canada,8,MINING,refined liquids,72,1972,ktoe
Canada,8,MINING,refined liquids,1405,1973,ktoe
Canada,8,MINING,refined liquids,1427,1974,ktoe
Canada,8,MINING,refined liquids,1412,1975,ktoe
Canada,8,MINING,refined liquids,1574,1976,ktoe
Canada,8,MINING,refined liquids,1657,1977,ktoe
Canada,8,MINING,refined liquids,1530,1978,ktoe
Canada,8,MINING,refined liquids,2390,1979,ktoe
Canada,8,MINING,refined liquids,1990,1980,ktoe
Canada,8,MINING,refined liquids,1831,1981,ktoe
Canada,8,MINING,refined liquids,1518,1982,ktoe
Canada,8,MINING,refined liquids,1526,1983,ktoe
Canada,8,MINING,refined liquids,1751,1984,ktoe
Canada,8,MINING,refined liquids,1545,1985,ktoe
Canada,8,MINING,refined liquids,1375,1986,ktoe
Canada,8,MINING,refined liquids,1401,1987,ktoe
Canada,8,MINING,refined liquids,1543,1988,ktoe
Canada,8,MINING,refined liquids,1391,1989,ktoe
Canada,8,MINING,refined liquids,1351,1990,ktoe
Canada,8,MINING,refined liquids,1397,1991,ktoe
Canada,8,MINING,refined liquids,1322,1992,ktoe
Canada,8,MINING,refined liquids,1491,1993,ktoe
Canada,8,MINING,refined liquids,1706,1994,ktoe
Canada,8,MINING,refined liquids,1732,1995,ktoe
Canada,8,MINING,refined liquids,1908,1996,ktoe
Canada,8,MINING,refined liquids,2086,1997,ktoe
Canada,8,MINING,refined liquids,1984,1998,ktoe
Canada,8,MINING,refined liquids,1808,1999,ktoe
Canada,8,MINING,refined liquids,2117,2000,ktoe
Canada,8,MINING,refined liquids,1987,2001,ktoe
Canada,8,MINING,refined liquids,1801,2002,ktoe
Canada,8,MINING,refined liquids,1923,2003,ktoe
Canada,8,MINING,refined liquids,1835,2004,ktoe
Canada,8,MINING,refined liquids,956,2005,ktoe
Canada,8,MINING,refined liquids,1039,2006,ktoe
Canada,8,MINING,refined liquids,1078,2007,ktoe
Canada,8,MINING,refined liquids,1202,2008,ktoe
Canada,8,MINING,refined liquids,1330,2009,ktoe
Canada,8,MINING,refined liquids,1407,2010,ktoe
Canada,8,MINING,refined liquids,1263,2011,ktoe
Canada,8,MINING,refined liquids,1288,2012,ktoe
Canada,8,MINING,refined liquids,1269,2013,ktoe
Canada,8,MINING,refined liquids,1195,2014,ktoe
Canada,8,MINING,refined liquids,1489,2015,ktoe
Central America and Caribbean,9,MINING,electricity,55,2011,ktoe
Central America and Caribbean,9,MINING,electricity,53,2012,ktoe
Central America and Caribbean,9,MINING,electricity,57,2013,ktoe
Central America and Caribbean,9,MINING,electricity,39,2014,ktoe
Central America and Caribbean,9,MINING,electricity,39,2015,ktoe
Central America and Caribbean,9,MINING,refined liquids,3,1971,ktoe
Central America and Caribbean,9,MINING,refined liquids,3,1972,ktoe
Central America and Caribbean,9,MINING,refined liquids,3,1973,ktoe
Central America and Caribbean,9,MINING,refined liquids,3,1974,ktoe
Central America and Caribbean,9,MINING,refined liquids,3,1975,ktoe
Central America and Caribbean,9,MINING,refined liquids,3,1976,ktoe
Central America and Caribbean,9,MINING,refined liquids,3,1977,ktoe
Central America and Caribbean,9,MINING,refined liquids,3,1978,ktoe
Central America and Caribbean,9,MINING,refined liquids,2,1979,ktoe
Central America and Caribbean,9,MINING,refined liquids,3,1980,ktoe
Central America and Caribbean,9,MINING,refined liquids,3,1981,ktoe
Central America and Caribbean,9,MINING,refined liquids,3,1982,ktoe
Central America and Caribbean,9,MINING,refined liquids,3,1983,ktoe
Central America and Caribbean,9,MINING,refined liquids,3,1984,ktoe
Central America and Caribbean,9,MINING,refined liquids,3,1985,ktoe
Central America and Caribbean,9,MINING,refined liquids,3,1986,ktoe
Central America and Caribbean,9,MINING,refined liquids,3,1987,ktoe
Central America and Caribbean,9,MINING,refined liquids,3,1988,ktoe
Central America and Caribbean,9,MINING,refined liquids,3,1989,ktoe
Central America and Caribbean,9,MINING,refined liquids,976,1990,ktoe
Central America and Caribbean,9,MINING,refined liquids,1033,1991,ktoe
Central America and Caribbean,9,MINING,refined liquids,679,1992,ktoe
Central America and Caribbean,9,MINING,refined liquids,357,1993,ktoe
Central America and Caribbean,9,MINING,refined liquids,546,1994,ktoe
Central America and Caribbean,9,MINING,refined liquids,275,1995,ktoe
Central America and Caribbean,9,MINING,refined liquids,344,1996,ktoe
Central America and Caribbean,9,MINING,refined liquids,361,1997,ktoe
Central America and Caribbean,9,MINING,refined liquids,397,1998,ktoe
Central America and Caribbean,9,MINING,refined liquids,433,1999,ktoe
Central America and Caribbean,9,MINING,refined liquids,472,2000,ktoe
Central America and Caribbean,9,MINING,refined liquids,473,2001,ktoe
Central America and Caribbean,9,MINING,refined liquids,376,2002,ktoe
Central America and Caribbean,9,MINING,refined liquids,377,2003,ktoe
Central America and Caribbean,9,MINING,refined liquids,808,2004,ktoe
Central America and Caribbean,9,MINING,refined liquids,862,2005,ktoe
Central America and Caribbean,9,MINING,refined liquids,1435,2006,ktoe
Central America and Caribbean,9,MINING,refined liquids,1420,2007,ktoe
Central America and Caribbean,9,MINING,refined liquids,1100,2008,ktoe
Central America and Caribbean,9,MINING,refined liquids,454,2009,ktoe
Central America and Caribbean,9,MINING,refined liquids,401,2010,ktoe
Central America and Caribbean,9,MINING,refined liquids,473,2011,ktoe
Central America and Caribbean,9,MINING,refined liquids,503,2012,ktoe
Central America and Caribbean,9,MINING,refined liquids,674,2013,ktoe
Central America and Caribbean,9,MINING,refined liquids,651,2014,ktoe
Central America and Caribbean,9,MINING,refined liquids,568,2015,ktoe
Central Asia,10,MINING,coal,781,2008,ktoe
Central Asia,10,MINING,coal,792,2009,ktoe
Central Asia,10,MINING,coal,751,2010,ktoe
Central Asia,10,MINING,coal,884,2011,ktoe
Central Asia,10,MINING,coal,1000,2012,ktoe
Central Asia,10,MINING,coal,790,2013,ktoe
Central Asia,10,MINING,coal,710,2014,ktoe
Central Asia,10,MINING,coal,456,2015,ktoe
Central Asia,10,MINING,electricity,12,1992,ktoe
Central Asia,10,MINING,electricity,7,1993,ktoe
Central Asia,10,MINING,electricity,16,1995,ktoe
Central Asia,10,MINING,electricity,17,1996,ktoe
Central Asia,10,MINING,electricity,13,1997,ktoe
Central Asia,10,MINING,electricity,17,1998,ktoe
Central Asia,10,MINING,electricity,57,1999,ktoe
Central Asia,10,MINING,electricity,30,2000,ktoe
Central Asia,10,MINING,electricity,35,2001,ktoe
Central Asia,10,MINING,electricity,34,2002,ktoe
Central Asia,10,MINING,electricity,35,2003,ktoe
Central Asia,10,MINING,electricity,39,2004,ktoe
Central Asia,10,MINING,electricity,32,2005,ktoe
Central Asia,10,MINING,electricity,33,2006,ktoe
Central Asia,10,MINING,electricity,36,2007,ktoe
Central Asia,10,MINING,electricity,440,2008,ktoe
Central Asia,10,MINING,electricity,418,2009,ktoe
Central Asia,10,MINING,electricity,432,2010,ktoe
Central Asia,10,MINING,electricity,569,2011,ktoe
Central Asia,10,MINING,electricity,546,2012,ktoe
Central Asia,10,MINING,electricity,622,2013,ktoe
Central Asia,10,MINING,electricity,641,2014,ktoe
Central Asia,10,MINING,electricity,576,2015,ktoe
Central Asia,10,MINING,gas,102,2002,ktoe
