# File: A44.CalPrice_resid.csv
# Title: Prices by fuel in the base years. Used to calibrate satiation impedance
# Units: 1975$/unit
# Source: GCAM v5.4 output
# Column types: ccnnnnnnnnnnnnnnnnnnnnn
# ----------
region,fuel,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Africa_Eastern,refined liquids enduse,3.51609,3.51139,5.94818,6.48767,6.05559,6.81722,7.56658,8.04995,8.28998,8.58635,8.61699,8.48987,8.31634,8.13964,7.9729,7.82296,7.62715,7.43516,7.25817,7.0853,6.92609
Africa_Northern,refined liquids enduse,3.44548,3.58698,6.0622,6.59612,6.77947,6.77905,6.71416,6.57039,6.434,6.30742,6.15478,6.04304,6.04735,6.06849,6.12259,6.19151,6.25842,6.30145,6.30302,6.3164,6.32437
Africa_Southern,refined liquids enduse,3.36128,3.52274,5.93261,6.51997,7.17573,7.29633,7.42115,7.52379,7.70667,7.86223,7.87089,7.88079,7.88903,7.91841,7.9299,7.90018,7.81977,7.71478,7.59629,7.4798,7.3579
Africa_Western,refined liquids enduse,3.42784,3.57257,5.95322,6.58101,7.08042,7.01692,6.92003,6.82846,6.84892,6.99876,7.05014,7.09507,7.11821,7.12911,7.16853,7.21338,7.24303,7.26216,7.23062,7.16828,7.08977
Argentina,refined liquids enduse,3.57928,3.64622,6.44288,6.92402,7.23512,7.2082,7.12627,7.01026,6.95594,7.10057,7.13963,7.14829,7.10855,6.98428,6.87973,6.78587,6.68358,6.56791,6.44393,6.31978,6.20306
Australia_NZ,refined liquids enduse,3.48129,3.64845,6.1582,6.88683,7.29874,7.34569,7.36581,7.36308,7.3828,7.38428,7.29387,7.19071,7.10477,7.03331,6.97342,6.92662,6.84588,6.75258,6.65626,6.55726,6.45272
Brazil,refined liquids enduse,3.77026,3.8587,6.20868,6.78007,7.09987,7.28537,7.3137,7.27393,7.35298,7.36132,7.2881,7.22735,7.16586,7.10102,7.02969,6.95237,6.86364,6.76821,6.67136,6.57875,6.48735
Canada,refined liquids enduse,3.48068,3.65915,6.23547,6.93817,7.22815,7.18078,7.13523,7.07834,7.01245,6.93145,6.79759,6.75104,6.72149,6.70057,6.6948,6.69013,6.66512,6.62937,6.5916,6.55748,6.52228
Central America and Caribbean,refined liquids enduse,4.57307,4.03932,6.21395,6.82052,8.26499,8.11425,8.06804,8.04067,8.06094,8.07232,8.01266,7.93637,7.8633,7.79605,7.73525,7.68355,7.61548,7.53791,7.45717,7.38095,7.3043
Central Asia,refined liquids enduse,3.47492,3.58653,6.17037,6.83199,7.08641,7.18924,7.25549,7.29099,7.3777,7.44632,7.32133,7.20281,7.10524,7.02272,6.95448,6.88909,6.80521,6.71542,6.62434,6.53573,6.44665
China,refined liquids enduse,3.46304,3.74316,6.45653,7.11255,7.40891,7.64144,7.7095,7.73417,7.7263,7.68838,7.57977,7.4603,7.35307,7.26021,7.18431,7.11923,7.0339,6.93629,6.83114,6.72396,6.60939
Colombia,refined liquids enduse,3.56174,3.69531,6.70036,6.81715,7.44377,7.58312,7.69841,7.76679,7.76278,7.67273,7.54875,7.43015,7.32949,7.23883,7.15569,7.08028,7.00203,6.91523,6.82441,6.73668,6.65011
EU-12,refined liquids enduse,3.58504,3.85577,6.50532,7.09746,7.10659,7.09725,7.07429,7.07195,7.14319,7.15467,7.08237,7.05084,7.03026,7.01211,7.00104,6.96666,6.88856,6.7952,6.69373,6.59202,6.48701
EU-15,refined liquids enduse,3.54728,3.81265,6.44168,7.0742,7.30303,7.38093,7.39819,7.43904,7.49877,7.51724,7.41552,7.30892,7.22018,7.14465,7.0809,7.0293,6.95128,6.86312,6.76927,6.67513,6.57855
Europe_Eastern,refined liquids enduse,3.51959,3.89151,6.4854,7.27555,6.31521,6.21065,6.13167,6.05202,5.98911,5.91872,5.80539,5.69823,5.66233,5.71314,5.72004,6.35833,6.3011,6.22581,6.14679,6.07087,5.99816
Europe_Non_EU,refined liquids enduse,3.62227,3.75402,6.4126,7.07524,7.33173,7.43451,7.4421,7.44086,7.4613,7.45718,7.36547,7.26892,7.19396,7.13558,7.0918,7.06327,7.00332,6.93006,6.84853,6.76687,6.68389
European Free Trade Association,refined liquids enduse,3.39727,3.59167,6.0672,6.72784,7.05439,7.11053,7.26398,7.37087,7.521,7.6022,7.50341,7.39161,7.28281,7.18349,7.09447,7.01197,6.9183,6.82247,6.72565,6.62585,6.52384
India,refined liquids enduse,3.45079,3.73553,6.38949,6.92203,7.1667,7.35216,7.36604,7.35859,7.35709,7.28331,7.13871,6.99211,6.85745,6.81435,6.86453,6.91745,6.89535,6.79481,6.69174,6.59312,6.49224
Indonesia,refined liquids enduse,3.47004,3.60952,6.1651,6.91079,7.35978,7.52965,7.52353,7.51359,7.53066,7.52418,7.44132,7.34834,7.2715,7.21088,7.16592,7.13769,7.06712,6.98507,6.89604,6.80634,6.71246
Japan,refined liquids enduse,3.52951,3.7546,6.22353,6.74651,7.28096,7.30918,7.26342,7.17818,7.34825,7.29921,7.19292,7.08759,7.00594,6.93922,6.88624,6.84747,6.77264,6.68142,6.57654,6.46575,6.34943
Mexico,refined liquids enduse,3.52838,3.77947,6.53139,7.26813,6.51254,6.60411,6.68395,6.78926,7.00865,7.2771,7.28128,7.13753,7.00516,6.88457,6.77628,6.67929,6.57869,6.46748,6.35277,6.23696,6.12183
Middle East,refined liquids enduse,3.47836,3.68185,6.17587,6.83759,7.1039,7.19219,7.19222,7.23859,7.31123,7.35518,7.28142,7.13589,7.01036,6.9172,6.85435,6.79795,6.73175,6.65221,6.56716,6.48279,6.4002
Pakistan,refined liquids enduse,3.4799,3.65493,6.11503,6.71251,7.14197,7.23354,7.25999,7.29669,7.33092,7.33929,7.26596,7.20129,7.15664,7.11494,7.07831,7.05551,6.99676,6.92362,6.84174,6.76533,6.69176
Russia,refined liquids enduse,3.62646,3.71545,6.20263,6.86606,7.1411,7.22531,7.25185,7.22488,7.29689,7.30706,7.22393,7.10371,6.97853,6.88046,6.80834,6.74488,6.66939,6.58221,6.48635,6.38993,6.29557
South Africa,refined liquids enduse,4.76485,4.79202,7.19776,8.0052,7.16929,7.28804,7.29432,7.2943,7.31591,7.31629,7.22663,7.13433,7.06738,7.01912,6.98574,6.96513,6.90539,6.83042,6.74683,6.6634,6.5779
South America_Northern,refined liquids enduse,3.63725,3.82034,6.9161,7.00487,6.80587,6.85799,6.81716,6.76636,6.71708,6.68758,6.61525,6.54945,6.4879,6.43799,6.39989,6.36371,6.32053,6.26611,6.2028,6.13907,6.07193
South America_Southern,refined liquids enduse,3.43205,3.61905,6.16324,6.78792,7.37959,7.4356,7.50014,7.53334,7.55315,7.51318,7.40678,7.29214,7.19651,7.11865,7.05944,7.01101,6.94059,6.85841,6.76868,6.6785,6.5882
South Asia,refined liquids enduse,3.45971,3.59204,6.02128,6.60984,7.03568,7.21296,7.31098,7.34377,7.35909,7.3602,7.27483,7.18085,7.10583,7.0461,7.00113,6.97366,6.92096,6.85836,6.78348,6.70502,6.62451
South Korea,refined liquids enduse,3.48047,3.72152,6.40303,7.1497,7.34016,7.40542,7.41676,7.41391,7.43049,7.4239,7.32886,7.23046,7.15464,7.09485,7.05039,7.02337,6.9615,6.88518,6.80019,6.71497,6.62881
Southeast Asia,refined liquids enduse,3.45436,3.68676,6.17298,6.79856,7.31411,7.38198,7.41067,7.43976,7.4972,7.52483,7.43372,7.32729,7.23802,7.16352,7.10521,7.06322,6.99421,6.91356,6.82641,6.74015,6.65333
Taiwan,refined liquids enduse,3.66467,3.87772,6.27404,6.78384,7.37995,7.5378,7.53402,7.52481,7.53995,7.533,7.44083,7.34547,7.27139,7.21459,7.17392,7.14919,7.09316,7.0254,6.95258,6.88184,6.81127
USA,refined liquids enduse,3.53979,3.74365,6.21529,6.91339,7.49828,7.56947,7.67384,7.69104,7.6217,7.52014,7.36842,7.22216,7.08382,6.96216,6.86291,6.77497,6.66996,6.54932,6.41802,6.29441,6.17898
Africa_Eastern,regional natural gas,0,1.10862,1.746,1.75267,1.88523,2.06488,2.19344,2.33729,2.4151,2.46666,2.52164,2.54808,2.53599,2.53459,2.5375,2.5359,2.57223,2.60684,2.63619,2.64155,2.58882
Africa_Northern,regional natural gas,0.812,1.107,1.746,1.74631,1.74767,1.78287,1.7698,1.76384,1.7825,1.78796,1.83039,1.86837,1.88128,1.89515,1.91789,1.91662,1.91844,1.92261,1.95169,2.01018,2.06155
Africa_Southern,regional natural gas,0.813919,1.107,1.746,1.746,1.85504,1.98485,2.04044,2.13568,2.2559,2.28724,2.36979,2.46134,2.49645,2.52232,2.5414,2.52817,2.54574,2.56174,2.58841,2.68205,2.75675
Africa_Western,regional natural gas,0.813918,1.107,1.746,1.74604,1.82101,1.9132,1.9491,2.02488,2.13857,2.22241,2.27197,2.32269,2.38873,2.44359,2.48767,2.51045,2.54703,2.56194,2.57567,2.58729,2.57571
Argentina,regional natural gas,0.837865,1.107,1.76576,1.82068,1.81701,1.85165,1.80339,1.77056,1.75242,1.73312,1.76567,1.78913,1.77454,1.76269,1.75969,1.76333,1.78933,1.78279,1.76103,1.74788,1.75544
Australia_NZ,regional natural gas,0.812,1.107,1.746,1.74603,1.80716,1.87619,1.86205,1.91585,2.01685,2.05795,2.11781,2.12104,2.07571,2.03749,2.00554,1.97281,1.95905,1.9598,2.00348,2.05721,2.10338
Brazil,regional natural gas,0.812,1.21987,1.85859,1.95107,1.95953,1.98658,1.96258,1.97065,2.00919,2.02173,2.0769,2.12159,2.13719,2.15797,2.18779,2.20909,2.26164,2.31856,2.38322,2.45848,2.51364
Canada,regional natural gas,0.812,1.107,1.746,1.74667,1.8336,1.98795,1.9344,1.90319,1.90233,1.93162,2.01821,2.06615,2.06385,2.07007,2.04246,2.01903,2.01634,2.02652,2.06621,2.11981,2.17375
Central America and Caribbean,regional natural gas,0.81292,1.107,1.746,1.74609,1.79651,1.87795,1.87219,1.89081,1.93737,1.95725,2.02609,2.079,2.08964,2.0802,2.07965,2.07784,2.13223,2.19015,2.25146,2.32543,2.38975
Central Asia,regional natural gas,0.812,1.107,1.746,1.74646,1.73664,1.76845,1.74971,1.77524,1.85385,1.92074,2.01174,2.07901,2.11741,2.17178,2.23304,2.2885,2.37126,2.44692,2.52452,2.58333,2.56085
China,regional natural gas,0.812,1.107,1.79868,1.81664,1.94033,2.00522,2.00239,2.02234,2.06013,2.08936,2.14545,2.17351,2.17691,2.18884,2.23077,2.27045,2.33558,2.39687,2.46078,2.53134,2.56077
