# File: comtrade_ff_trade.csv
# Title: Comtrade trade of fossil fuels
# Source: UN Comtrade
# Units: NA
# Column types: iiiiciinnni 
# ----------
Year,Reporter_Code,Trade_Flow_Code,Partner_Code,Classification,Commodity_Code,Quantity_Unit_Code,Supplementary_Quantity,Netweight_(kg),Value,Estimation_Code
2017,36,2,705,HS,2701,8,385132000,385132000,83757832,0
2017,36,2,710,HS,2701,8,1185205000,1185205000,234562485,0
2017,36,2,724,HS,2701,8,858353000,858353000,162055367,0
2017,36,2,752,HS,2701,8,790176000,790176000,150339682,0
2017,36,2,764,HS,2701,8,3913540140,3913540140,277133565,0
2017,36,1,784,HS,2701,8,132020,132020,36861,0
2017,36,2,784,HS,2701,8,152545000,152545000,9577369,0
2017,36,2,792,HS,2701,8,570453000,570453000,94714975,0
2017,36,2,804,HS,2701,8,245031000,245031000,38199653,0
2017,36,2,818,HS,2701,8,19800,19800,13956,0
2017,36,1,826,HS,2701,8,70480,70480,30545,0
2017,36,2,826,HS,2701,8,934771200,934771200,152893168,0
2017,36,1,842,HS,2701,8,43040860,43040860,9725819,0
2017,36,2,842,HS,2701,8,104305000,104305000,13890156,0
2017,40,1,0,HS,2701,8,3589244016,3589244016,633233013,6
2017,40,2,0,HS,2701,8,1240429,1240429,247860,0
2017,40,1,36,HS,2701,8,417751088,417751088,93737561,0
2017,40,1,56,HS,2701,8,19420500,19420500,1782931,0
2017,40,1,124,HS,2701,8,50,50,500,0
2017,40,1,156,HS,2701,8,1069,1069,190,0
2017,40,1,170,HS,2701,8,251638,251638,36106,0
2017,40,1,191,HS,2701,8,2313880,2313880,266019,0
2017,40,1,203,HS,2701,8,600937342,600937342,82675161,0
2017,40,1,276,HS,2701,8,73819941,73819941,6730454,0
2017,40,1,348,HS,2701,8,804210,804210,181190,0
2017,40,2,348,HS,2701,8,650,650,151,0
2017,40,1,360,HS,2701,8,186,186,39,6
2017,40,1,381,HS,2701,8,9643692,9643692,1740679,0
2017,40,2,381,HS,2701,8,127286,127286,19510,0
2017,40,1,508,HS,2701,8,11028900,11028900,1687440,0
2017,40,1,528,HS,2701,8,105167958,105167958,8289775,0
2017,40,1,616,HS,2701,8,1117273000,1117273000,195887973,0
2017,40,2,616,HS,2701,8,1111570,1111570,227818,0
2017,40,1,643,HS,2701,8,706391000,706391000,105631442,0
2017,40,1,688,HS,2701,8,104,104,68,0
2017,40,1,705,HS,2701,8,284530,284530,73167,0
2017,40,1,710,HS,2701,8,68,68,449,0
2017,40,1,757,HS,2701,8,142,142,24,0
2017,40,2,757,HS,2701,8,463,463,142,0
2017,40,1,792,HS,2701,8,47,47,11,0
2017,40,1,826,HS,2701,8,400,400,234,0
2017,40,1,842,HS,2701,8,524154271,524154271,134511588,0
2017,40,2,842,HS,2701,8,460,460,237,0
2017,48,1,0,HS,2701,8,28599859,28599859,6505769,0
2017,48,1,144,HS,2701,8,819,819,674,0
2017,48,1,156,HS,2701,8,93253,93253,71349,0
2017,48,1,360,HS,2701,8,64645,64645,39388,0
2017,48,1,372,HS,2701,8,5468,5468,11288,0
2017,48,1,392,HS,2701,8,200,200,98,0
2017,48,1,490,HS,2701,8,273,273,643,0
2017,48,1,528,HS,2701,8,41,41,607,0
2017,48,1,643,HS,2701,8,6990289,6990289,1562764,0
2017,48,1,682,HS,2701,8,68300,68300,12619,0
2017,48,1,699,HS,2701,8,8475,8475,15579,0
2017,48,1,704,HS,2701,8,6100000,6100000,1391770,0
2017,48,1,706,HS,2701,8,350,350,202,0
2017,48,1,710,HS,2701,8,41,41,175,0
2017,48,1,760,HS,2701,8,32,32,65,0
2017,48,1,764,HS,2701,8,800000,800000,185031,0
2017,48,1,784,HS,2701,8,1000,1000,1719,0
2017,48,1,804,HS,2701,8,9600,9600,14595,0
2017,48,1,818,HS,2701,8,14456089,14456089,3194379,0
2017,48,1,842,HS,2701,8,981,981,2813,0
2017,51,1,0,HS,2701,8,1638284,1638284,264329,0
2017,51,1,268,HS,2701,8,400000,400000,30701,0
2017,51,1,276,HS,2701,8,14,14,51,0
2017,51,1,364,HS,2701,8,3780,3780,15227,0
2017,51,1,398,HS,2701,8,690000,690000,94563,0
2017,51,1,643,HS,2701,8,479740,479740,117677,0
2017,51,1,804,HS,2701,8,22000,22000,2828,0
2017,51,1,899,HS,2701,8,42750,42750,3280,0
2017,56,1,0,HS,2701,8,4650903971,,781368247,6
2017,56,2,0,HS,2701,8,1931078862,1931078862,236627676,0
2017,56,1,36,HS,2701,8,1227810203,1227810203,287979529,6
2017,56,1,40,HS,2701,8,26271,26271,7086,0
2017,56,2,40,HS,2701,8,21812260,21812260,2632148,0
2017,56,2,70,HS,2701,8,2164350,2164350,481334,0
2017,56,2,120,HS,2701,8,18000,18000,15058,0
2017,56,2,152,HS,2701,8,38640,38640,19193,0
2017,56,1,170,HS,2701,8,5464280,5464280,602798,0
2017,56,2,170,HS,2701,8,39940,39940,15668,0
2017,56,2,178,HS,2701,8,10,10,110,0
2017,56,2,208,HS,2701,8,39306,39306,23953,0
2017,56,2,218,HS,2701,8,60000,60000,24069,0
2017,56,1,251,HS,2701,8,193366082,193366082,23185282,0
2017,56,2,251,HS,2701,8,540737137,540737137,70448691,0
2017,56,1,276,HS,2701,8,136062311,136062311,26195392,0
2017,56,2,276,HS,2701,8,1100490890,1100490890,130035844,0
2017,56,2,348,HS,2701,8,4374020,4374020,447702,0
2017,56,2,360,HS,2701,8,79220,79220,25351,0
2017,56,1,372,HS,2701,8,552262,552262,153611,0
2017,56,2,372,HS,2701,8,31689350,31689350,1873719,0
2017,56,1,381,HS,2701,8,16726,,1391,6
2017,56,2,381,HS,2701,8,107948,107948,19016,0
2017,56,2,410,HS,2701,8,12382400,12382400,2462912,0
2017,56,1,428,HS,2701,8,4699660,4699660,501217,0
2017,56,1,442,HS,2701,8,15833654,15833654,2048053,0
2017,56,2,442,HS,2701,8,45047636,45047636,4589485,0
2017,56,1,504,HS,2701,8,60,60,146,0
2017,56,1,528,HS,2701,8,484260800,484260800,54713703,0
2017,56,2,528,HS,2701,8,81628930,81628930,10744072,0
2017,56,2,579,HS,2701,8,3323880,3323880,694177,0
2017,56,1,616,HS,2701,8,505277,505277,111732,0
2017,56,2,620,HS,2701,8,12861,12861,7428,0
2017,56,2,642,HS,2701,8,2105,2105,1792,0
2017,56,1,643,HS,2701,8,1709116000,1709116000,220824495,0
2017,56,2,682,HS,2701,8,4000,4000,3527,0
2017,56,2,703,HS,2701,8,89851,89851,25866,0
2017,56,1,724,HS,2701,8,5725312,5725312,1005361,0
2017,56,2,724,HS,2701,8,85756,85756,30429,0
2017,56,2,752,HS,2701,8,7222710,7222710,1086807,0
2017,56,2,757,HS,2701,8,10219920,10219920,1029411,0
2017,56,2,788,HS,2701,8,126,126,413,0
2017,56,1,826,HS,2701,8,100261270,100261270,12799487,0
2017,56,2,826,HS,2701,8,38209138,38209138,5588225,0
2017,56,2,837,HS,2701,8,43,43,56,0
2017,56,1,842,HS,2701,8,767203800,767203800,151238954,0
2017,56,2,842,HS,2701,8,31198431,31198431,4301205,0
2017,60,1,0,HS,2701,8,46734,,21579,6
2017,60,1,484,HS,2701,8,9,9,1013,0
2017,60,1,528,HS,2701,8,41112,,4067,6
2017,60,1,842,HS,2701,8,5613,5613,16498,0
2017,68,1,0,HS,2701,8,9527596,9527596,1241509,0
2017,68,1,32,HS,2701,8,20346,20346,16524,0
2017,68,1,604,HS,2701,8,9505785,9505785,1221756,0
2017,68,1,842,HS,2701,8,1465,1465,3228,0
2017,70,1,0,HS,2701,8,1376086991,1376086991,264042657,0
2017,70,2,0,HS,2701,8,3600,3600,935,0
2017,70,1,56,HS,2701,8,2164350,2164350,690033,0
2017,70,1,124,HS,2701,8,15701700,15701700,3609801,0
2017,70,1,156,HS,2701,8,9,9,66,0
2017,70,1,170,HS,2701,8,32680490,32680490,6580082,0
2017,70,1,203,HS,2701,8,77580300,77580300,15723519,0
2017,70,2,203,HS,2701,8,2400,2400,764,0
2017,70,1,276,HS,2701,8,23100,23100,20685,0
2017,70,1,381,HS,2701,8,240,240,251,0
2017,70,2,381,HS,2701,8,0,0,2,0
2017,70,1,616,HS,2701,8,3638700,3638700,509434,0
2017,70,1,643,HS,2701,8,82051480,82051480,11055451,0
2017,70,1,688,HS,2701,8,24298,24298,10640,0
2017,70,2,688,HS,2701,8,1200,1200,168,0
2017,70,1,705,HS,2701,8,33840,33840,15087,0
2017,70,1,710,HS,2701,8,9116520,9116520,899067,0
2017,70,1,724,HS,2701,8,954,954,242,0
2017,70,1,792,HS,2701,8,60,60,143,0
2017,70,1,804,HS,2701,8,37974620,37974620,5104137,0
2017,70,1,842,HS,2701,8,1115096330,1115096330,219824011,0
2017,76,1,0,HS,2701,8,23564730784,0,3393325023,0
2017,76,2,0,HS,2701,8,162250,162250,121148,0
2017,76,1,32,HS,2701,8,3049100,3049100,494714,0
2017,76,2,32,HS,2701,8,144000,144000,109920,0
2017,76,1,36,HS,2701,8,6285071000,6285071000,1121383417,0
2017,76,1,56,HS,2701,8,1057,1057,735,0
2017,76,2,68,HS,2701,8,6500,6500,3409,0
2017,76,1,124,HS,2701,8,742147000,742147000,139284442,0
2017,76,1,156,HS,2701,8,101877326,101877326,30253121,0
2017,76,1,170,HS,2701,8,5551702900,5551702900,486620466,0
2017,76,2,170,HS,2701,8,5000,5000,4684,0
2017,76,1,196,HS,2701,8,44109200,44109200,4283237,0
2017,76,1,360,HS,2701,8,68000000,68000000,11880756,0
2017,76,1,508,HS,2701,8,681616700,681616700,136438489,0
2017,76,2,600,HS,2701,8,6750,6750,3135,0
2017,76,1,604,HS,2701,8,223451850,223451850,18565318,0
2017,76,1,643,HS,2701,8,2307751739,2307751739,280631444,0
2017,76,1,710,HS,2701,8,835406100,835406100,83504648,0
2017,76,1,842,HS,2701,8,6638705712,0,1074198788,0
2017,76,1,862,HS,2701,8,81841100,81841100,5785448,0
2017,96,1,0,HS,2701,8,23024,23024,16623,0
2017,96,1,458,HS,2701,8,21519,21519,15689,0
2017,96,1,702,HS,2701,8,1277,1277,561,0
2017,96,1,826,HS,2701,8,228,228,371,0
2017,100,1,0,HS,2701,8,926459825,926459825,98542257,0
2017,100,2,0,HS,2701,8,28515565,28515565,3184469,0
2017,100,1,300,HS,2701,8,3315670,3315670,1039366,0
2017,100,2,300,HS,2701,8,4906130,4906130,743174,0
2017,100,1,428,HS,2701,8,132268899,132268899,16707666,0
2017,100,1,642,HS,2701,8,25795860,25795860,2424465,0
2017,100,2,642,HS,2701,8,5262020,5262020,902039,0
2017,100,1,643,HS,2701,8,243928356,243928356,24769700,0
2017,100,2,688,HS,2701,8,12218260,12218260,879186,0
2017,100,1,710,HS,2701,8,87094700,87094700,6029910,0
2017,100,1,724,HS,2701,8,800,800,705,0
2017,100,1,792,HS,2701,8,130980,130980,45263,0
2017,100,1,804,HS,2701,8,433924560,433924560,47525179,0
2017,100,2,804,HS,2701,8,412050,412050,48516,0
2017,100,2,807,HS,2701,8,5717105,5717105,611553,0
2017,104,1,0,HS,2701,8,605501289,605501289,60498651,0
2017,104,2,0,HS,2701,8,4000000,4000000,344469,0
2017,104,1,36,HS,2701,8,113500000,113500000,10766000,0
2017,104,1,156,HS,2701,8,1050000,1050000,207879,0
2017,104,2,156,HS,2701,8,360000,360000,206145,0
2017,104,1,360,HS,2701,8,156758207,156758207,14857469,0
2017,104,1,410,HS,2701,8,6280,6280,18815,0
2017,104,1,508,HS,2701,8,113929400,113929400,11861104,0
2017,104,1,643,HS,2701,8,163526300,163526300,17115578,0
2017,104,1,710,HS,2701,8,56022000,56022000,5448068,0
2017,104,1,764,HS,2701,8,704566,704566,220035,0
2017,104,2,764,HS,2701,8,3640000,3640000,138324,0
2017,104,1,842,HS,2701,8,4536,4536,3701,0
2017,112,1,0,HS,2701,8,762442304,762442304,49414500,6
2017,112,2,0,HS,2701,8,164884415,164884415,14091000,0
2017,112,1,276,HS,2701,8,1880,1880,1500,0
2017,112,2,276,HS,2701,8,22000,22000,5400,0
2017,112,1,381,HS,2701,8,125,125,200,0
2017,112,1,398,HS,2701,8,281772600,281772600,13810700,0
2017,112,2,440,HS,2701,8,68300,68300,3000,0
2017,112,2,498,HS,2701,8,689650,689650,60700,0
2017,112,2,616,HS,2701,8,163342660,163342660,13948300,0
2017,112,1,643,HS,2701,8,480665520,480665520,35601800,0
2017,112,2,643,HS,2701,8,139805,139805,10500,0
2017,112,2,804,HS,2701,8,622000,622000,63100,0
2017,112,1,842,HS,2701,8,2179,2179,300,6
2017,116,1,0,HS,2701,8,2013286708,2013286708,201948655,6
2017,116,2,0,HS,2701,8,432,432,32,6
2017,116,1,156,HS,2701,8,69211,69211,6942,6
2017,116,2,344,HS,2701,8,432,432,32,6
2017,116,1,360,HS,2701,8,1913538965,1913538965,191931536,6
2017,116,1,458,HS,2701,8,110999,110999,11133,6
2017,116,1,554,HS,2701,8,36999999,36999999,3711169,6
2017,116,1,704,HS,2701,8,1183568,1183568,130948,6
2017,116,1,710,HS,2701,8,60964870,60964870,6114890,6
2017,116,1,764,HS,2701,8,419092,419092,42035,6
2017,124,1,0,HS,2701,1,0,,666984161,0
2017,124,2,0,HS,2701,8,30979153286,30979153286,5209201326,6
2017,124,2,12,HS,2701,8,24000,24000,6400,0
2017,124,1,32,HS,2701,8,678000,678000,57072,0
2017,124,2,32,HS,2701,8,48300000,48300000,7735114,0
2017,124,1,36,HS,2701,1,0,,11,0
2017,124,1,76,HS,2701,8,49000,49000,8102,0
2017,124,2,76,HS,2701,8,925827000,925827000,159505470,0
2017,124,1,124,HS,2701,8,58000,58000,6674,0
2017,124,2,152,HS,2701,8,265992000,265992000,50522922,0
2017,124,1,156,HS,2701,1,0,,88518,0
2017,124,2,156,HS,2701,8,4748727000,4748727000,709823085,0
2017,124,1,170,HS,2701,1,0,,112687066,0
2017,124,2,188,HS,2701,8,55000,55000,8283,0
2017,124,2,191,HS,2701,8,60227000,60227000,11299898,0
2017,124,2,208,HS,2701,8,301455000,301455000,19739219,0
2017,124,2,214,HS,2701,8,170000,170000,25132,0
2017,124,2,218,HS,2701,8,37,37,4,6
2017,124,1,222,HS,2701,1,0,0,406,0
2017,124,2,246,HS,2701,8,412094000,412094000,75796054,0
2017,124,1,251,HS,2701,8,5000,5000,313,0
2017,124,2,251,HS,2701,8,119411000,119411000,14048393,0
2017,124,1,276,HS,2701,1,0,,123,0
2017,124,2,276,HS,2701,8,806469000,806469000,152731131,0
2017,124,2,320,HS,2701,8,248,248,30,6
2017,124,1,344,HS,2701,8,1000,1000,15,0
2017,124,1,368,HS,2701,8,1000,1000,5,0
2017,124,1,381,HS,2701,1,0,0,15588,0
2017,124,2,381,HS,2701,8,317827000,317827000,58541437,0
2017,124,1,392,HS,2701,1,0,,1984,0
2017,124,2,392,HS,2701,8,7240510000,7240510000,1301014469,0
2017,124,1,410,HS,2701,1,0,,2249,0
2017,124,2,410,HS,2701,8,6218741000,6218741000,1030214915,0
2017,124,1,484,HS,2701,8,16000,16000,1326,0
2017,124,2,484,HS,2701,8,132000000,132000000,14050466,0
2017,124,1,490,HS,2701,8,1000,1000,43,0
2017,124,2,490,HS,2701,8,1622437000,1622437000,266413885,0
2017,124,1,528,HS,2701,1,0,,2000987,0
2017,124,2,528,HS,2701,8,793318000,793318000,149640373,0
2017,124,1,566,HS,2701,1,0,,14,0
2017,124,2,608,HS,2701,8,47000,47000,6763,0
2017,124,2,616,HS,2701,8,690246000,690246000,109115452,0
2017,124,2,642,HS,2701,8,113000,113000,24790,0
2017,124,1,643,HS,2701,8,147062000,147062000,20088001,0
2017,124,2,666,HS,2701,8,2000,2000,211,0
2017,124,1,682,HS,2701,1,0,,29,0
2017,124,2,682,HS,2701,8,208000,208000,31289,0
2017,124,1,699,HS,2701,1,0,,136,0
2017,124,2,699,HS,2701,8,3084618000,3084618000,502680130,0
2017,124,2,702,HS,2701,8,75000000,75000000,10590497,0
2017,124,2,704,HS,2701,8,521145000,521145000,97823584,0
2017,124,1,724,HS,2701,8,10000,10000,16631,0
2017,124,2,724,HS,2701,8,35274000,35274000,6911541,0
2017,124,2,752,HS,2701,8,245990000,245990000,52342548,0
2017,124,2,792,HS,2701,8,658630000,658630000,90885023,0
2017,124,2,804,HS,2701,8,799962000,799962000,134570011,0
2017,124,2,818,HS,2701,8,119276000,119276000,19172692,0
2017,124,1,826,HS,2701,1,0,,372253,0
2017,124,2,826,HS,2701,8,164000,164000,24702,0
2017,124,1,842,HS,2701,1,0,0,531636603,0
2017,124,2,842,HS,2701,8,734894000,734894000,163905396,0
2017,144,1,0,HS,2701,8,2527445153,2527445153,258931854,0
2017,144,2,0,HS,2701,8,34,34,5,0
2017,144,1,344,HS,2701,8,13,13,35,0
2017,144,1,360,HS,2701,8,90795000,90795000,8810199,0
2017,144,1,410,HS,2701,8,50,50,23,0
2017,144,1,699,HS,2701,8,5,5,19,0
2017,144,2,699,HS,2701,8,34,34,5,0
2017,144,1,702,HS,2701,8,79,79,501,0
2017,144,1,710,HS,2701,8,2436650000,2436650000,250120945,0
2017,144,1,826,HS,2701,8,5,5,128,0
2017,152,1,0,HS,2701,8,11122674553,11122674553,1043219753,6
2017,152,2,0,HS,2701,8,913982300,913982300,32133861,0
2017,152,2,32,HS,2701,8,84000,84000,42000,0
2017,152,1,36,HS,2701,8,2270016200,2270016200,249164593,0
2017,152,1,56,HS,2701,8,44944,44944,19189,6
2017,152,1,124,HS,2701,8,228708200,228708200,47771055,0
2017,152,1,156,HS,2701,8,86000,86000,35636,0
2017,152,1,170,HS,2701,8,7031917098,7031917098,614960080,0
2017,152,1,410,HS,2701,8,850,850,1872,0
2017,152,2,528,HS,2701,8,73579300,73579300,2855598,0
2017,152,1,604,HS,2701,8,4326570,4326570,685762,0
2017,152,1,643,HS,2701,8,71481000,71481000,6693109,0
2017,152,2,699,HS,2701,8,506112000,506112000,17161624,0
2017,152,2,724,HS,2701,8,334207000,334207000,12074639,0
2017,152,1,826,HS,2701,8,150100,150100,94733,0
2017,152,1,842,HS,2701,8,1515943590,1515943590,123793720,6
2017,156,1,0,HS,2701,8,1.88126E+11,1.88126E+11,18596322070,0
2017,156,2,0,HS,2701,8,8077890776,8077890776,1087642738,0
2017,156,2,12,HS,2701,8,211200,211200,54173,0
2017,156,2,32,HS,2701,8,214820,214820,53322,0
2017,156,1,36,HS,2701,8,79655178132,79655178132,9872091580,0
2017,156,2,36,HS,2701,8,412000,412000,177686,0
2017,156,2,50,HS,2701,8,34300,34300,7368,0
2017,156,2,76,HS,2701,8,90000000,90000000,17550000,0
2017,156,2,104,HS,2701,8,5913770,5913770,620336,0
2017,156,1,124,HS,2701,8,5270678092,5270678092,872285050,0
2017,156,2,152,HS,2701,8,16500,16500,1980,0
2017,156,1,170,HS,2701,8,6815,6815,2339,0
2017,156,1,231,HS,2701,8,135,135,910,0
2017,156,2,231,HS,2701,8,12000,12000,8653,0
2017,156,1,276,HS,2701,8,204708,204708,104692,0
2017,156,2,276,HS,2701,8,19100,19100,2770,0
2017,156,2,344,HS,2701,8,69517,69517,11123,0
2017,156,1,360,HS,2701,8,35277600524,35277600524,2473884553,0
2017,156,2,360,HS,2701,8,217773900,217773900,33901671,0
2017,156,1,364,HS,2701,8,83949845,83949845,4558028,0
2017,156,2,368,HS,2701,8,46400,46400,15493,0
2017,156,2,376,HS,2701,8,19300,19300,3291,0
2017,156,2,392,HS,2701,8,3180634000,3180634000,439845062,0
2017,156,2,400,HS,2701,8,100000,100000,27000,0
2017,156,1,408,HS,2701,8,4912128600,4912128600,410358802,0
2017,156,2,408,HS,2701,8,55446150,55446150,7557065,0
2017,156,1,410,HS,2701,8,723,723,88,0
2017,156,2,410,HS,2701,8,3437618280,3437618280,387862549,0
2017,156,2,414,HS,2701,8,59550,59550,17137,0
2017,156,1,417,HS,2701,8,101683000,101683000,2239822,0
2017,156,1,418,HS,2701,8,17624400,17624400,783671,0
2017,156,2,450,HS,2701,8,14000,14000,5551,0
2017,156,1,458,HS,2701,8,248821000,248821000,14706884,0
2017,156,2,458,HS,2701,8,7508320,7508320,734791,0
2017,156,2,480,HS,2701,8,2000,2000,400,0
2017,156,2,490,HS,2701,8,764596000,764596000,146312121,0
2017,156,1,496,HS,2701,8,33577828860,33577828860,2204070138,0
2017,156,2,496,HS,2701,8,42450,42450,1274,0
2017,156,2,528,HS,2701,8,396000,396000,83160,0
2017,156,1,554,HS,2701,8,247098000,247098000,33805274,0
2017,156,2,562,HS,2701,8,1100,1100,490,0
2017,156,1,586,HS,2701,8,150,150,614,0
2017,156,2,586,HS,2701,8,98000,98000,25320,0
2017,156,2,608,HS,2701,8,340000,340000,46100,0
2017,156,1,643,HS,2701,8,25307000382,25307000382,2236453976,0
2017,156,2,682,HS,2701,8,1626190,1626190,343616,0
2017,156,2,699,HS,2701,8,171724000,171724000,27329976,0
2017,156,2,702,HS,2701,8,34873000,34873000,8368325,0
2017,156,1,704,HS,2701,8,254600000,254600000,15031971,0
2017,156,2,704,HS,2701,8,28205904,28205904,4314715,0
2017,156,1,710,HS,2701,8,65,65,403,0
2017,156,1,764,HS,2701,8,98,98,682,0
2017,156,2,764,HS,2701,8,2838030,2838030,409580,0
2017,156,2,784,HS,2701,8,50000,50000,12100,0
2017,156,2,818,HS,2701,8,111500,111500,17125,0
2017,156,1,826,HS,2701,8,9614,9614,25173,0
2017,156,2,826,HS,2701,8,76829100,76829100,11908514,0
2017,156,2,834,HS,2701,8,85,85,11,0
2017,156,1,842,HS,2701,8,3171181429,3171181429,455917420,0
2017,156,2,842,HS,2701,8,25560,25560,10660,0
2017,156,2,894,HS,2701,8,8750,8750,2230,0
2017,170,1,0,HS,2701,1,0,,236163,6
2017,170,2,0,HS,2701,8,1.02713E+11,1.02713E+11,6816779896,0
2017,170,2,32,HS,2701,8,805542900,805542900,59948153,0
2017,170,1,56,HS,2701,8,39940,39940,17198,0
2017,170,2,56,HS,2701,8,337617700,337617700,22322402,0
2017,170,2,76,HS,2701,8,5188061957,5188061957,368685773,0
2017,170,2,124,HS,2701,8,2018836600,2018836600,141738433,0
2017,170,1,152,HS,2701,8,106,106,1159,0
2017,170,2,152,HS,2701,8,7643334900,7643334900,505646659,0
2017,170,1,156,HS,2701,8,312000,312000,144540,0
2017,170,2,191,HS,2701,8,71498700,71498700,5541440,0
2017,170,2,192,HS,2701,8,722000,722000,173677,0
2017,170,2,208,HS,2701,8,309984900,309984900,18519390,0
2017,170,1,214,HS,2701,8,8,8,46,0
2017,170,2,214,HS,2701,8,1850498200,1850498200,106810750,0
2017,170,2,218,HS,2701,8,327455,327455,40824,0
2017,170,2,251,HS,2701,8,1588011490,1588011490,100505418,0
2017,170,2,266,HS,2701,8,2242930,2242930,269152,0
2017,170,1,276,HS,2701,1,0,,271,6
2017,170,2,276,HS,2701,8,670311000,670311000,41516410,0
2017,170,2,320,HS,2701,8,1696670300,1696670300,110857662,0
2017,170,2,340,HS,2701,8,25016930,25016930,1699058,0
2017,170,2,360,HS,2701,8,45000000,45000000,2894253,0
2017,170,2,372,HS,2701,8,1481435600,1481435600,97328224,0
2017,170,2,376,HS,2701,8,4083896000,4083896000,260767413,0
2017,170,2,381,HS,2701,8,2833936000,2833936000,189026751,0
2017,170,1,392,HS,2701,8,197,197,2972,0
2017,170,2,392,HS,2701,8,2383227100,2383227100,147729926,0
2017,170,2,410,HS,2701,8,3704006000,3704006000,229934763,0
2017,170,2,484,HS,2701,8,6885525000,6885525000,528339490,0
2017,170,2,490,HS,2701,8,736673000,736673000,45806566,0
2017,170,2,504,HS,2701,8,292818800,292818800,18641073,0
2017,170,2,528,HS,2701,8,17494166000,17494166000,1049829782,0
2017,170,2,586,HS,2701,8,119950000,119950000,5193198,0
2017,170,2,591,HS,2701,8,176409100,176409100,9738135,0
