# File: NREL_offshore_energy.csv
# Title: Offshore Wind Resource Potential by Country from NREL
# Units: PWh
# Comments: distance -  near =  0-50 miles; transitional = 50-100 miles; far = 100-5000 miles
# Source: Eurek et. al (2017); https://doi.org/10.1016/j.eneco.2016.11.015; raw data at https://catalog.data.gov/dataset/global-cfdda-based-onshore-and-offshore-wind-potential-supply-curves-by-country-class-and--912c6
# Column types: cccnnnnnnnnnn
#  ----------
IAM_country,depth_class,distance_to_shore,c1,c2,c3,c4,c5,c6,c7,c8,c9,total
Panama,deep,near,0.127140684,0.034396165,0.000676291,0,0,0,0,0,0,0.16221314
Papua New Guinea,shallow,near,0.025856907,0.027282009,0.033694946,0.066762792,0.099305868,0.057134144,0,0,0,0.310036664
Papua New Guinea,transitional,near,0.023054697,0.005775276,0.010516123,0.020634569,0.026849182,6.51E-05,0,0,0,0.086894903
Papua New Guinea,deep,near,0.258957902,0.039634294,0.111157087,0.236759402,0.077947597,0.00679522,0,0,0,0.731251503
Peru,shallow,near,0.003061968,0,0,0,0,0,0,0,0,0.003061968
Peru,transitional,near,0.016634129,0,0,0,0,0,0,0,0,0.016634129
Peru,deep,near,0.153796462,0.008110448,0.018327582,0.029902173,0.005338225,0,0,0,0,0.21547489
Philippines,shallow,near,0.029728891,0.066441352,0.098977684,0.060368297,0.033784567,0,0,0,0,0.28930079
Philippines,transitional,near,0.056905635,0.020436231,0.032279573,0.015081071,0.018141031,0,0,0,0,0.142843542
Philippines,deep,near,0.248648425,0.12214286,0.279287235,0.24030579,0.192376056,0.028591902,0,0,0,1.111352269
Poland,shallow,near,0,0,0,0.010347849,0.038580496,0.000298778,0,0,0,0.049227123
Poland,transitional,near,0,0,0,0.015914176,0.042420226,0,0,0,0,0.058334402
Poland,deep,near,0,0,0.000898924,0.016567793,0.019005271,6.11E-05,0,0,0,0.036533095
Portugal,shallow,near,0,0,0.000242189,0.000141909,0,0,0,0,0,0.000384098
Portugal,transitional,near,0,0,0.014754109,0.004380028,0,0,0,0,0,0.019134137
Portugal,deep,near,0,0.000960504,0.135729114,0.075039761,0.005156081,0,0,0,0,0.216885459
Puerto Rico,shallow,near,0,0.000345372,7.91E-05,0.000189323,0,0,0,0,0,0.000613819
Puerto Rico,transitional,near,0,0.000138149,0.000777226,0.005807666,0,0,0,0,0,0.006723041
Puerto Rico,deep,near,0,0.010368471,0.031130704,0.022385897,0.000370822,0,0,0,0,0.064255894
Qatar,shallow,near,0.089657072,0,0,0,0,0,0,0,0,0.089657072
Qatar,transitional,near,0.01927852,0,0,0,0,0,0,0,0,0.01927852
Qatar,deep,near,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",shallow,near,5.98E-05,0.008662613,0.044065619,0.002158937,0,0,0,0,0,0.054946992
"Korea, Republic of",transitional,near,0,0,0.090902886,0.05260471,0,0,0,0,0,0.143507596
"Korea, Republic of",deep,near,0,0,0.048535065,0.422175659,0.013095098,0,0,0,0,0.483805822
Reunion,shallow,near,0,0,0,0,0,0,0,0,0,0
Reunion,transitional,near,0,0,0,0,0,0,0,0,0,0
Reunion,deep,near,0,0,0.002951406,0,0,0,0,0,0,0.002951406
Romania,shallow,near,0,0.002357584,0.003230037,0,0,0,0,0,0,0.00558762
Romania,transitional,near,0,0.001901277,0.051491699,0,0,0,0,0,0,0.053392976
Romania,deep,near,0,0,0.00063956,0,0,0,0,0,0,0.00063956
Russian Federation,shallow,near,2.75E-05,0.020097267,0.174399747,0.444424635,1.500888644,0.55686549,0.105304253,0.000298799,0,2.802306304
Russian Federation,transitional,near,2.75E-05,0,0.014497567,0.419229902,0.879141913,1.179581507,0.435412053,0.083426386,0,3.011316797
Russian Federation,deep,near,0.008247712,0.00685401,0.052622961,0.31973708,1.571809619,1.971780965,0.667449335,0.099731738,0,4.698233419
Samoa,shallow,near,0,3.29E-05,0,0,0,0,0,0,0,3.29E-05
Samoa,transitional,near,0,0.000162027,0,0,0,0,0,0,0,0.000162027
Samoa,deep,near,0,0.008018386,0,0,0,0,0,0,0,0.008018386
Saudi Arabia,shallow,near,0.071035377,0.047813035,0,0,0,0,0,0,0,0.118848412
Saudi Arabia,transitional,near,0.018675864,0.056250805,0,0,0,0,0,0,0,0.074926669
Saudi Arabia,deep,near,0.209365615,0.036853203,0.00284193,0,0,0,0,0,0,0.249060749
Senegal,shallow,near,0.022492011,0.014751967,0.000864537,0.000551562,0,0,0,0,0,0.038660077
Senegal,transitional,near,0,0.013010544,0.006716202,0.005285801,0,0,0,0,0,0.025012546
Senegal,deep,near,0,0.019919146,0.027696053,0.008956746,0,0,0,0,0,0.056571944
Sierra Leone,shallow,near,0.014201247,0,0,0,0,0,0,0,0,0.014201247
Sierra Leone,transitional,near,0.005972056,0,0,0,0,0,0,0,0,0.005972056
Sierra Leone,deep,near,0.005894947,0,0,0,0,0,0,0,0,0.005894947
Singapore,shallow,near,2.70E-05,0,0,0,0,0,0,0,0,2.70E-05
Singapore,transitional,near,0,0,0,0,0,0,0,0,0,0
Singapore,deep,near,0,0,0,0,0,0,0,0,0,0
Slovenia,shallow,near,9.08E-05,0,0,0,0,0,0,0,0,9.08E-05
Slovenia,transitional,near,0,0,0,0,0,0,0,0,0,0
Slovenia,deep,near,0,0,0,0,0,0,0,0,0,0
Solomon Islands,shallow,near,0.006517807,0.00010017,8.05E-05,5.11E-05,0,0,0,0,0,0.006749593
Solomon Islands,transitional,near,0.004768737,0,8.02E-05,9.18E-05,0,0,0,0,0,0.004940799
Solomon Islands,deep,near,0.10445159,0.033938117,0.034224858,0.021208703,0.001183961,0,0,0,0,0.195007229
Somalia,shallow,near,0.001769765,0,0,0,0.000675599,0.000607934,0.000933194,0.000772384,0.000674081,0.005432958
Somalia,transitional,near,0.005425453,0.000335665,0.002019898,0.002419297,0.013685716,0.008240307,0.033186002,0.003027837,0.017760081,0.086100258
Somalia,deep,near,0.022565761,0.024728925,0.182796811,0.052768497,0.059974424,0.075086863,0.122306485,0.088321359,0.175692611,0.804241736
South Africa,shallow,near,0,0,0.000399407,0.000992721,0.000566985,0,0,0,0,0.001959113
South Africa,transitional,near,0,0,0.009326111,0.021341661,0.005670241,0.000980738,0,0,0,0.037318751
South Africa,deep,near,0,0.008352165,0.129550248,0.250838834,0.271260819,0.122584074,0,0,0,0.782586141
Spain,shallow,near,0,0.00702505,0.012793522,0.009602146,0.021922265,0,0,0,0,0.051342983
Spain,transitional,near,6.17E-05,0.017055497,0.005071897,0.004181142,0.003129617,0,0,0,0,0.029499844
Spain,deep,near,0.031819384,0.310290459,0.128680101,0.104174336,0.080811977,0.035389854,0,0,0,0.691166111
Sri Lanka,shallow,near,0.001212479,0.004248891,0.002834668,0.002336934,0.01863995,0.073332454,0,0,0,0.102605374
Sri Lanka,transitional,near,0.003717469,0.01036427,0.004882256,0.010818951,0.014054216,0.011964315,0,0,0,0.055801476
Sri Lanka,deep,near,0.009018676,0.019012038,0.011885614,0.030384029,0.022489915,0.011029565,0,0,0,0.103819836
Sudan,shallow,near,0.005811817,0.000632976,0,0,0,0,0,0,0,0.006444792
Sudan,transitional,near,0.004920523,0.000967307,0,0,0,0,0,0,0,0.00588783
Sudan,deep,near,0.097792411,0.008121626,0,0,0,0,0,0,0,0.105914036
Suriname,shallow,near,0.005207012,0.054432019,0.03986611,0,0,0,0,0,0,0.099505141
Suriname,transitional,near,0,0,0.00125954,0,0,0,0,0,0,0.00125954
Suriname,deep,near,0,0,0,0,0,0,0,0,0,0
Sweden,shallow,near,0,0,0.010447293,0.029127505,0.015326824,0.009250458,0,0,0,0.064152081
Sweden,transitional,near,0,0,0.011580182,0.102216026,0.16933666,0.039203623,0,0,0,0.32233649
Sweden,deep,near,0,0,0.010461846,0.167025599,0.272175198,0.117772665,0,0,0,0.567435308
Syrian Arab Republic,shallow,near,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,transitional,near,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,deep,near,0.011502258,0,0,0,0,0,0,0,0,0.011502258
Taiwan,shallow,near,0,0,0.001138209,0.01226253,0.008671861,0.005026569,0,0,0,0.02709917
Taiwan,transitional,near,0.000335261,0,0.001322452,0.006299706,0.035712032,0.023579854,0.011481633,0,0,0.078730939
Taiwan,deep,near,0.027308724,0.000859505,0.042939213,0.035551217,0.132349275,0.103137173,0.013191247,0,0,0.355336353
Thailand,shallow,near,0.209456475,0.130115988,0.010503173,0,0,0,0,0,0,0.350075636
Thailand,transitional,near,0.072163949,0.060090806,0.000401616,0,0,0,0,0,0,0.132656371
Thailand,deep,near,0.05929449,0.018134989,0,0,0,0,0,0,0,0.077429479
Togo,shallow,near,0.000539785,0,0,0,0,0,0,0,0,0.000539785
Togo,transitional,near,0.001995517,0,0,0,0,0,0,0,0,0.001995517
Togo,deep,near,0.002698926,0,0,0,0,0,0,0,0,0.002698926
Trinidad and Tobago,shallow,near,0.000626616,0.007726714,0.014759752,0.000104494,0.000161819,0,0,0,0,0.023379396
Trinidad and Tobago,transitional,near,0,0.003121003,0.030509668,0.016233892,0.00323683,0,0,0,0,0.053101393
Trinidad and Tobago,deep,near,0,0.00215773,0.00938396,0.028685271,0.037675455,0.004758362,0,0,0,0.082660779
Tunisia,shallow,near,0,0.058375208,0.024018123,0,0,0,0,0,0,0.082393331
Tunisia,transitional,near,0,0.043229556,0.032860751,0,0,0,0,0,0,0.076090306
Tunisia,deep,near,0,0.031411959,0.133603221,0,0,0,0,0,0,0.16501518
Turkey,shallow,near,0.000467603,0.001259314,0.000257453,0,0,0,0,0,0,0.00198437
Turkey,transitional,near,0.004897159,0.005116616,0.003265072,0,0,0,0,0,0,0.013278847
Turkey,deep,near,0.113310063,0.124038847,0.028827884,0.010581234,0.000804716,0,0,0,0,0.277562744
Ukraine,shallow,near,0,0.018672874,0.153840603,0.069133891,0,0,0,0,0,0.241647369
Ukraine,transitional,near,0,0.001526085,0.048037881,0.014770741,0,0,0,0,0,0.064334708
Ukraine,deep,near,0,0.026254632,0.044803409,0,0,0,0,0,0,0.071058041
United Arab Emirates,shallow,near,0.130891227,0,0,0,0,0,0,0,0,0.130891227
United Arab Emirates,transitional,near,0.027332801,0,0,0,0,0,0,0,0,0.027332801
United Arab Emirates,deep,near,0.012518197,0,0,0,0,0,0,0,0,0.012518197
United Kingdom,shallow,near,0,0,0,0,0.052059789,0.204789774,0.02202641,0,0,0.278875974
United Kingdom,transitional,near,0,0,0,0,0.057911363,0.456186134,0.197762682,0.005982273,0,0.717842453
United Kingdom,deep,near,0,0,0,0,0.000469109,0.530875319,0.941916784,0.106147836,0,1.579409048
"Tanzania, United Republic of",shallow,near,0.003384135,0.004327049,0.011357145,0,0,0,0,0,0,0.019068329
"Tanzania, United Republic of",transitional,near,0,0.001800877,0.004315469,0,0,0,0,0,0,0.006116346
"Tanzania, United Republic of",deep,near,0,0.035406906,0.14287862,0.000730321,0,0,0,0,0,0.179015847
United States of America,shallow,near,0.045236358,0.027298198,0.153801988,0.578293829,0.198206712,0.060323101,0,0,0,1.063160186
United States of America,transitional,near,0.000787169,0.015230079,0.050362237,0.357224024,0.302871581,0.12044971,0,0,0,0.846924801
United States of America,deep,near,0.050331489,0.073327993,0.276856541,1.484571546,2.143002249,0.541773292,0.013168104,0,0,4.583031214
Uruguay,shallow,near,0,0,0.013568499,0.14933968,0.000213751,0,0,0,0,0.163121931
Uruguay,transitional,near,0,0,0,0.023143878,0,0,0,0,0,0.023143878
Uruguay,deep,near,0,0,0,0.00036173,0,0,0,0,0,0.00036173
Vanuatu,shallow,near,0,0,0,0,0,0,0,0,0,0
Vanuatu,transitional,near,0,0,0,0,0,0,0,0,0,0
Vanuatu,deep,near,0,0,0,0.01781398,0.167721904,0.02452329,0,0,0,0.210059173
Venezuela,shallow,near,0.032482495,0.007593254,0.038509053,0.029658767,0.018106234,0.05796758,0.089660727,0,0,0.27397811
Venezuela,transitional,near,0,0.012230918,0.031140377,0.031295263,0.045488162,0.019161124,0.018274781,0.000445144,0,0.15803577
Venezuela,deep,near,0.01065707,0.039875388,0.050819401,0.049010927,0.257068045,0.097775423,0.038438449,0.027820214,0,0.571464917
Viet Nam,shallow,near,0.0888097,0.087366349,0.214643196,0.109101518,0.071945832,0.024235808,0.043152247,0,0,0.63925465
Viet Nam,transitional,near,0.010944603,0.011077018,0.038601478,0.060949923,0.09206814,0.009770595,0.062427131,0.00029598,0,0.286134869
Viet Nam,deep,near,0.001267242,0.054355514,0.042397709,0.104118106,0.002061116,0.086459376,0.075857725,0.026712232,0,0.39322902
Western Sahara,shallow,near,0,0,0,0,0.00011408,0.003352674,0.044307166,0.05202725,0.004682301,0.104483472
Western Sahara,transitional,near,0,0,0,0,0.009228911,0.004196373,0.041354606,0.088808261,0.043187484,0.186775634
Western Sahara,deep,near,0,0,0,0,0.048768825,0.027797722,0.043258174,0.007857009,0.041713706,0.169395436
Yemen,shallow,near,0.007953639,0.000996871,0.000192837,0.000813258,0,0.005618366,0.003042976,0,0,0.018617947
Yemen,transitional,near,0.021041277,0.008309869,0.005360198,0.018145408,0.000113794,0.026266024,0.004931232,0,0,0.084167802
Yemen,deep,near,0.04810844,0.058319306,0.095001644,0.066039495,0.014129434,0.0969474,0.036568376,0,0,0.415114093
"Yugoslavia, Federal Republic of",shallow,near,0,0,0,0,0,0,0,0,0,0
"Yugoslavia, Federal Republic of",transitional,near,0,0,0.000397429,0,0,0,0,0,0,0.000397429
"Yugoslavia, Federal Republic of",deep,near,0,0.002929922,0.023253655,0,0,0,0,0,0,0.026183577
Albania,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Albania,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Albania,deep,intermediate,0,0.024611428,0,0,0,0,0,0,0,0.024611428
Algeria,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Algeria,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Algeria,deep,intermediate,0,7.12E-05,0.015421043,9.32E-05,0,0,0,0,0,0.015585445
Angola,shallow,intermediate,1.13E-05,0,0,0,0,0,0,0,0,1.13E-05
Angola,transitional,intermediate,0.000632143,0,0,0,0.000111573,0,0,0,0,0.000743716
Angola,deep,intermediate,0.048044868,0,0.00011883,0.000275485,0.010041544,0.009517051,0,0,0,0.067997778
Argentina,shallow,intermediate,0,0,0.000347101,0.069572851,0.211388035,0.00060978,0.000656441,0.000154222,0.000771026,0.283499456
Argentina,transitional,intermediate,0,0,0,0.035397759,0.26648533,0.201892825,0.029824029,0.008907284,0.044121106,0.586628334
Argentina,deep,intermediate,0,0,0,0.006962506,0.281166954,0.353339075,0.626572044,0.333328082,0.956379105,2.557747766
Australia,shallow,intermediate,0.027258388,0.109459,0.652696129,0.520844963,0.243607859,0.110362663,0.013378872,0,0,1.677607875
Australia,transitional,intermediate,0.229346924,0.216633939,0.288004094,0.085901567,0.781210556,0.26046268,0.032337995,0,0,1.893897756
Australia,deep,intermediate,0.411640448,0.602080886,0.34640161,0.201145263,1.434945872,2.399421844,0.40994448,0.028981085,0,5.834561486
Bahamas,shallow,intermediate,0.000248506,0.075023187,0.180459997,0.076735853,0,0,0,0,0,0.332467542
Bahamas,transitional,intermediate,0,0.007191731,0.009186358,0.000579955,0,0,0,0,0,0.016958044
Bahamas,deep,intermediate,0,0.038974398,0.222293722,0.014926329,0,0,0,0,0,0.276194449
Bahrain,shallow,intermediate,0.001167552,0.009575515,0,0,0,0,0,0,0,0.010743067
Bahrain,transitional,intermediate,0,0.005493065,0,0,0,0,0,0,0,0.005493065
Bahrain,deep,intermediate,0,0.002241717,0,0,0,0,0,0,0,0.002241717
Bangladesh,shallow,intermediate,0.042626252,0.01318144,0,0,0,0,0,0,0,0.055807691
Bangladesh,transitional,intermediate,0.024894845,0.016901349,0,0,0,0,0,0,0,0.041796195
Bangladesh,deep,intermediate,0.037952745,0.044525239,0,0,0,0,0,0,0,0.082477984
Barbados,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Barbados,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Barbados,deep,intermediate,0,0,0,0,0,0.01101836,0.013664831,0,0,0.024683191
Belgium,shallow,intermediate,0,0,0,0,0,0.011215312,0,0,0,0.011215312
Belgium,transitional,intermediate,0,0,0,0,0,0.00960984,0,0,0,0.00960984
Belgium,deep,intermediate,0,0,0,0,0,0,0,0,0,0
Belize,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Belize,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Belize,deep,intermediate,0,0,0,0,0,0,0,0,0,0
Benin,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Benin,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Benin,deep,intermediate,0,0,0,0,0,0,0,0,0,0
Brazil,shallow,intermediate,0.171797954,0.220423866,0.039498293,0.051494371,0.098324462,0.00060641,0,0,0,0.582145356
Brazil,transitional,intermediate,0.041625882,0.281090372,0.152243659,0.155194127,0.22366052,0.000363846,0,0,0,0.854178407
Brazil,deep,intermediate,0.019423869,0.272277134,0.327256172,0.401564547,0.349815736,0.108965106,0,0,0,1.479302563
Bulgaria,shallow,intermediate,0,0,0.000214498,0,0,0,0,0,0,0.000214498
Bulgaria,transitional,intermediate,0,0,0.004280476,0,0,0,0,0,0,0.004280476
Bulgaria,deep,intermediate,0,0,0.053833526,0,0,0,0,0,0,0.053833526
Cambodia,shallow,intermediate,0.004134056,0,0,0,0,0,0,0,0,0.004134056
Cambodia,transitional,intermediate,0.016772349,0.020583112,0,0,0,0,0,0,0,0.037355461
Cambodia,deep,intermediate,0.025664584,0.056766499,0,0,0,0,0,0,0,0.082431082
Cameroon,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Cameroon,transitional,intermediate,0.000291006,0,0,0,0,0,0,0,0,0.000291006
Cameroon,deep,intermediate,0.005918048,0,0,0,0,0,0,0,0,0.005918048
Canada,shallow,intermediate,0,0,0.003919957,0.02873288,0.018110951,0.021831025,0.002435161,0,0,0.075029973
Canada,transitional,intermediate,0,0,0.006123899,0.126705916,0.068180185,0.50568263,0.290076553,0,0,0.996769184
Canada,deep,intermediate,0,0,0.017353675,0.595931692,2.66053569,3.043517919,3.11801685,2.228256981,0.000469186,11.66408199
Cape Verde,shallow,intermediate,0,0,0.000468572,0,0,0,0,0,0,0.000468572
Cape Verde,transitional,intermediate,0,0,0.000425974,0,0,0,0,0,0,0.000425974
Cape Verde,deep,intermediate,0,0,0.002322712,0,0,0,0,0,0,0.002322712
Chile,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Chile,transitional,intermediate,0,0,0,0,0,0,0,0,9.98E-05,9.98E-05
Chile,deep,intermediate,0.001757928,0,0.009204145,0.098372497,0.138595571,0.037107478,0.027166445,0.008112015,0.183843774,0.504159854
China,shallow,intermediate,0,0.002720072,0.151691415,0.572053162,0.00424985,0.098405652,0,0,0,0.829120151
China,transitional,intermediate,0,0,0.015299188,0.551183722,0.653324748,0.153060541,0.091839149,0,0,1.464707348
China,deep,intermediate,0,0,0.014646688,0.304699339,0.719436826,0.419241823,0.108047326,0,0,1.566072004
Colombia,shallow,intermediate,0.000103175,0,0,0,0.000114428,0.001988494,0.005916505,0,0,0.008122602
Colombia,transitional,intermediate,0.000201446,0,0,0,0,0.002802332,0,0,0,0.003003778
Colombia,deep,intermediate,0.037049698,0,0.00026518,0,0.000806736,0.022244059,0.046793744,0.029905292,0.004115762,0.14118047
Comoros,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Comoros,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Comoros,deep,intermediate,0,0,0,0,0,0,0,0,0,0
Congo,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Congo,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Congo,deep,intermediate,0.006602092,0,0,0,0,0,0,0,0,0.006602092
Costa Rica,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Costa Rica,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Costa Rica,deep,intermediate,0.006538348,0,0,0.000361268,0.006081075,0.0337322,0,0,0,0.046712892
Cote dIvoire,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Cote dIvoire,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Cote dIvoire,deep,intermediate,0.000684699,0,0,0,0,0,0,0,0,0.000684699
Croatia,shallow,intermediate,0.000182462,0,0,0,0,0,0,0,0,0.000182462
Croatia,transitional,intermediate,0.015018983,0.00158345,0,0,0,0,0,0,0,0.016602434
Croatia,deep,intermediate,0.01502884,0.052750185,0.004027539,0,0,0,0,0,0,0.071806564
Cuba,shallow,intermediate,0,0,0.009672588,0.05516201,0,0,0,0,0,0.064834598
Cuba,transitional,intermediate,0,0,0.001875659,0.000711254,0,0,0,0,0,0.002586914
Cuba,deep,intermediate,0,0.00294345,0.022071185,0.022788951,0,0,0,0,0,0.047803587
Cyprus,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Cyprus,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Cyprus,deep,intermediate,0.022694133,0.00185883,0,0,0,0,0,0,0,0.024552962
"Korea, Democratic Peoples Republic of",shallow,intermediate,0,0,0.009522851,0,0,0,0,0,0,0.009522851
"Korea, Democratic Peoples Republic of",transitional,intermediate,0,0,0.020262744,0.021616768,0,0,0,0,0,0.041879512
"Korea, Democratic Peoples Republic of",deep,intermediate,0,0,0.02033913,0.017296546,0,0,0,0,0,0.037635675
"Congo, the Democratic Republic of the",shallow,intermediate,0,0,0,0,0,0,0,0,0,0
"Congo, the Democratic Republic of the",transitional,intermediate,0,0,0,0,0,0,0,0,0,0
"Congo, the Democratic Republic of the",deep,intermediate,7.88E-05,0,0,0,0,0,0,0,0,7.88E-05
Denmark,shallow,intermediate,0,0,0,0,5.45E-05,0.018094828,0.047426118,0,0,0.065575487
Denmark,transitional,intermediate,0,0,0,0,0.001066942,0.032026184,0.164087979,0,0,0.197181106
Denmark,deep,intermediate,0,0,0,0,0.010633848,0.066137889,0.002040357,0,0,0.078812094
Djibouti,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Djibouti,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Djibouti,deep,intermediate,0.001386677,0.00578606,0,9.38E-05,0,0,0,0,0,0.007266533
Dominican Republic,shallow,intermediate,0,0,0,0.019129355,0,0,0,0,0,0.019129355
Dominican Republic,transitional,intermediate,0,0,0,0.001317808,0,0,0,0,0,0.001317808
Dominican Republic,deep,intermediate,0,0.001295911,0.00318747,0.01766862,0,0,0,0,0,0.022152002
Timor Leste,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Timor Leste,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Timor Leste,deep,intermediate,0,0,0,0,0,0,0,0,0,0
Ecuador,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Ecuador,transitional,intermediate,0.000509541,0,0,0,0,0,0,0,0,0.000509541
Ecuador,deep,intermediate,0.023555675,0,0,0,0,0,0,0,0,0.023555675
Egypt,shallow,intermediate,0.000401023,0.000198224,0,0,0,0,0,0,0,0.000599247
Egypt,transitional,intermediate,0.005936505,0.001581636,0,0,0,0,0,0,0,0.007518141
Egypt,deep,intermediate,0.158201124,0.165450698,0.017535592,0,0,0,0,0,0,0.341187414
El Salvador,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
El Salvador,transitional,intermediate,0,0.000468558,0,0,0,0,0,0,0,0.000468558
El Salvador,deep,intermediate,0,0.048204319,0.052294838,0.015735861,0,0,0,0,0,0.116235017
Equatorial Guinea,shallow,intermediate,9.31E-05,0,0,0,0,0,0,0,0,9.31E-05
Equatorial Guinea,transitional,intermediate,4.42E-05,0,0,0,0,0,0,0,0,4.42E-05
Equatorial Guinea,deep,intermediate,0.010027831,0,0,0,0,0,0,0,0,0.010027831
Eritrea,shallow,intermediate,0.008882736,0,0,0,0,0,0,0,0,0.008882736
Eritrea,transitional,intermediate,0.053145987,0.002392979,0,0,0,0,0,0,0,0.055538966
Eritrea,deep,intermediate,0.101017136,0.00442812,0,0,0,0,0,0,0,0.105445256
Estonia,shallow,intermediate,0,0,0,0,0.000291699,0,0,0,0,0.000291699
Estonia,transitional,intermediate,0,0,0,9.98E-05,0.005257915,0.003856943,0,0,0,0.009214664
Estonia,deep,intermediate,0,0,0,0,0.023216578,0.054876854,0,0,0,0.078093431
Fiji,shallow,intermediate,0,0,0,0.00072617,0.001453544,0,0,0,0,0.002179714
Fiji,transitional,intermediate,0,0,0,9.88E-05,0.000430503,0,0,0,0,0.000529263
Fiji,deep,intermediate,0,0,0.003837157,0.015311612,0.061629228,0,0,0,0,0.080777997
Finland,shallow,intermediate,0,0,0,0.000398049,0,0,0,0,0,0.000398049
Finland,transitional,intermediate,0,0,0,0.002856811,0.00048959,0,0,0,0,0.003346401
Finland,deep,intermediate,0,0,0,0.009999993,0.189513158,0.001092977,0,0,0,0.200606128
France,shallow,intermediate,0,0,0.000224909,0.001048504,0.006128678,0.00111265,0,0,0,0.00851474
France,transitional,intermediate,0,0.000227982,0.008820636,0.017813827,0.026095808,0.049755111,0,0,0,0.102713365
France,deep,intermediate,0,0.01558303,0.041292366,0.096092438,0.227104122,0.374275241,0,0,0,0.754347197
French Polynesia,shallow,intermediate,0,0.000313699,0.002719873,0,0,0,0,0,0,0.003033572
French Polynesia,transitional,intermediate,0,0.000174429,0.000205234,0,0,0,0,0,0,0.000379663
French Polynesia,deep,intermediate,0.001180673,0.005316868,0.019907561,0.003372164,0,0,0,0,0,0.029777265
Gabon,shallow,intermediate,0.000313293,0,0,0,0,0,0,0,0,0.000313293
Gabon,transitional,intermediate,0.002922317,0,0,0,0,0,0,0,0,0.002922317
Gabon,deep,intermediate,0.042065849,0,0,0,0,0,0,0,0,0.042065849
Gambia,shallow,intermediate,0.000975084,0.001012708,0,0,0,0,0,0,0,0.001987792
Gambia,transitional,intermediate,0.006951408,0.004720067,0,0,0,0,0,0,0,0.011671475
Gambia,deep,intermediate,0.001321082,0.01437796,0,0,0,0,0,0,0,0.015699042
Georgia,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Georgia,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Georgia,deep,intermediate,0.01846202,0,0,0,0,0,0,0,0,0.01846202
Germany,shallow,intermediate,0,0,0,0,0.000981748,0.007137278,0.001962866,0,0,0.010081893
Germany,transitional,intermediate,0,0,0,0,0.001064186,0.034702015,0.051534016,0,0,0.087300217
Germany,deep,intermediate,0,0,0,0,0,0,0,0,0,0
Ghana,shallow,intermediate,0.000226861,0,0,0,0,0,0,0,0,0.000226861
Ghana,transitional,intermediate,0.008285896,0,0,0,0,0,0,0,0,0.008285896
Ghana,deep,intermediate,0.024226661,0,0,0,0,0,0,0,0,0.024226661
Greece,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Greece,transitional,intermediate,0,0,0,0.000725651,0,0,0,0,0,0.000725651
Greece,deep,intermediate,0,0.022803179,0.024780586,0.025200752,0.018010264,0,0,0,0,0.090794782
Guadeloupe,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Guadeloupe,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Guadeloupe,deep,intermediate,0,0,0,0,0.00198788,0.000666682,0,0,0,0.002654562
Guam,shallow,intermediate,0,0,0,0.000234842,0,0,0,0,0,0.000234842
Guam,transitional,intermediate,0,0,0,0.000187873,0,0,0,0,0,0.000187873
Guam,deep,intermediate,0,0,8.44E-05,0.00694279,0.004527661,0,0,0,0,0.011554868
Guatemala,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Guatemala,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Guatemala,deep,intermediate,0.02515479,0.013672522,0.021125632,0.005238846,0,0,0,0,0,0.06519179
