# File: construction_feedstock.csv
# Title: construction feedstock by region
# Units: ktoe
# Description: Regional construction feedstock consumption
# Source: IEA
# Column types: ciccnic
# ----------
region,GCAM_region_ID,flow,fuel,value,year,unit
USA,1,NECONSTRUC,refined liquids,26330,1971,ktoe
USA,1,NECONSTRUC,refined liquids,27011,1972,ktoe
USA,1,NECONSTRUC,refined liquids,30023,1973,ktoe
USA,1,NECONSTRUC,refined liquids,27686,1974,ktoe
USA,1,NECONSTRUC,refined liquids,24130,1975,ktoe
USA,1,NECONSTRUC,refined liquids,23753,1976,ktoe
USA,1,NECONSTRUC,refined liquids,25140,1977,ktoe
USA,1,NECONSTRUC,refined liquids,27647,1978,ktoe
USA,1,NECONSTRUC,refined liquids,27474,1979,ktoe
USA,1,NECONSTRUC,refined liquids,22978,1980,ktoe
USA,1,NECONSTRUC,refined liquids,19711,1981,ktoe
USA,1,NECONSTRUC,refined liquids,19736,1982,ktoe
USA,1,NECONSTRUC,refined liquids,21298,1983,ktoe
USA,1,NECONSTRUC,refined liquids,23694,1984,ktoe
USA,1,NECONSTRUC,refined liquids,24533,1985,ktoe
USA,1,NECONSTRUC,refined liquids,25886,1986,ktoe
USA,1,NECONSTRUC,refined liquids,26949,1987,ktoe
USA,1,NECONSTRUC,refined liquids,27175,1988,ktoe
USA,1,NECONSTRUC,refined liquids,26153,1989,ktoe
USA,1,NECONSTRUC,refined liquids,27908,1990,ktoe
USA,1,NECONSTRUC,refined liquids,25741,1991,ktoe
USA,1,NECONSTRUC,refined liquids,26368,1992,ktoe
USA,1,NECONSTRUC,refined liquids,27403,1993,ktoe
USA,1,NECONSTRUC,refined liquids,28051,1994,ktoe
USA,1,NECONSTRUC,refined liquids,28147,1995,ktoe
USA,1,NECONSTRUC,refined liquids,28078,1996,ktoe
USA,1,NECONSTRUC,refined liquids,29080,1997,ktoe
USA,1,NECONSTRUC,refined liquids,30012,1998,ktoe
USA,1,NECONSTRUC,refined liquids,31490,1999,ktoe
USA,1,NECONSTRUC,refined liquids,30381,2000,ktoe
USA,1,NECONSTRUC,refined liquids,29883,2001,ktoe
USA,1,NECONSTRUC,refined liquids,29520,2002,ktoe
USA,1,NECONSTRUC,refined liquids,29060,2003,ktoe
USA,1,NECONSTRUC,refined liquids,31036,2004,ktoe
USA,1,NECONSTRUC,refined liquids,31551,2005,ktoe
USA,1,NECONSTRUC,refined liquids,30022,2006,ktoe
USA,1,NECONSTRUC,refined liquids,28600,2007,ktoe
USA,1,NECONSTRUC,refined liquids,24212,2008,ktoe
USA,1,NECONSTRUC,refined liquids,20777,2009,ktoe
