# File: NREL_ATB_OMfixed_2022.csv
# Title: Technology fixed O&M cost assumptions by year from NREL 2022 ATB
# Units: $2020/kW
# Source: NREL 2022 Annual Technology Baseline for 2020-2050 (https://data.openei.org/submissions/4129)
# Comments: tech_type corresponds to tab within the ATB workbooks; tech_detail corresponds to the more detailed technologies within those tabs.
# Users can specify how ATB technologies are mapped to GCAM technologies in energy/mappings/atb_gcam_mapping.csv
# Column types: ccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
tech_type,tech_detail,input,case,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Offshore Wind,Class 4,OM-fixed,central,112.534589,107.5470095,103.6783423,100.5174111,97.84488177,95.52983159,93.48781262,91.66116441,90.0087601,88.50023316,87.1125229,85.82770387,84.63156598,83.5126537,82.46159718,81.47063473,80.53326467,79.64398651,78.79810544,77.99158221,77.22091654,76.48305527,75.77531933,75.095345,74.4410363,73.81052598,73.20214345,72.61438808,72.04590689,71.49547581,70.96198378
Offshore Wind,Class 4,OM-fixed,low tech,121.7912188,118.4572659,115.8712511,113.7583232,111.9718682,110.4243704,109.0593806,107.8383556,106.7338042,105.7254277,104.7978113,103.9389726,103.139413,102.3914748,101.688895,101.0264851,100.399899,99.80546008,99.24002997,98.70090864,98.18575634,97.69253218,97.21944533,96.76491576,96.32754239,95.90607709,95.49940314,95.10651742,94.72651556,94.35857931,94.00196598
Offshore Wind,Class 5,OM-fixed,adv tech,110.3545803,104.5856206,100.1108678,96.45472858,93.36350691,90.68576889,88.32383657,86.21101612,84.29973753,82.55487688,80.94976068,79.46365521,78.0801241,76.78591719,75.57019667,74.42398487,73.33976152,72.31116441,71.3327632,70.39988583,69.50848365,68.65502518,67.83641164,67.04990898,66.29309286,65.56380351,64.8601086,64.1802724,63.52272998,62.88606549,62.26899382
Offshore Wind,Class 5,OM-fixed,central,115.6384244,110.5132816,106.5379121,103.2897987,100.5435579,98.16465593,96.06631569,94.18928639,92.49130684,90.94117296,89.51518803,88.19493219,86.96580342,85.81603023,84.73598434,83.71768999,82.75446617,81.84066069,80.97144922,80.14268114,79.35075961,78.59254726,77.86529114,77.16656233,76.49420703,75.8463065,75.22114407,74.61717772,74.03301715,73.46740454,72.91919817
Offshore Wind,Class 5,OM-fixed,low tech,125.1503628,121.7244557,119.0671156,116.8959107,115.0601831,113.4700035,112.0673657,110.8126634,109.6776472,108.6414585,107.6882573,106.8057309,105.9841184,105.2155513,104.4935935,103.8129135,103.1690455,102.5582112,101.9771859,101.423195,100.8938342,100.3870063,99.90087118,99.43380515,98.98436853,98.55127872,98.13338822,97.72966626,97.3391835,96.96109913,96.59465
Offshore Wind,Class 6,OM-fixed,adv tech,108.7964635,103.1089568,98.69738387,95.09286635,92.0452902,89.40535967,87.07677591,84.99378676,83.10949387,81.38926923,79.80681597,78.34169309,76.97769632,75.70176256,74.50320702,73.3731788,72.3042638,71.29018965,70.32560266,69.40589676,68.52708045,67.68567212,66.87861674,66.10321886,65.35708836,64.63809598,63.94433667,63.27409921,62.62584076,61.99816545,61.38980632
Offshore Wind,Class 6,OM-fixed,central,114.005704,108.9529241,105.0336835,101.8314308,99.12396471,96.77865091,94.70993753,92.85941035,91.18540489,89.65715764,88.25130645,86.94969156,85.73791708,84.60437776,83.53958124,82.53566437,81.58604048,80.68513719,79.82819829,79.01113173,78.23039149,77.48288449,76.76589663,76.0770333,75.4141711,74.7754184,74.15908276,73.56364392,72.98773123,72.4301046,71.88963846
Offshore Wind,Class 6,OM-fixed,low tech,123.3833416,120.0058054,117.3859849,115.2454356,113.435627,111.8678994,110.4850657,109.2480788,108.1290881,107.1075296,106.1677868,105.2977209,104.487709,103.7299934,103.018229,102.3471597,101.7123826,101.1101728,100.5373511,99.99118205,99.46929539,98.96962353,98.49035222,98.02988078,97.58678983,97.1598149,96.74782467,96.34980294,95.96483348,95.59208736,95.23081219
Offshore Wind,Class 7,OM-fixed,adv tech,103.9701325,98.53492992,94.31905924,90.87444208,87.96205977,85.43923947,83.21395425,81.22336879,79.4226652,77.77875163,76.26649774,74.86636932,73.56288095,72.34354901,71.19816272,70.11826379,69.09676704,68.12767833,67.20588148,66.32697475,65.4871437,64.68306118,63.91180765,63.17080728,62.45777596,61.77067887,61.10769548,60.4671905,59.8476895,59.24785856,58.66648691
Offshore Wind,Class 7,OM-fixed,central,108.9482854,104.1196524,100.3742736,97.3140764,94.72671649,92.48544339,90.50850041,88.74006465,87.14031992,85.6798674,84.33638132,83.0925075,81.93448867,80.8512344,79.83367342,78.87429142,77.96679389,77.10585566,76.28693151,75.50611093,74.76000518,74.04565841,73.36047692,72.70217233,72.06871543,71.4582985,70.86930419,70.30027967,69.7499151,69.2170254,68.70053494
Offshore Wind,Class 7,OM-fixed,low tech,117.9099207,114.6822158,112.1786133,110.1330212,108.4034976,106.9053162,105.5838265,104.4017138,103.3323627,102.3561216,101.4580669,100.6265981,99.85251915,99.12841666,98.44822693,97.80692699,97.20030929,96.6248142,96.07740347,95.55546311,95.05672792,94.57922205,94.12121174,93.68116733,93.25773238,92.84969852,92.45598464,92.07561959,91.7077278,91.3515171,91.0062685
Offshore Wind,Class 8,OM-fixed,adv tech,75.14897969,71.42057843,68.52860574,66.165692,64.1678769,62.43729074,60.91080556,59.54531805,58.31008433,57.1824043,56.14503924,55.1845892,54.29043161,53.45400304,52.66829918,51.92751787,51.22679886,50.56203035,49.92970277,49.32679664,48.75069537,48.19911661,47.67005766,47.16175154,46.67263144,46.20130151,45.74651293,45.30714392,44.88218307,44.47071535,44.0719102
Offshore Wind,Class 8,OM-fixed,central,78.64784342,75.38428076,72.8528649,70.78454754,69.03581012,67.52098488,66.18481431,64.98956901,63.90833812,62.92125165,62.01322012,61.17251424,60.38983579,59.65768899,58.96994279,58.32151843,57.7081616,57.12627313,56.57278102,56.04504224,55.54076642,55.05795577,54.59485727,54.14992424,53.7217852,53.30921836,52.91113056,52.5265399,52.15456107,51.79439311,51.44530901
Offshore Wind,Class 8,OM-fixed,low tech,84.84686701,82.79224542,81.1985571,79.89641893,78.79547679,77.84179733,77.00059243,76.24810901,75.56740495,74.94597084,74.37430687,73.8450287,73.35228252,72.89134925,72.45836899,72.05014435,71.66399696,71.29766092,70.94920221,70.61695687,70.29948296,69.99552275,69.7039726,69.42385878,69.15431786,68.89458062,68.64395887,68.40183443,68.16764995,67.94090116,67.72113038
Offshore Wind,Class 9,OM-fixed,adv tech,75.99844202,72.22789599,69.30323327,66.91360984,64.89321201,63.14306381,61.59932369,60.21840109,58.96920466,57.82877766,56.77968652,55.80837983,54.90411494,54.05823163,53.2636464,52.51449151,51.80585178,51.13356891,50.49409368,49.88437248,49.30175912,48.74394548,48.2089062,47.69485434,47.20020536,46.72354765,46.26361828,45.81928276,45.38951828,44.97339945,44.57008633
Offshore Wind,Class 9,OM-fixed,central,79.53685589,76.23640286,73.6763726,71.58467558,69.81617095,68.28422255,66.9329483,65.7241923,64.63073949,63.63249528,62.71419962,61.86399064,61.07246502,60.33204225,59.63652197,58.980768,58.36047796,57.77201199,57.21226337,56.67855918,56.16858317,55.68031497,55.21198174,54.76201932,54.32904072,53.91181034,53.50922268,53.12028472,52.74410114,52.37986194,52.0268319
Offshore Wind,Class 9,OM-fixed,low tech,85.80595145,83.72810501,82.11640209,80.79954493,79.68615806,78.72169849,77.87098485,77.10999558,76.42159704,75.79313841,75.21501252,74.67975154,74.1814355,73.71529197,73.27741743,72.86457834,72.47406605,72.10358906,71.75119147,71.41519052,71.09412798,70.78673189,70.49188614,70.208606,69.93601826,69.67334503,69.41989032,69.17502898,68.93819734,68.70888545,68.48663044
Offshore Wind,Class 10,OM-fixed,adv tech,79.07743773,75.15413206,72.11097976,69.62454328,67.52229119,65.70123761,64.0949545,62.6580853,61.35827901,60.17164883,59.08005488,58.06939674,57.12849653,56.24834315,55.42156615,54.64206005,53.90471054,53.20519085,52.53980796,51.90538455,51.29916724,50.71875438,50.16203855,49.62716043,49.11247127,48.61650229,48.13793936,47.67560207,47.22842614,46.7954487,46.37579578
Offshore Wind,Class 10,OM-fixed,central,82.75920666,79.3250393,76.66129216,74.48485226,72.64469855,71.05068491,69.64466522,68.38693776,67.24918487,66.21049787,65.25499844,64.37034416,63.54675072,62.77633051,62.05263196,61.37031083,60.7248904,60.11258336,59.53015712,58.97483048,58.44419334,57.93614347,57.44883621,56.98064405,56.53012379,56.09598976,55.67709169,55.27239632,54.88097207,54.50197611,54.13464343
Offshore Wind,Class 10,OM-fixed,low tech,89.28228794,87.12025976,85.44326043,84.0730522,82.91455766,81.91102403,81.02584464,80.2340247,79.51773643,78.86381647,78.26226842,77.70532192,77.18681714,76.7017883,76.24617374,75.81660891,75.41027544,75.02478896,74.65811436,74.3085007,73.97443065,73.65458074,73.34778963,73.05303269,72.76940135,72.49608619,72.23236304,71.9775814,71.73115478,71.49255257,71.26129313
Offshore Wind,Class 11,OM-fixed,adv tech,85.56747894,81.32217983,78.02927002,75.3387668,73.06397874,71.0934677,69.35535377,67.80055789,66.39407392,65.11005467,63.92887145,62.83526661,61.81714486,60.86475556,59.97012334,59.12664164,58.3287764,57.57184575,56.85185358,56.16536179,55.50939103,54.88134253,54.27893594,53.70015932,53.14322861,52.60655447,52.08871494,51.58843272,51.10455618,50.63604343,50.18194876
Offshore Wind,Class 11,OM-fixed,central,89.5514179,85.83540166,82.95303553,80.59797093,78.60679217,76.88195468,75.36054019,73.99958856,72.76845805,71.64452395,70.61060481,69.6533452,68.76215782,67.92850771,67.1454138,66.40709322,65.70870186,65.04614158,64.41591447,63.81501107,63.2408235,62.69107698,62.16377545,61.65715783,61.16966249,60.69989822,60.24662036,59.80871085,59.38516164,58.97506073,58.57758034
Offshore Wind,Class 11,OM-fixed,low tech,96.60986131,94.27039123,92.45575725,90.97309334,89.71951886,88.63362325,87.67579544,86.81898927,86.04391381,85.33632536,84.68540708,84.08275088,83.52169138,82.99685527,82.50384753,82.03902746,81.5993454,81.1822213,80.78545299,80.40714584,80.045658,79.69955738,79.36758732,79.0486391,78.74172957,78.4459829,78.16061547,77.8849234,77.61827206,77.36008729,77.10984794
Offshore Wind,Class 12,OM-fixed,adv tech,86.71582541,82.41355286,79.07645101,76.34984027,74.04452373,72.04756771,70.28612767,68.71046586,67.28510638,65.98385512,64.78682,63.67853858,62.64675327,61.68158257,60.77494405,59.92014253,59.11156964,58.34448072,57.61482599,56.91912123,56.25434711,55.61786997,55.00737887,54.42083485,53.85642993,53.31255344,52.78776431,52.28076812,51.79039779,51.31559742,50.85540864
Offshore Wind,Class 12,OM-fixed,central,95.26423161,91.31115705,88.2449142,85.73961138,83.62140802,81.78653682,80.16806571,78.72029397,77.41062513,76.21499115,75.11511451,74.0967878,73.14874831,72.26191659,71.42886624,70.64344549,69.90050118,69.19567375,68.52524213,67.8860049,67.27518779,66.69037092,66.1294309,65.59049428,65.07189982,64.57216757,64.08997345,63.62412808,63.17355911,62.73729636,62.31445924
Offshore Wind,Class 12,OM-fixed,low tech,102.772959,100.2842456,98.35384943,96.77660094,95.44305634,94.28788746,93.26895631,92.35749132,91.53297096,90.78024283,90.08780009,89.44669824,88.8498467,88.29152936,87.76707085,87.2725982,86.80486721,86.36113322,85.93905361,85.53661286,85.15206439,84.78388473,84.43073708,84.09144199,83.76495357,83.45034014,83.14676807,82.85348859,82.56982659,82.29517126,82.02896823
Offshore Wind,Class 13,OM-fixed,adv tech,93.30332443,88.67422322,85.08361338,82.14987152,79.66942812,77.52077031,75.62551981,73.93016047,72.39652139,70.99641861,69.7084489,68.51597521,67.40580876,66.3673174,65.39180472,64.4720669,63.60206956,62.77670756,61.9916235,61.24306848,60.52779378,59.8429657,59.18609771,58.55499599,57.9477152,57.3625223,56.79786678,56.25235585,55.72473379,55.2138645,54.71871678
Offshore Wind,Class 13,OM-fixed,central,97.64743686,93.59546907,90.45251867,87.88454121,85.71334721,83.83257342,82.17361336,80.68962302,79.34719047,78.12164556,76.99425354,75.95045156,74.97869517,74.06967777,73.21578718,72.41071771,71.64918733,70.92672737,70.23952371,69.58429482,68.95819703,68.35874992,67.78377698,67.23135789,66.69978986,66.18755591,65.69329884,65.21579952,64.75395876,64.30678212,63.87336697
Offshore Wind,Class 13,OM-fixed,low tech,105.3440085,102.7930355,100.814347,99.19764082,97.83073522,96.64666773,95.60224618,94.66797927,93.82283205,93.05127309,92.34150764,91.68436749,91.07258463,90.50029999,89.96272121,89.45587845,88.97644633,88.52161154,88.08897285,87.67646432,87.28229568,86.90490536,86.54292309,86.19513991,85.86048381,85.53799975,85.22683329,84.9262169,84.63545858,84.35393226,84.08106968
Offshore Wind,Class 14,OM-fixed,adv tech,84.22987058,80.05093486,76.80950049,74.16105577,71.92182766,69.98212005,68.27117668,66.74068568,65.35618816,64.09224096,62.92952224,61.85301285,60.85080659,59.91330524,59.03265809,58.20236187,57.41696902,56.67187087,55.96313376,55.28737335,54.64165686,54.02342614,53.4304365,52.86070743,52.31248277,51.78419804,51.27445348,50.78199177,50.30567929,49.84449042,49.39749426
Offshore Wind,Class 14,OM-fixed,central,88.1515318,84.49360508,81.65629669,79.33804694,77.3779947,75.68012022,74.18248879,72.84281183,71.63092661,70.52456208,69.50680537,68.56450984,67.68725369,66.86663536,66.09578294,65.36900394,64.68152998,64.02932697,63.4089517,62.81744175,62.25222999,61.71107722,61.19201858,60.69332051,60.21344579,59.75102498,59.30483285,58.87376883,58.45684063,58.05315051,57.66188361
Offshore Wind,Class 14,OM-fixed,low tech,95.09963618,92.79673716,91.01046992,89.55098331,88.31700496,87.2480843,86.30522945,85.46181705,84.69885773,84.00233044,83.36158745,82.7683521,82.2160632,81.69943143,81.21413049,80.75657659,80.32376772,79.91316419,79.52259824,79.15020486,78.79436788,78.45367758,78.12689694,77.81293458,77.51082273,77.21969923,76.93879272,76.66741033,76.40492734,76.15077857,75.90445101
Land-Based Wind,Class 1,OM-fixed,adv tech,43,42.138,41.276,40.414,39.552,38.69,37.828,36.966,36.104,35.242,34.38,33.8643,33.3486,32.8329,32.3172,31.8015,31.2858,30.7701,30.2544,29.7387,29.223,28.7073,28.1916,27.6759,27.1602,26.6445,26.1288,25.6131,25.0974,24.5817,24.066
Land-Based Wind,Class 1,OM-fixed,central,43,42.595,42.19,41.785,41.38,40.975,40.57,40.165,39.76,39.355,38.95,38.657875,38.36575,38.073625,37.7815,37.489375,37.19725,36.905125,36.613,36.320875,36.02875,35.736625,35.4445,35.152375,34.86025,34.568125,34.276,33.983875,33.69175,33.399625,33.1075
Land-Based Wind,Class 1,OM-fixed,low tech,43,43,43,43,43,43,43,43,43,43,43,42.902475,42.80495,42.707425,42.6099,42.512375,42.41485,42.317325,42.2198,42.122275,42.02475,41.927225,41.8297,41.732175,41.63465,41.537125,41.4396,41.342075,41.24455,41.147025,41.0495
Land-Based Wind,Class 2,OM-fixed,adv tech,43,42.138,41.276,40.414,39.552,38.69,37.828,36.966,36.104,35.242,34.38,33.8643,33.3486,32.8329,32.3172,31.8015,31.2858,30.7701,30.2544,29.7387,29.223,28.7073,28.1916,27.6759,27.1602,26.6445,26.1288,25.6131,25.0974,24.5817,24.066
Land-Based Wind,Class 2,OM-fixed,central,43,42.595,42.19,41.785,41.38,40.975,40.57,40.165,39.76,39.355,38.95,38.657875,38.36575,38.073625,37.7815,37.489375,37.19725,36.905125,36.613,36.320875,36.02875,35.736625,35.4445,35.152375,34.86025,34.568125,34.276,33.983875,33.69175,33.399625,33.1075
Land-Based Wind,Class 2,OM-fixed,low tech,43,43,43,43,43,43,43,43,43,43,43,42.902475,42.80495,42.707425,42.6099,42.512375,42.41485,42.317325,42.2198,42.122275,42.02475,41.927225,41.8297,41.732175,41.63465,41.537125,41.4396,41.342075,41.24455,41.147025,41.0495
Land-Based Wind,Class 3,OM-fixed,adv tech,43,42.138,41.276,40.414,39.552,38.69,37.828,36.966,36.104,35.242,34.38,33.8643,33.3486,32.8329,32.3172,31.8015,31.2858,30.7701,30.2544,29.7387,29.223,28.7073,28.1916,27.6759,27.1602,26.6445,26.1288,25.6131,25.0974,24.5817,24.066
Land-Based Wind,Class 3,OM-fixed,central,43,42.595,42.19,41.785,41.38,40.975,40.57,40.165,39.76,39.355,38.95,38.657875,38.36575,38.073625,37.7815,37.489375,37.19725,36.905125,36.613,36.320875,36.02875,35.736625,35.4445,35.152375,34.86025,34.568125,34.276,33.983875,33.69175,33.399625,33.1075
Land-Based Wind,Class 3,OM-fixed,low tech,43,43,43,43,43,43,43,43,43,43,43,42.902475,42.80495,42.707425,42.6099,42.512375,42.41485,42.317325,42.2198,42.122275,42.02475,41.927225,41.8297,41.732175,41.63465,41.537125,41.4396,41.342075,41.24455,41.147025,41.0495
Land-Based Wind,Class 4,OM-fixed,adv tech,43,42.138,41.276,40.414,39.552,38.69,37.828,36.966,36.104,35.242,34.38,33.8643,33.3486,32.8329,32.3172,31.8015,31.2858,30.7701,30.2544,29.7387,29.223,28.7073,28.1916,27.6759,27.1602,26.6445,26.1288,25.6131,25.0974,24.5817,24.066
Land-Based Wind,Class 4,OM-fixed,central,43,42.595,42.19,41.785,41.38,40.975,40.57,40.165,39.76,39.355,38.95,38.657875,38.36575,38.073625,37.7815,37.489375,37.19725,36.905125,36.613,36.320875,36.02875,35.736625,35.4445,35.152375,34.86025,34.568125,34.276,33.983875,33.69175,33.399625,33.1075
Land-Based Wind,Class 4,OM-fixed,low tech,43,43,43,43,43,43,43,43,43,43,43,42.902475,42.80495,42.707425,42.6099,42.512375,42.41485,42.317325,42.2198,42.122275,42.02475,41.927225,41.8297,41.732175,41.63465,41.537125,41.4396,41.342075,41.24455,41.147025,41.0495
Land-Based Wind,Class 5,OM-fixed,adv tech,43,42.138,41.276,40.414,39.552,38.69,37.828,36.966,36.104,35.242,34.38,33.8643,33.3486,32.8329,32.3172,31.8015,31.2858,30.7701,30.2544,29.7387,29.223,28.7073,28.1916,27.6759,27.1602,26.6445,26.1288,25.6131,25.0974,24.5817,24.066
Land-Based Wind,Class 5,OM-fixed,central,43,42.595,42.19,41.785,41.38,40.975,40.57,40.165,39.76,39.355,38.95,38.657875,38.36575,38.073625,37.7815,37.489375,37.19725,36.905125,36.613,36.320875,36.02875,35.736625,35.4445,35.152375,34.86025,34.568125,34.276,33.983875,33.69175,33.399625,33.1075
Land-Based Wind,Class 5,OM-fixed,low tech,43,43,43,43,43,43,43,43,43,43,43,42.902475,42.80495,42.707425,42.6099,42.512375,42.41485,42.317325,42.2198,42.122275,42.02475,41.927225,41.8297,41.732175,41.63465,41.537125,41.4396,41.342075,41.24455,41.147025,41.0495
Land-Based Wind,Class 6,OM-fixed,adv tech,43,42.138,41.276,40.414,39.552,38.69,37.828,36.966,36.104,35.242,34.38,33.8643,33.3486,32.8329,32.3172,31.8015,31.2858,30.7701,30.2544,29.7387,29.223,28.7073,28.1916,27.6759,27.1602,26.6445,26.1288,25.6131,25.0974,24.5817,24.066
Land-Based Wind,Class 6,OM-fixed,central,43,42.595,42.19,41.785,41.38,40.975,40.57,40.165,39.76,39.355,38.95,38.657875,38.36575,38.073625,37.7815,37.489375,37.19725,36.905125,36.613,36.320875,36.02875,35.736625,35.4445,35.152375,34.86025,34.568125,34.276,33.983875,33.69175,33.399625,33.1075
Land-Based Wind,Class 6,OM-fixed,low tech,43,43,43,43,43,43,43,43,43,43,43,42.902475,42.80495,42.707425,42.6099,42.512375,42.41485,42.317325,42.2198,42.122275,42.02475,41.927225,41.8297,41.732175,41.63465,41.537125,41.4396,41.342075,41.24455,41.147025,41.0495
Land-Based Wind,Class 7,OM-fixed,adv tech,43,42.138,41.276,40.414,39.552,38.69,37.828,36.966,36.104,35.242,34.38,33.8643,33.3486,32.8329,32.3172,31.8015,31.2858,30.7701,30.2544,29.7387,29.223,28.7073,28.1916,27.6759,27.1602,26.6445,26.1288,25.6131,25.0974,24.5817,24.066
Land-Based Wind,Class 7,OM-fixed,central,43,42.595,42.19,41.785,41.38,40.975,40.57,40.165,39.76,39.355,38.95,38.657875,38.36575,38.073625,37.7815,37.489375,37.19725,36.905125,36.613,36.320875,36.02875,35.736625,35.4445,35.152375,34.86025,34.568125,34.276,33.983875,33.69175,33.399625,33.1075
Land-Based Wind,Class 7,OM-fixed,low tech,43,43,43,43,43,43,43,43,43,43,43,42.902475,42.80495,42.707425,42.6099,42.512375,42.41485,42.317325,42.2198,42.122275,42.02475,41.927225,41.8297,41.732175,41.63465,41.537125,41.4396,41.342075,41.24455,41.147025,41.0495
Land-Based Wind,Class 8,OM-fixed,adv tech,43,42.138,41.276,40.414,39.552,38.69,37.828,36.966,36.104,35.242,34.38,33.8643,33.3486,32.8329,32.3172,31.8015,31.2858,30.7701,30.2544,29.7387,29.223,28.7073,28.1916,27.6759,27.1602,26.6445,26.1288,25.6131,25.0974,24.5817,24.066
Land-Based Wind,Class 8,OM-fixed,central,43,42.595,42.19,41.785,41.38,40.975,40.57,40.165,39.76,39.355,38.95,38.657875,38.36575,38.073625,37.7815,37.489375,37.19725,36.905125,36.613,36.320875,36.02875,35.736625,35.4445,35.152375,34.86025,34.568125,34.276,33.983875,33.69175,33.399625,33.1075
Land-Based Wind,Class 8,OM-fixed,low tech,43,43,43,43,43,43,43,43,43,43,43,42.902475,42.80495,42.707425,42.6099,42.512375,42.41485,42.317325,42.2198,42.122275,42.02475,41.927225,41.8297,41.732175,41.63465,41.537125,41.4396,41.342075,41.24455,41.147025,41.0495
Land-Based Wind,Class 9,OM-fixed,adv tech,43,42.138,41.276,40.414,39.552,38.69,37.828,36.966,36.104,35.242,34.38,33.8643,33.3486,32.8329,32.3172,31.8015,31.2858,30.7701,30.2544,29.7387,29.223,28.7073,28.1916,27.6759,27.1602,26.6445,26.1288,25.6131,25.0974,24.5817,24.066
Land-Based Wind,Class 9,OM-fixed,central,43,42.595,42.19,41.785,41.38,40.975,40.57,40.165,39.76,39.355,38.95,38.657875,38.36575,38.073625,37.7815,37.489375,37.19725,36.905125,36.613,36.320875,36.02875,35.736625,35.4445,35.152375,34.86025,34.568125,34.276,33.983875,33.69175,33.399625,33.1075
Land-Based Wind,Class 9,OM-fixed,low tech,43,43,43,43,43,43,43,43,43,43,43,42.902475,42.80495,42.707425,42.6099,42.512375,42.41485,42.317325,42.2198,42.122275,42.02475,41.927225,41.8297,41.732175,41.63465,41.537125,41.4396,41.342075,41.24455,41.147025,41.0495
Land-Based Wind,Class 10,OM-fixed,adv tech,43,42.138,41.276,40.414,39.552,38.69,37.828,36.966,36.104,35.242,34.38,33.8643,33.3486,32.8329,32.3172,31.8015,31.2858,30.7701,30.2544,29.7387,29.223,28.7073,28.1916,27.6759,27.1602,26.6445,26.1288,25.6131,25.0974,24.5817,24.066
