# File: NREL_ATB_capital_2022.csv
# Title: Technology overnight capital cost assumptions by year from NREL 2022 ATB
# Units: $2020/kW
# Source: NREL 2022 Annual Technology Baseline for 2020-2050 (https://data.openei.org/submissions/5716)
# Comments: tech_type corresponds to tab within the ATB workbooks; tech_detail corresponds to the more detailed technologies within those tabs
# Users can specify how ATB technologies are mapped to GCAM technologies in energy/mappings/atb_gcam_mapping.csv
# Column types: ccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# -------------
tech_type,tech_detail,input,case,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Solar - Utility PV,Utility PV - Class 8,capital,low tech,1302.77,1139.2,1136.96,1134.71,1132.47,1130.23,1127.98,1125.74,1123.5,1121.25,1119.01,1099.78,1080.54,1061.31,1042.08,1022.84,1003.61,984.37,965.14,945.9,926.67,907.44,888.2,868.97,849.73,830.5,811.27,792.03,772.8,753.56,734.33
Solar - Utility PV,Utility PV - Class 7,capital,adv tech,1302.77,1139.2,1079.67,1020.15,960.62,901.09,841.57,782.04,722.51,662.99,603.46,596.04,588.62,581.19,573.77,566.35,558.93,551.51,544.09,536.66,529.24,521.82,514.4,506.98,499.55,492.13,484.71,477.29,469.87,462.44,455.02
Solar - Utility PV,Utility PV - Class 7,capital,central,1302.77,1139.2,1094.21,1049.23,1004.24,959.26,914.27,869.29,824.3,779.32,734.33,727.79,721.24,714.7,708.16,701.61,695.07,688.53,681.98,675.44,668.9,662.35,655.81,649.27,642.72,636.18,629.63,623.09,616.55,610,603.46
Solar - Utility PV,Utility PV - Class 7,capital,low tech,1302.77,1139.2,1136.96,1134.71,1132.47,1130.23,1127.98,1125.74,1123.5,1121.25,1119.01,1099.78,1080.54,1061.31,1042.08,1022.84,1003.61,984.37,965.14,945.9,926.67,907.44,888.2,868.97,849.73,830.5,811.27,792.03,772.8,753.56,734.33
Solar - Utility PV,Utility PV - Class 6,capital,adv tech,1302.77,1139.2,1079.67,1020.15,960.62,901.09,841.57,782.04,722.51,662.99,603.46,596.04,588.62,581.19,573.77,566.35,558.93,551.51,544.09,536.66,529.24,521.82,514.4,506.98,499.55,492.13,484.71,477.29,469.87,462.44,455.02
Solar - Utility PV,Utility PV - Class 6,capital,central,1302.77,1139.2,1094.21,1049.23,1004.24,959.26,914.27,869.29,824.3,779.32,734.33,727.79,721.24,714.7,708.16,701.61,695.07,688.53,681.98,675.44,668.9,662.35,655.81,649.27,642.72,636.18,629.63,623.09,616.55,610,603.46
Solar - Utility PV,Utility PV - Class 6,capital,low tech,1302.77,1139.2,1136.96,1134.71,1132.47,1130.23,1127.98,1125.74,1123.5,1121.25,1119.01,1099.78,1080.54,1061.31,1042.08,1022.84,1003.61,984.37,965.14,945.9,926.67,907.44,888.2,868.97,849.73,830.5,811.27,792.03,772.8,753.56,734.33
Solar - Utility PV,Utility PV - Class 5,capital,adv tech,1302.77,1139.2,1079.67,1020.15,960.62,901.09,841.57,782.04,722.51,662.99,603.46,596.04,588.62,581.19,573.77,566.35,558.93,551.51,544.09,536.66,529.24,521.82,514.4,506.98,499.55,492.13,484.71,477.29,469.87,462.44,455.02
Solar - Utility PV,Utility PV - Class 5,capital,central,1302.77,1139.2,1094.21,1049.23,1004.24,959.26,914.27,869.29,824.3,779.32,734.33,727.79,721.24,714.7,708.16,701.61,695.07,688.53,681.98,675.44,668.9,662.35,655.81,649.27,642.72,636.18,629.63,623.09,616.55,610,603.46
Solar - Utility PV,Utility PV - Class 5,capital,low tech,1302.77,1139.2,1136.96,1134.71,1132.47,1130.23,1127.98,1125.74,1123.5,1121.25,1119.01,1099.78,1080.54,1061.31,1042.08,1022.84,1003.61,984.37,965.14,945.9,926.67,907.44,888.2,868.97,849.73,830.5,811.27,792.03,772.8,753.56,734.33
Solar - Utility PV,Utility PV - Class 4,capital,adv tech,1302.77,1139.2,1079.67,1020.15,960.62,901.09,841.57,782.04,722.51,662.99,603.46,596.04,588.62,581.19,573.77,566.35,558.93,551.51,544.09,536.66,529.24,521.82,514.4,506.98,499.55,492.13,484.71,477.29,469.87,462.44,455.02
Solar - Utility PV,Utility PV - Class 4,capital,central,1302.77,1139.2,1094.21,1049.23,1004.24,959.26,914.27,869.29,824.3,779.32,734.33,727.79,721.24,714.7,708.16,701.61,695.07,688.53,681.98,675.44,668.9,662.35,655.81,649.27,642.72,636.18,629.63,623.09,616.55,610,603.46
Solar - Utility PV,Utility PV - Class 4,capital,low tech,1302.77,1139.2,1136.96,1134.71,1132.47,1130.23,1127.98,1125.74,1123.5,1121.25,1119.01,1099.78,1080.54,1061.31,1042.08,1022.84,1003.61,984.37,965.14,945.9,926.67,907.44,888.2,868.97,849.73,830.5,811.27,792.03,772.8,753.56,734.33
Solar - Utility PV,Utility PV - Class 3,capital,adv tech,1302.77,1139.2,1079.67,1020.15,960.62,901.09,841.57,782.04,722.51,662.99,603.46,596.04,588.62,581.19,573.77,566.35,558.93,551.51,544.09,536.66,529.24,521.82,514.4,506.98,499.55,492.13,484.71,477.29,469.87,462.44,455.02
Solar - Utility PV,Utility PV - Class 3,capital,central,1302.77,1139.2,1094.21,1049.23,1004.24,959.26,914.27,869.29,824.3,779.32,734.33,727.79,721.24,714.7,708.16,701.61,695.07,688.53,681.98,675.44,668.9,662.35,655.81,649.27,642.72,636.18,629.63,623.09,616.55,610,603.46
Solar - Utility PV,Utility PV - Class 3,capital,low tech,1302.77,1139.2,1136.96,1134.71,1132.47,1130.23,1127.98,1125.74,1123.5,1121.25,1119.01,1099.78,1080.54,1061.31,1042.08,1022.84,1003.61,984.37,965.14,945.9,926.67,907.44,888.2,868.97,849.73,830.5,811.27,792.03,772.8,753.56,734.33
Solar - Utility PV,Utility PV - Class 2,capital,adv tech,1302.77,1139.2,1079.67,1020.15,960.62,901.09,841.57,782.04,722.51,662.99,603.46,596.04,588.62,581.19,573.77,566.35,558.93,551.51,544.09,536.66,529.24,521.82,514.4,506.98,499.55,492.13,484.71,477.29,469.87,462.44,455.02
Solar - Utility PV,Utility PV - Class 2,capital,central,1302.77,1139.2,1094.21,1049.23,1004.24,959.26,914.27,869.29,824.3,779.32,734.33,727.79,721.24,714.7,708.16,701.61,695.07,688.53,681.98,675.44,668.9,662.35,655.81,649.27,642.72,636.18,629.63,623.09,616.55,610,603.46
Solar - Utility PV,Utility PV - Class 2,capital,low tech,1302.77,1139.2,1136.96,1134.71,1132.47,1130.23,1127.98,1125.74,1123.5,1121.25,1119.01,1099.78,1080.54,1061.31,1042.08,1022.84,1003.61,984.37,965.14,945.9,926.67,907.44,888.2,868.97,849.73,830.5,811.27,792.03,772.8,753.56,734.33
Solar - Utility PV,Utility PV - Class 1,capital,adv tech,1302.77,1139.2,1079.67,1020.15,960.62,901.09,841.57,782.04,722.51,662.99,603.46,596.04,588.62,581.19,573.77,566.35,558.93,551.51,544.09,536.66,529.24,521.82,514.4,506.98,499.55,492.13,484.71,477.29,469.87,462.44,455.02
Solar - Utility PV,Utility PV - Class 1,capital,central,1302.77,1139.2,1094.21,1049.23,1004.24,959.26,914.27,869.29,824.3,779.32,734.33,727.79,721.24,714.7,708.16,701.61,695.07,688.53,681.98,675.44,668.9,662.35,655.81,649.27,642.72,636.18,629.63,623.09,616.55,610,603.46
Solar - Utility PV,Utility PV - Class 1,capital,low tech,1302.77,1139.2,1136.96,1134.71,1132.47,1130.23,1127.98,1125.74,1123.5,1121.25,1119.01,1099.78,1080.54,1061.31,1042.08,1022.84,1003.61,984.37,965.14,945.9,926.67,907.44,888.2,868.97,849.73,830.5,811.27,792.03,772.8,753.56,734.33
Solar - PV Dist. Comm,Commercial PV - Class 10,capital,adv tech,1741.16,1560,1463.56,1367.12,1270.68,1174.25,1077.81,981.37,884.93,788.49,692.05,683.13,674.21,665.29,656.37,647.45,638.54,629.62,620.7,611.78,602.86,593.94,585.02,576.1,567.18,558.26,549.34,540.42,531.5,522.58,513.66
Solar - PV Dist. Comm,Commercial PV - Class 10,capital,central,1741.16,1560,1486.83,1413.66,1340.49,1267.32,1194.15,1120.98,1047.81,974.64,901.47,891,880.53,870.06,859.58,849.11,838.64,828.17,817.7,807.23,796.76,786.29,775.82,765.35,754.88,744.41,733.94,723.47,712.99,702.52,692.05
Solar - PV Dist. Comm,Commercial PV - Class 10,capital,low tech,1741.16,1560,1548.1,1536.2,1524.3,1512.4,1500.5,1488.6,1476.7,1464.8,1452.9,1425.33,1397.76,1370.19,1342.62,1315.04,1287.47,1259.9,1232.33,1204.76,1177.19,1149.61,1122.04,1094.47,1066.9,1039.33,1011.75,984.18,956.61,929.04,901.47
Solar - PV Dist. Comm,Commercial PV - Class 9,capital,adv tech,1741.16,1560,1463.56,1367.12,1270.68,1174.25,1077.81,981.37,884.93,788.49,692.05,683.13,674.21,665.29,656.37,647.45,638.54,629.62,620.7,611.78,602.86,593.94,585.02,576.1,567.18,558.26,549.34,540.42,531.5,522.58,513.66
Solar - PV Dist. Comm,Commercial PV - Class 9,capital,central,1741.16,1560,1486.83,1413.66,1340.49,1267.32,1194.15,1120.98,1047.81,974.64,901.47,891,880.53,870.06,859.58,849.11,838.64,828.17,817.7,807.23,796.76,786.29,775.82,765.35,754.88,744.41,733.94,723.47,712.99,702.52,692.05
Solar - PV Dist. Comm,Commercial PV - Class 9,capital,low tech,1741.16,1560,1548.1,1536.2,1524.3,1512.4,1500.5,1488.6,1476.7,1464.8,1452.9,1425.33,1397.76,1370.19,1342.62,1315.04,1287.47,1259.9,1232.33,1204.76,1177.19,1149.61,1122.04,1094.47,1066.9,1039.33,1011.75,984.18,956.61,929.04,901.47
Solar - PV Dist. Comm,Commercial PV - Class 8,capital,adv tech,1741.16,1560,1463.56,1367.12,1270.68,1174.25,1077.81,981.37,884.93,788.49,692.05,683.13,674.21,665.29,656.37,647.45,638.54,629.62,620.7,611.78,602.86,593.94,585.02,576.1,567.18,558.26,549.34,540.42,531.5,522.58,513.66
Solar - PV Dist. Comm,Commercial PV - Class 8,capital,central,1741.16,1560,1486.83,1413.66,1340.49,1267.32,1194.15,1120.98,1047.81,974.64,901.47,891,880.53,870.06,859.58,849.11,838.64,828.17,817.7,807.23,796.76,786.29,775.82,765.35,754.88,744.41,733.94,723.47,712.99,702.52,692.05
Solar - PV Dist. Comm,Commercial PV - Class 8,capital,low tech,1741.16,1560,1548.1,1536.2,1524.3,1512.4,1500.5,1488.6,1476.7,1464.8,1452.9,1425.33,1397.76,1370.19,1342.62,1315.04,1287.47,1259.9,1232.33,1204.76,1177.19,1149.61,1122.04,1094.47,1066.9,1039.33,1011.75,984.18,956.61,929.04,901.47
Solar - PV Dist. Comm,Commercial PV - Class 7,capital,adv tech,1741.16,1560,1463.56,1367.12,1270.68,1174.25,1077.81,981.37,884.93,788.49,692.05,683.13,674.21,665.29,656.37,647.45,638.54,629.62,620.7,611.78,602.86,593.94,585.02,576.1,567.18,558.26,549.34,540.42,531.5,522.58,513.66
Solar - PV Dist. Comm,Commercial PV - Class 7,capital,central,1741.16,1560,1486.83,1413.66,1340.49,1267.32,1194.15,1120.98,1047.81,974.64,901.47,891,880.53,870.06,859.58,849.11,838.64,828.17,817.7,807.23,796.76,786.29,775.82,765.35,754.88,744.41,733.94,723.47,712.99,702.52,692.05
Solar - PV Dist. Comm,Commercial PV - Class 7,capital,low tech,1741.16,1560,1548.1,1536.2,1524.3,1512.4,1500.5,1488.6,1476.7,1464.8,1452.9,1425.33,1397.76,1370.19,1342.62,1315.04,1287.47,1259.9,1232.33,1204.76,1177.19,1149.61,1122.04,1094.47,1066.9,1039.33,1011.75,984.18,956.61,929.04,901.47
Solar - PV Dist. Comm,Commercial PV - Class 6,capital,adv tech,1741.16,1560,1463.56,1367.12,1270.68,1174.25,1077.81,981.37,884.93,788.49,692.05,683.13,674.21,665.29,656.37,647.45,638.54,629.62,620.7,611.78,602.86,593.94,585.02,576.1,567.18,558.26,549.34,540.42,531.5,522.58,513.66
Solar - PV Dist. Comm,Commercial PV - Class 6,capital,central,1741.16,1560,1486.83,1413.66,1340.49,1267.32,1194.15,1120.98,1047.81,974.64,901.47,891,880.53,870.06,859.58,849.11,838.64,828.17,817.7,807.23,796.76,786.29,775.82,765.35,754.88,744.41,733.94,723.47,712.99,702.52,692.05
Solar - PV Dist. Comm,Commercial PV - Class 6,capital,low tech,1741.16,1560,1548.1,1536.2,1524.3,1512.4,1500.5,1488.6,1476.7,1464.8,1452.9,1425.33,1397.76,1370.19,1342.62,1315.04,1287.47,1259.9,1232.33,1204.76,1177.19,1149.61,1122.04,1094.47,1066.9,1039.33,1011.75,984.18,956.61,929.04,901.47
Solar - PV Dist. Comm,Commercial PV - Class 5,capital,adv tech,1741.16,1560,1463.56,1367.12,1270.68,1174.25,1077.81,981.37,884.93,788.49,692.05,683.13,674.21,665.29,656.37,647.45,638.54,629.62,620.7,611.78,602.86,593.94,585.02,576.1,567.18,558.26,549.34,540.42,531.5,522.58,513.66
Solar - PV Dist. Comm,Commercial PV - Class 5,capital,central,1741.16,1560,1486.83,1413.66,1340.49,1267.32,1194.15,1120.98,1047.81,974.64,901.47,891,880.53,870.06,859.58,849.11,838.64,828.17,817.7,807.23,796.76,786.29,775.82,765.35,754.88,744.41,733.94,723.47,712.99,702.52,692.05
Solar - PV Dist. Comm,Commercial PV - Class 5,capital,low tech,1741.16,1560,1548.1,1536.2,1524.3,1512.4,1500.5,1488.6,1476.7,1464.8,1452.9,1425.33,1397.76,1370.19,1342.62,1315.04,1287.47,1259.9,1232.33,1204.76,1177.19,1149.61,1122.04,1094.47,1066.9,1039.33,1011.75,984.18,956.61,929.04,901.47
Solar - PV Dist. Comm,Commercial PV - Class 4,capital,adv tech,1741.16,1560,1463.56,1367.12,1270.68,1174.25,1077.81,981.37,884.93,788.49,692.05,683.13,674.21,665.29,656.37,647.45,638.54,629.62,620.7,611.78,602.86,593.94,585.02,576.1,567.18,558.26,549.34,540.42,531.5,522.58,513.66
Solar - PV Dist. Comm,Commercial PV - Class 4,capital,central,1741.16,1560,1486.83,1413.66,1340.49,1267.32,1194.15,1120.98,1047.81,974.64,901.47,891,880.53,870.06,859.58,849.11,838.64,828.17,817.7,807.23,796.76,786.29,775.82,765.35,754.88,744.41,733.94,723.47,712.99,702.52,692.05
Solar - PV Dist. Comm,Commercial PV - Class 4,capital,low tech,1741.16,1560,1548.1,1536.2,1524.3,1512.4,1500.5,1488.6,1476.7,1464.8,1452.9,1425.33,1397.76,1370.19,1342.62,1315.04,1287.47,1259.9,1232.33,1204.76,1177.19,1149.61,1122.04,1094.47,1066.9,1039.33,1011.75,984.18,956.61,929.04,901.47
Solar - PV Dist. Comm,Commercial PV - Class 3,capital,adv tech,1741.16,1560,1463.56,1367.12,1270.68,1174.25,1077.81,981.37,884.93,788.49,692.05,683.13,674.21,665.29,656.37,647.45,638.54,629.62,620.7,611.78,602.86,593.94,585.02,576.1,567.18,558.26,549.34,540.42,531.5,522.58,513.66
Solar - PV Dist. Comm,Commercial PV - Class 3,capital,central,1741.16,1560,1486.83,1413.66,1340.49,1267.32,1194.15,1120.98,1047.81,974.64,901.47,891,880.53,870.06,859.58,849.11,838.64,828.17,817.7,807.23,796.76,786.29,775.82,765.35,754.88,744.41,733.94,723.47,712.99,702.52,692.05
Solar - PV Dist. Comm,Commercial PV - Class 3,capital,low tech,1741.16,1560,1548.1,1536.2,1524.3,1512.4,1500.5,1488.6,1476.7,1464.8,1452.9,1425.33,1397.76,1370.19,1342.62,1315.04,1287.47,1259.9,1232.33,1204.76,1177.19,1149.61,1122.04,1094.47,1066.9,1039.33,1011.75,984.18,956.61,929.04,901.47
Solar - PV Dist. Comm,Commercial PV - Class 2,capital,adv tech,1741.16,1560,1463.56,1367.12,1270.68,1174.25,1077.81,981.37,884.93,788.49,692.05,683.13,674.21,665.29,656.37,647.45,638.54,629.62,620.7,611.78,602.86,593.94,585.02,576.1,567.18,558.26,549.34,540.42,531.5,522.58,513.66
Solar - PV Dist. Comm,Commercial PV - Class 2,capital,central,1741.16,1560,1486.83,1413.66,1340.49,1267.32,1194.15,1120.98,1047.81,974.64,901.47,891,880.53,870.06,859.58,849.11,838.64,828.17,817.7,807.23,796.76,786.29,775.82,765.35,754.88,744.41,733.94,723.47,712.99,702.52,692.05
Solar - PV Dist. Comm,Commercial PV - Class 2,capital,low tech,1741.16,1560,1548.1,1536.2,1524.3,1512.4,1500.5,1488.6,1476.7,1464.8,1452.9,1425.33,1397.76,1370.19,1342.62,1315.04,1287.47,1259.9,1232.33,1204.76,1177.19,1149.61,1122.04,1094.47,1066.9,1039.33,1011.75,984.18,956.61,929.04,901.47
Solar - PV Dist. Comm,Commercial PV - Class 1,capital,adv tech,1741.16,1560,1463.56,1367.12,1270.68,1174.25,1077.81,981.37,884.93,788.49,692.05,683.13,674.21,665.29,656.37,647.45,638.54,629.62,620.7,611.78,602.86,593.94,585.02,576.1,567.18,558.26,549.34,540.42,531.5,522.58,513.66
Solar - PV Dist. Comm,Commercial PV - Class 1,capital,central,1741.16,1560,1486.83,1413.66,1340.49,1267.32,1194.15,1120.98,1047.81,974.64,901.47,891,880.53,870.06,859.58,849.11,838.64,828.17,817.7,807.23,796.76,786.29,775.82,765.35,754.88,744.41,733.94,723.47,712.99,702.52,692.05
Solar - PV Dist. Comm,Commercial PV - Class 1,capital,low tech,1741.16,1560,1548.1,1536.2,1524.3,1512.4,1500.5,1488.6,1476.7,1464.8,1452.9,1425.33,1397.76,1370.19,1342.62,1315.04,1287.47,1259.9,1232.33,1204.76,1177.19,1149.61,1122.04,1094.47,1066.9,1039.33,1011.75,984.18,956.61,929.04,901.47
Solar - PV Dist. Res,Residential PV - Class 10,capital,adv tech,2743.33,2650,2443.45,2236.91,2030.36,1823.81,1617.27,1410.72,1204.17,997.63,791.08,779.04,767.01,754.97,742.94,730.9,718.87,706.83,694.8,682.76,670.73,658.69,646.66,634.62,622.59,610.55,598.52,586.49,574.45,562.42,550.38
Solar - PV Dist. Res,Residential PV - Class 10,capital,central,2743.33,2650,2468.49,2286.98,2105.48,1923.97,1742.46,1560.95,1379.44,1197.94,1016.43,1005.16,993.89,982.63,971.36,960.09,948.82,937.56,926.29,915.02,903.75,892.49,881.22,869.95,858.68,847.42,836.15,824.88,813.61,802.35,791.08
Solar - PV Dist. Res,Residential PV - Class 10,capital,low tech,2743.33,2650,2609.49,2568.98,2528.48,2487.97,2447.46,2406.95,2366.44,2325.94,2285.43,2221.98,2158.53,2095.08,2031.63,1968.18,1904.73,1841.28,1777.83,1714.38,1650.93,1587.48,1524.03,1460.58,1397.13,1333.68,1270.23,1206.78,1143.33,1079.88,1016.43
Solar - PV Dist. Res,Residential PV - Class 9,capital,adv tech,2743.33,2650,2443.45,2236.91,2030.36,1823.81,1617.27,1410.72,1204.17,997.63,791.08,779.04,767.01,754.97,742.94,730.9,718.87,706.83,694.8,682.76,670.73,658.69,646.66,634.62,622.59,610.55,598.52,586.49,574.45,562.42,550.38
Solar - PV Dist. Res,Residential PV - Class 9,capital,central,2743.33,2650,2468.49,2286.98,2105.48,1923.97,1742.46,1560.95,1379.44,1197.94,1016.43,1005.16,993.89,982.63,971.36,960.09,948.82,937.56,926.29,915.02,903.75,892.49,881.22,869.95,858.68,847.42,836.15,824.88,813.61,802.35,791.08
Solar - PV Dist. Res,Residential PV - Class 9,capital,low tech,2743.33,2650,2609.49,2568.98,2528.48,2487.97,2447.46,2406.95,2366.44,2325.94,2285.43,2221.98,2158.53,2095.08,2031.63,1968.18,1904.73,1841.28,1777.83,1714.38,1650.93,1587.48,1524.03,1460.58,1397.13,1333.68,1270.23,1206.78,1143.33,1079.88,1016.43
Solar - PV Dist. Res,Residential PV - Class 8,capital,adv tech,2743.33,2650,2443.45,2236.91,2030.36,1823.81,1617.27,1410.72,1204.17,997.63,791.08,779.04,767.01,754.97,742.94,730.9,718.87,706.83,694.8,682.76,670.73,658.69,646.66,634.62,622.59,610.55,598.52,586.49,574.45,562.42,550.38
Solar - PV Dist. Res,Residential PV - Class 8,capital,central,2743.33,2650,2468.49,2286.98,2105.48,1923.97,1742.46,1560.95,1379.44,1197.94,1016.43,1005.16,993.89,982.63,971.36,960.09,948.82,937.56,926.29,915.02,903.75,892.49,881.22,869.95,858.68,847.42,836.15,824.88,813.61,802.35,791.08
Solar - PV Dist. Res,Residential PV - Class 8,capital,low tech,2743.33,2650,2609.49,2568.98,2528.48,2487.97,2447.46,2406.95,2366.44,2325.94,2285.43,2221.98,2158.53,2095.08,2031.63,1968.18,1904.73,1841.28,1777.83,1714.38,1650.93,1587.48,1524.03,1460.58,1397.13,1333.68,1270.23,1206.78,1143.33,1079.88,1016.43
Solar - PV Dist. Res,Residential PV - Class 7,capital,adv tech,2743.33,2650,2443.45,2236.91,2030.36,1823.81,1617.27,1410.72,1204.17,997.63,791.08,779.04,767.01,754.97,742.94,730.9,718.87,706.83,694.8,682.76,670.73,658.69,646.66,634.62,622.59,610.55,598.52,586.49,574.45,562.42,550.38
Solar - PV Dist. Res,Residential PV - Class 7,capital,central,2743.33,2650,2468.49,2286.98,2105.48,1923.97,1742.46,1560.95,1379.44,1197.94,1016.43,1005.16,993.89,982.63,971.36,960.09,948.82,937.56,926.29,915.02,903.75,892.49,881.22,869.95,858.68,847.42,836.15,824.88,813.61,802.35,791.08
Solar - PV Dist. Res,Residential PV - Class 7,capital,low tech,2743.33,2650,2609.49,2568.98,2528.48,2487.97,2447.46,2406.95,2366.44,2325.94,2285.43,2221.98,2158.53,2095.08,2031.63,1968.18,1904.73,1841.28,1777.83,1714.38,1650.93,1587.48,1524.03,1460.58,1397.13,1333.68,1270.23,1206.78,1143.33,1079.88,1016.43
Solar - PV Dist. Res,Residential PV - Class 6,capital,adv tech,2743.33,2650,2443.45,2236.91,2030.36,1823.81,1617.27,1410.72,1204.17,997.63,791.08,779.04,767.01,754.97,742.94,730.9,718.87,706.83,694.8,682.76,670.73,658.69,646.66,634.62,622.59,610.55,598.52,586.49,574.45,562.42,550.38
Solar - PV Dist. Res,Residential PV - Class 6,capital,central,2743.33,2650,2468.49,2286.98,2105.48,1923.97,1742.46,1560.95,1379.44,1197.94,1016.43,1005.16,993.89,982.63,971.36,960.09,948.82,937.56,926.29,915.02,903.75,892.49,881.22,869.95,858.68,847.42,836.15,824.88,813.61,802.35,791.08
Solar - PV Dist. Res,Residential PV - Class 6,capital,low tech,2743.33,2650,2609.49,2568.98,2528.48,2487.97,2447.46,2406.95,2366.44,2325.94,2285.43,2221.98,2158.53,2095.08,2031.63,1968.18,1904.73,1841.28,1777.83,1714.38,1650.93,1587.48,1524.03,1460.58,1397.13,1333.68,1270.23,1206.78,1143.33,1079.88,1016.43
Solar - PV Dist. Res,Residential PV - Class 5,capital,adv tech,2743.33,2650,2443.45,2236.91,2030.36,1823.81,1617.27,1410.72,1204.17,997.63,791.08,779.04,767.01,754.97,742.94,730.9,718.87,706.83,694.8,682.76,670.73,658.69,646.66,634.62,622.59,610.55,598.52,586.49,574.45,562.42,550.38
Solar - PV Dist. Res,Residential PV - Class 5,capital,central,2743.33,2650,2468.49,2286.98,2105.48,1923.97,1742.46,1560.95,1379.44,1197.94,1016.43,1005.16,993.89,982.63,971.36,960.09,948.82,937.56,926.29,915.02,903.75,892.49,881.22,869.95,858.68,847.42,836.15,824.88,813.61,802.35,791.08
Solar - PV Dist. Res,Residential PV - Class 5,capital,low tech,2743.33,2650,2609.49,2568.98,2528.48,2487.97,2447.46,2406.95,2366.44,2325.94,2285.43,2221.98,2158.53,2095.08,2031.63,1968.18,1904.73,1841.28,1777.83,1714.38,1650.93,1587.48,1524.03,1460.58,1397.13,1333.68,1270.23,1206.78,1143.33,1079.88,1016.43
Solar - PV Dist. Res,Residential PV - Class 4,capital,adv tech,2743.33,2650,2443.45,2236.91,2030.36,1823.81,1617.27,1410.72,1204.17,997.63,791.08,779.04,767.01,754.97,742.94,730.9,718.87,706.83,694.8,682.76,670.73,658.69,646.66,634.62,622.59,610.55,598.52,586.49,574.45,562.42,550.38
Solar - PV Dist. Res,Residential PV - Class 4,capital,central,2743.33,2650,2468.49,2286.98,2105.48,1923.97,1742.46,1560.95,1379.44,1197.94,1016.43,1005.16,993.89,982.63,971.36,960.09,948.82,937.56,926.29,915.02,903.75,892.49,881.22,869.95,858.68,847.42,836.15,824.88,813.61,802.35,791.08
Solar - PV Dist. Res,Residential PV - Class 4,capital,low tech,2743.33,2650,2609.49,2568.98,2528.48,2487.97,2447.46,2406.95,2366.44,2325.94,2285.43,2221.98,2158.53,2095.08,2031.63,1968.18,1904.73,1841.28,1777.83,1714.38,1650.93,1587.48,1524.03,1460.58,1397.13,1333.68,1270.23,1206.78,1143.33,1079.88,1016.43
Solar - PV Dist. Res,Residential PV - Class 3,capital,adv tech,2743.33,2650,2443.45,2236.91,2030.36,1823.81,1617.27,1410.72,1204.17,997.63,791.08,779.04,767.01,754.97,742.94,730.9,718.87,706.83,694.8,682.76,670.73,658.69,646.66,634.62,622.59,610.55,598.52,586.49,574.45,562.42,550.38
Solar - PV Dist. Res,Residential PV - Class 3,capital,central,2743.33,2650,2468.49,2286.98,2105.48,1923.97,1742.46,1560.95,1379.44,1197.94,1016.43,1005.16,993.89,982.63,971.36,960.09,948.82,937.56,926.29,915.02,903.75,892.49,881.22,869.95,858.68,847.42,836.15,824.88,813.61,802.35,791.08
Solar - PV Dist. Res,Residential PV - Class 3,capital,low tech,2743.33,2650,2609.49,2568.98,2528.48,2487.97,2447.46,2406.95,2366.44,2325.94,2285.43,2221.98,2158.53,2095.08,2031.63,1968.18,1904.73,1841.28,1777.83,1714.38,1650.93,1587.48,1524.03,1460.58,1397.13,1333.68,1270.23,1206.78,1143.33,1079.88,1016.43
Solar - PV Dist. Res,Residential PV - Class 2,capital,adv tech,2743.33,2650,2443.45,2236.91,2030.36,1823.81,1617.27,1410.72,1204.17,997.63,791.08,779.04,767.01,754.97,742.94,730.9,718.87,706.83,694.8,682.76,670.73,658.69,646.66,634.62,622.59,610.55,598.52,586.49,574.45,562.42,550.38
Solar - PV Dist. Res,Residential PV - Class 2,capital,central,2743.33,2650,2468.49,2286.98,2105.48,1923.97,1742.46,1560.95,1379.44,1197.94,1016.43,1005.16,993.89,982.63,971.36,960.09,948.82,937.56,926.29,915.02,903.75,892.49,881.22,869.95,858.68,847.42,836.15,824.88,813.61,802.35,791.08
Solar - PV Dist. Res,Residential PV - Class 2,capital,low tech,2743.33,2650,2609.49,2568.98,2528.48,2487.97,2447.46,2406.95,2366.44,2325.94,2285.43,2221.98,2158.53,2095.08,2031.63,1968.18,1904.73,1841.28,1777.83,1714.38,1650.93,1587.48,1524.03,1460.58,1397.13,1333.68,1270.23,1206.78,1143.33,1079.88,1016.43
Solar - PV Dist. Res,Residential PV - Class 1,capital,adv tech,2743.33,2650,2443.45,2236.91,2030.36,1823.81,1617.27,1410.72,1204.17,997.63,791.08,779.04,767.01,754.97,742.94,730.9,718.87,706.83,694.8,682.76,670.73,658.69,646.66,634.62,622.59,610.55,598.52,586.49,574.45,562.42,550.38
Solar - PV Dist. Res,Residential PV - Class 1,capital,central,2743.33,2650,2468.49,2286.98,2105.48,1923.97,1742.46,1560.95,1379.44,1197.94,1016.43,1005.16,993.89,982.63,971.36,960.09,948.82,937.56,926.29,915.02,903.75,892.49,881.22,869.95,858.68,847.42,836.15,824.88,813.61,802.35,791.08
