# File: A44.hab_land_flsp.csv
# Title: Habitable land per GCAM region
# Units: pop/km2
# Source: GCAM land data
# Column types: ccinc
# ----------
region,landleaf,year,value,Units
Africa_Eastern,forest (unmanaged),2035,0,thous km2
Africa_Eastern,forest (unmanaged),2040,0,thous km2
Africa_Eastern,forest (unmanaged),2045,0,thous km2
Africa_Eastern,forest (unmanaged),2050,0,thous km2
Africa_Eastern,forest (unmanaged),2055,0,thous km2
Africa_Eastern,forest (unmanaged),2060,0,thous km2
Africa_Eastern,forest (unmanaged),2065,0,thous km2
Africa_Eastern,forest (unmanaged),2070,0,thous km2
Africa_Eastern,forest (unmanaged),2075,0,thous km2
Africa_Eastern,forest (unmanaged),2080,0,thous km2
Africa_Eastern,forest (unmanaged),2085,0,thous km2
Africa_Eastern,forest (unmanaged),2090,0,thous km2
Africa_Eastern,forest (unmanaged),2095,0,thous km2
Africa_Eastern,forest (unmanaged),2100,0,thous km2
Africa_Eastern,grass,1975,1190.416641,thous km2
Africa_Eastern,grass,1990,1088.729294,thous km2
Africa_Eastern,grass,2005,1090.66635,thous km2
Africa_Eastern,grass,2010,1065.329842,thous km2
Africa_Eastern,grass,2015,972.329315,thous km2
Africa_Eastern,grass,2020,965.7599622,thous km2
Africa_Eastern,grass,2025,959.0542831,thous km2
Africa_Eastern,grass,2030,951.7298731,thous km2
Africa_Eastern,grass,2035,944.697286,thous km2
Africa_Eastern,grass,2040,938.8569392,thous km2
Africa_Eastern,grass,2045,933.2410351,thous km2
Africa_Eastern,grass,2050,928.2804418,thous km2
Africa_Eastern,grass,2055,924.5819272,thous km2
Africa_Eastern,grass,2060,921.6794984,thous km2
Africa_Eastern,grass,2065,919.3395962,thous km2
Africa_Eastern,grass,2070,917.5588831,thous km2
Africa_Eastern,grass,2075,916.1869573,thous km2
Africa_Eastern,grass,2080,915.1121457,thous km2
Africa_Eastern,grass,2085,914.3344229,thous km2
Africa_Eastern,grass,2090,913.9505484,thous km2
Africa_Eastern,grass,2095,913.8308635,thous km2
Africa_Eastern,grass,2100,913.953417,thous km2
Africa_Eastern,otherarable,1975,127.6906511,thous km2
Africa_Eastern,otherarable,1990,114.9641426,thous km2
Africa_Eastern,otherarable,2005,116.1975009,thous km2
Africa_Eastern,otherarable,2010,120.2443315,thous km2
Africa_Eastern,otherarable,2015,235.8085976,thous km2
Africa_Eastern,otherarable,2020,211.6164517,thous km2
Africa_Eastern,otherarable,2025,188.0320245,thous km2
Africa_Eastern,otherarable,2030,163.486937,thous km2
Africa_Eastern,otherarable,2035,141.7767661,thous km2
Africa_Eastern,otherarable,2040,125.0887557,thous km2
Africa_Eastern,otherarable,2045,109.5839358,thous km2
Africa_Eastern,otherarable,2050,96.4853605,thous km2
Africa_Eastern,otherarable,2055,86.6134787,thous km2
Africa_Eastern,otherarable,2060,79.1357495,thous km2
Africa_Eastern,otherarable,2065,73.2619937,thous km2
Africa_Eastern,otherarable,2070,68.8948065,thous km2
Africa_Eastern,otherarable,2075,65.5825497,thous km2
Africa_Eastern,otherarable,2080,62.9934521,thous km2
Africa_Eastern,otherarable,2085,61.1017231,thous km2
Africa_Eastern,otherarable,2090,60.1433178,thous km2
Africa_Eastern,otherarable,2095,59.8109699,thous km2
Africa_Eastern,otherarable,2100,60.0389123,thous km2
Africa_Eastern,pasture (grazed),1975,129.593831,thous km2
Africa_Eastern,pasture (grazed),1990,156.940311,thous km2
Africa_Eastern,pasture (grazed),2005,216.341785,thous km2
Africa_Eastern,pasture (grazed),2010,237.206936,thous km2
Africa_Eastern,pasture (grazed),2015,227.03487,thous km2
Africa_Eastern,pasture (grazed),2020,253.313097,thous km2
Africa_Eastern,pasture (grazed),2025,281.495142,thous km2
Africa_Eastern,pasture (grazed),2030,310.960005,thous km2
Africa_Eastern,pasture (grazed),2035,341.218075,thous km2
Africa_Eastern,pasture (grazed),2040,369.95261,thous km2
Africa_Eastern,pasture (grazed),2045,395.773709,thous km2
Africa_Eastern,pasture (grazed),2050,418.721006,thous km2
Africa_Eastern,pasture (grazed),2055,426.372434,thous km2
Africa_Eastern,pasture (grazed),2060,432.466005,thous km2
Africa_Eastern,pasture (grazed),2065,437.174405,thous km2
Africa_Eastern,pasture (grazed),2070,441.0379,thous km2
Africa_Eastern,pasture (grazed),2075,444.175839,thous km2
Africa_Eastern,pasture (grazed),2080,446.394243,thous km2
Africa_Eastern,pasture (grazed),2085,447.868418,thous km2
Africa_Eastern,pasture (grazed),2090,449.149508,thous km2
Africa_Eastern,pasture (grazed),2095,450.522053,thous km2
Africa_Eastern,pasture (grazed),2100,451.803543,thous km2
Africa_Eastern,pasture (other),1975,2352.419064,thous km2
Africa_Eastern,pasture (other),1990,2440.863409,thous km2
Africa_Eastern,pasture (other),2005,2306.18599,thous km2
Africa_Eastern,pasture (other),2010,2294.009703,thous km2
Africa_Eastern,pasture (other),2015,2303.754043,thous km2
Africa_Eastern,pasture (other),2020,2270.12766,thous km2
Africa_Eastern,pasture (other),2025,2238.232985,thous km2
Africa_Eastern,pasture (other),2030,2206.832497,thous km2
Africa_Eastern,pasture (other),2035,2179.873395,thous km2
Africa_Eastern,pasture (other),2040,2159.752627,thous km2
Africa_Eastern,pasture (other),2045,2142.681295,thous km2
Africa_Eastern,pasture (other),2050,2129.359641,thous km2
Africa_Eastern,pasture (other),2055,2120.820829,thous km2
Africa_Eastern,pasture (other),2060,2114.66926,thous km2
Africa_Eastern,pasture (other),2065,2110.062118,thous km2
Africa_Eastern,pasture (other),2070,2106.765304,thous km2
Africa_Eastern,pasture (other),2075,2104.349496,thous km2
Africa_Eastern,pasture (other),2080,2102.538261,thous km2
Africa_Eastern,pasture (other),2085,2101.2788,thous km2
Africa_Eastern,pasture (other),2090,2100.682399,thous km2
Africa_Eastern,pasture (other),2095,2100.514825,thous km2
Africa_Eastern,pasture (other),2100,2100.739478,thous km2
Africa_Eastern,rock and desert,1975,965.0857461,thous km2
Africa_Eastern,rock and desert,1990,937.66218,thous km2
Africa_Eastern,rock and desert,2005,923.41528,thous km2
Africa_Eastern,rock and desert,2010,923.132409,thous km2
Africa_Eastern,rock and desert,2015,914.40234,thous km2
Africa_Eastern,rock and desert,2020,914.40234,thous km2
Africa_Eastern,rock and desert,2025,914.40234,thous km2
Africa_Eastern,rock and desert,2030,914.40234,thous km2
Africa_Eastern,rock and desert,2035,914.40234,thous km2
Africa_Eastern,rock and desert,2040,914.40234,thous km2
Africa_Eastern,rock and desert,2045,914.40234,thous km2
Africa_Eastern,rock and desert,2050,914.40234,thous km2
Africa_Eastern,rock and desert,2055,914.40234,thous km2
Africa_Eastern,rock and desert,2060,914.40234,thous km2
Africa_Eastern,rock and desert,2065,914.40234,thous km2
Africa_Eastern,rock and desert,2070,914.40234,thous km2
Africa_Eastern,rock and desert,2075,914.40234,thous km2
Africa_Eastern,rock and desert,2080,914.40234,thous km2
Africa_Eastern,rock and desert,2085,914.40234,thous km2
Africa_Eastern,rock and desert,2090,914.40234,thous km2
Africa_Eastern,rock and desert,2095,914.40234,thous km2
Africa_Eastern,rock and desert,2100,914.40234,thous km2
Africa_Eastern,RootTuber,1975,22.02071921,thous km2
Africa_Eastern,RootTuber,1990,25.9323742,thous km2
Africa_Eastern,RootTuber,2005,33.7849034,thous km2
Africa_Eastern,RootTuber,2010,37.06032426,thous km2
Africa_Eastern,RootTuber,2015,41.4988344,thous km2
Africa_Eastern,RootTuber,2020,43.84011261,thous km2
Africa_Eastern,RootTuber,2025,46.31990038,thous km2
Africa_Eastern,RootTuber,2030,48.7490302,thous km2
Africa_Eastern,RootTuber,2035,50.95123921,thous km2
Africa_Eastern,RootTuber,2040,52.92513634,thous km2
Africa_Eastern,RootTuber,2045,54.54526234,thous km2
Africa_Eastern,RootTuber,2050,55.85657877,thous km2
Africa_Eastern,RootTuber,2055,57.5046654,thous km2
Africa_Eastern,RootTuber,2060,58.90558476,thous km2
Africa_Eastern,RootTuber,2065,60.06254029,thous km2
Africa_Eastern,RootTuber,2070,61.06540547,thous km2
Africa_Eastern,RootTuber,2075,61.88336956,thous km2
Africa_Eastern,RootTuber,2080,62.51689201,thous km2
Africa_Eastern,RootTuber,2085,62.98199881,thous km2
Africa_Eastern,RootTuber,2090,63.28044069,thous km2
Africa_Eastern,RootTuber,2095,63.45997075,thous km2
Africa_Eastern,RootTuber,2100,63.46751141,thous km2
Africa_Eastern,shrubs,1975,603.6237371,thous km2
Africa_Eastern,shrubs,1990,596.23541,thous km2
Africa_Eastern,shrubs,2005,578.743156,thous km2
Africa_Eastern,shrubs,2010,574.4480848,thous km2
Africa_Eastern,shrubs,2015,564.961206,thous km2
Africa_Eastern,shrubs,2020,561.6060032,thous km2
Africa_Eastern,shrubs,2025,558.0056716,thous km2
Africa_Eastern,shrubs,2030,553.9636877,thous km2
Africa_Eastern,shrubs,2035,549.8469509,thous km2
Africa_Eastern,shrubs,2040,546.2266753,thous km2
Africa_Eastern,shrubs,2045,542.7590309,thous km2
Africa_Eastern,shrubs,2050,539.6750814,thous km2
Africa_Eastern,shrubs,2055,537.5732595,thous km2
Africa_Eastern,shrubs,2060,535.9068456,thous km2
Africa_Eastern,shrubs,2065,534.560416,thous km2
Africa_Eastern,shrubs,2070,533.5279517,thous km2
Africa_Eastern,shrubs,2075,532.7296999,thous km2
Africa_Eastern,shrubs,2080,532.1114808,thous km2
Africa_Eastern,shrubs,2085,531.6715511,thous km2
Africa_Eastern,shrubs,2090,531.4520634,thous km2
Africa_Eastern,shrubs,2095,531.3768904,thous km2
Africa_Eastern,shrubs,2100,531.4377984,thous km2
Africa_Eastern,urban,1975,1.839715302,thous km2
Africa_Eastern,urban,1990,3.18496,thous km2
Africa_Eastern,urban,2005,5.58541,thous km2
Africa_Eastern,urban,2010,6.5961751,thous km2
Africa_Eastern,urban,2015,8.21276,thous km2
Africa_Eastern,urban,2020,8.21276,thous km2
Africa_Eastern,urban,2025,8.21276,thous km2
Africa_Eastern,urban,2030,8.21276,thous km2
Africa_Eastern,urban,2035,8.21276,thous km2
Africa_Eastern,urban,2040,8.21276,thous km2
Africa_Eastern,urban,2045,8.21276,thous km2
Africa_Eastern,urban,2050,8.21276,thous km2
Africa_Eastern,urban,2055,8.21276,thous km2
Africa_Eastern,urban,2060,8.21276,thous km2
Africa_Eastern,urban,2065,8.21276,thous km2
Africa_Eastern,urban,2070,8.21276,thous km2
Africa_Eastern,urban,2075,8.21276,thous km2
Africa_Eastern,urban,2080,8.21276,thous km2
Africa_Eastern,urban,2085,8.21276,thous km2
Africa_Eastern,urban,2090,8.21276,thous km2
Africa_Eastern,urban,2095,8.21276,thous km2
Africa_Eastern,urban,2100,8.21276,thous km2
Africa_Northern,biomassGrass,1975,0,thous km2
Africa_Northern,biomassGrass,1990,0,thous km2
Africa_Northern,biomassGrass,2005,0,thous km2
Africa_Northern,biomassGrass,2010,0,thous km2
Africa_Northern,biomassGrass,2015,0,thous km2
Africa_Northern,biomassGrass,2020,0.766042205,thous km2
Africa_Northern,biomassGrass,2025,1.635151979,thous km2
Africa_Northern,biomassGrass,2030,2.946189593,thous km2
Africa_Northern,biomassGrass,2035,4.355582596,thous km2
Africa_Northern,biomassGrass,2040,4.909443709,thous km2
Africa_Northern,biomassGrass,2045,5.708294239,thous km2
Africa_Northern,biomassGrass,2050,6.554914322,thous km2
Africa_Northern,biomassGrass,2055,7.346643524,thous km2
Africa_Northern,biomassGrass,2060,8.113391168,thous km2
Africa_Northern,biomassGrass,2065,9.047177692,thous km2
Africa_Northern,biomassGrass,2070,9.788650434,thous km2
Africa_Northern,biomassGrass,2075,10.48655642,thous km2
Africa_Northern,biomassGrass,2080,11.28341846,thous km2
Africa_Northern,biomassGrass,2085,12.12890541,thous km2
Africa_Northern,biomassGrass,2090,12.69570952,thous km2
Africa_Northern,biomassGrass,2095,13.06539598,thous km2
Africa_Northern,biomassGrass,2100,13.21957752,thous km2
Africa_Northern,biomassTree,1975,0,thous km2
Africa_Northern,biomassTree,1990,0,thous km2
Africa_Northern,biomassTree,2005,0,thous km2
Africa_Northern,biomassTree,2010,0,thous km2
Africa_Northern,biomassTree,2015,0,thous km2
Africa_Northern,biomassTree,2020,1.71E-05,thous km2
Africa_Northern,biomassTree,2025,3.56E-05,thous km2
Africa_Northern,biomassTree,2030,6.26E-05,thous km2
Africa_Northern,biomassTree,2035,9.12E-05,thous km2
Africa_Northern,biomassTree,2040,0.000101963,thous km2
Africa_Northern,biomassTree,2045,0.000114926,thous km2
Africa_Northern,biomassTree,2050,0.000128387,thous km2
Africa_Northern,biomassTree,2055,0.000140538,thous km2
Africa_Northern,biomassTree,2060,0.000152159,thous km2
Africa_Northern,biomassTree,2065,0.000166219,thous km2
Africa_Northern,biomassTree,2070,0.000176753,thous km2
Africa_Northern,biomassTree,2075,0.000186658,thous km2
Africa_Northern,biomassTree,2080,0.000198656,thous km2
Africa_Northern,biomassTree,2085,0.000212022,thous km2
Africa_Northern,biomassTree,2090,0.000221452,thous km2
Africa_Northern,biomassTree,2095,0.000228293,thous km2
Africa_Northern,biomassTree,2100,0.000232266,thous km2
Africa_Northern,crops,1975,144.9329688,thous km2
Africa_Northern,crops,1990,162.0110852,thous km2
Africa_Northern,crops,2005,174.0129118,thous km2
Africa_Northern,crops,2010,173.2871514,thous km2
Africa_Northern,crops,2015,178.860581,thous km2
Africa_Northern,crops,2020,183.2553811,thous km2
Africa_Northern,crops,2025,186.6141742,thous km2
Africa_Northern,crops,2030,189.7359492,thous km2
Africa_Northern,crops,2035,194.6683187,thous km2
Africa_Northern,crops,2040,199.0027314,thous km2
Africa_Northern,crops,2045,203.1020012,thous km2
Africa_Northern,crops,2050,206.1165212,thous km2
Africa_Northern,crops,2055,207.4725134,thous km2
Africa_Northern,crops,2060,207.5344508,thous km2
Africa_Northern,crops,2065,206.667121,thous km2
Africa_Northern,crops,2070,204.8926762,thous km2
Africa_Northern,crops,2075,202.7335267,thous km2
Africa_Northern,crops,2080,200.5293475,thous km2
Africa_Northern,crops,2085,198.065402,thous km2
Africa_Northern,crops,2090,195.2535798,thous km2
Africa_Northern,crops,2095,192.2300002,thous km2
Africa_Northern,crops,2100,189.024151,thous km2
Africa_Northern,forest (managed),1975,4.0251102,thous km2
Africa_Northern,forest (managed),1990,2.0768503,thous km2
Africa_Northern,forest (managed),2005,2.3600702,thous km2
Africa_Northern,forest (managed),2010,2.3451303,thous km2
Africa_Northern,forest (managed),2015,1.69985071,thous km2
Africa_Northern,forest (managed),2020,1.82543767,thous km2
Africa_Northern,forest (managed),2025,1.95095492,thous km2
Africa_Northern,forest (managed),2030,2.08029252,thous km2
Africa_Northern,forest (managed),2035,2.18649742,thous km2
Africa_Northern,forest (managed),2040,2.27708711,thous km2
Africa_Northern,forest (managed),2045,2.36534159,thous km2
Africa_Northern,forest (managed),2050,2.44625453,thous km2
Africa_Northern,forest (managed),2055,2.5205262,thous km2
Africa_Northern,forest (managed),2060,2.58061008,thous km2
Africa_Northern,forest (managed),2065,2.62810082,thous km2
Africa_Northern,forest (managed),2070,2.66171586,thous km2
Africa_Northern,forest (managed),2075,2.68388563,thous km2
Africa_Northern,forest (managed),2080,2.69722729,thous km2
Africa_Northern,forest (managed),2085,2.70095864,thous km2
Africa_Northern,forest (managed),2090,2.69161294,thous km2
Africa_Northern,forest (managed),2095,2.67221299,thous km2
Africa_Northern,forest (managed),2100,2.64371192,thous km2
Africa_Northern,forest (unmanaged),1975,0,thous km2
Africa_Northern,forest (unmanaged),1990,0,thous km2
Africa_Northern,forest (unmanaged),2005,0,thous km2
Africa_Northern,forest (unmanaged),2010,0,thous km2
Africa_Northern,forest (unmanaged),2015,0,thous km2
Africa_Northern,forest (unmanaged),2020,0,thous km2
Africa_Northern,forest (unmanaged),2025,0,thous km2
Africa_Northern,forest (unmanaged),2030,0,thous km2
Africa_Northern,forest (unmanaged),2035,0,thous km2
Africa_Northern,forest (unmanaged),2040,0,thous km2
Africa_Northern,forest (unmanaged),2045,0,thous km2
Africa_Northern,forest (unmanaged),2050,0,thous km2
Africa_Northern,forest (unmanaged),2055,0,thous km2
Africa_Northern,forest (unmanaged),2060,0,thous km2
Africa_Northern,forest (unmanaged),2065,0,thous km2
Africa_Northern,forest (unmanaged),2070,0,thous km2
Africa_Northern,forest (unmanaged),2075,0,thous km2
Africa_Northern,forest (unmanaged),2080,0,thous km2
Africa_Northern,forest (unmanaged),2085,0,thous km2
Africa_Northern,forest (unmanaged),2090,0,thous km2
Africa_Northern,forest (unmanaged),2095,0,thous km2
Africa_Northern,forest (unmanaged),2100,0,thous km2
Africa_Northern,grass,1975,31.823391,thous km2
Africa_Northern,grass,1990,87.0424343,thous km2
Africa_Northern,grass,2005,54.4249962,thous km2
Africa_Northern,grass,2010,53.033942,thous km2
Africa_Northern,grass,2015,49.5944701,thous km2
Africa_Northern,grass,2020,49.4869618,thous km2
Africa_Northern,grass,2025,49.3972515,thous km2
Africa_Northern,grass,2030,49.3024526,thous km2
Africa_Northern,grass,2035,49.1804698,thous km2
Africa_Northern,grass,2040,49.075901,thous km2
Africa_Northern,grass,2045,48.9712018,thous km2
Africa_Northern,grass,2050,48.8815797,thous km2
Africa_Northern,grass,2055,48.8434994,thous km2
Africa_Northern,grass,2060,48.8271819,thous km2
Africa_Northern,grass,2065,48.8265034,thous km2
Africa_Northern,grass,2070,48.8447206,thous km2
Africa_Northern,grass,2075,48.8710691,thous km2
Africa_Northern,grass,2080,48.8975336,thous km2
Africa_Northern,grass,2085,48.9278239,thous km2
Africa_Northern,grass,2090,48.9663929,thous km2
Africa_Northern,grass,2095,49.0105325,thous km2
Africa_Northern,grass,2100,49.0600565,thous km2
Africa_Northern,otherarable,1975,95.39785251,thous km2
Africa_Northern,otherarable,1990,102.5556589,thous km2
Africa_Northern,otherarable,2005,100.7365136,thous km2
Africa_Northern,otherarable,2010,105.5356402,thous km2
Africa_Northern,otherarable,2015,110.4562603,thous km2
Africa_Northern,otherarable,2020,106.22398,thous km2
Africa_Northern,otherarable,2025,102.7526898,thous km2
Africa_Northern,otherarable,2030,99.14642121,thous km2
Africa_Northern,otherarable,2035,94.32320711,thous km2
Africa_Northern,otherarable,2040,90.47058551,thous km2
Africa_Northern,otherarable,2045,86.66604611,thous km2
Africa_Northern,otherarable,2050,83.58911681,thous km2
Africa_Northern,otherarable,2055,82.06223471,thous km2
Africa_Northern,otherarable,2060,81.44604821,thous km2
Africa_Northern,otherarable,2065,81.40757131,thous km2
Africa_Northern,otherarable,2070,82.13057971,thous km2
Africa_Northern,otherarable,2075,83.16940761,thous km2
Africa_Northern,otherarable,2080,84.20094461,thous km2
Africa_Northern,otherarable,2085,85.39072191,thous km2
Africa_Northern,otherarable,2090,86.98607251,thous km2
Africa_Northern,otherarable,2095,88.85872931,thous km2
Africa_Northern,otherarable,2100,91.00249801,thous km2
Africa_Northern,pasture (grazed),1975,21.83507,thous km2
Africa_Northern,pasture (grazed),1990,13.27849,thous km2
Africa_Northern,pasture (grazed),2005,21.7927,thous km2
Africa_Northern,pasture (grazed),2010,29.13164,thous km2
Africa_Northern,pasture (grazed),2015,29.33526,thous km2
Africa_Northern,pasture (grazed),2020,31.56665,thous km2
Africa_Northern,pasture (grazed),2025,33.44221,thous km2
Africa_Northern,pasture (grazed),2030,35.39836,thous km2
Africa_Northern,pasture (grazed),2035,37.47791,thous km2
Africa_Northern,pasture (grazed),2040,39.45105,thous km2
Africa_Northern,pasture (grazed),2045,41.32432,thous km2
Africa_Northern,pasture (grazed),2050,43.05371,thous km2
Africa_Northern,pasture (grazed),2055,43.50617,thous km2
Africa_Northern,pasture (grazed),2060,43.79708,thous km2
Africa_Northern,pasture (grazed),2065,43.93248,thous km2
Africa_Northern,pasture (grazed),2070,43.93921,thous km2
Africa_Northern,pasture (grazed),2075,43.85924,thous km2
Africa_Northern,pasture (grazed),2080,43.69579,thous km2
Africa_Northern,pasture (grazed),2085,43.45867,thous km2
Africa_Northern,pasture (grazed),2090,43.16992,thous km2
Africa_Northern,pasture (grazed),2095,42.82051,thous km2
Africa_Northern,pasture (grazed),2100,42.42073,thous km2
Africa_Northern,pasture (other),1975,751.6089,thous km2
Africa_Northern,pasture (other),1990,725.8179,thous km2
Africa_Northern,pasture (other),2005,747.6045,thous km2
Africa_Northern,pasture (other),2010,740.6644,thous km2
Africa_Northern,pasture (other),2015,740.3533,thous km2
Africa_Northern,pasture (other),2020,737.2253,thous km2
Africa_Northern,pasture (other),2025,734.5952,thous km2
Africa_Northern,pasture (other),2030,731.834,thous km2
Africa_Northern,pasture (other),2035,728.3418,thous km2
Africa_Northern,pasture (other),2040,725.43,thous km2
Africa_Northern,pasture (other),2045,722.5797,thous km2
Africa_Northern,pasture (other),2050,720.1754,thous km2
Africa_Northern,pasture (other),2055,719.1057,thous km2
Africa_Northern,pasture (other),2060,718.5936,thous km2
Africa_Northern,pasture (other),2065,718.426,thous km2
Africa_Northern,pasture (other),2070,718.7144,thous km2
Africa_Northern,pasture (other),2075,719.2072,thous km2
Africa_Northern,pasture (other),2080,719.7454,thous km2
Africa_Northern,pasture (other),2085,720.4095,thous km2
Africa_Northern,pasture (other),2090,721.3389,thous km2
Africa_Northern,pasture (other),2095,722.4527,thous km2
Africa_Northern,pasture (other),2100,723.7392,thous km2
Africa_Northern,rock and desert,1975,4621.16607,thous km2
Africa_Northern,rock and desert,1990,4587.38168,thous km2
Africa_Northern,rock and desert,2005,4581.13977,thous km2
Africa_Northern,rock and desert,2010,4578.97737,thous km2
Africa_Northern,rock and desert,2015,4578.00063,thous km2
Africa_Northern,rock and desert,2020,4578.00063,thous km2
Africa_Northern,rock and desert,2025,4578.00063,thous km2
Africa_Northern,rock and desert,2030,4578.00063,thous km2
Africa_Northern,rock and desert,2035,4578.00063,thous km2
Africa_Northern,rock and desert,2040,4578.00063,thous km2
Africa_Northern,rock and desert,2045,4578.00063,thous km2
Africa_Northern,rock and desert,2050,4578.00063,thous km2
Africa_Northern,rock and desert,2055,4578.00063,thous km2
Africa_Northern,rock and desert,2060,4578.00063,thous km2
Africa_Northern,rock and desert,2065,4578.00063,thous km2
Africa_Northern,rock and desert,2070,4578.00063,thous km2
Africa_Northern,rock and desert,2075,4578.00063,thous km2
Africa_Northern,rock and desert,2080,4578.00063,thous km2
