# File: aluminum_energy_region_IAA.csv
# Title: Aluminum and alumina energy by IAA region
# Units: EJ
# Description: Regional aluminum energy consumption
# Source: World aluminum Association
# Column types: ciccnc
# ----------
flow,year,IAA_region,fuel,value,unit
Alumina,2001,North America,biomass,0,EJ
Alumina,2000,North America,coal,0,EJ
Alumina,2000,North America,refined liquids,0.00184,EJ
Alumina,2000,North America,gas,0.044983,EJ
Alumina,2000,North America,electricity,0.004756,EJ
Alumina,2000,North America,biomass,0,EJ
Alumina,1999,North America,coal,0,EJ
Alumina,1999,North America,refined liquids,0.002607,EJ
Alumina,1999,North America,gas,0.044706,EJ
Alumina,1999,North America,electricity,0.003872,EJ
Alumina,1999,North America,biomass,0,EJ
Alumina,1998,North America,coal,0,EJ
Alumina,1998,North America,refined liquids,0.002141,EJ
Alumina,1998,North America,gas,0.043054,EJ
Alumina,1998,North America,electricity,0.003423,EJ
Alumina,1998,North America,biomass,0,EJ
Alumina,1997,North America,coal,0,EJ
Alumina,1997,North America,refined liquids,0.001935,EJ
Alumina,1997,North America,gas,0.046306,EJ
Alumina,1997,North America,electricity,0.003285,EJ
Alumina,1997,North America,biomass,0,EJ
Alumina,1996,North America,coal,0,EJ
Alumina,1996,North America,refined liquids,0.002948,EJ
Alumina,1996,North America,gas,0.061924,EJ
Alumina,1996,North America,electricity,0.002487,EJ
Alumina,1996,North America,biomass,0,EJ
Alumina,1995,North America,coal,0,EJ
Alumina,1995,North America,refined liquids,0.000994,EJ
Alumina,1995,North America,gas,0.058665,EJ
Alumina,1995,North America,electricity,0.004952,EJ
Alumina,1995,North America,biomass,0,EJ
Alumina,1994,North America,coal,0,EJ
Alumina,1994,North America,refined liquids,0.002225,EJ
Alumina,1994,North America,gas,0.05616,EJ
Alumina,1994,North America,electricity,0.003147,EJ
Alumina,1994,North America,biomass,0,EJ
Alumina,1993,North America,coal,0,EJ
Alumina,1993,North America,refined liquids,0.002819,EJ
Alumina,1993,North America,gas,0.063408,EJ
Alumina,1993,North America,electricity,0.002836,EJ
Alumina,1993,North America,biomass,0,EJ
Alumina,1992,North America,coal,0,EJ
Alumina,1992,North America,refined liquids,0.003426,EJ
Alumina,1992,North America,gas,0.064018,EJ
Alumina,1992,North America,electricity,0.001323,EJ
Alumina,1992,North America,biomass,0,EJ
Alumina,1991,North America,coal,0,EJ
Alumina,1991,North America,refined liquids,0.003027,EJ
Alumina,1991,North America,gas,0.067816,EJ
Alumina,1991,North America,electricity,0.001293,EJ
Alumina,1991,North America,biomass,0,EJ
Alumina,1990,North America,coal,0,EJ
Alumina,1990,North America,refined liquids,0.003354,EJ
Alumina,1990,North America,gas,0.067629,EJ
Alumina,1990,North America,electricity,0.001053,EJ
Alumina,1990,North America,biomass,0,EJ
Alumina,1989,North America,coal,0,EJ
Alumina,1989,North America,refined liquids,0.003402,EJ
Alumina,1989,North America,gas,0.069258,EJ
Alumina,1989,North America,electricity,0.000174,EJ
Alumina,1989,North America,biomass,0,EJ
Alumina,1988,North America,coal,0,EJ
Alumina,1988,North America,refined liquids,0.002992,EJ
Alumina,1988,North America,gas,0.058466,EJ
Alumina,1988,North America,electricity,0.000391,EJ
Alumina,1988,North America,biomass,0,EJ
Alumina,1987,North America,coal,0,EJ
Alumina,1987,North America,refined liquids,0.001434,EJ
Alumina,1987,North America,gas,0.054804,EJ
Alumina,1987,North America,electricity,0.002142,EJ
Alumina,1987,North America,biomass,0,EJ
Alumina,1986,North America,coal,0,EJ
Alumina,1986,North America,refined liquids,0.000653,EJ
Alumina,1986,North America,gas,0.039292,EJ
Alumina,1986,North America,electricity,0.004268,EJ
Alumina,1986,North America,biomass,0.000451,EJ
Alumina,1985,North America,coal,0,EJ
Alumina,1985,North America,refined liquids,0.001533,EJ
Alumina,1985,North America,gas,0.043329,EJ
Alumina,1985,North America,electricity,0.004933,EJ
Alumina,1985,North America,biomass,0,EJ
Alumina,2015,South America,coal,0.027387,EJ
Alumina,2015,South America,refined liquids,0.070764,EJ
Alumina,2015,South America,gas,0.007433,EJ
Alumina,2015,South America,electricity,0.003774,EJ
Alumina,2015,South America,biomass,0,EJ
Alumina,2014,South America,coal,0.028657,EJ
Alumina,2014,South America,refined liquids,0.071672,EJ
Alumina,2014,South America,gas,0.007838,EJ
Alumina,2014,South America,electricity,0.004026,EJ
Alumina,2014,South America,biomass,0,EJ
Alumina,2013,South America,coal,0.026425,EJ
Alumina,2013,South America,refined liquids,0.072404,EJ
Alumina,2013,South America,gas,0.008576,EJ
Alumina,2013,South America,electricity,0.002617,EJ
Alumina,2013,South America,biomass,0,EJ
Alumina,2011,South America,coal,0.029111,EJ
Alumina,2011,South America,refined liquids,0.074634,EJ
Alumina,2011,South America,gas,0.022078,EJ
Alumina,2011,South America,electricity,0.007284,EJ
Alumina,2011,South America,biomass,0,EJ
Alumina,2010,South America,coal,0.026991,EJ
Alumina,2010,South America,refined liquids,0.076232,EJ
Alumina,2010,South America,gas,0.025484,EJ
Alumina,2010,South America,electricity,0.005378,EJ
Alumina,2010,South America,biomass,0,EJ
Alumina,2009,South America,coal,0.019596,EJ
Alumina,2009,South America,refined liquids,0.073842,EJ
Alumina,2009,South America,gas,0.015032,EJ
Alumina,2009,South America,electricity,0.005474,EJ
Alumina,2009,South America,biomass,0,EJ
Alumina,2008,South America,coal,0.014708,EJ
Alumina,2008,South America,refined liquids,0.116719,EJ
Alumina,2008,South America,gas,0.024526,EJ
Alumina,2008,South America,electricity,0.007287,EJ
Alumina,2008,South America,biomass,0,EJ
Alumina,2007,South America,coal,0.005416,EJ
Alumina,2007,South America,refined liquids,0.118037,EJ
Alumina,2007,South America,gas,0.026496,EJ
Alumina,2007,South America,electricity,0.010619,EJ
Alumina,2007,South America,biomass,0.000002,EJ
Alumina,2006,South America,coal,0.004611,EJ
Alumina,2006,South America,refined liquids,0.124974,EJ
Alumina,2006,South America,gas,0.02637,EJ
Alumina,2006,South America,electricity,0.010935,EJ
Alumina,2006,South America,biomass,0,EJ
Alumina,2005,South America,coal,0.004568,EJ
Alumina,2005,South America,refined liquids,0.106411,EJ
Alumina,2005,South America,gas,0.025817,EJ
Alumina,2005,South America,electricity,0.00868,EJ
Alumina,2005,South America,biomass,0,EJ
Alumina,2004,South America,coal,0.004587,EJ
Alumina,2004,South America,refined liquids,0.080023,EJ
Alumina,2004,South America,gas,0.022889,EJ
Alumina,2004,South America,electricity,0.008035,EJ
Alumina,2004,South America,biomass,0,EJ
Alumina,2003,South America,coal,0.003824,EJ
Alumina,2003,South America,refined liquids,0.10815,EJ
Alumina,2003,South America,gas,0.019208,EJ
Alumina,2003,South America,electricity,0.007279,EJ
Alumina,2003,South America,biomass,0,EJ
Alumina,2001,South America,coal,0.004662,EJ
Alumina,2001,South America,refined liquids,0.097733,EJ
Alumina,2001,South America,gas,0.021283,EJ
Alumina,2001,South America,electricity,0.004008,EJ
Alumina,2001,South America,biomass,0,EJ
Alumina,2000,South America,coal,0.007636,EJ
Alumina,2000,South America,refined liquids,0.105256,EJ
Alumina,2000,South America,gas,0.019862,EJ
Alumina,2000,South America,electricity,0.004123,EJ
Alumina,2000,South America,biomass,0,EJ
Alumina,1999,South America,coal,0.008634,EJ
Alumina,1999,South America,refined liquids,0.09608,EJ
Alumina,1999,South America,gas,0.017222,EJ
Alumina,1999,South America,electricity,0.004857,EJ
Alumina,1999,South America,biomass,0,EJ
Alumina,1998,South America,coal,0.007756,EJ
Alumina,1998,South America,refined liquids,0.096011,EJ
Alumina,1998,South America,gas,0.017643,EJ
Alumina,1998,South America,electricity,0.00682,EJ
Alumina,1998,South America,biomass,0,EJ
Alumina,1997,South America,coal,0.004144,EJ
Alumina,1997,South America,refined liquids,0.089054,EJ
Alumina,1997,South America,gas,0.019566,EJ
Alumina,1997,South America,electricity,0.007578,EJ
Alumina,1997,South America,biomass,0,EJ
Alumina,1996,South America,coal,0.004081,EJ
Alumina,1996,South America,refined liquids,0.086967,EJ
Alumina,1996,South America,gas,0.019536,EJ
Alumina,1996,South America,electricity,0.006526,EJ
Alumina,1996,South America,biomass,0,EJ
Alumina,1995,South America,coal,0.004,EJ
Alumina,1995,South America,refined liquids,0.079106,EJ
Alumina,1995,South America,gas,0.017334,EJ
Alumina,1995,South America,electricity,0.004681,EJ
Alumina,1995,South America,biomass,0,EJ
Alumina,1994,South America,coal,0.003616,EJ
Alumina,1994,South America,refined liquids,0.077098,EJ
Alumina,1994,South America,gas,0.016212,EJ
Alumina,1994,South America,electricity,0.006468,EJ
Alumina,1994,South America,biomass,0,EJ
Alumina,1993,South America,coal,0.003304,EJ
Alumina,1993,South America,refined liquids,0.073905,EJ
Alumina,1993,South America,gas,0.014741,EJ
Alumina,1993,South America,electricity,0.007623,EJ
Alumina,1993,South America,biomass,0,EJ
Alumina,1992,South America,coal,0.003319,EJ
Alumina,1992,South America,refined liquids,0.072385,EJ
Alumina,1992,South America,gas,0.013125,EJ
Alumina,1992,South America,electricity,0.006697,EJ
Alumina,1992,South America,biomass,0,EJ
Alumina,1991,South America,coal,0.003318,EJ
Alumina,1991,South America,refined liquids,0.070877,EJ
Alumina,1991,South America,gas,0.014961,EJ
Alumina,1991,South America,electricity,0.00639,EJ
Alumina,1991,South America,biomass,0,EJ
Alumina,1990,South America,coal,0.00313,EJ
Alumina,1990,South America,refined liquids,0.065827,EJ
Alumina,1990,South America,gas,0.014044,EJ
Alumina,1990,South America,electricity,0.00641,EJ
Alumina,1990,South America,biomass,0,EJ
Alumina,1989,South America,coal,0.002941,EJ
Alumina,1989,South America,refined liquids,0.05614,EJ
Alumina,1989,South America,gas,0.012628,EJ
Alumina,1989,South America,electricity,0.004779,EJ
Alumina,1989,South America,biomass,0,EJ
Alumina,1988,South America,coal,0.002584,EJ
Alumina,1988,South America,refined liquids,0.039476,EJ
Alumina,1988,South America,gas,0.011988,EJ
Alumina,1988,South America,electricity,0.004358,EJ
Alumina,1988,South America,biomass,0,EJ
Alumina,1987,South America,coal,0.002384,EJ
Alumina,1987,South America,refined liquids,0.040786,EJ
Alumina,1987,South America,gas,0.011365,EJ
Alumina,1987,South America,electricity,0.003416,EJ
Alumina,1987,South America,biomass,0,EJ
Alumina,1986,South America,coal,0.001382,EJ
Alumina,1986,South America,refined liquids,0.039067,EJ
Alumina,1986,South America,gas,0.010503,EJ
Alumina,1986,South America,electricity,0.00343,EJ
Alumina,1986,South America,biomass,0,EJ
Alumina,1985,South America,coal,0.001205,EJ
Alumina,1985,South America,refined liquids,0.030895,EJ
Alumina,1985,South America,gas,0.000001,EJ
Alumina,1985,South America,electricity,0.003772,EJ
Alumina,1985,South America,biomass,0,EJ
Alumina,2015,Oceania,coal,0.056731,EJ
Alumina,2015,Oceania,refined liquids,0.004131,EJ
Alumina,2015,Oceania,gas,0.125744,EJ
Alumina,2015,Oceania,electricity,0.008446,EJ
Alumina,2015,Oceania,biomass,0.012954,EJ
Alumina,2014,Oceania,coal,0.053153,EJ
Alumina,2014,Oceania,refined liquids,0.015678,EJ
Alumina,2014,Oceania,gas,0.126981,EJ
Alumina,2014,Oceania,electricity,0.010897,EJ
Alumina,2014,Oceania,biomass,0.011984,EJ
Alumina,2013,Oceania,coal,0.04605,EJ
Alumina,2013,Oceania,refined liquids,0.02354,EJ
Alumina,2013,Oceania,gas,0.124471,EJ
Alumina,2013,Oceania,electricity,0.008383,EJ
Alumina,2013,Oceania,biomass,0.020722,EJ
Alumina,2011,Oceania,coal,0.036032,EJ
Alumina,2011,Oceania,refined liquids,0.044108,EJ
Alumina,2011,Oceania,gas,0.115447,EJ
Alumina,2011,Oceania,electricity,0.005868,EJ
Alumina,2011,Oceania,biomass,0.016039,EJ
Alumina,2010,Oceania,coal,0.019901,EJ
Alumina,2010,Oceania,refined liquids,0.021835,EJ
Alumina,2010,Oceania,gas,0.097061,EJ
Alumina,2010,Oceania,electricity,0.00352,EJ
Alumina,2010,Oceania,biomass,0.017984,EJ
Alumina,2009,Oceania,coal,0.000018,EJ
Alumina,2009,Oceania,refined liquids,0.026336,EJ
Alumina,2009,Oceania,gas,0.049091,EJ
Alumina,2009,Oceania,electricity,0.013758,EJ
Alumina,2009,Oceania,biomass,0.030673,EJ
Alumina,2008,Oceania,coal,0.051414,EJ
Alumina,2008,Oceania,refined liquids,0.026379,EJ
Alumina,2008,Oceania,gas,0.118054,EJ
Alumina,2008,Oceania,electricity,0.019012,EJ
Alumina,2008,Oceania,biomass,0.003416,EJ
Alumina,2007,Oceania,coal,0.051811,EJ
Alumina,2007,Oceania,refined liquids,0.02105,EJ
Alumina,2007,Oceania,gas,0.123431,EJ
Alumina,2007,Oceania,electricity,0.009826,EJ
Alumina,2007,Oceania,biomass,0.005359,EJ
Alumina,2006,Oceania,coal,0.048128,EJ
Alumina,2006,Oceania,refined liquids,0.020496,EJ
Alumina,2006,Oceania,gas,0.118034,EJ
Alumina,2006,Oceania,electricity,0.018474,EJ
Alumina,2006,Oceania,biomass,0.004513,EJ
Alumina,2005,Oceania,coal,0.045481,EJ
Alumina,2005,Oceania,refined liquids,0.018164,EJ
Alumina,2005,Oceania,gas,0.11322,EJ
Alumina,2005,Oceania,electricity,0.019818,EJ
Alumina,2005,Oceania,biomass,0.005851,EJ
Alumina,2004,Oceania,coal,0.047462,EJ
Alumina,2004,Oceania,refined liquids,0.022603,EJ
Alumina,2004,Oceania,gas,0.107955,EJ
Alumina,2004,Oceania,electricity,0.014424,EJ
Alumina,2004,Oceania,biomass,0.005559,EJ
Alumina,2003,Oceania,coal,0.045374,EJ
Alumina,2003,Oceania,refined liquids,0.022416,EJ
Alumina,2003,Oceania,gas,0.107979,EJ
Alumina,2003,Oceania,electricity,0.012959,EJ
Alumina,2003,Oceania,biomass,0.00574,EJ
Alumina,2001,Oceania,coal,0.04373,EJ
Alumina,2001,Oceania,refined liquids,0.020569,EJ
Alumina,2001,Oceania,gas,0.108019,EJ
Alumina,2001,Oceania,electricity,0.006162,EJ
Alumina,2001,Oceania,biomass,0,EJ
Alumina,2000,Oceania,coal,0.042527,EJ
Alumina,2000,Oceania,refined liquids,0.018915,EJ
Alumina,2000,Oceania,gas,0.105766,EJ
Alumina,2000,Oceania,electricity,0.007748,EJ
Alumina,2000,Oceania,biomass,0,EJ
Alumina,1999,Oceania,coal,0.042781,EJ
Alumina,1999,Oceania,refined liquids,0.019821,EJ
Alumina,1999,Oceania,gas,0.101736,EJ
Alumina,1999,Oceania,electricity,0.007921,EJ
Alumina,1999,Oceania,biomass,0,EJ
Alumina,1998,Oceania,coal,0.04046,EJ
Alumina,1998,Oceania,refined liquids,0.020524,EJ
Alumina,1998,Oceania,gas,0.099703,EJ
Alumina,1998,Oceania,electricity,0.007701,EJ
Alumina,1998,Oceania,biomass,0,EJ
Alumina,1997,Oceania,coal,0.039569,EJ
Alumina,1997,Oceania,refined liquids,0.019998,EJ
Alumina,1997,Oceania,gas,0.098841,EJ
Alumina,1997,Oceania,electricity,0.007375,EJ
Alumina,1997,Oceania,biomass,0,EJ
Alumina,1996,Oceania,coal,0.040098,EJ
Alumina,1996,Oceania,refined liquids,0.019838,EJ
Alumina,1996,Oceania,gas,0.092564,EJ
Alumina,1996,Oceania,electricity,0.007367,EJ
Alumina,1996,Oceania,biomass,0,EJ
Alumina,1995,Oceania,coal,0.040799,EJ
Alumina,1995,Oceania,refined liquids,0.019451,EJ
Alumina,1995,Oceania,gas,0.095068,EJ
Alumina,1995,Oceania,electricity,0.007601,EJ
Alumina,1995,Oceania,biomass,0,EJ
Alumina,1994,Oceania,coal,0.039456,EJ
Alumina,1994,Oceania,refined liquids,0.019001,EJ
Alumina,1994,Oceania,gas,0.082009,EJ
Alumina,1994,Oceania,electricity,0.00735,EJ
Alumina,1994,Oceania,biomass,0,EJ
Alumina,1993,Oceania,coal,0.037323,EJ
Alumina,1993,Oceania,refined liquids,0.019108,EJ
Alumina,1993,Oceania,gas,0.080311,EJ
Alumina,1993,Oceania,electricity,0.007373,EJ
Alumina,1993,Oceania,biomass,0,EJ
Alumina,1992,Oceania,coal,0.03841,EJ
Alumina,1992,Oceania,refined liquids,0.018475,EJ
Alumina,1992,Oceania,gas,0.082964,EJ
Alumina,1992,Oceania,electricity,0.007664,EJ
Alumina,1992,Oceania,biomass,0,EJ
Alumina,1991,Oceania,coal,0.036303,EJ
Alumina,1991,Oceania,refined liquids,0.019133,EJ
Alumina,1991,Oceania,gas,0.083355,EJ
Alumina,1991,Oceania,electricity,0.008276,EJ
Alumina,1991,Oceania,biomass,0,EJ
Alumina,1990,Oceania,coal,0.036526,EJ
Alumina,1990,Oceania,refined liquids,0.026742,EJ
Alumina,1990,Oceania,gas,0.073029,EJ
Alumina,1990,Oceania,electricity,0.008017,EJ
Alumina,1990,Oceania,biomass,0,EJ
Alumina,1989,Oceania,coal,0.03434,EJ
Alumina,1989,Oceania,refined liquids,0.031461,EJ
Alumina,1989,Oceania,gas,0.063656,EJ
Alumina,1989,Oceania,electricity,0.006942,EJ
Alumina,1989,Oceania,biomass,0,EJ
Alumina,1988,Oceania,coal,0.033801,EJ
Alumina,1988,Oceania,refined liquids,0.029979,EJ
Alumina,1988,Oceania,gas,0.062067,EJ
Alumina,1988,Oceania,electricity,0.006517,EJ
Alumina,1988,Oceania,biomass,0,EJ
Alumina,1987,Oceania,coal,0.033414,EJ
Alumina,1987,Oceania,refined liquids,0.030128,EJ
Alumina,1987,Oceania,gas,0.059014,EJ
Alumina,1987,Oceania,electricity,0.006232,EJ
Alumina,1987,Oceania,biomass,0,EJ
Alumina,1986,Oceania,coal,0.038775,EJ
Alumina,1986,Oceania,refined liquids,0.026985,EJ
Alumina,1986,Oceania,gas,0.055,EJ
Alumina,1986,Oceania,electricity,0.001282,EJ
Alumina,1986,Oceania,biomass,0.000028,EJ
Alumina,1985,Oceania,coal,0.034435,EJ
Alumina,1985,Oceania,refined liquids,0.031296,EJ
Alumina,1985,Oceania,gas,0.051922,EJ
Alumina,1985,Oceania,electricity,0.005409,EJ
Alumina,1985,Oceania,biomass,0.001578,EJ
Alumina,2015,Europe,coal,0.016265,EJ
Alumina,2015,Europe,refined liquids,0.000156,EJ
Alumina,2015,Europe,gas,0.069698,EJ
Alumina,2015,Europe,electricity,0.01111,EJ
Alumina,2015,Europe,biomass,0.000187,EJ
Alumina,2014,Europe,coal,0,EJ
Alumina,2014,Europe,refined liquids,0.009728,EJ
Alumina,2014,Europe,gas,0.056912,EJ
Alumina,2014,Europe,electricity,0.01033,EJ
Alumina,2014,Europe,biomass,0.015636,EJ
Alumina,2013,Europe,coal,0,EJ
Alumina,2013,Europe,refined liquids,0.012863,EJ
Alumina,2013,Europe,gas,0.057264,EJ
Alumina,2013,Europe,electricity,0.012001,EJ
Alumina,2013,Europe,biomass,0.016787,EJ
Alumina,2011,Europe,coal,0.000017,EJ
Alumina,2011,Europe,refined liquids,0.019024,EJ
Alumina,2011,Europe,gas,0.050819,EJ
Alumina,2011,Europe,electricity,0.007532,EJ
Alumina,2011,Europe,biomass,0.027143,EJ
Alumina,2010,Europe,coal,0.000023,EJ
Alumina,2010,Europe,refined liquids,0.021919,EJ
Alumina,2010,Europe,gas,0.049963,EJ
Alumina,2010,Europe,electricity,0.008288,EJ
Alumina,2010,Europe,biomass,0.028132,EJ
Alumina,2009,Europe,coal,0.032822,EJ
Alumina,2009,Europe,refined liquids,0.023517,EJ
Alumina,2009,Europe,gas,0.097708,EJ
Alumina,2009,Europe,electricity,0.017096,EJ
Alumina,2009,Europe,biomass,0.010768,EJ
Alumina,2008,Europe,coal,0.000046,EJ
Alumina,2008,Europe,refined liquids,0.032106,EJ
Alumina,2008,Europe,gas,0.049634,EJ
Alumina,2008,Europe,electricity,0.027776,EJ
Alumina,2008,Europe,biomass,0.012837,EJ
Alumina,2007,Europe,coal,0.000182,EJ
Alumina,2007,Europe,refined liquids,0.042854,EJ
Alumina,2007,Europe,gas,0.051294,EJ
Alumina,2007,Europe,electricity,0.031051,EJ
Alumina,2007,Europe,biomass,0,EJ
Alumina,2006,Europe,coal,0.000273,EJ
Alumina,2006,Europe,refined liquids,0.034769,EJ
Alumina,2006,Europe,gas,0.063497,EJ
Alumina,2006,Europe,electricity,0.023685,EJ
Alumina,2006,Europe,biomass,0.011384,EJ
Alumina,2005,Europe,coal,0,EJ
Alumina,2005,Europe,refined liquids,0.04826,EJ
Alumina,2005,Europe,gas,0.003749,EJ
Alumina,2005,Europe,electricity,0.013184,EJ
Alumina,2005,Europe,biomass,0.000476,EJ
Alumina,2004,Europe,coal,0.009701,EJ
Alumina,2004,Europe,refined liquids,0.04864,EJ
Alumina,2004,Europe,gas,0.017921,EJ
Alumina,2004,Europe,electricity,0.013516,EJ
Alumina,2004,Europe,biomass,0.000458,EJ
Alumina,2003,Europe,coal,0,EJ
Alumina,2003,Europe,refined liquids,0.046642,EJ
Alumina,2003,Europe,gas,0.003278,EJ
Alumina,2003,Europe,electricity,0.012233,EJ
Alumina,2003,Europe,biomass,0.000475,EJ
Alumina,2001,Europe,coal,0,EJ
Alumina,2001,Europe,refined liquids,0.036688,EJ
Alumina,2001,Europe,gas,0.000329,EJ
Alumina,2001,Europe,electricity,0.006725,EJ
Alumina,2001,Europe,biomass,0.000454,EJ
Alumina,2000,Europe,coal,0,EJ
Alumina,2000,Europe,refined liquids,0.036213,EJ
Alumina,2000,Europe,gas,0.000357,EJ
Alumina,2000,Europe,electricity,0.006601,EJ
Alumina,2000,Europe,biomass,0.000497,EJ
Alumina,1999,Europe,coal,0,EJ
Alumina,1999,Europe,refined liquids,0.035048,EJ
Alumina,1999,Europe,gas,0.000304,EJ
Alumina,1999,Europe,electricity,0.00639,EJ
Alumina,1999,Europe,biomass,0.00046,EJ
Alumina,1998,Europe,coal,0,EJ
Alumina,1998,Europe,refined liquids,0.034359,EJ
Alumina,1998,Europe,gas,0.000311,EJ
Alumina,1998,Europe,electricity,0.006508,EJ
Alumina,1998,Europe,biomass,0.000463,EJ
Alumina,1997,Europe,coal,0,EJ
Alumina,1997,Europe,refined liquids,0.042123,EJ
Alumina,1997,Europe,gas,0.000305,EJ
Alumina,1997,Europe,electricity,0.007986,EJ
Alumina,1997,Europe,biomass,0.000933,EJ
Alumina,1996,Europe,coal,0,EJ
Alumina,1996,Europe,refined liquids,0.03838,EJ
Alumina,1996,Europe,gas,0.000354,EJ
Alumina,1996,Europe,electricity,0.007736,EJ
Alumina,1996,Europe,biomass,0.001181,EJ
Alumina,1995,Europe,coal,0,EJ
Alumina,1995,Europe,refined liquids,0.040825,EJ
Alumina,1995,Europe,gas,0.006017,EJ
Alumina,1995,Europe,electricity,0.009572,EJ
Alumina,1995,Europe,biomass,0.002297,EJ
Alumina,1994,Europe,coal,0,EJ
Alumina,1994,Europe,refined liquids,0.037924,EJ
Alumina,1994,Europe,gas,0.006187,EJ
Alumina,1994,Europe,electricity,0.009225,EJ
Alumina,1994,Europe,biomass,0.001763,EJ
Alumina,1993,Europe,coal,0,EJ
Alumina,1993,Europe,refined liquids,0.040966,EJ
Alumina,1993,Europe,gas,0.006624,EJ
Alumina,1993,Europe,electricity,0.009419,EJ
Alumina,1993,Europe,biomass,0.002099,EJ
Alumina,1992,Europe,coal,0,EJ
Alumina,1992,Europe,refined liquids,0.038701,EJ
Alumina,1992,Europe,gas,0.007024,EJ
Alumina,1992,Europe,electricity,0.00806,EJ
Alumina,1992,Europe,biomass,0.002757,EJ
Alumina,1991,Europe,coal,0.001776,EJ
Alumina,1991,Europe,refined liquids,0.036943,EJ
Alumina,1991,Europe,gas,0.006304,EJ
Alumina,1991,Europe,electricity,0.007925,EJ
Alumina,1991,Europe,biomass,0.000312,EJ
Alumina,1990,Europe,coal,0,EJ
Alumina,1990,Europe,refined liquids,0.034099,EJ
Alumina,1990,Europe,gas,0.005074,EJ
Alumina,1990,Europe,electricity,0.007262,EJ
Alumina,1990,Europe,biomass,0.00063,EJ
Alumina,1989,Europe,coal,0.001341,EJ
Alumina,1989,Europe,refined liquids,0.032523,EJ
Alumina,1989,Europe,gas,0.007182,EJ
Alumina,1989,Europe,electricity,0.00787,EJ
Alumina,1989,Europe,biomass,0.000597,EJ
Alumina,1988,Europe,coal,0.000669,EJ
Alumina,1988,Europe,refined liquids,0.031967,EJ
Alumina,1988,Europe,gas,0.009547,EJ
Alumina,1988,Europe,electricity,0.009123,EJ
Alumina,1988,Europe,biomass,0.000469,EJ
Alumina,1987,Europe,coal,0.001801,EJ
Alumina,1987,Europe,refined liquids,0.030627,EJ
Alumina,1987,Europe,gas,0.010616,EJ
Alumina,1987,Europe,electricity,0.00904,EJ
Alumina,1987,Europe,biomass,0.000458,EJ
Alumina,1986,Europe,coal,0.002404,EJ
Alumina,1986,Europe,refined liquids,0.027658,EJ
Alumina,1986,Europe,gas,0.011405,EJ
Alumina,1986,Europe,electricity,0.008955,EJ
Alumina,1986,Europe,biomass,0.000522,EJ
Alumina,1985,Europe,coal,0.002775,EJ
Alumina,1985,Europe,refined liquids,0.025082,EJ
Alumina,1985,Europe,gas,0.011502,EJ
Alumina,1985,Europe,electricity,0.00883,EJ
Alumina,1985,Europe,biomass,0.000544,EJ
Alumina,2015,China,coal,0.535313,EJ
Alumina,2015,China,refined liquids,0.033683,EJ
Alumina,2015,China,gas,0.093072,EJ
Alumina,2015,China,electricity,0.069213,EJ
Alumina,2015,China,biomass,0.007387,EJ
Alumina,2014,China,coal,0.543293,EJ
Alumina,2014,China,refined liquids,0.034185,EJ
Alumina,2014,China,gas,0.09446,EJ
Alumina,2014,China,electricity,0.070245,EJ
Alumina,2014,China,biomass,0.007497,EJ
Alumina,2013,China,coal,0.521152,EJ
Alumina,2013,China,refined liquids,0.032792,EJ
Alumina,2013,China,gas,0.09061,EJ
Alumina,2013,China,electricity,0.067382,EJ
Alumina,2013,China,biomass,0.007191,EJ
Alumina,2011,China,coal,0.4693,EJ
Alumina,2011,China,refined liquids,0.02953,EJ
Alumina,2011,China,gas,0.081595,EJ
Alumina,2011,China,electricity,0.060678,EJ
Alumina,2011,China,biomass,0.006476,EJ
Alumina,2010,China,coal,0.418387,EJ
Alumina,2010,China,refined liquids,0.026326,EJ
Alumina,2010,China,gas,0.072743,EJ
Alumina,2010,China,electricity,0.054095,EJ
Alumina,2010,China,biomass,0.005773,EJ
Alumina,2009,China,coal,0.335131,EJ
Alumina,2009,China,refined liquids,0.021087,EJ
Alumina,2009,China,gas,0.058268,EJ
Alumina,2009,China,electricity,0.043331,EJ
Alumina,2009,China,biomass,0.004624,EJ
Alumina,2008,China,coal,0.384911,EJ
Alumina,2008,China,refined liquids,0.02422,EJ
Alumina,2008,China,gas,0.066922,EJ
Alumina,2008,China,electricity,0.049767,EJ
Alumina,2008,China,biomass,0.005311,EJ
Alumina,2007,China,coal,0.370791,EJ
Alumina,2007,China,refined liquids,0.023331,EJ
Alumina,2007,China,gas,0.064468,EJ
Alumina,2007,China,electricity,0.047941,EJ
Alumina,2007,China,biomass,0.005116,EJ
Alumina,2006,China,coal,0.220917,EJ
Alumina,2006,China,refined liquids,0.013901,EJ
Alumina,2006,China,gas,0.03841,EJ
Alumina,2006,China,electricity,0.028563,EJ
Alumina,2006,China,biomass,0.003048,EJ
Alumina,2005,China,coal,0.159918,EJ
Alumina,2005,China,refined liquids,0.010062,EJ
Alumina,2005,China,gas,0.027804,EJ
Alumina,2005,China,electricity,0.020677,EJ
Alumina,2005,China,biomass,0.002207,EJ
Alumina,2004,China,coal,0.138722,EJ
Alumina,2004,China,refined liquids,0.008729,EJ
Alumina,2004,China,gas,0.024119,EJ
Alumina,2004,China,electricity,0.017936,EJ
Alumina,2004,China,biomass,0.001914,EJ
Alumina,2003,China,coal,0.131145,EJ
Alumina,2003,China,refined liquids,0.008252,EJ
Alumina,2003,China,gas,0.022801,EJ
