# File: IEA_cement_elec_kwht.csv
# Title: IEA cement electricity intensity
# Units: kwh per tonne of cement
# Source: IEA 2007 Figure 6.9. 1971 and 2010 inferred
# Column types: ciiii 
# ----------
Country,1971,1990,2004,2010
United States,147,147,143,143
Canada,157,157,141,141
Mexico,110,110,118,118
China,120,120,117,117
Average,118,118,113,113
Italy,120,120,109,109
Brazil,115,115,110,110
Korea,110,110,104,104
Japan,95,95,101,101
Germany,108,108,100,100
Spain,120,120,93,93
India,120,120,90,90
