# File: NREL_ATB_capital.csv
# Title: Technology overnight capital cost assumptions by year from NREL 2019 ATB
# Units: $2015/kW for 2015-2016; $2017/kW for 2017-2050
# Source: NREL 2019 Annual Technology Baseline for 2017-2050 (https://atb.nrel.gov/electricity/2019/files/2019-ATB-data.xlsm); NREL 2017 Annual Technology Baseline for 2015-2016 (https://data.nrel.gov/files/71/2017-ATB-data.xlsm)
# Comments: tech_type corresponds to tab within the ATB workbooks; tech_detail corresponds to the more detailed technologies within those tabs.
# Users can specify how ATB technologies are mapped to GCAM technologies in energy/mappings/atb_gcam_mapping.csv.
# Column types: ccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn 
# ----------
tech_type,tech_detail,input,case,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Natural Gas,Gas-CC-AvgCF - Low,capital,adv tech,1010,1010,906,900,894,887,881,874,861,854,851,848,844,841,836,833,831,828,825,823,820,817,814,812,810,808,807,804,803,800,799,797,795,793,791,783
Natural Gas,Gas-CC-AvgCF - Mid,capital,central,1010,1010,906,900,894,887,881,874,861,854,851,848,844,841,836,833,831,828,825,823,820,817,814,812,810,808,807,804,803,800,799,797,795,793,791,783
Natural Gas,Gas-CC-AvgCF - High,capital,low tech,1010,1010,906,900,894,887,881,874,861,854,851,848,844,841,836,833,831,828,825,823,820,817,814,812,810,808,807,804,803,800,799,797,795,793,791,783
Natural Gas,Gas-CC-HighCF - Low,capital,adv tech,1010,1010,906,900,894,887,881,874,861,854,851,848,844,841,836,833,831,828,825,823,820,817,814,812,810,808,807,804,803,800,799,797,795,793,791,783
Natural Gas,Gas-CC-HighCF - Mid,capital,central,1010,1010,906,900,894,887,881,874,861,854,851,848,844,841,836,833,831,828,825,823,820,817,814,812,810,808,807,804,803,800,799,797,795,793,791,783
Natural Gas,Gas-CC-HighCF - High,capital,low tech,1010,1010,906,900,894,887,881,874,861,854,851,848,844,841,836,833,831,828,825,823,820,817,814,812,810,808,807,804,803,800,799,797,795,793,791,783
Natural Gas,Gas-CC-CCS-AvgCF - Low,capital,adv tech,2109,2109,2242,2219,2196,2174,2151,2128,2077,2050,2031,2012,1993,1977,1958,1943,1930,1914,1900,1887,1872,1858,1845,1834,1823,1811,1802,1788,1780,1766,1758,1745,1734,1723,1712,1688
Natural Gas,Gas-CC-CCS-AvgCF - Mid,capital,central,2109,2109,2242,2219,2196,2174,2151,2128,2077,2050,2031,2012,1993,1977,1958,1943,1930,1914,1900,1887,1872,1858,1845,1834,1823,1811,1802,1788,1780,1766,1758,1745,1734,1723,1712,1688
Natural Gas,Gas-CC-CCS-AvgCF - High,capital,low tech,2109,2109,2242,2219,2196,2174,2151,2128,2077,2050,2031,2012,1993,1977,1958,1943,1930,1914,1900,1887,1872,1858,1845,1834,1823,1811,1802,1788,1780,1766,1758,1745,1734,1723,1712,1688
Natural Gas,Gas-CC-CCS-HighCF - Low,capital,adv tech,2109,2109,2242,2219,2196,2174,2151,2128,2077,2050,2031,2012,1993,1977,1958,1943,1930,1914,1900,1887,1872,1858,1845,1834,1823,1811,1802,1788,1780,1766,1758,1745,1734,1723,1712,1688
Natural Gas,Gas-CC-CCS-HighCF - Mid,capital,central,2109,2109,2242,2219,2196,2174,2151,2128,2077,2050,2031,2012,1993,1977,1958,1943,1930,1914,1900,1887,1872,1858,1845,1834,1823,1811,1802,1788,1780,1766,1758,1745,1734,1723,1712,1688
Natural Gas,Gas-CC-CCS-HighCF - High,capital,low tech,2109,2109,2242,2219,2196,2174,2151,2128,2077,2050,2031,2012,1993,1977,1958,1943,1930,1914,1900,1887,1872,1858,1845,1834,1823,1811,1802,1788,1780,1766,1758,1745,1734,1723,1712,1688
Nuclear,Nuclear - Low,capital,adv tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear,Nuclear - Mid,capital,central,5979,5938,6200,6156,6113,6069,6026,5983,5939,5899,5882,5864,5842,5814,5774,5744,5714,5680,5649,5623,5589,5558,5525,5495,5463,5431,5405,5367,5343,5306,5281,5246,5216,5186,5155,5085
Nuclear,Nuclear - High,capital,low tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biopower,Dedicated - Low,capital,adv tech,3737,3730,3827,3802,3777,3749,3871,3779,3756,3735,3730,3723,3715,3702,3682,3667,3653,3637,3622,3611,3594,3580,3564,3550,3535,3519,3508,3488,3479,3460,3450,3432,3418,3404,3390,3349
Biopower,Dedicated - Mid,capital,central,3737,3730,3827,3802,3777,3749,3871,3779,3756,3735,3730,3723,3715,3702,3682,3667,3653,3637,3622,3611,3594,3580,3564,3550,3535,3519,3508,3488,3479,3460,3450,3432,3418,3404,3390,3349
Biopower,Dedicated - Constant,capital,low tech,3737,3730,3827,3802,3777,3749,3871,3779,3756,3735,3730,3723,3715,3702,3682,3667,3653,3637,3622,3611,3594,3580,3564,3550,3535,3519,3508,3488,3479,3460,3450,3432,3418,3404,3390,3349
Biopower,CofireOld - Low,capital,adv tech,3856,3856,4013,4018,4022,4027,4032,3925,3908,3893,3892,3891,3887,3880,3865,3856,3847,3836,3827,3821,3810,3800,3790,3782,3771,3761,3755,3741,3737,3723,3718,3706,3698,3689,3680,3644
Biopower,CofireOld - Mid,capital,central,3856,3856,4013,4018,4022,4027,4032,3925,3908,3893,3892,3891,3887,3880,3865,3856,3847,3836,3827,3821,3810,3800,3790,3782,3771,3761,3755,3741,3737,3723,3718,3706,3698,3689,3680,3644
Biopower,CofireOld - Constant,capital,low tech,3856,3856,4013,4018,4022,4027,4032,3925,3908,3893,3892,3891,3887,3880,3865,3856,3847,3836,3827,3821,3810,3800,3790,3782,3771,3761,3755,3741,3737,3723,3718,3706,3698,3689,3680,3644
Biopower,CofireNew - Low,capital,adv tech,3856,3856,4013,4018,4022,4027,4032,3925,3908,3893,3892,3891,3887,3880,3865,3856,3847,3836,3827,3821,3810,3800,3790,3782,3771,3761,3755,3741,3737,3723,3718,3706,3698,3689,3680,3644
Biopower,CofireNew - Mid,capital,central,3856,3856,4013,4018,4022,4027,4032,3925,3908,3893,3892,3891,3887,3880,3865,3856,3847,3836,3827,3821,3810,3800,3790,3782,3771,3761,3755,3741,3737,3723,3718,3706,3698,3689,3680,3644
Biopower,CofireNew - Constant,capital,low tech,3856,3856,4013,4018,4022,4027,4032,3925,3908,3893,3892,3891,3887,3880,3865,3856,3847,3836,3827,3821,3810,3800,3790,3782,3771,3761,3755,3741,3737,3723,3718,3706,3698,3689,3680,3644
Storage,Battery Storage - Low,capital,adv tech,,,,1484,1323,1162,1073,984,896,807,718,672,625,579,532,486,476,467,457,448,438,429,419,410,400,391,381,372,362,353,343,334,324,315,305,296
Storage,Battery Storage - Mid,capital,central,,,,1484,1384,1284,1221,1157,1094,1031,968,936,905,873,842,810,800,790,780,770,760,750,739,729,719,709,699,689,679,669,658,648,638,628,618,608
Storage,Battery Storage - High,capital,low tech,,,,1484,1484,1439,1426,1414,1401,1389,1376,1364,1352,1339,1327,1314,1310,1306,1302,1298,1294,1290,1286,1282,1278,1274,1270,1266,1262,1258,1254,1250,1246,1242,1237,1233
