# File: H2ALite_TEAdata.csv
# Title: H2ALite technoeconomic analysis data of hydrogen production technologies
# Units: Indicated in column names
# Source: H2A-lite tool at https://www.nlr.gov/hydrogen/h2a-lite. Specific settings archived at https://doi.org/10.5281/zenodo.18746607
# Column types: icccnnnnnnnnnnnnnnnnnnn
# ----------
Year,Scenario,Technology,Region,Per system nameplate (kg/d-unit),Total LCOH (2022$/kg),LCOH cost for Electricity (Commerical) [2022$/kg],LCOH cost for Electricity (Industrial) [2022$/kg],LCOH cost for Electricity (Solar) [2022$/kg],LCOH cost for Electricity (On-shore wind) [2022$/kg],LCOH cost for Renewable Natural Gas [2022$/kg],LCOH cost for Natural Gas (Industrial) [2022$/kg],LCOH cost for Biomass [2022$/kg],Energy-free levelized cost [2022$/kg],Used WACC (nom),Energy use Electricity (Commerical) [kWh/kg],Energy use Electricity (Industrial) [kWh/kg],Energy use Electricity (Solar) [kWh/kg],Energy use Electricity (On-shore wind) [kWh/kg],Energy use Renewable Natural Gas [mmBTU HHV/kg],Energy use Natural Gas (Industrial) [mmBTU HHV/kg],Energy use Biomass [short dry ton/kg],Capacity factor
2030,low,Hybrid ALK,Pennsylvania,312299.2235,3.039391567,0,0,0.71683108,1.034741293,0,0,0,1.287819194,0.069770909,0,0,18.95715248,35.96343586,0,0,0,1
2030,low,Hybrid ALK,Rhode Island,280256.271,3.423230223,0,0,0.773406,1.21931078,0,0,0,1.430513443,0.069770909,0,0,20.45332003,33.62793344,0,0,0,1
2030,low,Hybrid ALK,South Carolina,249169.8245,4.185638772,0,0,1.008187382,1.526320655,0,0,0,1.651130735,0.069770909,0,0,30.0777133,24.33037142,0,0,0,1
2030,low,Hybrid ALK,South Dakota,309907.9584,3.177069374,0,0,0.684343121,1.042725408,0,0,0,1.450000845,0.069770909,0,0,20.64067516,35.54231114,0,0,0,1
2030,low,Hybrid ALK,Tennessee,265908.6803,4.636127704,0,0,0.887035763,1.51036477,0,0,0,2.238727171,0.069770909,0,0,25.59092402,27.89925765,0,0,0,1
2030,low,Hybrid ALK,Texas,340037.8988,2.850759137,0,0,0.602784197,1.009194593,0,0,0,1.238780347,0.069770909,0,0,20.09104877,36.0897679,0,0,0,1
2030,low,Hybrid ALK,Utah,267821.6924,3.790445086,0,0,0.849157294,1.385954782,0,0,0,1.55533301,0.069770909,0,0,25.890072,32.23509222,0,0,0,1
2030,low,Hybrid ALK,Vermont,294125.6086,3.204425593,0,0,0.712749817,1.107552729,0,0,0,1.384123047,0.069770909,0,0,19.08288836,37.47374315,0,0,0,1
2030,low,Hybrid ALK,Virginia,268778.1985,3.911716934,0,0,0.930500786,1.413254683,0,0,0,1.567961465,0.069770909,0,0,25.31960943,31.22139001,0,0,0,1
2030,low,Hybrid ALK,Washington,226213.6795,4.581729705,0,0,1.099687993,1.681211546,0,0,0,1.800830166,0.069770909,0,0,27.39966424,26.56937755,0,0,0,1
2030,low,Hybrid ALK,West Virginia,276908.4998,4.020583215,0,0,0.885518189,1.443958061,0,0,0,1.691106964,0.069770909,0,0,23.32144412,32.84719937,0,0,0,1
2030,low,Hybrid ALK,Wisconsin,286473.5603,3.808304698,0,0,0.761277024,1.202340437,0,0,0,1.844687237,0.069770909,0,0,20.71490664,32.77319615,0,0,0,1
2030,low,Hybrid ALK,Wyoming,272604.2226,3.708792681,0,0,0.830182281,1.361639786,0,0,0,1.516970615,0.069770909,0,0,24.58576133,30.18039982,0,0,0,1
2030,med,Hybrid ALK,US Average,331419.8634,3.119407135,0,0,0.647335887,1.023837456,0,0,0,1.448233792,0.069770909,0,0,24.63096385,28.58141228,0,0,0,1
2030,med,Hybrid ALK,Alabama,269748.6937,4.296905172,0,0,0.975003779,1.409952628,0,0,0,1.911948765,0.069770909,0,0,27.61077151,23.74205,0,0,0,1
2030,med,Hybrid ALK,Arizona,276266.7848,4.289616835,0,0,0.806343246,1.354834784,0,0,0,2.128438805,0.069770909,0,0,29.88767486,25.87433092,0,0,0,1
2030,med,Hybrid ALK,Arkansas,315375.3315,3.827872621,0,0,0.709876264,1.067420436,0,0,0,2.050575922,0.069770909,0,0,20.6460403,31.33383804,0,0,0,1
2030,med,Hybrid ALK,California,266740.3439,3.980315526,0,0,0.937658554,1.23281151,0,0,0,1.809845462,0.069770909,0,0,36.70288693,19.99970609,0,0,0,1
2030,med,Hybrid ALK,Colorado,314372.5482,3.287738072,0,0,0.712140622,1.063017228,0,0,0,1.512580222,0.069770909,0,0,23.9821964,29.50411514,0,0,0,1
2030,med,Hybrid ALK,Connecticut,296823.8414,3.837332338,0,0,0.762482536,1.395418935,0,0,0,1.679430867,0.069770909,0,0,21.17561815,32.16713765,0,0,0,1
2030,med,Hybrid ALK,Delaware,298829.4079,3.873781003,0,0,0.725374336,1.135497581,0,0,0,2.012909085,0.069770909,0,0,20.85885252,31.15041153,0,0,0,1
2030,med,Hybrid ALK,Florida,263731.9942,5.03054997,0,0,1.029280511,1.489246915,0,0,0,2.512022544,0.069770909,0,0,30.72337175,22.12101395,0,0,0,1
2030,med,Hybrid ALK,Georgia,298328.0162,3.796360903,0,0,0.830179596,1.254347823,0,0,0,1.711833484,0.069770909,0,0,22.51107397,30.19622435,0,0,0,1
2030,med,Hybrid ALK,Idaho,279776.5262,4.551086469,0,0,0.859798913,1.882366903,0,0,0,1.808920653,0.069770909,0,0,24.4423365,34.27397706,0,0,0,1
2030,med,Hybrid ALK,Illinois,298829.4079,4.235932847,0,0,0.753645336,1.261163912,0,0,0,2.2211236,0.069770909,0,0,21.17739894,30.17630787,0,0,0,1
2030,med,Hybrid ALK,Indiana,306350.2822,3.630092793,0,0,0.742400496,1.192443492,0,0,0,1.695248805,0.069770909,0,0,19.56265406,32.42482971,0,0,0,1
2030,med,Hybrid ALK,Iowa,322896.2058,3.437619675,0,0,0.642391235,1.000834775,0,0,0,1.794393665,0.069770909,0,0,18.40235383,33.46171009,0,0,0,1
2030,med,Hybrid ALK,Kansas,332924.0383,3.147273571,0,0,0.598334108,0.97068915,0,0,0,1.578250314,0.069770909,0,0,18.97204898,33.67389595,0,0,0,1
2030,med,Hybrid ALK,Kentucky,274762.6099,4.970786051,0,0,0.949120347,1.451431432,0,0,0,2.570234272,0.069770909,0,0,25.21738426,26.52689218,0,0,0,1
2030,med,Hybrid ALK,Louisiana,272255.6518,4.194846812,0,0,0.961942894,1.453057122,0,0,0,1.779846796,0.069770909,0,0,27.87196859,24.07003048,0,0,0,1
2030,med,Hybrid ALK,Maine,317380.898,3.335449789,0,0,0.571597445,0.978923658,0,0,0,1.784928686,0.069770909,0,0,14.49942376,37.89689683,0,0,0,1
2030,med,Hybrid ALK,Maryland,295319.6665,3.948102939,0,0,0.794220321,1.26712556,0,0,0,1.886757058,0.069770909,0,0,22.31755415,30.04164678,0,0,0,1
2030,med,Hybrid ALK,Massachusetts,312868.3733,3.269550686,0,0,0.628872366,1.04125771,0,0,0,1.59942061,0.069770909,0,0,17.53376455,35.16220695,0,0,0,1
2030,med,Hybrid ALK,Michigan,297826.6246,3.542751274,0,0,0.739760332,1.200192799,0,0,0,1.602798143,0.069770909,0,0,18.7651268,32.53899338,0,0,0,1
2030,med,Hybrid ALK,Minnesota,293314.1,3.495481615,0,0,0.650332191,1.201144899,0,0,0,1.644004525,0.069770909,0,0,16.994392,34.01427831,0,0,0,1
2030,med,Hybrid ALK,Mississippi,272757.0434,4.164572615,0,0,0.99929888,1.39440168,0,0,0,1.770872055,0.069770909,0,0,28.29877549,23.38474123,0,0,0,1
2030,med,Hybrid ALK,Missouri,298328.0162,3.962875795,0,0,0.786211377,1.254347823,0,0,0,1.922316595,0.069770909,0,0,22.78020756,29.28118725,0,0,0,1
2030,med,Hybrid ALK,Montana,286294.6173,3.765727701,0,0,0.769558034,1.193656078,0,0,0,1.80251359,0.069770909,0,0,21.03554963,32.36177325,0,0,0,1
2030,med,Hybrid ALK,Nebraska,326907.3388,3.246560291,0,0,0.609346392,0.950396742,0,0,0,1.686817158,0.069770909,0,0,19.0547281,33.44776309,0,0,0,1
2030,med,Hybrid ALK,Nevada,273759.8267,4.292312567,0,0,0.813727342,1.334811865,0,0,0,2.14377336,0.069770909,0,0,30.78417269,23.7559276,0,0,0,1
2030,med,Hybrid ALK,New Hampshire,320389.2477,3.58965773,0,0,0.603007548,1.403449542,0,0,0,1.58320064,0.069770909,0,0,14.17534662,43.70162019,0,0,0,1
2030,med,Hybrid ALK,New Jersey,286294.6173,4.159050753,0,0,0.769558034,1.316381246,0,0,0,2.073111473,0.069770909,0,0,21.96111381,29.96104823,0,0,0,1
2030,med,Hybrid ALK,New Mexico,301837.7576,3.66184741,0,0,0.738031775,1.182355754,0,0,0,1.74145988,0.069770909,0,0,27.75913838,27.77312599,0,0,0,1
2030,med,Hybrid ALK,New York,311865.5901,3.438938562,0,0,0.680082845,1.036234076,0,0,0,1.722621641,0.069770909,0,0,17.25131813,35.07939416,0,0,0,1
2030,med,Hybrid ALK,North Carolina,302840.5409,3.647323544,0,0,0.657771271,1.02592496,0,0,0,1.963627313,0.069770909,0,0,18.98677951,33.69880591,0,0,0,1
2030,med,Hybrid ALK,North Dakota,317882.2896,3.149957366,0,0,0.644830384,1.016620813,0,0,0,1.488506168,0.069770909,0,0,18.26071323,34.07468402,0,0,0,1
2030,med,Hybrid ALK,Ohio,281280.701,3.96756359,0,0,0.914480244,1.330368903,0,0,0,1.722714443,0.069770909,0,0,22.59723208,28.53252053,0,0,0,1
2030,med,Hybrid ALK,Oklahoma,334428.2132,2.95615684,0,0,0.588330369,0.929023502,0,0,0,1.438802969,0.069770909,0,0,19.49110111,33.16264402,0,0,0,1
2030,med,Hybrid ALK,Oregon,248690.2455,4.670817125,0,0,0.919893454,1.590746002,0,0,0,2.160177669,0.069770909,0,0,29.4698298,22.9753366,0,0,0,1
2030,med,Hybrid ALK,Pennsylvania,327408.7304,3.180927583,0,0,0.683785865,0.987040728,0,0,0,1.51010099,0.069770909,0,0,18.0928909,34.32385189,0,0,0,1
2030,med,Hybrid ALK,Rhode Island,293815.4916,3.579769345,0,0,0.737752738,1.163101741,0,0,0,1.678914866,0.069770909,0,0,19.52084777,32.09482574,0,0,0,1
2030,med,Hybrid ALK,South Carolina,261225.0361,4.347890391,0,0,0.961710926,1.45595876,0,0,0,1.930220705,0.069770909,0,0,28.70646241,23.22114239,0,0,0,1
2030,med,Hybrid ALK,South Dakota,324901.7723,3.317392483,0,0,0.65279557,0.994656783,0,0,0,1.669940129,0.069770909,0,0,19.69966133,33.92192637,0,0,0,1
2030,med,Hybrid ALK,Tennessee,278773.7429,4.766585276,0,0,0.846144279,1.440738426,0,0,0,2.479702571,0.069770909,0,0,24.42422703,26.62732202,0,0,0,1
2030,med,Hybrid ALK,Texas,356489.4446,2.981565458,0,0,0.574996433,0.962671706,0,0,0,1.44389732,0.069770909,0,0,19.17509255,34.44442442,0,0,0,1
2030,med,Hybrid ALK,Utah,280779.3094,3.947335195,0,0,0.81001197,1.322063617,0,0,0,1.815259608,0.069770909,0,0,24.70973678,30.76548458,0,0,0,1
2030,med,Hybrid ALK,Vermont,308355.8487,3.357385019,0,0,0.679892745,1.056495628,0,0,0,1.620996646,0.069770909,0,0,18.21289444,35.76530382,0,0,0,1
2030,med,Hybrid ALK,Virginia,281782.0927,4.062905361,0,0,0.887605607,1.348105019,0,0,0,1.827194735,0.069770909,0,0,24.16528175,29.79799736,0,0,0,1
2030,med,Hybrid ALK,Washington,237158.2381,4.761128583,0,0,1.048993448,1.603709332,0,0,0,2.108425803,0.069770909,0,0,26.15050631,25.35807156,0,0,0,1
2030,med,Hybrid ALK,West Virginia,290305.7503,4.159767018,0,0,0.844696663,1.377393002,0,0,0,1.937677352,0.069770909,0,0,22.25821332,31.34968557,0,0,0,1
2030,med,Hybrid ALK,Wisconsin,300333.5827,3.947048513,0,0,0.726182895,1.146913714,0,0,0,2.073951904,0.069770909,0,0,19.77050857,31.27905618,0,0,0,1
2030,med,Hybrid ALK,Wyoming,285793.2256,3.86029026,0,0,0.791911687,1.298869518,0,0,0,1.769509055,0.069770909,0,0,23.46488998,28.80446623,0,0,0,1
2030,high,Hybrid ALK,US Average,311638.5825,3.732771802,0,0,0.688379148,1.088752176,0,0,0,1.955640478,0.069770909,0,0,26.17459117,30.3726166,0,0,0,1
2030,high,Hybrid ALK,Alabama,253648.3471,5.076676186,0,0,1.036822281,1.499348342,0,0,0,2.540505564,0.069770909,0,0,29.34114396,25.22997027,0,0,0,1
2030,high,Hybrid ALK,Arizona,259777.3963,5.047132532,0,0,0.857468106,1.440735842,0,0,0,2.748928584,0.069770909,0,0,31.76074127,27.49588177,0,0,0,1
2030,high,Hybrid ALK,Arkansas,296551.692,4.493557927,0,0,0.754884794,1.135098463,0,0,0,2.60357467,0.069770909,0,0,21.93993168,33.29753758,0,0,0,1
2030,high,Hybrid ALK,California,250819.5551,4.748588077,0,0,0.997109244,1.310975885,0,0,0,2.440502949,0.069770909,0,0,39.00306402,21.25309272,0,0,0,1
2030,high,Hybrid ALK,Colorado,295608.7614,3.935183959,0,0,0.75729272,1.130416077,0,0,0,2.047475162,0.069770909,0,0,25.48516533,31.35314548,0,0,0,1
2030,high,Hybrid ALK,Connecticut,279107.4748,4.541313293,0,0,0.81082648,1.483893164,0,0,0,2.246593648,0.069770909,0,0,22.50269827,34.18306029,0,0,0,1
2030,high,Hybrid ALK,Delaware,280993.3361,4.567652193,0,0,0.771365496,1.207491927,0,0,0,2.58879477,0.069770909,0,0,22.16608088,33.10261568,0,0,0,1
2030,high,Hybrid ALK,Florida,247990.7631,5.854134276,0,0,1.094540339,1.583670152,0,0,0,3.175923785,0.069770909,0,0,32.64881146,23.50734348,0,0,0,1
2030,high,Hybrid ALK,Georgia,280521.8708,4.492572458,0,0,0.88281576,1.333877672,0,0,0,2.275879027,0.069770909,0,0,23.92184737,32.08862935,0,0,0,1
2030,high,Hybrid ALK,Idaho,263077.6536,5.327130553,0,0,0.914313041,2.001715263,0,0,0,2.411102249,0.069770909,0,0,25.97414251,36.42193585,0,0,0,1
2030,high,Hybrid ALK,Illinois,280993.3361,4.926105443,0,0,0.801428971,1.341125924,0,0,0,2.783550548,0.069770909,0,0,22.50459067,32.0674647,0,0,0,1
2030,high,Hybrid ALK,Indiana,288065.3161,4.306689026,0,0,0.789471172,1.268048399,0,0,0,2.249169456,0.069770909,0,0,20.78864941,34.45690197,0,0,0,1
2030,high,Hybrid ALK,Iowa,303623.6719,4.073922006,0,0,0.683120988,1.064291049,0,0,0,2.326509969,0.069770909,0,0,19.55563293,35.55876391,0,0,0,1
2030,high,Hybrid ALK,Kansas,313052.9785,3.757418749,0,0,0.636270492,1.03223409,0,0,0,2.088914168,0.069770909,0,0,20.161031,35.78424751,0,0,0,1
2030,high,Hybrid ALK,Kentucky,258363.0004,5.766468141,0,0,1.009297752,1.543457041,0,0,0,3.213713347,0.069770909,0,0,26.79776266,28.18933921,0,0,0,1
2030,high,Hybrid ALK,Louisiana,256005.6737,4.966180299,0,0,1.022933292,1.545185805,0,0,0,2.398061202,0.069770909,0,0,29.6187103,25.57850537,0,0,0,1
2030,high,Hybrid ALK,Maine,298437.5533,3.971624099,0,0,0.607838635,1.040990693,0,0,0,2.32279477,0.069770909,0,0,15.40810548,40.27190492,0,0,0,1
2030,high,Hybrid ALK,Maryland,277693.0788,4.654961487,0,0,0.844576547,1.34746556,0,0,0,2.46291938,0.069770909,0,0,23.71619963,31.92436436,0,0,0,1
2030,high,Hybrid ALK,Massachusetts,294194.3654,3.913070547,0,0,0.668744978,1.107276933,0,0,0,2.137048637,0.069770909,0,0,18.632609,37.36583134,0,0,0,1
2030,high,Hybrid ALK,Michigan,280050.4055,4.23050423,0,0,0.786663612,1.276289038,0,0,0,2.16755158,0.069770909,0,0,19.94114096,34.57822031,0,0,0,1
2030,high,Hybrid ALK,Minnesota,275807.2175,4.186395127,0,0,0.691565428,1.277301504,0,0,0,2.217528195,0.069770909,0,0,18.05943387,36.14596171,0,0,0,1
2030,high,Hybrid ALK,Mississippi,256477.139,4.93339296,0,0,1.062657772,1.482811412,0,0,0,2.387923776,0.069770909,0,0,30.07226527,24.85026887,0,0,0,1
2030,high,Hybrid ALK,Missouri,280521.8708,4.666744208,0,0,0.836059808,1.333877672,0,0,0,2.496806728,0.069770909,0,0,24.20784762,31.11624664,0,0,0,1
2030,high,Hybrid ALK,Montana,269206.7029,4.481932256,0,0,0.818350588,1.269337867,0,0,0,2.394243802,0.069770909,0,0,22.35385163,34.38989375,0,0,0,1
2030,high,Hybrid ALK,Nebraska,307395.3946,3.868505833,0,0,0.647980992,1.010655075,0,0,0,2.209869766,0.069770909,0,0,20.24889163,35.54394285,0,0,0,1
2030,high,Hybrid ALK,Nevada,257420.0697,5.055334301,0,0,0.865320378,1.419443403,0,0,0,2.770570521,0.069770909,0,0,32.71342281,25.24471758,0,0,0,1
2030,high,Hybrid ALK,New Hampshire,301266.3453,4.242167923,0,0,0.641240244,1.492432939,0,0,0,2.10849474,0.069770909,0,0,15.06371836,46.44041176,0,0,0,1
2030,high,Hybrid ALK,New Jersey,269206.7029,4.892382327,0,0,0.818350588,1.399844222,0,0,0,2.674187518,0.069770909,0,0,23.3374211,31.83871468,0,0,0,1
2030,high,Hybrid ALK,New Mexico,283822.1281,4.346278432,0,0,0.784825459,1.257321065,0,0,0,2.304131907,0.069770909,0,0,29.498809,29.5136748,0,0,0,1
2030,high,Hybrid ALK,New York,293251.4347,4.093173161,0,0,0.723202373,1.101934784,0,0,0,2.268036004,0.069770909,0,0,18.3324616,37.27782865,0,0,0,1
2030,high,Hybrid ALK,North Carolina,284765.0588,4.319628699,0,0,0.69947617,1.090972035,0,0,0,2.529180494,0.069770909,0,0,20.17668469,35.81071858,0,0,0,1
2030,high,Hybrid ALK,North Dakota,298909.0187,3.784163849,0,0,0.685714788,1.081077974,0,0,0,2.017371087,0.069770909,0,0,19.40511569,36.21015307,0,0,0,1
2030,high,Hybrid ALK,Ohio,264492.0496,4.708137529,0,0,0.972461351,1.414718743,0,0,0,2.320957435,0.069770909,0,0,24.01340502,30.32066079,0,0,0,1
2030,high,Hybrid ALK,Oklahoma,314467.3745,3.555235829,0,0,0.625632483,0.9879267,0,0,0,1.941676646,0.069770909,0,0,20.71261222,35.24095529,0,0,0,1
2030,high,Hybrid ALK,Oregon,233846.8032,5.512912979,0,0,0.978217776,1.691604621,0,0,0,2.843090581,0.069770909,0,0,31.31670979,24.41520674,0,0,0,1
2030,high,Hybrid ALK,Pennsylvania,307866.8599,3.801545015,0,0,0.727140177,1.049622413,0,0,0,2.024782425,0.069770909,0,0,19.2267759,36.47493635,0,0,0,1
2030,high,Hybrid ALK,Rhode Island,276278.6829,4.272896906,0,0,0.784528729,1.236846283,0,0,0,2.251521893,0.069770909,0,0,20.74422311,34.10621657,0,0,0,1
2030,high,Hybrid ALK,South Carolina,245633.4365,5.145623636,0,0,1.022686617,1.548271417,0,0,0,2.574665602,0.069770909,0,0,30.50550201,24.67641725,0,0,0,1
2030,high,Hybrid ALK,South Dakota,305509.5333,3.945808398,0,0,0.694184994,1.057721351,0,0,0,2.193902054,0.069770909,0,0,20.93424295,36.04782206,0,0,0,1
2030,high,Hybrid ALK,Tennessee,262134.723,5.542333857,0,0,0.899792657,1.532086063,0,0,0,3.110455137,0.069770909,0,0,25.95489811,28.29606301,0,0,0,1
2030,high,Hybrid ALK,Texas,335211.849,3.550495754,0,0,0.61145313,1.023708313,0,0,0,1.91533431,0.069770909,0,0,20.37679934,36.60306519,0,0,0,1
2030,high,Hybrid ALK,Utah,264020.5843,4.681724003,0,0,0.861369439,1.405886874,0,0,0,2.414467691,0.069770909,0,0,26.2583008,32.69356526,0,0,0,1
2030,high,Hybrid ALK,Vermont,289951.1774,4.012843074,0,0,0.72300022,1.123480986,0,0,0,2.166361869,0.069770909,0,0,19.35430009,38.00672443,0,0,0,1
2030,high,Hybrid ALK,Virginia,264963.515,4.801432645,0,0,0.943882772,1.433579388,0,0,0,2.423970485,0.069770909,0,0,25.67972467,31.66544537,0,0,0,1
2030,high,Hybrid ALK,Washington,223003.1007,5.638920328,0,0,1.115503143,1.705389869,0,0,0,2.818027316,0.069770909,0,0,27.78936365,26.9472683,0,0,0,1
2030,high,Hybrid ALK,West Virginia,272978.4256,4.886516367,0,0,0.898253258,1.464724327,0,0,0,2.523538782,0.069770909,0,0,23.6531399,33.31437828,0,0,0,1
2030,high,Hybrid ALK,Wisconsin,282407.7321,4.643968107,0,0,0.77222532,1.219631881,0,0,0,2.652110906,0.069770909,0,0,21.0095302,33.23932253,0,0,0,1
2030,high,Hybrid ALK,Wyoming,268735.2376,4.585239414,0,0,0.842121538,1.381222192,0,0,0,2.361895685,0.069770909,0,0,24.93543922,30.6096494,0,0,0,1
2035,low,Hybrid ALK,US Average,330500,2.514723524,0,0,0.499183222,0.978156345,0,0,0,1.037383958,0.069770909,0,0,24.69864865,28.65995281,0,0,0,1
2035,low,Hybrid ALK,Alabama,269000,3.503973411,0,0,0.751859332,1.34642349,0,0,0,1.405690588,0.069770909,0,0,27.6866447,23.80729217,0,0,0,1
2035,low,Hybrid ALK,Arizona,275500,3.551212525,0,0,0.621799328,1.293789126,0,0,0,1.635624071,0.069770909,0,0,29.96980487,25.94543251,0,0,0,1
2035,low,Hybrid ALK,Arkansas,314500,3.179602175,0,0,0.547410282,1.01294906,0,0,0,1.619242832,0.069770909,0,0,20.70277471,31.41994213,0,0,0,1
2035,low,Hybrid ALK,California,266000,3.198686474,0,0,0.723061131,1.177263933,0,0,0,1.29836141,0.069770909,0,0,36.80374485,20.05466445,0,0,0,1
2035,low,Hybrid ALK,Colorado,313500,2.643984115,0,0,0.549156408,1.015588012,0,0,0,1.079239695,0.069770909,0,0,24.04809842,29.58519122,0,0,0,1
2035,low,Hybrid ALK,Connecticut,296000,3.140683206,0,0,0.587976809,1.332729733,0,0,0,1.219976663,0.069770909,0,0,21.23380781,32.25553161,0,0,0,1
2035,low,Hybrid ALK,Delaware,298000,3.201970277,0,0,0.559361385,1.08483447,0,0,0,1.557774422,0.069770909,0,0,20.91617173,31.23601156,0,0,0,1
2035,low,Hybrid ALK,Florida,263000,4.210671711,0,0,0.793714009,1.422144964,0,0,0,1.994812738,0.069770909,0,0,30.80779822,22.18180158,0,0,0,1
2035,low,Hybrid ALK,Georgia,297500,3.092509208,0,0,0.640180367,1.197996241,0,0,0,1.2543326,0.069770909,0,0,22.5729334,30.27920232,0,0,0,1
2035,low,Hybrid ALK,Idaho,279000,3.780987099,0,0,0.663020853,1.797551893,0,0,0,1.320414353,0.069770909,0,0,24.50950297,34.36816052,0,0,0,1
2035,low,Hybrid ALK,Illinois,298000,3.55061597,0,0,0.581162136,1.204506118,0,0,0,1.764947716,0.069770909,0,0,21.2355935,30.25923111,0,0,0,1
2035,low,Hybrid ALK,Indiana,305500,2.962254565,0,0,0.572490849,1.139239594,0,0,0,1.250524122,0.069770909,0,0,19.61641137,32.51393179,0,0,0,1
2035,low,Hybrid ALK,Iowa,322000,2.825164523,0,0,0.495370228,0.956330964,0,0,0,1.373463331,0.069770909,0,0,18.45292268,33.55366147,0,0,0,1
2035,low,Hybrid ALK,Kansas,332000,2.558877723,0,0,0.461396245,0.927525814,0,0,0,1.169955664,0.069770909,0,0,19.02418333,33.76643041,0,0,0,1
2035,low,Hybrid ALK,Kentucky,274000,4.192272081,0,0,0.731899717,1.386033358,0,0,0,2.074339007,0.069770909,0,0,25.28668052,26.59978697,0,0,0,1
2035,low,Hybrid ALK,Louisiana,271500,3.407361667,0,0,0.74178763,1.387585798,0,0,0,1.277988239,0.069770909,0,0,27.94855953,24.13617392,0,0,0,1
2035,low,Hybrid ALK,Maine,316500,2.733419742,0,0,0.440778674,0.935394161,0,0,0,1.357246907,0.069770909,0,0,14.53926753,38.00103592,0,0,0,1
2035,low,Hybrid ALK,Maryland,294500,3.247884386,0,0,0.612450919,1.210199938,0,0,0,1.425233529,0.069770909,0,0,22.3788818,30.12419997,0,0,0,1
2035,low,Hybrid ALK,Massachusetts,312000,2.644646896,0,0,0.484945358,0.994956424,0,0,0,1.164745114,0.069770909,0,0,17.58194657,35.25883123,0,0,0,1
2035,low,Hybrid ALK,Michigan,297000,2.862455136,0,0,0.570454927,1.146643146,0,0,0,1.145357063,0.069770909,0,0,18.81669254,32.62840918,0,0,0,1
2035,low,Hybrid ALK,Minnesota,292500,2.82941014,0,0,0.501493776,1.147552766,0,0,0,1.180363598,0.069770909,0,0,17.04109184,34.10774813,0,0,0,1
2035,low,Hybrid ALK,Mississippi,272000,3.371881992,0,0,0.77059413,1.331573231,0,0,0,1.269714631,0.069770909,0,0,28.37653927,23.44900153,0,0,0,1
2035,low,Hybrid ALK,Missouri,297500,3.269902612,0,0,0.606274943,1.197996241,0,0,0,1.465631428,0.069770909,0,0,22.84280657,29.36165073,0,0,0,1
2035,low,Hybrid ALK,Montana,285500,3.060754805,0,0,0.593432971,1.140398077,0,0,0,1.326923757,0.069770909,0,0,21.09335439,32.45070205,0,0,0,1
2035,low,Hybrid ALK,Nebraska,326000,2.64922669,0,0,0.469888201,0.908135742,0,0,0,1.271202747,0.069770909,0,0,19.10708966,33.53967615,0,0,0,1
2035,low,Hybrid ALK,Nevada,273000,3.548689134,0,0,0.627493461,1.274668392,0,0,0,1.64652728,0.069770909,0,0,30.86876624,23.8212079,0,0,0,1
2035,low,Hybrid ALK,New Hampshire,319500,2.954712112,0,0,0.465000098,1.331830315,0,0,0,1.157881699,0.069770909,0,0,14.21429985,43.82171042,0,0,0,1
2035,low,Hybrid ALK,New Jersey,285500,3.448396961,0,0,0.593432971,1.257242813,0,0,0,1.597721177,0.069770909,0,0,22.02146198,30.04337994,0,0,0,1
2035,low,Hybrid ALK,New Mexico,301000,2.988624407,0,0,0.569121976,1.129238417,0,0,0,1.290264014,0.069770909,0,0,27.83541927,27.84944538,0,0,0,1
2035,low,Hybrid ALK,New York,311000,2.801030084,0,0,0.524435541,0.990156174,0,0,0,1.286438369,0.069770909,0,0,17.29872399,35.17579087,0,0,0,1
2035,low,Hybrid ALK,North Carolina,302000,3.002559404,0,0,0.507230309,0.98030547,0,0,0,1.515023624,0.069770909,0,0,19.03895434,33.79140882,0,0,0,1
2035,low,Hybrid ALK,North Dakota,317000,2.529147937,0,0,0.497251142,0.971415048,0,0,0,1.060481747,0.069770909,0,0,18.31089286,34.16831984,0,0,0,1
2035,low,Hybrid ALK,Ohio,280500,3.213006162,0,0,0.705187529,1.270602074,0,0,0,1.237216558,0.069770909,0,0,22.65932827,28.61092671,0,0,0,1
2035,low,Hybrid ALK,Oklahoma,333500,2.373615175,0,0,0.453682014,0.8877129,0,0,0,1.032220261,0.069770909,0,0,19.54466179,33.25377358,0,0,0,1
2035,low,Hybrid ALK,Oregon,248000,3.840531841,0,0,0.709361843,1.519070742,0,0,0,1.612099255,0.069770909,0,0,29.55081159,23.03847186,0,0,0,1
2035,low,Hybrid ALK,Pennsylvania,326500,2.564563793,0,0,0.527291068,0.943150292,0,0,0,1.094122433,0.069770909,0,0,18.14260936,34.4181724,0,0,0,1
2035,low,Hybrid ALK,Rhode Island,293000,2.895532602,0,0,0.568906801,1.111207,0,0,0,1.215418801,0.069770909,0,0,19.5744902,32.18302098,0,0,0,1
2035,low,Hybrid ALK,South Carolina,260500,3.53956331,0,0,0.741608751,1.390356694,0,0,0,1.407597864,0.069770909,0,0,28.7853465,23.28495312,0,0,0,1
2035,low,Hybrid ALK,South Dakota,324000,2.705098117,0,0,0.503393374,0.950427686,0,0,0,1.251277057,0.069770909,0,0,19.75379513,34.01514241,0,0,0,1
