# File: paper_food_TFE.csv
# Title: Paper industry and food processing industry final energy
# Units: ktoe
# Source: IEA energy balances
# Column types: cinn
# ----------
iso,year,TFE_food,TFE_paper
svk,1987,167,172
svk,1988,165,200
svk,1989,163,184
svk,1990,218,271
svk,1991,197,252
svk,1992,192,232
svk,1993,189,195
svk,1994,204,180
svk,1995,274,207
svk,1996,290,223
svk,1997,249,220
svk,1998,231,215
svk,1999,219,211
svk,2000,195,227
svk,2001,212,436
svk,2002,293,425
svk,2003,236,480
svk,2004,201,488
svk,2005,212,486
svk,2006,188,514
svk,2007,180,565
svk,2008,156,553
svk,2009,138,632
svk,2010,120,530
svk,2011,121,501
svk,2012,141,427
svk,2013,137,431
svk,2014,135,443
svk,2015,133,527
svn,1981,133.5325116,49.84869388
svn,1982,133.5325116,41.97105055
svn,1983,86.13750989,27.76546421
svn,1984,95.95227864,26.99061405
svn,1985,93.62772815,26.99061405
svn,1986,94.14429492,30.34829809
svn,1987,85.36265973,31.63971503
svn,1988,7.361076558,6.4570847
svn,1989,64.570847,25.57005541
svn,1990,87,129
svn,1991,80,102
svn,1992,72,94
svn,1993,71,84
svn,1994,63,108
svn,1995,63,99
svn,1996,75,99
svn,1997,87,115
svn,1998,90,123
svn,1999,92,178
svn,2000,93,213
svn,2001,91,197
svn,2002,86,217
svn,2003,112,229
svn,2004,88,259
svn,2005,89,278
svn,2006,109,234
svn,2007,82,205
svn,2008,80,194
svn,2009,74,191
svn,2010,72,179
svn,2011,68,170
svn,2012,62,169
svn,2013,63,165
svn,2014,73,167
svn,2015,67,166
swe,1971,587,2700
swe,1972,570,2818
swe,1973,574,5408
swe,1974,570,5404
swe,1975,582,5342
swe,1976,592,5376
swe,1977,572,5047
swe,1978,570,5307
swe,1979,577,5437
swe,1980,562,5160
swe,1981,546,5013
swe,1982,530,4503
swe,1983,510,4793
swe,1984,529,5068
swe,1985,532,5155
swe,1986,530,5173
swe,1987,526,5281
swe,1988,543,5456
swe,1989,556,5434
swe,1990,538,5326
swe,1991,493,5318
swe,1992,480,4955
swe,1993,498,5206
swe,1994,509,5293
swe,1995,536,5650
swe,1996,556,5630
swe,1997,515,5793
swe,1998,512,5806
swe,1999,547,5369
swe,2000,517,5991
swe,2001,506,5665
swe,2002,501,5560
swe,2003,504,5543
swe,2004,479,5513
swe,2005,439,5606
swe,2006,422,6076
swe,2007,400,6187
swe,2008,401,5957
swe,2009,396,5911
swe,2010,416,6137
swe,2011,404,5929
swe,2012,399,5896
swe,2013,376,5848
swe,2014,355,3895
swe,2015,360,5819
tha,1971,1608,99
tha,1972,1610,115
tha,1973,1589,86
tha,1974,1948,101
tha,1975,1318,78
tha,1976,1611,88
tha,1977,1913,94
tha,1978,1591,84
tha,1979,2083,102
tha,1980,1571,105
tha,1981,2066,114
tha,1982,2517,95
tha,1983,1968,102
tha,1984,2107,84
tha,1985,2368,108
tha,1986,2472,147
tha,1987,2393,156
tha,1988,2385,154
tha,1989,3238,154
tha,1990,3093,149
tha,1991,3264,166
tha,1992,4072,218
tha,1993,3501,204
tha,1994,3661,238
tha,1995,4578,268
tha,1996,5243,308
tha,1997,5133,311
tha,1998,4246,271
tha,1999,4780,358
tha,2000,5029,380
tha,2001,4367,387
tha,2002,4984,393
tha,2003,5748,395
tha,2004,5969,390
tha,2005,5815,373
tha,2006,5369,380
tha,2007,5631,337
tha,2008,5966,924
tha,2009,6060,980
tha,2010,5803,928
tha,2011,6131,919
tha,2012,6899,1076
tha,2013,7244,1138
tha,2014,8534,1222
tha,2015,6790,1302
tjk,1971,71.99014506,14.23427847
tjk,1972,74.83700075,15.06054266
tjk,1973,77.34208353,15.89056259
tjk,1974,80.89501953,16.71682678
tjk,1975,83.715585,17.92242134
tjk,1976,87.5764922,18.65103612
tjk,1977,91.44491089,19.38340665
tjk,1978,95.6889042,20.11202143
tjk,1979,99.15921378,20.84439196
tjk,1980,103.7487358,19.84911919
tjk,1981,100.1094176,22.45936287
tjk,1982,99.52352117,23.53350631
tjk,1983,99.27188617,24.603894
tjk,1984,98.79866214,25.67803745
tjk,1985,98.26910191,26.75218089
tjk,1986,97.90103877,27.82632433
tjk,1987,104.7740545,28.90046777
tjk,1988,108.3720595,29.97461121
tjk,1989,107.9814618,29.97461121
tjk,1994,14,0
tjk,1995,11,0
tjk,1996,11,0
tjk,1997,6,0
tjk,1998,4,0
tjk,1999,3,0
tjk,2000,2,0
tjk,2001,3,0
tjk,2002,2,0
tjk,2003,7,0
tjk,2004,7,0
tjk,2005,8,0
tjk,2006,8,0
tjk,2007,8,0
tjk,2008,8,0
tjk,2009,7,0
tjk,2010,9,0
tjk,2011,8,0
tjk,2012,7,0
tjk,2013,6,0
tjk,2014,5,0
tjk,2015,4,0
tkm,1971,237.6298665,46.98545462
tkm,1972,247.0269575,49.71284249
tkm,1973,255.2959016,52.45262757
tkm,1974,267.0236694,55.18001544
tkm,1975,276.3339798,59.15952228
tkm,1976,289.0783195,61.56458249
tkm,1977,301.8474536,63.98203992
tkm,1978,315.8563094,66.38710013
tkm,1979,327.3113385,68.80455756
tkm,1980,342.4607384,65.5192949
tkm,1981,330.4478345,74.13536112
tkm,1982,328.5138686,77.68096534
tkm,1983,327.683255,81.21417235
tkm,1984,326.1212056,84.75977658
tkm,1985,324.3731979,88.30538081
tkm,1986,323.1582706,91.85098503
tkm,1987,345.8451788,95.39658926
tkm,1988,357.7217132,98.94219349
tkm,1989,356.4324026,98.94219349
tun,1980,10,5
tun,1981,11,5
tun,1982,11,5
tun,1983,12,5
tun,1984,12,4
tun,1985,13,5
tun,1986,13,5
tun,1987,15,6
tun,1988,16,7
tun,1989,17,7
tun,1990,17,7
tun,1991,19,8
tun,1992,20,8
tun,1993,21,8
tun,1994,23,8
tun,1995,24,8
tun,1996,26,9
tun,1997,28,8
tun,1998,31,9
tun,1999,34,9
tun,2000,35,10
tun,2001,36,10
tun,2002,39,11
tun,2003,39,12
tun,2004,39,13
tun,2005,83,41
tun,2006,92,41
tun,2007,101,41
tun,2008,111,62
tun,2009,98,39
tun,2010,108,56
tun,2011,119,60
tun,2012,127,65
tun,2013,128,61
tun,2014,133,55
tun,2015,139,64
tur,1972,150,0
tur,1973,220,0
tur,1974,228,0
tur,1975,282,0
tur,1976,342,0
tur,1977,360,0
tur,1978,393,223
tur,1979,426,229
tur,1980,381,232
tur,1981,471,235
tur,1982,527,238
tur,1983,633,239
tur,1984,714,239
tur,1985,774,251
tur,1986,720,231
tur,1987,804,174
tur,1988,782,182
tur,1989,880,196
tur,1990,885,151
tur,1991,903,266
tur,1992,851,263
tur,1993,867,235
tur,1994,714,254
tur,1995,720,290
tur,1996,850,295
tur,1997,941,272
tur,1998,1004,355
tur,1999,831,363
tur,2000,1123,404
tur,2001,1087,342
tur,2002,1052,358
tur,2003,1244,448
tur,2004,1113,374
tur,2005,1180,351
tur,2006,1112,419
tur,2007,1114,397
tur,2008,1192,373
tur,2009,1323,379
tur,2010,1651,380
tur,2011,2053,454
tur,2012,1997,497
tur,2013,1966,564
tur,2014,2021,599
tur,2015,2188,596
twn,1971,346,390
twn,1972,406,434
twn,1973,450,492
twn,1974,460,435
twn,1975,444,465
twn,1976,487,544
twn,1977,485,572
twn,1978,552,640
twn,1979,595,726
twn,1980,559,692
twn,1981,476,636
twn,1982,473,585
twn,1983,475,567
twn,1984,483,619
twn,1985,525,607
twn,1986,582,690
twn,1987,601,764
twn,1988,627,828
twn,1989,650,815
twn,1990,680,829
twn,1991,675,904
twn,1992,692,937
twn,1993,683,908
twn,1994,686,957
twn,1995,682,981
twn,1996,695,1015
twn,1997,694,1070
twn,1998,690,1011
twn,1999,706,980
twn,2000,708,926
twn,2001,654,856
twn,2002,637,847
twn,2003,630,851
twn,2004,666,902
twn,2005,644,916
twn,2006,634,870
twn,2007,612,864
twn,2008,582,800
twn,2009,587,747
twn,2010,614,793
twn,2011,625,946
twn,2012,580,955
twn,2013,559,953
twn,2014,557,938
twn,2015,559,849
tza,1978,1,0
tza,1979,1,0
tza,1980,1,0
tza,1981,1,0
tza,1982,1,0
tza,1983,1,3
tza,1984,1,5
tza,1985,1,5
ukr,1971,3418.324821,675.8895593
ukr,1972,3553.502733,715.123254
ukr,1973,3672.452162,754.5352837
ukr,1974,3841.157049,793.7689784
ukr,1975,3975.086616,851.0145058
ukr,1976,4158.414972,885.6114911
ukr,1977,4342.099997,920.3868114
ukr,1978,4543.61852,954.9837968
ukr,1979,4708.400038,989.7591171
ukr,1980,4926.325379,942.5003485
ukr,1981,4753.518787,1066.443157
ukr,1982,4725.698531,1117.44696
ukr,1983,4713.750087,1168.272428
ukr,1984,4691.27988,1219.276231
ukr,1985,4666.134649,1270.280034
ukr,1986,4648.657821,1321.283838
ukr,1987,4975.010827,1372.287641
ukr,1988,5145.855734,1423.291444
ukr,1989,5127.308897,1423.291444
ukr,1990,671,106
ukr,1991,624,101
ukr,1992,540,88
ukr,1993,519,68
ukr,1994,463,52
ukr,1995,444,54
ukr,1996,394,49
ukr,1997,335,46
ukr,1998,311,45
ukr,1999,295,45
ukr,2000,290,52
ukr,2001,299,64
ukr,2002,311,70
ukr,2003,324,73
ukr,2004,707,107
ukr,2005,890,125
ukr,2006,979,132
ukr,2007,2307,318
ukr,2008,2070,321
ukr,2009,1772,280
ukr,2010,1879,279
ukr,2011,1938,293
ukr,2012,1922,285
ukr,2013,1658,280
ukr,2014,1680,240
ukr,2015,1396,221
ury,1990,0,10
ury,1991,0,12
ury,1992,0,12
ury,1993,0,12
ury,1994,0,12
ury,1995,0,11
ury,1996,0,11
ury,1997,0,14
ury,1998,0,9
ury,1999,0,13
ury,2000,0,15
ury,2001,0,14
ury,2002,0,13
ury,2003,0,14
ury,2004,0,13
ury,2005,0,11
ury,2006,0,14
ury,2007,0,47
ury,2008,0,355
ury,2009,0,407
ury,2010,0,500
ury,2011,0,487
ury,2012,0,467
ury,2013,251,707
ury,2014,259,869
ury,2015,247,1156
usa,1971,7309,17620
usa,1972,7301,18538
usa,1973,7200,19352
usa,1974,6557,19540
usa,1975,6523,17840
usa,1976,6565,21593
usa,1977,7646,18701
usa,1978,7547,18074
usa,1979,7279,17901
usa,1980,7840,18787
usa,1981,7773,17208
usa,1982,7868,17625
usa,1983,6369,11970
usa,1984,7165,15112
usa,1985,7275,15320
usa,1986,7811,15865
usa,1987,8263,16064
usa,1988,8695,16718
usa,1989,9080,16785
usa,1990,9272,18102
usa,1991,9875,18262
usa,1992,8075,14522
usa,1993,7429,18449
usa,1994,7418,17731
usa,1995,22996,38780
usa,1996,23286,36649
usa,1997,25377,36456
usa,1998,24862,36192
usa,1999,24430,52758
usa,2000,27453,57157
usa,2001,27508,51547
usa,2002,27709,45209
usa,2003,28013,46442
usa,2004,28614,48972
usa,2005,28471,48408
usa,2006,30727,52325
usa,2007,30825,49605
usa,2008,30994,46354
usa,2009,28915,41176
usa,2010,29444,48114
usa,2011,27059,45247
usa,2012,27132,43933
usa,2013,27624,43275
usa,2014,28241,43612
usa,2015,27554,44399
uzb,1971,629.0050768,124.3702651
uzb,1972,653.8791298,131.5896472
uzb,1973,675.7669838,138.8418447
uzb,1974,706.810327,146.0612269
uzb,1975,731.4546724,156.5949617
uzb,1976,765.1888763,162.9611442
uzb,1977,798.9887108,169.360142
uzb,1978,836.0700827,175.7263244
uzb,1979,866.3914877,182.1253222
uzb,1980,906.491874,173.4292483
uzb,1981,874.6937772,196.2359328
uzb,1982,869.5745789,205.6211295
uzb,1983,867.3759489,214.973511
uzb,1984,863.2412119,224.3587077
uzb,1985,858.6142442,233.7439045
uzb,1986,855.3983377,243.1291013
uzb,1987,915.4504709,252.5142981
uzb,1988,946.8875986,261.8994949
uzb,1989,943.4747998,261.8994949
vnm,2010,1501,761
vnm,2011,1453,805
vnm,2012,1416,847
vnm,2013,1470,921
vnm,2014,1691,1027
vnm,2015,5569,3676
zaf,1971,144,42
zaf,1972,159,45
zaf,1973,236,49
zaf,1974,289,52
zaf,1975,326,50
zaf,1976,377,57
zaf,1977,414,56
zaf,1978,423,53
zaf,1979,462,62
zaf,1980,489,72
zaf,1981,545,74
zaf,1982,575,73
zaf,1983,599,102
zaf,1984,721,126
zaf,1985,710,149
zaf,1986,0,145
zaf,1987,0,123
zaf,1988,0,127
zaf,1989,0,109
zaf,1990,0,115
zaf,1991,0,116
zaf,1992,32,81
zaf,1993,48,83
zaf,1994,109,109
zaf,1995,83,92
zaf,1996,102,92
zaf,1997,105,97
zaf,1998,75,97
zaf,1999,76,152
zaf,2000,82,192
zaf,2001,78,191
zaf,2002,80,188
zaf,2003,85,180
zaf,2004,82,178
zaf,2005,88,201
zaf,2006,95,218
zaf,2007,94,207
zaf,2008,92,203
zaf,2009,89,190
zaf,2010,110,244
zaf,2011,111,273
zaf,2012,122,243
zaf,2013,138,247
zaf,2014,149,239
zaf,2015,150,233
zwe,1978,6,0
zwe,1979,6,0
zwe,1980,7,0
zwe,1981,6,0
zwe,1982,7,0
zwe,1983,8,0
zwe,1984,10,0
zwe,1985,10,0
zwe,1999,26,0
zwe,2000,28,0
zwe,2001,19,0
zwe,2002,15,0
zwe,2003,17,0
zwe,2004,8,0
zwe,2005,10,0
zwe,2006,23,0
zwe,2007,28,0
zwe,2008,25,0
zwe,2009,53,4
zwe,2010,17,4
zwe,2011,63,4
zwe,2012,64,9
zwe,2013,68,13
zwe,2014,69,13
zwe,2015,70,13
