# File: A44.HouseholdSize.csv
# Title: Assumed household size for translating the Odyssee floorspace per house
# Units: Persons/dwelling
# Comments: Odyssee is a database for energy efficiency indicators in Europe (http://www.odyssee-indicators.org). Referenced (no. 15) in PNNL-21073 China's Building Energy Use: A Long-Term Perspective based on a Detailed Assessment.
# Column types: ccnnnn 
# ----------
Variable,Unit,1973,1980,1990,1998
Household size,Persons/dwelling,3.2,2.9,2.7,2.6
