# File: IO_iron_steel_scaled.csv
# Title: IO in Steel production by subsector by technology
# Units: GJ/t
# Description: Energy coefficient in steel production
# Source: Literature
# Column types: cicccicn
# ----------
region,GCAM_region_ID,sector.name,subsector.name,technology,year,minicam.energy.input,coefficient
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,1990,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,1995,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,1996,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,1997,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,1998,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,1999,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2000,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2001,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2002,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2003,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2004,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2005,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2006,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2007,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2008,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2009,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2010,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2011,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2012,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2013,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2014,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2015,delivered coal,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,1990,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,1995,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,1996,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,1997,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,1998,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,1999,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2000,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2001,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2002,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2003,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2004,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2005,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2006,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2007,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2008,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2009,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2010,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2011,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2012,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2013,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2014,refined liquids industrial,0
Africa_Eastern,2,iron and steel,BLASTFUR,BLASTFUR,2015,refined liquids industrial,0
